LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,0,0,3,3,8,15,0,9,0,8,15,0,3,0,8,9,0,0,0,0,3,6,5,0,0,8,0,15,9,4,31,3,28,18,12,57,0,11,3,0,25,0,5,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,12,93,49,36,190,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,13,3,5,18,0,4,0,0,8,0,0,3,5,8,0,15,11,8,26,0,32,27,9,72,0,12,10,9,35,4,3,6,5,16,0,3,3,0,14,0,0,0,4,3,0,0,4,0,4,0,0,0,0,0,0,0,4,3,7,9,94,68,53,229,0,0,0,0,0,0,0,0,5,5,0,4,4,3,9,0,8,4,6,17,0,10,0,0,12,0,8,0,0,13,5,13,9,13,33,10,62,29,14,104
LGA40120,0,0,0,0,5,0,4,0,0,0,4,7,0,0,10,0,11,6,4,24,3,15,7,4,25,8,34,6,14,66,8,53,15,13,90,6,26,0,11,41,3,7,3,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,160,45,60,288,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,10,0,8,3,3,18,0,15,4,3,25,17,55,13,22,110,18,47,11,13,77,0,12,3,0,20,0,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,4,43,155,46,45,290,0,0,3,0,3,0,0,0,0,0,0,0,0,3,6,0,3,0,5,7,0,10,4,3,19,0,11,0,5,20,4,43,12,23,84,13,56,21,16,105
LGA40150,0,4,0,0,3,0,0,0,0,0,0,5,0,0,3,0,5,3,3,11,0,10,0,4,15,0,12,4,3,13,0,9,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,40,7,17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,5,0,5,8,0,10,0,3,12,5,11,3,3,23,0,7,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,41,4,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,9,5,12,3,3,17,6,13,7,4,21,3,10,0,0,17
LGA40220,0,0,0,0,0,0,0,0,7,11,3,20,3,6,35,6,32,7,11,58,3,38,12,21,74,13,79,17,24,133,14,44,10,8,69,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,9,39,228,57,75,401,0,0,0,0,0,0,0,0,0,0,0,12,4,6,17,0,12,0,11,27,0,15,3,8,30,10,71,14,31,123,27,104,16,26,169,10,15,0,3,29,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,7,4,3,9,48,236,41,90,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,14,4,7,0,5,20,8,46,13,23,89,17,87,26,44,170,17,57,8,10,90
LGA40250,3,43,5,16,71,0,0,0,3,5,0,24,0,3,35,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,6,89,7,22,125,0,12,3,5,23,7,49,0,21,78,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,13,14,70,3,36,120,0,21,0,8,31,0,47,0,14,71,3,18,3,10,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,0,0,0,0,0,0,13,3,5,20,0,27,3,4,34,0,29,8,11,40,11,68,7,10,104,14,32,0,6,57,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,168,26,42,267,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,7,4,10,17,4,21,3,10,31,6,42,16,11,78,21,90,14,26,145,8,21,5,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,42,185,41,57,323,0,0,0,0,4,0,0,0,0,0,0,3,3,0,9,0,3,0,5,17,0,6,4,5,16,3,30,8,22,64,7,99,14,35,149,23,41,10,11,82
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,13,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,5,0,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,3,0,3,0,4,6,0,4,0,0,8,0,0,0,0,0
LGA40520,0,6,0,0,8,0,4,5,0,11,4,44,5,17,76,11,96,9,21,138,4,11,0,0,15,4,8,0,0,14,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,26,191,26,48,289,0,0,0,0,4,0,0,0,3,5,0,16,3,11,27,3,60,6,26,98,3,36,8,3,54,6,34,7,3,51,5,6,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,17,167,28,54,266,0,3,0,0,0,0,0,0,0,5,0,7,0,10,14,5,24,4,16,42,0,17,7,20,43,13,50,6,12,83,6,30,3,7,47,0,13,0,0,15
LGA40700,0,0,0,0,0,0,0,0,3,3,0,3,5,0,8,0,5,3,3,12,0,7,6,3,11,0,34,18,11,57,16,72,32,20,139,17,57,36,14,120,10,18,23,9,49,8,5,7,0,21,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12,51,207,129,59,451,0,7,0,0,4,0,3,0,0,3,0,0,3,0,9,0,9,0,8,13,0,0,0,0,4,0,15,13,13,36,13,77,38,21,150,12,60,32,21,129,10,41,18,9,79,5,11,6,3,27,0,0,0,0,0,0,3,3,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,5,16,50,229,124,86,485,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,7,0,3,0,0,4,0,13,0,3,16,7,58,19,20,107,11,76,34,26,146
LGA40910,0,0,5,0,6,4,12,0,12,29,0,27,5,29,64,4,26,4,15,51,3,27,11,8,49,17,84,39,34,171,36,161,43,54,287,18,46,22,20,106,0,3,4,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,23,92,388,147,185,814,0,0,0,0,4,0,0,0,6,6,3,25,3,12,47,3,23,8,15,44,3,15,0,7,26,3,48,16,27,98,24,162,61,60,303,34,104,57,54,251,3,16,9,10,41,0,8,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,13,4,14,29,72,415,175,212,868,0,0,0,0,3,0,0,0,0,0,0,21,10,7,35,3,12,5,17,37,0,3,4,15,21,4,36,5,22,71,11,115,27,57,213,37,154,65,89,347
LGA41010,0,12,0,3,24,0,0,0,0,5,0,15,0,4,15,0,7,4,5,14,0,3,0,0,3,0,8,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,59,8,20,88,0,0,0,0,0,0,8,0,3,13,3,6,0,0,16,0,9,0,4,8,0,5,0,0,11,0,14,3,6,21,5,7,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,12,60,8,16,87,0,3,0,0,3,3,10,0,0,15,0,10,0,3,11,0,6,0,3,13,0,4,0,0,10,4,14,3,5,22,4,16,0,0,18,0,0,0,4,10
LGA41060,0,20,4,22,48,0,43,19,38,103,32,166,39,100,339,31,114,27,88,249,14,78,31,62,184,20,200,59,116,397,57,349,82,122,613,47,113,32,63,253,0,17,11,5,32,8,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,38,9,22,72,215,1140,317,653,2327,5,0,3,5,12,0,6,5,34,47,11,96,32,66,207,28,59,26,75,186,11,43,12,62,129,21,139,43,97,294,52,298,107,172,634,82,274,110,139,601,9,40,24,24,97,8,10,9,4,30,5,5,0,6,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,27,10,19,61,216,1007,390,704,2313,0,0,0,4,9,0,9,0,7,15,9,58,18,54,137,13,66,15,53,148,11,36,9,49,104,22,105,33,98,254,44,243,77,159,529,78,365,122,225,791
LGA41140,0,0,0,0,3,0,0,0,0,0,0,12,0,7,16,6,22,0,3,34,5,12,3,3,24,4,6,3,0,19,0,3,0,4,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,19,67,14,15,108,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,9,0,8,16,0,10,3,5,22,9,32,4,5,47,10,18,3,7,34,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,70,13,24,129,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,5,3,0,4,5,4,0,0,5,15,5,23,0,5,39,0,16,10,9,40,0,8,3,0,12
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,6,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,12,0,9,30,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41560,0,3,0,3,3,0,3,0,3,9,3,14,7,15,32,0,33,3,12,52,3,22,5,6,33,11,76,4,13,101,0,10,3,0,20,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,22,176,28,53,273,0,3,0,0,3,0,0,0,0,0,0,11,0,7,11,3,16,5,7,28,0,17,6,6,29,6,91,11,18,122,8,47,4,12,73,3,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,24,189,24,52,293,0,0,0,4,4,0,0,0,0,4,0,5,0,10,13,4,10,0,4,20,0,11,3,11,22,9,68,8,18,105,19,64,12,17,110,9,12,5,3,21
LGA41750,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,6,9,4,0,18,0,7,0,0,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,4,5,31,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,8,6,0,10,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,4,21,0,7,0,0,7,0,0,0,0,0,0,4,0,0,6,0,3,0,0,3,0,0,0,0,3,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA42030,0,0,0,3,5,0,3,0,10,20,0,25,4,14,44,0,31,3,18,57,0,40,12,5,55,20,113,24,25,179,17,103,14,12,151,4,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,3,5,12,50,338,66,94,543,0,0,0,0,0,0,0,0,6,11,0,13,3,9,27,0,20,5,9,33,3,21,0,17,43,17,107,32,36,190,34,161,36,45,271,9,22,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,16,66,354,86,133,642,0,0,0,0,6,0,0,0,0,0,0,7,3,12,19,0,9,3,11,28,5,11,4,14,34,4,64,20,41,128,30,178,36,61,309,21,70,15,24,140
LGA42110,0,0,0,0,3,0,0,0,0,0,3,9,0,6,12,3,14,0,4,18,0,5,0,0,4,3,4,0,4,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,6,50,0,0,0,0,0,0,0,0,3,3,0,3,0,5,8,0,0,0,5,8,0,9,0,0,7,0,10,0,6,13,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,4,10,46,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,8,0,3,9,0,6,0,0,9,0,5,0,4,14,0,0,0,0,4,0,0,0,4,4
LGA42250,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,0,18,0,0,19,0,12,5,0,14,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,42,8,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,13,3,0,18,0,4,0,0,10,0,10,0,0,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,9,4,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,3,10,0,4,3,0,7,4,7,0,6,15,0,7,0,4,13,0,3,0,0,3
LGA42600,0,0,0,0,0,0,9,0,0,5,0,6,0,5,17,0,12,5,7,29,3,21,3,14,39,0,57,20,35,112,6,82,22,38,142,8,46,23,27,106,3,5,10,9,27,0,7,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,10,31,253,82,143,508,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,0,5,4,5,21,0,10,0,4,18,4,39,11,17,74,7,89,36,44,169,15,79,32,43,165,11,34,12,12,63,0,5,0,3,15,0,6,0,0,7,5,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,10,5,3,18,36,278,101,147,568,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,0,0,5,7,8,0,9,0,8,11,0,20,10,15,48,7,81,18,33,137,18,104,30,52,211
LGA42750,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,22,0,0,21,4,9,0,0,14,0,4,0,0,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,3,3,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,16,4,3,18,0,6,0,3,14,3,10,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,7,5,54,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,7,3,9,0,0,14,0,6,0,0,10,0,3,0,0,4,0,3,0,0,3
LGA43080,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
