LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA23940,656,332,278,497,776,950,758,496,190,4948,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,6,0,0,0,21,5,0,0,5,4,6,5,0,0,21,448,192,169,206,247,236,97,42,8,1655,176,70,56,98,103,117,86,53,19,788,1296,597,516,815,1138,1323,958,596,229,7457,11,5,5,11,13,8,10,0,0,49,134,95,60,120,158,273,256,161,60,1313,0,0,0,0,0,0,0,0,0,0,48,24,9,22,28,17,33,15,4,192,0,0,0,0,0,0,0,0,0,0,205,97,83,147,198,200,186,94,29,1246,0,3,0,7,10,9,3,10,0,44,3,0,0,3,3,4,6,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA24130,4855,2841,1759,3751,4281,3860,2535,1173,525,25593,0,5,6,10,8,7,0,0,0,35,18,15,8,19,13,15,5,0,0,83,5,0,5,7,6,0,0,0,4,35,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,10,12,19,27,28,24,3,0,0,134,15,12,18,29,31,24,3,0,0,140,3191,1635,1276,2014,1698,1397,623,191,59,12089,795,438,305,508,590,508,317,141,49,3652,8896,4972,3412,6403,6682,5855,3502,1510,627,41859,31,32,48,56,54,46,22,6,0,293,762,495,305,695,1082,1069,1082,445,199,6132,0,0,0,0,0,0,0,0,0,0,85,43,32,49,72,70,76,22,9,456,27,22,25,13,11,9,0,4,0,111,2734,1446,937,1572,1829,1494,1060,521,152,11745,19,8,4,12,15,28,13,6,0,106,39,28,27,41,54,73,34,17,6,320,16,3,5,8,9,16,15,4,3,82
LGA24210,10849,8104,5715,8906,10047,8962,9031,5582,1879,69068,210,158,231,221,183,171,93,29,3,1305,504,428,401,328,363,193,104,34,14,2367,68,59,50,47,45,151,77,35,11,552,3,3,0,0,0,0,0,0,0,10,84,90,101,68,57,52,23,11,0,483,69,103,83,91,125,88,31,18,12,626,154,195,185,164,182,134,53,30,10,1118,4703,4121,3465,3520,3592,2854,1535,701,278,24760,1249,1030,838,939,1070,917,695,450,306,7491,18268,14677,11535,14869,16352,14130,11894,7016,2562,111300,496,516,677,771,809,711,442,182,76,4669,742,675,420,673,1221,1231,1602,1261,643,8475,0,0,0,0,0,0,3,0,0,7,422,349,229,342,410,354,289,226,96,2706,0,6,0,0,0,6,0,0,0,13,4300,3156,2052,2835,3870,3246,3223,2523,923,26129,29,31,22,21,38,54,47,50,20,310,1572,1189,818,1136,1812,1131,1156,1066,295,10171,17,10,17,19,23,19,13,13,11,140
LGA24250,722,435,297,525,750,857,636,333,142,4692,6,3,3,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,3,10,3,8,0,0,33,8,6,3,3,10,3,8,0,0,33,550,301,276,288,350,350,157,54,14,2335,168,86,82,67,103,107,89,37,3,750,1462,846,666,894,1218,1326,889,423,163,7892,4,11,7,14,10,8,4,0,0,61,131,96,64,100,210,294,314,143,50,1394,0,0,0,0,0,0,0,0,0,0,11,0,5,4,0,9,10,5,3,49,0,0,0,0,0,0,0,0,0,0,361,173,139,217,266,282,276,103,44,1863,0,0,0,0,0,3,0,0,0,6,4,6,0,10,6,6,3,0,0,30,0,0,0,0,0,0,0,0,0,0
LGA24330,4934,3310,5031,5462,4223,3236,2351,1956,881,31388,246,398,1272,266,52,35,15,11,0,2302,824,557,974,459,231,137,58,26,7,3272,6,4,21,19,13,7,0,0,0,74,0,0,0,4,3,0,0,0,0,11,53,116,274,31,13,0,3,0,0,498,23,52,101,57,48,30,7,0,0,322,82,173,374,89,62,29,13,0,0,824,3508,2882,4678,3760,2183,1064,330,223,76,18702,1242,1277,1875,1291,948,558,314,281,128,7902,11870,9703,15435,12569,8909,5903,3398,2696,1149,71635,794,922,1222,1020,1049,1043,467,212,95,6829,321,187,377,482,502,454,318,189,174,3013,0,0,0,0,0,0,0,0,0,0,206,93,177,134,94,88,42,23,31,874,0,0,0,0,0,0,0,0,0,0,2902,1904,2839,2663,2260,1644,1151,843,432,16636,15,13,9,9,15,10,0,3,6,73,462,327,367,506,569,325,394,428,102,3476,5,8,24,13,13,8,9,10,4,107
LGA24410,10610,7235,6550,8578,9081,8017,5842,4031,1803,61746,202,102,301,170,80,40,10,3,4,925,144,73,137,104,71,44,21,6,5,597,17,7,6,21,10,19,7,7,4,98,8,0,4,0,0,0,0,0,0,10,71,99,174,59,25,7,9,3,0,438,51,74,119,96,75,64,38,11,0,522,128,172,291,157,96,69,48,21,0,974,6560,4446,5215,4754,3584,2545,1185,657,269,29220,1581,1151,1110,1181,1078,925,628,423,293,8374,19491,13399,14023,15331,14296,11901,7840,5177,2378,103840,273,174,424,469,331,279,134,47,8,2129,1106,904,689,1154,1749,1746,1946,1211,612,11110,0,0,0,0,0,0,0,0,0,0,1209,674,670,676,516,396,289,162,74,4664,0,9,3,0,4,12,8,0,0,39,4367,2725,2429,2996,3303,2648,1932,1195,486,22074,60,53,45,56,80,70,80,44,18,509,307,142,179,234,265,166,102,65,21,1482,40,19,29,23,26,32,24,19,9,208
LGA24600,2055,7343,8804,4059,3208,3117,1974,1048,523,32122,259,448,1674,249,61,33,12,0,0,2734,940,1306,1083,426,232,117,80,14,9,4203,29,49,121,52,44,96,67,55,26,531,0,0,0,0,0,0,0,0,0,5,6,59,87,9,9,0,0,0,0,175,18,106,169,60,42,24,15,0,0,434,26,165,250,72,49,27,12,0,0,610,1954,9641,10793,3956,2409,1938,823,288,108,31908,1138,3866,4525,1899,1239,932,504,250,93,14447,6640,25903,29381,11289,7698,6563,3606,1748,798,93625,258,3798,3152,978,488,390,171,90,48,9368,266,717,932,571,637,662,614,301,154,4854,6,0,7,5,0,0,0,0,0,20,31,255,298,120,86,64,32,25,3,916,0,0,0,0,0,0,0,0,0,3,1189,3561,5347,2408,1676,1494,1030,536,317,17555,8,9,23,16,4,5,7,0,7,82,164,148,368,297,268,142,103,52,34,1579,4,10,26,7,13,3,0,0,0,66
LGA24650,16455,8791,10727,12000,9027,7582,3527,1606,477,70197,574,174,578,488,141,86,19,11,0,2077,1227,635,831,684,439,224,71,19,3,4131,8,0,14,4,6,5,3,0,0,39,0,0,0,0,0,0,0,0,0,0,213,150,327,111,76,40,17,0,0,930,64,37,64,64,39,30,10,3,0,314,268,191,394,174,114,68,27,5,4,1247,5365,3006,3835,2982,1800,1228,376,149,60,18808,2340,1437,1782,1567,1126,793,357,225,111,9723,26997,14568,18765,18527,13077,10176,4459,2041,653,109260,735,442,536,822,575,306,136,39,14,3614,1389,803,874,1214,1302,1412,1074,508,200,8776,13,9,4,4,9,4,4,0,0,48,348,179,177,231,158,148,132,42,14,1427,38,30,19,13,28,3,13,9,3,160,11105,5717,6044,7471,5933,4354,2693,957,273,44549,28,20,15,16,17,14,13,0,3,128,1583,705,757,1260,839,536,326,115,28,6163,111,66,76,96,120,92,68,32,7,679
LGA24780,5578,3472,2725,3950,4781,4499,3344,2332,896,31574,25,28,49,33,10,0,4,5,0,156,219,146,111,152,139,74,60,12,0,912,5,3,0,5,3,0,0,0,0,16,4,8,0,0,0,0,0,0,0,10,25,23,42,14,9,0,0,0,0,116,10,25,24,12,17,10,3,5,0,98,35,50,64,30,27,11,3,6,0,225,3521,2106,1890,1785,1468,1003,457,248,90,12562,1252,704,613,642,637,569,359,292,132,5209,10697,6543,5528,6652,7116,6185,4245,2893,1119,50981,66,78,132,101,70,61,22,6,0,536,632,535,368,633,939,1216,1103,663,325,6407,0,0,0,0,0,0,0,0,0,0,76,20,45,46,35,53,29,17,3,328,0,0,0,0,0,4,0,0,4,6,2309,1494,1299,1379,1693,1503,1203,768,266,11913,28,26,6,19,40,56,58,27,25,293,90,51,39,54,103,51,73,68,18,538,40,11,21,24,18,30,23,14,14,187
LGA24850,4254,2633,2159,3194,3418,2972,1874,1019,343,21858,21,3,29,10,4,5,0,0,0,75,64,29,36,39,24,11,3,0,0,210,0,3,0,3,3,4,0,0,0,11,0,3,0,0,0,0,0,0,0,8,9,9,26,0,0,3,0,0,0,39,17,14,28,22,17,19,8,0,0,131,22,25,48,29,17,20,11,0,0,174,2397,1518,1156,1268,1080,714,288,128,30,8592,833,502,424,481,497,409,201,128,44,3524,7619,4747,3893,5052,5094,4148,2382,1279,418,34638,69,62,67,47,40,33,22,4,0,333,756,505,518,644,895,941,789,400,149,5599,0,0,0,5,0,0,0,0,0,4,45,26,39,29,43,51,38,18,0,284,0,0,0,0,0,0,0,0,0,0,2616,1583,1373,1466,1733,1364,951,447,157,11676,4,0,0,10,4,6,5,7,0,33,111,52,64,77,94,53,31,12,6,504,8,9,10,4,6,12,11,0,0,57
LGA24900,3244,1831,1442,2218,2749,3005,2566,1745,671,19472,12,8,19,5,3,5,0,0,0,52,122,23,48,42,29,9,0,0,0,276,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,16,14,51,3,0,0,0,0,0,87,4,7,10,10,10,15,3,0,0,53,11,21,64,17,10,17,3,0,0,146,1477,767,720,710,709,541,304,128,53,5412,550,282,237,327,310,332,326,205,73,2635,5438,2946,2556,3351,3832,3915,3204,2080,799,28126,22,11,39,35,32,10,9,0,0,164,457,355,273,397,623,767,939,557,223,4587,0,0,0,0,0,0,0,0,0,0,28,13,16,14,24,34,27,16,6,185,12,20,17,8,12,12,0,4,3,93,1733,974,775,886,1100,1102,987,605,192,8358,10,9,7,4,10,11,17,17,8,101,14,10,10,6,8,15,24,7,0,98,16,5,7,4,5,9,7,0,0,59
LGA24970,13788,11046,9086,12526,12049,11481,11313,8149,2984,92428,1301,1147,1744,1095,882,455,188,104,27,6943,737,749,842,504,343,194,81,36,3,3491,129,62,115,99,90,155,79,38,26,791,0,0,0,0,0,0,0,0,0,4,172,354,609,125,62,35,12,3,0,1366,100,116,141,110,119,96,37,13,3,747,272,466,752,229,181,133,53,25,5,2114,6626,9138,6887,5340,4979,3555,1796,943,340,39601,1934,2384,1875,1527,1408,1179,928,819,476,12535,26349,27212,23536,23037,21685,18302,14920,10320,3919,169277,1646,2150,2331,2033,1883,1300,715,270,75,12391,955,804,542,945,1463,1406,1891,1561,937,10498,0,0,5,0,0,10,3,3,0,21,449,415,374,392,469,408,328,214,70,3117,0,3,3,0,3,6,4,7,4,33,5792,4442,3569,4150,4639,3936,3665,2994,1382,34561,28,52,51,28,37,54,66,36,25,375,2185,1420,957,1823,2335,1158,1604,1515,373,13369,16,27,27,26,44,41,28,29,9,249
LGA25060,11903,7878,7868,10714,9983,8343,6731,5023,2062,70506,238,216,928,221,77,51,27,9,0,1773,936,420,622,479,298,148,85,36,8,3035,9,3,18,19,9,8,3,0,0,72,0,0,5,0,3,0,0,0,0,4,44,92,235,28,16,4,4,0,0,425,19,53,86,54,26,26,14,6,0,290,66,144,322,83,51,33,21,6,0,721,3365,3469,4370,3200,2543,1952,696,394,131,20132,1350,1212,1508,1150,1048,842,532,427,249,8319,18259,13731,16168,16321,14480,11731,8230,6015,2499,107444,281,349,551,479,383,432,193,112,81,2862,584,469,558,878,1099,981,1011,577,331,6477,5,7,6,5,9,0,0,5,0,51,136,89,106,130,109,129,80,53,44,878,0,0,0,0,0,0,3,0,0,3,8496,5197,4802,5731,6627,4939,4019,3276,1336,44428,0,6,17,11,10,24,18,11,16,106,1041,663,549,961,1075,609,605,513,146,6163,20,18,31,38,29,31,26,20,6,222
LGA25150,3292,1984,1508,2472,2855,2655,1674,871,329,17646,14,7,17,9,7,3,4,0,0,55,24,3,6,15,12,3,3,0,0,58,3,0,3,0,3,9,5,3,0,24,0,0,0,0,0,0,0,0,0,0,3,10,12,3,0,0,0,0,0,34,9,11,22,15,25,7,10,0,0,105,14,21,37,18,29,8,10,0,0,139,2035,1191,998,1184,1015,727,286,100,34,7562,513,339,246,345,393,327,192,83,49,2485,5913,3578,2833,4064,4344,3750,2178,1053,409,28123,28,22,27,46,30,31,8,0,0,204,449,305,289,435,670,649,679,290,127,3878,0,0,0,0,0,0,0,0,0,0,65,32,29,42,56,52,31,18,3,314,0,0,0,0,0,0,0,0,0,6,2003,1181,920,1119,1400,1128,835,348,113,9045,0,3,5,5,8,4,8,0,0,40,46,44,28,41,45,41,31,13,3,294,10,12,15,11,15,13,12,5,0,97
LGA25250,11312,7898,10228,11971,10422,7849,7719,7826,2916,78138,379,682,1865,345,120,64,33,6,0,3483,4108,2343,3103,1956,1148,650,298,86,19,13715,27,26,72,25,20,27,19,0,5,209,4,0,0,0,3,0,0,0,0,9,88,233,559,43,10,10,0,3,0,945,29,82,169,126,82,34,20,3,0,550,121,313,733,176,96,40,23,8,0,1508,5455,5254,9625,6266,3772,2261,693,374,175,33872,2080,1933,2857,1918,1404,1020,613,647,442,12912,23856,18984,29368,23288,17450,12257,9480,8992,3564,147243,329,426,891,651,480,371,170,47,25,3390,492,424,714,788,865,944,680,623,469,5996,17,26,19,24,26,20,18,8,6,162,99,83,151,129,105,82,58,43,35,776,4,0,3,3,0,0,0,0,0,8,6517,4509,5729,5788,6263,4687,3856,4457,2151,43960,9,5,12,9,8,17,7,9,9,81,1564,945,899,1465,1640,908,1244,1336,441,10435,37,38,43,44,47,44,52,24,11,339
LGA25340,12853,8146,5658,10352,11967,12778,12164,8085,3057,85057,42,27,57,45,44,27,13,3,0,250,44,34,30,47,29,29,9,7,0,220,27,8,12,29,27,51,51,19,7,230,0,0,0,0,0,0,0,0,0,0,13,3,12,8,0,4,0,0,0,42,61,59,49,98,91,67,34,13,9,472,70,60,62,107,93,74,31,13,9,518,10265,6050,4999,6449,5305,4623,2713,1263,459,42129,3094,1792,1340,2004,1945,1722,1462,1024,659,15034,26549,16260,12344,19234,19611,19478,16499,10437,4193,144608,160,130,165,215,218,174,114,27,12,1210,2553,1763,1119,2109,3625,4023,5183,3446,1555,25370,0,0,0,0,3,0,0,0,0,3,283,150,165,187,279,320,314,222,75,1996,0,0,0,0,0,0,3,0,0,8,5988,3486,2528,3695,4447,4189,4184,2432,868,31816,25,16,5,20,33,36,91,53,31,305,238,140,125,233,341,248,313,236,68,1953,71,55,70,71,72,95,82,54,23,584
LGA25430,1003,662,407,803,1284,1530,1241,788,285,8009,0,0,6,5,5,7,3,0,0,24,7,7,5,4,0,0,0,0,0,19,0,0,5,3,3,6,0,0,0,14,9,0,0,3,0,4,0,0,0,14,0,0,4,0,0,0,0,0,0,5,12,0,12,29,40,29,10,0,0,141,20,4,16,27,40,39,10,0,0,160,1426,781,589,934,1023,984,531,185,50,6505,383,290,297,367,381,341,233,164,146,2600,2864,1761,1336,2207,2799,2964,2036,1140,486,17588,17,14,15,34,42,56,32,0,0,220,145,110,86,132,301,413,467,303,129,2082,0,0,0,0,0,0,0,0,0,0,16,9,9,4,34,49,42,32,13,210,18,14,19,3,6,13,0,3,0,83,332,209,127,224,358,370,334,183,69,2208,7,14,0,10,21,26,23,14,0,106,12,10,0,17,26,10,13,4,0,90,0,0,0,0,0,3,4,4,3,15
LGA25490,2066,1097,856,1380,1725,1738,1126,680,268,10934,0,0,3,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,3,4,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,8,4,16,6,8,3,0,0,46,9,9,11,12,7,8,4,0,0,55,989,483,443,491,442,356,173,44,18,3436,332,151,142,160,218,192,107,79,46,1437,3416,1750,1454,2068,2410,2306,1420,799,333,15954,5,0,7,11,11,17,5,0,0,61,217,119,92,184,294,343,355,165,74,1842,0,0,0,0,0,0,0,0,0,0,53,26,22,25,36,24,35,15,3,242,0,0,0,0,0,0,0,0,0,0,1058,494,426,570,658,695,456,212,90,4667,5,0,0,0,3,0,0,5,0,14,6,3,0,3,0,7,0,0,0,32,0,0,0,3,0,8,9,0,0,17
LGA25620,961,577,467,832,1159,1288,1077,566,223,7144,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,10,5,0,11,13,14,11,0,0,0,51,4,0,8,13,21,9,0,6,0,62,974,475,495,710,598,582,292,90,26,4234,292,158,138,208,229,220,171,61,13,1499,2245,1220,1124,1781,2032,2135,1544,718,264,13058,23,13,10,20,15,21,9,0,0,98,203,112,81,188,287,424,461,246,95,2101,0,0,0,0,0,0,0,0,0,0,48,9,24,28,28,30,37,14,4,220,0,0,0,0,0,0,0,0,0,0,409,220,216,279,375,359,314,114,51,2327,0,0,0,0,0,0,11,0,0,16,19,3,7,8,13,19,15,3,0,89,4,0,3,4,4,10,3,0,0,38
LGA25710,6695,5144,2612,5002,6547,5089,2553,1032,406,35085,21,12,23,17,22,24,5,6,0,133,72,30,30,46,52,21,9,3,0,262,8,4,12,13,13,11,12,0,3,74,0,0,0,0,0,0,0,0,0,0,10,10,9,5,3,9,5,0,0,57,24,27,34,48,46,35,6,0,0,220,35,39,42,57,54,48,13,3,0,277,4719,3177,2050,3064,2912,2282,801,207,60,19271,959,732,417,629,720,590,329,136,138,4642,12578,9199,5246,8959,10431,8183,3746,1398,608,60340,55,45,71,107,103,111,51,3,0,548,742,723,355,646,1270,1264,962,416,171,6539,0,0,0,0,0,0,0,0,0,0,182,133,64,119,138,110,85,38,5,876,97,50,74,41,40,29,17,6,8,366,2929,2249,1235,1775,2577,2142,1182,472,134,14703,8,5,0,5,6,12,7,10,0,53,317,257,127,228,339,197,116,43,14,1638,8,9,7,9,21,13,11,3,6,87
LGA25810,1049,709,494,863,1159,1291,1027,646,294,7538,5,0,10,0,0,0,0,0,0,16,6,4,8,6,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,8,10,3,4,0,0,0,38,5,5,12,9,3,4,0,0,0,43,765,448,379,428,364,366,162,82,20,3018,245,147,115,124,163,188,86,73,28,1163,2072,1313,1017,1439,1709,1862,1283,809,341,11847,9,4,16,14,11,9,7,4,0,69,127,93,81,108,236,316,303,195,119,1570,0,0,0,0,0,0,0,0,0,0,16,4,5,13,18,28,26,11,9,138,12,9,12,5,14,3,0,3,0,58,369,230,202,241,309,303,277,135,51,2115,0,0,0,0,11,17,12,4,3,49,0,4,4,4,4,9,0,0,0,28,0,0,3,6,3,18,8,8,0,41
LGA25900,4058,3231,9772,7592,5309,4282,3064,1761,651,39713,157,217,1025,169,61,41,12,4,0,1691,160,135,339,152,96,74,47,16,6,1023,686,379,762,478,319,505,311,291,159,3890,0,0,0,0,0,0,0,0,0,9,10,35,88,19,5,5,0,0,0,164,11,44,151,110,58,45,21,4,0,436,21,79,242,128,66,48,24,4,0,605,3650,3504,9373,6450,3822,2635,1069,400,95,31003,1195,1200,3121,2102,1397,1132,604,397,277,11433,10042,9045,25282,17472,11360,8911,5180,2891,1187,91373,112,207,525,381,265,212,99,26,10,1833,774,390,979,1143,1197,1066,914,429,171,7062,0,0,4,0,0,0,0,0,0,6,45,50,130,80,71,65,42,16,5,502,0,0,0,0,0,0,0,0,0,5,2104,1324,4490,3209,2487,1847,1299,646,297,17702,0,0,16,3,0,6,8,0,3,39,501,257,423,604,749,344,413,509,138,3940,13,9,31,22,18,17,6,10,6,118
LGA25990,589,333,263,454,657,845,620,320,123,4206,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,10,5,3,0,0,0,40,6,7,3,10,5,3,0,0,0,38,414,188,174,249,214,220,159,50,8,1669,124,57,66,109,102,129,71,33,4,700,1138,586,503,829,990,1211,861,410,138,6667,3,0,9,9,4,8,9,3,0,40,133,77,52,99,163,241,250,132,53,1204,0,0,0,0,0,0,0,0,0,3,6,6,0,3,0,7,8,0,0,36,0,0,0,0,0,0,0,0,0,0,234,115,93,142,176,224,194,61,9,1251,4,9,4,0,7,6,4,0,3,34,9,0,0,3,5,0,0,0,0,23,0,0,0,0,0,0,3,0,0,8
LGA26080,231,102,71,168,226,304,350,309,121,1873,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,15,0,3,0,3,5,0,0,0,0,11,152,84,66,91,121,147,111,35,26,824,47,21,24,28,24,49,29,26,10,253,432,211,159,295,386,506,490,373,155,2997,0,0,0,0,0,0,6,0,0,17,28,19,7,23,57,79,112,104,53,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,5,3,31,0,0,0,0,0,0,0,0,0,0,111,56,24,43,74,73,93,63,18,560,0,0,0,0,0,0,0,5,0,5,4,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
