LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA18400,5,3,36,59,17,13,10,5,3,113,17,21,4,8,0,3,54,2311,4607,2516,3047,1670,940,15096,2416,5096,2696,3317,1812,1060,16388,296,201,37,17,9,0,556,14,23,16,11,0,0,67,311,217,47,28,10,0,615,62,28,0,0,0,0,99,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,5,6,7,5,60,90,47,10,6,7,3,168,53,12,0,0,0,0,66,3,0,0,0,0,0,9,20,6,5,0,0,4,35,77,17,0,0,0,4,106,17,16,0,5,0,0,47,2911,5398,2761,3352,1833,1067,17325
LGA18450,9,13,247,234,144,47,56,19,9,513,226,147,38,33,13,11,466,18871,24267,11685,11932,4931,2274,73952,9906,18012,9674,11041,4577,1976,55191,1953,1210,439,226,69,40,3935,2151,1939,926,609,181,79,5888,4104,3151,1368,831,253,120,9827,3005,1696,574,279,108,47,5711,1509,1054,297,126,19,16,3016,1533,1685,401,171,30,9,3827,746,948,246,97,31,11,2075,106,94,32,35,16,10,296,6902,5474,1553,712,201,89,14928,150,83,4,8,6,0,250,0,0,0,0,0,0,3,131,97,41,22,13,5,310,288,180,43,31,13,5,565,70,37,14,15,6,9,152,21265,26856,12661,12635,5050,2191,80658
LGA18500,3,0,155,67,42,28,13,3,0,158,35,38,7,12,4,6,107,6284,7674,3141,2659,1058,296,21103,626,1504,811,1121,639,206,4894,218,207,113,98,30,10,675,874,1450,724,659,195,26,3927,1096,1657,836,753,226,37,4602,708,693,255,178,47,11,1886,1747,1975,568,295,69,9,4663,1861,1591,411,187,34,8,4093,756,507,122,68,11,4,1455,24,30,9,8,4,0,72,5102,4785,1365,732,159,29,12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,53,30,15,0,0,192,101,53,30,15,0,0,192,28,14,7,5,4,0,50,6946,8006,3044,2619,1018,268,21907
LGA18710,0,0,9,15,18,0,4,0,0,40,19,17,7,7,4,0,52,1102,1982,815,961,469,177,5515,985,2011,901,969,494,234,5594,110,49,14,10,3,0,187,4,6,4,0,0,0,15,117,56,19,8,3,3,201,58,17,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,16,5,0,0,0,86,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,4,0,0,11,26,8,3,6,0,0,38,1186,2095,925,983,503,239,5932
LGA19399,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,96,119,49,43,20,8,338,65,107,44,36,21,11,280,0,0,0,0,0,0,5,15,7,3,0,0,0,22,15,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,11,0,8,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,6,4,4,0,28,91,131,54,41,25,11,353
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,20,20,15,0,0,0,0,35,27,25,12,3,3,0,71,1493,1936,551,519,246,81,4828,1339,2039,580,572,265,72,4870,144,72,12,6,8,0,238,3,4,3,0,0,0,15,145,84,9,5,8,0,252,21,16,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,23,14,4,0,5,0,45,9,3,0,3,0,0,17,0,0,0,0,0,0,0,9,3,0,0,0,0,19,14,7,8,5,0,0,31,6,8,5,0,0,0,20,1528,2155,609,584,269,77,5222
LGA20260,0,0,17,27,15,4,0,0,0,44,9,15,0,0,0,0,24,1369,1666,506,457,192,110,4300,1236,1646,528,468,227,80,4179,209,62,12,9,0,0,294,3,3,5,0,0,0,8,210,60,16,9,0,0,300,0,3,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,12,16,4,0,0,0,3,25,0,0,0,0,0,0,0,0,4,0,0,0,0,7,15,7,0,4,0,3,28,3,4,7,0,0,0,12,1473,1722,551,476,232,82,4541
LGA20570,0,3,77,61,55,11,12,4,3,146,81,52,20,14,3,0,170,11373,13087,5563,5310,2231,877,38449,9610,13439,5838,5672,2490,939,37980,2789,1330,367,226,69,25,4802,247,178,74,35,12,9,544,3029,1502,447,257,79,25,5344,717,218,61,11,9,3,1021,54,32,4,0,0,0,88,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,3,0,0,0,14,775,252,69,13,9,3,1121,56,24,0,0,0,0,78,0,0,0,0,0,0,6,17,15,7,7,0,3,49,66,43,4,10,0,3,126,34,24,9,7,0,0,75,13525,15260,6367,5964,2571,971,44654
LGA20660,4,0,46,18,12,11,6,4,0,55,54,36,14,5,8,4,127,10576,14357,7599,8063,2878,953,44425,6999,11742,6402,7699,2556,799,36197,2136,1348,441,262,45,20,4252,908,1259,703,466,109,48,3493,3043,2604,1138,729,154,68,7746,905,654,205,106,20,7,1895,244,186,40,7,3,0,476,478,378,58,19,0,0,932,179,89,22,0,3,4,299,16,4,0,0,4,0,29,1828,1310,318,138,30,7,3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,6,0,0,0,37,21,11,6,0,0,0,40,19,20,3,0,0,0,49,11903,15684,7875,8573,2749,878,47666
LGA20740,0,0,14,122,42,13,0,0,0,175,21,22,5,4,5,0,70,4339,5133,1549,1305,637,203,13174,4466,6310,1817,1627,732,273,15225,477,154,20,11,5,6,671,94,127,35,23,7,4,293,572,277,58,37,16,3,961,137,54,13,8,0,0,214,20,10,0,0,0,0,27,6,4,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,9,171,64,17,8,0,0,257,125,44,0,0,0,0,170,0,0,0,0,0,0,0,0,4,0,3,0,0,16,124,48,0,3,0,0,183,17,11,7,0,0,0,36,5347,6718,1892,1673,756,282,16662
LGA20830,0,0,12,98,40,3,8,3,0,155,36,26,4,7,6,0,80,4465,6555,2447,2392,1221,531,17605,4313,7374,2961,2904,1417,641,19615,532,246,49,15,6,0,848,32,9,3,0,0,0,45,561,253,52,19,9,0,891,379,159,32,15,4,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,386,159,32,15,4,0,595,185,103,6,4,0,0,297,0,0,0,0,0,0,0,7,5,0,0,0,0,9,196,104,6,9,0,0,311,13,12,5,0,0,0,34,5467,7900,3056,2944,1432,642,21441
LGA20910,5,0,194,62,89,26,13,5,0,198,33,46,30,28,5,4,155,8560,11076,5322,6894,2581,598,35033,3865,7187,4005,5901,2291,473,23722,1922,1572,548,374,71,9,4494,965,1568,707,690,155,33,4115,2884,3140,1256,1064,226,39,8612,1071,750,225,79,11,0,2140,624,563,120,40,4,0,1362,879,524,117,35,0,0,1559,129,89,24,5,0,0,240,11,7,4,0,0,0,18,2713,1929,488,165,23,0,5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,108,23,7,5,0,252,107,108,23,7,5,0,253,5,14,6,3,0,0,36,9581,12376,5780,7147,2537,519,37936
LGA21010,0,0,9,22,11,0,0,0,0,33,6,19,7,0,0,0,37,1804,2249,644,554,248,96,5589,1553,2265,658,554,248,110,5391,408,141,22,8,0,0,581,0,6,0,0,0,0,3,409,139,22,8,0,0,583,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,21,6,0,0,0,0,34,0,0,0,0,0,0,0,0,8,0,0,0,0,7,25,10,0,0,0,0,43,3,5,0,0,0,0,15,1999,2427,682,566,254,113,6033
LGA21110,6,0,173,48,73,37,12,6,0,185,70,66,24,27,8,4,203,14474,18561,9565,11328,4582,1349,59846,4989,9997,6167,8894,3647,1071,34771,2721,2641,1126,974,235,34,7738,968,1611,987,928,211,59,4763,3689,4255,2114,1904,441,94,12501,2529,1891,559,324,41,9,5346,2421,1827,457,150,30,8,4894,2107,1638,360,138,21,0,4271,359,210,42,18,3,0,636,10,0,0,0,4,0,18,7429,5568,1425,628,92,19,15162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,71,39,15,3,0,218,83,71,39,15,3,0,218,34,17,6,5,4,0,74,16223,19914,9747,11453,4200,1183,62715
LGA21180,15,8,121,51,38,28,17,15,8,151,39,37,21,8,12,0,123,11348,16973,11767,11750,5650,4072,61564,9140,14987,9931,10078,4636,3350,52121,1738,1459,805,682,243,118,5046,839,1146,823,650,274,167,3908,2578,2612,1632,1330,521,287,8955,1051,606,321,205,73,37,2295,78,39,11,3,0,0,141,77,53,17,3,0,0,145,53,30,6,6,0,0,91,24,15,8,5,0,4,54,1284,742,363,214,82,41,2731,30,3,0,0,0,0,31,0,0,0,0,0,0,6,17,12,11,11,4,0,53,48,16,5,11,4,0,87,23,21,4,6,4,0,61,13077,18378,11935,11641,5241,3683,63949
LGA21270,4,0,17,16,13,0,4,4,0,32,5,3,0,0,0,0,7,841,946,261,212,130,61,2457,799,947,273,208,117,50,2399,26,29,6,10,3,3,76,0,0,0,0,0,0,0,34,29,6,10,8,3,80,39,8,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,44,10,7,0,0,0,0,23,0,0,0,0,0,0,0,4,3,0,0,0,0,6,18,11,0,0,0,0,27,3,0,0,0,0,0,5,884,994,281,218,122,53,2555
LGA21370,0,0,28,80,22,14,3,0,0,124,17,20,10,6,4,3,54,3910,5252,1751,1719,843,376,13850,3474,5338,1819,1692,869,403,13593,817,290,64,30,3,9,1205,12,9,0,0,0,0,21,823,300,64,30,3,10,1224,22,9,7,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,9,3,6,0,0,37,110,53,3,9,3,0,178,0,3,0,0,0,0,3,10,4,0,0,6,0,16,123,60,6,9,6,0,200,17,8,0,4,3,0,31,4455,5709,1894,1731,881,411,15079
LGA21450,0,0,12,88,28,9,0,0,0,130,24,21,20,10,3,3,78,5770,9600,5527,6007,2708,1393,31009,6010,10845,6617,7523,3289,1777,36059,1094,793,163,112,36,12,2213,232,313,140,91,29,14,821,1323,1105,304,203,64,27,3028,184,81,27,10,4,0,301,15,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,17,200,96,30,15,3,0,340,102,20,0,0,0,0,123,0,0,0,0,0,0,3,4,0,0,0,0,0,12,111,25,0,0,0,0,140,19,11,6,0,6,0,37,7656,12081,6952,7749,3368,1809,39607
LGA21610,5,7,122,142,42,40,20,8,7,264,40,30,25,26,5,5,132,14055,24802,17452,20617,9111,6082,92129,13874,26564,20419,23827,10435,7026,102149,2557,2185,943,858,339,218,7109,640,885,589,452,203,117,2890,3195,3077,1538,1315,540,330,9995,392,342,94,38,16,7,902,32,12,3,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,4,0,5,51,449,372,101,45,21,14,1007,72,17,6,0,0,0,101,0,0,0,0,0,0,0,10,7,0,4,0,0,22,86,18,11,4,0,0,122,29,22,17,10,9,4,91,17639,30063,22088,25200,11001,7376,113365
LGA21670,3,0,28,69,17,3,4,3,0,102,9,7,3,0,3,0,24,1904,2071,653,475,224,118,5447,1746,2009,613,503,220,116,5207,262,86,15,9,0,0,369,12,9,0,3,0,0,17,273,89,15,11,0,0,386,49,9,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,0,0,0,0,62,38,10,0,0,0,0,55,0,0,0,0,0,0,0,14,12,9,3,6,0,45,54,23,12,3,6,0,97,12,9,0,0,0,0,21,2136,2135,637,518,228,116,5774
LGA21750,0,0,23,46,20,6,8,0,0,76,22,13,3,3,0,0,48,2527,2884,998,923,462,218,8009,2322,3018,1022,975,512,217,8063,445,101,31,13,3,0,590,17,15,3,6,0,0,46,460,121,37,17,3,0,637,21,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,9,0,3,0,0,36,37,10,0,3,0,0,54,6,3,0,0,0,0,12,8,8,4,4,0,0,20,48,22,7,8,0,0,81,11,12,4,0,0,0,24,2864,3181,1068,996,515,222,8848
LGA21830,0,0,20,10,7,5,4,0,0,23,15,26,9,3,3,3,65,1801,2247,732,670,381,187,6025,1740,2395,729,625,386,182,6053,166,49,6,9,0,0,226,9,3,0,0,0,0,9,171,49,9,9,0,0,239,6,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,12,3,0,0,0,0,0,6,0,0,0,0,0,0,5,6,5,0,0,0,0,16,10,12,0,0,6,0,23,3,10,0,0,0,0,15,1930,2477,740,632,387,182,6343
LGA21890,12,4,307,105,114,57,21,12,4,308,72,58,23,24,9,6,187,15328,17616,9203,8366,2872,1351,54736,6993,10435,6334,6765,2192,918,33636,3504,2797,1222,760,174,57,8518,2236,2942,1350,891,163,76,7663,5742,5734,2568,1660,340,134,16180,2759,1244,317,131,20,17,4488,814,478,111,37,11,4,1456,1458,1094,209,73,20,0,2863,276,135,27,5,0,0,440,12,6,12,6,0,0,34,5318,2962,672,259,52,22,9283,0,0,0,0,0,0,4,0,0,0,0,0,0,0,123,126,56,18,10,6,344,125,131,56,18,10,6,341,24,15,5,3,0,0,44,18201,19276,9640,8701,2594,1076,59488
LGA22110,0,0,44,180,87,10,13,0,0,299,111,59,22,16,3,0,213,5415,7170,2031,1818,804,329,17564,5024,7583,2186,1836,876,396,17897,813,313,54,30,8,5,1220,49,53,10,7,3,0,123,862,365,63,35,16,4,1340,103,38,3,9,5,0,155,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,40,3,9,5,0,168,168,90,9,3,0,0,274,3,0,0,0,0,0,4,6,3,3,3,0,0,24,181,93,10,11,0,0,297,32,29,0,7,6,0,68,6212,8102,2271,1894,895,403,19771
LGA22170,0,4,40,303,86,28,12,3,4,436,36,19,3,6,0,3,63,13310,15970,8307,7789,3072,1241,49688,8907,13769,7837,7637,2991,1156,42288,3890,2017,622,252,77,19,6872,819,802,329,192,44,22,2219,4707,2815,950,447,122,39,9090,597,245,52,15,5,0,914,108,57,13,6,0,0,180,61,33,9,6,0,0,116,23,5,0,0,0,0,24,32,8,3,0,3,0,50,823,345,82,23,13,0,1284,229,38,6,0,0,0,271,0,0,0,0,0,0,0,10,5,7,9,0,0,32,239,43,13,12,0,0,307,26,14,6,0,0,0,50,14700,16980,8887,8122,3120,1204,53019
LGA22250,0,0,12,21,16,0,0,0,0,43,3,3,0,0,0,0,9,1373,1652,453,391,236,107,4217,1250,1664,474,381,206,107,4083,149,33,9,0,0,0,197,0,0,0,0,0,0,0,154,33,9,0,0,0,196,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,25,14,0,0,0,0,47,0,0,0,0,0,0,0,6,3,0,0,0,0,9,35,17,0,0,0,0,55,5,11,0,0,0,0,19,1447,1727,484,388,209,107,4359
LGA22310,3,3,177,64,55,25,22,3,3,180,72,43,15,23,10,3,169,13702,16180,8694,9319,3294,1106,52298,4405,8064,4983,6755,2566,761,27526,2871,2758,1270,983,216,81,8187,991,1849,1138,1197,304,112,5591,3869,4610,2415,2174,526,196,13778,4965,2936,1041,601,125,48,9716,1258,1215,303,107,18,3,2902,1485,1434,308,117,17,0,3360,193,163,23,8,0,0,385,18,3,7,4,8,0,38,7919,5751,1684,835,168,55,16397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,62,25,15,6,0,208,85,62,25,15,6,0,208,18,22,8,3,0,0,56,16293,18510,9110,9789,3264,1006,57971
LGA22410,0,0,23,40,19,3,3,0,0,68,19,13,9,4,4,0,43,2428,2903,928,889,368,133,7646,2183,3042,1014,847,344,145,7578,277,75,25,5,3,4,392,26,12,4,0,0,0,42,305,88,31,8,3,4,435,49,31,0,0,0,0,83,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,34,0,0,0,0,87,36,8,0,0,0,0,52,0,0,0,0,0,0,0,6,4,3,0,0,0,20,45,21,3,0,0,0,74,8,3,0,4,0,0,16,2588,3190,1051,863,351,142,8190
LGA22490,0,4,7,12,7,5,4,5,4,27,12,6,0,3,0,0,20,1249,2478,1065,1439,667,283,7180,1329,2784,1282,1608,797,376,8169,37,42,5,9,5,0,89,0,0,0,0,0,0,0,37,42,5,14,5,0,95,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,3,0,0,7,7,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,3,8,3,5,0,0,0,14,0,0,0,0,0,0,4,1369,2828,1284,1625,802,376,8287
LGA22620,4,0,57,154,62,9,3,7,0,236,72,53,21,9,7,8,177,11562,14579,6163,5478,2517,1063,41365,10976,15204,6486,6033,2662,1253,42612,1815,693,197,92,37,7,2835,186,174,55,29,4,3,455,2006,861,251,121,37,15,3291,251,105,25,11,6,3,405,4,8,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,15,266,119,33,12,7,3,436,69,37,0,0,0,0,112,7,4,0,0,0,0,12,12,17,4,4,0,0,41,85,64,7,5,3,0,162,39,30,11,9,7,0,95,13374,16273,6784,6182,2719,1265,46599
LGA22670,18,15,179,217,68,42,32,16,19,388,56,36,20,8,13,5,132,10194,13080,9192,8331,4170,3595,48562,6276,9831,7160,6931,3625,3092,36911,2164,1589,958,667,234,149,5758,613,997,760,595,270,174,3408,2777,2585,1717,1256,503,322,9162,1859,1263,670,406,147,61,4412,186,155,69,26,8,0,450,193,148,56,22,8,0,433,0,0,0,0,0,0,0,13,7,4,6,0,0,35,2256,1579,806,457,161,69,5323,147,27,3,0,4,0,182,0,0,0,0,0,0,0,13,6,5,7,0,0,33,160,36,11,9,4,0,215,28,18,4,9,5,5,61,11502,14051,9686,8657,4293,3486,51670
LGA22750,22,14,245,297,117,37,69,25,14,561,101,87,39,31,10,5,273,24186,29793,13149,12642,5217,2013,86992,20618,31842,14572,14406,5780,2186,89397,5311,2422,602,324,104,30,8789,750,798,323,160,29,16,2071,6056,3213,919,489,130,49,10866,1200,494,149,68,19,0,1928,110,43,12,0,3,0,170,185,93,22,0,0,0,302,59,67,9,0,0,0,134,12,9,0,0,0,0,22,1567,702,192,77,17,4,2558,301,94,13,3,7,0,413,3,0,0,0,0,0,7,46,45,16,17,8,3,136,343,138,31,23,12,3,556,63,39,13,14,0,0,132,28649,35927,15727,15016,5941,2248,103508
LGA22830,0,5,44,191,85,14,13,0,6,304,15,27,7,5,4,5,53,6139,7643,3302,3170,1521,805,22586,5160,7574,3415,3299,1562,905,21909,1280,560,167,93,34,11,2143,41,33,18,9,5,0,102,1322,597,180,100,37,13,2241,37,11,6,0,0,0,48,16,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,12,6,3,0,0,66,205,79,6,3,0,0,291,7,0,0,0,0,0,6,150,73,0,3,3,0,230,357,155,12,5,3,0,528,15,9,7,7,0,4,44,6901,8342,3620,3405,1603,923,24795
LGA22910,10,3,306,123,131,37,26,10,3,344,39,36,14,9,5,4,100,1954,2339,729,634,282,102,6033,1985,2692,757,630,290,117,6470,86,33,12,3,4,0,140,22,12,4,4,0,0,37,108,45,13,4,4,0,177,83,14,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,21,0,0,0,0,100,28,8,4,0,0,0,42,3,0,0,0,0,0,9,8,8,6,0,3,0,27,47,16,13,7,3,0,80,5,8,0,0,0,0,20,2232,2782,783,638,292,124,6846
LGA22980,0,0,3,4,6,0,0,0,0,12,5,11,3,0,0,0,25,779,902,260,222,111,44,2314,704,904,268,211,109,49,2241,48,14,4,0,0,0,68,5,0,0,0,0,0,7,56,13,4,0,0,0,74,25,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,30,6,4,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,0,0,10,6,7,0,0,0,0,14,0,3,0,0,0,0,7,794,930,270,211,110,50,2367
LGA23110,3,0,81,67,36,11,9,8,0,129,51,25,14,21,3,3,110,8102,10339,5682,5534,1989,865,32507,5178,7692,4300,4586,1565,653,23967,1554,1144,417,341,84,14,3558,984,1668,954,772,230,73,4687,2538,2811,1371,1110,318,87,8236,856,423,140,74,16,4,1508,164,78,16,13,4,0,273,228,139,25,10,0,0,401,97,31,12,9,0,0,150,5,0,5,0,0,0,15,1351,668,189,110,22,8,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,10,4,0,0,68,31,21,10,4,0,0,69,16,17,7,0,0,0,43,9118,11215,5873,5810,1906,740,34663
