LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA23190,0,0,12,11,6,0,0,0,0,25,16,8,0,0,0,0,30,2428,2747,980,979,445,152,7722,2056,2731,1099,950,476,152,7469,259,73,11,3,5,0,343,4,0,0,0,0,0,6,264,71,8,6,5,0,351,270,82,15,4,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,82,15,4,0,0,371,11,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,5,0,0,0,0,21,3,3,0,0,0,0,8,2597,2893,1128,967,480,152,8216
LGA23270,23,17,136,183,60,22,22,20,18,330,59,37,15,17,7,11,149,9967,15635,11189,12347,6421,4568,60124,9583,17080,12925,14598,7170,5134,66487,1565,1098,555,433,193,104,3954,704,900,607,401,163,99,2873,2270,1993,1165,835,359,200,6828,898,599,247,191,83,45,2070,0,0,0,0,0,0,0,52,28,20,12,4,7,128,0,0,0,0,0,0,0,19,6,3,0,4,0,45,980,637,280,202,91,57,2242,105,9,0,0,0,0,109,0,0,0,0,0,0,0,7,7,0,0,0,0,8,103,9,6,0,0,0,123,27,11,8,9,8,0,67,12954,19733,14378,15650,7629,5395,75740
LGA23350,0,0,27,34,13,6,0,0,0,63,13,13,14,0,0,0,43,1494,2313,813,791,330,149,5897,1500,2548,819,842,394,142,6253,160,58,11,8,0,0,238,0,0,0,0,0,0,3,160,59,11,8,0,0,236,27,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,27,14,0,0,0,0,37,17,10,0,0,0,0,34,0,0,0,0,0,0,0,11,12,4,0,3,0,28,26,20,8,0,3,0,68,9,7,4,4,3,0,22,1725,2651,840,856,398,148,6615
LGA23430,9,0,123,209,78,27,17,5,0,330,90,58,26,21,14,4,213,14340,17679,9479,9831,3555,1158,56034,6058,10852,6771,8316,2916,943,35855,4053,3158,1195,803,169,37,9412,1330,2300,1302,954,215,66,6165,5388,5456,2493,1756,380,98,15576,3323,2037,671,406,79,17,6531,494,339,96,32,10,0,967,694,457,110,26,4,0,1287,186,113,41,9,4,0,347,3,3,0,3,0,0,19,4701,2951,918,469,98,24,9155,144,19,3,0,0,0,169,0,0,0,0,0,0,0,66,40,25,6,0,0,139,214,57,29,5,0,0,306,30,8,3,6,0,0,48,16388,19324,10216,10557,3397,1056,60940
LGA23670,19,10,141,124,72,26,29,19,9,270,44,28,15,5,3,0,102,10856,16498,9928,10705,4004,1668,53657,8049,15205,9421,10091,3654,1434,47854,2443,1643,472,343,78,43,5021,779,1023,616,398,84,29,2931,3223,2661,1092,740,166,73,7959,383,187,64,28,6,3,671,221,124,26,9,0,0,385,134,86,22,6,0,0,243,102,54,11,3,0,0,170,27,15,0,3,4,3,56,870,463,129,52,11,5,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,3,0,0,47,22,21,0,3,0,0,47,22,3,5,5,0,0,37,12185,18354,10638,10892,3839,1514,57422
LGA23810,0,0,14,71,34,0,0,0,0,114,64,27,3,9,0,0,107,8778,9864,3997,3551,1417,609,28212,7274,9852,3981,3620,1508,705,26943,1198,354,64,26,10,0,1649,79,52,12,6,0,4,150,1279,405,74,30,10,7,1802,1209,375,64,32,6,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,1217,381,73,32,6,0,1703,61,34,0,0,0,0,101,7,3,0,0,0,0,14,3,3,0,0,0,0,8,68,40,3,4,0,0,124,24,4,4,3,0,0,34,9859,10683,4136,3690,1527,713,30610
LGA23940,0,0,17,39,19,3,4,5,0,63,16,21,3,0,0,0,50,1013,1167,311,247,144,84,2965,936,1154,306,288,143,85,2907,41,21,4,3,0,0,71,0,0,0,0,0,0,0,43,21,4,3,0,0,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,6,3,0,0,0,43,0,0,0,0,0,0,0,6,3,3,0,0,0,14,40,12,3,0,0,0,56,10,4,0,0,0,0,12,1022,1185,314,292,140,88,3049
LGA24130,5,0,46,40,20,10,6,5,0,79,27,24,4,7,3,3,69,3172,5410,2431,2982,1274,455,15727,3004,6040,2673,3304,1366,489,16880,523,294,75,32,17,0,945,17,29,5,4,0,0,60,539,319,83,37,16,0,1000,15,14,4,5,0,0,35,4,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,20,15,6,10,0,0,56,18,26,7,12,5,0,65,0,0,0,0,0,0,3,12,14,5,0,0,0,34,39,33,11,11,5,0,102,9,9,0,3,0,0,17,3610,6420,2773,3370,1389,492,18060
LGA24210,0,0,19,10,12,4,9,0,0,39,96,22,10,16,3,0,146,7461,12869,7306,7933,3310,1196,40077,4931,10404,5993,7005,2720,1084,32131,1220,883,406,289,78,17,2890,729,1470,1018,975,277,79,4543,1948,2351,1418,1258,352,98,7437,609,432,190,142,35,10,1420,327,230,82,38,10,0,685,636,612,195,71,11,0,1518,532,545,169,55,10,5,1317,9,0,3,4,0,0,19,2116,1822,633,302,65,16,4958,0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,8,4,4,0,0,0,0,11,11,14,4,6,0,3,35,9008,14591,8055,8572,3145,1198,44574
LGA24250,0,0,9,16,3,4,8,0,0,36,12,7,0,4,0,0,25,1015,1253,348,372,152,66,3208,1021,1534,406,408,203,68,3649,79,28,10,0,0,0,124,0,0,0,0,0,0,5,84,31,10,0,0,0,127,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,18,5,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,6,3,0,0,0,30,0,6,0,0,4,0,9,1129,1586,423,418,216,65,3830
LGA24330,7,6,162,62,60,32,17,10,6,177,65,37,10,9,5,0,132,8120,9935,5377,4660,1549,845,30483,3170,5341,3260,3413,1095,461,16731,1127,807,341,199,56,31,2558,1204,2012,1163,823,264,106,5563,2330,2819,1501,1015,314,137,8118,1467,914,311,153,37,11,2898,887,615,182,73,22,3,1787,1219,862,204,63,8,0,2360,816,554,115,36,6,3,1525,8,9,6,4,7,0,38,4400,2960,814,329,82,20,8613,5,0,0,0,0,0,8,0,0,0,0,0,0,0,64,70,25,19,4,0,184,70,70,25,24,4,0,197,21,17,0,0,0,0,42,9996,11207,5604,4774,1495,622,33695
LGA24410,0,0,21,9,12,3,4,4,0,29,34,33,15,11,4,0,101,9640,12781,6661,7039,2791,1045,39962,8219,12078,6532,7074,2618,974,37499,1254,724,287,162,62,27,2508,346,441,249,147,34,7,1225,1599,1168,535,299,95,32,3734,197,132,54,23,12,0,420,330,204,52,28,0,0,618,294,221,51,13,4,0,575,40,33,0,4,0,0,74,14,0,9,7,0,3,28,870,587,163,73,20,4,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,20,8,3,0,5,0,0,23,22,9,4,6,0,0,40,10719,13842,7237,7456,2737,1011,43006
LGA24600,3,3,99,90,35,14,12,3,3,157,166,133,54,27,3,5,395,20646,23077,8018,3652,1097,518,57017,320,578,272,291,87,26,1576,696,955,371,260,47,15,2346,1436,2058,1036,860,251,104,5745,2129,3018,1409,1120,298,117,8095,812,746,203,83,20,7,1876,2069,1670,418,153,37,11,4357,4634,3653,926,330,66,19,9622,20377,18175,4399,1494,266,138,44854,3,3,0,0,0,0,9,27893,24242,5951,2066,388,176,60718,4,0,0,0,0,0,8,0,0,0,0,0,0,0,53,42,19,14,3,0,131,54,42,19,14,3,0,131,125,82,17,11,3,0,238,30524,27966,7659,3501,781,326,70760
LGA24650,7,0,15,88,26,8,0,7,0,125,25,23,10,16,4,0,87,6714,11078,7927,9462,4128,2390,41704,7073,12516,9928,11916,5302,3236,49974,1378,839,359,267,107,67,3011,312,371,318,212,85,45,1342,1686,1208,676,476,187,117,4353,85,49,18,16,5,0,175,32,24,12,0,0,0,74,48,57,24,6,4,0,137,0,0,0,0,0,0,0,7,3,5,3,4,0,23,176,143,49,23,12,3,409,93,8,0,0,0,0,104,4,0,0,0,0,0,0,3,0,0,0,0,6,16,103,11,4,3,0,6,122,19,13,11,12,3,3,56,9052,13890,10663,12425,5511,3365,54907
LGA24780,0,0,21,131,63,7,9,5,0,220,39,36,15,7,7,0,107,5675,6901,2809,2536,1282,611,19813,4308,6521,2801,2593,1295,669,18178,926,458,124,53,13,12,1586,25,35,7,0,0,0,72,954,493,134,51,13,9,1662,713,252,72,27,7,6,1085,14,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,726,257,72,27,7,6,1106,148,75,11,10,0,0,250,4,3,0,0,0,0,8,7,6,0,3,0,0,22,161,86,8,17,0,4,281,23,17,10,4,3,0,57,6177,7376,3019,2698,1323,692,21283
LGA24850,6,0,13,57,21,3,5,6,0,86,18,16,7,6,0,0,51,3001,4535,2238,2320,1113,522,13723,3115,5273,2753,2815,1306,681,15944,574,297,58,39,8,7,971,37,46,21,8,3,0,120,609,343,80,46,7,8,1094,19,10,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,17,16,5,0,0,4,36,22,3,0,0,0,0,27,0,0,0,0,0,0,0,4,0,4,0,5,0,11,29,9,3,0,4,0,43,10,7,5,0,0,0,23,3780,5644,2842,2870,1321,692,17140
LGA24900,7,0,24,59,32,4,8,7,0,99,48,39,3,8,4,0,112,3156,4197,1363,1201,651,328,10896,2869,4412,1311,1224,656,330,10801,578,209,35,23,8,0,856,14,14,5,0,0,0,36,600,220,46,22,8,0,890,14,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,11,0,0,0,0,30,97,52,9,0,0,0,162,0,3,0,0,0,0,0,5,3,0,3,0,0,13,102,64,9,7,0,0,176,5,12,0,3,3,0,17,3579,4710,1363,1259,666,335,11917
LGA24970,5,0,32,14,16,11,4,3,0,45,79,51,36,25,10,3,206,12291,18964,12059,12595,4443,1875,62223,7630,14136,9063,10223,3606,1492,46139,1723,1679,901,697,186,81,5272,794,1590,1302,1117,316,163,5291,2519,3270,2204,1818,503,245,10558,2069,1864,1044,892,166,47,6093,447,464,96,43,5,4,1053,1001,841,135,61,10,4,2054,380,427,108,38,9,0,951,21,12,4,0,0,0,41,3920,3608,1386,1037,187,55,10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,3,5,0,0,28,7,13,3,5,0,0,30,31,15,3,3,0,0,56,14109,21041,12662,13082,4295,1791,66979
LGA25060,5,3,181,50,70,34,21,5,3,184,58,43,19,16,8,5,150,11480,14052,7119,7287,2711,871,43517,4888,8129,4800,5857,2192,607,26470,1625,1427,607,440,109,26,4240,1466,2044,1174,924,253,65,5923,3090,3467,1781,1369,364,92,10166,1785,1136,367,198,51,9,3538,1615,784,213,73,19,8,2707,1961,1332,260,92,7,0,3649,532,326,102,57,32,32,1079,15,0,0,0,0,0,20,5902,3577,942,421,109,52,10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,38,23,17,0,4,145,66,38,23,17,0,4,145,12,9,4,3,0,0,35,13958,15221,7549,7661,2671,761,47814
LGA25150,3,3,36,36,29,3,3,3,3,74,20,12,8,6,0,0,51,2551,3729,1714,1889,890,368,11147,2500,4276,2109,2216,1016,407,12518,424,190,54,31,7,0,702,50,46,21,4,3,0,124,473,236,68,40,6,0,829,44,3,0,0,0,0,47,0,0,0,0,0,0,0,24,0,0,0,0,0,21,0,0,0,0,0,0,0,5,6,0,0,0,0,15,73,11,6,0,0,0,85,22,11,0,3,0,4,45,0,0,0,0,0,0,4,6,7,0,0,0,0,15,33,17,6,3,0,4,58,7,0,5,3,0,0,14,3085,4543,2185,2261,1025,410,13500
LGA25250,17,8,263,87,97,47,31,13,6,268,72,67,44,36,6,6,229,16520,20203,10401,9143,3257,1688,61220,7388,10996,6724,7377,2530,1195,36218,3036,2607,1055,641,140,50,7530,2758,4208,2242,1461,383,137,11188,5793,6816,3300,2095,521,184,18715,2524,1383,413,228,54,18,4619,880,622,144,61,7,6,1717,2688,1918,334,109,11,0,5069,631,406,74,20,0,0,1131,12,9,9,5,4,5,40,6741,4335,971,420,80,26,12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,99,59,25,11,4,297,93,103,59,25,11,4,295,37,21,8,4,0,3,74,20051,22269,11059,9920,3150,1413,67871
LGA25340,0,0,22,330,121,19,4,0,0,475,77,51,14,17,4,0,163,15561,21094,7954,8471,3468,1246,57792,12864,20853,8023,8730,3527,1210,55205,2943,1788,338,163,46,6,5290,528,791,261,137,33,11,1766,3473,2574,601,301,79,15,7055,924,558,102,61,9,3,1661,66,49,0,4,0,0,129,17,27,0,0,0,0,40,0,0,0,0,0,0,0,30,13,0,4,0,0,51,1047,648,109,73,9,3,1886,301,99,9,4,0,3,412,0,0,0,0,0,0,6,19,10,0,0,0,0,33,326,107,10,5,0,3,450,24,13,8,3,4,0,52,17727,24206,8744,9116,3625,1234,64650
LGA25430,0,0,16,19,13,9,0,0,0,43,17,26,3,8,3,0,62,2421,2829,900,780,309,117,7371,2550,3203,1032,869,289,132,8075,181,42,9,0,3,0,239,9,0,4,0,0,0,14,194,44,13,6,3,0,257,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,6,0,0,0,0,13,12,0,0,0,0,0,16,0,0,0,0,0,0,0,6,5,3,3,0,0,20,24,8,8,3,0,0,33,8,6,0,0,0,0,10,2785,3261,1051,874,293,132,8396
LGA25490,0,0,21,24,15,4,5,0,0,47,10,13,10,4,0,0,42,1472,2239,774,757,430,220,5892,1507,2399,818,842,456,203,6221,87,40,16,4,0,0,146,13,10,3,0,0,0,32,100,54,18,5,0,0,176,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,6,3,0,0,0,0,15,0,3,0,0,0,0,3,3,0,0,0,0,0,10,15,8,5,0,0,0,26,11,0,0,0,0,0,9,1629,2471,839,853,456,203,6439
LGA25620,0,0,21,104,32,6,5,0,5,158,18,22,4,0,0,0,47,1594,2076,619,615,232,123,5268,1638,2350,698,650,279,120,5738,76,21,4,7,0,0,107,0,0,0,0,0,0,0,77,23,4,7,0,0,106,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,85,22,3,0,0,0,114,4,0,0,0,0,0,3,6,3,0,0,0,0,15,96,26,3,0,4,0,133,10,10,0,0,0,0,19,1825,2410,707,659,288,120,6006
LGA25710,0,0,10,8,3,0,5,0,0,16,13,20,7,8,4,0,58,2836,5914,3582,4807,2016,606,19758,2480,6218,3638,4743,1916,567,19557,167,84,28,19,9,0,306,122,150,88,54,4,5,428,287,239,116,72,14,5,726,259,159,55,43,10,0,528,35,8,0,0,0,0,40,18,16,0,0,0,0,32,0,0,0,0,0,0,0,8,3,0,0,0,0,13,312,182,56,45,10,0,609,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,6,0,0,0,0,9,3,0,0,0,0,0,9,3078,6646,3818,4860,1944,567,20912
LGA25810,0,0,17,40,13,4,3,0,0,56,7,33,7,8,4,0,51,1602,1780,562,463,211,78,4688,1472,1769,548,476,215,85,4569,109,31,7,0,0,0,148,0,0,0,0,0,0,0,108,31,7,0,0,0,145,115,24,0,0,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,24,0,0,3,0,139,20,4,0,3,0,0,25,0,0,0,0,0,0,0,4,3,0,0,0,0,10,26,5,6,5,0,0,41,5,5,3,0,0,0,8,1724,1832,559,481,218,92,4903
LGA25900,0,0,483,226,186,58,16,0,4,483,82,64,24,5,0,0,180,17805,17228,5408,3456,945,275,45113,810,1357,688,933,351,95,4239,1681,2165,993,882,231,42,5999,1317,1930,975,874,246,65,5407,2991,4096,1972,1759,479,108,11406,3421,2234,587,237,41,16,6525,6298,3697,856,296,42,14,11198,3265,2172,423,167,42,5,6072,4198,3406,680,255,47,14,8598,12,13,0,10,0,0,43,17204,11512,2545,961,174,47,32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,203,48,11,3,0,561,294,203,48,11,3,0,564,46,19,4,4,0,0,81,21347,17190,5256,3681,1010,251,48731
LGA25990,0,0,3,21,11,0,0,0,0,28,4,9,3,0,0,0,19,871,1061,311,272,118,84,2722,897,1195,324,284,135,74,2908,21,5,0,0,0,0,28,0,0,0,0,0,0,3,21,3,0,5,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,0,0,0,0,29,3,0,0,0,0,0,10,938,1211,323,287,140,74,2976
LGA26080,0,0,11,8,3,0,4,0,0,12,5,4,3,0,0,0,7,416,498,101,106,45,14,1177,400,616,126,109,44,11,1300,48,17,3,0,0,0,75,8,12,3,0,0,0,23,62,27,9,0,0,0,92,20,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,3,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,10,0,4,0,0,0,0,4,486,652,136,110,42,11,1441
LGA26170,5,0,36,50,22,7,0,3,0,83,22,22,6,7,0,0,48,3146,4152,1280,1272,661,284,10793,3205,4540,1401,1311,695,307,11464,213,75,11,0,0,0,306,11,13,5,0,0,0,26,221,91,21,0,0,0,331,93,15,0,4,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,96,15,0,4,0,0,111,36,6,0,0,0,0,45,0,3,0,0,0,0,3,12,13,3,0,0,0,32,48,22,6,3,0,0,78,14,4,0,0,0,0,18,3585,4663,1429,1322,703,311,12001
LGA26260,0,3,25,10,12,5,0,0,3,36,29,22,6,6,0,0,70,2020,2356,794,688,335,136,6323,2019,2397,799,696,357,137,6400,221,55,15,7,3,0,297,0,0,0,0,0,0,7,221,58,14,7,3,0,304,68,16,6,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,72,16,6,0,0,0,96,13,6,0,0,0,0,29,0,0,0,0,0,0,0,8,0,0,3,0,0,10,21,9,0,5,0,0,38,6,4,3,0,0,0,11,2334,2477,821,707,364,140,6844
LGA26350,6,0,248,122,83,27,19,7,0,255,60,55,23,15,3,0,154,15011,16156,5599,4699,1796,461,43722,2145,4031,2150,2913,1282,286,12804,1562,1794,772,489,87,15,4721,1105,1657,735,595,133,23,4240,2664,3447,1498,1081,229,39,8964,2734,2046,576,256,39,15,5667,4636,3016,594,171,28,5,8450,3333,2103,358,106,15,4,5918,2792,1837,287,85,6,9,5018,4,3,0,3,0,0,10,13501,9007,1818,618,93,33,25059,0,0,0,0,0,0,0,4,0,0,0,0,0,4,187,125,14,6,4,0,346,191,125,14,6,4,0,344,27,21,3,7,0,0,58,18524,16628,5487,4630,1610,354,47229
LGA26430,0,0,16,35,19,3,4,0,0,64,13,11,0,0,0,0,30,1369,1687,500,384,168,72,4174,1378,1878,534,405,190,89,4481,126,37,9,0,0,0,177,3,0,0,0,0,0,0,130,30,9,0,0,0,179,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,35,12,0,0,0,0,57,0,4,0,0,0,0,0,0,3,0,0,0,0,6,40,19,0,0,0,0,66,3,0,0,0,0,0,5,1559,1941,553,412,189,89,4734
LGA26490,0,0,17,15,12,4,0,0,0,37,19,16,4,4,0,0,48,2166,3666,1450,1851,816,218,10162,2423,4518,1842,2364,968,249,12363,200,117,32,19,3,0,369,120,157,55,42,8,4,387,319,272,85,58,17,8,754,31,7,0,0,0,0,43,14,13,3,0,0,0,31,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,0,3,0,0,83,14,10,4,0,0,0,31,0,0,0,0,0,0,0,5,3,3,0,0,0,9,15,11,5,0,0,0,39,11,7,3,0,0,0,27,2828,4834,1939,2429,986,256,13270
LGA26610,0,0,21,61,33,8,9,4,4,113,27,40,8,18,8,7,97,2062,2532,1029,835,507,233,7198,1607,2465,977,896,519,271,6734,232,107,27,18,3,5,387,8,9,4,0,0,0,18,242,115,31,19,3,5,403,235,99,43,19,0,0,390,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,237,100,40,19,0,0,399,54,31,13,6,0,0,114,0,3,0,0,0,0,6,4,7,6,0,4,0,23,60,43,17,9,5,3,140,7,28,0,0,4,0,43,2150,2751,1066,943,531,278,7718
LGA26670,0,0,10,13,6,0,0,0,0,27,4,6,0,0,0,0,18,703,973,247,235,136,39,2326,659,1010,274,237,116,49,2333,24,5,0,0,0,0,34,0,0,0,0,0,0,0,24,5,0,0,0,0,34,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,7,5,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,8,12,4,0,0,0,0,21,5,0,0,0,0,0,0,712,1026,273,235,118,49,2406
LGA26700,0,0,15,42,14,6,5,4,0,67,13,10,5,4,0,5,36,3312,4064,1392,1364,631,217,10977,2781,4102,1426,1389,669,257,10637,778,218,55,13,7,0,1075,36,22,0,3,0,0,60,808,235,58,16,7,0,1128,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,0,0,0,0,0,10,30,10,0,3,0,0,46,0,0,0,0,0,0,0,6,11,0,0,0,0,17,36,13,0,0,0,0,57,10,3,5,0,0,0,14,3645,4356,1492,1415,675,257,11847
