LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,4,7,0,0,0,7,6,0,5,3,9,8,3,7,0,18,7,5,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,8,8,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,6,0,0,0,5,6,0,0,0,3,0,3,0,0,3,10,8,5,0,23,4,0,3,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,33,20,12,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,3,4,5,0,0,12,11,5,4,0,19,9,4,0,0,13,8,0,0,0,8,0,3,0,0,9,0,0,0,0,5,0,0,0,0,0,12,10,6,0,28,0,0,6,0,6,45,35,18,0,105,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,10,0,3,4,0,11,7,4,4,0,13,0,3,0,0,5,4,3,0,0,7,0,0,0,0,3,3,6,6,4,17,0,0,0,0,0,28,30,16,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,27,26,13,0,62,6,14,5,3,24,28,23,9,3,62,16,17,6,4,43,30,23,5,6,62,90,58,32,8,190,136,131,49,22,334,258,244,87,53,637,953,1050,391,142,2545,1061,1345,530,177,3108,1065,1229,406,105,2804,692,1161,438,105,2391,779,1072,364,97,2307,267,427,190,54,935,705,1018,464,128,2319,83,89,42,5,220,6185,7934,3025,909,18049,13,4,4,0,26,8,8,5,0,21,9,10,0,0,27,12,4,0,0,19,32,15,13,5,64,49,40,18,9,113,99,77,18,13,216,192,134,43,26,394,842,681,307,135,1961,894,1142,398,155,2593,1105,1358,442,131,3038,882,1122,389,91,2470,971,1304,418,98,2796,633,1075,355,122,2189,755,892,385,122,2157,66,64,24,13,166,6559,7925,2840,921,18246,19,15,4,5,47,3,4,4,0,14,9,6,0,0,19,6,7,0,3,20,19,10,0,3,35,24,27,15,3,72
LGA36300,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,3,0,12,8,5,5,0,24,0,0,4,0,5,5,5,4,0,10,0,0,3,0,5,5,0,0,0,6,0,0,0,0,0,7,6,0,3,17,6,0,0,0,0,35,26,25,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,10,0,19,4,4,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,10,10,0,0,22,0,0,0,0,0,21,32,18,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,14,9,11,0,34,6,0,0,0,4,8,10,10,0,24,9,5,8,0,22,15,15,10,0,39,58,54,8,9,132,101,54,24,22,201,171,105,71,37,380,513,482,215,103,1318,570,565,251,82,1477,401,477,196,79,1156,304,351,140,60,863,304,375,127,45,851,99,124,53,21,298,469,482,254,115,1323,56,53,18,26,145,3102,3169,1388,609,8270,9,15,4,3,29,8,3,0,0,10,10,13,0,0,25,4,8,0,0,13,28,15,10,5,60,35,39,6,7,92,98,50,27,14,189,141,113,51,36,335,439,399,199,78,1116,464,559,203,101,1328,490,570,218,68,1349,340,421,164,61,985,315,414,141,40,916,204,240,89,41,570,400,502,200,103,1213,39,15,9,7,67,3019,3369,1327,569,8283,11,6,0,3,20,5,0,0,0,13,5,5,0,0,3,5,0,0,0,8,14,11,0,0,25,16,14,0,0,36
LGA36510,8,4,5,4,20,3,5,0,0,11,7,6,3,0,19,8,13,5,0,24,11,11,0,0,20,44,34,17,11,103,75,60,32,9,170,103,104,49,32,286,269,338,157,95,864,275,301,135,54,768,175,208,107,24,519,100,148,64,22,338,87,121,56,21,282,34,26,13,6,80,197,214,107,53,570,19,26,7,6,68,1435,1607,771,342,4149,10,4,0,0,11,3,3,0,0,6,4,4,0,0,12,7,4,0,0,10,19,14,11,0,41,23,21,7,12,61,38,29,18,3,86,77,71,35,19,197,294,268,106,56,721,238,285,117,55,699,233,282,127,30,675,138,182,72,33,421,172,209,78,29,493,70,96,46,21,230,197,213,96,60,567,17,21,12,9,59,1543,1709,715,327,4297,5,5,3,0,20,0,3,0,0,9,3,4,5,0,10,6,4,0,0,10,9,7,0,0,23,15,13,6,0,23
LGA36580,3,0,0,0,7,7,0,0,0,7,9,13,0,0,25,3,5,0,0,12,10,9,0,3,15,28,16,13,8,70,46,34,22,6,113,73,73,37,17,193,218,206,104,57,584,132,165,64,31,400,102,103,44,18,274,64,68,36,4,170,39,51,31,6,125,8,13,3,5,31,120,115,68,23,324,14,27,11,5,55,881,901,430,185,2408,5,0,3,0,12,4,3,3,0,12,9,4,0,0,12,0,0,0,0,4,12,10,5,4,22,12,10,6,8,30,56,34,12,4,108,60,51,28,18,153,190,142,92,43,462,163,172,87,36,460,138,161,56,23,377,67,90,43,13,219,51,70,24,13,157,32,33,18,8,90,113,136,70,26,342,19,11,5,8,46,921,923,446,208,2500,6,4,4,0,18,0,0,0,0,0,5,0,0,0,3,0,5,0,0,9,11,3,0,0,12,12,7,8,9,30
LGA36630,4,8,0,0,15,6,5,0,0,16,18,11,7,0,41,7,18,4,6,28,11,8,6,4,31,66,46,25,11,144,82,39,27,10,162,83,94,39,36,255,240,244,135,78,699,139,193,111,45,482,102,114,41,33,290,65,106,48,12,228,62,74,27,11,169,15,16,6,0,40,119,163,88,41,413,28,26,22,10,85,1042,1155,593,298,3082,5,3,3,0,8,3,4,0,0,13,4,5,0,0,14,5,0,0,0,6,12,11,11,5,35,30,23,10,8,62,66,36,31,11,148,68,42,31,24,174,216,190,119,62,589,160,179,73,45,457,138,138,70,36,381,66,113,43,16,233,77,90,42,10,220,42,44,25,11,119,142,136,65,34,381,23,15,5,0,43,1051,1025,535,271,2883,0,8,0,4,14,0,0,0,0,3,5,0,0,0,10,0,0,0,0,3,22,5,4,5,31,15,9,5,5,34
LGA36660,7,6,6,0,13,0,6,0,0,13,7,8,4,6,26,4,10,9,6,27,25,11,0,0,37,61,40,21,18,140,86,65,43,18,209,115,133,54,28,336,311,275,154,93,835,198,239,115,42,591,120,149,65,24,364,55,72,39,14,178,38,50,20,14,115,4,16,7,7,39,171,181,100,65,516,24,34,6,11,76,1239,1296,634,345,3513,8,0,0,0,11,0,0,4,0,3,4,4,0,0,9,3,9,0,0,12,24,20,4,5,47,17,21,9,10,58,60,44,14,13,130,72,69,39,17,202,258,281,130,94,761,228,240,112,61,634,192,159,86,37,474,86,99,48,19,253,80,88,33,12,214,36,42,21,9,104,170,169,80,46,464,16,15,6,3,42,1255,1250,586,332,3414,5,8,0,0,12,4,3,0,0,6,5,4,0,0,9,3,5,0,0,7,7,7,4,0,21,8,10,4,4,21
LGA36720,47,55,14,6,119,25,27,10,3,63,69,55,32,8,160,60,48,13,4,130,77,68,25,11,183,293,216,81,25,613,453,364,136,45,999,642,681,256,108,1686,2154,2323,939,306,5715,1708,2125,791,269,4896,1283,1623,478,165,3550,785,1221,484,111,2598,701,1090,396,103,2298,266,385,129,41,811,1348,1755,725,252,4081,143,163,62,20,390,10043,12206,4559,1480,28285,56,38,13,3,107,21,18,3,0,48,34,25,11,3,69,29,15,0,0,50,82,72,17,0,174,156,123,39,7,326,289,196,74,31,586,493,431,160,77,1162,1965,1918,700,247,4829,1835,2231,856,266,5182,1806,2290,736,204,5037,1221,1644,493,136,3499,1140,1708,584,138,3569,719,1238,467,138,2557,1443,1720,748,259,4177,116,116,36,26,286,11400,13792,4932,1548,31665,52,42,3,9,100,19,13,12,0,39,19,20,4,0,45,11,14,4,0,28,38,39,5,0,83,70,50,14,10,150
LGA36820,0,4,5,4,11,6,0,0,0,7,10,8,0,0,22,11,0,0,0,16,5,10,3,0,19,25,33,18,8,79,48,37,13,6,107,63,63,33,19,166,165,176,85,59,485,110,147,55,37,345,81,76,40,17,212,61,66,27,17,171,31,44,17,7,106,9,16,10,0,38,131,148,74,30,385,15,23,8,8,57,770,862,377,212,2222,4,4,0,0,6,7,0,0,0,11,8,0,0,3,12,0,0,0,0,3,12,4,3,0,21,17,8,0,0,23,37,23,13,4,76,37,53,16,17,122,141,134,77,30,380,123,144,64,28,363,96,143,41,26,308,73,82,33,13,197,61,60,30,11,163,45,48,23,9,126,120,121,76,34,348,12,13,4,0,34,791,840,390,173,2195,4,0,0,5,8,3,0,0,0,8,4,0,0,0,3,3,6,0,0,3,3,4,0,0,8,4,7,0,6,12
LGA36910,23,16,11,5,57,12,8,0,0,24,36,25,13,9,76,19,14,13,0,47,49,35,20,0,109,144,109,47,33,336,236,217,103,49,607,353,325,177,84,939,1136,1243,633,280,3292,967,1112,601,242,2917,819,896,368,180,2261,487,645,288,116,1530,459,582,276,92,1409,163,193,92,43,483,747,933,453,234,2373,80,89,34,25,226,5717,6451,3121,1399,16691,20,22,4,8,55,13,6,8,3,34,19,7,8,5,37,11,10,0,0,27,50,43,24,15,127,87,51,27,17,183,157,107,78,39,379,260,216,117,59,652,976,942,444,223,2572,981,1103,514,261,2864,915,1096,529,188,2729,679,812,350,135,1972,647,790,319,100,1864,426,512,278,99,1323,679,764,385,220,2042,47,42,23,15,134,5976,6521,3112,1391,16996,24,18,11,13,66,4,4,6,4,15,13,10,3,0,25,8,5,4,0,19,32,23,27,14,96,31,34,22,24,103
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,3,4,7,3,4,7,0,17,9,12,8,14,38,15,11,4,12,43,19,11,10,9,40,9,4,11,6,27,15,16,0,5,39,9,3,0,0,11,15,25,15,24,80,6,6,0,3,13,102,92,55,84,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,10,4,0,4,0,13,6,11,4,8,29,13,10,10,19,43,10,16,10,12,43,11,19,3,5,38,8,16,7,5,37,7,8,7,9,27,5,16,17,13,52,6,4,3,7,27,85,100,61,74,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4
LGA36960,0,0,0,0,0,0,0,0,0,0,9,3,3,4,11,0,0,0,0,8,0,5,3,0,7,23,18,12,8,64,17,15,14,15,59,29,15,19,15,76,45,30,32,23,120,3,18,18,18,62,5,4,3,10,19,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,5,0,5,6,15,0,0,0,0,4,137,106,104,100,444,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,3,13,5,5,5,27,14,11,0,4,33,9,14,8,9,36,18,23,16,8,63,25,36,19,27,103,18,20,4,12,63,9,10,11,7,31,5,0,4,3,14,0,0,0,0,5,4,0,0,0,6,10,9,5,25,57,4,0,0,0,4,133,132,87,100,453,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,13,9,0,0,22,14,0,3,4,18
LGA37010,35,27,3,4,73,9,12,6,4,27,33,15,3,8,57,25,11,4,0,44,31,19,8,9,79,120,49,29,32,236,170,147,48,34,404,269,222,119,45,662,1106,1004,450,208,2772,1232,1190,599,213,3231,1178,1243,464,143,3027,788,1054,382,115,2338,840,1022,371,96,2328,273,373,144,57,848,1117,1315,624,277,3332,104,104,42,22,273,7326,7828,3306,1276,19731,28,18,11,8,63,15,14,5,5,33,17,12,7,4,41,11,3,0,0,18,44,41,17,22,120,74,60,34,21,187,152,112,47,36,353,254,197,92,60,598,984,849,419,185,2438,1115,1228,455,205,3009,1216,1232,489,183,3124,966,1081,399,113,2554,895,1186,433,104,2615,529,756,295,68,1648,981,1180,544,207,2906,74,82,24,15,197,7346,8051,3267,1233,19900,23,15,5,3,50,4,4,3,0,12,16,5,0,0,25,6,3,0,5,14,13,15,6,15,43,39,15,6,5,64
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,9,0,27,17,20,8,6,56,11,15,4,8,41,16,32,14,9,70,31,33,12,10,83,21,25,7,0,48,22,27,13,9,61,0,0,5,0,3,133,160,78,35,414,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,19,14,18,11,6,49,28,31,13,11,85,27,35,16,0,84,32,46,19,10,103,31,41,16,3,92,22,30,12,14,71,0,0,4,0,6,155,224,85,46,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,8,7,3,3,25,3,0,3,0,5,14,13,6,8,41,8,4,5,0,23,17,7,4,4,31,46,37,16,6,106,44,41,21,7,120,65,73,41,34,214,223,226,130,70,646,166,234,151,63,611,144,179,77,23,426,82,145,66,29,318,81,100,51,17,248,35,30,7,3,85,172,174,116,52,514,24,23,11,10,68,1143,1298,692,335,3480,8,4,0,0,12,3,6,4,4,8,6,6,0,0,20,3,6,0,0,9,3,13,9,4,32,17,18,9,3,46,38,23,16,16,88,45,55,22,8,128,207,190,121,59,575,160,209,112,44,528,182,210,115,39,547,96,157,75,29,355,108,120,56,12,298,74,95,40,14,219,151,194,108,60,513,13,13,8,3,42,1124,1309,700,293,3427,6,6,0,0,16,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,4,4,0,0,3,6,3,0,3,18
LGA37340,9,6,0,0,13,7,0,0,0,8,4,9,4,0,17,7,0,0,0,6,7,4,0,0,12,19,19,3,0,45,32,27,17,9,87,48,53,26,14,138,218,196,73,33,523,210,215,81,23,524,162,147,52,12,366,105,154,74,16,348,104,116,40,10,262,25,33,14,3,71,188,207,81,27,503,32,17,10,8,65,1169,1203,468,147,2993,3,3,3,0,14,8,0,0,0,8,6,7,0,0,19,5,0,0,0,5,8,8,3,0,20,17,6,3,3,30,36,18,5,8,69,58,32,21,9,119,176,170,72,24,444,182,192,85,23,488,153,202,56,23,437,118,134,56,10,313,114,121,58,15,308,54,79,41,7,187,172,229,103,32,539,13,17,7,0,34,1131,1220,518,155,3017,5,4,0,0,13,0,0,0,0,0,3,3,0,0,3,3,0,0,0,4,7,4,0,0,7,10,3,0,0,17
LGA37400,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,3,0,0,9,5,9,3,3,18,5,3,8,0,19,5,3,3,0,13,0,4,3,0,10,5,0,0,0,11,0,0,0,0,0,18,10,3,4,35,5,0,4,3,12,55,44,24,13,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,4,0,0,5,6,6,0,0,13,6,4,3,4,12,4,3,0,0,14,0,6,0,0,4,0,0,0,0,4,5,0,0,0,0,7,4,6,5,26,0,0,0,0,0,34,33,21,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,15,4,5,3,4,9,0,0,0,3,8,9,4,4,5,19,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,22,10,15,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,3,0,0,4,5,3,0,0,6,0,4,0,8,10,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,5,3,17,13,12,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,5,0,0,0,0,0,5,3,0,0,9,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA37600,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,0,0,0,0,0,11,6,3,4,33,10,11,5,8,35,3,11,3,14,29,11,11,7,21,50,6,3,0,8,20,0,0,0,6,8,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,55,42,33,76,202,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,5,9,6,0,0,3,10,9,8,3,0,21,11,4,7,11,37,14,12,8,23,58,6,5,4,14,33,5,0,4,3,10,0,0,0,6,6,0,0,0,0,6,0,3,0,0,4,6,3,5,11,24,0,0,0,0,0,63,50,34,82,229,0,0,0,0,0,0,0,4,0,4,0,0,3,0,9,0,0,0,0,0,8,0,0,0,13,3,0,0,0,11
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,7,0,4,0,11,3,3,0,0,4,6,0,0,0,11,3,0,0,0,11,4,0,0,0,9,7,5,0,0,12,15,8,4,0,29,18,8,8,0,29,44,17,3,4,70,57,24,5,0,89,49,19,4,0,63,44,35,6,0,90,70,36,4,0,117,46,48,10,5,105,39,28,11,0,77,4,0,0,0,3,417,229,59,20,727,6,10,0,0,13,6,0,0,0,10,8,0,0,0,4,5,0,0,0,7,4,3,0,0,3,11,4,0,0,18,16,3,0,0,23,14,9,0,0,29,42,32,0,0,79,36,19,3,4,68,67,34,8,3,115,36,23,3,4,62,62,32,7,0,103,80,75,19,0,174,62,42,18,0,121,4,0,0,0,6,464,281,70,10,833,4,3,0,0,9,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,5,9,5,0,0,10
LGA40120,5,3,0,0,10,7,0,0,0,9,16,0,0,0,18,3,4,3,0,12,11,4,5,0,18,30,21,11,4,70,44,44,11,8,102,69,70,29,9,178,246,302,99,36,681,277,340,125,43,781,272,342,126,33,774,229,367,155,38,791,244,392,139,32,804,104,201,57,27,399,240,320,136,50,748,10,33,7,4,57,1810,2445,912,271,5438,0,5,0,0,7,6,0,0,0,0,5,4,0,0,10,0,0,0,0,0,13,4,5,0,22,17,7,11,0,34,24,25,5,4,58,37,38,16,3,84,202,199,79,24,505,209,256,88,36,596,258,332,113,46,754,239,339,99,22,698,258,403,137,40,837,238,414,175,45,871,237,336,134,51,764,7,14,7,4,33,1740,2383,874,272,5265,0,0,0,0,5,0,4,0,0,3,0,5,3,0,5,4,4,0,0,9,8,4,0,0,15,9,4,0,0,16
