LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA11650,37,105,118,466,522,175,78,81,52,187,1827,3,0,4,12,15,83,142,65,21,37,13,78,474,3,7,0,0,0,15,63,55,42,53,33,79,338,53,25,56,219,210,685,784,241,136,94,51,374,2937,0,0,3,7,3,24,25,10,4,11,4,1821,1908,83,60,125,465,578,3266,8665,5979,4428,4642,3225,4793,36311,10,6,25,122,224,977,1502,601,232,197,52,570,4520,5,23,190,779,521,1118,683,165,51,44,25,385,3984,0,4,17,72,38,96,85,25,9,11,3,70,439,34,9,161,291,117,140,63,12,7,9,4,104,956,186,70,533,1472,893,1608,913,217,77,50,42,721,6784,6,0,0,7,6,17,15,4,4,0,0,127,182,232,112,928,2746,1801,3964,3260,1021,388,309,122,1981,16864,759,411,1395,5503,7913,13620,18779,10491,6883,6769,4541,9618,86673,0,0,0,7,6,51,459,1070,932,1377,1247,37,5194,4,11,10,35,42,206,589
LGA11700,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,11,3,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,3,10,10,28,25,12,3,5,10,31,138,0,0,0,0,5,4,6,5,0,0,0,5,19,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,11,19,3,16,6,0,0,0,0,13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,24,8,24,15,5,0,0,0,19,105,4,4,17,37,37,67,62,22,10,12,10,71,363,5,0,0,0,0,4,0,5,7,7,8,0,40,0,0,0,0,0,0,0
LGA11720,7,21,24,97,90,26,10,5,5,42,326,0,0,4,4,3,20,19,11,6,4,0,13,83,0,0,0,0,0,0,14,11,4,5,10,12,66,12,3,22,53,88,201,188,34,23,14,4,72,712,0,0,0,0,3,4,0,4,3,0,0,274,291,15,4,38,103,149,685,1530,905,661,630,429,730,5872,0,0,0,16,45,147,201,61,22,20,7,67,598,0,4,40,158,120,167,76,23,0,5,0,65,662,0,0,0,9,12,22,17,8,0,3,0,7,86,8,4,38,79,34,28,19,3,0,0,0,25,237,32,10,159,375,215,309,137,24,11,7,5,164,1441,0,0,0,0,0,3,0,0,0,0,0,24,31,38,22,238,640,437,676,451,113,34,35,10,354,3053,119,65,339,1187,1521,2294,3044,1606,994,911,604,1514,14187,0,0,0,0,0,10,133,293,241,286,164,7,1134,0,0,0,4,11,40,87
LGA11730,3,32,29,87,92,19,11,0,0,36,314,0,0,0,0,4,24,21,10,5,6,0,12,78,0,0,0,0,0,6,9,6,5,3,0,12,42,14,9,18,58,59,169,129,27,13,12,9,69,583,0,0,0,0,0,4,0,3,0,0,0,248,264,17,15,29,133,159,725,1244,556,350,301,149,670,4345,0,0,8,31,36,139,141,32,14,7,3,57,467,0,5,31,130,88,129,60,13,0,0,0,47,504,0,0,0,20,0,6,10,0,0,0,0,6,47,9,0,37,56,21,22,4,0,0,0,0,20,172,23,14,122,288,190,303,105,23,3,9,5,126,1217,0,0,0,0,0,3,3,0,0,0,0,22,34,25,19,203,534,339,601,322,67,23,24,8,284,2444,111,100,313,1336,1944,2763,2810,1098,607,491,266,1512,13343,3,4,0,0,15,36,168,217,135,141,114,9,832,0,0,0,11,24,81,125
LGA11750,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,5,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,9,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,4,16,3,25,74,78,66,75,52,63,462,0,0,0,0,0,4,14,8,6,0,0,8,56,0,0,4,3,7,9,3,0,0,0,0,4,27,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,10,6,0,6,10,13,9,6,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,13,25,22,29,28,16,11,0,0,25,166,6,8,18,59,85,111,189,152,108,118,85,140,1085,0,5,0,0,0,5,11,14,23,25,21,5,95,0,0,0,0,0,0,3
LGA11800,6,29,41,115,131,26,17,14,4,39,432,0,0,4,6,6,18,18,7,6,4,0,15,74,0,0,0,0,0,4,16,8,4,12,4,9,50,20,7,12,64,63,187,164,36,17,15,13,88,689,5,0,0,3,0,13,7,0,5,0,0,391,413,35,14,29,139,196,894,1929,1102,722,721,386,980,7139,0,0,6,42,72,241,278,91,26,19,5,99,878,0,10,53,204,171,274,138,28,3,5,3,92,985,0,0,3,11,10,18,16,6,7,5,0,16,93,7,3,32,85,21,38,8,0,0,0,0,26,222,36,17,125,338,229,356,157,29,8,4,12,170,1479,0,0,0,0,3,7,6,0,0,0,0,30,46,48,27,218,681,504,933,605,153,42,29,17,434,3696,174,81,329,1495,2084,3568,4376,2012,1179,1058,624,2076,19065,5,0,0,0,6,32,211,329,254,292,187,10,1328,0,0,0,13,16,118,190
LGA12000,0,0,0,6,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,5,5,0,0,3,10,43,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0,12,3,11,51,111,64,42,42,31,75,448,0,0,0,3,0,10,12,5,0,0,3,4,36,0,0,4,9,0,5,6,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,11,3,0,6,15,18,16,13,0,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,26,21,35,28,7,0,0,3,17,138,7,3,22,78,116,172,241,117,64,80,48,145,1083,3,0,0,0,0,4,15,40,23,23,12,5,131,0,0,0,0,0,6,8
LGA12150,0,0,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,9,0,0,3,0,5,9,8,0,0,0,0,12,37,0,0,0,3,0,0,3,0,0,0,0,11,18,0,0,5,9,12,41,74,33,18,17,11,67,296,0,0,0,6,0,10,4,6,0,4,0,5,33,0,0,0,7,0,8,4,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,6,21,3,4,14,42,11,20,15,0,5,3,0,19,122,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,15,56,21,41,20,12,6,7,3,41,223,11,7,20,100,100,146,171,83,40,42,20,143,889,4,0,0,5,3,5,19,23,16,20,18,0,99,0,0,0,0,0,4,8
LGA12160,0,4,0,14,12,0,0,4,0,5,39,0,0,0,0,0,9,8,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,24,8,23,18,3,4,0,4,10,106,0,0,0,0,0,0,0,0,0,0,0,64,64,4,0,0,35,21,130,270,156,96,74,49,184,1026,0,0,0,4,8,25,32,9,7,5,0,10,103,0,0,9,18,13,23,18,4,0,0,0,7,90,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,12,0,0,4,0,0,0,0,0,28,7,4,23,47,30,47,11,5,4,5,5,30,198,0,0,4,0,0,0,0,0,0,0,0,3,8,10,4,41,84,53,104,55,15,6,8,3,58,441,26,17,65,217,362,531,623,295,155,132,97,396,2919,0,0,0,4,0,9,43,60,34,32,39,5,229,0,0,0,0,6,12,28
LGA12350,4,4,7,17,9,3,0,0,3,5,46,0,0,0,0,0,9,4,0,0,0,0,0,19,0,0,0,0,0,3,0,5,0,0,0,3,12,0,0,5,11,12,37,28,8,0,0,4,18,128,0,0,0,0,0,0,3,0,0,0,0,45,54,0,0,12,30,30,174,326,174,97,92,52,165,1162,0,0,0,11,7,32,32,8,0,0,5,12,110,0,0,15,31,16,32,13,0,0,0,0,7,115,0,0,0,3,0,5,3,0,0,0,0,0,10,0,0,9,15,0,3,3,0,0,0,0,5,33,6,0,27,67,49,64,14,6,0,0,0,25,264,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,53,124,73,141,62,13,3,4,6,51,541,21,16,93,274,404,637,694,323,156,145,87,362,3222,0,0,0,6,6,14,47,63,52,34,32,4,259,0,0,0,0,0,16,27
LGA12380,143,452,304,787,493,183,103,90,59,197,2840,6,3,12,65,47,110,117,53,16,27,17,118,615,3,0,0,8,5,24,49,24,17,23,24,35,212,306,74,202,729,482,1006,953,369,206,196,110,531,5164,4,0,9,12,15,25,35,10,3,9,3,1430,1547,360,105,415,1594,1346,4328,6488,3792,2505,2733,1938,3335,28941,4,0,11,72,109,487,586,284,144,116,57,185,2060,3,6,112,208,160,298,262,73,29,35,7,103,1289,3,0,5,24,20,36,30,19,11,4,3,44,195,35,19,82,96,36,54,48,12,3,5,0,41,426,243,60,435,739,467,896,759,231,102,66,45,462,4503,3,0,4,3,7,5,3,0,0,0,4,85,112,289,84,646,1148,797,1774,1685,617,295,226,112,921,8592,1317,375,1388,4082,4160,8567,10944,5914,3585,3658,2398,5400,51777,0,0,0,0,5,9,232,488,438,635,542,11,2362,0,0,3,16,11,117,321
LGA12390,4,7,13,54,40,7,0,11,4,13,157,0,0,0,0,0,10,16,0,4,4,3,4,42,0,0,0,0,0,9,11,3,6,3,4,18,47,9,6,7,35,52,91,72,14,8,7,5,50,342,0,0,0,0,0,0,5,0,3,0,0,366,372,9,6,25,78,109,518,1231,743,607,599,344,806,5075,0,0,0,20,52,198,211,77,28,24,6,92,707,0,0,36,117,74,149,68,20,5,4,0,48,523,0,0,3,15,10,11,14,3,0,0,0,9,65,5,3,43,54,19,22,9,0,0,0,0,15,175,14,12,105,255,125,216,91,26,9,0,9,123,976,0,0,0,4,0,5,0,0,0,0,0,28,29,24,14,182,464,280,601,395,126,42,34,11,315,2481,82,47,253,862,1054,1923,2699,1419,990,915,562,1600,12404,5,0,5,3,11,31,188,360,253,314,197,14,1373,0,0,0,7,13,37,108
LGA12700,0,3,4,12,14,4,6,0,0,3,45,0,0,0,0,0,4,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,5,0,6,15,0,3,0,8,8,25,18,11,0,0,0,15,91,0,0,0,0,0,0,0,0,0,0,0,55,57,3,3,8,17,23,103,240,148,111,117,69,157,1003,0,0,4,0,5,14,24,9,0,4,3,8,74,0,0,5,22,16,19,12,0,0,0,0,11,90,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,7,3,0,0,0,0,0,0,3,18,4,0,14,38,15,33,14,0,0,4,0,20,148,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,28,63,42,74,50,16,3,7,0,56,347,23,14,47,179,237,397,523,282,157,180,115,299,2449,0,0,0,3,0,5,36,35,17,45,44,3,194,0,0,0,4,4,15,28
LGA12730,0,8,3,11,10,3,0,0,0,0,35,0,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,5,20,10,0,5,4,0,5,59,0,0,0,0,0,0,0,0,0,0,0,51,53,0,0,8,17,20,102,206,117,76,73,47,130,799,0,0,0,0,4,27,30,11,0,4,0,8,89,0,0,6,18,16,23,8,0,0,0,0,13,95,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,6,0,0,5,0,0,0,0,6,20,4,0,13,38,16,28,21,0,0,0,0,29,148,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,25,66,37,85,71,6,0,6,0,58,372,25,20,41,161,197,368,491,252,130,120,90,279,2179,4,0,0,6,0,9,39,59,41,35,20,4,216,0,0,0,3,4,3,20
LGA12750,7,15,28,56,57,20,8,3,0,26,225,0,0,0,0,3,10,5,3,0,0,0,4,35,0,0,0,0,0,3,12,7,5,5,0,3,31,9,6,5,32,35,98,75,32,8,11,8,48,376,0,0,0,0,0,5,4,0,3,0,0,170,185,12,6,16,73,103,413,851,380,244,179,110,430,2811,0,0,4,25,21,92,103,28,10,6,3,33,323,0,4,24,108,63,116,54,11,0,0,5,50,432,0,0,0,6,10,4,14,3,0,3,0,14,61,4,0,10,27,11,8,4,0,0,0,0,9,77,14,5,70,141,96,196,74,11,5,5,8,107,728,0,0,0,0,3,0,0,0,0,0,0,9,18,19,6,117,306,206,420,248,56,17,13,10,226,1639,82,64,215,862,1373,2167,2305,843,451,347,228,1154,10070,0,0,3,6,0,23,109,133,88,118,71,5,556,0,0,0,11,12,58,112
LGA12850,139,365,265,616,534,171,125,94,43,184,2566,6,0,8,37,36,91,111,39,24,30,11,85,479,0,0,0,3,3,15,35,28,20,18,20,45,186,298,76,223,864,705,1470,1517,566,317,317,138,714,7201,4,0,4,15,12,32,26,7,6,0,0,1133,1246,339,111,417,1513,1435,4173,6039,3171,2171,2305,1449,3187,26317,7,3,20,101,181,534,620,293,124,132,57,193,2271,8,19,221,372,196,345,309,92,35,42,12,122,1779,3,0,12,20,21,36,47,9,3,6,4,43,215,52,17,183,177,56,122,84,22,13,11,6,50,796,341,89,671,1117,712,1388,1094,317,147,102,68,603,6649,3,0,5,3,4,6,11,5,0,0,0,123,165,411,137,1109,1780,1174,2438,2169,741,337,294,145,1138,11873,1255,418,1812,4842,5159,8631,10156,4793,2977,2998,1816,5300,50166,0,0,0,5,0,11,162,254,224,279,172,10,1110,0,0,0,3,6,46,95
LGA12870,0,3,3,19,13,0,0,0,0,7,46,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,0,4,19,3,0,0,3,12,22,11,5,0,0,0,14,71,0,0,0,0,0,0,0,0,0,0,0,73,75,3,0,0,18,24,153,298,177,103,105,42,196,1110,0,0,0,0,11,27,34,14,0,0,0,10,109,0,0,18,30,13,29,16,8,0,0,0,13,130,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,8,10,4,0,0,0,0,0,0,3,30,4,0,11,43,22,37,20,6,3,0,0,16,165,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,36,89,53,95,74,19,8,3,0,55,452,24,24,57,257,382,581,707,338,198,145,74,439,3228,4,3,0,3,0,11,47,71,44,40,31,3,262,0,0,4,0,0,24,31
LGA12900,3,4,5,8,8,3,3,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,5,16,0,0,0,10,7,23,11,5,0,0,0,14,68,0,0,0,0,0,0,0,0,0,0,0,42,45,5,3,7,17,23,130,206,140,92,100,46,136,897,0,0,0,0,3,27,32,12,0,0,5,9,98,0,0,0,25,13,23,7,0,0,0,0,6,81,0,0,4,0,3,7,4,0,0,0,0,3,18,0,0,9,6,5,6,0,0,0,0,0,3,23,3,0,19,42,23,48,19,3,0,0,0,29,179,0,0,0,0,0,3,0,0,0,0,0,3,10,3,3,34,74,46,103,64,15,0,4,3,52,408,21,17,50,180,254,451,509,252,139,140,75,296,2376,6,0,0,4,8,12,49,48,47,41,29,0,242,0,0,0,0,3,13,18
LGA12930,51,162,109,270,271,120,62,78,67,90,1282,0,3,5,20,13,31,51,21,9,17,10,37,227,0,0,0,3,3,8,34,18,19,24,26,38,168,97,22,67,148,121,325,409,211,121,121,93,205,1942,0,0,0,0,0,0,15,3,4,0,7,969,1005,117,39,143,467,484,1836,3736,2689,2074,2663,3102,2265,19610,3,0,4,47,80,343,492,271,139,131,74,172,1761,3,7,76,186,140,261,209,84,39,31,13,118,1168,0,3,6,19,7,29,23,13,5,7,4,27,131,21,9,60,60,20,49,37,12,3,0,0,26,293,198,45,164,340,213,497,388,143,93,40,42,212,2374,0,0,0,0,4,6,3,0,0,0,0,44,62,226,66,315,655,469,1179,1152,517,275,209,139,586,5783,950,311,712,2095,2445,4981,7391,4670,3249,3836,3975,3863,38470,0,0,0,5,0,12,182,371,366,627,744,17,2332,0,0,3,12,8,106,271
LGA12950,0,0,0,8,3,3,0,0,0,4,17,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,9,7,11,4,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,16,9,73,82,39,34,31,10,77,370,3,0,0,0,0,8,10,8,0,0,0,7,31,0,0,0,6,10,15,6,0,0,0,0,9,40,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,0,0,0,0,18,4,0,7,31,9,17,7,3,0,0,0,11,92,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,10,42,29,52,18,9,0,3,0,32,201,14,12,16,90,136,220,197,95,58,57,36,157,1083,6,0,0,5,4,13,25,15,17,14,8,6,107,0,0,0,0,5,6,13
LGA13010,0,9,5,16,9,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,11,24,18,4,0,3,0,8,84,0,0,0,0,0,0,0,0,0,0,0,44,41,0,6,6,24,31,131,191,77,63,38,29,114,716,0,0,0,4,4,26,27,0,4,0,0,8,75,0,0,3,18,14,16,12,0,0,0,0,8,75,0,0,0,0,4,3,0,0,0,0,0,0,13,0,4,5,4,0,3,0,0,0,0,0,0,25,6,0,29,47,29,40,18,0,0,0,0,25,185,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,41,78,51,86,57,11,8,0,0,43,371,26,24,69,226,297,445,466,156,102,67,42,259,2181,4,0,0,0,5,9,59,33,33,25,24,0,196,0,0,0,0,7,12,14
LGA13310,0,16,12,39,42,11,8,4,4,15,144,0,3,0,3,0,0,11,4,6,4,0,7,46,0,0,0,0,0,0,0,4,4,0,0,9,20,9,0,7,18,13,86,39,12,3,5,7,25,227,0,0,0,0,0,3,0,0,0,0,0,165,166,7,11,9,49,46,308,688,503,371,362,210,401,2969,0,3,0,10,29,90,118,42,18,6,7,33,369,3,0,14,70,46,90,45,3,3,0,0,28,307,0,0,0,11,3,9,11,0,0,0,0,11,47,0,0,22,36,14,10,5,0,0,0,0,4,95,10,10,50,122,73,111,77,15,5,8,4,57,549,0,0,0,4,0,0,0,0,0,0,0,16,24,12,20,90,254,163,318,253,69,24,19,12,151,1390,57,53,136,516,650,1213,1618,923,592,549,331,855,7510,6,5,0,0,0,12,85,173,148,166,122,6,717,0,0,0,12,8,30,64
LGA13340,4,0,6,16,18,7,0,0,3,7,58,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,11,3,0,0,4,6,19,23,0,0,0,3,5,75,0,0,0,0,0,0,0,0,0,0,0,64,68,10,4,5,28,33,151,294,190,117,94,73,163,1151,0,0,0,4,10,22,25,8,3,0,0,15,85,0,0,4,21,11,20,10,0,3,0,0,7,74,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,12,3,0,0,0,0,0,0,0,16,0,4,23,37,20,40,21,0,3,0,0,21,163,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,29,76,44,82,50,12,9,6,0,51,352,18,23,45,183,246,471,617,300,197,142,118,344,2707,4,0,0,5,0,14,49,62,43,49,39,9,269,0,0,0,0,4,11,22
LGA13450,3,13,10,28,26,10,3,3,0,7,110,0,0,0,4,0,5,4,0,0,0,0,3,29,0,0,0,5,0,0,7,0,0,0,0,7,30,15,6,7,32,22,56,39,29,3,4,4,34,249,0,0,0,3,0,5,4,5,0,0,0,136,154,19,5,14,69,79,353,772,433,308,287,177,439,2958,0,0,4,15,16,67,110,26,20,3,7,41,299,0,0,9,57,27,45,25,3,4,0,0,17,187,0,0,0,4,0,5,0,3,0,0,0,0,16,5,0,8,13,0,6,4,0,0,0,0,5,48,3,5,33,84,41,81,54,10,0,3,4,36,355,0,0,0,0,3,0,0,0,0,3,0,17,21,4,5,51,170,91,203,191,48,23,12,13,113,932,80,29,90,412,452,943,1488,767,466,448,277,774,6236,0,0,0,4,0,11,156,186,117,137,80,9,694,0,0,0,3,5,33,57
LGA13550,0,3,6,19,11,8,4,0,0,8,54,0,0,0,0,4,0,8,0,4,4,0,0,23,0,0,0,0,0,0,7,0,3,3,0,6,12,4,3,0,6,16,30,21,3,3,0,0,7,101,0,0,0,0,0,5,0,3,0,0,0,71,82,5,0,0,22,30,130,316,202,145,153,107,183,1308,0,0,0,6,7,37,37,12,0,4,4,15,133,0,3,10,37,17,23,12,0,3,6,0,8,111,0,0,0,3,0,4,4,0,0,0,0,3,13,4,3,11,17,5,4,0,0,0,0,0,6,40,0,0,19,50,34,44,22,7,0,0,0,36,215,0,0,0,0,0,0,0,0,0,0,0,8,10,4,8,41,110,57,113,77,22,4,7,0,73,520,27,16,60,210,284,451,664,358,251,256,180,388,3135,3,0,0,0,4,13,61,54,51,86,58,5,334,0,0,0,5,3,19,16
