LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA36950,0,0,0,0,0,5,12,13,6,11,6,0,51,0,0,0,0,0,6,6,0,0,0,0,0,9,0,0,0,0,0,9,7,5,4,4,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30,31,4,0,5,10,7,23,28,20,18,11,7,35,162,0,0,0,0,0,4,10,20,13,24,8,15,89,0,0,0,0,3,0,4,5,0,0,4,6,18,0,0,0,0,0,5,17,3,3,6,0,0,38,0,0,0,0,0,4,6,10,3,8,0,4,34,0,0,0,0,4
LGA36960,0,0,0,0,0,8,10,0,0,3,0,0,22,0,0,0,6,4,3,0,0,0,0,0,0,17,0,0,0,6,0,4,6,0,0,0,0,0,17,0,0,0,0,3,4,5,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,6,3,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,20,24,26,4,0,5,0,0,120,0,0,0,5,7,11,29,7,0,0,0,0,59,0,0,0,6,0,22,10,0,0,0,0,0,42,0,0,0,3,6,26,30,10,0,0,0,0,74,0,0,0,4,3,4,8,4,0,0,0,0,21,0,0,4,5,3
LGA37010,19,0,5,12,28,229,1378,1500,629,802,254,72,4930,5,0,12,33,43,160,124,56,24,31,14,6,507,3,0,8,21,49,452,831,453,197,231,52,38,2335,3,0,4,8,10,57,152,140,59,94,18,31,568,9,0,19,52,166,535,616,120,216,55,11,68,1871,8,6,47,186,125,224,126,22,19,9,0,20,794,7,0,4,22,13,56,63,13,12,5,0,17,203,0,0,3,3,0,16,41,39,18,19,12,23,171,84,9,211,1374,664,903,342,51,26,26,19,153,3865,4,0,9,36,7,26,5,0,0,0,0,1783,1883,128,25,308,1756,1113,2663,3673,2389,1199,1266,386,2213,17128,14,4,10,11,8,111,826,1126,729,1091,498,402,4838,0,0,3,13,14,91,149,90,31,35,14,41,478,7,6,11,13,35,387,1601,1135,704,789,195,299,5188,0,0,0,3,7,66,266,253,159,178,60,76,1073,5,4,8,38,124
LGA37300,0,0,0,0,0,0,16,27,24,52,31,3,150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,12,13,6,14,5,0,48,0,0,0,0,0,4,0,3,6,0,0,0,15,0,0,0,0,0,0,9,0,8,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,28,4,0,0,6,3,13,44,50,45,66,35,33,294,0,0,0,0,0,0,7,18,11,43,35,15,135,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,22,17,23,28,8,6,100,0,0,0,0,0,0,8,0,3,4,3,0,19,0,0,0,0,0
LGA37310,28,0,22,27,43,85,289,155,64,101,55,35,899,5,0,4,14,13,45,24,4,0,4,4,3,122,8,0,10,16,21,130,183,73,29,27,7,15,513,0,0,6,8,3,10,30,17,7,5,3,3,84,5,0,11,25,55,99,85,5,29,0,0,19,340,5,9,5,46,40,50,26,5,0,0,0,7,186,3,0,0,10,7,10,7,4,4,0,0,4,53,0,0,0,5,3,8,7,5,4,5,4,3,43,21,0,57,423,121,133,46,8,3,0,5,42,870,0,0,0,12,3,6,0,0,0,0,0,233,260,84,9,116,586,301,586,695,275,146,149,79,364,3383,9,3,14,17,12,56,162,162,78,104,46,109,765,0,0,0,0,3,13,26,6,3,6,0,7,68,8,0,7,18,19,151,366,179,94,94,23,82,1040,0,0,6,3,0,18,42,27,14,17,5,15,148,0,0,5,17,36
LGA37340,6,0,9,12,15,90,317,205,67,112,36,23,886,0,0,4,16,11,39,38,14,3,5,6,3,138,3,0,6,8,12,126,216,87,22,65,6,19,566,0,0,0,4,9,13,31,19,6,10,0,3,98,0,0,0,25,39,101,91,14,58,6,5,13,352,0,3,11,39,33,39,22,5,3,0,0,9,164,0,0,0,3,3,12,10,0,4,0,0,0,43,0,0,0,0,0,9,12,5,3,3,0,13,53,38,6,40,378,136,198,69,22,13,7,6,25,940,0,0,0,6,5,3,0,0,0,0,0,326,349,56,15,77,482,246,630,814,366,176,214,60,433,3575,3,0,3,3,17,45,185,160,89,105,39,86,729,0,0,0,5,5,29,20,12,5,5,3,11,79,0,0,0,3,7,95,300,128,99,96,22,70,826,0,0,0,0,0,10,37,26,16,34,3,12,132,0,0,3,3,26
LGA37400,0,0,0,6,0,10,11,8,4,5,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,18,3,7,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,15,15,5,0,9,25,14,40,28,10,6,5,0,22,154,0,0,0,5,0,0,12,7,3,5,0,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,0
LGA37550,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,5,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,3,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,11,9,5,0,0,0,0,0,60,0,0,0,0,0,6,12,0,3,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,0,4,0,0,23,98,131,87,153,92,5,596,0,0,15,4,8,39,17,9,8,12,8,0,134,0,0,0,8,5,34,83,54,26,70,23,0,311,0,0,0,0,0,4,15,13,13,11,0,0,57,0,0,0,9,18,45,71,20,55,27,4,6,254,3,9,16,21,18,26,31,9,10,13,8,3,166,0,0,3,0,3,0,7,3,3,0,0,0,25,0,0,0,0,0,0,0,5,3,0,3,4,25,58,4,13,51,37,67,58,25,16,32,26,16,409,0,0,0,0,0,0,4,0,0,0,0,141,149,66,8,49,97,91,251,376,271,221,320,180,182,2119,0,0,0,0,0,6,16,10,17,28,54,9,151,0,0,0,5,8,5,10,5,0,3,4,0,33,0,0,0,0,0,15,24,33,22,48,27,12,184,0,0,0,0,0,3,9,4,4,12,6,0,42,0,0,0,3,8
LGA40120,8,0,7,11,9,47,182,212,115,181,75,12,860,0,0,0,22,20,82,64,23,15,24,10,4,255,4,0,0,9,15,101,218,143,71,101,26,8,696,0,0,0,4,0,16,26,34,11,17,8,5,119,4,0,3,14,32,119,146,23,84,25,11,20,486,0,3,14,44,57,96,84,27,19,16,5,13,374,0,0,0,3,5,7,19,0,3,4,0,0,44,0,0,0,0,3,13,20,10,5,5,3,7,56,21,3,53,344,206,347,141,24,11,13,6,29,1199,0,0,4,9,0,3,5,0,0,0,0,261,281,42,11,94,461,360,820,889,496,324,383,151,348,4377,0,0,0,4,9,31,140,175,174,246,184,117,1085,0,0,0,7,5,56,93,45,19,28,11,17,277,0,0,3,8,13,129,480,393,300,379,124,167,2007,0,0,0,4,5,16,59,45,43,52,24,34,284,0,0,5,18,34
LGA40150,0,0,5,4,0,19,80,54,15,22,5,5,205,0,0,0,6,6,14,9,0,0,0,0,0,28,0,0,0,0,0,31,63,16,3,5,0,5,132,0,0,0,0,0,7,11,5,4,0,0,0,31,0,0,0,9,8,43,33,7,0,0,0,5,106,0,0,0,14,17,14,3,0,4,0,0,0,54,0,0,0,0,6,5,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,15,121,40,43,16,3,0,0,0,6,243,0,0,0,3,0,0,0,0,0,0,0,66,71,6,0,26,155,77,159,220,84,33,30,11,84,893,0,0,0,0,0,15,57,49,29,24,9,23,209,0,0,5,3,3,9,15,5,8,0,0,7,52,0,0,0,5,3,50,111,42,34,29,6,22,302,0,0,0,0,0,10,30,3,5,10,0,6,68,0,0,0,5,13
LGA40220,6,0,8,8,18,35,151,92,41,35,15,15,420,0,0,8,26,18,67,45,15,3,4,3,0,192,0,0,5,7,18,109,165,47,22,23,11,11,417,0,0,0,3,0,18,24,12,5,7,3,8,67,0,0,5,19,31,78,72,14,13,4,0,11,254,0,0,19,76,55,73,36,9,5,0,0,3,282,0,0,0,10,3,12,11,0,0,0,0,3,44,0,0,0,0,3,0,7,0,0,4,0,0,24,35,5,76,604,357,406,110,12,9,7,3,53,1675,0,0,3,24,5,8,0,0,0,0,0,219,259,40,7,126,783,498,807,618,204,107,86,35,330,3638,0,0,0,6,4,33,92,73,54,40,17,45,371,0,0,0,9,4,43,35,9,3,6,0,13,133,3,0,0,8,10,134,283,127,60,47,6,63,756,0,0,0,6,3,12,41,16,10,3,0,8,104,0,0,5,10,23
LGA40250,0,0,0,0,0,0,4,10,4,0,0,0,24,0,0,0,5,4,5,4,0,0,0,0,0,17,0,0,0,0,0,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,3,6,0,0,0,0,0,0,13,0,0,3,9,5,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,16,0,9,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,15,36,15,17,15,17,10,0,0,7,137,0,0,0,0,0,6,13,3,0,0,0,0,21,0,0,3,3,0,7,0,0,0,0,0,0,12,0,0,0,3,0,5,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9
LGA40310,0,0,4,4,13,42,195,166,58,68,20,13,585,0,0,3,7,19,54,30,9,9,0,0,6,140,3,0,0,6,11,95,177,76,33,40,9,0,456,0,0,4,3,3,12,24,5,4,4,0,0,60,0,0,0,16,19,98,65,17,16,5,0,6,252,0,0,12,33,22,60,27,10,5,3,0,9,175,0,0,0,3,4,6,5,0,0,0,0,4,36,0,0,0,0,0,3,9,3,3,3,0,4,29,15,3,31,385,185,202,57,9,6,3,3,31,938,0,0,5,10,11,8,0,0,0,0,0,174,199,29,4,64,478,288,587,587,292,141,134,34,243,2872,0,5,0,5,0,13,118,145,73,79,33,63,532,0,0,0,0,6,28,33,8,3,3,0,17,104,0,0,3,9,13,122,364,216,111,92,31,60,1020,0,0,0,0,3,26,40,35,9,16,0,8,141,5,4,4,8,28
LGA40430,0,0,0,3,3,8,12,10,4,9,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,22,6,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,4,0,0,0,0,0,27,0,0,0,10,7,4,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,93,36,40,6,0,0,0,0,7,194,0,0,0,0,0,0,0,0,0,0,0,23,30,4,0,20,118,50,76,50,16,9,16,3,31,394,0,0,0,0,0,4,4,11,0,0,3,6,36,0,0,0,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,10,28,12,9,11,0,10,79,0,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,3
LGA40520,0,0,6,5,3,18,91,55,16,17,10,5,220,4,0,4,15,4,28,15,3,0,0,0,5,71,0,0,0,6,5,35,70,20,10,7,3,7,161,0,0,0,4,0,9,11,4,0,4,0,0,36,0,0,0,6,10,31,14,3,4,0,3,3,80,0,0,3,36,16,18,10,0,0,0,0,0,90,0,0,0,4,0,8,3,0,0,0,0,0,19,0,0,0,0,0,4,4,4,0,0,0,0,20,9,0,31,269,55,87,18,0,0,0,0,22,500,4,0,0,3,0,3,0,0,0,0,0,63,79,18,0,42,347,103,241,250,95,35,26,16,108,1272,0,0,0,4,6,12,84,43,20,25,9,13,209,0,0,0,0,3,14,13,9,0,0,0,4,47,0,0,0,3,8,50,139,41,24,19,3,27,318,0,0,0,0,0,9,20,3,0,3,0,0,40,0,0,0,10,24
LGA40700,3,0,0,0,4,27,101,179,102,207,136,8,773,0,0,5,12,17,52,59,20,22,38,17,5,241,0,0,0,0,12,71,145,90,57,134,51,5,554,0,0,0,0,0,9,19,16,8,18,5,5,93,3,0,4,11,27,74,109,36,135,51,22,12,477,5,0,20,30,33,95,97,43,30,35,23,3,421,0,0,0,0,6,7,7,6,7,4,0,3,46,0,0,0,0,3,6,3,3,3,11,7,0,33,36,5,55,260,210,432,312,111,46,82,55,68,1676,4,0,0,8,5,6,3,0,0,3,3,270,301,56,7,82,322,318,782,861,502,416,571,325,376,4617,0,0,3,5,3,12,78,106,102,297,326,101,1035,0,0,0,3,3,24,47,33,20,35,26,18,210,3,0,4,10,5,63,210,248,244,572,260,140,1752,0,0,0,0,0,16,28,33,31,56,53,25,245,0,5,5,13,18
LGA40910,0,0,0,9,4,46,213,246,105,168,47,11,845,0,0,3,15,25,61,67,12,7,10,3,0,209,3,0,3,4,16,116,201,118,45,39,9,15,569,0,0,0,6,3,26,18,17,6,5,0,6,93,0,0,7,15,56,165,119,24,53,10,7,16,463,0,11,25,78,56,101,48,9,11,6,0,11,353,0,0,0,12,12,8,7,5,7,4,0,0,52,0,0,0,0,0,9,12,0,4,8,0,3,37,51,3,139,873,392,499,151,24,13,5,5,64,2222,3,0,7,15,8,11,11,0,0,0,0,224,278,63,17,177,1011,571,1034,853,456,244,259,74,355,5126,0,0,11,5,9,28,218,234,173,236,134,96,1143,0,0,0,14,21,57,61,33,16,14,6,19,233,3,0,10,13,17,183,577,427,211,291,70,105,1901,0,0,0,3,0,30,58,60,36,45,21,19,279,6,3,4,29,69
LGA41010,0,0,0,0,0,14,35,26,9,10,0,3,95,0,0,0,0,0,6,12,0,5,0,0,0,23,0,0,0,3,0,14,24,8,7,4,0,0,77,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,3,9,5,0,0,0,0,5,31,0,0,0,11,8,6,4,0,0,0,0,0,34,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,5,12,0,0,3,36,16,20,3,0,0,0,4,8,90,0,0,0,0,0,0,0,0,0,0,0,34,39,3,4,11,55,29,71,92,39,22,11,7,62,404,0,0,0,0,4,7,30,17,14,15,0,8,94,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,16,41,23,11,10,0,10,108,0,0,0,0,0,0,12,0,0,0,0,4,17,0,0,0,0,3
LGA41060,7,0,0,6,13,92,594,686,322,417,137,23,2288,5,0,7,31,40,146,104,31,13,15,3,9,408,3,0,4,18,26,266,443,237,110,118,25,22,1265,0,0,0,3,9,38,79,41,22,36,3,10,253,6,3,3,39,125,287,233,52,92,32,4,26,898,0,0,39,154,125,176,78,25,18,9,7,16,657,3,0,0,16,16,34,18,6,12,3,3,3,124,0,0,0,0,3,10,22,21,8,12,9,5,98,98,9,217,1810,700,951,322,42,27,23,16,143,4369,6,0,8,35,15,29,4,7,0,4,0,635,738,129,21,291,2122,1068,2024,1902,1148,617,681,211,896,11099,7,0,8,7,10,74,361,423,277,469,211,207,2052,4,0,6,25,25,93,153,62,37,31,12,43,493,4,4,5,13,30,343,1097,771,392,568,161,201,3587,0,0,5,4,10,50,145,121,69,103,32,48,578,5,4,12,43,125
LGA41140,4,0,0,10,11,32,85,46,17,18,11,3,246,3,0,4,8,10,24,14,3,0,3,0,0,70,0,0,4,7,7,52,72,27,15,14,3,0,200,0,0,0,0,0,5,7,9,0,0,0,0,27,0,0,3,4,8,43,20,4,11,3,0,3,95,0,0,7,15,19,27,11,3,3,0,0,0,88,0,0,0,0,0,3,3,0,0,5,0,0,13,0,0,0,0,0,3,7,0,0,0,0,0,15,7,0,29,149,59,65,28,0,0,0,0,12,358,0,0,0,3,0,3,5,0,0,0,0,86,102,18,4,45,201,124,265,246,93,47,45,17,115,1220,0,0,0,4,4,9,40,42,21,20,3,20,170,0,0,0,0,3,14,13,3,0,0,0,4,32,0,0,4,12,8,57,109,70,31,18,11,21,339,0,0,0,0,0,10,16,3,3,3,0,8,47,0,0,4,8,13
