LGA_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
LGA17400,11,8,0,0,17,12,3,0,3,20,38,21,13,8,87,28,35,13,9,80,25,31,14,3,69,14,22,6,3,49,19,20,3,5,44,11,8,3,0,26,23,12,14,4,48,0,3,0,0,7,193,165,68,36,466
LGA17420,88,77,28,6,197,116,115,19,9,265,586,585,204,70,1448,760,834,275,75,1943,1207,1308,440,109,3070,1113,1452,389,114,3067,2112,3154,864,189,6316,3909,6868,2227,553,13550,497,747,307,108,1668,71,92,32,11,218,10666,15367,4847,1260,32140
LGA17550,64,38,22,3,130,106,83,20,16,215,487,367,129,50,1037,532,447,172,70,1219,592,668,227,65,1549,439,562,207,55,1258,505,797,271,62,1641,336,670,272,66,1341,272,343,149,64,834,40,33,14,6,90,3457,4064,1496,456,9471
LGA17620,9,7,3,0,17,8,11,5,0,27,66,44,43,10,163,64,60,25,6,160,81,80,37,12,208,61,76,35,14,183,83,121,62,11,280,71,109,64,7,250,50,69,34,20,175,8,4,0,0,13,515,597,316,85,1508
LGA17640,3,5,0,7,11,10,6,0,0,25,33,28,13,11,90,40,49,21,14,124,47,49,23,14,125,35,35,26,10,102,57,52,25,6,141,49,62,19,11,144,30,50,19,8,112,0,0,0,0,0,331,339,154,72,891
LGA17650,5,4,3,4,13,8,7,0,0,16,37,22,13,14,81,39,28,10,4,79,45,40,27,3,114,27,20,10,11,64,25,37,15,9,95,16,35,11,4,66,17,27,9,7,49,0,0,0,0,5,210,230,106,48,595
LGA17750,30,22,14,9,79,55,27,18,14,116,283,192,102,67,643,318,297,160,67,838,412,476,189,80,1159,353,404,176,72,1004,488,588,290,87,1448,366,515,283,94,1254,195,237,129,78,645,28,20,8,7,62,2555,2805,1389,590,7342
LGA17850,0,3,0,0,9,0,3,3,0,8,12,12,10,4,34,11,16,8,4,43,18,17,15,5,54,18,10,6,0,31,10,9,4,0,23,12,10,5,0,30,11,6,7,7,27,0,4,0,0,3,103,95,52,16,271
LGA17900,5,0,0,0,4,5,5,0,3,18,20,12,8,4,47,14,9,4,0,31,10,11,9,5,36,11,11,4,0,25,13,16,6,0,32,13,8,7,0,27,18,22,11,9,62,0,0,0,0,4,115,104,59,31,305
LGA17950,0,0,0,0,0,3,5,3,0,10,10,8,5,0,25,16,16,6,6,46,10,12,8,5,28,9,7,5,0,24,8,11,12,0,31,6,12,9,4,25,10,11,8,6,29,4,0,0,0,3,79,77,54,24,237
LGA18020,11,5,0,5,20,16,6,3,0,26,46,32,19,18,119,40,53,25,4,120,51,36,25,11,124,24,28,14,0,71,26,27,20,9,84,22,20,13,3,59,22,30,16,11,78,0,7,0,0,3,276,259,146,63,744
LGA18050,19,3,5,0,30,21,15,3,0,38,106,52,16,6,179,122,105,33,9,268,207,155,40,11,408,190,170,34,12,398,383,394,76,18,876,1388,2063,730,127,4309,148,187,91,34,459,28,22,11,4,64,2647,3200,1047,218,7114
LGA18100,3,0,0,0,4,4,4,0,0,10,14,23,11,3,45,27,21,9,5,60,16,13,9,5,36,12,12,5,7,32,11,13,6,6,31,10,8,3,4,28,16,20,11,3,45,0,0,0,0,0,116,108,52,33,310
LGA18200,4,3,3,0,11,8,3,0,0,18,31,20,12,9,68,30,50,22,11,110,37,45,28,5,111,30,32,19,3,85,29,61,23,3,122,34,36,22,7,94,38,45,27,11,112,5,0,0,0,8,261,301,162,45,767
LGA18250,46,37,8,0,84,61,44,6,5,109,232,172,35,3,449,270,233,42,9,552,391,332,60,12,796,322,279,56,3,659,623,632,99,21,1373,1720,2947,874,138,5676,232,262,91,18,603,29,28,7,0,65,4011,5050,1288,208,10550
LGA18350,22,14,4,0,42,37,25,8,7,80,213,137,65,20,446,235,254,78,37,604,293,317,133,31,780,271,304,105,36,712,335,459,184,44,1014,409,603,276,83,1370,171,168,103,44,488,10,10,6,0,25,2019,2328,968,307,5623
LGA18400,33,12,5,3,63,33,23,16,3,70,213,183,82,42,515,249,272,125,64,717,357,416,200,71,1049,300,424,201,64,988,481,722,327,88,1620,488,795,417,147,1849,135,226,118,40,516,31,33,12,3,84,2360,3140,1517,533,7557
LGA18450,139,80,48,40,302,181,119,59,26,384,876,605,221,118,1827,1003,922,354,116,2392,1329,1393,470,130,3320,1162,1468,512,128,3266,1710,2519,787,186,5209,1645,3039,1154,256,6096,501,604,278,131,1511,55,69,19,6,150,8723,10931,3950,1175,24785
LGA18500,6,6,0,0,16,8,14,3,0,24,47,43,8,0,103,85,52,17,4,152,120,104,20,3,256,110,85,33,5,236,243,213,47,9,517,1271,1596,640,110,3617,144,204,99,34,484,19,19,15,0,49,2080,2370,883,171,5501
LGA18710,9,0,0,0,17,10,5,8,4,27,38,43,18,3,106,73,63,32,10,186,85,73,49,16,221,89,95,35,16,231,176,212,80,20,497,231,354,156,40,776,66,64,44,19,195,3,6,0,0,11,792,918,424,133,2260
LGA19399,0,0,4,0,4,4,0,0,0,4,8,3,0,0,20,9,5,0,0,8,3,4,0,0,14,0,3,5,0,11,3,8,4,0,9,3,0,0,0,6,0,7,9,0,20,0,0,0,0,3,48,36,21,8,108
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,10,0,3,4,14,19,9,3,0,31,49,48,33,8,145,71,69,35,8,177,73,102,40,8,220,55,68,23,12,161,77,94,33,10,219,52,66,30,3,146,45,43,21,8,119,3,4,7,0,14,468,518,224,53,1261
LGA20260,10,7,0,0,21,4,5,6,0,24,48,52,31,6,133,61,64,20,9,157,72,65,33,11,175,39,52,24,5,124,53,48,18,11,128,27,41,12,4,87,39,43,16,9,108,9,4,4,3,10,366,399,178,59,1001
LGA20570,71,51,16,11,151,109,78,32,12,229,528,417,191,63,1196,574,620,280,87,1559,640,792,288,79,1795,531,694,281,60,1570,724,1022,377,95,2211,564,908,417,106,2002,256,325,168,76,829,34,25,4,3,72,4108,4970,2061,601,11742
LGA20660,59,46,14,11,133,113,67,10,14,203,437,318,91,50,901,563,557,138,35,1284,726,813,222,41,1792,707,903,207,46,1871,1254,1707,448,96,3500,1523,2894,962,157,5534,304,419,128,47,906,42,39,20,8,102,5835,7840,2266,522,16457
LGA20740,15,21,12,5,54,43,28,17,10,88,225,178,67,28,490,213,242,93,27,569,200,247,83,25,557,147,189,87,19,442,184,224,86,22,522,139,153,93,15,396,131,125,58,15,331,7,23,4,0,34,1334,1450,617,159,3565
LGA20830,40,27,9,0,82,67,44,15,6,136,258,207,89,41,599,373,331,174,60,935,379,451,211,65,1115,292,359,158,42,853,354,447,205,76,1077,265,393,204,61,919,191,178,104,53,519,24,44,7,4,85,2293,2511,1187,424,6408
LGA20910,36,26,6,5,70,38,31,5,0,77,181,135,33,11,350,233,200,49,10,492,369,341,87,11,810,366,384,89,22,855,750,932,295,38,2012,2067,4155,1491,221,7938,289,417,203,56,958,33,44,12,3,91,4431,6736,2274,367,13810
LGA21010,5,7,3,0,21,17,11,0,5,28,79,53,24,12,156,77,60,30,11,180,65,94,28,13,196,56,53,15,12,138,64,81,38,7,190,41,58,18,8,116,46,46,20,8,126,9,7,0,0,19,471,476,181,65,1197
LGA21110,96,79,13,0,189,98,88,22,6,209,422,370,79,18,886,492,428,98,24,1042,676,577,163,16,1441,578,603,145,26,1350,1137,1324,333,44,2841,3092,6187,2258,402,11943,512,690,281,76,1556,50,78,25,0,152,7373,10618,3465,628,22080
LGA21180,296,221,110,41,673,451,350,151,77,1034,1447,1236,500,202,3389,1365,1298,462,192,3323,1344,1480,424,134,3376,1036,1220,368,122,2750,1249,1615,512,157,3532,825,1519,563,149,3051,518,567,256,154,1492,98,78,24,17,221,9135,9947,3532,1326,23938
LGA21270,3,6,4,0,7,6,0,5,0,18,41,33,5,4,91,37,25,22,5,90,37,33,13,7,88,19,20,12,5,50,24,22,13,4,63,21,23,9,7,63,25,19,9,8,62,4,0,4,0,4,220,188,103,45,554
LGA21370,33,10,4,6,50,36,16,19,4,76,209,146,78,34,468,207,187,117,51,562,237,251,112,44,643,169,215,95,27,509,199,222,126,32,572,104,174,106,24,410,130,145,66,28,368,14,16,7,5,43,1363,1413,740,262,3775
LGA21450,74,67,17,16,179,138,134,44,13,332,689,609,281,119,1695,826,963,405,150,2350,993,1241,424,157,2817,813,1049,400,118,2377,918,1287,471,126,2800,561,1044,402,143,2154,283,415,199,108,996,52,65,26,5,154,5438,6953,2696,988,16071
LGA21610,319,340,154,118,935,567,595,256,181,1601,2598,2517,1002,544,6668,2827,3277,1130,540,7777,3403,4130,1281,503,9319,2569,3340,1057,350,7313,2955,4305,1269,460,8992,1912,3315,1170,458,6851,1021,1248,601,406,3278,174,192,66,41,468,18877,23706,8204,3761,54550
LGA21670,10,9,5,0,28,21,16,5,0,46,97,58,34,13,200,74,73,36,9,192,66,77,22,10,174,50,36,17,5,102,45,49,16,8,110,17,24,12,3,60,39,39,19,10,102,4,4,0,0,15,423,396,168,62,1050
LGA21750,16,20,3,0,41,28,11,8,3,59,123,92,36,14,264,128,132,73,19,353,141,160,69,18,385,83,116,48,21,274,106,103,78,27,317,46,94,58,21,223,57,64,49,11,189,7,6,9,0,22,761,808,433,148,2151
LGA21830,12,6,7,3,24,18,11,12,0,47,81,67,43,15,209,89,83,53,15,238,74,68,51,24,221,81,65,36,15,195,89,97,37,10,230,44,64,52,20,178,57,48,46,27,171,10,4,11,0,28,554,531,345,145,1574
LGA21890,114,83,25,7,222,188,116,23,23,340,655,441,140,44,1287,734,582,162,45,1528,848,730,172,42,1795,722,762,170,40,1690,1188,1476,328,56,3053,1490,2680,751,118,5037,290,362,127,49,816,53,34,20,4,112,6445,7388,1961,443,16246
LGA22110,36,16,12,3,71,55,44,24,4,124,270,175,109,36,588,293,247,95,52,685,268,275,117,38,704,171,237,92,20,522,181,231,96,36,540,110,159,72,20,359,151,146,78,31,410,20,12,4,3,44,1599,1559,707,246,4111
LGA22170,68,44,28,6,151,116,81,25,13,234,633,468,180,65,1339,796,799,299,94,1979,1066,1147,363,71,2649,938,1091,346,72,2446,1162,1512,481,108,3262,855,1313,475,111,2754,372,434,187,81,1067,53,61,26,10,149,6175,7001,2425,635,16241
LGA22250,16,3,3,0,21,12,10,9,0,40,53,49,30,6,138,65,50,26,15,149,69,57,35,10,179,50,34,24,9,121,38,41,20,7,102,26,34,11,14,83,21,35,16,10,85,11,3,6,0,19,371,320,184,72,947
LGA22310,77,30,16,4,127,111,86,17,21,238,488,349,71,49,960,549,457,118,58,1182,764,719,174,42,1698,718,763,177,47,1705,1247,1567,399,74,3279,2294,4341,1473,242,8354,325,452,204,86,1069,56,66,30,10,160,6790,8930,2699,642,19064
LGA22410,13,5,11,0,33,25,10,3,0,44,116,75,30,12,236,110,118,44,23,292,114,148,39,10,314,99,85,28,7,220,101,117,39,12,268,65,82,36,11,192,88,66,26,7,191,8,3,4,0,18,761,721,279,91,1852
LGA22490,21,8,15,0,47,22,15,10,0,57,122,111,36,24,296,142,178,85,37,436,174,265,126,40,605,171,217,110,24,520,171,318,130,42,660,131,247,120,34,531,80,126,75,30,305,15,17,6,0,36,1072,1522,716,229,3541
LGA22620,84,48,16,10,162,126,91,42,24,287,562,441,191,82,1278,671,665,290,98,1725,765,923,365,114,2170,634,756,334,89,1814,822,1050,413,116,2399,492,789,419,107,1812,323,339,177,90,921,43,34,18,7,105,4604,5191,2275,752,12826
LGA22670,297,191,99,55,639,412,298,149,75,933,1439,1076,417,206,3135,1299,1208,386,175,3063,1220,1203,379,148,2959,791,896,277,90,2065,862,1103,331,107,2401,483,825,267,106,1685,405,395,179,131,1105,79,69,30,19,189,7688,7574,2663,1211,19135
LGA22750,166,88,36,16,305,250,166,49,33,493,1185,853,320,130,2483,1398,1309,460,178,3353,1765,1940,677,211,4580,1416,1843,600,136,3991,2043,2782,978,203,6006,1701,2756,1182,275,5910,666,789,388,127,1962,91,81,30,4,213,10863,12757,4771,1331,29719
LGA22830,55,54,26,36,167,69,53,39,28,198,357,281,137,80,853,425,435,158,85,1098,430,476,178,60,1152,342,366,165,54,928,367,500,197,46,1111,255,397,176,55,885,169,226,92,68,553,31,30,11,19,87,2576,2885,1222,574,7258
LGA22910,17,6,5,3,30,19,19,7,0,44,91,60,28,9,188,88,93,39,5,230,81,86,32,9,204,77,64,30,8,180,65,91,39,11,204,64,78,34,12,184,50,46,25,11,126,8,8,3,0,15,559,556,246,67,1434
LGA22980,3,3,0,0,10,10,5,5,0,18,32,28,17,10,85,27,32,26,4,86,37,37,11,8,87,30,11,5,3,49,19,22,16,6,57,30,17,16,0,59,22,8,6,0,45,0,4,0,0,4,211,177,92,33,525
LGA23110,73,39,21,16,153,91,64,22,11,186,391,261,95,41,792,458,371,103,44,980,559,529,148,38,1272,515,529,136,43,1224,822,1068,267,58,2215,1175,2016,564,108,3860,228,256,102,53,635,34,28,14,5,76,4442,5223,1513,443,11623
LGA23190,10,8,3,0,16,27,14,3,3,48,103,92,42,8,248,111,129,57,20,319,132,154,69,12,358,119,117,60,16,312,127,141,65,12,349,92,92,52,13,249,52,78,45,12,189,4,7,0,0,13,798,842,398,101,2139
LGA23270,307,394,233,165,1092,483,515,290,187,1477,1830,1845,901,492,5071,1817,2060,795,404,5079,1944,2289,779,371,5381,1406,1761,622,224,4013,1665,2229,754,313,4962,1089,1792,733,276,3892,599,767,400,269,2034,129,177,80,48,434,11773,14378,5967,3012,35130
LGA23350,7,9,0,0,16,13,3,9,0,23,66,55,27,10,161,82,98,36,13,233,105,135,64,14,319,98,103,46,14,268,106,151,69,16,342,94,119,44,8,271,60,82,48,22,213,10,7,0,0,20,662,767,349,105,1886
LGA23430,91,60,15,5,176,176,73,25,6,282,657,468,122,29,1275,780,743,191,49,1766,1075,1124,278,48,2517,1003,1255,302,42,2601,1602,2188,558,100,4447,1795,3141,944,167,6055,377,474,182,51,1091,50,66,20,9,139,7786,9679,2662,514,20643
LGA23670,125,100,23,8,253,194,131,33,11,373,875,679,185,51,1791,1050,996,291,77,2405,1359,1380,374,91,3206,1214,1399,394,72,3073,1623,2301,545,105,4579,1340,2314,783,163,4602,455,504,217,71,1246,59,46,20,4,126,8480,9984,2906,650,22010
LGA23810,68,39,18,13,135,94,70,29,12,210,391,254,108,57,816,404,364,145,67,976,414,523,179,56,1167,337,422,143,45,950,410,520,189,51,1171,344,533,216,58,1145,240,257,117,56,671,27,30,13,10,76,2804,3056,1175,439,7471
LGA23940,3,11,0,3,24,13,10,3,3,34,37,37,22,10,110,49,49,26,11,132,30,41,21,11,101,25,28,12,6,66,20,24,9,3,57,20,15,15,4,44,29,35,3,11,79,7,0,3,0,14,234,256,123,62,671
LGA24130,13,7,10,0,31,31,23,10,0,68,169,145,59,24,388,214,283,106,27,630,300,379,137,44,860,281,374,136,29,816,464,690,252,46,1454,469,923,369,104,1865,190,229,94,27,543,18,21,6,0,50,2178,3107,1183,308,6774
LGA24210,125,106,17,7,256,205,143,34,7,389,627,529,140,25,1319,703,676,187,27,1584,825,880,213,35,1953,657,771,210,38,1678,1072,1520,361,57,3011,1598,2780,921,180,5482,431,478,194,49,1153,47,63,20,3,135,6560,8152,2341,435,17484
LGA24250,5,5,0,0,7,5,4,4,0,19,40,30,24,3,98,41,58,32,9,140,60,58,26,6,148,33,51,22,7,109,47,57,26,8,131,29,32,18,8,96,40,46,29,12,124,9,3,0,0,11,314,352,181,50,896
LGA24330,77,39,17,0,137,94,64,26,6,194,430,261,68,20,777,388,292,77,22,784,454,366,87,28,928,395,408,104,6,921,687,828,180,36,1733,956,1537,350,40,2894,152,171,77,31,423,32,14,5,0,56,3770,4045,1009,215,9039
LGA24410,75,76,16,10,180,121,105,31,21,274,511,388,149,52,1095,648,582,185,54,1471,803,877,235,60,1974,757,937,270,64,2023,1098,1575,484,97,3256,1111,1845,658,125,3728,266,363,155,44,824,39,50,10,3,107,5549,6861,2219,527,15161
LGA24600,61,26,5,8,107,76,38,8,11,122,307,134,15,15,474,346,157,27,21,549,486,228,31,8,765,357,150,29,12,552,636,361,43,15,1059,1207,911,184,28,2326,198,148,30,19,393,12,9,5,3,24,3826,2234,392,158,6608
LGA24650,172,195,71,49,492,277,291,126,72,766,1128,1229,500,211,3061,1314,1579,576,269,3744,1532,2002,639,196,4374,1157,1562,502,160,3382,1349,2119,676,196,4336,982,1773,653,210,3617,444,547,274,193,1460,94,125,45,29,294,8701,11664,4173,1659,26188
LGA24780,45,33,18,9,107,64,39,29,15,151,282,238,119,69,703,340,326,129,52,843,351,374,141,52,918,247,317,123,31,715,294,364,156,52,864,185,273,113,38,613,163,188,118,61,534,22,24,16,9,73,2063,2214,983,402,5667
LGA24850,34,31,8,0,73,70,40,14,9,139,246,232,85,34,594,332,341,165,45,885,388,447,174,62,1073,313,368,130,50,861,378,434,201,65,1084,232,350,157,49,788,167,216,92,39,511,25,26,15,4,71,2239,2505,1076,373,6184
LGA24900,20,22,3,3,49,40,32,20,10,88,137,124,56,29,335,154,180,74,36,447,162,175,79,22,437,132,143,79,24,382,115,156,96,33,399,76,94,78,26,272,84,98,55,23,264,19,12,6,4,42,962,1063,548,215,2783
LGA24970,182,101,44,5,333,269,187,56,10,518,1000,764,180,31,1980,1029,985,208,40,2266,1224,1339,268,50,2878,1043,1260,271,38,2618,1747,2344,463,80,4627,2201,3812,935,153,7097,543,666,189,54,1454,76,72,19,5,168,9603,11791,2689,485,24572
LGA25060,65,30,12,3,106,103,62,27,11,201,458,263,90,20,832,440,411,126,17,995,616,617,170,44,1449,614,674,177,40,1501,1045,1430,360,53,2883,1663,3067,1053,163,5950,276,315,122,47,761,54,51,28,3,137,5436,7002,2209,416,15068
LGA25150,21,8,0,0,33,21,29,16,3,78,164,138,74,22,399,197,226,105,28,551,278,342,122,25,770,218,287,118,30,655,320,429,142,33,928,254,385,156,49,844,112,132,66,31,334,14,25,9,0,48,1629,2026,814,228,4703
LGA25250,125,104,51,32,316,193,120,69,28,415,715,489,235,111,1551,770,660,211,94,1744,986,924,247,92,2248,798,859,206,60,1922,1348,1780,361,74,3562,1741,2632,717,132,5219,302,349,144,66,849,60,61,24,24,168,7227,8126,2337,758,18455
LGA25340,69,36,10,5,126,110,79,31,6,224,616,464,182,42,1313,741,784,288,65,1874,976,1133,376,89,2573,814,1101,371,75,2361,1172,1719,565,103,3562,1187,2086,882,197,4346,468,592,284,100,1439,60,67,17,6,155,6319,8122,3028,703,18170
LGA25430,17,12,0,0,26,22,12,0,0,35,111,65,20,7,210,97,111,28,12,255,113,136,34,14,299,86,121,23,11,244,114,132,38,11,296,83,93,41,11,230,74,66,25,3,163,10,9,0,0,19,736,768,218,77,1798
LGA25490,9,4,3,0,15,16,14,4,0,38,87,62,38,16,199,93,129,52,19,291,101,131,61,32,322,90,117,54,14,274,81,105,61,22,275,70,98,70,19,260,64,80,54,16,213,11,13,5,0,26,631,763,406,152,1950
LGA25620,11,11,0,5,23,18,10,3,3,34,83,65,31,5,178,81,75,33,3,186,104,83,46,16,254,66,94,22,9,192,76,87,34,7,208,41,65,21,10,131,59,62,23,11,161,9,7,0,0,18,555,564,222,66,1414
LGA25710,26,10,4,4,41,52,12,14,4,78,195,146,51,9,394,248,277,98,21,633,356,450,144,31,985,372,529,174,26,1099,696,1064,348,51,2160,921,1768,692,118,3496,194,294,121,52,659,31,31,9,6,72,3123,4616,1664,316,9717
LGA25810,17,5,9,0,32,17,4,3,0,24,65,49,24,5,147,66,63,25,9,164,65,80,34,12,189,47,46,20,6,114,54,50,22,10,140,24,31,26,5,87,37,46,21,3,114,9,6,5,0,12,407,394,189,52,1042
LGA25900,35,14,9,0,58,52,29,9,7,90,203,90,17,16,324,225,124,37,13,397,324,217,41,20,605,286,202,50,12,548,578,469,82,11,1142,1558,1852,501,70,3971,177,195,67,12,447,22,24,7,5,51,3527,3233,818,166,7752
LGA25990,11,6,0,0,10,16,11,5,0,26,42,23,15,5,90,37,43,14,11,110,33,42,14,8,95,30,30,8,5,71,31,33,8,5,80,12,23,15,11,52,25,30,14,12,73,5,3,0,0,11,239,243,99,57,641
LGA26080,3,0,0,0,3,0,0,0,0,0,12,6,0,0,12,19,12,0,0,27,14,6,6,0,28,8,13,6,0,27,23,17,6,0,44,19,39,9,0,66,12,13,6,4,34,0,0,0,0,0,105,101,38,3,249
LGA26170,21,4,8,3,30,37,26,12,3,79,151,104,66,26,343,136,188,105,25,456,172,191,97,36,501,109,153,86,30,372,160,206,106,29,505,119,120,67,26,338,106,97,70,25,293,16,19,4,0,42,1066,1130,624,207,3026
LGA26260,13,14,3,3,28,16,10,3,8,38,97,69,36,14,215,116,98,43,19,269,95,99,47,22,258,77,90,38,14,219,66,83,62,8,212,52,75,41,13,182,55,49,42,14,156,11,4,0,0,19,606,605,314,102,1631
LGA26350,26,16,0,4,46,53,19,10,0,80,187,83,19,9,303,222,125,31,5,379,275,211,37,8,529,254,226,49,6,535,558,471,112,15,1146,1696,2528,903,157,5285,207,283,150,39,674,27,32,9,0,68,3576,4041,1329,237,9180
LGA26430,12,7,0,0,16,13,10,10,5,30,58,40,17,5,116,60,64,19,11,153,73,54,24,6,157,34,39,16,9,94,52,58,28,10,150,47,45,24,8,115,33,33,18,6,93,6,0,0,0,12,392,346,157,56,958
LGA26490,12,11,3,4,32,23,22,6,0,49,108,78,34,7,233,148,157,61,14,373,192,277,103,11,591,226,299,83,23,629,298,504,202,32,1035,324,594,306,52,1276,126,173,71,20,395,14,24,0,0,40,1490,2171,871,169,4700
LGA26610,21,6,4,0,28,29,25,14,3,75,111,83,52,27,271,122,112,58,21,310,125,143,75,24,365,98,108,65,14,290,99,105,48,17,266,58,88,53,14,214,67,63,33,21,180,7,9,3,0,24,758,755,424,144,2086
LGA26670,8,3,0,0,11,7,0,0,0,13,31,28,21,3,89,32,30,16,5,83,34,34,12,5,84,18,34,14,5,71,26,32,14,4,77,20,24,13,4,58,34,23,5,0,62,0,0,0,0,3,221,210,108,31,567
LGA26700,20,14,8,0,41,32,16,13,0,59,154,97,53,21,320,163,174,60,27,426,179,231,88,21,513,142,168,90,21,420,179,205,96,24,505,113,163,79,21,371,82,103,68,22,284,13,10,7,0,23,1093,1194,563,158,3002
LGA26730,18,9,0,0,30,31,8,8,0,50,173,133,51,20,377,191,173,78,26,471,279,264,87,31,660,182,219,98,26,528,229,311,131,26,692,144,247,122,22,538,82,81,67,21,255,9,7,0,0,22,1361,1467,647,174,3654
LGA26810,30,21,4,9,67,55,37,16,14,118,217,163,83,44,506,219,236,101,34,596,240,269,132,42,684,188,212,104,25,528,216,299,122,33,677,181,274,122,41,614,147,176,88,42,452,18,16,13,0,43,1548,1736,795,286,4370
LGA26890,0,6,0,0,3,4,0,5,0,15,27,19,8,4,57,18,21,13,3,52,13,21,12,0,40,16,14,13,4,42,18,21,5,3,43,16,8,18,0,43,13,14,8,5,41,4,0,0,0,4,135,121,81,22,359
LGA26980,151,118,16,9,292,235,166,29,11,446,852,540,114,29,1529,840,751,147,32,1778,1075,1048,208,37,2369,871,1060,240,47,2213,1457,2126,507,81,4172,1938,3739,1140,206,7027,422,546,185,43,1202,31,48,15,4,97,8183,10304,2644,499,21628
LGA27070,285,247,125,44,702,370,375,154,73,979,1688,1546,539,221,3986,1755,2042,618,218,4636,2058,2563,792,209,5623,1584,1974,637,145,4340,1884,2704,818,191,5596,1078,2004,739,204,4024,585,692,283,159,1719,122,130,60,14,324,11763,14619,4915,1587,32887
LGA27170,12,12,3,0,29,27,23,16,4,64,199,157,58,31,444,235,228,112,43,625,326,381,137,50,904,257,296,131,34,717,313,372,128,30,846,169,270,115,30,593,106,124,68,29,328,8,16,3,3,30,1667,1898,789,264,4628
LGA27260,301,295,127,75,804,490,481,204,113,1285,2048,2082,682,380,5187,2296,2537,782,353,5972,3024,3284,889,338,7534,2076,2456,612,245,5384,2829,3561,784,311,7487,2421,3337,787,253,6794,768,913,421,264,2361,148,164,42,21,372,16815,19468,5505,2487,44282
LGA27350,39,22,17,7,81,45,45,13,7,109,152,59,22,22,259,175,105,30,6,316,268,139,34,3,445,230,173,25,3,430,499,398,61,7,963,1255,1489,381,37,3164,132,123,55,15,331,22,15,6,4,46,2870,2609,644,133,6254
LGA27450,78,65,22,9,170,125,81,49,11,270,701,591,193,67,1558,855,1072,341,121,2393,1199,1409,513,157,3276,1069,1371,475,115,3034,1462,1921,651,156,4192,1164,1820,703,194,3883,462,563,265,118,1408,65,65,35,15,178,7287,9046,3276,975,20583
LGA27630,15,4,4,0,19,5,3,4,0,14,30,28,10,10,81,29,32,16,9,92,30,35,20,13,97,17,16,11,4,52,23,21,9,3,57,17,6,20,0,43,22,17,13,7,58,0,0,0,0,0,209,174,111,44,537
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,5,0,0,0,0,6,0,0,0,0,0,12,10,0,0,24
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,3,0,0,3,9,10,5,0,0,16,11,4,3,4,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,46,20,15,14,92
LGA30300,8,0,0,0,11,5,7,7,0,18,17,15,15,4,52,20,23,8,3,57,23,25,16,4,60,18,21,7,0,55,14,15,5,3,40,13,6,11,4,36,25,42,13,10,88,8,0,0,0,9,161,162,79,33,436
