LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA35790,11,23,27,33,44,154,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,6,10,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,18,6,10,0,3,68,10,10,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,10,0,0,0,0,21,0,0,0,0,0,0,0,44,59,37,44,46,158,383,36,54,52,54,48,160,398,0,3,3,0,0,0,12,6,3,3,0,0,0,20,11,9,5,3,0,0,29,10,9,4,3,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,9,4,3,0,3,30,0,0,0,0,0,0,0,9,5,0,0,0,0,14,0,0,0,0
LGA35800,220,222,81,61,44,32,653,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,0,4,0,0,0,17,9,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,14,11,14,0,0,0,0,26,3,0,0,0,0,0,9,252,235,82,57,46,33,709,194,226,85,46,20,20,595,12,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,17,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0
LGA36070,16,36,24,17,6,29,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,0,3,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,9,8,0,3,4,33,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,47,28,17,14,36,164,27,57,28,32,14,24,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,8,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,9,13,8,3,0,0,38,0,3,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0
LGA36150,92,117,51,46,27,4,338,4,3,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,4,17,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,17,4,0,0,0,0,17,5,3,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,10,13,7,0,0,0,0,18,0,0,0,0,0,0,0,118,136,51,43,26,4,381,91,107,34,33,17,9,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,5,0,0,0,0,29,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA36250,6254,14861,7597,8623,3662,1571,42571,1618,804,126,53,16,10,2626,829,824,285,132,41,12,2119,2449,1628,406,184,58,23,4749,713,366,104,32,3,4,1217,61,92,26,5,0,0,185,48,64,14,0,0,0,125,..,..,..,..,..,..,..,14,20,5,0,0,0,43,838,537,142,39,0,12,1566,143,75,10,0,0,0,228,0,0,0,0,0,0,6,13,17,7,7,0,0,46,162,92,19,9,7,3,277,3,3,6,5,0,0,10,9706,17114,8161,8852,3730,1606,49171,6884,15861,7958,8661,3529,1669,44556,1386,836,142,61,22,13,2457,947,896,397,186,40,11,2471,2326,1732,536,250,64,21,4931,1124,570,120,53,15,4,1885,87,135,15,11,0,0,249,110,103,13,3,0,0,229,..,..,..,..,..,..,..,5,0,0,0,0,0,5,1326,807,156,60,12,5,2363,222,109,5,3,0,0,342,4,5,0,0,6,0,9,6,9,3,4
LGA36300,64,110,43,38,28,6,284,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,15,0,0,0,0,0,0,6,87,116,43,38,28,6,311,74,107,34,36,16,3,275,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA36370,5048,8395,4066,3670,1705,993,23881,395,201,46,27,9,4,682,87,46,11,4,3,0,158,489,240,57,32,13,4,838,1158,538,187,86,33,9,2009,44,16,12,4,0,0,76,34,48,4,4,0,0,93,..,..,..,..,..,..,..,8,4,0,0,0,0,14,1242,608,198,94,34,14,2188,101,53,10,4,4,6,179,10,10,3,0,0,0,24,15,15,9,3,0,0,40,125,84,17,6,4,5,245,8,0,0,3,0,0,15,6903,9331,4350,3805,1756,1017,27162,5398,8723,4200,3918,1711,907,24864,845,418,105,66,12,7,1446,332,129,40,21,0,0,525,1177,545,148,82,13,7,1969,640,257,91,41,12,3,1044,21,11,3,0,0,0,39,45,36,8,0,0,0,80,..,..,..,..,..,..,..,7,3,0,4,0,0,13,707,307,97,47,17,3,1178,117,30,3,5,4,0,152,19,12,4,6,0,0,33,8,12,0,9
LGA36510,2383,4941,1891,1799,909,512,12435,141,70,11,4,4,0,219,29,27,13,0,0,0,72,175,98,21,4,6,0,297,179,71,18,3,0,0,270,28,8,4,0,0,0,45,5,4,0,0,0,0,10,..,..,..,..,..,..,..,12,7,0,0,0,0,18,218,87,17,4,0,5,333,87,37,3,4,0,0,136,16,12,4,0,0,0,30,9,13,4,0,3,0,35,116,64,12,6,3,0,201,0,3,0,0,3,0,8,2894,5191,1939,1814,917,517,13276,2521,5169,1993,1984,895,542,13098,271,97,31,8,4,0,411,52,31,7,3,0,0,89,319,121,45,14,4,0,506,113,31,8,5,0,0,156,39,5,0,0,0,0,46,0,3,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,3,152,41,11,5,0,0,202,80,45,12,0,5,0,136,5,8,3,0,0,0,23,10,21,4,3
LGA36580,1507,2959,1123,1055,535,301,7482,14,17,5,3,0,0,39,0,0,0,0,0,0,4,15,17,6,3,0,0,46,61,32,9,8,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,61,30,9,8,0,0,106,112,41,3,0,4,0,163,0,9,0,7,0,0,14,5,0,0,0,0,0,8,122,47,8,5,0,3,186,3,0,0,0,0,0,3,1708,3050,1145,1072,537,306,7817,1822,3150,1235,1123,580,369,8281,29,20,8,4,6,0,73,0,5,0,0,3,0,11,28,24,6,4,7,0,82,22,9,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,5,8,0,0,0,42,44,21,0,4,0,0,76,0,5,0,3,0,0,9,6,5,0,0
LGA36630,2538,4486,1430,1352,706,422,10928,29,26,0,3,0,0,63,0,3,0,0,0,0,7,29,28,0,3,0,0,67,411,182,37,14,7,6,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,3,0,0,0,0,3,413,187,37,14,7,6,666,58,50,4,0,0,0,112,12,11,0,3,0,0,24,5,14,0,0,0,0,20,75,76,4,8,0,3,163,25,9,4,0,0,0,29,3075,4784,1477,1378,712,427,11862,2833,4664,1473,1243,668,394,11278,217,62,21,7,3,0,311,3,5,0,0,0,0,13,222,66,21,7,3,0,326,276,94,24,10,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,275,93,24,10,0,0,407,92,32,0,6,3,0,137,22,12,3,0,0,0,44,3,15,0,0
LGA36660,2736,4688,1644,1503,752,461,11791,141,79,23,9,5,0,257,10,4,5,0,0,0,11,149,80,23,9,5,0,271,449,147,26,14,5,0,643,6,0,0,0,0,0,8,5,0,0,0,0,0,5,..,..,..,..,..,..,..,0,0,0,0,0,0,0,456,150,26,14,5,0,651,36,14,3,0,0,0,53,12,12,0,4,3,0,36,18,17,9,5,0,0,43,71,39,13,5,3,5,130,0,8,5,5,0,0,21,3407,4968,1710,1543,765,465,12860,2940,4821,1629,1489,724,440,12047,426,179,43,10,0,0,659,21,15,7,6,0,0,44,447,189,50,19,5,0,708,238,69,22,8,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,241,68,22,8,6,0,336,84,28,5,0,3,3,125,9,6,4,0,0,0,27,12,13,4,0
LGA36720,12102,28682,12378,13229,5435,2294,74113,3158,2527,377,153,39,14,6269,1224,1500,552,266,54,12,3611,4383,4029,928,422,96,29,9881,2810,1978,498,144,45,13,5486,920,1015,227,76,17,3,2266,1285,1831,390,159,25,0,3693,..,..,..,..,..,..,..,89,42,12,8,0,5,153,5101,4867,1129,391,88,20,11601,1035,605,51,24,10,4,1732,30,26,10,3,3,0,75,38,41,14,11,6,3,124,1109,671,75,47,25,15,1931,21,17,8,0,6,5,45,22701,38260,14514,14086,5650,2358,97578,12762,30229,13562,14720,6009,2691,79968,3988,3152,506,197,52,17,7922,1912,2229,860,462,115,32,5611,5902,5384,1359,660,172,47,13523,2521,1618,525,215,54,20,4952,1039,1055,265,98,20,7,2491,2017,2615,514,203,55,17,5417,..,..,..,..,..,..,..,29,13,7,0,0,0,50,5609,5307,1308,516,131,43,12915,914,491,41,21,4,3,1473,20,14,8,0,0,0,42,19,31,6,10
LGA36820,1904,3367,1070,987,485,300,8109,73,33,8,10,4,0,124,11,5,0,0,0,0,11,80,38,8,10,4,0,135,345,155,34,14,0,8,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,9,0,0,0,0,0,8,353,159,34,14,0,8,571,123,74,4,5,0,0,207,10,9,7,0,5,0,32,19,14,11,4,0,0,45,156,97,18,8,0,0,281,3,9,3,0,0,0,8,2496,3661,1134,1017,493,308,9112,2081,3512,1086,1016,462,296,8459,140,65,6,8,0,0,220,30,7,0,3,0,0,40,166,71,8,9,0,0,260,258,116,29,7,0,7,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,258,114,29,7,0,7,411,123,44,6,0,0,0,170,8,8,3,0,0,0,18,8,13,3,0
LGA36910,9521,17566,7413,7193,3630,1897,47218,952,563,144,67,31,13,1769,203,174,58,32,7,3,478,1154,732,205,96,43,19,2248,3041,1418,370,158,47,15,5059,63,23,6,3,0,0,91,119,64,13,4,6,0,206,..,..,..,..,..,..,..,8,4,0,0,0,0,15,3234,1514,391,170,54,15,5375,129,55,3,0,3,0,192,14,14,3,0,0,0,31,25,30,8,7,3,4,71,161,98,18,16,4,4,291,25,12,0,10,3,0,53,14100,19924,8019,7480,3731,1932,55184,9811,18094,7546,7335,3641,1976,48402,2945,1568,387,141,47,16,5098,699,437,150,51,18,6,1366,3639,2008,536,197,65,28,6465,1409,748,194,93,33,17,2491,52,12,0,0,0,0,65,39,25,3,0,0,0,72,..,..,..,..,..,..,..,4,4,0,0,0,0,6,1500,793,199,94,33,17,2634,106,54,7,4,0,5,173,13,13,0,0,4,0,28,26,35,18,24
LGA36950,84,80,69,81,61,110,491,18,19,12,6,5,7,59,19,24,13,13,3,16,90,42,41,31,15,9,15,150,34,43,17,13,0,11,124,4,5,0,0,0,0,6,7,3,0,0,0,0,10,..,..,..,..,..,..,..,4,7,3,0,3,0,13,48,50,23,16,9,10,150,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,3,0,0,12,7,3,0,3,0,0,18,0,0,0,0,0,0,0,173,181,127,116,77,140,817,164,170,90,100,66,138,726,8,6,6,6,3,4,26,11,12,3,4,3,0,33,16,12,10,13,8,5,60,29,17,14,9,9,8,87,0,6,6,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,19,18,12,9,8,98,0,0,0,0,0,0,6,7,0,0,0,0,0,16,0,0,0,0
LGA36960,161,163,124,104,115,216,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,5,10,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,15,5,10,0,3,40,11,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,18,0,0,0,0,0,0,0,186,179,132,110,117,220,944,180,167,135,124,108,213,923,15,9,9,13,4,5,51,0,0,0,0,0,0,0,14,8,9,13,9,5,53,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,7753,17143,9350,8848,3986,2113,49194,897,681,233,107,33,16,1962,529,569,201,104,36,23,1453,1424,1248,429,215,63,37,3414,3064,1690,488,177,46,13,5469,460,505,133,51,6,3,1159,348,478,136,54,6,0,1020,..,..,..,..,..,..,..,30,18,3,0,0,3,58,3897,2696,762,276,60,22,7705,271,233,14,10,5,0,534,16,9,3,0,0,3,31,22,12,9,5,0,0,50,310,248,22,16,11,6,615,10,22,6,6,3,0,49,13400,21358,10566,9362,4115,2172,60970,9115,18906,9791,9230,4070,2050,53162,2429,1153,304,133,39,11,4077,1312,907,304,123,40,10,2700,3740,2063,616,253,84,23,6777,1175,595,143,63,21,11,2012,658,552,105,40,11,0,1369,592,639,160,64,16,0,1463,..,..,..,..,..,..,..,9,0,0,0,0,0,12,2433,1788,408,159,50,19,4856,271,176,23,9,3,3,485,8,8,5,5,0,0,36,15,8,6,0
LGA37300,66,190,111,150,74,50,642,15,11,4,10,5,0,38,48,71,19,8,4,0,147,63,82,20,15,4,0,184,44,68,31,12,4,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,44,68,31,12,4,0,161,10,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,4,4,0,0,0,12,0,0,0,0,0,0,0,182,341,169,178,81,51,1002,77,185,128,199,76,57,724,35,61,26,26,9,0,159,61,77,34,20,3,0,192,97,135,62,47,13,0,356,31,10,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,31,10,0,0,0,0,44,9,5,0,0,0,0,22,6,3,0,0,0,0,9,0,0,0,0
LGA37310,2268,3793,1466,1468,804,450,10238,58,45,10,4,6,5,118,5,4,3,0,0,0,15,66,49,12,4,3,5,134,260,87,15,7,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,3,264,87,15,7,0,3,379,86,40,3,4,0,3,149,9,0,3,0,3,0,16,7,8,4,0,0,0,24,106,49,11,10,8,0,183,0,3,3,6,0,0,14,2695,3982,1502,1499,819,450,10950,2336,3839,1485,1462,799,407,10332,243,116,41,31,14,6,444,5,6,7,4,0,0,26,251,121,44,28,10,6,466,219,101,15,13,8,0,355,0,0,0,0,0,0,0,0,6,0,0,0,0,6,..,..,..,..,..,..,..,4,0,0,0,0,0,4,218,103,15,13,8,0,362,34,19,5,0,0,0,59,8,0,0,0,0,0,15,17,6,8,3
LGA37340,1508,3289,1337,1269,540,229,8172,74,114,34,15,10,5,251,100,150,47,46,7,0,347,173,259,81,59,23,6,602,617,398,131,55,15,10,1226,92,97,23,13,6,0,221,38,39,10,8,0,0,98,..,..,..,..,..,..,..,9,5,0,0,0,0,11,759,533,165,79,18,10,1559,225,167,19,10,6,3,429,25,14,3,0,3,0,42,4,7,10,0,0,0,24,255,196,28,13,5,3,495,12,5,0,3,0,0,24,2702,4281,1608,1418,596,245,10851,1878,3430,1414,1314,606,250,8897,229,126,31,34,10,3,428,201,173,71,33,12,6,490,429,300,97,68,18,7,917,401,227,70,48,18,5,764,81,65,9,3,0,0,162,10,25,3,0,0,0,42,..,..,..,..,..,..,..,0,0,0,0,0,0,4,498,315,81,52,18,10,979,131,81,6,3,0,3,231,4,8,0,0,0,0,17,15,14,3,0
LGA37400,141,167,64,52,27,20,466,14,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,15,11,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,7,0,0,0,0,23,8,12,0,0,0,0,13,13,8,0,0,0,0,19,0,0,0,0,0,0,0,22,12,0,0,0,0,40,4,7,0,0,0,0,12,185,198,64,52,34,20,546,127,151,46,34,17,10,394,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,0,0,0,0,0,23,27,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
LGA37550,38,23,21,24,16,52,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,3,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,11,13,3,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,34,28,27,59,226,48,35,31,35,23,40,210,9,15,3,0,0,0,31,0,0,0,0,0,0,0,9,15,3,0,0,0,31,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,6,12,7,7,13,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,11,11,13,13,70,4,17,13,11,8,12,64,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,19,29,40,44,40,172,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,14,3,0,0,4,31,9,4,0,0,0,0,10,6,13,0,3,0,5,26,0,0,0,0,0,0,0,15,19,3,4,0,5,41,0,0,0,0,0,0,0,42,58,47,47,42,176,421,13,36,47,39,37,151,325,4,7,8,5,9,19,50,0,4,0,0,0,0,6,4,4,8,3,9,19,55,13,12,6,4,4,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,12,6,4,4,7,35,0,0,0,0,0,0,3,11,9,11,3,0,13,51,0,0,0,0
