LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA36070,0,0,11,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,10,9,9,5,3,0,0,58,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,0,0,0,0,7,0,0
LGA36150,0,3,40,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,4,16,28,11,7,9,0,7,93,3,0,0,0,0,8,9,3,5,3,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,5,0,0
LGA36250,304,60,3249,0,0,7,21,45,182,161,66,42,34,31,17,614,0,0,0,11,22,173,744,400,250,164,154,38,1957,0,0,0,8,9,26,74,64,42,42,35,12,303,5,0,13,41,64,367,532,268,77,97,79,46,1583,0,9,24,153,159,342,212,58,23,29,29,18,1058,8,0,0,18,22,37,54,24,5,7,13,19,202,0,0,0,0,5,10,28,25,14,14,4,11,114,186,93,118,797,1864,1674,898,182,93,68,88,233,6299,6,0,0,15,26,8,16,6,4,0,0,839,923,215,109,159,1067,2233,2891,3316,1963,1219,1106,744,1285,16306,4,0,0,11,10,56,467,795,804,1269,980,390,4789,0,0,0,7,13,72,165,110,71,53,49,50,584,6,3,0,6,19,192,1389,1193,1082,886,740,345,5858,0,0,0,0,5,27,147,148,156,143,97,71,798,0,4,13,22,37,408,966,567,241,333,267,181,3036,0,3
LGA36300,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,4,12,22,21,12,6,3,0,7,95,0,0,0,0,0,5,0,3,4,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,0,0
LGA36370,180,38,1688,0,0,0,19,18,69,76,19,8,11,8,7,244,0,4,0,9,26,118,401,197,127,75,45,14,1010,0,0,0,3,4,20,60,34,15,17,10,4,175,0,0,5,20,42,212,310,92,32,40,36,22,808,0,0,14,68,75,160,98,21,7,0,5,16,461,0,4,0,4,12,17,19,13,0,0,0,5,85,0,3,0,0,0,4,18,7,15,5,11,8,62,61,43,65,364,880,536,241,61,20,19,20,127,2428,0,0,0,4,15,8,3,0,0,0,0,595,631,68,59,92,500,1078,1199,1634,877,503,431,314,834,7593,3,0,0,0,9,32,275,409,317,426,261,137,1882,0,0,0,6,9,42,101,24,21,18,9,22,253,0,0,0,9,11,111,640,455,420,276,193,123,2237,0,0,0,0,0,20,78,83,71,58,27,30,368,6,0,0,15,34,323,521,255,89,97,56,77,1478,0,0
LGA36510,48,17,781,0,0,0,18,15,59,87,16,11,7,12,4,238,0,6,0,14,17,97,269,113,76,51,30,13,688,0,0,0,4,4,11,32,17,14,12,8,8,115,0,0,3,19,32,138,139,62,13,28,16,21,476,4,3,7,52,53,114,88,12,6,5,0,10,351,6,0,0,7,9,18,18,8,0,0,0,3,70,0,0,0,0,3,9,8,5,4,3,0,5,35,42,30,38,231,661,430,221,33,18,10,16,112,1843,0,0,0,8,10,10,5,4,0,0,0,244,279,73,44,54,356,814,931,1086,462,246,237,133,445,4866,0,0,4,7,3,28,153,165,161,216,93,98,929,0,0,0,8,3,42,54,29,13,13,9,13,186,0,0,0,11,8,84,394,254,183,155,78,105,1271,0,0,0,4,4,11,45,38,28,33,6,23,185,0,0,6,16,10,149,283,128,19,39,24,64,752,0,0
LGA36580,28,8,491,0,5,0,8,14,33,26,16,8,0,0,5,112,0,0,0,3,0,49,125,73,26,21,11,3,315,0,0,0,0,0,6,12,6,0,11,3,3,52,0,5,0,14,16,85,97,33,4,5,6,14,280,0,0,7,38,40,88,29,0,5,0,4,9,221,0,0,0,4,4,11,8,0,0,3,0,0,42,0,0,0,0,3,4,0,3,0,4,0,4,24,23,16,24,209,454,239,109,21,3,3,4,45,1159,0,0,0,5,5,3,0,0,0,0,0,153,173,35,26,29,289,550,565,531,289,137,99,50,246,2858,0,0,0,0,3,18,99,118,69,81,51,56,495,0,0,0,0,3,20,34,14,13,4,0,16,103,4,0,0,4,0,63,194,138,83,45,25,57,606,0,0,0,0,0,8,19,11,15,4,7,5,76,0,4,4,5,24,116,206,59,21,17,6,38,504,0,0
LGA36630,42,16,629,0,0,0,15,19,47,49,9,5,4,3,3,151,3,0,0,20,15,71,192,63,49,24,16,10,474,0,0,0,0,4,14,21,12,11,4,6,0,78,0,0,3,25,26,120,88,32,9,8,9,16,340,0,0,4,42,56,98,54,5,0,0,0,4,275,0,0,0,7,6,16,12,4,3,0,0,0,55,4,0,0,0,6,4,13,3,0,0,0,6,36,32,24,38,291,766,335,168,18,0,0,11,94,1789,7,0,0,6,12,10,9,0,0,0,0,203,249,50,33,58,426,931,797,791,279,144,123,83,361,4081,4,0,0,7,8,30,116,126,68,81,54,57,540,0,0,0,0,9,36,46,12,13,7,0,11,131,0,3,3,8,9,64,238,125,106,80,41,52,731,0,0,0,5,4,11,31,12,14,20,3,11,111,0,0,0,7,23,112,171,65,21,20,11,21,464,3,0
LGA36660,31,21,680,0,0,4,12,20,55,53,17,5,0,5,0,181,0,6,3,10,25,118,246,85,47,19,12,8,571,0,0,0,6,4,15,22,11,9,4,0,5,72,0,0,9,12,32,140,91,26,5,5,3,17,347,8,0,14,53,57,113,53,7,0,3,0,4,314,0,0,4,8,8,17,16,6,6,0,0,0,65,0,0,0,0,3,5,11,9,4,7,0,3,45,31,32,32,275,722,398,187,43,14,0,9,82,1827,0,0,0,9,12,11,5,0,0,0,0,226,273,61,46,63,392,907,946,909,360,153,97,61,377,4373,0,0,0,4,0,26,180,140,86,105,42,64,653,0,0,3,4,6,40,49,16,11,10,5,16,157,0,0,0,9,15,114,376,178,109,60,34,78,979,0,0,0,0,0,16,54,27,15,15,3,14,141,0,0,0,11,26,187,224,67,27,14,10,28,599,0,0
LGA36720,463,103,5434,0,14,11,87,123,518,509,172,88,66,90,38,1721,7,0,8,45,60,534,1789,888,517,318,298,74,4534,3,0,0,16,14,66,175,127,70,69,63,25,628,12,11,12,82,158,707,888,358,119,199,155,70,2765,9,24,79,375,413,827,462,140,73,46,65,51,2555,5,6,6,25,34,97,92,41,14,25,18,24,382,4,0,0,3,8,17,56,39,34,19,10,23,224,362,196,255,1779,4241,4202,2319,499,264,181,207,534,15043,3,0,8,17,44,41,29,11,5,10,4,2002,2161,411,252,385,2448,5142,7212,7673,3683,2144,1776,1370,2946,35448,10,6,10,25,24,144,875,1183,1081,1396,898,509,6158,4,3,9,35,53,316,549,249,146,116,77,126,1673,7,3,8,38,56,606,3016,2049,1571,1198,985,605,10152,0,0,0,9,15,80,281,276,197,195,132,124,1315,9,10,10,75,108,953,1910,867,281,449,300,307,5279,7,8
LGA36820,33,10,483,0,0,0,16,15,58,33,17,10,3,3,0,165,0,0,5,3,12,63,116,46,53,15,22,12,357,0,0,0,0,0,8,21,14,5,8,3,0,65,5,4,0,12,21,100,87,24,8,13,3,6,277,0,3,12,42,38,88,42,7,6,5,5,11,252,0,0,0,4,3,12,4,13,0,4,0,4,50,0,0,0,0,0,5,6,5,3,0,0,3,45,24,26,29,171,468,320,129,17,9,5,7,65,1282,0,0,0,4,6,6,3,0,0,0,0,236,262,36,42,50,256,581,710,591,248,149,112,80,357,3218,5,0,0,0,8,19,94,77,61,68,47,43,421,0,0,0,3,5,27,34,9,11,4,3,14,112,0,0,0,3,15,50,199,129,80,49,51,47,623,0,0,0,0,0,11,20,18,8,9,9,12,89,0,0,0,5,7,92,102,38,16,11,6,20,307,0,0
LGA36910,286,81,3730,0,0,0,31,64,201,219,73,42,24,32,7,706,4,5,8,31,34,295,927,473,267,205,136,41,2422,0,0,3,3,13,45,100,73,57,47,13,15,370,4,4,10,57,100,491,528,229,71,76,68,46,1684,3,3,41,162,190,353,201,59,19,20,21,25,1108,0,0,0,26,24,57,67,23,7,4,3,17,233,4,0,0,9,7,21,41,18,22,11,17,13,151,155,101,88,730,2071,1475,737,142,54,58,62,286,5971,3,0,3,7,32,30,26,7,0,0,0,990,1113,189,136,154,1093,2571,3140,3721,2070,1208,1025,641,1525,17477,12,7,4,13,11,75,553,762,703,848,559,325,3864,0,0,0,10,15,95,199,89,64,32,23,57,584,5,7,9,17,26,318,1520,1014,826,628,491,320,5189,0,0,0,9,3,54,165,177,136,99,58,50,748,5,4,7,40,90,626,1275,481,156,182,142,149,3149,0,3
LGA36950,13,3,59,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,4,4,6,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,3,12,0,0,0,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,4,6,9,12,9,28,18,19,14,33,150,0,0,0,0,0,3,11,24,13,9,16,13,85,0,0,0,0,0,5,0,3,4,7,0,0,22,0,0,0,0,0,0,13,6,14,8,7,0,55,0,0,0,0,0,0,3,0,4,3,4,3,17,0,0,0,0,0,8,12,9,4,6,0,5,49,0,0
LGA36960,0,0,18,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,7,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,5,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,33,16,23,17,12,5,5,0,13,126,0,0,0,0,0,6,18,9,3,0,5,3,40,0,0,0,0,0,3,5,0,4,0,0,3,23,0,0,0,0,0,11,19,9,4,0,0,3,37,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,3,5,39,31,6,3,0,0,12,98,0,0
LGA37010,379,72,4579,0,3,3,40,54,179,176,55,34,18,20,5,588,3,4,0,13,31,281,1033,520,308,173,130,39,2542,0,0,0,8,7,30,121,88,81,56,15,13,426,5,0,3,46,110,556,694,286,115,120,67,50,2048,6,7,42,170,164,366,213,56,23,11,12,34,1107,0,0,0,11,16,46,69,22,7,15,8,17,213,3,0,0,3,3,11,21,32,23,25,10,14,147,158,80,128,678,1453,1282,693,148,54,29,53,211,4969,5,0,0,15,26,22,8,5,0,0,0,1622,1710,190,107,178,995,1872,2878,3950,2473,1581,1328,693,2079,18326,0,0,5,11,5,63,560,930,965,1299,777,354,4981,3,0,3,13,16,91,194,86,56,46,38,40,584,4,0,0,3,15,247,1371,1087,974,739,526,261,5229,0,0,0,6,8,33,210,213,162,185,90,54,961,0,9,4,26,70,557,1370,536,258,232,148,171,3374,4,9
LGA37300,41,4,169,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,11,13,14,11,3,0,58,0,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,3,8,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,17,3,0,0,0,4,9,36,49,42,81,55,26,307,0,0,0,0,0,0,11,14,36,59,55,18,195,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,18,24,31,22,17,10,126,0,0,0,0,0,0,4,6,5,11,7,3,37,0,0,0,0,0,10,26,30,7,10,8,12,95,0,0
LGA37310,77,16,849,5,0,3,11,15,47,31,9,9,3,7,3,141,8,3,5,3,8,63,219,102,68,25,22,14,541,0,0,0,3,7,9,20,9,6,11,6,3,78,5,0,3,27,29,125,84,48,7,19,8,15,368,0,6,3,36,27,69,29,6,0,0,4,11,207,0,0,0,5,6,17,13,0,0,0,0,0,42,0,0,0,0,3,0,9,7,4,3,4,4,27,21,15,17,154,349,179,78,16,6,4,16,65,918,3,0,0,9,5,8,4,0,0,0,0,219,248,66,30,34,265,468,573,704,384,219,179,145,348,3423,4,3,5,9,5,31,106,159,118,118,93,105,747,0,0,0,10,4,12,19,13,16,8,0,15,95,3,0,4,10,11,91,318,178,153,95,74,73,1005,0,0,0,0,0,10,39,49,24,24,20,12,171,0,0,4,11,21,153,240,108,35,37,23,47,686,0,3
LGA37340,67,19,809,0,0,0,5,14,44,51,15,12,0,3,9,163,3,0,0,7,13,79,215,74,49,31,26,17,513,0,0,0,6,0,5,29,16,6,9,5,0,88,0,0,3,11,21,97,107,37,19,27,7,13,344,3,0,12,34,46,69,32,6,4,3,0,8,219,0,0,0,3,6,17,14,11,0,0,3,3,54,0,0,0,0,0,0,12,5,4,4,5,10,43,41,22,27,154,321,222,122,23,4,14,13,50,1004,0,0,0,3,10,5,4,0,0,3,0,290,318,53,33,48,232,432,596,833,392,208,184,126,417,3549,4,0,0,5,5,17,129,145,100,157,80,80,727,0,0,0,0,10,26,39,8,10,6,4,10,110,0,0,0,4,11,58,265,155,136,80,65,53,825,0,0,0,0,5,7,29,14,23,15,18,9,128,4,0,0,10,17,88,169,82,26,35,16,25,462,0,0
LGA37400,0,4,61,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,3,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,9,12,18,39,20,12,4,3,20,139,0,0,0,0,0,0,16,8,0,0,0,12,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,12,0,0
LGA37550,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,11,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
LGA37600,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,13,6,5,0,0,0,5,50,0,0,0,0,0,4,4,5,0,3,4,3,25,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,5,25,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,134,5,580,0,0,0,15,15,24,24,17,9,5,25,4,145,0,0,0,0,4,26,83,53,45,22,55,0,295,0,0,0,0,0,7,5,5,6,8,11,0,48,0,0,0,7,13,49,75,46,14,35,35,7,285,0,6,21,30,11,33,21,22,7,11,24,6,178,0,0,0,0,0,3,5,3,0,3,0,0,24,0,0,0,0,0,0,0,0,4,3,0,0,19,99,10,4,44,59,93,99,40,19,20,61,19,559,0,0,0,0,0,6,0,0,0,3,0,154,161,96,15,29,99,107,252,382,299,204,249,357,192,2290,0,0,0,0,5,0,3,17,15,42,65,18,166,0,0,0,0,3,3,9,10,4,3,8,8,42,0,0,0,0,5,8,35,30,30,21,49,18,201,0,0,0,0,0,3,0,8,6,9,8,7,37,0,0,0,3,6,24,39,38,3,21,25,5,174,0,3
