LGA_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
LGA61810,0,0,12,0,4,0,4,4,11,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,4,27,10,9,9,5,11,19,4,6,0,0,0,3,70,45,29,36,62,82,152,96,65,16,16,13,37,641
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,5,8,6,10,3,0,0,0,4,45
LGA62210,0,0,6,0,0,10,11,4,4,4,3,0,0,0,0,33,0,0,0,6,3,5,0,0,0,0,0,0,16,4,0,0,4,4,0,3,0,0,0,0,0,20,4,3,9,26,9,9,6,5,0,0,0,3,76,37,23,43,68,78,136,115,66,17,15,8,34,655
LGA62410,0,0,4,0,0,0,4,3,9,7,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,4,3,0,0,0,3,12,0,0,0,6,3,14,6,11,0,0,0,3,43,24,14,16,37,42,85,59,54,10,11,7,30,380
LGA62610,0,5,87,9,13,3,36,29,138,92,56,3,5,8,16,409,0,5,10,3,20,45,39,11,4,3,3,4,150,20,11,13,32,35,79,53,30,0,0,0,15,286,29,27,24,73,99,280,205,108,19,14,12,42,925,170,116,104,237,381,1318,1232,807,208,115,72,207,4963
LGA62810,12,0,67,11,0,5,3,14,32,48,42,11,13,11,7,206,15,0,3,3,7,25,30,20,13,3,7,9,136,14,7,6,10,12,23,26,16,6,0,0,8,133,40,8,14,20,39,98,114,92,37,28,32,18,545,278,122,77,117,191,555,707,1022,554,484,427,177,4714
LGA63010,0,0,23,5,5,6,13,15,42,28,19,3,0,0,7,133,0,4,3,0,4,10,9,4,0,0,0,5,44,6,3,5,11,6,19,16,15,5,0,0,6,88,14,12,11,31,28,82,56,37,7,7,0,14,285,101,78,82,143,166,498,464,371,95,67,36,118,2208
LGA63210,0,0,15,4,0,0,8,4,9,5,0,0,0,0,3,37,0,0,0,3,0,0,0,0,0,0,0,0,9,0,4,0,0,5,0,3,0,0,0,0,0,12,6,4,3,10,13,19,13,5,6,0,0,6,77,41,30,22,66,77,150,153,94,38,18,10,45,756
LGA63410,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,12,4,5,15,17,17,14,7,12,3,0,8,107
LGA63610,0,3,72,12,7,7,7,19,66,53,40,15,14,3,12,245,11,6,0,0,14,29,25,16,6,9,3,0,127,12,9,6,15,10,40,31,12,0,8,3,14,164,29,26,8,33,49,149,129,87,27,38,10,34,613,219,115,89,146,244,773,959,1102,404,323,173,201,4743
LGA63810,0,0,9,5,5,4,0,4,21,5,7,0,0,0,6,61,0,0,0,6,4,10,0,5,0,0,0,0,28,3,4,0,7,3,7,7,0,0,0,0,0,36,8,4,3,11,13,48,20,14,0,0,0,5,135,51,38,40,88,99,322,270,207,61,47,24,62,1299
LGA64010,3,5,87,19,8,13,43,64,142,95,34,10,13,4,14,461,8,3,5,17,16,54,32,12,0,3,0,6,159,23,22,18,36,55,115,42,16,4,0,6,25,369,46,37,48,105,154,338,184,77,17,21,5,52,1079,278,167,193,415,704,1816,1363,943,296,220,154,306,6852
LGA64210,0,0,35,0,0,5,7,9,49,20,17,0,0,0,7,119,0,0,0,0,5,13,3,0,0,0,0,0,29,7,3,6,8,5,17,9,5,3,0,0,8,77,16,9,4,18,22,90,40,31,8,6,0,13,261,97,54,66,138,207,567,543,373,102,94,43,87,2366
LGA64610,0,0,13,0,4,3,3,7,34,14,7,0,0,0,4,84,3,0,0,4,0,12,0,3,0,0,0,0,26,6,4,10,9,4,11,11,5,0,0,0,3,62,15,4,17,20,20,54,31,18,0,0,0,9,189,75,39,64,105,130,411,333,191,52,28,23,64,1507
LGA64810,0,3,41,0,4,8,14,15,52,45,17,6,4,0,8,165,0,0,0,5,0,14,21,3,0,0,0,0,52,9,10,0,13,8,31,13,19,3,0,0,11,109,13,18,9,33,22,106,83,47,10,3,6,21,371,96,59,55,116,160,488,547,452,102,62,38,93,2271
LGA65010,0,0,13,0,0,0,0,8,11,12,3,0,0,0,3,53,0,0,0,0,0,5,3,0,0,0,0,0,14,0,7,3,3,7,10,4,4,0,0,0,4,48,11,9,4,3,22,28,22,8,3,0,0,6,123,42,35,36,59,95,201,203,119,25,22,17,50,891
LGA65210,0,0,4,0,0,0,3,7,9,0,0,0,0,0,0,13,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,3,0,0,0,0,3,16,7,5,4,3,8,8,4,0,0,0,0,4,41,10,6,3,21,28,46,29,21,6,6,3,15,201
LGA65410,0,0,19,3,0,3,10,6,36,14,5,5,0,0,4,89,0,0,3,3,8,7,0,0,0,0,0,4,36,6,0,6,8,8,17,6,3,0,0,0,3,53,10,12,11,21,29,63,20,15,4,0,0,13,189,84,64,54,97,164,418,304,164,56,29,22,79,1534
LGA65610,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,4,0,0,0,0,0,0,16,3,9,3,7,3,5,0,0,0,0,0,0,44,21,48,25,59,38,47,19,13,3,0,5,14,299
LGA65810,0,0,44,3,0,6,9,18,44,25,12,7,5,4,5,130,0,0,8,5,12,16,13,7,0,0,0,0,60,6,8,8,13,7,20,16,9,0,0,0,3,90,13,8,17,26,43,84,70,27,5,9,4,13,322,126,79,85,163,245,691,637,511,150,140,70,110,3017
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,0,4,38,0,0,0,7,5,27,40,38,16,14,5,0,161,0,0,3,0,4,10,7,19,6,0,0,0,51,3,0,0,3,8,18,15,31,11,0,3,11,98,3,0,6,8,21,55,72,93,38,26,4,21,353,58,24,23,49,100,299,525,730,327,220,122,100,2574
LGA70420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,0,0,0,0,0,0,0,17,12,7,0,6,11,16,17,10,4,3,0,7,88
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10
LGA70700,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,5,5,0,0,3,11,16,16,8,6,4,3,5,89
LGA71000,4,0,90,17,0,4,17,14,53,72,87,41,35,15,7,370,10,0,4,3,10,14,33,29,13,10,3,4,138,12,8,5,13,15,31,55,70,24,17,18,23,289,35,7,11,32,40,114,184,207,93,70,42,43,881,229,71,70,147,188,695,981,1642,938,895,659,321,6837
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,13
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA72200,0,0,3,0,0,0,3,3,7,12,3,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,4,7,4,0,0,4,5,28,0,0,0,7,6,14,19,13,6,0,4,7,70,10,5,8,19,27,104,134,128,53,34,31,29,586
LGA72300,3,3,22,6,0,0,7,3,18,19,27,23,22,11,9,135,0,0,0,0,0,3,0,3,4,0,3,6,29,0,4,4,4,0,11,9,25,9,11,12,3,87,7,4,4,3,6,32,30,60,38,36,28,15,281,72,13,29,44,66,245,257,652,499,494,306,164,2842
LGA72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
LGA72800,4,3,54,9,3,0,3,8,36,58,112,36,17,7,22,312,0,0,0,4,5,11,13,13,11,3,3,6,69,3,3,0,0,12,25,38,42,21,11,6,17,175,17,5,0,6,24,79,120,185,72,36,21,46,608,87,30,22,64,107,414,704,1388,794,461,199,234,4493
LGA73600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,14
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,8
LGA74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,0,0,0,21
LGA74560,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,6,3,10,9,13,3,3,3,3,53
LGA74660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA74680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,16,9,5,7,0,9,19,34,37,46,19,4,17,209
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,33,27,608,72,30,29,51,83,300,529,774,346,240,138,111,2703,42,15,28,35,50,158,224,300,103,102,74,56,1184,90,38,29,61,90,274,329,415,157,99,54,89,1737,222,87,97,161,240,785,1211,1650,698,507,295,283,6233,2049,570,520,917,1250,4591,7365,13758,8763,7859,5454,2159,55247
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,7,6,3,0,0,0,0,22,11,8,4,9,15,41,32,26,6,4,7,12,155
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
