LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA41750,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,4,5,14,24,12,10,13,0,19,95,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,0,0,0,0,21,4,0,4,15,16,43,55,33,22,16,6,30,242
LGA41830,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,4,6,20,14,18,15,10,36,120,0,0,0,0,0,0,5,0,3,0,0,9,12,0,0,3,4,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,6,4,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,9,6,6,6,0,0,11,62,0,0,10,27,38,62,78,39,35,26,15,75,407
LGA41960,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,3,3,27,19,15,14,9,23,101,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,11,0,0,0,0,3,31,0,0,7,13,35,51,76,31,25,29,14,52,346
LGA42030,111,0,0,0,0,0,0,9,0,0,3,0,4,36,0,0,0,0,0,0,6,3,6,4,4,0,20,5,0,4,18,12,51,46,15,7,3,4,14,186,0,0,0,0,0,0,0,0,0,0,0,134,145,6,0,3,24,23,150,496,453,363,409,312,256,2502,0,0,0,3,5,104,180,81,41,22,9,43,489,0,0,3,40,59,111,95,25,4,8,0,22,380,0,0,0,9,11,13,15,0,0,0,0,9,60,5,0,18,17,4,13,9,0,0,0,0,8,73,5,10,21,102,66,135,105,21,8,4,3,41,508,0,0,0,0,0,4,0,0,0,0,0,5,15,6,4,41,174,141,383,399,132,54,33,22,128,1524,47,32,71,317,591,1049,1524,946,660,651,423,529,6849
LGA42110,26,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,12,10,0,3,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,23,28,8,0,0,14,10,41,87,58,42,31,15,63,375,0,0,0,4,0,3,10,0,0,0,0,5,30,0,0,0,7,12,4,7,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,9,7,10,6,3,0,0,0,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,14,27,29,3,0,0,0,20,129,16,10,15,89,135,199,210,113,81,51,33,122,1062
LGA42250,32,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,8,6,0,0,3,0,16,0,0,0,4,6,7,3,5,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,46,42,0,0,4,8,13,52,162,177,134,167,123,105,943,0,0,0,0,0,16,16,9,0,3,0,9,55,0,0,3,17,12,6,4,6,0,0,0,6,59,0,0,0,4,4,5,0,3,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,11,3,22,17,4,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,33,20,52,41,24,3,5,0,14,209,24,11,22,85,146,252,441,342,215,273,203,196,2213
LGA42600,179,0,0,0,0,0,0,9,4,3,6,11,0,34,0,0,0,0,0,0,0,0,3,0,9,4,21,5,3,3,7,6,33,59,32,21,14,16,21,213,0,0,0,0,0,0,4,0,0,0,0,138,137,3,4,5,18,21,119,347,387,426,787,1313,317,3755,0,0,0,5,8,54,143,99,36,39,56,52,484,0,0,0,31,50,96,91,23,8,9,12,25,349,0,0,0,7,4,10,8,13,0,6,0,3,50,0,0,3,10,7,3,9,0,0,0,0,3,41,12,4,15,54,38,101,78,22,10,7,10,28,388,0,0,0,0,0,0,0,0,0,0,0,11,8,12,6,28,102,110,268,328,161,55,62,77,115,1324,68,38,64,268,501,1159,1764,1120,927,1396,1984,684,9975
LGA42750,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,3,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,25,10,0,0,4,5,22,104,67,40,51,37,51,395,0,0,0,0,0,9,14,0,5,0,0,5,30,0,0,0,5,6,6,7,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,8,3,0,0,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,17,26,22,0,5,0,4,14,122,22,9,20,78,124,192,304,148,77,85,66,109,1239
LGA43080,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,4,5,20,26,12,13,9,7,10,99,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,6,24,10,3,0,22,26,44,58,16,18,14,9,20,241
LGA43220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,0,0,3,4,13,27,20,17,5,5,16,106,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,3,0,0,10,18,41,60,38,28,9,10,40,258
LGA43360,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,21,45,29,17,20,23,29,196,0,0,0,4,0,3,5,0,3,0,0,0,19,0,0,0,3,6,7,4,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,7,0,3,0,0,4,62,9,4,3,35,71,92,151,59,41,49,51,67,626
LGA43650,87,0,0,0,0,0,3,6,4,5,0,0,5,21,0,0,0,0,0,0,8,4,0,6,0,0,24,0,0,0,8,14,10,34,14,5,3,3,3,97,0,0,0,0,0,0,0,4,0,0,0,112,116,3,0,0,6,18,97,384,330,307,390,286,247,2073,0,0,0,5,7,36,48,29,19,10,10,25,186,0,0,5,30,18,34,32,10,5,0,5,8,150,0,0,0,5,6,8,4,3,0,0,0,4,25,0,0,4,3,5,0,0,0,0,0,0,3,20,7,6,7,27,23,56,36,5,5,6,0,11,178,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,18,72,52,140,116,48,31,14,12,58,563,39,11,39,164,262,518,881,636,479,561,370,417,4363
LGA43710,25,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,0,4,7,3,0,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,57,59,6,0,0,9,6,32,140,103,84,120,71,107,672,0,0,0,0,0,10,12,0,0,0,4,6,47,0,0,4,7,4,18,4,0,5,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,3,0,0,0,0,0,8,0,0,0,7,0,13,8,0,0,0,4,3,37,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,11,10,44,35,7,4,0,4,22,149,5,7,15,61,86,208,348,208,144,183,116,188,1574
LGA43790,48,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,3,10,5,0,3,4,10,22,25,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,37,37,11,6,8,15,21,74,278,190,135,146,83,113,1075,0,0,0,0,10,25,41,15,9,5,5,13,125,0,0,4,24,13,33,23,4,0,3,0,5,103,0,0,0,4,0,6,3,0,3,0,0,0,12,0,0,4,5,3,0,0,0,0,0,0,6,15,5,0,14,38,19,41,19,3,0,0,0,14,166,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,21,67,46,99,90,30,9,7,8,34,420,37,26,49,174,335,490,717,387,245,244,153,258,3115
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,3,4,0,0,0,4,0,4,19
LGA44060,540,0,0,0,0,0,16,16,12,13,14,5,13,88,0,0,0,0,3,5,10,15,12,25,9,19,105,24,4,17,58,59,156,202,98,52,50,27,39,785,0,0,0,4,0,0,7,3,4,4,3,412,436,34,9,25,103,124,547,1833,1761,1590,2262,1686,844,10818,3,0,0,4,27,190,492,290,127,102,49,125,1422,0,9,19,101,123,325,278,87,25,29,4,67,1061,0,0,4,16,14,21,32,8,4,9,0,10,101,3,0,18,41,10,21,22,4,0,0,0,11,139,55,18,99,240,145,412,296,80,41,18,17,88,1500,0,3,0,0,0,6,6,0,0,0,0,20,35,63,24,134,402,317,969,1127,475,206,153,78,310,4258,261,104,256,921,1487,3254,5224,3592,2768,3520,2357,1639,25391
LGA44210,37,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,6,0,0,0,0,4,14,6,0,0,3,11,15,34,3,4,0,0,0,67,0,0,0,0,0,0,3,0,0,0,0,50,52,3,4,10,16,18,70,191,102,78,71,31,101,690,0,0,0,3,0,14,20,4,4,0,0,5,59,0,0,5,15,6,15,18,7,0,0,0,8,81,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,5,6,0,3,3,0,0,0,0,3,30,6,8,12,31,17,46,21,0,5,0,0,20,163,0,0,0,0,0,3,0,0,0,0,0,4,6,6,8,21,61,34,85,56,21,6,3,0,47,343,43,24,49,173,325,448,513,229,138,125,63,265,2396
LGA44340,379,0,0,4,0,0,9,15,14,12,9,11,10,76,0,0,0,0,0,0,3,10,3,15,19,14,74,9,3,11,31,19,55,127,71,44,36,33,26,459,0,0,0,0,0,0,0,0,0,0,7,283,300,11,5,17,60,60,241,896,927,1055,2028,3022,681,9005,0,0,0,8,10,99,240,170,74,90,91,119,903,0,0,8,46,53,176,164,47,25,24,21,48,603,0,0,3,8,5,7,10,11,3,0,0,9,58,5,0,9,17,5,0,10,0,0,0,0,3,52,27,6,27,67,61,158,139,58,23,11,17,45,644,0,0,0,0,0,3,4,0,0,0,0,10,21,42,8,48,146,123,444,564,284,131,128,129,241,2283,153,69,108,445,703,1832,3107,2057,1793,2987,3969,1254,18481
LGA44550,200,0,0,0,0,0,0,20,10,3,10,6,8,52,0,0,0,0,0,0,6,13,3,13,9,6,51,5,0,3,5,11,46,65,25,10,12,4,22,220,0,0,0,0,0,0,4,4,0,0,0,284,295,8,5,9,20,33,201,811,847,685,981,780,535,4912,0,0,0,9,13,84,184,111,44,42,24,68,593,0,3,9,61,71,172,115,44,7,3,6,51,535,0,0,0,9,5,7,15,9,0,3,0,8,54,0,0,4,12,9,7,5,0,0,0,0,8,39,9,0,27,90,51,103,78,30,14,10,5,32,445,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,32,173,151,377,401,198,68,55,33,176,1678,58,29,68,379,613,1311,2150,1673,1208,1444,1092,998,11012
LGA44620,143,0,0,0,0,0,7,11,7,0,4,3,4,32,0,0,0,0,0,0,7,0,0,6,3,5,21,0,0,0,19,20,32,42,21,3,0,5,0,154,0,0,0,0,0,0,5,0,0,0,0,95,101,0,0,4,37,39,178,598,489,355,379,245,230,2563,0,0,0,7,19,90,124,51,25,13,10,36,376,0,0,8,52,67,138,75,17,8,7,0,18,395,0,0,0,5,3,7,9,3,4,0,0,7,48,4,0,13,24,9,10,3,0,0,0,0,3,64,8,6,38,119,60,106,66,16,0,3,3,37,470,0,0,0,0,3,5,0,0,0,0,0,4,15,12,9,61,202,160,360,283,91,39,21,14,110,1366,51,31,100,389,638,1052,1572,1033,614,629,370,504,6979
LGA44830,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,28,30,0,4,0,5,5,19,44,29,31,21,16,61,248,0,0,0,0,0,0,12,6,0,0,0,0,22,0,0,0,9,0,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,8,11,18,5,3,0,0,11,78,9,3,13,55,80,123,175,67,58,52,33,115,800
LGA45040,131,0,0,0,0,0,6,13,6,0,0,0,4,33,0,0,0,0,0,0,3,5,4,0,0,5,23,10,0,0,10,23,56,62,11,6,4,3,15,214,0,0,0,0,0,0,0,0,0,0,0,117,127,6,0,3,27,59,200,519,352,206,215,151,230,1973,0,0,3,4,5,78,98,37,15,0,8,21,276,0,0,4,40,42,76,46,10,6,0,0,21,241,0,0,0,4,10,12,6,0,0,0,0,0,38,0,0,9,22,12,10,6,0,0,0,0,0,66,10,3,29,102,58,124,68,18,0,0,4,28,457,0,0,0,0,0,3,0,0,0,0,0,11,9,16,10,48,171,119,302,228,64,18,4,15,91,1091,66,24,73,343,617,1048,1328,688,373,312,220,482,5581
LGA45090,45,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,9,0,4,0,0,0,16,4,0,0,9,0,8,13,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,48,49,4,0,4,19,16,71,241,158,99,110,74,129,929,0,0,0,3,0,24,20,14,0,5,0,5,84,0,0,0,18,11,16,11,0,0,0,0,8,63,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7,13,7,21,7,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,37,21,66,40,20,0,5,6,18,231,33,20,20,94,161,293,547,316,200,204,141,234,2257
LGA45120,22,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,6,7,38,113,62,43,53,36,73,429,0,0,0,0,0,7,12,5,5,0,0,0,33,0,0,0,3,6,10,9,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,7,26,12,5,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,10,43,35,10,5,3,0,13,142,16,3,6,60,123,204,277,137,88,99,62,120,1205
LGA45290,202,0,0,0,0,0,0,6,3,0,0,5,6,19,0,0,0,0,0,0,3,0,7,8,5,4,29,10,0,3,16,7,42,58,30,20,21,17,14,238,0,0,0,0,0,0,0,0,0,0,0,123,128,13,8,10,40,30,199,475,431,394,704,1403,257,3959,0,0,0,7,4,46,133,105,37,56,43,54,490,0,0,13,22,31,79,87,37,13,4,10,20,318,0,0,0,3,4,9,12,7,3,5,0,0,41,3,0,5,11,5,7,0,0,0,0,0,3,48,44,12,19,48,29,123,100,23,14,11,9,25,455,0,0,0,0,0,0,0,0,0,0,0,5,11,53,12,37,92,70,268,336,170,66,72,69,105,1358,134,56,75,249,423,1023,1696,1123,827,1295,2043,545,9479
LGA45340,1049,0,0,3,6,6,42,71,34,12,6,7,25,218,3,0,0,0,0,3,35,39,28,33,21,25,181,23,6,32,83,122,374,469,190,105,54,17,115,1594,0,0,0,0,0,9,8,12,0,8,0,875,898,45,13,46,156,234,1245,4255,3464,2919,3493,2204,1870,19928,4,0,4,21,63,509,1040,455,195,165,56,247,2753,5,6,41,281,351,800,562,157,75,29,13,174,2500,0,0,10,26,37,79,72,28,16,10,4,32,311,17,5,44,131,47,68,40,3,6,4,3,25,394,73,27,190,684,408,919,581,141,39,17,20,245,3350,4,0,0,3,0,3,0,3,0,0,0,42,61,93,43,300,1148,906,2373,2302,789,329,222,98,776,9374,353,173,511,2187,3788,7552,10992,6838,4862,5159,2983,3582,48984
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,10,17,14,8,7,0,13,76,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,18,4,0,0,7,20,37,42,32,16,16,4,36,213
LGA45540,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,7,13,22,6,4,5,0,11,75,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,17,8,4,5,0,0,0,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,24,7,13,19,3,0,0,0,8,79,7,5,11,43,68,72,77,17,14,12,8,41,363
LGA45680,820,0,0,3,9,9,47,69,27,7,5,3,25,207,5,0,0,0,3,4,24,27,19,8,11,11,115,51,8,32,156,155,363,336,110,56,41,16,118,1433,3,3,0,0,0,7,10,5,0,5,3,492,535,66,19,58,240,285,1126,2724,1745,1230,1266,647,1026,10436,0,0,3,15,54,430,549,213,92,75,20,108,1564,7,3,29,182,245,409,262,74,36,14,8,100,1358,3,0,12,36,23,53,46,10,8,7,3,25,231,10,6,72,149,68,83,49,7,3,3,8,50,503,95,25,220,719,430,775,452,100,32,24,31,215,3112,0,0,0,4,3,10,5,3,3,0,0,54,82,121,36,338,1107,822,1760,1365,403,165,121,65,546,6849,294,105,461,1742,2282,4304,5931,3243,2025,1879,911,2084,25245
LGA45890,978,3,0,0,0,8,32,62,22,8,10,14,19,190,0,0,0,0,4,0,22,21,21,23,13,13,123,62,16,30,123,133,328,402,163,82,65,36,75,1513,0,0,0,0,0,4,11,13,9,3,4,547,591,72,18,53,220,298,1255,3232,2512,1981,2393,1720,1032,14779,5,0,8,18,38,315,575,339,125,122,64,143,1752,6,3,58,182,162,368,318,103,39,35,16,70,1351,0,0,4,10,15,42,51,13,9,6,3,22,167,15,10,40,86,29,57,32,5,3,4,6,19,295,102,12,175,461,285,724,536,125,65,37,20,198,2757,3,0,6,0,3,3,0,0,0,0,0,50,70,126,30,282,761,540,1516,1510,582,238,198,111,503,6385,483,128,447,1501,2239,4545,7254,4855,3427,3849,2557,2116,33392
LGA46090,48,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,17,3,0,0,9,14,27,29,5,0,3,3,14,120,0,0,0,0,0,0,0,0,0,0,0,134,142,5,0,0,14,28,80,201,157,153,181,118,204,1136,0,0,0,3,8,38,59,18,17,16,6,14,176,0,0,5,22,29,45,25,3,0,0,0,7,136,0,0,0,3,3,6,11,3,0,0,0,0,37,0,0,9,14,6,12,9,4,0,0,0,3,47,11,9,28,81,44,61,50,0,7,0,4,31,324,0,0,0,0,0,3,0,0,0,0,0,9,15,17,9,35,127,86,153,158,38,22,21,9,72,730,32,10,42,189,275,477,648,354,286,328,205,435,3287
LGA46300,62,0,0,0,0,0,0,6,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,8,6,3,20,0,0,0,9,0,12,29,11,3,4,0,9,82,0,0,0,0,0,0,0,0,0,0,0,103,108,4,0,0,13,10,80,280,237,178,202,125,180,1307,0,0,0,4,3,36,60,26,0,0,0,16,154,0,0,6,29,40,70,43,4,4,5,0,19,218,0,0,0,0,4,6,0,7,0,0,0,5,25,0,0,4,0,3,4,4,0,0,0,0,3,25,9,3,26,68,33,76,49,8,0,0,0,19,292,0,0,0,0,0,0,0,0,0,0,0,14,17,12,3,42,104,87,187,155,40,9,12,11,74,724,37,11,60,201,303,534,800,497,316,307,221,405,3689
