LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA36630,23,4,21,12,0,186,0,0,5,9,0,44,160,110,52,42,19,7,460,0,0,0,0,0,13,26,13,12,12,3,3,93,4,0,0,10,14,95,104,62,18,12,17,8,342,0,0,4,22,46,101,55,10,7,3,0,6,264,0,0,4,6,7,11,17,11,0,0,4,6,64,0,0,0,0,4,8,4,0,5,0,3,3,30,70,34,43,221,727,478,245,23,10,11,10,64,1938,6,0,0,6,13,6,3,0,0,0,0,233,268,89,49,60,304,845,845,808,380,197,212,118,352,4252,0,5,0,9,3,18,69,107,103,145,113,52,616,0,0,0,4,6,9,43,10,13,8,7,6,99,0,0,0,3,4,27,161,116,125,125,68,32,666,0,0,0,0,0,9,29,29,14,19,17,15,128,0,0,0,5,7,55,142,72,27,21,21,16,377,0,0,6,11,5,44,50,22,13,9,0,15
LGA36660,28,26,6,15,0,257,0,0,3,12,15,59,198,121,73,72,24,5,583,0,3,0,0,0,13,44,21,10,19,3,4,123,3,0,4,16,14,101,159,40,9,15,10,6,373,3,4,13,31,58,131,76,18,0,4,4,11,368,0,0,0,3,5,22,17,5,0,0,0,8,56,0,0,0,3,0,4,12,11,4,0,9,6,51,77,37,37,203,736,506,302,34,23,14,24,61,2050,0,0,0,5,10,5,5,0,0,5,0,236,278,100,55,60,287,884,962,1069,478,242,246,132,357,4861,0,0,0,8,3,31,102,131,111,143,90,50,672,0,0,0,0,7,28,56,22,18,18,6,8,166,0,0,0,0,12,47,301,209,133,129,86,63,986,0,0,5,0,3,7,41,37,18,25,15,17,161,0,0,0,7,12,58,172,78,21,19,24,17,410,0,0,0,5,13,38,72,10,8,7,6,14
LGA36720,382,194,183,193,28,2301,3,0,0,18,24,183,1535,1300,827,775,555,39,5259,3,0,4,16,21,131,504,359,248,246,207,49,1782,8,3,13,34,65,508,919,496,190,260,354,48,2886,10,20,68,250,318,843,877,268,151,130,139,33,3101,4,6,19,46,65,198,203,93,42,42,51,30,798,4,0,4,7,14,51,116,76,59,50,59,46,487,612,298,321,1476,4126,5080,3729,901,420,369,354,349,18033,9,0,0,8,45,24,45,11,8,12,7,1797,1973,675,334,440,1918,4774,7491,9373,5315,3369,3515,3085,2464,42757,8,3,0,6,11,54,450,964,1160,2141,2372,426,7591,3,0,3,8,16,155,649,449,338,340,286,106,2363,0,4,7,7,26,168,1879,2099,2054,2533,2060,471,11311,0,0,0,3,13,85,628,611,537,635,531,165,3204,4,8,9,18,43,430,1440,933,420,530,798,178,4806,10,8,13,63,85,343,598,215,144,136,132,108
LGA36820,27,11,9,11,10,186,0,0,0,8,8,27,143,103,44,49,34,10,426,0,0,0,5,6,3,15,24,10,8,7,3,80,6,5,0,5,17,61,70,41,10,15,14,11,246,0,3,4,24,44,85,75,24,9,0,3,4,276,0,0,4,6,5,18,23,12,0,4,3,13,84,0,0,0,0,0,9,6,0,3,3,6,6,37,48,41,24,150,410,320,211,51,13,22,17,64,1390,0,0,0,5,8,4,11,0,0,4,4,226,258,65,51,38,220,530,587,715,390,182,211,143,353,3479,0,0,0,3,0,9,70,77,81,108,96,52,510,0,0,0,0,5,11,29,13,10,21,16,11,114,0,0,0,4,0,28,127,114,90,118,70,42,598,0,0,0,3,0,5,19,23,15,25,19,10,119,0,0,0,4,3,37,96,36,16,21,20,20,258,0,0,0,3,8,35,26,8,9,6,4,4
LGA36910,112,66,46,55,8,796,6,9,5,19,28,159,897,610,418,363,221,19,2747,0,3,4,3,9,32,140,95,76,64,32,18,487,5,10,7,26,55,350,639,272,104,102,131,26,1723,6,9,36,109,157,410,308,91,45,39,31,16,1252,5,0,5,17,18,64,72,27,8,10,12,7,246,0,0,0,0,0,13,18,24,12,28,14,22,140,275,128,118,560,2077,1924,1296,241,99,102,82,188,7084,8,3,3,9,35,19,20,3,7,6,3,998,1103,340,169,172,794,2446,3205,4226,2482,1605,1674,1194,1342,19643,12,3,0,10,6,35,303,678,693,1208,1203,261,4423,0,0,0,9,7,65,226,131,100,93,55,26,710,4,0,5,17,19,119,1095,1106,1026,1096,789,211,5482,5,0,0,0,6,24,169,192,196,204,128,61,983,4,0,3,12,39,332,955,453,212,228,245,110,2592,4,4,7,45,75,174,258,93,36,35,33,32
LGA36950,3,4,0,0,0,10,0,0,0,0,0,0,9,7,3,7,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,6,4,6,4,0,0,0,0,23,4,0,0,0,0,0,4,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,6,5,5,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,17,20,5,0,0,11,10,15,34,18,21,34,18,27,187,0,0,0,0,0,0,13,16,7,25,24,23,94,0,0,0,0,0,0,0,4,0,10,0,0,21,0,0,0,0,0,0,11,5,13,12,7,11,59,0,0,0,0,0,0,3,0,3,10,6,3,22,0,0,0,0,0,8,9,7,0,6,0,0,38,0,0,0,4,0,3,3,0,0,0,0,0
LGA36960,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,8,5,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,13,13,7,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,26,18,39,31,15,4,3,3,8,153,0,0,0,0,0,0,12,9,8,5,4,3,46,0,0,0,0,5,6,4,4,0,0,4,3,28,0,0,0,0,0,6,8,3,4,3,0,0,34,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,5,0,23,18,4,0,3,0,12,70,0,0,0,0,8,13,3,0,5,0,0,4
LGA37010,118,65,68,28,9,704,0,0,3,5,8,109,865,701,482,461,276,22,2939,0,0,0,6,3,18,106,122,99,113,72,14,555,7,5,5,19,48,324,683,357,145,150,130,24,1888,0,7,44,111,130,379,356,94,55,33,32,14,1257,0,0,4,10,16,48,80,42,22,24,11,12,268,0,0,0,0,0,10,33,33,28,36,29,22,179,261,103,123,482,1398,1480,1117,225,103,65,78,150,5575,8,0,0,11,23,20,9,5,6,7,0,1408,1494,290,123,188,662,1653,2540,4037,2821,2083,2283,1449,1708,19835,5,0,5,0,5,25,293,748,1016,1701,1733,289,5814,0,0,0,0,3,37,152,117,91,119,69,28,629,0,0,0,6,0,74,861,995,1012,1254,923,195,5324,0,0,0,0,8,23,132,206,212,301,227,50,1166,0,3,4,13,33,239,919,475,237,283,294,86,2589,0,0,11,24,29,143,257,133,52,61,40,43
LGA37300,3,0,0,0,0,3,0,0,0,0,0,0,0,10,8,15,7,0,46,0,0,0,0,0,0,4,3,0,6,3,0,20,0,0,0,0,0,7,8,4,0,5,9,0,26,0,0,0,3,0,5,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,15,0,0,0,6,5,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,7,5,8,29,38,50,86,87,45,344,0,0,0,0,0,0,8,5,17,57,89,18,189,0,0,0,0,0,0,0,6,0,6,0,0,11,0,0,0,0,0,0,0,20,22,37,37,12,120,0,0,0,0,0,0,5,3,9,15,20,3,49,0,0,0,0,0,0,13,26,6,11,10,0,69,0,0,0,0,0,0,0,0,0,0,4,0
LGA37310,21,3,6,6,0,133,0,3,4,8,12,43,191,119,76,55,34,11,558,0,0,0,6,0,7,30,16,13,11,11,5,100,5,6,0,8,17,73,91,45,22,23,25,8,323,3,0,10,26,36,66,45,11,10,0,6,8,199,0,0,0,3,6,11,14,5,0,4,0,0,48,0,0,0,0,0,4,9,3,0,4,0,7,41,52,12,26,117,324,244,124,26,3,9,7,42,988,0,0,0,0,9,0,8,0,0,0,0,222,245,89,28,42,192,420,522,705,463,277,278,215,317,3538,4,0,0,0,7,31,86,130,104,176,199,130,868,0,0,0,0,3,12,31,11,12,4,3,4,78,3,0,0,3,6,37,245,181,171,173,109,65,995,0,0,0,0,4,13,33,40,38,37,23,11,191,0,0,0,5,11,67,208,95,31,21,29,21,485,0,0,0,3,10,35,37,19,8,4,4,7
LGA37340,32,13,12,7,3,215,0,0,3,0,0,31,206,136,97,64,33,9,595,0,0,0,0,4,3,27,19,15,20,11,3,113,0,0,0,8,19,60,123,53,14,21,26,7,338,3,3,14,34,38,91,77,14,3,12,7,4,297,0,0,0,4,4,7,16,9,0,0,4,3,53,0,0,0,0,0,3,5,3,5,3,8,5,38,82,30,27,132,342,289,182,49,29,15,16,40,1224,0,0,0,3,10,8,4,5,0,0,0,330,355,90,40,45,185,440,565,881,536,329,334,236,414,4091,5,0,0,4,9,8,78,129,138,236,196,74,876,0,0,0,0,0,5,33,26,12,10,3,4,103,0,0,0,4,7,21,188,177,181,193,128,40,938,0,0,0,0,0,4,16,28,27,43,43,13,183,3,0,0,5,4,37,136,74,33,44,32,23,399,0,0,3,8,14,36,30,15,8,8,7,9
LGA37400,0,0,0,0,0,5,0,0,0,0,0,0,4,5,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,16,15,3,0,3,8,7,11,24,18,18,6,9,25,132,0,0,0,0,0,4,4,9,10,10,5,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,3,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,16,12,11,6,0,0,0,4,71,0,0,0,0,0,0,3,3,0,3,4,3,19,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,13,9,0,4,0,0,0,28,0,0,0,3,5,6,16,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,17,8,19,34,0,220,0,0,0,3,4,18,134,84,62,97,89,0,492,0,0,0,0,0,3,17,13,8,4,16,4,71,0,0,0,3,6,65,94,60,31,28,73,5,357,5,3,23,29,19,56,54,30,7,18,41,3,296,0,0,4,0,0,11,6,3,0,3,0,0,28,0,0,0,0,0,0,0,4,0,0,3,3,14,84,16,17,46,46,152,156,77,38,49,81,15,769,0,0,0,0,0,0,0,0,0,0,0,116,112,84,22,38,92,86,358,572,420,291,425,566,145,3114,0,0,0,0,0,0,7,10,30,45,130,5,232,0,0,0,4,0,4,13,6,3,7,10,5,51,0,0,0,0,0,9,36,36,34,60,72,6,253,0,0,0,0,0,3,3,3,3,13,15,0,46,0,0,0,0,4,26,41,46,15,26,49,6,206,0,0,0,6,4,9,6,13,0,5,13,0
LGA40120,35,36,31,30,0,271,0,0,0,4,8,39,153,139,129,144,125,8,746,0,0,0,0,0,5,24,23,18,25,24,7,127,4,4,0,13,11,62,146,81,43,48,75,3,474,0,4,10,24,28,102,141,44,24,17,25,5,435,0,0,0,0,4,16,13,5,3,7,10,4,62,0,0,0,0,3,4,8,7,0,12,4,0,35,41,28,29,134,301,522,443,96,44,55,55,28,1773,3,0,0,3,0,3,9,0,0,0,0,169,190,49,29,37,194,377,817,1075,552,442,552,582,232,4936,0,0,3,5,0,14,47,89,120,366,623,102,1363,0,0,0,3,5,13,65,51,44,49,51,21,298,0,0,0,5,6,22,200,246,326,510,628,114,2045,0,0,0,0,0,8,36,39,62,79,78,19,326,0,0,0,3,4,35,123,113,56,68,180,35,615,0,3,4,9,12,39,53,26,20,20,39,23
LGA40150,9,0,5,4,0,46,0,0,0,5,3,8,47,32,23,24,8,0,145,0,0,0,0,0,4,5,6,5,7,3,0,34,0,0,0,3,4,24,42,24,4,9,0,4,120,0,0,0,9,8,28,19,5,0,3,0,0,76,0,0,0,0,0,3,5,4,0,0,0,0,18,0,0,0,0,0,4,3,3,0,0,0,3,12,16,4,14,32,97,63,63,3,0,5,3,8,308,0,0,0,0,0,0,0,0,0,0,0,56,65,22,4,12,46,119,146,244,156,93,79,45,84,1050,0,0,0,0,0,3,11,54,58,82,55,16,294,0,0,0,0,3,4,20,16,4,3,0,5,62,0,0,0,0,0,12,98,90,54,50,43,29,369,0,0,0,0,0,0,17,13,11,12,7,0,68,0,0,0,0,0,18,62,40,20,18,12,12,183,0,0,0,4,3,10,24,9,6,4,3,5
LGA40220,31,16,7,12,3,263,0,0,0,0,8,30,164,93,54,62,42,0,453,0,0,0,3,0,10,14,19,9,8,9,0,65,0,0,0,4,10,57,101,41,19,15,28,0,278,0,0,12,46,51,147,82,27,11,4,7,5,397,0,0,0,5,0,16,28,8,0,0,3,5,69,0,0,0,0,3,4,7,7,5,0,0,5,32,65,29,41,188,605,815,438,65,42,28,17,49,2386,4,0,0,6,9,4,8,3,0,0,0,211,242,75,32,52,261,710,1152,1029,374,219,216,170,290,4579,0,0,0,4,0,10,56,69,83,109,114,42,485,0,0,0,0,5,21,62,31,14,22,12,12,184,3,0,0,3,0,21,213,165,145,127,106,53,845,0,0,0,0,0,6,33,39,19,18,20,8,146,0,0,0,0,11,39,147,68,31,23,25,16,359,0,0,6,5,14,40,45,12,10,3,4,20
LGA40250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,13,0,0,0,11,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,19,4,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,7,34,23,24,7,5,9,12,5,18,139,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,6,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,9,0,0,0,0,4,29,0,0,0,3,4,3,7,0,0,0,0,0
LGA40310,23,10,11,12,0,192,0,0,0,5,0,23,138,108,62,58,34,0,434,0,0,0,0,0,7,23,8,17,14,10,4,87,0,0,6,3,4,46,103,52,19,17,10,4,262,0,4,12,24,26,73,65,25,8,6,0,0,242,0,0,3,0,5,12,15,4,0,3,4,0,48,0,0,0,4,0,0,5,7,0,5,4,0,23,36,18,18,111,348,436,274,42,20,18,14,32,1360,0,0,0,0,10,5,0,0,0,0,0,114,134,43,24,37,150,410,659,767,398,243,257,176,161,3331,0,0,0,0,5,7,39,112,118,205,187,62,733,0,0,0,0,0,5,27,23,21,28,11,10,118,0,0,0,0,0,14,184,198,192,236,154,53,1044,0,0,0,0,0,14,23,29,31,32,18,19,173,0,0,0,0,0,36,115,70,42,48,33,19,366,0,5,0,10,11,15,38,19,6,10,3,9
LGA40430,6,4,0,0,0,11,6,0,0,0,0,11,16,14,4,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,0,0,18,0,0,0,6,4,10,4,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,16,78,71,34,6,0,0,0,8,229,0,0,0,0,0,0,0,0,0,0,0,29,32,8,3,6,25,91,104,75,35,19,18,22,34,426,0,0,0,0,0,0,3,5,4,12,13,0,41,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,14,12,11,19,11,4,68,0,0,0,0,0,0,3,0,5,3,3,0,17,0,0,0,0,0,4,0,0,0,4,0,0,18,0,0,0,0,5,6,3,0,0,0,0,0
LGA40520,13,5,7,3,0,73,0,0,0,0,0,11,70,46,19,18,10,0,185,0,0,0,0,0,8,11,9,0,8,0,0,37,0,0,0,0,7,32,33,15,3,7,5,4,107,0,0,3,4,16,28,24,7,3,0,3,5,89,0,0,0,0,0,4,7,0,0,0,0,0,16,0,0,0,0,0,3,6,3,0,0,0,0,13,15,10,8,56,162,154,82,13,8,4,3,14,516,0,0,0,3,0,4,0,0,0,0,0,68,85,14,8,13,75,200,254,293,158,81,87,50,88,1334,0,0,0,0,0,0,25,43,40,49,37,27,218,0,0,0,0,0,3,24,6,9,0,5,0,54,0,0,0,0,0,8,92,73,53,52,20,16,312,0,0,0,0,0,0,10,7,0,4,4,3,29,0,0,0,0,0,26,52,14,9,10,5,3,123,0,0,0,0,0,5,21,8,0,0,0,0
