LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA22670,14,8,14,9,13,60,45,19,16,5,11,94,703,310,192,61,38,1304,5457,3789,3368,1604,1079,15299,1672,1533,1969,1401,1307,7881,172,108,108,75,112,572,8060,5762,5680,3156,2557,25211,3,0,3,0,4,17,61,10,9,4,0,84,496,236,149,32,14,927,410,322,292,101,45,1170,73,75,95,74,53,373,27,14,9,7,7,55,1059,665,555,221,129,2623,11,14,3,3,3,30,240,77,26,6,0,350,1688,954,544,160,42,3392,447,454,354,176,100,1529,25,27,38,25,29,142,73,46,23,9,8,167,2489,1575,985,377,187,5614,0,0,3,0,0,5,24,0,0,3,0,26,89,9,0,0,0,108,12,8,5,6,0,28,0,0,0,0,0,4,5,0,0,0,0,3,132,23,16,5,0,175,4,5,0,0,0,13,11746,8022,7230,3763,2868,33635,17,14,8,7,7,59,60,30,24,11,19,140,962,527,288,94,62,1933,5274,3826
LGA22750,24,11,7,0,0,39,148,16,11,3,0,190,2907,638,220,65,13,3838,14980,7050,6233,1600,485,30347,4608,3158,4624,2980,1261,16631,271,84,59,26,23,468,22935,10965,11154,4679,1786,51514,4,0,0,0,0,5,70,6,0,0,0,78,636,103,22,3,4,776,390,142,90,22,8,648,36,18,20,20,6,95,17,8,0,0,0,21,1151,272,135,48,15,1621,5,5,0,0,0,8,166,18,4,0,0,188,1233,202,55,9,0,1505,360,137,73,11,0,585,22,7,13,7,4,56,21,4,0,0,0,29,1804,376,147,37,3,2372,8,0,0,0,0,12,31,3,0,0,0,33,71,8,0,0,0,80,24,7,11,0,0,43,0,5,4,3,0,17,0,0,0,0,0,3,132,29,17,5,5,186,9,0,0,0,0,12,26030,11644,11451,4766,1814,55705,14,9,3,9,4,44,139,24,17,3,5,188,2988,639,250,45,12,3933,14967,6846
LGA22830,10,6,0,4,5,21,34,4,10,0,5,51,630,165,69,19,7,885,3991,1838,1717,562,279,8392,1418,912,1211,839,487,4860,88,27,37,5,19,177,6176,2955,3035,1433,795,14392,0,0,0,0,0,0,7,0,0,0,0,5,135,28,16,3,0,179,56,22,18,5,4,100,8,3,8,4,6,24,9,0,0,0,0,10,209,59,37,15,10,326,0,0,0,0,0,0,22,3,0,0,0,28,282,91,39,8,9,424,57,17,10,4,3,85,0,4,0,0,0,7,8,5,0,0,0,21,371,121,50,16,8,563,6,5,0,0,0,11,36,6,0,0,0,44,42,8,5,0,3,55,11,7,4,4,0,20,0,0,0,4,3,3,4,0,0,0,0,6,101,18,10,12,3,142,10,3,0,0,0,12,6858,3160,3135,1469,818,15435,5,8,6,0,0,19,38,3,5,7,3,52,737,164,69,27,11,1015,3932,1729
LGA22910,3,0,0,0,0,3,45,14,6,0,0,66,412,87,43,7,3,547,1129,412,347,117,50,2056,399,173,213,146,68,1012,26,4,3,0,0,38,2019,689,619,274,121,3718,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,6,0,0,0,0,13,0,0,4,0,0,4,0,0,0,0,0,0,23,5,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,34,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,4,0,0,0,0,0,4,4,0,0,3,0,7,0,0,0,0,0,0,19,5,0,3,0,23,0,0,0,0,0,0,2086,700,626,284,120,3815,0,0,0,0,0,0,61,8,5,0,0,73,433,108,45,9,6,597,1086,372
LGA22980,0,0,0,0,0,5,8,3,0,0,0,11,125,32,18,0,0,182,501,169,156,61,19,898,152,69,90,58,30,402,8,0,0,0,0,17,804,267,273,125,49,1512,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,829,271,279,125,49,1544,0,0,0,0,0,0,10,0,0,0,0,10,130,28,11,6,0,172,461,138
LGA23110,6,3,5,0,0,16,53,7,6,7,0,69,1129,348,167,31,10,1687,4842,2845,2775,750,346,11556,889,904,1462,905,440,4592,107,39,34,19,5,196,7029,4147,4445,1702,806,18118,0,0,0,0,0,0,26,8,0,0,0,39,490,113,44,9,0,656,668,359,333,81,23,1469,80,62,112,54,17,326,14,5,0,0,0,18,1278,549,495,142,39,2500,0,0,0,0,0,0,70,12,0,0,0,86,583,169,71,19,4,843,151,89,59,16,9,328,7,3,4,4,0,27,14,4,0,0,0,18,828,285,140,40,14,1298,5,3,0,0,0,6,16,0,0,0,0,16,18,3,0,0,0,21,6,7,8,0,0,27,4,0,0,3,0,10,5,0,0,0,0,5,49,16,10,4,0,80,3,0,0,0,0,3,9182,4992,5081,1888,864,22003,7,0,5,0,0,10,39,11,3,3,0,56,961,300,163,25,5,1456,4184,2529
LGA23190,0,0,0,0,0,6,13,3,3,0,0,21,238,48,26,0,0,309,1498,543,499,174,39,2754,623,319,407,273,111,1737,27,16,0,4,3,49,2393,926,937,451,159,4875,0,0,0,0,0,0,3,0,0,0,0,3,56,7,3,0,0,56,39,10,8,0,0,56,3,0,0,4,0,8,0,0,0,0,0,4,96,18,15,0,0,124,0,0,0,0,0,0,4,0,0,0,0,0,79,10,0,0,0,89,17,9,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,9,101,20,3,0,0,129,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,0,20,0,0,0,0,0,0,2607,972,958,455,158,5150,0,0,0,0,0,0,10,3,0,0,0,14,263,48,14,5,0,334,1441,507
LGA23270,18,8,17,16,8,69,52,26,6,7,3,92,584,188,97,35,15,919,7660,5415,5212,1895,1090,21266,2978,2864,4523,2918,2011,15290,194,97,93,69,89,538,11484,8594,9948,4944,3212,38179,3,4,0,0,0,12,18,0,0,0,0,23,301,99,35,12,3,456,574,525,478,217,92,1882,102,131,259,231,200,917,20,17,15,7,6,65,1020,777,786,474,296,3353,0,0,3,0,0,0,37,3,0,0,0,41,343,114,47,20,0,523,182,127,103,38,20,472,6,3,8,5,8,27,13,11,8,0,0,27,582,254,166,61,29,1094,0,0,0,0,0,0,12,0,0,0,0,13,13,3,5,0,0,20,3,5,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,28,7,11,0,4,56,5,0,5,4,0,17,13125,9627,10920,5480,3548,42701,13,15,18,14,15,70,49,12,15,10,13,103,590,199,120,67,33,1002,7893,5449
LGA23350,0,0,0,0,0,5,28,3,5,0,0,34,262,49,24,3,3,341,1139,417,373,116,38,2086,518,254,381,222,104,1483,16,6,5,0,0,25,1967,733,782,351,149,3978,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,28,20,5,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,42,13,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,5,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,31,8,5,0,0,40,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,4,6,3,3,0,0,6,5,5,0,0,0,11,0,0,0,0,0,0,15,9,5,0,0,31,0,0,0,0,0,0,2057,758,794,349,149,4109,3,0,0,0,0,3,25,3,0,4,0,32,265,59,31,4,4,359,1160,414
LGA23430,9,7,3,0,3,26,54,15,8,3,0,86,1366,399,219,37,9,2029,6302,3819,3957,843,219,15135,2484,2180,3634,2082,774,11143,155,41,41,20,18,268,10372,6460,7855,2982,1018,28692,0,0,0,0,0,4,61,4,0,4,0,69,1300,353,130,21,0,1812,1434,735,549,113,24,2862,154,139,190,91,43,622,33,8,7,0,0,49,2987,1240,883,231,71,5412,6,0,0,0,0,9,162,10,4,0,0,179,1594,437,146,26,5,2213,505,310,205,56,20,1091,31,15,26,13,8,92,30,16,7,6,3,54,2327,798,380,95,34,3637,3,0,0,0,0,9,23,4,0,0,0,29,33,14,0,5,0,60,5,15,6,3,0,27,0,3,3,0,0,5,0,0,0,0,0,0,73,40,11,5,3,132,5,0,0,0,0,7,15758,8541,9130,3318,1126,37883,11,3,4,4,6,22,42,15,17,3,0,80,1039,330,188,29,10,1591,5460,3394
LGA23670,8,4,0,0,0,23,50,13,12,0,0,77,992,267,88,13,9,1365,7801,4761,4421,991,267,18249,4012,3540,5476,3140,1305,17471,131,66,52,24,11,276,12993,8655,10050,4179,1587,37463,0,0,0,0,0,0,36,0,0,0,0,38,790,125,51,9,5,979,536,288,204,50,5,1078,42,32,27,16,8,121,21,4,0,0,0,20,1414,451,285,73,19,2240,0,0,0,0,0,0,17,0,0,0,0,19,332,69,27,3,0,433,248,133,71,19,3,472,13,17,8,8,3,50,12,0,0,0,0,8,616,224,105,31,7,982,0,3,0,0,0,5,5,0,0,0,0,5,16,0,0,0,0,19,6,3,9,4,0,21,0,0,3,0,0,6,0,0,0,0,0,5,26,12,10,4,3,50,5,0,0,0,0,5,15062,9343,10455,4280,1609,40740,6,11,12,0,0,21,58,14,11,0,3,96,983,287,117,26,4,1421,7348,4583
LGA23810,8,4,6,0,0,11,42,13,6,0,3,67,982,190,86,18,5,1277,5462,2469,1880,517,243,10575,1680,1095,1514,948,422,5660,129,39,31,11,17,229,8300,3805,3519,1504,694,17822,0,0,0,0,0,0,4,0,0,0,0,9,99,17,10,0,0,120,127,55,48,17,0,244,24,22,23,17,6,86,3,0,0,0,0,3,256,90,81,34,6,463,0,0,0,0,0,4,68,3,0,0,0,74,360,57,18,4,0,446,56,34,11,5,5,101,7,0,6,4,0,20,20,3,0,0,0,29,522,102,45,8,3,680,0,0,0,0,0,4,15,0,0,0,0,16,57,0,4,0,0,62,3,5,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,79,7,3,7,0,101,0,5,5,0,0,7,9153,4012,3649,1546,702,19063,6,0,0,0,0,7,55,4,9,6,0,73,904,192,80,16,5,1194,5444,2285
LGA23940,7,0,0,0,0,3,20,0,0,0,0,21,204,43,14,7,4,273,649,176,166,75,32,1091,217,90,96,84,39,532,9,3,0,0,0,12,1103,311,285,167,75,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,4,4,0,0,0,10,3,0,0,0,0,7,0,0,0,0,0,0,21,3,3,0,0,30,0,0,0,0,0,0,1135,317,289,166,79,1982,4,0,0,0,0,4,19,0,0,0,0,21,190,32,14,9,5,249,579,162
LGA24130,0,0,0,0,0,4,41,9,3,0,0,60,433,99,43,19,5,598,2572,1113,1147,304,68,5198,1455,953,1448,916,385,5165,35,16,13,3,3,73,4543,2183,2664,1245,461,11093,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,33,28,13,7,0,0,45,0,0,0,5,0,6,0,0,0,0,0,0,56,17,4,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,60,14,6,0,0,81,20,11,4,0,0,34,4,0,0,0,0,4,3,0,0,0,0,3,90,21,8,4,0,129,0,0,0,0,0,0,6,0,0,0,0,7,11,0,0,0,0,14,8,7,4,0,0,17,0,3,0,0,0,4,0,0,0,0,0,0,22,14,4,0,0,39,0,0,0,0,0,3,4717,2237,2684,1252,465,11354,4,0,0,0,3,10,44,14,0,0,0,55,431,105,58,18,3,616,2594,1086
LGA24210,4,7,8,3,0,29,26,3,5,0,0,41,540,146,56,19,3,766,5056,2581,2500,578,111,10816,4232,3084,4375,2423,914,15036,126,39,29,9,7,206,9987,5858,6975,3027,1042,26891,0,0,0,0,0,0,31,3,0,0,0,37,461,117,36,6,0,617,805,437,330,72,15,1664,154,137,180,69,40,576,18,8,5,0,0,29,1461,706,555,150,55,2928,0,0,0,0,0,0,55,0,0,0,0,56,301,87,30,10,0,432,291,194,131,32,10,662,18,22,16,13,10,80,9,0,0,0,0,9,679,314,176,49,25,1238,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,16,0,0,0,0,0,0,12142,6876,7703,3230,1122,31078,6,3,0,4,0,14,25,8,0,4,0,51,553,146,65,17,5,773,4381,2227
LGA24250,0,0,0,0,0,0,24,0,0,0,0,24,173,36,14,3,0,234,572,176,137,44,16,946,274,101,147,93,47,666,25,11,6,3,0,41,1074,319,312,148,63,1910,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,37,18,4,6,0,0,27,0,0,0,0,0,5,0,0,0,0,0,4,47,7,8,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,3,0,0,0,0,8,1139,333,327,151,67,2007,0,0,0,0,0,0,24,5,0,0,0,29,208,31,20,3,0,265,580,169
LGA24330,4,4,7,5,5,25,74,18,4,3,5,100,1591,654,306,56,25,2625,2361,1670,1625,455,197,6305,418,538,853,500,369,2683,64,12,25,21,20,135,4509,2901,2814,1039,614,11874,0,0,0,0,0,0,51,9,4,0,0,58,441,181,60,17,10,707,557,389,299,94,34,1378,80,62,83,37,39,302,5,3,3,0,5,22,1138,643,446,150,90,2465,16,7,0,0,0,27,358,89,23,0,0,474,980,400,193,68,14,1656,185,145,103,32,27,492,7,8,3,4,3,28,29,9,3,8,4,48,1570,656,330,113,53,2724,0,0,0,0,0,0,5,0,0,0,0,6,12,9,6,0,0,25,13,8,4,0,4,33,0,0,3,0,5,8,0,0,0,0,0,0,23,22,16,0,8,71,10,9,0,0,0,19,7258,4222,3611,1300,767,17150,3,0,0,0,4,17,46,4,3,4,6,68,1405,529,277,46,17,2274,2156,1641
LGA24410,0,4,3,5,5,12,52,5,3,4,0,66,1000,266,131,35,3,1436,5371,2924,2914,682,193,12083,2483,1925,2916,1862,724,9917,79,33,23,10,8,157,8988,5163,5993,2594,936,23675,0,0,0,0,0,0,56,3,0,0,0,62,1234,313,140,29,9,1723,697,350,181,46,27,1304,23,28,34,17,4,111,30,6,0,5,0,43,2047,703,354,97,40,3243,0,0,0,0,0,0,14,0,0,0,0,14,333,105,36,13,4,490,142,100,51,16,0,303,9,9,7,3,4,31,9,3,0,0,0,14,506,215,99,35,0,854,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,28,0,0,0,0,0,4,11552,6097,6453,2725,978,27806,4,5,6,3,0,16,62,6,9,3,0,91,1881,594,284,61,26,2845,5671,3196
LGA24600,0,0,0,0,0,0,21,0,0,0,0,21,271,96,36,4,0,408,242,151,125,30,5,557,77,80,98,88,33,366,3,0,0,0,0,7,613,323,263,120,40,1356,0,0,0,0,0,6,156,8,0,0,0,165,973,272,111,14,0,1385,715,478,363,78,13,1637,143,103,171,81,41,538,17,7,4,0,4,28,2009,867,646,178,58,3755,247,25,7,5,0,283,2847,266,35,0,0,3147,4986,1440,417,79,15,6940,1074,611,376,106,112,2274,65,43,48,20,14,186,80,26,9,14,11,139,9297,2407,896,220,150,12972,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,0,8,6,0,5,3,0,17,0,3,0,0,0,3,0,0,0,0,0,0,21,3,7,3,0,36,5,0,6,0,0,14,11943,3606,1817,521,250,18139,0,0,0,0,0,0,27,0,0,0,0,27,181,70,26,0,0,277,215,124
LGA24650,13,7,9,4,7,39,19,5,0,3,0,26,413,89,45,24,5,574,4919,3361,3003,768,264,12323,2661,2682,4165,2436,1259,13200,122,77,53,37,31,318,8142,6224,7283,3263,1564,26477,0,0,0,0,0,0,12,0,0,0,0,12,262,30,11,5,0,309,388,232,202,39,23,879,89,82,111,59,28,373,16,3,3,0,0,25,764,346,329,103,48,1589,0,0,0,0,0,0,11,0,0,0,0,13,102,19,11,5,0,135,110,72,44,12,6,236,3,3,4,3,4,19,3,0,3,0,0,6,235,95,54,22,10,405,0,0,0,0,0,0,13,0,0,0,0,14,7,4,4,0,0,9,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,7,3,0,0,37,3,0,3,0,0,8,9161,6673,7669,3393,1624,28517,10,8,9,3,3,25,29,7,8,3,0,51,429,123,66,31,12,661,4997,3349
LGA24780,7,0,0,5,0,13,51,11,5,0,0,70,679,182,64,16,10,940,3569,1652,1401,522,186,7328,1158,628,950,681,376,3794,83,20,23,11,9,143,5546,2495,2444,1235,575,12288,0,0,0,0,0,0,9,4,0,0,0,16,149,17,8,0,0,179,82,33,18,7,0,139,11,5,5,0,0,17,4,3,0,0,0,5,253,61,26,15,0,357,0,0,0,0,0,4,21,3,0,0,0,22,203,59,21,5,0,291,92,36,16,5,0,146,7,3,0,0,0,12,11,3,0,0,0,12,331,107,34,15,3,488,8,0,3,0,0,15,25,0,0,0,0,29,23,0,0,0,0,27,17,7,0,0,0,29,5,3,0,5,0,3,4,3,4,0,0,5,89,16,8,5,0,120,3,0,0,0,0,5,6216,2676,2520,1269,583,13258,9,0,0,0,0,14,57,9,0,6,0,67,628,145,72,27,4,881,3543,1594
LGA24850,7,3,0,3,0,15,24,8,0,3,0,37,314,68,39,3,6,429,2080,988,942,265,80,4355,935,679,973,677,347,3613,47,15,20,9,4,97,3409,1762,1977,964,437,8540,0,0,0,0,0,0,7,0,0,0,0,7,66,9,3,0,0,74,57,21,21,7,3,108,15,14,13,12,8,61,3,0,0,0,0,4,143,47,35,20,15,262,0,0,0,0,0,0,3,0,0,0,0,9,64,13,7,0,0,88,23,23,7,7,0,57,0,0,3,3,0,7,5,0,0,0,0,7,104,40,17,9,0,165,0,0,0,0,0,0,9,0,0,0,0,9,3,5,4,0,0,13,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,6,6,0,0,31,0,0,0,0,0,3,3675,1858,2031,993,454,9010,7,4,0,0,0,13,27,4,7,0,0,43,360,62,48,14,8,497,2217,1060
LGA24900,0,0,0,0,0,3,36,8,5,5,0,44,417,79,35,8,4,545,2266,756,597,269,95,3980,841,395,520,393,245,2400,44,14,8,5,0,73,3600,1246,1161,681,356,7047,0,0,0,0,0,0,4,0,0,0,0,4,39,10,5,0,0,54,38,10,4,0,0,51,9,0,0,0,0,9,4,0,0,0,0,4,86,19,9,4,0,123,6,0,0,0,0,4,10,0,0,0,0,13,115,15,9,0,0,136,45,10,5,0,0,55,0,0,3,0,0,6,8,0,0,0,0,8,186,27,17,7,0,226,0,0,0,0,0,5,15,0,0,0,0,15,18,0,0,0,0,22,7,0,0,6,0,11,0,3,0,0,0,4,0,0,0,0,0,0,45,10,4,3,0,61,6,0,0,0,0,10,3925,1303,1188,688,351,7464,3,3,0,0,0,9,30,6,4,6,0,40,402,61,42,6,6,511,2227,714
LGA24970,11,11,11,7,3,43,69,17,17,0,0,108,1339,492,239,38,20,2130,7799,4417,4405,966,281,17866,4463,3324,4879,2445,1052,16161,196,56,61,25,24,356,13874,8318,9614,3482,1376,36663,8,0,3,0,0,6,42,6,0,0,0,48,750,301,127,15,0,1195,948,659,536,108,32,2282,149,156,232,116,56,704,25,7,5,6,0,40,1911,1138,890,246,92,4277,10,3,4,0,0,14,118,18,3,0,3,144,976,369,167,40,4,1556,541,385,284,80,29,1318,32,41,71,31,13,194,16,13,6,0,6,38,1695,821,538,158,51,3259,0,0,0,0,0,0,4,0,0,0,0,4,11,8,8,0,0,28,9,3,9,0,0,22,6,4,0,0,0,6,0,0,0,0,0,0,32,16,13,4,3,63,3,6,0,0,0,19,17513,10298,11055,3890,1527,44288,10,12,8,0,0,25,50,17,13,6,0,92,1112,450,237,40,11,1860,6593,4033
