LGA_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,15,0,0,0,0,15,7,0,0,0,0,3,0,0,0,0,0,0,29,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,6,3
LGA18200,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,27,0,0,0,0,27,9,0,0,0,0,16,0,0,0,0,0,0,41,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,48,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,17,0
LGA18250,0,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,50,81,31,3,0,0,118,58,22,16,19,10,120,0,3,0,0,0,4,181,57,22,18,7,290,0,0,0,0,0,0,3,0,0,0,0,3,45,5,3,0,0,51,19,17,7,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,62,17,7,0,0,92,13,3,0,0,0,21,55,0,0,0,0,64,476,81,19,5,0,578,67,72,16,6,4,162,0,4,6,0,0,13,9,0,0,5,0,14,621,157,46,14,6,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,874,236,77,35,13,1234,0,0,0,0,0,0,8,0,0,0,0,9,34,4,0,0,0,36,45,30
LGA18350,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,49,113,10,6,0,0,129,68,8,3,0,0,88,5,0,0,0,0,5,244,28,6,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,277,25,6,0,0,314,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,48,148,9
LGA18400,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,85,12,0,0,0,100,68,9,5,4,0,82,6,0,0,0,0,6,186,24,4,4,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,26,6,5,0,236,4,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,23,74,12
LGA18450,4,0,0,0,0,3,10,0,0,0,0,10,184,9,0,0,0,189,478,144,32,0,0,649,145,54,104,50,21,380,32,3,7,5,0,43,847,211,137,54,23,1277,0,0,0,0,0,0,5,0,0,0,0,5,151,11,0,0,0,162,114,85,22,0,0,223,10,3,8,3,5,28,6,3,0,0,0,11,285,99,32,7,7,435,15,4,0,0,0,13,49,0,0,0,0,55,718,76,11,0,0,806,104,169,37,8,0,315,5,4,22,20,0,52,13,4,0,6,0,26,902,263,71,33,10,1271,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,15,3,4,0,0,0,7,5,0,5,0,0,3,8,0,3,0,0,10,29,6,8,0,0,37,5,0,0,0,0,6,2074,581,246,92,37,3026,5,0,0,0,0,3,14,3,0,0,0,18,152,7,4,0,0,169,464,165
LGA18500,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,35,14,0,0,0,51,24,11,6,0,0,40,4,0,0,0,0,4,81,24,9,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0,0,108,80,130,11,0,0,223,18,28,46,4,0,98,6,0,0,0,0,11,208,162,64,4,0,441,10,0,0,0,0,10,27,3,0,0,0,34,637,37,4,3,0,673,109,118,11,6,0,238,10,5,6,4,3,27,7,4,0,0,0,12,796,160,24,9,3,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,7,3,0,0,0,7,1086,353,94,20,3,1555,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,18,7
LGA18710,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,31,4,0,0,0,38,13,0,4,0,0,21,0,0,0,0,0,0,72,8,6,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,87,10,5,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,36,5
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,57,4,0,0,0,66,9,4,0,0,0,16,5,0,0,0,0,5,89,8,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,8,0,0,0,111,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,21,42,7
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,46,4,0,0,0,53,11,0,0,10,6,31,5,0,0,0,0,5,86,5,0,10,6,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,9,0,11,6,116,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,54,0
LGA20570,0,0,0,0,0,0,5,0,0,0,0,11,204,9,0,0,0,214,597,232,23,3,0,847,137,75,105,27,13,351,23,10,0,0,0,35,970,320,124,29,13,1455,0,0,0,0,0,0,3,0,0,0,0,3,62,3,0,0,0,69,42,30,3,0,0,75,0,5,4,0,0,18,3,0,0,0,0,0,110,41,14,0,0,167,0,0,0,0,0,0,6,0,0,0,0,6,120,6,0,0,0,129,17,17,0,0,0,34,0,0,0,0,0,3,5,0,0,0,0,5,153,21,0,0,0,176,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,4,1242,382,143,34,13,1807,0,0,0,0,0,0,6,0,0,0,0,7,190,17,0,0,0,206,623,131
LGA20660,3,0,0,0,0,3,4,4,0,0,0,8,185,3,3,0,0,198,387,161,23,4,0,576,103,50,61,32,20,261,20,0,5,6,0,32,697,216,94,40,23,1076,0,0,0,0,0,0,0,0,0,0,0,0,99,7,0,6,0,107,78,38,5,0,0,121,6,6,10,0,0,18,8,0,0,0,0,8,187,54,12,10,0,261,0,0,0,0,0,0,22,0,0,0,0,19,130,12,3,0,0,147,37,34,3,0,0,72,3,0,0,0,0,11,0,0,0,0,0,5,192,48,6,4,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,1092,315,112,54,27,1598,3,0,0,0,0,3,7,0,0,0,0,10,124,18,0,0,0,148,307,130
LGA20740,0,0,0,0,0,0,3,0,0,0,0,8,72,0,0,0,0,80,178,15,0,0,0,198,40,13,3,0,0,58,3,4,0,0,0,9,297,35,6,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,329,42,10,0,0,376,0,0,0,0,0,0,0,0,0,0,0,3,67,0,0,0,0,67,162,11
LGA20830,0,0,0,0,0,0,4,0,0,0,0,4,47,0,0,0,0,45,174,27,5,0,0,204,49,5,5,0,0,59,10,3,0,0,0,9,280,36,7,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,308,34,7,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,42,188,11
LGA20910,0,0,0,0,0,0,5,0,0,0,0,5,100,4,0,0,0,105,148,39,4,3,0,193,54,9,12,7,3,88,3,0,0,0,0,5,306,54,15,15,3,401,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,88,42,11,0,0,0,58,3,0,0,0,0,8,0,0,0,0,0,0,129,17,0,0,0,146,0,0,0,0,0,0,13,0,0,0,0,13,142,5,0,0,0,148,32,8,4,0,0,43,6,0,0,0,0,3,0,0,0,0,0,5,191,15,4,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,639,91,29,19,7,773,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,66,121,29
LGA21010,0,0,0,0,0,0,5,0,0,0,0,5,23,0,0,0,0,21,64,3,0,0,0,75,20,0,0,0,0,21,5,0,0,0,0,5,112,7,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,6,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,77,5
LGA21110,3,0,0,0,0,4,5,0,0,0,0,4,170,9,0,0,0,178,233,205,24,4,3,476,87,71,124,47,22,361,8,7,4,3,0,17,502,300,153,61,27,1040,0,0,0,0,0,0,0,0,0,0,0,3,219,20,0,0,0,241,88,131,18,7,0,242,3,7,12,4,0,33,11,0,0,0,0,11,332,161,35,7,0,536,7,0,0,0,0,9,81,4,0,0,0,86,949,120,41,8,3,1114,79,143,29,9,0,253,9,10,17,10,0,45,21,3,0,0,0,28,1147,278,91,24,0,1535,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,13,0,10,0,0,0,9,0,0,8,0,0,9,0,0,0,0,0,0,20,10,3,0,0,34,3,0,0,0,0,4,1998,741,278,89,32,3140,0,0,0,0,0,3,4,0,0,0,0,9,111,10,3,0,0,129,153,131
LGA21180,0,0,0,0,0,3,3,5,0,0,0,6,114,9,9,0,0,129,613,154,65,33,17,880,136,62,53,34,24,301,45,17,14,5,6,84,908,246,136,70,47,1405,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,27,59,27,5,3,0,98,4,0,4,3,0,16,4,0,3,0,0,7,92,32,16,12,0,147,4,0,0,0,0,4,18,0,0,0,0,18,90,16,7,0,0,111,36,15,11,7,0,71,0,0,0,0,0,0,17,5,0,0,0,25,166,35,21,4,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1171,318,168,90,46,1792,3,4,0,0,0,10,15,10,0,0,0,26,106,14,3,6,3,125,542,168
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,25,10,0,0,0,35,10,0,0,0,0,10,5,0,0,0,0,5,54,10,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,58,6,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,33,0
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,144,21,0,0,0,166,43,5,0,0,0,58,3,0,0,0,0,3,242,36,4,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,301,31,4,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,47,148,10
LGA21450,0,0,0,0,0,4,0,0,0,0,0,0,42,5,0,0,0,46,314,32,8,0,0,359,105,27,4,0,0,143,8,4,0,0,0,11,474,68,14,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,15,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,35,7,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,535,75,22,0,0,629,0,0,0,0,0,0,8,0,0,0,0,12,58,0,0,0,0,58,320,35
LGA21610,11,0,0,0,0,11,8,0,0,0,0,8,88,0,0,0,0,91,843,121,27,6,5,997,287,79,30,15,13,413,35,3,0,0,0,42,1267,207,58,22,18,1563,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,23,49,3,0,0,0,50,5,0,0,0,0,12,4,0,0,0,0,3,76,8,5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,59,28,8,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,9,93,13,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1448,224,63,21,18,1765,4,0,0,0,0,3,8,0,0,0,0,12,109,11,3,0,0,115,834,136
