LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA24780,27,4,13,0,0,43,20,0,8,0,3,34,149,8,85,5,14,262,238,28,198,9,24,500,127,20,143,9,9,317,133,43,183,18,20,391,64,24,101,19,11,213,9,8,34,6,0,61,4,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,32,6,9,3,8,59,811,141,778,80,86,1902,15,0,6,0,0,20,8,0,6,0,0,13,55,3,29,3,8,93,191,23,103,14,15,346,127,21,98,10,12,266,221,30,173,21,27,468,220,39,264,29,20,574,60,27,87,14,5,188,8,0,11,0,5,31,5,0,0,0,0,3,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,7,24,4,3,74,956,150,802,89,99,2100,14,0,9,0,0,24,6,0
LGA24850,9,0,3,0,0,14,4,0,0,0,0,8,47,0,18,0,3,66,79,9,70,9,14,177,55,3,102,7,11,174,92,13,109,7,5,234,65,19,116,10,6,222,19,9,55,9,6,97,4,0,9,0,4,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,6,35,392,54,500,40,60,1058,4,0,0,0,6,5,0,0,0,0,0,0,15,0,5,0,0,23,42,3,19,0,0,66,32,0,36,7,6,82,107,16,151,3,13,296,181,23,256,19,32,511,56,18,92,10,14,192,9,0,16,0,0,21,0,0,3,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,10,18,0,15,0,3,42,482,73,597,43,75,1269,0,0,0,0,0,5,5,0
LGA24900,9,0,9,0,0,22,14,0,9,0,0,21,78,3,38,5,6,134,119,11,88,8,19,242,61,3,62,8,3,136,49,6,64,7,3,129,38,8,41,4,4,95,3,5,12,3,0,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,23,6,13,3,0,45,405,44,347,28,35,862,4,3,0,0,0,5,6,0,3,0,0,13,36,4,18,5,0,58,94,5,46,9,8,163,63,4,33,9,13,118,82,12,78,0,10,183,65,15,76,11,8,172,14,4,37,4,5,66,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,15,0,3,52,400,56,313,33,45,844,5,0,0,0,0,8,3,0
LGA24970,15,3,7,0,0,32,17,0,8,0,0,26,125,6,25,4,10,168,93,8,40,6,11,160,66,5,39,10,13,131,247,21,189,22,28,510,1006,85,751,79,92,2019,1071,169,1164,183,127,2716,291,110,420,84,43,947,65,19,129,29,13,262,29,9,34,10,6,83,12,4,10,4,0,33,0,0,6,0,0,10,33,8,33,5,6,80,106,12,76,15,9,220,3181,463,2939,454,355,7391,7,0,5,0,0,15,15,0,4,0,0,13,51,0,24,4,5,88,108,8,31,6,0,150,45,3,35,6,11,97,139,5,62,8,14,235,698,28,503,47,57,1335,1466,210,1729,229,129,3763,669,163,1007,178,110,2121,228,103,403,89,52,876,68,30,128,25,13,263,22,11,40,13,6,87,9,0,11,3,3,32,25,14,45,6,3,91,114,15,80,18,18,239,3673,586,4085,642,422,9417,12,0,4,0,0,10,9,0
LGA25060,14,0,9,0,0,25,12,0,8,0,4,23,81,4,47,9,14,143,82,13,67,13,4,181,116,5,79,8,13,220,325,18,141,11,15,505,810,37,399,23,45,1313,813,34,404,34,37,1326,154,12,187,21,20,396,54,9,85,12,9,167,8,7,29,3,0,54,9,0,7,3,3,19,0,0,4,4,0,4,17,6,15,0,0,36,60,10,45,9,7,120,2557,155,1515,154,162,4540,6,0,4,3,0,12,13,0,3,0,4,19,44,3,26,0,3,83,86,3,54,9,3,154,46,8,40,3,3,95,226,12,98,7,18,360,743,29,402,35,27,1242,1174,48,653,56,55,1993,455,34,399,52,31,967,147,20,173,30,16,385,46,17,87,18,4,169,9,4,33,0,7,60,3,3,24,6,0,33,17,11,23,3,4,64,65,12,45,0,11,140,3086,205,2068,218,195,5777,3,0,9,0,0,14,6,0
LGA25150,6,0,0,0,0,7,5,0,0,0,0,8,32,0,13,0,0,52,41,4,24,5,9,82,31,5,30,7,7,69,54,10,60,3,10,134,41,12,101,6,3,166,16,4,23,3,0,48,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,11,0,8,0,0,23,247,42,266,27,26,606,4,0,0,0,0,3,3,0,0,0,0,5,7,0,10,5,0,20,19,5,9,0,0,43,40,3,16,0,3,58,64,7,43,3,4,116,125,18,152,18,12,327,39,18,69,5,10,146,6,3,3,0,5,12,4,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,10,0,0,28,321,50,317,35,43,773,5,0,0,0,0,5,0,0
LGA25250,12,0,14,0,0,30,13,0,3,0,0,22,111,3,28,8,7,155,109,13,74,10,25,228,185,15,129,7,24,356,542,33,359,29,52,1012,1323,68,906,63,60,2421,1400,51,662,48,62,2213,394,16,176,25,13,625,76,9,49,11,5,145,34,0,19,0,0,53,7,0,11,0,0,15,5,0,0,0,0,6,31,5,21,4,5,62,89,8,60,8,9,172,4334,216,2487,212,263,7519,15,0,8,0,0,25,11,0,3,0,0,16,61,0,13,3,9,80,96,0,43,14,13,170,73,3,43,6,3,137,352,12,179,18,30,585,1382,71,1042,43,81,2626,2271,133,1271,79,90,3840,1002,36,476,27,30,1573,327,17,160,22,8,533,70,3,78,7,5,159,30,3,24,4,0,68,19,0,14,3,4,41,45,4,25,0,3,85,111,8,74,12,10,217,5881,289,3455,229,293,10152,5,0,3,0,0,12,7,0
LGA25340,11,4,10,0,0,23,18,0,4,0,0,16,111,5,28,4,7,154,148,4,69,3,12,243,170,15,132,9,21,342,366,41,324,25,51,805,501,45,572,40,59,1227,255,54,415,42,58,819,57,23,133,17,21,254,19,4,41,14,6,91,11,0,15,5,5,40,6,3,13,0,3,29,5,0,11,3,0,18,16,10,16,0,0,45,79,9,51,0,8,158,1775,228,1840,167,262,4273,8,0,7,0,3,19,12,0,4,0,0,15,45,0,13,0,8,58,90,4,26,4,10,129,76,6,29,9,3,125,240,13,150,12,28,444,653,49,522,48,83,1355,546,97,634,54,96,1436,190,60,281,38,43,609,54,24,92,17,23,220,28,15,63,5,8,119,14,10,25,6,0,55,8,0,15,0,0,29,15,7,25,4,4,53,76,12,45,4,17,154,2060,299,1930,202,328,4827,9,0,11,4,0,17,3,0
LGA25430,6,0,3,0,0,6,0,0,0,0,0,6,17,3,6,0,3,35,22,0,26,4,4,58,26,0,28,0,0,49,48,3,48,0,4,103,32,3,46,0,0,72,11,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,13,160,14,170,3,18,368,0,0,0,0,0,3,0,0,0,0,0,0,13,0,4,0,0,12,16,3,13,0,0,35,11,0,12,4,5,31,31,0,21,0,0,53,68,15,61,6,0,152,23,4,38,3,3,64,4,3,4,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,12,175,24,160,10,11,381,5,0,0,0,0,4,0,0
LGA25490,8,0,3,0,5,17,10,0,6,0,0,17,22,4,26,3,6,59,36,8,35,0,6,82,21,0,28,4,4,55,25,3,23,3,0,55,13,4,22,3,0,48,11,3,7,0,0,22,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,15,3,15,0,0,31,162,23,179,19,18,395,3,0,0,0,0,8,3,0,5,0,0,10,18,3,11,0,0,35,38,6,26,3,0,70,22,3,19,0,3,52,34,7,30,6,0,73,26,5,42,4,5,78,28,0,38,0,0,64,0,0,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,0,0,31,185,26,190,17,16,432,4,0,3,0,0,11,5,0
LGA25620,9,0,3,0,0,14,3,0,0,0,0,6,13,0,10,0,0,28,35,4,19,0,0,62,21,3,19,3,4,49,18,0,23,0,0,50,11,0,18,0,0,29,4,0,5,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,22,130,7,103,3,16,267,8,0,0,0,0,7,3,0,0,0,0,3,11,0,4,0,0,15,20,4,8,0,0,29,25,0,13,0,3,36,36,0,25,3,0,66,35,6,25,5,4,67,5,0,19,0,6,35,0,0,9,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,20,156,12,101,10,16,286,7,0,3,0,0,9,0,0
LGA25710,0,0,0,0,0,6,4,0,0,0,0,4,19,0,9,0,4,38,13,0,6,0,4,22,6,0,9,0,3,15,26,5,23,0,9,61,90,13,59,8,10,180,84,9,144,16,13,261,24,16,59,14,9,126,8,3,14,0,8,31,0,6,5,0,6,21,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,11,5,6,4,3,23,294,58,337,48,58,793,6,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,10,10,0,0,0,0,16,3,0,4,0,0,13,5,0,3,0,5,16,67,3,39,8,12,130,110,13,136,16,15,287,50,22,112,6,15,210,17,15,39,3,6,89,10,6,12,5,3,36,4,0,6,3,0,13,0,3,0,0,0,5,0,0,0,0,0,9,13,3,9,4,0,27,310,66,378,53,53,861,4,0,0,0,0,6,0,0
LGA25810,6,3,0,0,0,7,5,0,0,0,0,5,59,5,24,0,4,92,51,4,62,4,6,122,16,6,15,0,4,36,8,0,14,0,4,18,0,0,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,148,16,126,4,13,306,0,0,3,0,0,3,5,0,0,0,0,5,22,0,8,0,0,33,56,4,36,4,4,99,18,0,17,0,0,42,29,5,22,0,3,62,5,0,8,0,0,19,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,5,0,0,13,154,12,103,10,10,285,0,0,5,0,0,4,0,0
LGA25900,22,0,5,0,0,22,11,0,5,0,0,12,140,0,16,4,4,168,88,4,19,4,0,120,88,5,19,3,6,114,389,0,67,4,11,471,1055,11,183,7,11,1271,1950,0,291,11,20,2279,1062,10,239,20,5,1336,545,0,195,12,11,760,232,10,142,8,12,406,141,6,107,8,6,275,70,6,78,8,3,159,134,13,126,17,12,301,112,4,31,3,4,160,6044,64,1520,109,106,7842,7,0,0,0,0,8,8,0,4,0,0,10,40,0,8,3,0,56,109,0,26,4,7,149,40,0,17,4,3,62,212,3,56,4,5,282,845,3,156,7,10,1029,2063,4,327,13,13,2419,1552,14,385,18,16,1982,838,10,298,11,13,1168,385,13,217,19,9,638,183,12,184,11,10,402,79,8,124,13,12,230,178,18,223,36,17,478,109,0,34,8,7,157,6643,93,2062,155,123,9065,10,0,0,0,0,6,6,0
LGA25990,5,0,0,0,0,9,8,0,0,0,0,3,14,4,13,0,4,34,16,0,19,0,0,30,3,4,8,0,0,14,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,50,4,52,0,9,116,5,0,0,0,0,10,0,0,0,0,0,5,8,0,11,0,3,17,13,0,7,0,0,24,14,7,4,0,0,22,7,3,11,0,0,21,3,4,6,0,0,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,12,51,15,45,0,5,124,5,0,0,0,0,3,0,0
LGA26080,0,0,0,0,0,6,0,0,0,0,0,4,7,0,0,0,0,7,3,0,3,0,0,9,6,0,4,0,0,17,14,0,6,0,0,18,13,6,16,0,0,38,5,0,4,0,0,14,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,54,4,47,9,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,4,19,0,7,0,0,31,6,3,20,0,0,31,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,31,0,7,83,0,0,0,0,0,0,0,0
LGA26170,6,0,6,6,0,20,9,0,3,0,0,14,39,0,24,0,0,66,73,12,45,11,9,144,51,7,59,6,4,122,61,8,63,0,3,138,23,9,45,3,0,75,3,4,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,26,3,27,0,0,53,283,45,284,26,21,655,8,4,8,0,0,17,8,0,5,0,0,16,18,0,6,0,3,32,53,5,23,4,3,89,43,4,26,5,6,83,90,8,94,7,11,204,59,13,88,4,8,176,7,4,20,7,0,35,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,3,0,0,6,9,3,25,3,0,37,306,40,296,32,28,700,4,0,4,0,0,3,7,0
LGA26260,13,3,9,4,0,27,14,0,5,3,0,19,57,0,31,0,3,90,44,7,37,0,6,98,27,0,18,0,4,58,31,0,29,0,4,71,8,0,23,0,5,39,0,3,16,0,0,17,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,0,20,203,28,178,14,22,447,10,0,6,0,0,16,7,0,0,5,5,10,21,3,20,0,7,47,29,6,29,0,3,67,32,0,23,0,3,59,44,7,47,0,4,106,20,7,27,0,4,57,11,0,8,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,14,187,21,177,14,25,414,11,0,0,0,0,11,0,3
LGA26350,11,0,0,0,0,15,7,0,0,0,0,10,101,0,14,0,3,124,74,0,18,0,4,97,71,0,17,0,3,91,328,0,60,0,4,395,961,10,178,18,14,1175,1398,17,267,25,30,1731,628,14,185,15,20,862,336,16,132,18,14,510,121,11,111,18,7,272,59,6,83,5,3,154,29,5,60,12,7,113,83,31,152,37,16,315,83,3,42,8,4,141,4297,105,1327,154,122,6007,9,0,3,0,0,10,10,0,0,0,0,12,33,3,6,0,4,38,94,0,16,7,0,122,40,0,5,0,0,52,152,0,30,0,7,190,860,3,158,10,11,1042,1948,8,360,17,17,2346,1162,11,268,15,17,1480,666,16,211,17,15,930,277,17,166,17,11,494,135,8,124,13,10,288,56,5,85,19,9,175,114,52,191,74,21,455,90,7,45,9,8,163,5650,143,1660,200,142,7797,8,0,0,0,4,12,4,0
LGA26430,6,0,0,0,0,10,0,0,0,0,0,0,17,3,7,0,4,33,31,0,25,6,3,61,18,0,24,0,5,41,19,3,17,4,0,42,8,4,8,0,0,19,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,25,115,12,90,6,9,243,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,12,27,3,11,0,4,45,11,0,16,0,0,36,28,0,20,0,3,56,14,7,26,6,3,50,4,0,9,0,4,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,3,7,3,4,17,116,9,89,3,16,242,0,0,0,0,0,0,6,0
LGA26490,6,0,0,0,0,7,6,0,0,0,0,5,21,0,5,0,0,29,33,0,18,0,8,53,24,3,28,0,3,58,61,0,29,0,3,98,113,3,73,3,0,202,70,20,151,7,13,259,21,12,70,6,0,113,3,6,22,0,0,29,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,24,354,46,416,30,29,870,0,0,0,0,0,3,0,0,0,0,0,3,7,0,6,0,0,20,16,0,8,0,0,25,15,0,13,0,0,26,36,0,11,7,0,57,60,0,70,6,11,146,155,18,187,18,7,382,81,22,132,15,11,263,13,3,33,9,3,61,8,0,9,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,21,0,17,0,6,42,422,54,486,42,39,1044,5,0,0,0,0,5,0,0
LGA26610,22,3,3,0,0,32,8,0,11,0,0,17,72,6,49,0,6,138,100,18,96,4,10,223,47,9,58,4,6,121,64,16,44,3,6,134,6,3,37,5,0,52,7,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,4,22,0,0,41,340,54,320,19,33,771,3,0,10,0,0,15,8,0,4,0,0,15,43,0,28,3,4,75,78,11,59,4,9,158,56,7,38,3,5,112,66,4,73,12,3,155,31,9,43,3,7,95,15,3,21,0,5,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,16,0,15,6,0,36,321,46,279,31,30,709,12,0,0,0,0,11,14,0
LGA26670,7,0,4,0,0,8,4,0,0,0,0,3,26,0,8,0,6,44,22,3,13,0,0,38,3,0,3,0,0,5,5,0,12,0,0,24,5,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,71,5,60,4,0,143,0,0,0,0,0,3,6,0,0,0,0,4,10,0,6,0,0,21,19,0,15,0,0,44,12,0,4,0,0,20,11,3,8,5,0,27,6,0,5,0,0,13,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,66,8,57,6,5,141,3,0,0,0,0,4,0,0
LGA26700,7,0,0,0,0,11,14,0,4,0,0,17,44,0,25,3,5,80,93,8,63,6,13,186,49,0,51,9,7,118,58,10,67,5,10,152,30,7,53,5,4,99,7,8,11,4,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,16,6,0,39,327,48,288,34,38,739,3,0,3,0,0,10,3,0,0,0,0,0,15,0,10,0,0,31,72,5,35,3,4,117,49,3,29,0,3,95,89,4,76,4,13,188,75,15,104,9,7,218,23,8,53,11,5,93,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,3,20,344,42,328,25,38,779,0,0,0,0,0,3,0,0
LGA26730,3,0,4,0,0,12,0,0,3,0,0,9,43,3,22,0,0,75,80,5,53,4,11,156,62,8,50,0,10,127,144,5,109,7,7,268,123,28,163,12,17,341,58,10,104,13,10,191,6,7,16,0,0,32,5,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,17,0,9,0,0,28,547,68,544,46,54,1255,4,0,4,0,0,4,0,0,0,0,0,3,19,0,17,0,0,36,67,9,21,4,4,100,60,5,24,5,12,105,124,16,71,8,18,239,216,16,191,5,19,443,78,17,145,23,22,284,18,4,24,7,0,50,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,13,0,9,3,4,29,613,65,497,57,74,1307,3,0,0,0,0,4,3,0
LGA26810,11,0,6,0,0,18,7,0,5,0,0,16,101,4,52,0,9,174,150,19,120,9,23,318,69,14,99,6,3,195,95,16,101,6,6,225,53,11,86,7,0,163,14,8,28,0,4,50,4,0,8,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,11,24,8,15,0,3,49,544,84,520,30,55,1234,3,0,8,0,0,17,3,0,0,0,0,10,40,5,30,4,9,79,105,7,53,0,15,183,73,3,52,3,6,145,138,11,154,9,9,324,118,17,136,11,5,294,37,27,77,8,8,162,9,0,17,0,3,34,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,31,0,21,4,3,59,560,84,560,45,60,1311,5,0,4,0,0,10,4,0
