LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA40430,557,0,14,16,0,594,206,0,0,3,0,211,56,0,10,0,0,68,5,0,0,0,0,5,0,0,6,0,0,6,76,0,0,4,0,83,11,0,0,6,0,14,0,0,0,0,0,3,147,0,14,6,0,170,40,0,11,5,0,51,44,0,4,0,0,47,1001,3,43,32,0,1080,547,14,0,19,9,585,208,0,0,3,0,211,68,0,13,0,0,74,0,0,0,0,0,7,0,0,0,0,0,0,72,3,0,9,0,83,9,0,0,0,0,9,0,0,0,0,0,0,148,11,12,7,3,176,55,20,0,0,0,75,72,0,0,15,0,85,1030,40,13,45,9,1130,611,13,0,8,4,643,222,0,0,0,0,225,74,0,5,0,0,83,4,0,0,0,0,9,0,0,0,0,0,0,81,3,0,0,0,87,12,0,0,3,3,19,0,0,0,0,0,0,181,6,8,3,5,203,41,25
LGA40520,1269,42,45,60,5,1426,1260,14,14,0,0,1291,364,74,73,0,0,516,176,57,56,0,0,293,15,3,9,0,0,28,242,7,27,0,0,279,79,10,3,17,0,108,5,0,0,0,0,8,875,162,177,20,0,1226,89,8,15,3,0,121,207,36,40,16,0,301,3695,266,297,99,4,4363,1314,39,40,44,10,1454,1252,18,11,5,5,1290,393,96,55,0,3,549,128,78,24,0,0,228,11,11,12,0,0,31,250,11,26,3,0,293,59,13,10,6,5,93,4,0,3,0,0,10,844,216,128,10,10,1202,87,5,16,4,0,108,295,48,36,44,5,437,3792,329,232,100,35,4493,1405,97,3,53,5,1567,1265,35,7,7,0,1313,371,135,57,0,0,564,153,93,7,0,0,248,20,20,0,0,0,44,287,30,10,0,0,329,63,14,0,21,0,102,9,8,0,0,0,11,908,294,70,26,0,1303,75,42
LGA40700,5702,921,673,0,0,7295,4107,498,457,3,0,5065,763,359,827,3,0,1955,3,26,104,0,0,140,10,16,40,0,0,63,499,207,472,3,0,1182,20,10,17,0,0,44,5,4,10,0,0,13,1301,622,1464,10,0,3395,151,109,244,0,0,508,404,141,251,0,0,788,11661,2291,3088,16,3,17054,5559,1288,338,3,6,7198,4250,754,265,0,8,5277,752,871,577,6,0,2205,4,43,102,0,0,140,5,28,26,0,0,59,446,381,258,0,8,1092,24,25,13,0,0,60,3,4,4,0,0,10,1231,1354,978,3,9,3575,150,240,95,0,3,487,363,241,150,0,5,761,11550,3872,1828,16,29,17289,5921,1280,425,3,8,7640,4402,873,303,0,12,5583,880,1017,636,6,6,2539,0,46,68,0,0,119,0,49,38,0,0,92,413,364,226,0,10,1017,34,16,29,0,0,85,4,11,8,0,0,20,1341,1502,993,5,15,3864,184,244
LGA40910,6793,396,219,0,0,7411,4945,491,235,0,0,5670,1194,361,413,0,0,1961,205,214,334,0,0,747,49,47,98,0,0,195,980,215,249,5,4,1450,77,17,54,0,0,150,14,5,13,0,0,34,2517,860,1153,4,6,4539,198,140,122,0,0,459,628,117,132,0,0,885,15078,2010,1866,5,5,18970,6361,885,172,0,0,7419,4908,981,222,3,18,6132,1336,524,490,3,10,2355,216,241,195,0,0,652,43,70,55,0,0,164,825,275,256,0,9,1370,61,28,44,0,0,136,17,6,15,0,0,38,2501,1147,1044,0,21,4718,224,275,47,3,0,550,524,220,105,0,7,857,14522,3507,1586,9,51,19678,6584,889,258,0,5,7740,5651,1135,286,0,8,7086,1872,691,630,0,4,3201,225,216,191,0,3,633,58,144,78,0,4,287,819,298,251,4,7,1371,106,34,64,0,0,206,15,14,14,0,0,44,3094,1394,1231,4,14,5736,227,190
LGA41010,393,0,6,76,3,473,311,0,0,13,0,324,72,0,18,6,0,96,123,0,7,0,0,130,46,0,0,0,0,48,97,0,13,0,0,111,36,0,9,23,3,67,0,0,5,0,0,3,372,0,54,23,3,455,53,0,8,4,0,69,54,0,11,32,0,96,1187,3,77,142,6,1421,374,0,8,91,5,480,308,0,0,48,0,361,92,4,7,7,0,113,101,0,11,0,0,118,40,0,4,0,0,43,80,8,9,21,0,124,36,0,0,20,5,62,3,0,5,0,0,3,360,12,37,50,4,464,34,0,3,48,0,81,138,0,9,136,3,289,1211,17,50,373,14,1666,419,14,0,46,17,494,328,0,0,0,0,328,89,3,5,0,0,97,129,8,0,0,0,136,45,6,0,0,0,48,112,9,5,3,0,132,63,0,3,31,6,110,8,0,0,0,0,14,451,25,19,34,11,542,33,3
LGA41060,13219,1171,767,58,4,15225,10255,1440,723,16,5,12431,2262,893,1265,7,4,4431,1091,1736,750,0,0,3577,145,157,117,0,0,424,2130,609,892,19,0,3649,225,64,96,28,0,414,46,30,28,0,0,107,5897,3499,3142,57,3,12604,388,228,168,4,0,791,1459,445,440,24,0,2366,31223,6782,5239,155,15,43413,11883,2427,484,64,35,14896,9779,3080,591,21,70,13531,2316,2200,1440,13,17,5983,845,1905,556,0,14,3325,84,281,71,0,0,442,1878,978,706,16,11,3590,164,94,88,9,0,359,36,37,12,0,0,83,5325,5498,2880,39,39,13782,370,487,50,7,3,920,1401,808,437,25,14,2688,28763,12305,4444,152,162,45822,12976,2304,721,59,20,16090,12057,3186,859,14,32,16151,3321,2433,1895,18,20,7676,801,1640,455,0,12,2906,285,498,157,0,0,939,1997,926,683,12,13,3632,210,111,148,27,7,497,49,49,24,0,0,118,6654,5647,3356,58,48,15768,393,385
LGA41140,1318,21,7,23,0,1374,1121,6,3,11,0,1141,265,16,7,0,0,291,71,4,29,0,0,105,9,11,18,0,0,30,207,12,6,9,0,229,52,0,0,15,0,66,3,0,0,0,0,7,611,36,53,22,0,729,88,0,0,3,0,91,125,0,19,8,0,147,3272,67,80,69,6,3483,1382,23,3,34,13,1457,1143,15,0,8,5,1171,279,18,7,0,4,302,80,22,8,0,0,109,18,16,3,0,0,43,199,10,5,0,3,214,48,0,0,13,0,57,3,3,0,0,0,5,614,71,20,12,11,737,93,8,0,10,0,104,241,12,9,27,0,293,3472,131,36,94,36,3763,1528,38,0,13,3,1588,1225,18,0,4,3,1256,276,31,0,0,0,315,67,30,0,0,0,102,22,23,0,0,0,42,242,13,0,4,0,262,56,4,0,6,7,71,8,0,0,0,0,8,672,102,0,5,10,797,99,12
LGA41190,325,0,0,5,0,333,191,0,0,5,0,195,9,4,0,0,0,10,22,0,0,0,0,22,3,0,0,0,0,3,58,0,0,0,0,61,20,0,0,0,0,20,0,0,0,0,0,0,108,0,0,0,0,114,51,0,0,0,0,56,19,0,0,7,0,19,693,4,0,16,0,715,319,0,0,48,3,367,211,0,0,7,0,215,13,0,0,0,0,9,21,0,0,0,0,21,5,0,0,0,0,6,59,0,0,0,5,59,15,0,0,6,3,25,0,0,0,0,0,0,109,0,0,10,6,124,39,0,0,3,0,44,52,0,0,41,0,98,727,0,0,108,10,844,347,9,0,5,3,360,162,6,0,0,0,167,13,0,0,0,0,10,9,0,0,0,0,14,10,0,0,0,0,10,71,0,0,0,0,72,13,0,0,4,3,22,0,0,0,0,0,0,112,0,0,9,3,129,46,0
LGA41330,264,5,0,36,8,309,127,3,0,6,0,135,72,9,0,0,0,75,35,0,0,0,0,36,0,0,0,0,0,0,46,3,4,0,0,51,39,0,0,0,0,41,0,0,0,0,0,3,195,13,7,0,0,217,44,0,0,0,0,46,105,0,0,0,0,107,736,23,7,41,7,821,263,0,0,33,25,320,124,0,0,0,5,132,70,0,0,0,0,69,36,0,0,0,0,36,8,0,0,0,0,8,61,0,0,0,7,67,19,0,0,0,3,23,4,0,0,0,0,5,188,0,0,0,7,200,40,0,0,0,0,40,159,0,0,9,19,195,771,5,0,44,65,880,272,4,10,83,6,382,93,0,0,3,0,95,69,4,12,0,0,88,20,0,4,0,0,26,5,0,0,0,0,5,70,0,0,9,0,83,30,0,9,20,3,57,3,0,0,0,0,5,198,7,29,20,3,261,43,0
LGA41560,2259,65,12,58,0,2398,1431,24,3,3,0,1467,507,31,25,0,0,564,150,62,14,0,0,233,45,9,8,0,0,57,308,18,14,5,0,340,49,8,4,13,0,72,8,3,0,0,0,7,1060,119,65,13,0,1269,104,36,3,10,0,153,180,18,21,7,0,228,5041,264,115,93,6,5509,2276,66,29,45,5,2426,1568,24,5,5,11,1612,672,38,42,0,0,756,125,91,4,0,0,220,27,17,4,0,0,47,332,20,7,5,0,368,52,0,0,12,0,67,17,0,0,0,0,24,1233,168,64,16,3,1477,111,27,22,9,0,163,381,30,24,38,3,473,5569,305,143,109,26,6145,2733,103,6,60,9,2908,1651,32,0,9,6,1698,640,82,10,4,0,734,131,75,0,0,0,207,31,12,0,0,0,47,412,26,5,4,3,456,60,11,0,24,4,103,7,3,0,0,0,10,1283,214,16,30,12,1557,118,51
LGA41750,205,5,0,38,0,245,88,0,0,3,0,96,5,0,0,0,0,5,11,0,5,0,0,13,0,0,0,0,0,0,37,0,0,0,0,38,12,0,0,7,0,20,0,0,0,0,0,0,58,0,5,11,0,77,44,0,0,5,0,46,11,0,0,9,0,20,409,5,6,67,0,484,211,3,0,36,5,257,93,0,0,10,0,98,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,33,0,0,0,0,32,4,0,0,11,0,16,0,0,0,0,0,0,42,0,3,14,0,63,30,0,0,3,0,36,21,0,0,7,0,30,400,7,3,74,7,488,206,0,0,30,10,244,84,0,0,12,0,95,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,50,0,0,0,0,50,6,0,0,13,4,19,0,0,0,0,0,0,57,0,0,10,4,76,21,0
LGA41830,272,0,0,35,7,316,229,3,0,5,0,244,26,0,4,0,0,24,28,0,8,0,0,31,0,6,0,0,0,7,32,8,0,0,0,35,24,0,4,6,0,29,0,0,0,0,0,0,106,6,12,4,3,131,15,0,0,9,0,21,31,6,5,31,0,74,653,15,17,82,14,783,278,0,0,23,0,304,206,0,0,0,0,205,36,5,0,0,0,40,27,3,5,0,0,38,8,10,0,0,0,19,39,0,0,0,0,50,11,0,0,3,0,18,0,0,0,0,0,0,121,22,8,6,0,157,22,0,0,0,0,22,46,0,3,23,0,70,671,27,15,47,7,767,290,4,0,39,13,354,184,3,0,0,0,191,35,0,0,0,0,41,11,0,11,0,0,28,4,9,0,0,0,12,46,0,0,0,0,52,21,0,0,16,8,42,3,0,0,0,0,3,127,16,11,19,7,179,22,0
LGA41960,204,4,8,14,0,228,118,0,0,6,0,122,20,0,0,0,0,18,9,0,0,0,0,9,0,0,3,0,0,5,39,0,0,0,0,43,10,0,0,0,0,14,3,0,0,0,0,3,79,4,7,0,0,92,15,0,3,3,0,26,41,0,3,11,0,53,464,7,24,32,0,522,200,10,0,24,0,243,125,0,0,9,0,133,19,0,0,0,0,19,5,4,0,0,0,9,0,3,0,0,0,4,60,0,0,4,0,62,11,0,0,11,0,21,3,0,0,0,0,0,93,12,0,11,0,114,12,3,0,3,0,24,44,3,0,42,0,93,489,29,0,84,3,600,211,25,3,12,3,253,100,15,0,3,0,117,17,5,0,0,0,20,3,0,0,0,0,3,0,16,0,0,0,16,61,6,0,0,0,64,12,4,0,12,3,24,0,0,0,0,0,0,93,29,0,12,3,127,14,7
LGA42030,2302,146,47,42,0,2534,2971,106,40,0,0,3115,727,143,78,0,0,956,175,229,20,0,0,417,31,37,0,0,0,71,437,71,39,4,0,556,80,6,5,18,0,107,5,3,0,0,0,11,1458,493,147,22,0,2118,139,54,3,0,0,193,307,76,16,16,0,418,7177,873,250,79,3,8381,2378,189,5,52,0,2627,3180,191,4,9,8,3394,956,364,51,0,3,1374,121,258,11,0,0,400,24,46,0,0,0,72,417,112,19,3,4,553,106,12,0,17,0,146,7,9,0,0,0,26,1638,813,81,22,14,2562,132,83,21,0,0,236,423,123,21,25,4,594,7745,1399,132,104,31,9409,2497,476,4,37,14,3032,3702,227,9,0,12,3958,1111,357,33,0,0,1508,150,239,15,0,0,398,36,44,8,0,0,92,467,108,16,4,0,598,109,29,13,19,8,171,4,5,9,0,0,20,1875,784,90,22,8,2786,91,146
LGA42110,779,12,0,18,0,811,499,5,0,5,0,512,48,6,0,0,0,56,14,9,3,0,0,19,4,14,3,0,0,22,124,6,0,3,0,137,23,0,0,0,0,29,5,0,0,0,0,3,222,28,11,8,0,270,63,0,0,4,0,77,80,0,0,5,0,84,1644,44,14,36,3,1753,741,12,0,27,12,782,467,5,0,10,6,483,63,9,0,3,0,76,4,7,0,0,0,16,8,6,0,0,0,14,141,3,0,3,0,147,26,0,0,3,0,35,5,0,0,0,0,3,247,30,0,6,0,284,67,0,0,3,3,69,135,4,0,17,5,160,1659,50,0,50,22,1783,840,13,0,0,0,854,445,11,0,0,0,455,77,16,0,0,0,94,9,4,0,0,0,15,5,10,0,0,0,14,151,12,0,0,0,166,36,0,0,0,0,36,0,0,0,0,0,0,279,39,5,0,0,325,69,5
LGA42250,1103,4,0,24,3,1135,1143,7,0,0,5,1151,97,0,8,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,114,0,7,0,0,122,29,0,0,10,0,43,0,0,0,0,0,0,249,0,12,11,0,275,114,0,0,5,0,114,112,0,0,3,0,116,2719,10,16,43,3,2792,1104,0,0,14,9,1122,1134,0,3,0,0,1144,112,9,4,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,137,4,0,0,3,147,42,0,0,4,0,47,0,0,0,0,0,0,290,11,9,6,0,314,99,0,0,0,5,100,165,0,0,9,0,172,2789,15,6,29,17,2858,1160,4,0,32,12,1210,1155,3,0,19,5,1182,96,8,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,4,141,6,0,5,0,150,45,0,0,0,3,56,0,0,0,0,0,0,283,10,0,7,4,312,71,0
LGA42600,3614,969,883,20,0,5493,2881,609,564,5,0,4058,645,552,1242,13,0,2454,52,80,142,0,0,274,10,48,147,0,0,206,456,300,584,5,0,1350,21,12,46,10,0,87,4,4,28,0,0,36,1185,1004,2186,28,0,4406,99,130,235,0,3,467,308,161,551,8,0,1034,8092,2871,4419,63,3,15461,3507,1328,550,15,16,5406,3014,873,356,4,13,4257,630,1023,1030,25,4,2710,46,109,64,0,0,219,8,35,112,0,0,155,413,481,307,0,11,1215,14,22,21,9,0,67,3,9,15,0,0,26,1112,1683,1545,33,18,4396,104,172,232,0,13,516,331,322,351,24,15,1045,8065,4381,3022,72,72,15623,4006,1459,603,20,9,6100,3246,1012,335,5,3,4612,732,1158,987,37,4,2920,47,110,49,0,0,208,48,92,97,5,0,233,419,574,279,9,6,1286,19,29,32,11,3,98,6,10,11,0,0,34,1261,1978,1459,58,18,4774,182,241
LGA42750,735,5,6,17,0,761,541,0,0,0,0,546,118,4,22,0,0,138,26,5,9,0,0,36,0,6,5,0,0,14,162,0,11,3,0,174,34,0,7,0,0,46,4,0,0,0,0,3,343,13,53,7,0,410,74,6,4,4,0,83,99,4,10,10,0,116,1781,27,77,36,0,1915,740,3,0,6,13,765,548,3,0,8,3,563,126,6,23,0,0,149,41,0,0,0,0,42,3,14,0,0,0,17,159,9,0,0,0,167,23,0,0,3,0,26,0,0,0,0,0,3,358,26,22,3,4,403,72,4,0,4,4,81,186,3,0,9,16,214,1898,33,27,33,36,2031,870,10,0,9,4,893,545,6,0,7,0,558,118,13,6,0,0,131,34,14,0,0,0,48,14,7,0,0,0,18,202,7,12,0,6,226,40,5,0,7,6,60,0,0,0,0,0,3,408,45,21,6,16,493,97,0
LGA43080,194,0,0,8,0,207,101,0,0,0,0,102,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,29,0,0,5,0,31,8,0,0,0,0,8,0,0,0,0,0,0,50,0,0,5,0,51,37,0,0,3,0,41,23,0,0,6,0,27,411,0,0,19,0,427,194,0,0,6,0,204,103,0,0,0,0,111,6,0,0,0,0,5,6,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,35,5,0,0,0,0,10,0,0,0,0,0,0,51,0,0,0,0,51,32,0,0,0,0,36,30,0,0,6,0,32,419,0,0,11,0,434,197,0,0,0,0,201,101,0,0,0,0,101,11,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,8,0,56,37,0
LGA43220,218,4,0,0,0,221,80,0,0,0,3,82,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,43,0,0,0,0,38,7,0,0,0,0,7,0,0,0,0,0,0,65,0,0,0,0,63,36,0,0,0,0,36,15,0,3,0,0,22,411,4,3,0,6,425,193,3,0,5,0,198,90,0,0,0,0,91,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,45,3,0,0,0,0,4,0,0,0,0,0,0,59,0,0,0,0,67,31,3,0,0,0,36,25,0,0,0,0,35,402,4,0,10,4,420,197,7,4,6,0,214,90,0,0,0,0,90,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,47,0,3,0,0,51,13,0,0,0,0,10,0,0,0,0,0,0,66,0,3,0,0,78,30,0
LGA43360,387,20,8,4,0,418,218,0,0,0,0,221,52,0,13,0,0,70,16,0,0,0,0,16,11,0,0,0,0,11,60,0,3,3,0,65,21,0,0,0,0,24,0,0,0,0,0,0,155,0,21,4,0,184,73,0,0,0,0,73,55,0,0,3,0,59,886,26,30,19,0,958,422,17,0,6,0,444,239,0,0,3,0,243,61,15,6,0,0,76,13,0,3,0,0,22,7,0,0,0,0,8,63,4,5,0,0,68,14,0,0,0,0,12,0,0,0,0,0,4,161,16,10,4,0,192,57,0,0,4,0,63,58,4,3,0,0,71,942,38,13,11,0,1009,465,8,0,3,0,472,247,11,0,0,0,252,60,15,6,0,0,84,7,3,0,0,0,8,11,0,0,0,0,11,63,0,0,0,0,66,23,0,0,7,0,33,6,0,0,0,0,6,174,17,7,7,0,203,56,4
LGA43650,1544,10,12,8,0,1572,2412,9,11,3,3,2440,232,14,7,0,0,255,36,5,0,0,0,43,6,0,4,0,0,14,227,4,7,0,0,234,74,4,0,0,0,76,0,0,0,0,0,3,575,32,21,0,0,628,82,0,5,0,0,89,156,0,4,0,0,159,4767,52,46,9,3,4884,1601,8,0,16,9,1638,2540,7,0,11,11,2564,269,12,4,0,0,290,22,12,3,0,0,39,4,3,0,0,0,9,229,8,0,6,0,239,71,0,0,0,3,81,0,0,0,0,0,0,597,38,10,6,6,656,84,3,0,0,0,87,252,8,0,9,0,268,5072,69,17,37,20,5212,1877,13,0,14,4,1913,2685,12,0,3,4,2702,256,24,5,0,0,285,24,14,0,0,0,39,0,5,0,0,0,8,265,10,0,0,0,277,78,0,0,6,3,80,0,0,0,0,0,0,625,47,5,3,5,688,85,0
LGA43710,692,4,0,24,5,734,633,3,5,18,0,656,44,0,0,0,0,51,7,0,0,0,0,9,3,0,0,0,0,3,141,0,3,0,0,154,26,4,0,4,0,32,0,0,0,0,0,6,226,7,13,10,0,252,84,0,4,5,0,95,50,0,0,0,0,50,1684,21,17,56,4,1783,770,0,4,48,9,824,746,4,0,9,0,757,56,0,0,0,0,65,3,5,0,0,0,10,11,0,0,0,0,7,160,0,0,5,0,166,21,0,0,14,0,37,0,3,0,0,0,7,254,13,0,15,5,290,66,0,0,4,0,73,117,0,0,22,4,148,1954,17,6,100,16,2093,881,0,0,38,9,924,792,0,0,7,0,804,77,0,0,0,0,75,10,8,0,0,0,15,3,3,0,0,0,10,171,0,5,3,4,179,27,0,0,9,6,44,7,4,0,0,0,9,294,16,4,13,5,337,86,0
LGA43790,1675,66,14,57,0,1809,1346,24,0,11,0,1384,215,47,15,4,0,283,101,32,45,0,0,173,31,3,14,0,0,56,339,26,10,11,0,381,92,7,0,18,0,120,11,0,3,0,0,22,801,107,94,32,0,1032,132,28,7,6,0,177,167,13,19,31,0,229,4119,232,131,137,3,4625,1709,57,22,43,9,1842,1325,24,0,7,7,1363,268,35,36,0,0,335,90,19,36,0,0,146,12,20,8,0,0,42,325,13,23,5,0,365,98,7,0,15,3,122,9,3,0,0,0,12,801,102,100,20,4,1027,103,65,9,6,0,173,263,31,8,39,5,353,4193,275,141,117,23,4751,1819,66,0,33,11,1932,1355,24,0,3,5,1388,269,72,4,3,0,352,77,38,15,0,0,128,15,26,10,0,0,53,363,38,10,3,9,412,93,18,5,24,5,144,11,7,3,0,0,20,829,194,44,35,13,1112,127,85
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,10,0,0,11,5,0,0,0,0,0,11,0,10,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19,3,0
