LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA40120,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,21,4,5,0,27,83,7,0,116,5,0,0,0,7,12,0,14,37,0,0,0,0,3,0,0,0,3,5,9,4,0,9,0,0,7,15,13,11,0,0,20,16,0,18,54,26,19,0,0,51,49,5,5,104,4435,5244,1146,82,10913,2627,220,531,14293,4632,5414,1148,83,11276,2446,214,468,14412,77,19,15,0,115,188,8,14,321,10,21,10,0,42,17,6,3,66,93,33,28,0,150,203,11,17,384,14,14,14,0,39,69,9,8,122,3,0,0,0,3,19,0,0,20,9,5,0,0,12,28,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,22,18,13,0,60,113,4,12,187,3,4,0,0,4,14,0,3,23,0,0,0,0,0,0,0,4,4,0,4,0,0
LGA40150,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,5,5,3,10,21,3,0,0,0,3,4,0,0,11,0,0,0,0,5,3,0,0,7,7,0,0,0,8,18,3,12,35,5,5,0,0,10,11,0,4,25,879,1115,284,23,2307,647,76,209,3238,980,1231,322,37,2568,664,91,195,3518,0,0,3,0,6,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,17,0,0,0,0,3,7,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,5,7,0,5,17,4,0,0,0,9,0,17,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40220,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,6,10,0,38,133,3,19,190,16,3,0,5,27,70,0,29,119,0,0,0,0,3,3,0,4,11,10,4,0,0,8,12,0,3,29,27,8,3,0,37,81,4,36,159,13,10,0,0,24,17,0,3,40,3791,2418,909,59,7174,2839,213,633,10858,4270,2557,949,73,7852,2843,223,572,11488,139,6,25,0,176,285,3,21,489,22,8,4,0,38,23,3,9,77,166,16,30,0,213,312,9,34,562,8,3,13,0,22,97,0,10,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,7,13,0,26,97,0,6,133,26,4,0,0,23,65,3,44,137,0,0,0,0,0,0,0,0,4,5,4,0,0
LGA40250,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,0,0,0,0,0,0,0,3,3,94,171,80,26,371,114,8,114,609,75,180,107,31,389,70,11,55,522,15,4,0,0,13,23,3,27,63,0,0,0,0,0,0,0,0,0,15,4,0,0,13,23,3,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,6,5,0,24,109,0,16,144,15,0,0,0,21,28,0,38,93,0,0,0,0,8,3,0,5,18,5,3,4,0,10,6,0,3,12,19,5,4,0,34,38,0,50,119,5,8,4,0,20,20,0,11,56,2927,2739,785,53,6503,2257,161,463,9385,3128,2850,812,45,6838,2092,147,303,9374,95,19,55,0,169,296,10,30,511,0,10,3,0,9,0,0,4,10,99,28,59,0,181,304,10,33,522,7,0,0,0,10,70,3,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,12,69,3,7,94,7,5,0,0,18,35,0,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40430,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,9,0,0,0,9,6,0,21,34,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,5,7,10,0,0,0,8,10,0,21,45,3,0,0,0,8,0,0,0,9,397,212,73,4,674,346,19,96,1139,395,210,71,3,678,348,20,94,1141,27,0,0,0,26,20,0,0,44,0,0,0,0,0,0,0,4,4,27,0,0,0,26,20,0,4,47,0,0,0,0,4,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,9,0,0,0,0,4,4,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,33,4,10,0,49,152,7,35,241,13,0,0,0,13,16,0,43,68,0,0,0,0,0,0,0,40,36,0,0,0,0,3,0,0,0,3,11,0,0,0,8,17,0,80,108,6,8,0,0,14,13,0,9,35,1250,989,501,33,2778,1290,113,376,4559,1201,884,491,34,2609,981,97,184,3872,80,24,53,3,154,308,14,37,515,0,0,0,0,4,8,0,0,11,81,23,52,3,158,317,12,37,530,11,10,4,0,21,55,3,13,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,7,0,19,55,3,13,97,15,0,0,0,14,21,0,69,106,0,0,0,0,0,0,0,6,9,0,0,0,0
LGA40700,8,0,69,88,6,19,182,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,327,208,135,18,684,970,79,110,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,8,0,3,14,5,0,0,0,6,8,0,3,16,8,9,0,0,13,11,4,4,29,4475,5653,1370,157,11647,4647,484,612,17392,3531,5038,953,92,9616,1992,231,161,12002,569,524,236,21,1349,1270,84,70,2772,304,314,113,12,752,402,43,28,1225,878,838,346,34,2102,1677,125,94,3993,281,189,115,16,597,769,56,51,1474,44,7,4,4,54,157,9,18,237,43,7,3,0,54,68,3,7,130,42,10,10,0,60,81,0,4,143,0,3,0,0,5,3,0,4,14,405,216,127,15,768,1076,67,86,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA40910,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,266,220,135,19,643,832,74,69,1618,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,10,0,3,0,0,4,0,0,0,9,9,16,10,0,34,15,0,3,50,4958,6308,2055,244,13556,5145,592,567,19853,4249,5747,1745,174,11911,3288,462,302,15963,577,645,319,39,1576,1141,73,87,2882,204,246,97,19,559,214,75,17,870,775,885,413,56,2137,1355,152,113,3752,399,253,147,31,828,1065,84,82,2059,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,16,401,258,143,31,832,1072,83,88,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA41010,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,0,0,11,45,0,3,57,6,0,0,0,6,8,0,103,115,0,0,0,0,0,19,0,290,307,0,4,0,0,4,0,0,0,4,6,4,0,0,8,26,0,390,433,6,0,0,0,3,3,0,3,11,386,331,143,13,861,356,25,515,1761,391,340,146,13,883,314,28,86,1312,6,3,0,0,10,28,0,3,43,0,0,0,0,0,3,0,0,3,6,3,0,0,10,32,0,3,44,0,0,0,0,3,19,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,20,4,0,0,0,3,19,0,76,103,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA41060,35,13,232,228,49,46,549,..,..,..,..,..,..,..,..,..,8,4,0,0,9,15,0,4,33,751,415,345,83,1586,2317,253,357,4512,9,0,0,0,7,8,0,47,61,0,4,0,0,8,3,0,3,11,14,17,11,3,41,23,14,13,83,17,19,15,3,52,30,7,55,158,41,42,13,0,103,46,5,8,162,11315,12296,4929,677,29221,13281,1863,1936,46305,8960,10930,3688,423,24002,7147,1086,694,32931,1459,1052,831,132,3475,3384,285,331,7474,1232,943,540,67,2782,1371,321,173,4641,2691,1996,1369,200,6256,4749,603,501,12114,635,309,271,50,1273,1961,148,190,3573,128,36,42,8,211,288,35,44,569,255,90,51,20,411,472,80,57,1020,90,14,15,0,116,84,13,9,229,16,13,10,0,40,31,3,9,81,1123,466,388,81,2051,2843,271,311,5475,9,0,0,0,14,22,0,140,169,0,0,0,0,0,0,0,0,5,8,11,12,0
LGA41140,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,0,0,0,16,20,0,6,40,8,0,0,0,9,12,0,44,62,0,0,0,0,0,0,0,3,10,6,8,0,0,16,9,0,5,23,14,6,0,0,24,16,0,50,90,7,10,0,0,21,17,0,4,35,1265,864,283,12,2429,1029,69,281,3803,1266,856,296,13,2433,992,76,230,3732,31,14,9,0,56,107,3,12,179,0,0,0,0,3,0,0,0,6,31,14,9,0,58,107,3,12,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,50,63,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA41190,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,88,100,0,0,0,0,0,4,0,5,10,4,0,0,0,5,0,0,0,7,6,0,0,0,10,12,0,96,113,0,0,0,0,6,3,0,4,14,223,176,41,0,450,218,13,179,860,221,173,40,3,440,202,9,78,723,5,8,0,0,15,3,0,0,18,0,0,0,0,0,0,0,0,0,5,8,0,0,15,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,44,6,0,3,0,17,17,0,40,66,168,114,65,9,350,334,11,225,922,125,77,52,15,264,306,20,160,752,0,0,0,0,0,7,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,17,10,5,0,0,17,21,0,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,17,25,0,8,52,6,0,0,0,6,17,0,137,158,0,0,0,0,0,0,0,5,6,0,0,0,0
LGA41560,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,45,3,6,0,53,87,0,14,147,11,0,0,0,6,19,0,66,98,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,4,9,3,5,0,13,26,0,75,112,7,3,5,0,18,3,0,4,26,2064,1163,557,56,3838,1755,139,479,6215,2232,1103,606,56,3998,1636,148,371,6154,72,4,21,0,100,251,6,30,391,15,0,3,0,25,6,0,11,45,89,9,23,4,120,261,7,39,435,4,0,0,0,3,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,24,0,0,24,16,0,4,0,20,22,4,72,107,0,0,0,0,0,3,0,0,4,0,0,0,0
LGA41750,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,8,0,43,58,0,0,0,0,0,0,0,0,5,8,0,0,0,11,0,0,0,13,11,5,0,0,16,14,4,44,72,4,0,0,0,4,4,0,0,7,155,108,18,4,279,130,5,75,497,115,90,24,3,239,119,8,47,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,54,0,0,0,0,0,0,0,3,3,5,0,0,0
LGA41830,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,15,0,0,0,0,0,0,0,39,48,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,49,55,0,0,0,0,0,3,0,3,7,234,135,58,0,425,252,9,95,777,208,120,59,4,398,206,15,70,685,5,0,3,0,8,13,0,4,31,0,0,0,0,0,0,0,0,0,5,0,3,0,11,13,0,4,31,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,60,63,0,3,0,0,3,3,0,5,8,0,0,0,0
LGA41960,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,70,80,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,3,0,0,0,3,12,0,70,83,0,0,0,0,0,0,0,0,3,187,117,27,0,330,141,5,129,614,176,88,27,0,298,104,3,45,447,21,10,4,0,35,35,0,17,87,0,0,0,0,0,0,0,0,0,21,10,4,0,35,35,0,19,93,5,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,7,0,0,0,0,0,3,0,15,23,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA42030,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,5,9,0,20,96,8,13,132,9,3,7,0,14,38,0,45,102,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,9,3,7,0,14,41,3,47,109,6,7,3,0,16,7,4,0,31,2466,2381,1246,76,6162,2649,220,461,9493,2362,2385,1292,82,6127,1868,197,230,8423,331,84,178,16,602,963,40,87,1692,12,8,21,0,37,24,6,4,76,346,90,194,16,646,985,44,93,1768,8,4,8,0,18,100,3,11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,18,100,3,8,135,15,0,0,0,16,31,0,23,68,0,0,0,0,0,0,0,6,6,0,0,0,0
LGA42110,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,37,0,0,0,0,0,4,0,3,8,0,0,0,0,4,3,0,0,13,6,6,0,0,7,14,0,35,51,9,4,3,0,14,7,0,0,18,541,385,122,15,1062,540,38,154,1799,533,366,125,11,1035,531,30,139,1741,13,10,0,0,24,43,0,9,74,0,0,0,0,0,0,0,0,0,14,11,0,0,25,43,0,9,77,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42250,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,8,4,0,11,23,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,0,0,4,8,6,0,0,10,14,0,11,33,3,3,0,0,6,8,0,0,17,940,971,175,17,2107,568,45,156,2878,989,917,202,15,2126,502,41,191,2864,6,4,0,0,6,11,0,0,20,5,0,0,0,4,0,0,0,4,9,4,0,0,12,15,0,0,20,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,12,7,0,0,0,3,0,0,0,10,19,16,0,0
LGA42600,27,9,338,362,26,120,848,..,..,..,..,..,..,..,..,..,0,4,0,0,4,4,0,0,8,637,175,148,42,1007,1609,143,319,3079,3,0,0,0,3,6,0,19,28,0,0,0,0,0,0,0,4,4,3,0,0,0,7,17,3,10,41,10,0,0,0,12,22,3,36,76,27,8,9,0,36,25,3,5,77,4206,3473,1232,183,9103,5204,561,894,15765,2811,3059,744,67,6682,1798,225,150,8848,853,317,303,45,1519,1819,136,133,3606,401,212,95,4,714,459,58,40,1272,1253,529,400,50,2226,2279,194,170,4876,209,54,78,8,350,688,44,71,1152,180,32,48,9,260,341,33,28,666,234,38,23,5,299,275,20,40,631,99,16,8,0,127,164,5,11,303,0,6,0,0,3,3,0,0,8,723,144,152,17,1040,1476,97,144,2752,9,6,0,0,18,0,0,28,40,0,0,0,0,0,0,0,8,8,18,6,4,0
LGA42750,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,27,3,0,0,0,5,5,0,13,18,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,4,9,4,0,0,0,11,9,0,14,34,11,5,0,0,17,4,0,11,35,631,405,135,7,1171,597,43,244,2059,686,387,118,17,1200,594,38,247,2086,11,0,5,0,11,40,0,20,73,0,0,0,0,0,0,0,0,0,11,0,5,0,11,40,0,20,73,3,0,0,6,6,12,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,12,0,5,25,5,0,0,0,3,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43080,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,6,0,4,0,0,6,4,0,3,15,0,0,0,0,0,0,0,0,0,137,111,29,9,287,124,9,28,451,117,94,24,6,242,142,3,35,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA43220,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,5,0,0,0,5,0,0,0,9,134,111,21,0,269,116,9,33,427,137,99,15,5,253,110,10,28,401,0,5,0,0,6,0,0,5,8,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,5,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
