LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA41830,9,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,4,253,69,57,22,15,414
LGA41960,7,298,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,4,3,0,0,15,0,0,4,0,4,12,0,0,0,0,0,0,23,6,8,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,212,57,47,18,6,342
LGA42030,211,6127,0,0,0,0,0,0,25,0,0,0,0,25,231,19,0,0,0,262,194,79,34,15,0,318,12,3,3,9,3,31,11,0,0,0,0,13,467,101,41,20,12,646,0,0,0,0,0,0,4,0,0,0,0,4,12,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,13,5,6,0,0,27,3355,1505,1234,507,222,6827
LGA42110,36,1035,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,4,6,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,17,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,191,142,83,37,1068
LGA42250,77,2126,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,4,0,0,5,0,0,3,0,0,0,0,0,0,6,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,4,0,4,0,18,6,3,3,4,0,20,0,0,0,0,0,0,21,8,6,9,0,44,7,0,0,0,0,7,1115,348,433,222,75,2197
LGA42600,145,6682,0,0,0,0,0,0,42,0,0,0,0,45,762,162,51,8,0,976,626,220,139,18,4,1002,83,36,41,30,3,187,17,4,0,0,0,15,1522,412,227,49,9,2226,0,0,0,0,0,0,96,4,0,0,0,104,480,97,13,3,0,602,220,42,24,4,0,297,12,7,5,0,0,25,6,0,0,0,0,6,825,156,47,10,3,1040,3,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,13,14,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,31,5,0,0,0,39,13,0,3,0,0,14,5504,1916,1802,617,162,10002
LGA42750,35,1200,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,10,3,0,0,0,0,6,759,178,177,91,35,1238
LGA43080,8,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,129,43,42,22,8,245
LGA43220,8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,32,37,35,13,266
LGA43360,12,616,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,396,107,81,39,12,627
LGA43650,200,4249,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,9,3,0,0,0,15,0,0,3,4,0,6,0,0,0,0,0,0,21,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,10,5,3,0,0,0,8,1830,810,981,470,206,4298
LGA43710,61,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,5,0,0,10,3,0,0,0,0,5,798,266,296,141,66,1563
LGA43790,98,2976,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,68,22,12,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,91,16,12,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,8,0,0,0,0,6,1785,501,485,257,99,3124
LGA44000,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,18
LGA44060,579,20012,0,0,0,0,0,4,52,5,4,0,0,58,789,172,82,13,0,1057,1458,796,475,114,35,2879,107,67,117,59,39,385,30,6,4,0,5,42,2433,1049,684,192,76,4435,0,0,0,0,0,6,49,8,3,0,0,56,461,135,56,8,5,667,86,58,44,13,0,200,7,0,0,5,4,10,4,0,0,0,0,5,605,202,101,24,11,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,16,9,7,0,0,38,11779,5876,5369,1731,672,25423
LGA44210,52,2293,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,6,0,0,0,0,5,3,3,0,0,0,3,0,0,0,0,0,0,14,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,17,15,3,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,40,3,4,0,4,42,13,3,4,4,0,23,1491,359,328,140,57,2379
LGA44340,426,15973,4,0,0,0,0,4,13,5,0,0,0,17,324,62,25,8,0,413,429,144,127,27,7,735,99,68,108,39,12,334,12,4,0,0,0,14,880,282,264,73,19,1513,0,0,0,0,0,0,47,4,0,0,0,52,472,158,76,14,0,720,60,25,20,7,0,110,3,7,0,0,0,9,4,0,5,0,0,9,591,190,96,27,5,908,3,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,4,3,4,3,0,0,10,0,5,4,0,0,7,0,0,0,0,0,0,12,9,6,0,0,30,10,3,4,0,0,25,7908,3820,4697,1563,445,18441
LGA44550,351,10638,4,0,0,0,0,4,9,0,0,0,0,9,72,15,6,0,0,88,64,37,21,3,0,127,3,5,0,0,5,12,0,0,0,0,0,0,150,55,23,8,0,241,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,4,7,4,0,0,0,14,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,19,3,0,0,0,27,7,6,0,0,0,12,4933,2299,2415,945,355,10948
LGA44620,235,6103,0,0,0,0,0,0,15,0,0,0,0,10,176,17,10,6,0,206,186,90,46,22,4,345,9,8,7,3,4,41,5,0,6,0,0,4,389,117,64,29,13,616,0,0,0,0,0,0,10,0,0,0,0,8,113,27,10,3,0,153,39,20,14,4,0,78,0,0,0,0,0,3,4,0,0,0,0,5,170,48,27,6,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,4,3,0,0,0,4,3558,1422,1263,484,255,6983
LGA44830,17,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,8,5,0,0,0,17,5,0,0,0,0,5,504,120,106,48,26,798
LGA45040,233,5203,0,0,0,0,0,0,25,0,0,0,0,25,59,12,0,0,0,73,68,40,30,11,4,149,10,3,7,4,6,27,4,0,0,6,0,10,163,53,40,11,15,278,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,11,4,0,0,0,0,4,10,0,0,0,0,10,3,3,0,0,0,11,8,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,31,11,0,5,0,0,21,2874,1085,926,408,251,5539
LGA45090,90,2192,0,0,0,0,0,0,3,4,0,0,0,5,21,10,5,0,0,31,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,8,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,1161,395,417,191,89,2249
LGA45120,38,1192,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,707,189,159,117,38,1212
LGA45290,140,6073,0,0,0,0,0,0,57,0,0,0,0,62,682,193,64,11,0,948,592,253,210,39,6,1105,54,26,61,22,0,166,5,0,0,0,0,7,1394,477,340,69,9,2284,0,0,0,0,0,0,82,12,0,0,0,93,575,181,77,17,3,848,99,39,32,7,0,188,4,0,6,4,0,12,10,0,0,0,0,9,766,234,121,22,3,1149,0,0,0,0,0,0,10,0,0,0,0,8,7,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,28,7,0,7,0,0,21,4748,1995,2029,618,158,9551
LGA45340,1393,45864,3,0,0,0,0,3,35,0,0,0,0,34,914,102,24,7,0,1048,622,260,110,31,9,1031,26,21,35,18,15,108,16,3,0,3,0,22,1613,382,174,61,28,2253,0,0,0,0,0,0,14,0,0,0,0,18,156,18,6,0,0,180,126,49,28,6,0,213,10,6,0,3,0,23,3,0,0,0,0,3,311,76,39,16,3,438,14,0,0,0,0,16,33,0,0,0,0,38,31,6,0,0,0,38,5,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,78,7,3,0,0,100,29,6,9,3,0,48,22864,10771,9959,3690,1425,48706
LGA45400,12,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,19,26,21,12,216
LGA45540,14,364,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,58,34,13,14,375
LGA45680,1686,22356,8,0,0,0,0,8,14,4,0,0,0,21,299,63,18,9,0,392,770,541,283,120,71,1785,60,42,42,36,56,229,19,18,13,5,0,51,1166,669,354,171,128,2485,5,0,0,0,0,5,7,0,0,0,0,13,19,3,4,0,0,31,6,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,41,12,16,3,0,63,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,17,14,7,7,3,0,31,9932,5734,5049,2406,1820,24957
LGA45890,1263,25999,4,0,0,0,0,3,70,7,4,0,0,84,1079,323,142,23,18,1577,1540,874,636,210,101,3361,144,123,171,81,78,594,36,11,10,8,0,63,2865,1341,964,315,200,5686,4,0,0,0,0,4,116,15,3,0,0,136,683,308,159,32,3,1186,95,45,43,16,3,208,9,4,4,6,6,25,8,8,0,0,0,18,922,384,213,54,11,1584,6,0,0,0,0,5,3,0,0,0,0,3,15,5,0,0,0,18,5,5,9,0,0,15,4,0,5,5,0,15,0,0,0,0,0,0,27,10,12,5,0,56,25,16,10,6,0,65,14298,7895,7164,2559,1471,33386
LGA46090,121,2877,0,0,0,0,0,0,0,0,0,0,0,4,17,5,4,0,0,25,103,60,31,23,11,225,14,7,9,7,8,41,5,0,0,0,0,12,143,71,39,27,27,305,0,0,0,0,0,0,9,0,0,0,0,9,31,11,0,0,0,41,15,3,0,3,0,25,6,0,4,0,0,5,4,0,0,0,0,6,59,17,4,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,14,12,3,0,0,0,9,1668,672,528,278,146,3290
LGA46300,97,3350,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,47,115,47,27,7,7,200,11,0,13,3,3,28,6,0,0,0,0,6,173,57,35,7,12,281,3,0,0,0,0,3,5,0,0,0,0,11,35,8,4,0,0,45,8,4,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,53,10,4,4,0,73,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,5,1947,752,648,260,109,3717
LGA46450,142,4164,0,0,0,0,0,0,5,0,0,0,0,5,43,3,0,0,0,47,114,44,20,14,5,199,8,7,6,8,5,39,0,7,0,0,0,12,171,61,24,24,8,291,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,19,13,3,0,0,0,13,2360,911,725,353,158,4500
LGA46510,124,4396,0,0,0,0,0,0,23,5,0,0,0,31,211,77,24,9,0,316,174,102,79,19,5,378,18,8,14,13,5,55,0,0,0,0,0,4,433,191,119,36,6,791,0,0,0,0,0,0,31,3,0,0,0,32,261,148,82,11,0,504,24,15,4,4,0,55,0,0,3,0,0,0,6,0,0,0,0,6,321,166,96,17,0,599,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,11,4,4,6,0,0,5,2429,1322,1434,488,135,5807
LGA46670,71,2360,0,0,0,0,0,0,10,0,0,0,0,9,43,7,0,0,0,55,47,24,9,3,6,83,7,7,5,8,4,34,0,0,0,0,0,4,103,39,21,9,7,186,0,0,0,0,0,0,5,0,0,0,0,5,11,5,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,21,0,0,0,0,3,3,6,0,0,0,0,6,5,0,0,0,0,5,3,0,6,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,16,0,6,0,3,23,5,0,0,0,0,7,1374,526,404,214,83,2598
LGA46860,13,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,66,54,25,13,432
LGA46970,33,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,301,180,219,111,33,847
LGA47140,2392,33358,3,0,0,0,0,3,21,0,4,0,0,31,807,178,84,20,7,1091,730,478,299,90,46,1652,23,31,44,17,13,138,29,9,3,0,0,42,1623,701,439,128,65,2958,0,0,0,0,0,0,31,0,0,0,0,34,375,130,68,19,5,599,76,51,31,11,6,169,4,4,0,0,0,10,5,0,0,0,0,6,490,187,99,33,10,820,0,0,0,0,0,5,22,0,0,0,0,29,11,3,0,0,0,12,7,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,47,7,3,0,0,55,25,8,13,0,0,51,14830,8503,7876,3559,2464,37241
LGA47290,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,304,63,88,43,10,509
LGA47490,19,536,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,311,82,85,57,19,547
