LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA52590,0,0,0,0,8,0,3,0,0,6,4,0,3,0,0,8,6,0,0,0,0,3,10,0,5,0,0,8,23,0,21,0,0,49,14,5,23,0,0,39,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,12,64,8,62,0,5,141
LGA52660,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,11,12,0,0,0,0,18,25,0,13,0,0,40,47,0,51,5,12,120,71,23,113,6,15,233,15,4,19,0,7,44,4,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,202,32,212,14,32,490
LGA52730,0,0,0,0,4,0,0,0,0,3,5,0,3,0,0,5,4,0,7,0,0,11,12,0,5,0,0,20,23,3,25,6,0,57,22,3,25,0,3,57,4,0,12,0,0,19,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,75,3,93,4,11,185
LGA52800,71,0,5,111,51,9,65,3,5,130,26,0,24,0,4,61,8,0,9,0,0,20,20,0,22,0,6,54,15,3,13,3,0,36,13,0,10,0,0,24,8,0,9,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0,5,59,288,36,339,9,49,717
LGA52870,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,6,0,3,0,0,6,6,0,3,0,0,18,11,3,24,0,3,49,18,0,20,0,0,41,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,8,57,10,58,3,7,147
LGA52940,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,3,8,0,0,22
LGA53010,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,8,0,0,19
LGA53080,0,0,0,5,3,0,0,0,0,4,7,0,8,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,6,0,0,28
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,5,0,0,7,12,0,4,6,0,17,39,0,13,0,0,53,29,4,17,0,8,52,17,6,19,0,0,44,10,5,15,3,3,30,0,3,7,0,0,17,6,3,7,0,0,11,5,7,8,0,4,21,4,0,0,0,0,0,125,23,96,9,7,266
LGA53220,16,0,0,28,102,26,173,10,9,321,19,0,22,0,0,36,11,3,23,0,0,37,0,0,8,0,0,10,8,0,6,0,0,10,14,0,10,0,0,24,19,0,21,0,6,42,11,0,17,0,0,30,3,0,4,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,3,31,0,0,66,295,47,413,22,38,813
LGA53290,0,0,0,4,7,0,4,0,0,12,20,3,7,0,0,24,23,0,10,0,3,43,51,4,43,0,4,97,70,10,59,6,8,157,54,15,62,0,9,149,8,0,17,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,13,4,3,39,265,43,218,20,29,574
LGA53360,0,0,0,0,5,0,0,0,0,5,3,0,6,0,0,14,9,0,0,0,0,12,18,0,21,0,0,37,14,0,0,0,0,17,34,5,13,0,0,48,17,4,16,0,0,40,10,0,6,0,0,17,5,0,0,5,0,11,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,4,0,4,0,0,10,121,9,78,3,7,219
LGA53430,0,0,0,3,15,0,7,0,0,21,30,0,8,0,0,32,17,0,10,0,0,27,37,0,15,5,0,54,96,0,36,3,7,142,224,6,71,3,10,313,207,3,78,3,0,304,125,6,51,13,4,197,54,6,53,4,0,107,34,0,25,4,4,61,13,6,6,6,0,25,22,6,8,8,0,43,22,0,8,0,3,33,884,39,369,44,40,1378
LGA53570,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,10,6,0,3,0,0,4,8,0,6,0,0,16,15,0,9,0,0,22,16,4,19,0,3,42,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,62,11,43,0,6,125
LGA53640,0,0,0,0,6,0,0,0,0,10,6,0,0,0,0,10,0,3,3,0,0,9,0,5,4,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,8,19,6,0,48
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,17
LGA53780,0,0,0,11,32,0,3,0,9,44,67,0,20,4,3,93,76,6,26,0,4,114,183,21,181,10,29,422,582,76,657,30,66,1413,620,181,959,82,102,1947,174,87,290,37,53,642,22,22,46,13,7,110,4,5,6,4,0,25,0,0,8,0,0,8,0,0,4,0,0,4,0,0,7,0,0,6,66,12,50,8,15,152,1838,411,2271,194,287,5010
LGA53800,0,0,0,6,25,0,9,0,6,38,79,6,25,3,7,119,70,3,48,6,6,135,118,12,96,4,8,228,221,34,242,24,25,548,139,31,180,9,15,379,30,4,38,4,4,82,6,0,9,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,0,4,60,741,88,678,54,78,1627
LGA53920,40,0,8,77,24,4,42,0,7,82,7,4,18,0,0,33,0,0,3,0,0,3,4,0,3,0,0,10,7,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,13,94,24,200,0,34,362
LGA53990,3,0,0,3,8,0,6,0,0,14,23,0,9,0,5,31,30,0,13,0,0,51,39,5,47,5,10,95,97,15,117,10,14,247,119,31,180,15,20,365,26,7,36,10,4,89,6,3,5,0,0,16,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,3,24,365,65,417,42,63,947
LGA54060,0,0,0,0,4,0,0,0,0,6,11,0,0,0,0,13,3,0,3,0,0,3,6,5,15,0,5,28,19,4,12,0,4,38,14,6,8,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,8,46,0,12,126
LGA54130,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,10,0,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,17,20,3,22,5,0,45
LGA54170,0,0,0,7,16,0,8,0,0,24,49,0,4,0,0,55,35,3,12,0,4,57,72,0,28,0,7,111,292,5,112,6,13,426,705,65,613,53,66,1495,364,85,455,81,78,1064,147,69,261,57,47,577,54,31,136,40,27,284,36,20,74,29,15,169,15,3,35,8,5,72,8,9,33,8,14,73,45,5,30,3,5,90,1839,309,1803,282,278,4509
LGA54200,0,0,0,6,12,0,4,0,0,21,23,0,6,0,0,35,14,0,14,0,4,35,27,0,21,0,3,48,139,9,95,7,17,263,278,41,284,15,44,666,108,30,153,29,26,352,15,12,35,10,10,84,3,4,6,0,4,18,3,0,6,0,0,5,0,0,6,0,0,8,0,0,0,0,0,5,23,3,21,6,6,57,663,109,637,65,118,1597
LGA54280,5,0,0,16,26,6,20,5,0,52,39,0,31,0,3,73,51,0,14,0,0,70,103,3,81,10,11,205,153,9,160,13,18,353,208,23,217,14,26,490,78,19,120,4,10,232,36,3,63,5,8,119,11,0,12,5,4,27,3,0,4,0,0,12,0,0,0,0,0,0,7,0,0,0,0,6,26,0,26,0,4,55,744,71,752,60,82,1707
LGA54310,36,3,0,67,51,8,72,7,6,148,53,16,86,8,12,169,38,4,29,3,11,91,58,9,80,4,10,154,97,16,100,3,12,231,83,11,71,6,10,180,81,9,77,6,9,175,71,5,59,8,7,144,46,7,68,8,3,132,37,9,60,3,4,110,35,10,40,3,4,86,34,19,84,7,3,144,68,24,98,17,5,208,901,184,1169,107,110,2469
LGA54340,0,0,0,0,7,0,8,0,0,11,18,3,12,0,3,29,12,0,5,0,0,20,18,6,17,0,0,40,14,4,20,0,4,43,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,71,10,65,3,5,164
LGA54410,0,0,0,0,0,0,5,0,0,4,9,0,0,0,0,7,3,0,0,0,0,3,4,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,0,12,0,0,35
LGA54480,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,11,0,0,14
LGA54550,0,0,0,0,10,0,4,0,0,10,9,0,9,0,0,13,3,0,9,0,0,18,0,0,5,0,0,7,8,0,7,0,5,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,37,3,37,0,0,75
LGA54620,0,0,0,5,3,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,12,0,0,30
LGA54690,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,9
LGA54760,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,12,0,0,27
LGA54830,0,0,0,0,15,0,4,0,0,19,44,0,11,0,0,62,45,6,16,0,4,72,93,12,76,10,5,193,192,27,224,17,24,478,273,55,382,21,36,772,47,17,44,8,16,129,6,0,3,0,3,18,0,0,5,0,5,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,3,43,745,119,781,55,93,1794
LGA54900,0,0,0,3,3,0,0,0,0,6,3,0,0,0,3,3,5,0,6,0,0,13,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,20,4,12,0,4,46
LGA54970,5,0,0,9,3,0,3,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,33,4,15,0,4,56
LGA55040,0,0,0,3,5,0,0,0,0,9,0,0,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,32,3,37,0,4,79
LGA55110,0,0,0,9,32,0,9,0,3,42,98,3,16,4,0,122,95,4,23,4,0,124,234,8,101,8,26,370,495,47,364,33,57,995,454,93,534,57,82,1214,142,41,142,32,33,395,42,13,32,11,17,109,11,0,10,4,0,25,4,0,0,0,0,10,0,0,4,0,0,0,5,0,0,0,0,0,49,3,20,3,11,82,1667,211,1256,145,229,3513
LGA55180,0,0,0,0,14,0,0,0,0,21,26,0,10,0,5,40,17,0,3,0,0,25,21,0,17,5,7,45,36,0,46,0,4,88,18,5,24,0,0,50,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,18,144,11,117,11,19,304
LGA55250,3,0,0,6,8,0,9,0,0,23,4,0,6,0,0,9,3,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,28,0,23,0,0,56
LGA55320,0,6,0,0,24,0,10,0,0,31,49,3,13,0,5,75,48,0,11,0,3,59,72,7,22,10,4,113,204,6,119,12,10,348,533,47,352,42,30,993,313,61,397,74,58,904,123,64,231,52,34,492,53,34,110,27,14,236,28,15,54,21,11,132,15,16,40,15,8,93,21,20,63,13,7,131,36,9,29,7,3,90,1527,275,1457,256,186,3701
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,6,13
LGA55460,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,24,6,0,8,0,0,13,9,3,17,0,0,29,10,6,12,0,0,27,5,0,8,0,0,14,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,52,4,3,124
LGA55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7
LGA55600,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,11,0,3,0,0,11,5,0,5,0,0,18,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,29,3,21,0,0,53
LGA55670,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,7,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,10,0,3,21
LGA55740,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,11,0,4,0,0,17,38,0,16,0,0,59,51,0,8,0,0,64,50,0,13,4,0,66,33,4,21,3,0,57,8,0,7,0,0,22,9,0,10,3,3,20,6,6,8,6,0,27,4,6,11,3,3,21,9,12,21,10,0,56,10,0,0,0,0,9,228,30,117,30,13,419
LGA55810,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,15
LGA55880,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14
LGA55950,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,0,0,18
LGA56090,0,0,0,0,7,0,4,0,0,17,17,0,6,0,0,26,8,0,0,0,0,17,24,3,9,0,6,40,44,6,34,3,3,96,73,7,81,11,17,187,36,18,51,7,13,122,6,8,23,6,9,54,5,0,9,3,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,24,241,52,229,26,48,595
LGA56160,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56230,0,0,0,3,7,0,3,0,0,11,13,0,0,0,0,25,21,0,0,0,0,29,25,4,20,0,5,47,75,8,64,4,5,158,65,16,61,10,11,169,15,4,17,0,7,45,0,4,5,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,21,254,40,180,18,31,517
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,4,0,0,6,6,0,0,0,0,3,4,0,8,0,0,11,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,19,0,19,0,5,36
LGA56370,0,0,0,0,7,0,0,0,0,7,0,0,5,0,0,5,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,26
LGA56460,0,0,0,0,5,0,0,0,0,4,4,0,7,0,0,12,15,0,10,0,0,24,28,3,8,0,0,43,16,3,16,0,0,41,6,4,19,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,87,12,56,5,7,166
LGA56580,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,4,0,5,0,0,6,27,0,62,3,0,95,29,0,36,0,0,65,50,4,33,3,0,90,60,7,33,0,0,108,24,5,37,5,3,74,25,16,32,11,4,86,16,10,39,10,0,73,21,7,50,4,3,76,32,28,99,34,6,196,5,0,16,3,0,28,294,83,433,84,19,913
LGA56620,11,0,6,28,0,3,8,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,13,67,13,76,3,15,174
LGA56730,0,0,0,3,7,0,4,0,0,9,21,0,12,0,0,31,15,3,3,0,0,21,39,0,39,4,0,77,43,4,47,3,4,105,25,5,24,3,8,74,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,154,19,138,17,19,351
LGA56790,0,0,0,0,0,0,4,0,0,3,4,0,8,0,0,11,10,0,3,0,0,15,10,0,8,0,0,21,13,0,9,3,3,27,4,0,6,0,0,10,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,13,46,7,51,4,3,108
LGA56860,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,3,0,5,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,7,0,0,17,0,0,0,0,0,0,17,8,16,6,0,48
LGA57000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,10
LGA57080,0,0,0,3,12,0,0,0,0,16,21,0,0,0,0,27,30,0,7,0,0,33,96,0,18,0,0,114,268,0,88,0,0,358,777,5,200,13,9,1004,549,9,143,14,17,723,204,5,64,15,9,295,93,6,49,9,6,160,68,0,36,0,3,108,35,0,23,8,0,59,52,0,17,7,4,84,32,0,13,0,0,40,2234,33,664,57,45,3036
LGA57140,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,0,0,0,0,0,0,3,0,5,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,13,4,18,0,0,39
LGA57210,0,0,0,0,10,0,3,0,0,12,8,4,5,0,0,19,5,0,10,0,3,24,9,3,22,4,0,41,11,4,16,4,0,34,3,0,5,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,15,71,10,66,11,11,162
LGA57280,21,0,0,36,94,28,225,12,13,372,41,0,24,0,3,73,42,0,34,0,5,89,53,7,44,6,5,119,52,4,32,0,0,86,63,7,61,0,9,144,77,4,68,0,11,167,48,5,41,6,8,100,28,6,26,3,3,63,16,0,28,0,6,43,17,5,20,0,3,46,9,6,42,4,0,64,52,14,97,0,3,164,723,95,913,37,90,1861
LGA57350,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,13,0,0,22
LGA57420,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,5,3,0,0,0,0,5,8,0,8,0,4,18,3,0,12,0,0,12,5,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,29,38,4,46,0,4,96
