LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA35600,0,21,0,0,55,0,84,0,22,0,5,3,0,23,20,28,12,26,9,3,97,74,12,0,42,3,0,135,30,0,0,13,6,0,49,25,0,0,9,0,0,37,4,0,0,3,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,20,0,39,169,78,12,112,109,8,489,0,16,0,3,39,0,63,0,7,0,0,4,0,13,15,16,12,25,4,0,66,54,22,0,35,0,5,113,32,4,0,24,0,0,73,42,0,0,17,0,0,63,14,0,0,5,0,0,23,3,0,0,0,4,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,40,4,0,0,0,44,0,54,0,0,0,0,55,0,54,0,0,0,0,55,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,7,0,0,0,179,0,14,4,0,0,0,21,0,23,5,0,0,0,26,0,100,5,0,0,0,109,0,53,4,0,0,0,60,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,9,98,0,15,9,0,141,5,85,6,7,4,0,108,13,81,13,69,18,0,191,70,40,0,141,17,5,272,84,10,4,122,8,0,227,264,10,0,197,20,4,498,981,8,0,372,28,7,1397,1285,0,0,314,26,9,1641,410,4,0,91,7,3,507,130,0,0,34,4,0,170,86,0,0,20,0,0,109,44,0,0,11,0,0,58,20,0,0,9,0,0,34,70,0,0,13,5,0,92,82,19,11,70,9,9,203,3560,352,38,1484,171,42,5650,0,12,0,8,5,0,30,0,24,0,9,4,4,42,5,128,4,38,18,0,195,23,62,8,83,13,0,187,54,21,0,97,15,0,191,113,19,0,151,15,4,307,506,28,0,277,23,8,842,1121,9,0,384,29,8,1552,743,0,0,170,11,0,921,294,0,0,64,3,0,356,146,0,0,21,7,0,174,57,0,0,12,9,0,79,30,0,0,0
LGA35760,0,17,4,27,65,4,113,6,29,3,18,39,0,96,44,42,28,103,38,3,266,112,11,0,100,32,3,256,35,0,0,18,12,0,64,21,0,0,21,0,0,42,4,0,0,0,3,0,7,0,0,0,6,5,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,11,3,0,17,36,6,76,236,108,39,320,224,17,945,0,16,0,21,28,0,59,0,6,0,11,25,0,45,23,38,25,60,68,3,212,88,19,6,90,33,6,239,68,0,4,55,16,3,144,93,0,0,38,18,3,152,31,0,0,23,11,0,57,6,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35780,0,93,152,0,48,0,298,0,37,62,0,0,0,101,0,27,51,0,0,0,82,0,0,3,0,0,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,0,13,0,23,0,170,274,13,79,3,537,0,47,6,0,36,0,97,0,62,3,0,7,0,75,0,238,13,5,11,0,266,0,128,8,0,3,0,132,0,8,4,0,5,0,15,0,3,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,43,23,0,9,0,84,0,41,16,0,0,0,58,0,104,34,0,0,0,143,0,39,11,0,0,0,51,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,14,0,236,99,3,15,0,355,0,46,0,0,15,0,62,0,60,3,0,0,0,60,0,184,3,0,0,0,189,0,103,4,0,0,0,109,0,7,0,0,0,0,6,0,3,0,0,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,17,0,14,22,0,52,5,29,0,9,6,0,47,5,17,7,25,9,6,69,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,13,0,31,18,73,7,70,52,6,217,0,14,0,6,10,0,25,0,25,0,4,4,0,28,5,30,6,21,12,0,65,6,5,0,21,7,0,34,0,0,0,3,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,33,23,0,11,0,71,0,3,6,0,0,0,9,0,34,11,0,0,0,43,0,16,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,47,0,11,0,155,0,63,5,0,4,0,64,0,30,0,0,0,0,31,0,54,6,0,4,0,69,0,17,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,6,0,4,9,0,16,0,0,0,0,0,0,12,0,17,5,27,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,13,5,26,6,32,38,0,110,0,0,0,4,7,0,13,0,0,0,0,0,0,3,0,5,3,16,7,0,41,0,0,0,12,6,0,19,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,16,319,9,20,9,0,369,3,317,31,13,9,3,372,19,347,41,113,24,9,558,200,218,126,213,27,7,796,201,54,46,201,34,11,542,310,69,22,280,25,4,710,1313,31,10,652,58,11,2075,3111,8,6,871,66,15,4084,1170,0,11,241,15,5,1428,227,0,3,62,9,0,298,95,0,0,25,0,0,122,40,0,0,8,0,0,50,24,0,0,5,0,0,28,45,0,0,17,5,0,68,96,107,18,97,33,22,376,6869,1470,321,2820,297,95,11876,0,89,6,24,0,0,123,3,114,20,16,3,0,147,14,550,28,62,20,4,685,70,299,122,158,34,4,690,163,96,11,146,8,6,436,391,92,75,233,38,4,831,795,65,24,463,22,10,1379,3138,53,15,934,42,13,4195,2444,8,8,387,11,6,2863,498,0,0,96,0,4,599,152,0,0,24,3,0,184,59,0,0,21,0,0,74,33,0,0,11
LGA36300,0,3,0,0,12,0,20,0,0,0,0,0,0,0,0,9,0,5,6,0,19,0,0,0,6,0,0,6,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,19,0,15,0,28,31,0,81,0,3,0,3,12,0,17,0,0,0,0,0,0,0,0,6,0,0,6,0,17,10,0,0,6,3,0,19,6,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,7,222,38,24,14,4,315,5,287,52,30,12,8,386,120,330,81,216,57,11,823,471,145,39,327,45,9,1040,589,45,11,311,55,6,1022,1190,61,9,415,52,7,1744,1465,31,23,450,39,16,2026,706,8,0,165,22,0,900,80,4,0,19,19,0,117,21,3,0,8,11,0,36,8,5,0,0,5,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,7,12,0,33,98,78,27,104,70,19,389,4785,1215,288,2083,396,84,8855,3,94,26,21,6,0,149,8,117,16,25,9,4,169,57,339,37,151,17,7,601,307,218,49,210,39,4,839,478,100,62,275,40,14,970,1197,85,33,519,74,12,1922,2196,52,12,581,53,14,2906,966,14,8,262,25,10,1285,123,5,0,41,0,0,176,28,6,0,7,5,0,50,8,0,4,8,8,0,24,0,3,0,3,4,0,9,5,0,0,3
LGA36510,3,28,0,18,14,0,64,0,31,4,18,23,0,82,37,30,9,81,36,7,204,111,19,0,157,26,4,324,120,8,6,142,18,5,296,257,9,19,173,29,5,489,509,3,4,174,14,8,704,353,0,0,102,12,0,467,78,0,0,24,0,4,106,14,0,0,5,0,0,22,11,0,0,3,0,0,11,3,0,0,4,0,0,6,0,0,0,0,0,0,5,7,0,0,15,6,0,26,27,4,5,47,26,14,127,1532,141,50,962,209,45,2937,4,8,0,13,13,0,38,0,14,0,10,3,0,27,23,50,5,45,31,0,149,72,24,3,109,19,0,229,104,8,9,129,3,4,263,258,27,16,184,14,3,504,631,12,4,218,23,5,896,529,0,0,139,11,5,685,141,0,0,48,5,0,193,52,0,0,13,0,0,63,19,0,0,3,0,0,27,0,0,0,0,0,0,4,0,0,0,0
LGA36580,0,7,0,12,9,0,30,0,8,0,12,20,0,37,6,8,8,62,24,0,107,70,0,7,132,36,0,243,81,0,0,89,29,4,204,228,0,0,112,18,0,358,381,0,0,78,12,3,479,71,0,0,32,6,0,109,5,0,0,3,0,0,14,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5,0,0,4,0,0,9,20,0,5,35,18,0,77,871,22,18,584,178,16,1690,6,0,0,9,3,0,20,0,0,0,5,12,0,16,5,4,0,43,18,0,72,51,5,8,99,23,0,185,76,3,3,85,33,5,202,282,0,7,135,27,8,453,672,0,0,136,21,3,837,147,0,0,45,7,0,200,23,0,0,9,0,0,30,4,0,0,7,0,0,10,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA36630,3,45,6,26,42,0,124,5,44,16,22,30,8,121,85,90,17,127,36,10,361,530,29,3,206,25,5,795,340,3,0,132,13,0,488,490,6,0,88,3,0,593,280,0,0,44,4,0,325,76,0,0,6,0,0,93,0,0,0,4,5,0,13,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,6,0,0,11,27,19,0,26,31,12,127,1855,241,48,687,199,36,3064,4,17,4,19,38,0,92,7,24,16,15,12,0,72,62,75,25,86,29,4,282,358,49,11,185,29,12,638,372,16,5,167,11,4,578,673,11,10,145,26,10,870,440,0,0,85,13,3,545,96,0,0,13,6,0,116,5,0,0,4,0,0,6,6,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0
LGA36660,5,43,0,29,24,0,101,10,43,4,27,12,0,96,137,71,40,220,52,4,522,474,23,9,286,40,6,851,310,3,4,152,18,3,496,590,0,0,179,24,3,796,313,0,0,66,9,0,391,30,0,0,13,0,0,44,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,35,7,6,38,24,13,121,1910,195,59,1034,213,37,3448,4,15,0,16,13,0,52,4,23,3,7,13,5,48,48,76,28,109,38,6,302,265,54,27,199,42,13,593,270,13,4,190,21,6,505,817,8,4,251,26,4,1110,561,0,0,113,17,0,693,103,0,0,36,6,0,153,10,0,0,4,3,0,14,3,0,0,3,0,0,6,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0
LGA36720,20,561,40,65,46,8,740,7,520,55,42,23,4,656,77,569,71,334,166,6,1226,318,257,35,606,162,9,1386,483,65,19,529,135,15,1247,1724,59,20,985,137,23,2940,5130,42,16,1888,191,46,7315,7016,11,22,1836,137,33,9054,1787,5,5,465,39,3,2297,461,0,0,129,20,0,607,144,0,0,40,9,0,197,65,5,0,19,4,0,96,22,0,0,10,3,0,30,83,0,0,47,3,0,133,230,156,42,265,102,51,853,17564,2243,318,7273,1180,210,28786,19,101,14,22,14,4,179,9,229,39,29,25,5,334,54,839,77,220,52,11,1254,157,420,80,352,140,13,1162,243,134,24,385,102,9,892,902,167,28,717,180,26,2031,4391,168,36,1613,200,29,6432,8163,67,25,2155,156,46,10609,4742,3,5,837,53,20,5665,1298,4,3,230,23,4,1557,427,0,0,84,4,3,524,147,0,0,38,8,0,189,56,0,0,24
LGA36820,0,45,3,25,23,0,93,3,52,10,16,24,0,106,27,83,38,119,43,3,323,105,34,12,218,46,5,423,134,11,0,142,27,0,312,282,9,5,169,24,4,495,208,4,0,114,19,0,348,64,0,0,31,3,0,98,6,0,0,3,7,0,14,0,0,0,0,4,0,4,0,0,0,0,5,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,14,0,33,38,10,123,861,252,73,887,260,28,2361,0,15,0,11,14,0,47,3,19,5,12,10,0,42,13,63,29,63,21,4,195,57,70,26,141,33,11,340,105,19,7,156,29,5,320,281,10,6,196,25,3,526,355,6,3,206,27,6,608,157,0,0,48,8,0,217,4,0,0,7,3,0,19,0,0,0,0,6,0,7,0,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0
LGA36910,10,319,19,61,61,4,473,20,306,24,58,47,0,453,315,398,89,525,114,22,1456,1648,181,67,849,130,18,2899,1143,50,18,624,121,14,1972,2756,45,10,836,124,19,3785,2587,18,31,514,70,13,3237,978,5,7,180,23,5,1187,115,0,0,36,11,0,159,27,0,0,15,5,0,44,3,3,0,8,0,0,21,3,0,0,5,0,0,6,0,0,0,0,0,0,3,34,0,0,25,3,0,64,161,104,32,151,102,45,598,9783,1443,305,3900,799,138,16371,15,64,14,35,37,5,168,14,117,25,43,26,9,226,114,473,31,278,78,10,982,623,259,75,421,96,23,1497,855,115,24,506,62,13,1571,2435,127,23,764,169,9,3522,4584,65,23,962,160,26,5820,2556,5,3,434,28,8,3043,402,0,5,68,14,0,487,71,4,0,17,0,0,94,17,4,0,10,0,0,34,4,0,0,9,0,0,11,0,0,0,0
LGA36950,0,39,0,4,96,0,143,0,17,0,0,7,0,30,0,58,4,6,24,0,97,0,44,3,9,19,0,69,0,21,0,0,11,0,28,0,31,20,5,8,0,70,0,32,0,9,7,0,37,0,9,0,6,3,0,20,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,10,34,3,71,5,272,42,49,220,8,586,3,31,0,0,90,0,126,0,9,0,0,3,0,19,0,28,9,3,20,0,71,0,22,3,4,17,0,52,0,19,0,5,8,0,31,0,33,26,8,9,0,73,0,80,5,3,8,0,100,0,17,3,8,11,0,36,0,3,0,8,3,0,16,0,0,0,0,5,0,8,0,0,0,4,4,0,3,0,0,0,0,0,0,3,0,0,0,4
LGA36960,0,338,125,0,43,5,506,0,132,26,0,5,0,165,0,42,59,0,0,0,102,0,8,3,0,0,0,21,0,4,0,0,4,0,9,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,7,0,49,0,548,236,4,61,8,854,0,135,15,0,41,0,191,0,84,6,0,0,5,101,0,272,20,0,0,0,294,0,223,13,0,0,0,242,0,3,0,0,0,0,3,0,5,0,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,21,491,6,34,28,7,592,19,536,30,30,32,11,652,102,803,65,283,92,7,1345,540,442,36,458,359,7,1836,739,181,15,460,678,12,2088,1971,133,30,742,292,11,3181,4126,98,58,1194,167,28,5665,4242,16,16,775,133,21,5195,766,0,0,156,27,0,953,166,6,4,46,8,0,235,57,9,4,33,16,0,114,32,0,0,9,4,0,49,8,4,0,9,0,0,15,65,0,0,48,12,0,121,199,212,25,177,132,37,773,13057,2918,281,4446,1972,140,22814,14,159,0,28,10,3,221,11,240,15,23,0,0,283,96,811,44,204,38,14,1208,489,558,83,362,63,17,1565,896,237,13,421,92,16,1665,2613,280,25,803,1002,23,4748,5679,175,26,1425,334,24,7662,4738,32,23,854,114,22,5784,774,0,0,194,45,7,1020,213,7,0,65,16,0,301,45,3,0,31,16,0,95,22,0,3,15,7,0,41,9,0,0,12
LGA37300,3,8,0,0,140,0,152,0,0,0,0,9,0,16,6,0,0,3,13,0,21,0,0,0,0,19,0,19,0,0,0,0,19,0,20,0,0,0,8,23,0,34,16,0,0,5,18,0,41,20,0,4,6,20,0,44,43,0,0,14,30,0,84,33,0,0,4,7,0,47,6,0,0,4,11,0,26,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,0,4,41,0,68,158,13,4,49,348,5,579,3,22,0,0,97,0,125,0,0,0,0,9,0,7,0,0,0,0,6,0,17,3,0,0,0,13,0,18,3,0,0,0,5,0,6,0,0,0,0,14,0,17,11,0,0,4,25,0,38,12,0,0,3,14,0,26,48,0,0,8,25,0,75,54,0,0,7,33,0,87,62,0,0,5,23,0,85,43,0,0,4,7,0,57,25,0,0,0
LGA37310,0,52,3,40,66,3,160,4,39,12,17,43,0,116,54,81,29,168,75,11,417,129,30,25,167,43,5,404,115,5,5,129,29,6,283,293,11,0,129,28,7,462,414,0,3,91,12,0,521,266,0,0,28,16,0,312,56,0,0,10,5,0,70,9,0,0,7,9,0,23,0,0,0,0,0,0,4,5,0,0,0,0,0,3,4,0,0,0,0,0,4,3,0,0,4,0,0,14,47,13,3,72,99,11,251,1401,233,85,862,423,47,3053,3,9,0,32,41,0,90,3,19,4,11,36,4,78,70,94,20,113,72,4,375,381,63,30,168,47,7,696,359,17,17,176,41,8,620,610,9,9,181,37,8,848,512,0,0,114,17,3,652,113,0,0,47,9,5,174,12,0,0,8,4,0,19,4,0,0,3,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0
LGA37340,3,69,0,9,67,0,148,0,76,5,8,36,0,124,32,94,45,100,45,3,326,129,41,40,105,65,3,387,170,13,14,109,45,0,354,322,11,13,140,26,3,506,586,10,4,213,57,5,868,514,0,0,137,39,3,694,181,0,0,39,17,0,243,36,0,0,10,19,0,72,9,0,0,9,10,0,33,3,0,0,0,13,0,17,0,0,0,5,0,0,4,37,0,0,36,15,0,96,64,27,12,55,112,14,281,2087,337,135,978,574,39,4150,3,21,0,3,37,0,73,3,24,4,7,19,0,65,38,99,18,73,35,6,270,138,77,60,109,33,11,428,197,20,10,91,31,4,354,457,32,25,151,55,4,721,714,8,9,185,41,4,961,592,0,3,134,26,4,756,157,0,0,49,8,0,213,31,0,0,19,13,0,62,15,0,0,3,8,0,22,6,0,0,4,5,0,19,0,0,0,3
LGA37400,0,20,0,5,11,0,34,0,6,0,3,4,0,10,3,14,3,12,0,0,37,0,0,0,16,8,0,25,0,0,0,3,5,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,0,19,6,45,3,45,41,3,141,0,13,0,0,10,0,19,0,8,0,0,0,0,10,0,8,0,10,13,0,28,0,0,3,17,3,0,33,6,0,0,6,0,0,16,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
