LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA18200,145,57,18,823,214,109,143,92,36,594,16,8,3,4,6,39,785,313,296,160,59,1611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,20,0,0,0,0,19,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,7,12,4,0,0,0,7,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,26,3,5,0,0,33,12,0,0,5,0,19,862,322,302,163,59,1709,6,5,0,0,0,6,15,4,0,0,0,18,130,26,18,0,0,168,449,164,135,47,11,813,271,133,183,127,52,767,11,14,6,3,0,37,879,344,336,182
LGA18250,1060,228,62,3470,1263,1157,2075,1145,413,6049,44,20,19,14,5,111,2975,2132,3238,1411,486,10245,0,0,0,0,0,0,21,3,0,0,0,19,239,133,70,10,0,461,254,236,260,75,11,837,59,66,88,34,8,253,3,3,0,0,0,10,578,436,420,122,24,1581,61,3,3,0,0,69,979,241,44,6,0,1270,2067,1433,832,152,44,4525,404,399,403,115,43,1371,15,4,23,9,5,57,41,37,12,3,3,98,3570,2117,1321,287,95,7398,0,0,0,0,0,0,4,0,0,0,0,4,12,3,4,0,0,19,4,0,3,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,23,9,3,0,0,38,11,0,0,3,5,28,7161,4700,4991,1831,606,19289,5,0,0,0,0,8,21,0,5,0,4,26,330,112,67,15,0,523,1323,793,928,175,40,3263,1641,1279,2253,1097,409,6682,18,11,12,4,0,48,3332,2197,3261,1292
LGA18350,767,222,87,4701,2666,1123,1382,847,412,6433,84,18,23,7,3,137,6082,2191,2238,1087,509,12101,0,0,0,0,0,0,7,0,0,0,0,10,151,21,9,3,0,184,136,35,8,6,0,186,22,5,6,4,5,37,0,0,0,0,0,0,317,58,26,13,3,418,0,0,0,0,0,0,12,7,0,0,0,18,44,6,3,0,0,49,16,9,0,0,0,28,7,0,5,0,0,10,0,0,0,0,0,4,76,17,6,4,0,108,3,0,0,0,0,3,5,0,0,0,0,5,6,3,0,0,0,13,4,3,0,0,0,14,5,0,0,0,0,9,0,0,3,0,0,4,23,7,7,3,0,43,42,8,9,3,6,69,6542,2289,2288,1108,521,12740,8,3,3,0,0,12,91,13,9,0,0,123,490,99,73,12,5,680,2742,878,697,181,50,4551,3539,1450,1767,989,485,8234,48,21,19,7,3,101,6922,2468,2571,1191
LGA18400,765,252,116,3617,2047,1437,2134,1344,791,7750,81,39,28,17,13,172,4077,2433,2997,1650,936,12088,0,0,0,0,0,0,6,0,0,0,0,6,148,5,4,0,0,157,93,16,10,0,0,117,8,5,11,15,0,31,7,0,0,0,0,15,262,32,23,13,0,326,0,0,0,0,0,0,3,0,0,0,0,3,18,9,0,0,0,24,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,29,11,4,0,0,47,0,0,0,0,0,0,4,0,0,0,0,4,3,0,4,0,0,11,6,9,0,0,0,15,5,3,4,3,3,15,0,0,0,0,0,0,22,13,10,5,3,53,20,4,8,0,5,38,4409,2483,3046,1666,944,12552,7,0,0,0,0,9,61,0,0,3,0,69,356,94,36,19,9,509,1702,777,671,208,79,3441,2713,1767,2572,1566,968,9587,58,27,26,15,6,126,4891,2669,3304,1809
LGA18450,4440,1241,429,19435,4672,3458,5421,3020,1523,18082,263,104,77,50,38,533,15716,8671,10273,4399,2012,41072,9,0,0,0,0,12,84,10,0,0,0,98,1148,309,122,36,9,1623,1254,695,472,155,60,2644,69,49,92,47,42,303,45,12,11,3,5,74,2613,1076,705,240,113,4747,10,3,0,0,0,12,269,29,12,0,0,302,2205,694,284,68,19,3278,924,393,232,68,20,1631,63,37,35,28,19,178,69,12,7,0,0,91,3538,1159,567,166,67,5500,0,0,0,0,0,0,24,4,0,0,0,29,54,11,19,0,0,91,22,17,20,5,5,74,3,9,13,11,4,38,6,0,0,0,0,6,118,42,54,19,11,245,133,37,29,9,11,219,22115,10990,11623,4831,2211,51779,13,6,0,0,0,20,139,20,14,4,3,186,1760,509,249,53,16,2585,9055,4497,4220,1101,325,19195,5997,4185,6254,3298,1540,21283,131,75,49,35,26,317,17093,9296,10788,4493
LGA18500,211,51,7,825,702,469,828,626,200,2824,16,3,6,6,0,43,1184,699,1063,684,207,3835,0,0,0,0,0,0,33,0,0,0,0,37,507,135,60,7,0,709,711,442,435,65,8,1660,216,184,262,123,35,816,14,3,3,0,0,29,1487,764,756,202,43,3248,33,0,0,0,0,38,646,40,7,0,0,694,2048,743,247,33,4,3074,984,410,368,73,15,1848,81,45,59,36,8,235,50,14,4,0,0,71,3852,1253,680,150,35,5966,0,0,0,0,0,0,12,3,0,0,0,16,22,12,0,0,0,28,4,4,9,4,0,23,4,5,0,0,0,8,0,0,0,0,0,0,38,24,13,4,0,78,30,7,12,4,6,63,6588,2748,2529,1038,290,13197,0,0,0,0,0,0,17,0,0,0,0,21,102,27,13,3,0,139,431,200,188,37,12,872,881,552,905,588,188,3114,11,3,9,5,0,28,1440,783,1112,634
LGA18710,274,102,23,1441,837,420,630,352,140,2377,19,7,5,9,0,47,1804,782,940,464,177,4169,0,0,0,0,0,0,0,0,0,0,0,0,22,4,5,0,0,36,18,9,3,0,0,27,5,0,0,0,0,5,5,0,0,0,0,5,43,13,11,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,8,6,0,0,0,0,8,0,0,0,0,0,0,18,0,4,0,0,24,18,7,7,4,0,28,1892,805,963,471,177,4303,4,0,0,0,0,9,24,0,3,0,0,28,182,47,31,9,3,269,758,307,258,82,28,1427,963,530,670,401,201,2762,16,3,0,3,6,25,1944,888,962,494
LGA19399,15,4,0,72,38,23,23,14,11,109,3,0,3,0,0,3,111,49,43,20,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,47,43,20,8,237,3,0,0,0,0,3,9,0,0,0,0,8,14,5,0,0,0,23,45,6,16,5,0,77,29,27,20,16,9,101,0,0,0,0,0,0,104,42,36,21
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,263,85,19,1698,428,162,209,144,50,993,36,9,5,6,4,57,1756,512,504,239,77,3087,0,0,0,0,0,0,3,0,0,0,0,8,20,0,0,0,0,24,7,8,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,6,4,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,16,3,4,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,23,6,4,0,0,35,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,16,21,12,3,3,0,45,1843,535,515,247,76,3215,4,0,4,0,0,8,32,3,0,0,0,38,248,48,28,8,0,331,1090,316,266,95,23,1798,558,184,269,154,48,1216,26,3,4,0,3,39,1957,565,570,260
LGA20260,222,66,28,1445,394,167,202,104,64,928,43,5,9,0,0,57,1496,491,440,183,100,2715,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,3,3,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,22,3,3,6,0,31,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,15,4,0,0,0,18,11,0,0,0,0,11,1562,498,450,190,103,2794,0,0,0,0,0,3,17,0,0,0,0,19,204,42,18,7,0,268,874,277,237,86,22,1496,438,184,205,134,55,1017,22,6,4,0,0,33,1558,502,462,226
LGA20570,2227,588,188,11912,2536,1670,2402,1433,599,8634,145,52,43,24,14,271,10129,4666,4782,2065,808,22443,0,0,0,0,0,0,35,0,0,0,0,39,551,113,18,8,3,695,606,277,167,46,5,1106,96,97,145,66,34,435,30,4,0,3,0,33,1315,495,325,124,49,2306,0,0,0,0,0,0,23,11,0,0,0,33,147,30,12,0,0,189,58,23,12,0,4,97,4,0,5,0,0,7,6,0,0,0,0,6,241,66,27,0,4,338,0,0,0,0,0,0,9,0,0,0,0,9,13,3,0,0,0,21,16,5,8,0,0,28,4,6,9,0,0,13,3,0,0,0,0,6,50,11,12,4,3,79,41,16,14,7,0,79,11785,5248,5165,2194,861,25248,9,3,0,0,0,15,47,5,0,0,4,55,1217,249,80,20,4,1570,7206,2851,2086,561,164,12860,3862,2408,3385,1857,737,12247,89,45,20,22,11,191,12433,5562,5568,2456
LGA20660,3577,750,145,14208,2690,2069,3348,1806,658,10576,146,59,65,27,15,307,10453,6018,7195,2628,832,27130,5,0,0,0,0,4,53,9,7,0,0,66,1046,309,117,14,5,1489,823,586,395,95,42,1932,81,68,95,42,22,297,38,13,8,0,5,67,2047,976,615,150,70,3852,0,0,0,0,0,0,104,11,0,0,0,112,599,182,60,27,12,881,123,87,56,14,6,283,15,3,12,4,0,37,10,3,3,0,4,21,849,289,126,41,32,1339,0,0,0,0,0,0,4,0,0,0,0,3,5,4,0,0,0,10,4,5,0,0,0,13,0,0,0,3,0,4,0,0,0,0,0,0,15,11,4,4,0,34,40,11,5,8,4,66,13401,7308,7956,2833,931,32422,0,0,4,0,0,11,42,10,0,0,0,57,1305,397,182,24,6,1916,6376,3346,3552,609,144,14021,3363,2380,3832,1864,621,12058,71,33,28,18,4,153,11155,6169,7592,2518
LGA20740,618,194,47,4288,1151,501,580,398,144,2781,85,19,11,9,10,126,4514,1469,1273,620,203,8078,0,0,0,0,0,0,16,0,0,0,0,16,92,12,11,0,0,112,57,14,12,3,0,83,7,0,4,3,0,16,12,0,0,0,0,11,185,28,21,4,0,236,0,0,0,0,0,0,3,0,0,0,0,3,23,5,0,0,0,28,20,4,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,4,49,8,0,0,0,52,0,0,0,0,0,0,15,0,0,0,0,10,26,11,0,0,0,35,0,0,0,0,0,4,0,4,0,0,0,4,3,0,0,0,0,3,42,13,0,0,0,57,21,5,4,5,0,45,4804,1523,1301,635,202,8467,7,0,9,0,0,16,48,5,5,0,0,52,665,134,48,12,0,856,3265,908,675,200,58,5106,1947,709,875,507,208,4243,57,23,15,9,0,109,5994,1770,1618,727
LGA20830,959,319,96,5749,1885,993,1302,860,418,5464,94,28,19,13,6,159,5727,2348,2337,1206,520,12143,0,0,0,0,0,0,13,0,0,0,0,13,94,14,10,0,0,117,48,16,14,0,0,80,6,0,0,6,0,6,4,0,0,0,0,4,166,26,17,6,0,217,0,0,0,0,0,0,6,0,0,0,0,7,202,21,9,0,0,223,36,10,10,0,0,47,0,4,0,0,0,4,3,0,0,0,0,3,248,29,16,0,0,288,0,3,0,0,0,5,11,3,0,0,0,11,14,0,0,0,0,16,4,0,3,0,0,10,0,0,0,0,0,6,5,0,0,0,0,5,34,3,8,3,0,53,23,4,7,6,0,42,6205,2415,2380,1222,523,12746,3,7,0,0,0,13,47,7,0,0,0,55,651,115,39,10,0,825,3524,1277,1026,289,96,6210,2765,1477,1784,1098,531,7661,67,28,36,7,10,150,7059,2916,2886,1416
LGA20910,2070,345,52,7230,1943,1655,3434,1923,473,9427,93,31,34,17,0,172,6093,3573,5639,2296,537,18137,0,0,0,0,0,0,54,5,0,0,0,56,1148,340,115,11,0,1613,1331,696,612,82,12,2736,239,180,299,143,23,879,32,9,8,4,0,54,2804,1229,1028,238,44,5343,3,0,0,0,0,8,167,9,0,0,0,183,953,230,55,3,0,1250,283,126,84,15,6,515,9,13,24,7,5,60,23,5,0,0,0,26,1445,380,169,29,6,2033,0,0,0,0,0,0,7,0,0,0,0,5,57,10,0,0,0,67,15,9,3,4,0,34,0,0,4,0,0,5,0,0,0,0,0,0,77,25,10,5,0,114,43,29,32,5,4,112,10460,5236,6873,2573,598,25738,0,0,0,0,0,6,32,0,3,0,0,36,834,215,78,7,0,1134,3400,1642,1954,263,42,7297,2670,2087,3825,1981,429,10988,53,16,20,11,3,104,6990,3961,5870,2269
LGA21010,279,85,22,1874,534,213,234,150,70,1203,36,11,9,0,0,54,1999,610,543,240,94,3486,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,16,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,52,9,3,0,0,64,15,3,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,68,11,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,12,20,7,0,0,0,24,2108,636,552,248,96,3635,3,0,0,0,0,4,19,4,0,0,0,28,261,42,22,0,0,326,1156,342,245,84,30,1853,665,240,275,161,75,1423,29,13,9,4,5,60,2137,647,550,249
LGA21110,2849,551,102,9643,3334,3039,5523,3299,1030,16218,131,49,48,23,19,274,8521,5714,8617,3901,1156,27906,0,0,0,0,0,0,76,5,0,0,0,84,1625,558,247,25,12,2465,1735,1075,1076,205,32,4122,281,255,471,219,54,1282,45,14,6,3,4,78,3760,1908,1815,452,102,8027,17,0,0,0,0,17,968,112,17,3,0,1102,2713,869,355,54,13,4007,356,207,166,33,12,780,31,20,29,20,4,102,56,9,9,0,0,77,4140,1217,574,108,32,6077,0,0,0,0,0,0,12,0,0,0,0,9,27,15,3,0,0,47,12,10,11,3,0,40,8,0,0,0,0,11,0,0,0,0,0,0,61,30,10,7,0,107,61,19,25,13,4,120,16542,8883,11041,4477,1291,42237,0,0,0,0,0,5,38,3,7,0,0,48,1035,272,133,22,9,1468,4020,2159,2452,398,81,9109,4514,3493,6086,3145,944,18173,45,33,48,16,10,147,9644,5962,8717,3582
LGA21180,5411,2130,1212,23310,3054,2913,4219,2557,2181,14924,363,209,144,95,114,923,13060,9397,10042,4875,3579,40957,3,4,7,0,0,13,32,21,0,0,0,55,692,344,151,35,16,1236,1074,900,757,305,163,3207,184,198,223,161,141,915,49,32,38,14,3,130,2036,1505,1176,519,326,5561,6,6,0,0,0,9,132,34,6,3,0,177,356,248,120,33,9,772,115,129,117,57,29,442,8,6,11,3,8,37,18,14,12,0,0,56,644,435,259,99,52,1483,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,15,12,13,3,3,45,3,10,9,3,4,30,4,3,0,0,0,4,26,20,17,15,10,91,28,18,3,15,0,71,15793,11377,11511,5514,3965,48161,13,9,10,0,0,29,75,27,13,4,3,120,863,337,212,66,24,1500,8981,5760,5047,1839,1050,22674,3898,3278,4455,2559,2161,16346,197,122,112,58,56,551,14028,9528,9842,4533
LGA21270,114,44,22,838,222,91,78,83,38,514,11,0,3,0,0,17,855,255,201,128,61,1507,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,4,0,12,0,0,0,0,0,3,881,261,209,130,61,1545,4,0,0,0,0,7,5,3,0,0,0,8,112,19,6,0,0,147,516,160,105,43,14,847,241,81,88,68,39,514,15,0,0,0,0,20,894,262,206,117
LGA21370,799,283,100,4894,1215,557,807,522,252,3355,97,26,20,7,9,153,4644,1637,1671,833,367,9151,0,0,0,0,0,0,5,0,0,0,0,7,130,24,3,0,0,158,56,7,3,0,0,72,0,0,6,5,0,7,8,0,0,0,0,8,196,36,11,4,0,253,0,0,0,0,0,0,5,0,0,0,0,5,62,17,5,3,0,86,9,12,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,84,24,9,3,0,118,0,4,0,0,0,3,7,0,0,0,0,7,6,3,0,0,0,11,3,4,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,25,14,3,0,0,42,18,9,6,4,3,39,4960,1720,1698,849,372,9603,6,0,0,0,0,10,43,8,0,0,0,54,525,108,46,10,9,688,2893,922,773,257,96,4932,1558,716,843,582,289,3988,66,24,16,18,7,135,5088,1779,1678,868
LGA21450,2134,587,206,9747,2808,2355,3525,2015,1130,11832,143,61,48,20,17,294,8170,5070,5808,2645,1356,23052,0,0,0,0,0,0,6,5,0,0,0,11,305,53,11,0,0,377,359,226,84,18,13,704,52,65,62,29,10,225,23,10,0,0,0,30,748,358,167,46,22,1340,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,19,11,0,0,0,0,17,3,0,0,0,0,5,0,0,0,0,0,0,30,4,4,0,0,44,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,10,7,0,0,0,0,6,4,3,0,0,0,12,0,0,0,0,0,3,28,9,0,0,0,39,22,12,10,3,3,54,9003,5448,5981,2705,1387,24531,3,5,0,0,0,18,50,13,12,3,4,77,711,161,77,23,16,992,5162,2682,2351,599,207,11005,4165,3569,4984,2630,1530,16878,106,76,65,23,13,286,10209,6506,7486,3274
