SA3_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
30303,144,44,27,62,1133,59,62,237,242,108,49,43,63,868,53,64,218,215,124,68,63,117,924,11641,4614,8944,4146,1420,407,320,1617,33114
30304,62,16,20,32,528,29,43,125,89,69,22,25,20,431,51,42,115,130,66,37,30,37,515,6441,2228,4042,1898,675,212,160,733,16385
30305,91,25,22,33,648,30,36,111,94,74,36,32,51,468,27,46,111,91,77,44,36,101,535,8255,4478,7539,3381,1268,441,397,1384,27137
30306,73,27,21,40,688,38,39,120,117,69,28,20,29,469,38,48,131,121,67,28,56,43,533,6882,3198,5231,2532,940,343,335,1087,20559
30401,66,8,0,15,559,28,22,122,93,41,23,9,22,361,33,44,124,96,62,32,24,47,465,3997,1797,4636,2092,652,187,93,387,13842
30402,80,34,13,33,869,48,47,194,159,90,29,17,47,628,50,52,169,155,100,32,21,117,703,5039,2284,6723,3382,992,255,108,630,19415
30403,76,15,14,50,764,58,38,134,118,85,18,23,35,503,43,34,102,143,86,46,28,86,574,10672,2615,5358,2682,833,196,120,1083,23558
30404,65,40,19,21,874,50,38,177,155,79,30,22,30,578,70,47,196,200,107,61,57,45,779,7209,2724,6669,3367,1034,320,198,769,22288
30501,72,25,6,79,756,46,34,126,108,65,20,14,71,495,48,42,127,88,72,34,31,107,566,23501,3933,5326,2372,754,234,148,3487,39755
30502,43,17,8,22,395,19,12,71,69,31,21,7,10,244,23,26,79,79,31,32,20,31,317,8433,2392,4304,2006,503,186,94,984,18908
30503,110,38,16,73,1085,96,62,178,175,104,35,23,67,731,82,76,196,193,123,50,50,124,899,22792,4774,8125,3943,1366,327,197,2643,44165
30504,68,18,12,36,643,58,20,90,90,41,21,16,31,371,46,26,82,85,77,30,27,55,427,12448,2636,5629,2759,817,192,108,1114,25702
30601,76,15,21,80,813,31,33,118,96,49,13,18,52,410,18,37,87,67,55,21,16,79,385,7579,3246,6862,3195,1141,303,200,1587,24104
30602,166,70,62,173,1528,71,77,208,223,133,46,45,138,935,70,80,196,208,116,63,77,208,1015,13576,5408,9798,5536,2403,941,933,4887,43471
30603,91,35,31,72,668,31,22,93,122,63,28,44,53,449,22,24,93,92,83,49,47,51,457,3006,1472,3601,2472,1150,463,465,1550,14187
30604,23,4,0,28,219,7,6,26,29,17,10,7,14,115,5,5,24,24,5,8,6,13,88,1606,583,1179,677,255,88,74,657,5116
30605,135,57,29,119,1044,54,39,135,160,88,54,26,75,628,35,35,95,132,95,52,45,132,618,4187,1817,4430,3252,1451,522,348,2063,18069
30701,134,48,48,109,723,21,24,87,118,86,40,59,88,526,30,14,60,89,78,45,61,108,479,3860,1529,3965,3231,1644,572,474,2120,17391
30702,145,45,51,113,881,33,30,100,118,117,48,50,87,578,37,19,81,117,95,57,73,154,626,3576,1573,4065,3327,1715,647,485,1698,17095
30703,158,63,33,93,1045,54,44,146,159,115,52,42,99,705,53,33,109,128,107,57,56,109,650,3942,1646,4339,3323,1673,609,438,1606,17591
30801,38,11,15,44,249,4,3,16,19,29,17,15,29,136,5,3,12,19,16,14,12,37,106,2613,1055,2409,1786,878,294,263,1151,10451
30803,298,105,66,195,2045,117,74,334,365,255,109,126,212,1585,116,70,262,260,248,120,149,293,1509,12324,5353,12749,8431,3875,1353,1044,3975,49107
30804,37,12,10,41,237,11,6,33,31,27,9,12,37,165,3,7,25,32,28,11,29,49,177,1171,504,1341,982,492,175,112,780,5556
30805,114,46,31,58,733,23,20,95,114,80,31,37,64,474,12,20,68,80,49,35,51,64,387,5718,2765,6947,4374,1844,635,482,1829,24597
30901,136,27,20,118,1364,59,65,278,221,108,36,26,103,894,95,92,255,208,122,62,41,139,1008,10941,3604,7703,3676,1160,279,155,2362,29883
30902,121,31,26,104,1149,73,56,200,179,106,42,23,91,775,67,69,203,189,114,60,44,220,961,8129,2997,7003,3593,1242,334,198,1789,25283
30903,199,56,19,202,2016,119,112,390,340,165,57,32,162,1378,83,128,299,269,154,78,46,260,1329,9244,4657,8876,4491,1611,457,253,2504,32093
30904,52,20,3,35,385,14,16,69,60,22,16,10,23,227,21,15,39,33,36,9,7,13,168,2214,1026,2449,1363,535,156,70,693,8501
30905,56,8,11,26,492,18,27,98,75,37,12,10,24,290,22,22,75,64,45,14,9,48,304,3933,1852,4607,2359,769,217,96,749,14591
30906,104,24,22,96,1165,62,60,216,193,108,32,19,89,774,47,74,140,139,70,42,35,139,687,8163,3819,8569,4375,1619,464,265,1577,28844
30907,206,59,28,121,1831,72,88,275,230,133,50,27,93,971,43,76,204,218,125,53,49,132,907,17981,8371,18202,9172,3456,1062,647,3878,62776
30908,74,23,9,98,1013,64,63,229,148,85,28,18,114,751,56,83,198,167,93,33,30,238,915,7893,3357,6849,2993,995,244,126,1501,23958
30909,115,36,10,113,1223,76,73,245,219,100,59,30,159,962,94,84,270,224,115,51,43,280,1160,10728,3752,6575,3284,1168,409,235,2652,28805
30910,70,25,8,110,1089,71,54,169,124,53,25,12,65,575,36,43,122,89,48,15,17,70,447,7350,2562,4784,2189,662,181,103,2339,20164
31001,133,57,59,71,990,53,53,164,140,101,72,75,55,708,35,47,147,167,92,73,113,67,734,9827,4091,7246,3889,1866,849,917,2289,30975
31002,177,73,57,129,1236,51,38,142,186,123,53,52,105,740,40,36,108,127,79,49,60,120,615,6590,2897,6910,4851,2286,819,608,2443,27401
31003,216,89,71,148,1731,82,57,270,286,202,88,93,166,1256,79,68,227,206,198,98,122,230,1224,13426,5676,11977,7474,3360,1288,1072,3078,47345
31004,112,53,37,38,701,29,19,96,107,79,32,43,43,441,11,19,60,65,40,31,48,31,301,11942,5462,9758,5502,2551,1081,1070,2373,39729
31101,49,19,3,28,320,14,6,28,38,35,13,23,31,195,7,11,25,28,33,23,30,66,218,1367,630,1548,1062,594,220,137,526,6093
31102,103,39,36,68,819,39,32,145,133,78,35,31,38,525,33,30,101,85,71,30,36,40,424,5055,2388,4654,2858,1379,543,406,1634,18905
31103,120,62,43,97,996,33,27,138,127,85,51,49,79,588,30,46,107,112,76,41,57,62,523,10137,4522,8655,5572,2786,1103,1007,2838,36610
31104,83,31,21,31,553,14,26,76,74,39,18,16,27,291,6,23,45,44,31,30,23,19,214,6000,2925,6648,3948,1634,604,387,1374,23527
31105,133,44,39,91,983,39,50,156,153,108,45,31,101,691,21,43,134,142,97,53,48,183,719,7100,3252,7076,4055,1792,702,516,1993,26486
31106,128,51,64,81,1113,41,41,172,136,96,54,46,65,645,37,43,126,122,107,60,66,101,654,8787,3919,7515,4439,2183,994,954,2513,31305
31201,44,23,6,41,335,19,19,45,53,24,17,15,42,234,18,10,46,45,34,27,24,26,219,3170,1265,2966,2063,957,317,220,1968,12918
31202,239,111,86,184,1766,82,57,228,265,169,85,81,163,1131,55,55,196,228,199,115,127,206,1184,11988,5108,12838,8488,3557,1286,785,4506,48547
31203,37,10,9,31,272,8,11,36,47,24,6,4,22,154,9,6,27,25,38,11,17,9,145,3047,1058,2371,1241,481,153,93,1098,9547
31301,195,64,43,97,1669,66,58,256,241,135,72,37,73,942,56,45,172,179,114,57,39,98,764,3278,1857,5405,3475,1372,455,268,1008,17110
31302,169,68,53,126,1335,56,47,159,178,128,53,44,105,772,46,53,153,183,107,52,62,208,861,8679,3857,8013,5480,2577,890,691,2539,32717
31303,33,3,6,21,222,7,14,31,41,25,7,5,13,138,6,14,23,29,27,11,12,17,135,1254,605,1520,984,435,134,94,453,5479
31304,125,52,42,85,1054,45,39,176,174,108,55,44,74,708,21,37,116,121,83,45,48,103,573,7414,3260,7913,4830,2038,688,517,1697,28359
31305,181,72,49,111,1674,103,82,296,311,185,87,48,126,1236,100,88,297,250,154,76,95,215,1280,7235,3476,7970,4896,2005,724,450,1847,28595
31401,172,41,20,63,1278,47,52,195,188,106,34,13,37,671,53,50,114,122,89,47,45,41,571,10448,4119,11717,6101,1960,519,258,1162,36284
31402,105,36,25,63,997,36,37,142,164,100,29,31,65,601,38,44,145,139,93,35,55,139,687,10671,5016,9921,5021,1925,629,405,1739,35332
31403,83,23,14,32,600,17,27,78,68,51,27,14,26,319,22,33,69,78,55,30,23,23,349,4819,2143,4304,2541,1049,379,244,887,16371
31501,34,18,31,53,268,12,5,21,32,13,10,16,17,128,10,7,3,13,7,11,14,9,70,2921,1309,2021,1424,877,498,645,1843,11542
31502,32,10,26,35,262,7,11,31,25,16,8,20,23,148,6,6,23,24,13,17,19,30,122,3142,1289,2199,1592,863,371,352,1446,11256
31503,38,25,24,45,303,12,3,43,39,35,16,16,24,188,15,13,32,37,46,18,34,36,226,1685,682,1563,1244,629,243,192,869,7116
31601,119,37,26,74,1310,94,67,247,255,138,49,20,84,957,81,66,223,251,151,50,35,218,1080,7409,2856,7797,4242,1408,395,183,1527,25818
31602,287,90,38,188,2482,125,82,457,455,264,82,58,147,1684,123,129,384,392,252,110,105,239,1731,11423,4737,12761,7184,2749,766,401,2415,42444
31603,134,50,23,142,1458,56,75,291,251,134,53,40,116,1025,65,80,231,246,169,78,49,193,1105,8862,3318,7960,4395,1516,436,229,2175,28888
31605,93,23,10,109,1284,83,63,267,184,79,38,17,93,811,66,82,201,155,102,39,35,174,855,5619,2538,6477,3192,931,249,128,1403,20533
31606,126,49,22,80,1176,53,46,182,161,108,55,31,46,689,33,42,135,152,100,49,39,66,627,6557,2937,7220,4295,1682,513,263,1584,25047
31607,116,44,19,71,1034,38,39,155,186,89,46,24,57,629,49,34,113,141,105,49,46,104,645,5458,2544,6039,3520,1396,443,276,1204,20890
31608,56,22,8,40,504,30,19,72,64,36,21,10,27,283,8,9,48,38,37,13,9,75,246,2499,1135,3264,1722,656,157,94,742,10269
31701,442,154,132,242,3218,184,106,507,541,378,165,155,230,2262,201,140,380,527,418,236,252,313,2458,19863,7101,16728,11737,5317,1864,1597,4152,68358
31801,125,59,46,104,892,36,31,133,170,116,58,50,98,684,41,41,142,153,115,74,55,102,722,3620,1481,4161,3205,1552,614,458,1895,16986
31802,349,130,98,223,2622,133,102,403,429,289,137,99,161,1759,96,121,294,346,277,134,142,277,1683,24098,9171,19440,11697,5049,1775,1329,6207,78767
31901,335,129,81,210,2460,116,106,430,422,256,121,96,174,1727,104,108,289,330,239,154,140,170,1533,9388,4146,11072,7429,3337,1199,882,2913,40373
31902,168,81,59,158,1205,48,31,145,162,122,61,50,102,723,52,40,122,113,108,69,74,108,678,4409,1918,4852,3709,2003,875,647,2275,20691
31903,193,72,52,117,1308,43,36,161,177,116,61,44,88,731,55,30,123,130,120,57,78,88,689,4986,2370,6144,4098,2033,687,467,1744,22523
31904,221,79,29,218,2088,105,102,362,293,193,75,48,193,1379,89,68,251,252,173,72,68,249,1223,6367,3285,8289,4962,2203,756,462,2103,28433
31905,150,72,45,112,1223,48,39,144,163,125,57,35,91,712,39,50,133,134,117,63,58,85,685,4188,2159,5409,3763,1855,676,452,1626,20124
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,24,28
39999,9,8,4,19,124,6,0,11,8,0,5,5,10,37,0,0,3,6,0,3,0,3,25,1770,525,1137,733,317,128,80,1441,6127
40101,27,9,3,27,367,29,20,71,43,29,3,3,32,240,23,17,50,53,21,6,9,92,272,6963,1075,1524,672,203,44,40,1040,11556
40102,132,42,20,89,1452,53,57,251,227,127,29,21,56,826,58,61,220,222,136,75,55,76,894,9549,3907,10293,5358,1818,468,254,1590,33232
40103,73,30,5,40,1129,73,61,266,236,98,27,9,49,827,84,82,295,267,170,55,30,53,1036,6269,2546,6660,3013,846,193,99,613,20234
40104,117,28,11,81,1283,54,72,334,316,149,42,26,86,1081,60,93,325,268,164,75,40,141,1162,7522,3293,7352,3412,1056,265,160,1024,24093
40105,86,21,8,32,877,63,52,203,185,81,29,15,43,670,71,73,206,215,140,51,39,73,871,6435,2181,4437,2069,636,165,106,740,16760
40106,32,10,6,19,480,33,26,114,100,50,13,11,29,379,30,32,146,138,78,23,18,46,522,4755,1633,3700,1674,468,113,62,550,12953
40107,58,17,4,56,811,66,35,191,193,94,19,12,49,670,81,82,250,263,134,62,39,134,1043,6540,2142,4830,2340,636,166,83,719,17453
40201,75,21,12,58,737,23,29,151,141,84,40,27,41,541,32,41,139,115,79,52,34,71,557,4167,1826,4755,2751,1005,347,191,787,15824
40202,147,67,40,129,1233,42,58,231,249,161,68,60,140,1006,33,61,218,223,136,87,90,177,1027,10620,4830,9787,6210,2773,1161,1061,2860,39305
40203,108,38,36,72,1147,63,53,227,196,103,38,34,60,781,67,90,283,223,134,80,65,75,1019,11111,4714,8238,3372,1242,523,408,1769,31392
40204,234,73,75,184,2234,74,100,431,392,225,98,90,149,1557,42,115,299,314,198,137,137,229,1476,16885,7743,15971,8567,3558,1372,1201,3249,58549
40205,185,35,21,139,2125,71,83,492,387,184,59,38,133,1444,61,109,370,375,220,75,59,204,1473,11264,5080,13933,6523,2005,487,283,1548,41134
40301,74,14,11,63,970,67,46,214,179,91,7,9,46,661,71,84,259,258,151,63,32,71,999,5329,1949,4995,2433,742,164,85,717,16421
40302,143,40,27,77,1728,83,100,431,343,167,65,34,73,1293,120,150,468,461,249,119,92,125,1788,14531,5981,12268,5378,1643,539,330,1683,42358
40303,118,31,15,63,1384,92,68,352,282,127,30,19,66,1036,112,107,354,358,188,88,49,95,1350,9065,3309,9284,4208,1207,286,152,994,28509
40304,331,98,42,223,3525,128,144,644,625,284,105,71,221,2210,115,167,550,572,363,153,134,298,2355,20217,9318,23691,11930,4052,1222,747,3725,74900
40401,206,62,39,125,2258,106,174,579,531,243,86,59,138,1918,141,203,660,567,297,132,123,146,2266,17776,6673,14778,6820,2203,694,505,2427,51885
40402,88,32,34,79,966,61,55,219,160,116,40,51,54,747,53,82,269,210,112,66,93,52,937,8857,3635,6998,3321,1278,433,397,1402,26320
40403,115,31,23,60,1195,91,77,351,283,130,44,22,78,1062,126,109,406,370,216,96,68,97,1484,11496,3711,7359,3223,1026,298,202,1242,28550
40501,85,23,7,52,756,29,21,134,137,79,24,22,43,496,30,26,112,122,100,44,29,60,523,3959,1570,4853,2937,1057,289,184,908,15755
40502,90,26,14,57,586,20,21,76,82,63,24,20,42,355,28,28,82,79,67,52,22,44,396,2005,917,2512,1990,856,274,170,728,9452
40503,86,42,23,73,702,34,22,100,126,80,34,39,55,486,35,32,94,102,100,44,47,54,499,2498,1071,3071,2268,985,338,279,905,11415
40504,87,37,12,95,874,26,19,128,159,82,34,25,76,547,34,18,114,128,96,39,42,89,556,2115,1040,3543,2326,925,332,195,969,11442
40601,177,61,42,118,1195,41,27,167,181,146,78,42,97,781,36,31,97,189,156,78,93,139,823,5063,2331,6343,4419,1880,661,434,2018,23145
40602,45,20,17,44,354,8,10,56,53,39,15,11,28,213,8,7,32,47,45,19,26,29,214,2523,1037,2370,1556,695,273,174,1131,9761
40701,176,40,26,138,2008,102,61,343,338,169,59,34,124,1227,86,81,283,321,194,69,62,146,1236,5617,2678,7966,4596,1713,462,268,1577,24871
40702,192,61,35,147,1419,49,56,193,286,188,62,48,126,1013,38,46,185,258,167,106,87,186,1069,6228,2673,7713,5399,2095,669,427,2204,27400
40703,220,72,49,146,1655,62,57,262,356,197,71,48,143,1200,77,48,243,273,235,125,113,134,1247,6424,2889,8204,5757,2404,802,527,2379,29386
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,15,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,5,10,398,135,214,160,59,21,18,307,1306
50101,122,40,6,91,1145,49,31,176,222,128,35,22,75,736,43,47,145,203,176,81,46,73,814,5630,2616,7329,4439,1574,413,205,1650,23859
50102,280,100,44,170,1909,60,53,291,348,216,124,71,154,1312,44,42,185,288,245,135,115,231,1285,10382,4583,12952,8323,3343,1140,666,2923,44325
50103,74,26,13,66,564,12,15,74,89,69,26,14,37,338,11,17,49,65,48,30,29,34,286,2150,944,2708,2003,922,280,156,884,10042
50201,316,100,43,235,2793,106,97,496,513,333,105,72,228,1951,81,78,343,438,288,120,92,358,1794,10236,4892,14071,8736,3492,1095,612,3161,46298
50301,135,43,16,87,1551,91,65,326,336,137,25,23,75,1080,110,70,279,348,221,78,60,151,1314,10319,2863,8853,5360,1495,311,152,1464,30813
50302,104,37,15,95,1278,138,84,287,249,115,37,32,84,1025,169,106,341,351,192,83,72,144,1452,23072,5836,9959,4322,1218,317,190,3176,48092
50401,157,50,34,105,1397,59,77,276,280,150,65,55,106,1079,75,79,270,282,192,90,99,159,1249,12924,4964,9343,4396,1576,484,405,1989,36095
50402,99,18,21,70,849,30,29,134,143,95,42,29,51,540,25,27,99,106,72,39,33,111,514,4574,1921,5231,3109,1201,340,201,1013,17590
50403,181,81,61,111,1536,51,65,283,261,200,63,53,99,1067,44,66,217,227,153,79,66,156,997,17333,7896,16313,8680,3396,1156,854,3452,59069
50501,259,55,24,131,2517,99,110,505,459,223,76,33,120,1621,89,119,439,423,285,116,87,188,1750,17832,7444,23171,11321,3307,770,382,2383,66606
50502,376,96,66,248,3735,209,205,824,865,422,144,94,244,3012,212,210,842,845,502,241,200,372,3425,31638,11728,23892,11514,3780,1184,861,5195,89795
50503,296,91,61,169,2464,64,124,463,483,252,114,73,172,1751,40,97,389,345,255,111,114,236,1592,23740,10723,24796,12769,4809,1573,1089,4109,83602
50601,128,44,43,75,1011,35,36,165,160,106,56,37,93,686,22,36,114,119,94,48,54,90,581,10127,4979,10338,5492,2346,795,571,2173,36821
50602,92,32,23,71,832,54,43,187,184,100,31,25,95,720,57,56,159,173,127,70,57,126,819,13183,4321,6588,3113,1205,404,286,2361,31450
50603,169,46,40,121,1500,78,68,289,308,169,60,42,149,1165,89,57,246,287,188,95,83,340,1385,13740,5242,11334,5535,1872,562,428,2514,41222
50604,203,69,49,125,1633,68,57,301,282,172,74,50,133,1141,48,65,224,254,186,81,111,197,1156,14263,6632,13613,7487,3020,1082,840,3112,50054
50605,128,44,26,68,1070,48,47,224,247,127,47,21,88,832,44,66,156,175,123,70,33,85,750,6319,2746,7337,4181,1606,486,258,1238,24174
50606,33,16,9,24,267,9,15,41,60,30,6,9,21,186,5,5,29,41,17,15,11,7,138,3342,1462,3554,2053,794,250,184,598,12239
50607,80,10,19,75,781,64,40,180,147,69,17,18,77,596,44,51,163,157,102,36,37,192,794,7538,2354,4818,2325,695,162,141,1225,19254
50701,188,44,34,95,1399,39,75,287,283,161,49,40,122,1051,49,60,247,258,183,66,62,175,1097,15280,6394,13687,6743,2293,604,382,2396,47774
50702,60,16,8,51,738,36,47,156,154,70,33,9,49,551,44,37,148,167,84,33,35,123,668,6415,2141,4604,2277,688,181,107,1226,17638
50703,42,27,13,37,403,10,20,64,82,45,20,15,13,281,7,17,57,59,31,23,25,23,236,5056,2568,4517,2447,1081,408,273,1015,17364
50704,178,43,22,117,2047,114,97,496,435,259,72,30,99,1605,124,129,548,516,322,136,86,241,2102,14010,5216,14671,7374,2178,511,270,1986,46216
50705,234,63,34,168,1939,54,67,354,353,228,72,50,159,1329,46,79,238,249,212,84,73,243,1225,14066,6442,15721,9289,3692,1134,659,3307,54306
50901,161,48,40,117,1348,43,38,211,259,160,63,53,104,935,50,50,165,227,181,78,59,131,935,5984,2517,7160,4773,2054,622,469,2083,25658
50902,169,49,25,174,1158,32,36,132,175,153,62,36,112,736,21,25,106,143,126,77,66,116,686,4596,2011,5787,4424,2000,668,421,2594,22507
50903,61,23,4,45,352,15,7,61,82,56,21,11,39,304,10,5,47,60,54,27,24,39,268,1464,642,2000,1628,746,230,132,898,7726
51001,16,17,25,42,193,11,0,6,15,13,12,19,21,89,6,5,10,5,8,5,12,35,81,4165,1527,2275,1524,833,415,471,2565,13786
51002,8,4,3,6,45,4,3,4,3,4,6,0,9,33,0,0,4,3,7,0,5,6,23,2466,990,1574,973,508,199,107,1452,8268
51003,4,4,6,12,48,3,0,4,5,6,3,0,6,29,0,0,0,7,0,0,4,0,10,2667,1100,2284,1309,502,160,113,1607,9732
51101,63,17,8,41,330,4,9,32,51,51,15,15,27,206,8,3,26,44,44,25,20,23,190,1355,596,1701,1177,551,176,110,679,6340
51102,14,5,6,20,124,0,0,14,14,9,0,4,15,61,0,4,13,9,7,0,7,7,55,1107,334,870,513,218,86,57,589,3763
51103,40,17,17,32,234,13,18,28,32,30,11,19,28,173,7,20,20,20,20,20,23,26,154,3676,1624,2986,1986,985,357,248,1918,13779
51104,164,54,35,122,989,27,26,119,159,112,49,34,92,617,21,30,83,129,116,63,61,114,620,4791,2126,5716,4009,1739,597,434,2623,22030
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,0,3,0,0,20,61
59999,0,0,0,13,26,0,0,0,4,0,0,0,10,15,0,0,0,0,0,0,0,12,16,734,203,417,264,108,47,40,1222,3030
60101,31,11,16,28,273,3,8,37,34,27,3,12,20,150,0,5,20,24,17,11,15,8,114,1974,1065,2126,1277,590,207,160,521,7923
60102,137,47,25,86,1262,58,61,264,273,129,52,29,76,951,70,56,239,249,166,83,69,88,1028,7418,3192,7316,3994,1414,483,298,1294,25409
60103,138,43,28,121,1145,61,66,202,214,116,58,46,91,845,57,56,180,180,129,70,64,127,860,7750,3403,5910,3463,1519,585,416,1662,24709
60104,77,24,14,46,727,37,27,155,127,64,25,11,36,483,35,37,118,98,81,29,31,38,467,4815,1962,4602,2415,862,266,145,652,15731
60105,85,23,14,53,943,81,49,190,180,78,33,23,58,694,86,53,183,212,130,53,38,109,864,10800,2924,5653,2710,833,259,161,1403,24746
60106,49,7,8,29,326,13,14,70,46,37,14,14,30,247,7,13,40,41,27,14,14,25,185,2077,1018,2203,1226,501,153,101,537,7815
60201,206,58,38,151,1846,101,98,308,349,198,87,57,121,1315,127,108,296,364,227,103,89,189,1504,11553,4496,9923,5902,2276,861,508,2222,37738
60202,59,30,4,64,561,32,19,77,88,55,17,24,38,350,24,20,49,53,34,22,27,30,264,2615,1128,2850,1797,772,261,169,712,10303
60203,115,51,22,92,944,45,34,122,130,98,43,29,73,579,30,32,81,97,85,33,38,91,500,3876,1838,4627,2955,1317,457,293,1309,16679
60301,22,12,10,17,175,3,10,10,30,17,11,8,25,105,5,11,15,14,10,3,3,9,78,1187,572,1273,798,375,144,83,480,4913
60302,40,19,17,46,442,13,24,47,55,30,12,18,40,239,17,16,33,52,26,22,19,41,216,2441,1129,2340,1431,603,210,146,733,9035
60303,32,14,4,21,216,10,4,29,40,14,12,6,14,127,7,4,20,28,10,7,3,19,98,782,369,955,552,228,76,41,289,3295
60401,181,60,42,114,1192,49,39,182,197,167,78,59,101,871,58,53,155,175,162,88,76,77,849,5307,2380,5865,3983,1798,635,414,1479,21862
60402,151,66,30,119,1164,65,37,138,181,117,69,37,102,741,53,40,149,144,105,50,75,104,726,5144,2404,5877,3592,1496,559,372,1410,20857
60403,53,21,11,37,289,15,5,29,49,40,19,20,37,213,6,7,31,28,35,16,18,27,174,1637,675,1760,1327,623,224,143,717,7105
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,5,8,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,199,62,74,53,24,13,5,125,561
70101,23,7,4,4,202,11,6,25,31,13,0,3,31,125,5,5,10,21,11,7,3,29,87,5358,1489,2033,905,358,99,58,1130,11433
70102,63,17,27,50,552,27,26,93,73,49,37,26,42,371,15,21,41,37,34,20,27,30,224,7399,3080,4964,2764,1214,410,336,1918,22096
70103,26,5,5,25,169,8,8,14,15,19,6,5,8,75,5,0,5,12,6,3,7,6,52,2033,829,2018,1155,432,146,89,924,7608
70104,24,12,10,24,166,8,5,19,22,16,3,14,19,114,4,6,18,12,19,10,15,13,92,4318,1972,3311,1923,775,273,221,1365,14166
70201,28,12,21,32,249,20,14,43,20,18,14,13,27,157,19,10,14,23,15,12,17,30,137,4803,1885,2738,1711,825,379,306,1999,14650
70202,0,4,4,0,19,0,6,0,0,0,3,4,6,20,0,0,0,5,0,0,0,3,12,552,231,274,234,139,69,65,425,1982
70203,0,6,8,12,56,7,0,12,5,7,0,5,3,36,8,0,0,0,0,0,6,3,11,1595,807,904,689,446,220,214,1163,6045
70204,0,4,9,4,34,3,0,0,0,0,0,7,3,21,0,0,0,0,0,0,0,0,3,1279,731,812,549,339,156,115,866,4845
70205,10,10,13,12,88,0,0,0,12,12,8,14,7,54,9,0,0,3,3,3,6,11,34,1949,787,1246,901,505,279,251,1180,7089
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
79999,0,0,0,4,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,325,103,211,110,63,25,15,629,1486
80101,187,76,38,56,1667,75,82,288,287,146,51,47,61,1038,52,69,247,235,155,71,59,74,961,16551,5528,11343,5792,2052,635,409,1997,44298
80103,3,0,0,9,19,0,0,0,5,4,0,0,3,19,0,0,0,3,0,0,0,0,8,146,65,92,59,33,11,3,157,562
80104,63,23,15,33,620,17,27,114,101,45,16,20,16,362,9,16,53,45,35,14,19,13,205,12260,5315,9470,3961,1201,301,210,1413,34143
80105,54,17,5,37,641,43,41,146,144,68,29,17,49,540,48,50,142,161,101,31,42,73,648,14969,2776,4778,2090,668,185,123,1898,27478
80106,35,17,17,41,555,29,26,112,96,51,20,8,35,379,52,32,134,131,82,34,32,83,574,5793,1654,3325,1639,534,150,90,990,14176
80107,152,49,20,73,1240,50,60,219,216,140,48,43,64,840,32,52,198,171,130,47,67,95,788,10773,4593,11115,5926,2195,588,404,1477,37066
80108,71,18,24,33,632,29,33,114,109,55,21,24,28,398,31,43,94,86,48,30,22,38,400,3025,1257,3159,1603,543,154,114,480,10341
80109,84,30,10,46,886,42,47,204,189,106,38,18,33,686,62,43,191,165,111,42,44,53,717,5988,2132,4632,2260,787,238,121,751,16911
80110,5,0,0,4,21,0,0,4,13,0,0,0,0,16,0,0,6,5,0,0,0,0,10,1971,752,1108,338,100,29,16,207,4524
80111,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,23,57,38,23,3,0,18,234
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,120,22,37,22,8,0,0,38,249
90101,0,4,0,3,8,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,134,54,127,81,40,11,12,91,546
