SA3_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
30302,300,0,0,0,3,6,11,23,13,0,7,11,4,83,0,0,0,0,0,4,7,17,13,17,32,6,96,21,0,9,26,23,56,84,36,40,30,24,21,381,0,0,0,0,0,0,0,4,0,0,0,221,222,29,5,16,46,63,234,694,694,688,1565,3290,462,7776,0,0,0,7,9,97,281,227,78,86,95,92,977,0,4,12,47,48,120,124,58,18,16,24,29,496,0,0,4,18,6,20,32,6,3,3,3,12,111,8,0,14,36,11,11,13,7,0,4,0,6,97,26,13,48,108,62,200,157,61,20,21,17,45,775,0,0,0,0,0,0,0,0,0,0,0,13,20,32,14,78,211,130,447,605,359,126,132,140,210,2485,154,59,121,446,559,1438,2893,2311,1787,3097,4885,1022,18770
30303,596,0,0,0,0,9,33,34,16,14,10,16,13,147,0,0,0,0,0,12,26,15,17,17,18,12,123,53,14,28,63,48,149,202,103,50,53,45,57,863,0,0,0,0,0,6,5,3,4,4,0,379,405,61,24,44,122,143,604,1603,1402,1267,2120,2379,681,10458,0,0,0,10,24,128,338,210,76,100,80,75,1031,0,3,25,62,68,158,168,60,23,26,19,37,651,4,4,4,14,10,27,36,15,6,11,3,16,149,8,0,13,30,16,18,8,5,0,0,0,0,107,94,15,80,148,81,240,239,77,43,35,26,79,1156,5,0,0,0,0,0,0,0,0,0,0,19,28,110,25,127,271,196,577,792,367,144,168,121,232,3129,451,123,281,720,972,2121,3778,2741,2049,3123,3195,1242,20794
30304,204,0,0,0,0,0,4,10,14,7,4,3,8,54,6,0,0,0,0,0,9,4,3,16,12,3,53,14,4,3,20,21,46,76,37,24,36,22,20,322,0,0,0,0,0,4,0,0,0,0,3,143,156,17,4,8,35,56,202,537,533,535,1079,1534,296,4832,0,0,0,9,13,59,165,106,23,50,43,36,498,0,0,9,37,23,53,79,33,18,19,13,23,301,0,0,0,5,8,12,17,8,0,5,0,6,59,3,0,4,16,4,9,8,5,0,0,0,4,57,26,4,33,73,50,132,116,43,26,16,13,32,564,0,0,0,0,0,0,0,0,0,0,0,3,7,33,10,43,142,93,261,393,190,66,82,65,103,1486,122,38,84,302,416,926,1649,1194,986,1669,2101,563,10055
30305,635,0,0,5,10,10,26,41,21,15,10,12,16,167,0,0,0,0,0,5,27,17,13,15,18,18,118,42,12,36,64,50,148,206,62,54,57,32,66,829,0,0,0,0,0,3,12,9,5,4,0,331,362,47,22,62,168,156,729,2018,1574,1268,1721,1341,658,9758,3,3,4,8,22,152,307,185,75,67,38,71,936,5,0,20,62,66,172,130,50,21,29,10,28,596,0,0,7,12,17,45,24,16,0,0,3,17,145,11,0,25,37,29,21,23,3,3,0,3,4,161,90,15,66,164,81,228,214,60,41,18,10,67,1062,0,0,0,0,0,0,4,0,0,0,0,27,38,109,20,121,295,218,617,704,314,145,120,67,219,2942,415,103,258,712,892,2086,3829,2672,2006,2459,1756,1156,18341
30306,486,0,0,0,14,6,22,38,25,3,12,12,11,145,0,0,0,0,0,4,14,8,3,16,8,11,70,40,10,22,51,67,126,193,64,43,52,37,42,751,0,0,0,0,0,8,6,3,4,0,0,252,271,45,17,43,112,149,581,1413,986,710,937,905,475,6379,0,0,0,12,18,107,169,91,59,32,22,41,553,0,0,14,41,33,102,92,30,20,20,4,19,376,0,0,0,16,11,19,25,11,3,5,0,8,92,3,0,11,28,5,17,17,6,5,3,0,4,98,68,13,40,116,69,182,187,63,33,37,17,55,878,0,0,0,0,0,5,5,0,0,0,0,10,22,73,17,66,201,136,439,495,195,119,93,47,140,2018,326,100,195,571,749,1736,2885,1745,1143,1374,1187,804,12830
30401,194,0,0,0,0,0,6,17,14,4,8,7,6,61,0,0,0,0,0,6,8,8,7,8,12,0,45,6,3,9,3,12,45,61,34,28,23,30,20,282,0,0,0,0,0,0,5,0,0,0,3,145,157,17,4,11,19,40,166,484,520,558,1104,1539,341,4793,0,0,0,3,8,42,154,121,34,47,43,31,476,0,0,4,15,19,63,67,35,17,13,7,17,246,0,0,0,4,3,13,22,4,6,3,0,9,68,0,0,0,4,12,6,10,0,0,0,0,0,40,16,5,18,51,22,95,83,37,16,7,12,24,374,0,0,0,0,0,0,0,0,0,0,0,3,4,20,4,24,75,64,217,334,193,69,66,53,90,1209,110,43,76,217,359,895,1470,1140,954,1637,2092,567,9560
30402,263,0,0,0,3,0,9,17,11,7,17,21,9,88,4,0,0,0,0,4,9,7,8,11,19,8,70,11,0,10,14,14,31,86,45,34,45,43,38,379,0,0,0,0,0,0,0,0,0,6,3,248,255,19,0,18,33,29,139,547,581,652,1442,3436,578,7477,0,0,0,3,3,42,144,140,51,61,106,61,607,0,4,4,10,19,72,90,36,17,16,13,20,310,0,0,0,15,16,15,16,10,5,8,0,6,83,4,0,0,14,3,5,8,6,6,0,0,8,47,34,10,9,49,24,77,87,35,19,17,15,24,404,0,0,0,0,0,0,3,0,0,0,0,4,9,41,9,18,89,61,210,341,226,96,97,143,122,1461,151,67,85,263,381,937,1702,1304,1119,2116,4517,895,13531
30403,284,0,0,0,7,4,3,23,14,9,10,18,9,92,0,0,0,0,0,4,13,9,15,15,20,8,80,24,7,8,35,25,48,75,46,29,31,33,23,382,0,0,0,0,0,0,0,0,3,0,8,191,208,27,12,19,55,46,204,576,527,456,995,2686,403,6010,0,0,0,7,8,62,164,158,34,48,78,60,629,0,4,5,37,28,67,88,42,6,15,20,22,342,0,0,4,6,7,21,32,5,3,6,3,7,98,8,7,12,17,10,7,3,4,0,0,5,4,69,68,22,36,67,43,109,96,34,19,7,19,31,546,0,0,0,0,0,0,4,0,0,0,0,3,9,80,30,49,138,101,267,381,237,64,79,125,131,1691,174,63,120,316,341,1036,1892,1428,1064,1782,3788,750,12756
30404,275,0,0,0,0,0,3,20,15,3,9,9,3,67,0,0,0,0,0,3,7,3,7,23,25,6,71,10,0,3,12,22,63,95,35,37,33,22,18,343,0,0,0,0,0,0,0,0,0,3,0,243,247,12,0,12,21,37,178,653,738,870,1744,2579,474,7315,0,0,0,3,8,76,270,222,61,99,73,98,924,0,0,10,34,33,122,152,57,15,20,11,28,487,0,0,6,9,20,21,29,9,5,3,5,12,121,3,3,4,21,8,10,8,8,0,0,0,3,69,20,7,30,107,61,157,118,49,37,16,13,36,647,0,0,0,0,0,0,0,0,0,0,0,6,12,26,14,57,176,128,383,587,348,121,140,105,187,2260,92,49,107,364,488,1205,2191,1693,1519,2652,3471,919,14743
30501,246,0,0,0,0,7,8,14,18,6,6,13,13,78,0,0,0,0,0,3,6,10,8,18,11,0,60,28,6,7,35,20,41,74,32,12,27,39,15,338,0,0,0,0,0,0,0,0,0,0,4,191,199,34,8,11,62,61,211,500,576,411,813,1949,364,4987,0,0,0,10,8,118,230,229,48,98,174,62,977,0,0,12,34,37,85,88,45,9,14,17,28,366,0,0,0,12,13,21,22,9,7,3,9,12,95,11,3,11,17,11,18,15,0,0,0,0,0,87,73,14,39,82,53,112,107,48,19,19,24,33,615,0,0,0,0,0,0,0,0,0,0,0,13,12,83,21,59,148,127,351,457,328,80,140,216,149,2163,293,94,176,424,493,1432,2991,2499,1664,2686,4590,1057,18382
30502,137,0,0,0,0,0,3,10,8,0,12,19,12,66,0,0,0,0,0,0,4,7,0,8,20,4,43,9,3,0,10,9,23,40,20,14,19,19,6,179,0,0,0,0,0,5,0,0,0,0,6,153,160,7,4,9,16,18,98,327,340,363,846,2803,322,5164,0,0,0,3,7,66,184,147,53,76,143,66,745,0,0,0,32,28,72,78,36,11,14,12,38,319,0,0,0,3,5,11,19,8,3,4,3,10,65,4,0,12,14,9,9,4,5,0,0,5,9,65,20,5,27,62,32,82,74,19,8,6,13,19,382,0,0,0,0,0,0,3,0,0,0,0,5,9,24,6,40,113,77,241,361,224,82,99,179,146,1599,69,29,69,218,234,667,1343,1196,977,1737,4175,685,11408
30503,354,0,0,0,5,4,8,25,12,14,5,21,9,104,0,0,0,0,0,0,7,10,9,18,47,4,98,17,0,13,23,20,40,68,39,30,48,56,18,375,0,0,0,0,0,0,0,0,0,0,8,274,289,22,3,17,58,59,206,693,677,636,1466,4760,605,9214,0,4,0,10,15,123,341,269,94,138,243,104,1347,7,0,11,41,54,124,157,69,23,20,34,36,564,0,0,6,6,10,25,33,12,11,13,15,17,152,10,0,10,9,14,10,13,4,3,6,0,0,76,67,16,38,120,59,144,146,59,33,21,32,48,779,0,0,5,0,0,0,0,0,0,0,0,14,17,85,26,69,189,152,428,688,410,155,191,332,226,2940,224,75,131,443,532,1525,3348,2767,2089,3562,7814,1351,23862
30504,229,0,0,0,0,0,9,8,14,7,8,20,6,73,0,0,0,0,0,0,4,8,3,18,38,4,75,8,0,0,16,11,28,52,22,17,35,42,12,256,0,0,0,0,0,0,0,4,0,5,3,219,236,14,0,4,21,26,134,345,410,370,1041,4028,453,6842,0,0,0,3,6,52,183,162,52,85,189,70,793,0,0,0,38,25,64,77,51,11,22,25,30,364,0,0,0,5,7,15,22,9,4,0,3,7,85,0,0,11,12,0,11,4,0,0,0,3,0,42,30,7,11,51,22,70,84,34,14,17,8,28,379,0,0,0,0,0,0,3,0,0,0,0,4,14,35,7,25,109,69,212,365,255,84,125,232,141,1674,109,40,69,246,265,858,1692,1448,1083,2114,5681,881,14494
30601,319,0,0,0,0,3,8,20,18,9,10,8,6,94,0,0,0,0,0,6,10,8,20,12,10,10,79,16,4,5,17,19,47,80,24,25,14,12,33,289,0,0,0,0,0,0,5,0,0,0,0,446,449,22,3,16,40,70,280,1009,978,912,1345,1136,765,6575,0,0,0,10,16,179,377,180,39,76,49,98,1029,0,0,22,88,91,209,182,54,13,7,11,59,730,0,0,0,8,0,26,29,12,0,5,7,9,97,6,0,16,26,9,16,3,0,0,0,0,5,88,31,6,48,117,70,130,130,19,20,0,3,59,642,0,0,0,0,0,0,3,0,0,0,0,24,21,37,11,81,238,192,559,725,279,65,95,68,254,2613,159,54,155,490,760,1712,3098,2219,1639,2219,1786,1426,15723
30602,604,0,0,0,0,6,20,51,11,10,10,9,16,151,0,0,0,0,0,3,11,11,13,25,19,16,96,28,0,20,70,63,144,201,68,38,19,15,72,744,0,0,0,0,0,4,9,0,0,0,0,619,640,42,5,39,128,165,700,2001,1491,1175,1503,1170,1154,9577,5,0,0,28,67,343,646,278,106,79,47,130,1734,4,3,40,187,192,397,301,97,36,22,8,77,1354,0,0,0,11,16,36,41,23,6,3,0,22,171,14,5,44,101,48,60,41,9,0,6,0,33,361,82,8,117,392,218,473,342,80,39,16,32,190,1986,0,0,0,4,0,5,7,0,0,0,0,62,81,113,21,201,731,537,1323,1371,483,178,129,91,505,5676,310,96,333,1231,1544,3380,5510,3404,2273,2655,1975,2365,25088
30603,176,0,0,3,0,3,11,17,8,0,3,0,8,67,0,0,0,0,0,3,8,5,0,9,3,7,34,9,7,10,33,44,98,82,35,12,9,4,38,377,0,0,0,0,0,9,3,0,0,0,0,205,218,18,10,17,63,87,318,778,471,332,378,241,424,3133,0,0,6,11,24,99,109,42,19,11,4,39,359,0,0,19,57,46,95,56,16,3,5,3,31,328,0,0,0,4,6,5,7,0,5,3,0,12,49,3,0,14,32,26,19,11,3,0,0,0,7,111,17,7,63,131,96,194,93,39,5,5,6,79,734,0,0,0,0,0,4,0,0,0,0,0,25,31,18,12,101,238,192,413,274,98,32,33,13,194,1609,133,83,173,558,874,1459,1943,1022,624,681,400,984,8923
30604,50,0,0,0,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,4,5,3,16,0,0,0,5,13,20,17,10,3,0,0,9,65,0,0,0,0,0,0,0,0,0,0,0,71,68,0,0,3,10,12,74,247,154,127,97,95,135,966,0,0,0,4,3,36,24,16,0,4,3,9,103,0,0,5,14,21,32,18,8,6,0,0,10,112,0,0,0,6,0,6,7,0,0,0,0,4,20,0,0,0,6,0,6,0,0,0,0,0,0,13,4,0,5,36,15,40,27,5,0,0,0,16,159,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,9,62,48,122,76,27,6,5,3,51,417,34,20,29,144,218,466,706,401,257,212,182,303,2970
30605,174,0,0,0,0,0,14,16,18,8,4,3,9,76,0,0,0,0,0,3,8,8,7,8,10,4,47,6,6,8,19,33,76,102,32,13,10,4,48,356,0,0,0,4,0,0,0,0,0,0,3,303,317,11,13,15,41,62,321,755,532,426,564,380,567,3676,0,0,3,18,25,88,152,74,28,22,11,64,476,0,5,14,64,52,122,93,18,10,3,8,28,423,0,0,4,6,4,19,13,3,0,6,0,15,76,4,0,12,29,20,18,7,0,0,0,0,13,94,21,4,57,164,88,216,122,34,15,5,7,96,826,0,0,4,0,0,4,3,0,0,0,0,27,37,25,10,97,280,189,464,391,134,49,33,25,236,1929,133,101,167,657,1017,1709,2272,1283,794,956,624,1348,11065
30701,135,0,0,0,0,0,12,19,6,0,5,5,7,51,0,0,0,0,0,0,8,15,6,11,12,12,58,4,3,6,18,34,65,64,24,11,4,4,32,255,0,0,0,0,0,3,0,4,0,0,0,373,384,26,7,11,42,79,320,896,657,468,586,494,824,4415,6,0,3,16,28,111,141,69,31,18,13,53,491,0,0,14,59,58,98,55,17,8,9,3,32,344,0,0,0,9,6,7,13,0,0,0,0,13,50,3,0,17,26,8,9,7,3,0,0,0,9,82,18,4,49,150,100,150,85,19,11,4,4,60,655,0,0,0,0,0,0,3,0,0,0,0,24,28,20,8,85,251,202,382,314,117,51,32,25,179,1657,174,45,155,505,816,1342,2099,1351,908,1042,814,1491,10746
30702,167,0,0,0,3,4,7,13,10,5,3,0,13,56,0,0,0,0,0,4,6,6,6,10,4,14,48,5,0,3,14,36,86,90,35,13,15,4,31,333,0,0,0,0,0,0,3,3,0,4,0,313,332,20,5,14,42,76,357,945,688,538,586,389,626,4288,3,0,0,18,18,121,146,58,30,18,11,44,460,0,3,10,58,73,116,78,17,9,3,4,19,405,0,0,0,10,16,15,14,3,4,0,0,9,74,0,0,13,23,12,23,12,3,0,0,0,0,94,19,4,34,163,82,209,110,29,12,8,0,54,726,3,0,0,0,0,3,0,0,0,0,0,25,36,20,3,54,285,212,484,360,114,48,34,16,155,1790,168,70,129,610,1026,1665,2320,1386,966,942,606,1206,11096
30703,193,0,0,0,0,7,8,16,6,0,6,0,7,54,0,0,0,0,3,0,11,7,3,5,3,9,49,7,0,14,29,30,107,94,31,13,9,6,25,367,0,0,0,0,0,6,3,3,5,3,0,264,286,9,6,27,56,88,361,981,617,385,439,284,501,3762,0,0,3,14,20,116,147,50,14,14,6,40,426,3,0,21,66,64,122,75,17,9,8,3,25,414,0,0,0,12,5,19,6,0,0,0,0,3,57,5,0,5,23,22,24,7,3,0,0,0,8,94,22,15,34,162,86,209,115,24,15,5,5,76,756,0,0,0,0,0,0,0,0,0,0,0,19,27,27,15,68,278,195,483,357,96,39,33,17,174,1776,156,84,159,657,1290,1906,2546,1261,724,748,478,1096,11107
30801,82,0,0,0,0,0,6,5,5,0,0,0,4,31,0,0,0,0,0,0,0,8,9,11,9,13,52,8,0,4,15,14,22,22,5,0,5,3,9,103,0,0,0,0,0,0,0,5,5,0,3,308,323,16,4,10,29,25,122,356,405,384,607,683,563,3218,6,0,5,5,19,71,113,71,28,30,20,40,394,0,0,3,34,31,57,29,6,5,3,0,17,199,0,0,0,3,6,6,4,6,0,3,0,5,34,5,0,17,18,4,14,0,0,0,0,0,4,56,15,6,44,83,44,78,32,9,4,0,4,22,336,0,0,0,0,0,0,0,0,0,0,0,15,18,19,3,64,142,107,228,182,92,36,35,26,105,1048,74,28,93,256,294,572,951,865,665,1014,1119,965,6892
30803,468,6,0,0,4,5,19,53,29,21,14,21,22,190,0,0,0,0,0,6,22,25,11,37,31,32,155,17,9,13,40,84,185,209,72,36,34,25,81,796,0,0,0,0,0,3,9,9,3,4,0,1449,1474,24,14,17,87,152,604,1844,1813,1549,2287,1928,2105,12421,0,0,3,30,60,360,584,295,136,123,71,153,1817,4,5,29,183,184,386,303,78,38,18,6,85,1313,3,0,3,31,22,52,53,21,6,13,5,28,236,4,7,38,112,39,48,28,9,0,8,3,16,317,59,12,106,388,242,541,303,117,57,24,12,189,2047,0,0,0,4,4,6,5,0,0,0,0,64,94,77,18,195,747,552,1392,1273,519,236,187,96,533,5821,333,137,344,1430,2243,3898,5627,3833,2773,3668,2971,3894,31151
30804,29,0,0,0,0,0,0,9,8,0,4,0,5,27,0,0,0,0,0,4,0,0,6,3,0,8,27,0,0,3,7,3,8,9,5,3,11,4,7,60,0,0,0,0,0,0,5,0,0,0,0,116,128,9,0,7,17,17,74,237,220,200,275,229,276,1557,0,0,0,0,3,28,47,34,10,10,10,16,165,0,0,0,18,17,23,13,0,6,0,0,5,76,0,0,0,0,0,3,6,0,4,0,0,0,19,0,0,4,7,5,0,0,0,0,0,0,0,12,3,4,7,34,9,23,27,3,5,0,0,18,136,0,0,0,0,0,0,0,0,0,0,0,8,5,3,6,13,58,33,83,93,42,14,13,11,49,421,51,23,39,126,188,339,631,451,354,448,398,470,3514
30805,303,0,0,0,0,4,8,28,29,10,17,14,6,118,0,0,0,0,0,5,8,10,13,11,10,12,71,16,3,15,38,42,106,117,32,14,9,17,39,438,0,0,0,0,0,3,3,6,0,0,4,590,603,23,0,29,58,86,351,1120,1000,872,1272,1241,964,7021,0,0,4,19,29,157,254,148,41,49,42,66,809,4,0,16,90,104,151,121,28,10,11,3,31,579,0,0,0,10,8,16,26,3,0,7,3,17,98,3,0,24,87,37,31,22,6,0,0,0,15,227,33,11,60,267,151,266,128,41,16,8,3,70,1048,0,0,0,0,0,0,0,0,0,0,0,33,34,39,14,100,475,328,622,555,229,75,71,55,236,2798,199,83,200,866,1158,1858,2811,2059,1545,2156,1894,1811,16640
30901,362,0,0,4,0,0,10,24,3,16,3,5,5,88,0,0,0,0,3,0,14,14,7,15,18,19,92,14,9,8,23,37,53,119,51,41,31,29,43,455,0,0,0,0,0,0,0,0,6,0,6,234,248,25,7,18,55,62,262,867,788,756,1218,1756,526,6342,0,0,4,11,9,138,255,133,58,60,68,60,786,0,0,15,71,83,211,150,54,35,17,23,32,695,0,0,0,23,23,44,42,7,4,0,0,17,175,7,3,8,27,18,24,14,6,3,0,0,3,105,38,3,38,111,84,249,186,59,23,14,18,68,896,0,0,0,0,0,4,0,0,0,0,0,10,20,49,9,67,245,213,669,644,260,117,94,116,193,2677,233,67,147,579,931,1995,3146,2141,1569,2172,2833,1186,16995
30902,308,0,0,0,3,4,8,25,3,10,11,13,9,94,0,0,0,0,0,4,19,7,16,12,9,10,73,16,4,12,20,15,55,118,43,18,12,17,34,355,0,0,0,0,0,0,9,0,0,3,4,286,308,16,10,15,32,60,251,971,864,800,1213,1239,575,6044,5,0,6,11,16,125,255,134,44,64,47,49,748,0,0,5,73,83,209,175,50,21,14,11,42,691,0,0,4,15,18,38,26,8,3,7,3,11,140,3,4,12,23,9,16,10,6,0,0,0,6,95,27,6,46,139,77,232,193,51,19,6,10,67,874,0,0,0,0,0,0,0,0,0,0,0,16,24,40,13,73,256,213,618,666,248,92,86,67,196,2578,139,81,160,561,860,1868,2959,1959,1497,1919,1882,1176,15074
30903,395,0,0,0,11,9,34,33,22,8,5,8,6,127,0,0,0,0,0,5,25,11,16,10,9,12,85,32,13,21,38,48,133,136,60,25,24,26,49,606,0,0,0,0,0,10,4,0,4,0,4,244,269,39,13,32,93,113,455,1132,933,690,946,1058,499,6001,0,0,3,10,26,187,327,165,68,64,41,57,954,0,0,12,101,114,218,192,55,31,14,7,38,785,0,0,3,24,15,51,56,17,3,4,6,31,218,8,0,12,39,26,27,18,7,0,0,4,6,152,63,17,72,200,125,398,281,62,34,11,23,101,1375,0,0,0,0,0,0,0,0,0,0,0,24,34,74,22,104,373,302,885,867,312,138,95,78,261,3513,327,101,228,899,1559,2900,3890,2341,1545,1741,1811,1282,18628
30904,128,0,0,0,0,4,10,15,9,4,7,6,8,57,0,0,0,0,0,0,8,6,3,8,0,9,37,5,0,5,8,14,31,51,20,12,7,7,16,183,0,0,0,0,0,0,4,0,0,0,0,125,130,8,0,9,24,31,124,413,346,328,427,367,281,2374,0,0,0,0,10,35,73,23,11,23,11,8,186,0,0,4,19,18,45,42,21,4,8,0,13,181,0,0,0,12,4,4,9,0,3,0,3,0,49,0,0,0,3,6,3,5,4,0,0,0,0,25,3,6,3,36,23,77,61,20,4,8,6,21,267,0,0,0,0,0,0,0,0,0,0,0,12,9,6,5,18,64,53,165,190,74,21,36,18,55,718,66,33,50,215,359,733,1130,734,528,685,599,524,5663
30905,263,0,0,0,0,3,11,15,11,3,0,9,12,73,0,0,0,0,0,0,12,9,9,10,12,11,65,17,3,5,17,18,54,77,33,19,14,15,15,285,0,0,0,0,0,0,5,0,4,0,0,197,208,21,7,8,36,46,208,738,715,656,1064,1210,450,5161,3,0,0,3,8,83,138,95,34,37,27,51,480,0,3,12,52,52,108,103,32,19,11,0,30,417,0,0,5,8,10,17,19,0,6,0,0,13,88,0,0,5,17,0,11,9,0,3,0,0,5,51,17,10,28,79,49,104,83,24,12,8,7,30,449,0,0,0,0,0,0,0,0,0,0,0,12,19,26,16,46,155,124,325,352,151,67,63,39,139,1500,110,40,107,355,524,1030,1773,1286,994,1444,1513,767,9942
30906,440,0,0,0,3,11,26,62,16,4,7,8,13,158,0,0,0,0,0,0,22,31,16,18,9,19,122,25,6,17,39,36,116,175,70,29,32,12,46,597,0,0,0,0,0,8,8,4,4,0,0,348,376,32,9,26,86,85,459,1706,1405,1250,1661,1337,765,8819,0,0,7,7,29,201,386,177,81,71,38,90,1075,0,0,21,96,115,245,223,67,26,27,11,55,889,0,0,6,30,24,54,50,27,7,3,4,35,228,14,0,17,32,16,33,21,4,0,4,5,10,153,41,13,50,163,103,286,203,74,19,14,10,96,1068,0,0,0,0,0,0,3,0,0,0,0,39,48,57,20,99,320,287,819,889,346,135,113,69,320,3469,229,69,198,726,1132,2349,4087,2719,1988,2411,1832,1500,19243
