SA3_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
12503,1709,9,0,14,50,79,218,410,144,97,91,87,105,1305,3,0,0,0,6,36,125,95,72,88,54,43,527,264,46,173,461,499,1233,1556,621,371,372,258,336,6183,0,0,0,9,3,10,22,10,7,10,4,710,798,290,51,221,636,756,2355,4383,2658,1996,2729,2719,1536,20342,0,0,3,16,29,191,421,212,132,144,101,78,1332,4,4,34,89,82,197,205,89,50,50,40,46,884,0,0,15,38,29,65,88,49,26,28,14,49,405,14,4,24,56,25,37,53,17,4,9,0,11,248,256,47,255,668,404,907,823,328,190,145,96,223,4344,6,0,0,0,0,8,4,5,0,0,0,117,140,277,62,333,864,564,1407,1581,697,411,378,255,526,7355,1074,227,741,2182,2854,5318,7922,4468,3123,3840,3467,2632,37858
12504,1127,0,0,6,15,13,90,180,100,46,43,45,29,579,0,4,0,0,4,30,81,51,56,66,48,46,386,90,9,56,150,148,391,482,249,144,162,90,82,2059,0,0,0,7,4,11,16,7,4,13,6,545,615,107,16,77,221,253,1187,3172,3223,2328,4177,4815,1026,20601,3,0,0,6,34,179,440,288,145,174,124,76,1470,3,0,21,71,61,192,183,67,45,44,16,34,737,0,0,6,26,21,53,74,43,15,18,13,23,297,20,7,10,38,13,23,27,9,11,11,3,5,172,122,16,103,345,187,464,473,183,93,71,50,132,2241,0,0,0,0,0,5,8,0,0,0,0,45,57,147,25,143,486,311,912,1202,587,302,319,204,320,4978,713,159,371,1212,1582,3603,6902,5700,3891,6186,6427,1931,38682
12601,453,0,0,6,4,8,26,42,18,13,17,19,13,161,0,0,0,0,0,12,35,15,11,26,28,8,136,19,9,17,56,34,108,161,64,50,90,79,43,731,0,0,0,0,0,0,9,5,4,0,0,221,235,30,8,24,87,85,338,894,833,686,1461,3537,485,8464,0,0,0,9,6,44,134,139,57,74,88,43,588,0,6,15,28,30,82,71,31,18,22,21,12,332,0,0,0,8,4,19,23,7,4,4,5,11,93,9,0,10,12,9,7,7,0,0,0,0,5,61,71,12,45,70,39,97,136,56,41,30,14,37,654,0,0,0,0,0,0,0,0,0,0,0,7,18,77,17,73,126,89,238,369,232,124,135,131,117,1738,323,110,167,449,476,1167,2148,1636,1306,2245,4520,802,15352
12602,1101,4,0,3,12,21,62,116,53,26,47,45,28,423,0,0,4,4,3,18,76,52,35,49,69,17,332,86,16,39,115,76,269,389,214,164,188,171,90,1823,0,0,0,0,0,0,11,7,8,9,4,467,518,102,30,68,201,185,819,2120,2071,1778,3317,7101,1065,18857,0,3,0,12,17,125,367,352,130,182,252,103,1539,0,0,22,80,70,177,204,92,39,50,47,43,826,4,0,13,18,27,40,60,34,12,17,6,21,253,18,0,14,31,23,25,26,7,7,7,9,6,154,146,28,102,194,148,408,402,152,108,106,76,115,1989,4,0,0,0,0,4,3,0,0,0,0,28,45,177,35,148,327,288,779,1058,633,294,355,393,315,4809,901,214,410,1163,1455,3126,5694,4669,3586,5719,10021,2029,38995
12701,1538,4,0,10,33,21,146,260,127,84,92,73,64,919,0,0,0,0,0,41,105,80,105,100,97,62,590,154,19,97,261,291,745,1041,427,272,282,177,216,3982,0,0,0,4,4,14,18,7,10,4,4,623,686,171,21,131,382,456,1653,3889,3210,2721,3947,3626,1378,21588,5,0,4,10,27,194,451,285,156,182,105,99,1508,0,0,27,91,88,191,240,114,49,50,28,42,920,3,0,11,32,35,74,92,48,34,28,21,31,425,16,0,29,49,27,37,34,19,9,5,5,12,227,175,29,173,501,319,657,586,239,112,107,58,184,3148,0,0,0,0,4,0,3,0,0,0,0,84,98,194,34,240,678,505,1156,1404,698,357,374,221,454,6319,745,118,475,1469,2023,3896,6834,5093,4060,5423,4558,2239,36933
12702,2100,10,3,29,46,82,242,390,167,115,147,117,94,1443,0,0,0,0,13,37,140,122,81,109,95,48,653,426,38,215,689,831,1873,2471,1018,632,644,409,453,9702,4,0,0,13,8,28,29,11,6,6,0,685,797,456,52,275,884,1160,3252,5663,3220,2418,3130,2930,1705,25155,0,0,0,13,51,278,474,299,165,163,124,75,1641,5,7,67,136,125,290,319,106,76,56,33,42,1269,3,5,28,50,64,154,159,76,39,47,22,57,706,24,0,49,74,32,70,89,23,12,11,0,23,414,453,55,420,985,563,1645,1529,530,305,262,141,377,7270,7,0,0,11,8,9,11,0,0,0,0,147,198,493,70,573,1274,845,2444,2580,1035,596,547,323,723,11492,1693,277,1101,3147,4608,7854,10367,5300,3648,4328,3656,3060,49035
12703,1412,6,0,7,21,34,133,284,126,72,86,47,48,862,0,0,0,0,5,19,113,94,69,100,51,41,495,154,23,86,288,321,819,987,398,249,239,132,177,3864,0,3,0,6,3,17,16,10,10,5,0,561,644,163,24,111,413,490,1679,3610,2683,2217,3230,3225,1211,19066,3,0,8,9,35,213,442,274,128,164,104,96,1470,0,0,19,88,83,217,211,88,45,35,30,35,853,0,0,9,37,30,88,103,40,24,17,7,40,392,19,0,27,54,28,38,36,6,11,8,0,9,238,154,25,177,515,312,739,633,211,133,87,54,181,3231,5,0,0,0,0,3,3,0,0,0,0,81,95,183,33,237,702,499,1301,1428,622,343,303,198,431,6276,694,133,481,1574,2079,4163,6719,4435,3357,4405,4050,2121,34207
12801,828,3,0,0,10,9,23,52,41,26,42,47,25,267,0,0,0,0,3,8,30,35,34,45,51,35,251,30,7,24,37,39,100,235,143,91,130,124,63,1022,0,0,0,0,0,0,0,6,0,0,8,395,417,43,13,30,68,79,344,1357,1515,1525,3007,6269,1070,15323,0,0,0,7,12,132,389,322,132,189,193,139,1510,0,5,23,70,69,188,252,119,65,57,42,68,957,0,0,11,24,25,43,67,39,24,23,10,21,297,6,0,9,11,9,23,15,9,3,4,0,5,108,59,14,48,172,104,351,318,119,79,51,52,104,1471,0,0,0,0,0,0,5,0,0,0,0,20,33,64,13,95,288,223,741,1045,606,298,327,306,368,4379,375,146,220,818,1176,2657,4695,3657,3017,5082,8595,1940,32386
12802,691,0,0,3,5,3,23,77,31,33,50,31,24,277,3,0,0,0,0,9,22,38,41,48,48,20,226,24,8,15,25,36,134,256,149,107,130,92,82,1050,0,0,0,0,0,0,9,5,0,3,4,364,385,33,8,21,47,66,331,1357,1703,1889,3938,6193,976,16561,0,0,4,9,15,100,376,311,152,208,172,129,1483,3,0,9,61,41,209,278,110,59,49,39,60,920,0,0,5,17,29,52,59,22,18,9,4,29,247,6,3,7,13,11,11,23,9,0,0,0,9,93,29,11,52,165,101,259,269,117,72,47,32,80,1240,0,0,0,0,0,3,0,0,0,0,0,18,26,39,16,85,268,197,643,1011,572,306,317,244,326,4005,325,129,190,762,1105,2457,4502,3530,3238,5706,7881,1719,31535
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,599,0,0,0,0,7,27,50,18,4,8,6,13,138,0,0,0,0,0,3,17,6,24,19,20,14,109,11,3,13,42,72,195,225,86,36,35,23,41,781,0,0,0,0,0,9,7,0,5,5,0,406,432,23,7,21,83,150,701,2353,1867,1652,2299,2077,941,12176,0,0,4,19,42,279,537,236,116,98,59,147,1540,0,4,34,181,221,510,378,98,29,19,7,84,1569,0,0,10,36,18,56,57,17,4,3,5,19,222,3,6,29,80,40,39,31,6,0,0,0,15,247,61,11,97,449,265,589,339,91,32,22,14,161,2129,0,0,0,9,5,3,10,0,0,0,0,53,77,74,25,171,774,582,1483,1344,447,186,151,92,475,5785,251,99,279,1341,2136,4210,6515,3908,2854,3526,2922,2008,30042
20102,161,0,0,0,0,0,7,18,11,0,8,0,10,59,0,0,0,0,0,0,5,0,3,5,5,11,43,6,0,9,11,14,48,64,23,11,6,3,21,214,0,0,0,0,0,4,0,5,0,3,0,106,115,5,4,11,28,50,192,656,502,406,507,482,311,3165,0,0,6,6,3,47,89,51,12,17,21,31,277,0,0,9,34,48,87,57,13,9,3,4,29,295,0,0,3,7,7,8,9,7,0,4,0,3,46,0,0,3,13,3,6,5,0,0,0,0,4,34,12,0,27,68,39,102,97,29,16,8,0,39,443,0,0,0,0,0,0,0,0,0,0,0,12,15,17,0,45,130,100,251,260,96,34,26,28,113,1100,99,40,113,346,616,1119,1796,1051,744,895,868,688,8379
20103,142,0,0,0,0,3,14,14,7,6,0,0,8,48,0,0,0,0,0,0,13,3,5,0,0,0,27,7,4,5,13,21,74,79,17,13,3,3,29,257,0,0,0,0,0,0,5,0,0,0,0,107,120,14,6,6,29,60,237,598,392,254,270,172,268,2311,0,0,4,9,10,46,81,23,10,9,9,28,226,0,0,23,37,41,64,47,11,3,4,0,13,247,0,0,6,0,3,9,11,6,0,0,0,8,49,0,0,7,14,6,14,5,0,0,0,0,3,48,14,8,29,123,63,173,97,22,6,4,3,48,581,0,0,0,0,0,4,0,0,0,0,0,21,28,15,8,60,182,129,315,246,62,18,13,13,118,1183,76,48,121,464,830,1240,1587,779,468,442,290,626,6973
20201,521,0,0,0,6,7,21,36,32,7,14,9,18,145,0,0,0,0,0,6,15,22,17,20,14,19,113,9,7,17,43,54,166,224,66,38,36,18,55,737,0,0,0,0,0,4,3,4,0,0,5,353,378,26,13,24,80,134,645,2094,1810,1511,2012,1519,799,10670,0,0,0,10,44,274,545,276,89,94,35,97,1469,0,0,24,166,190,446,332,99,28,23,6,75,1401,0,0,11,33,27,52,36,9,4,9,0,18,203,7,0,21,68,17,25,15,4,3,0,0,13,173,35,12,117,407,214,545,349,87,29,23,14,128,1965,0,0,0,5,7,5,7,0,0,0,0,35,53,41,16,172,683,506,1342,1285,480,165,150,60,373,5278,192,103,271,1195,1930,3909,5788,3710,2596,3113,2127,1776,26716
20202,284,0,0,0,0,0,10,35,16,3,13,7,18,98,0,0,0,0,0,0,10,5,6,22,12,18,74,5,4,7,8,25,65,93,31,23,14,8,29,317,0,0,0,0,0,3,4,0,4,0,3,185,203,10,7,19,29,57,253,1047,829,711,1057,1055,535,5604,0,0,3,9,14,68,171,96,39,37,31,78,539,0,0,12,52,76,140,133,41,21,9,4,46,531,0,0,0,13,3,21,15,8,0,3,0,8,73,3,0,7,3,3,13,7,3,0,0,0,3,49,13,10,40,130,73,205,118,23,16,8,7,58,695,0,0,0,0,0,0,0,0,0,0,0,16,22,20,6,56,207,181,441,438,163,80,58,45,213,1905,145,80,130,549,996,1841,2884,1784,1303,1726,1673,1118,14236
20203,46,3,0,0,0,0,0,6,6,0,0,0,10,23,0,0,0,0,0,0,4,0,4,3,3,8,32,0,0,0,7,14,29,34,14,7,3,0,16,122,0,0,0,0,0,3,0,0,0,0,3,47,51,4,0,5,13,24,110,318,196,149,139,98,142,1201,0,0,0,7,3,13,24,16,0,0,0,10,83,0,0,0,15,13,21,18,4,0,0,0,5,74,0,0,0,0,5,6,3,0,0,0,0,3,14,0,0,0,0,5,3,3,0,0,0,0,0,13,8,4,6,41,28,63,28,9,4,0,4,23,204,0,0,0,0,0,3,0,0,0,0,0,0,5,8,4,10,66,50,108,73,27,6,6,6,42,396,40,22,36,175,327,505,744,383,257,225,155,280,3153
20301,122,0,0,0,0,0,0,16,3,0,0,0,0,28,0,0,0,0,0,0,8,5,4,11,3,10,38,8,0,0,13,11,16,51,17,4,8,7,14,148,0,0,0,0,0,4,0,3,0,0,3,115,128,7,0,0,20,33,142,537,515,448,614,541,309,3177,4,0,0,3,4,26,66,27,13,23,15,22,196,0,0,8,23,31,55,47,11,11,3,0,14,207,0,0,4,4,5,3,10,0,0,0,0,5,31,0,0,0,5,0,3,0,0,0,0,0,0,12,5,3,10,45,18,58,37,20,0,9,4,17,223,0,0,0,0,0,0,0,0,0,0,0,11,10,7,3,24,83,59,144,164,56,23,30,23,73,685,53,23,55,212,332,681,1158,874,688,901,749,530,6255
20302,1154,0,4,3,7,11,34,76,40,16,23,20,38,263,0,0,0,0,0,3,39,49,34,37,34,37,231,55,12,39,101,130,347,465,200,90,98,52,142,1731,0,0,0,0,0,10,16,0,0,8,8,629,674,77,24,69,199,247,1225,3874,3573,3051,4619,4622,1630,23203,5,4,3,26,59,432,914,508,226,223,135,232,2763,6,10,48,298,292,708,602,180,74,62,26,157,2454,3,6,12,46,51,80,72,29,16,10,16,54,393,12,5,35,111,50,62,35,7,6,4,0,17,337,101,37,178,674,365,908,646,190,71,35,44,256,3509,0,0,0,0,4,15,10,3,0,0,0,75,105,124,60,280,1148,821,2204,2278,908,395,324,220,793,9561,534,222,558,2227,3441,6882,10610,7259,5475,7211,6471,3491,54381
20303,424,0,0,0,5,6,20,29,19,12,16,14,18,135,0,0,0,0,0,3,19,14,20,31,37,19,142,19,5,8,10,30,88,142,66,29,35,25,66,529,0,0,0,0,0,0,3,0,5,6,0,322,342,25,0,16,50,81,352,1418,1485,1495,2311,2466,922,10622,0,0,4,5,19,139,290,196,71,79,74,124,1000,0,3,12,102,94,259,260,73,30,21,29,74,963,0,0,6,28,8,24,29,9,0,7,3,14,129,6,0,6,17,10,18,11,5,3,0,0,4,90,20,13,54,132,84,251,170,52,24,20,12,73,904,0,0,3,0,0,3,0,0,0,0,0,25,35,37,18,83,291,223,699,760,333,125,125,114,311,3121,301,147,208,904,1463,3114,4707,3113,2604,3589,3818,1857,25819
20401,272,0,0,0,5,0,12,27,11,15,7,5,10,100,0,0,0,0,0,0,19,16,9,16,7,13,80,11,5,4,26,30,90,104,43,19,15,13,44,394,0,0,0,0,0,6,8,6,0,0,0,235,256,12,8,14,62,72,383,1189,948,722,904,656,657,5638,4,0,3,13,25,102,204,103,49,39,31,74,639,0,0,21,92,85,174,125,41,19,4,4,48,616,0,0,0,14,10,32,26,6,6,8,0,15,121,0,0,14,25,8,22,7,0,0,0,0,3,83,26,3,40,163,113,268,176,32,27,20,8,101,978,0,0,0,0,0,6,0,0,0,0,0,33,34,35,10,80,313,245,594,532,187,95,76,40,268,2476,205,99,185,787,1293,2345,3283,2056,1349,1534,1168,1500,15806
20402,207,0,0,3,0,0,9,14,8,5,0,0,14,57,0,0,0,0,0,7,11,9,7,5,9,9,59,5,3,3,14,22,72,113,24,14,3,3,31,308,0,0,0,0,0,0,5,3,0,0,0,182,198,7,7,17,46,64,296,984,781,628,749,542,494,4620,0,0,0,9,21,114,183,100,32,31,23,61,579,0,0,17,60,86,151,112,29,8,10,3,43,527,0,0,0,13,11,20,11,6,0,3,4,12,80,3,0,9,15,4,20,3,3,0,0,3,5,65,16,7,39,149,92,235,132,37,15,4,6,75,798,0,0,0,0,0,0,0,0,0,0,0,13,19,29,5,71,247,208,547,456,172,56,42,45,210,2075,129,57,146,603,1115,2011,2824,1717,1163,1256,873,1093,12988
20403,351,0,0,0,3,4,10,25,13,13,9,8,8,93,0,0,0,0,0,8,26,24,19,7,6,19,107,6,6,6,20,21,108,125,44,24,25,7,35,424,0,0,0,0,0,0,0,0,0,0,0,332,344,13,13,19,48,62,408,1574,1460,1145,1422,1026,742,7931,0,0,3,9,32,200,338,154,48,50,28,82,950,0,0,22,91,132,261,189,44,12,20,7,59,842,0,0,4,21,18,21,29,13,6,3,0,17,142,5,0,14,28,16,16,8,5,0,0,4,9,102,26,6,73,266,130,293,193,44,23,9,9,83,1157,0,0,0,0,0,8,0,0,0,0,0,22,38,32,14,115,424,329,793,759,265,93,79,50,274,3220,153,85,207,844,1419,2738,4507,3037,2009,2247,1570,1543,20352
20501,304,0,0,0,3,3,14,33,13,3,6,7,8,88,0,0,0,0,0,6,16,18,4,16,12,21,94,14,3,7,27,24,79,106,46,13,16,9,39,391,0,0,0,0,0,3,5,4,0,3,4,229,242,22,6,13,60,82,369,1301,1115,857,1083,918,606,6425,0,0,0,11,20,110,206,110,42,43,28,58,637,5,0,20,85,80,215,146,38,18,16,3,54,666,3,0,6,18,17,16,32,3,4,3,4,18,110,0,0,12,28,14,14,11,5,0,0,0,3,88,18,6,52,161,94,219,144,40,21,9,9,61,820,0,0,0,0,0,3,3,0,0,0,0,24,32,24,14,86,301,222,573,533,201,79,68,47,214,2358,180,86,175,689,1143,2163,3307,2161,1487,1702,1376,1216,15696
20502,258,0,0,0,4,0,7,16,13,3,3,4,4,51,4,0,0,0,0,5,19,13,9,14,5,5,65,12,0,3,21,28,100,123,35,12,12,11,49,401,0,0,0,0,0,0,7,0,0,3,0,166,179,18,9,11,43,71,342,1060,706,528,540,359,451,4118,0,0,0,14,24,81,150,53,20,22,9,60,433,0,4,25,58,93,140,94,27,3,0,9,33,491,0,0,6,14,9,20,21,7,4,4,0,11,94,3,4,4,26,15,17,9,0,0,0,0,3,79,26,3,44,154,86,235,103,20,9,3,8,87,776,0,0,3,0,0,3,4,0,0,0,0,37,49,32,15,84,269,228,497,369,118,39,31,26,230,1924,190,88,189,738,1504,2375,2971,1461,931,923,623,1173,13164
20503,379,0,0,0,8,4,20,38,13,8,3,4,17,120,6,0,0,0,0,10,36,18,11,14,9,14,128,15,6,8,30,39,127,145,42,19,21,13,56,511,0,0,0,0,0,4,3,3,0,0,3,241,261,29,10,16,75,88,531,1510,1059,814,1028,737,706,6605,0,0,0,21,33,128,216,98,39,32,17,66,654,0,0,27,103,123,223,163,36,10,9,6,60,763,3,0,9,27,10,23,31,6,0,0,0,18,127,0,3,18,25,19,14,8,0,0,0,3,4,93,25,6,67,201,128,298,167,29,14,6,12,100,1058,0,0,0,0,0,0,5,0,0,0,0,27,38,36,12,118,372,308,683,583,175,67,55,41,273,2722,283,145,290,1057,1751,3257,4175,2261,1444,1686,1302,1611,19259
20504,437,5,0,0,10,6,15,34,28,6,8,13,22,136,0,0,0,0,0,0,11,11,9,12,8,19,76,28,0,20,44,68,183,191,53,24,23,11,62,715,0,0,0,0,5,4,10,6,0,0,5,323,355,43,9,23,80,135,535,1463,1164,950,1160,1143,745,7458,0,0,4,9,36,171,328,162,59,52,26,94,945,0,8,37,122,136,295,222,39,21,11,11,61,973,0,0,7,23,14,29,38,12,3,7,0,24,148,4,0,24,81,37,34,15,4,3,0,0,15,216,46,15,109,392,203,471,222,60,23,12,15,127,1686,3,0,5,3,4,7,6,0,0,0,0,50,73,54,30,173,623,432,1006,835,274,115,85,58,363,4044,244,97,300,1142,1706,3092,4036,2393,1699,1916,1673,1646,19934
20505,190,0,0,0,5,0,13,24,12,6,4,5,3,71,0,0,0,0,0,4,15,8,4,6,5,11,57,14,0,6,13,29,80,84,34,16,9,4,28,324,0,0,0,0,0,0,4,0,5,0,0,248,257,20,5,13,42,63,318,901,686,521,677,614,500,4357,5,0,3,15,13,84,147,73,18,17,19,36,427,0,4,14,63,67,135,114,30,7,3,4,29,460,0,0,4,16,7,14,10,7,0,0,0,15,76,6,0,16,18,12,10,3,4,0,0,0,3,80,15,4,49,158,77,154,117,23,8,3,10,60,686,0,0,0,0,3,3,0,0,0,0,3,22,25,28,4,84,266,178,406,390,134,33,29,35,165,1755,165,77,178,623,1028,1768,2512,1458,909,1055,965,1044,11785
20601,439,4,0,3,4,4,11,23,10,5,7,0,13,81,0,0,0,0,0,4,9,0,10,12,30,16,81,25,7,16,33,40,131,188,101,61,48,53,46,738,0,0,0,0,0,3,6,0,0,0,5,182,198,38,7,29,66,92,329,873,903,875,1805,3245,449,8719,0,0,4,8,20,101,245,222,64,89,97,66,911,0,0,8,41,52,157,128,72,24,33,8,40,561,0,0,4,4,3,16,14,11,0,5,5,7,69,7,0,8,13,9,12,22,8,0,0,0,0,81,36,16,67,131,84,291,254,99,66,26,18,84,1159,0,0,0,0,0,0,0,0,0,0,0,18,24,52,14,89,199,164,574,663,399,154,157,129,210,2815,241,63,172,543,917,1669,3097,2566,2180,3788,5151,1054,21435
20602,248,0,0,0,0,0,0,11,0,4,0,3,3,37,0,0,0,0,0,0,0,3,0,9,19,6,37,8,0,4,19,20,53,98,52,32,33,28,36,389,0,0,0,0,3,0,3,0,0,0,5,110,116,15,4,9,27,42,170,485,451,503,1044,2830,311,5893,0,0,0,3,4,36,138,126,30,77,87,51,560,0,0,8,41,24,83,138,38,13,13,13,31,408,0,0,0,9,3,8,10,5,0,0,5,10,56,0,0,9,14,4,5,5,0,0,0,0,0,46,19,5,26,68,49,174,136,51,35,23,19,46,662,0,0,0,0,0,0,0,0,0,0,0,8,14,23,3,47,137,88,312,422,226,80,114,125,154,1745,103,51,96,339,494,901,1682,1308,1164,2135,4106,672,13053
20603,353,0,0,0,3,0,10,19,14,5,10,18,3,79,3,0,0,0,0,0,7,6,4,15,23,10,74,16,5,5,44,25,76,117,57,45,47,42,39,522,0,0,0,0,0,3,0,5,0,0,3,183,197,22,12,22,72,57,258,633,602,668,1354,3658,460,7819,3,0,0,0,6,69,190,141,68,93,115,74,764,0,0,19,45,41,117,120,43,21,26,11,27,465,0,0,8,4,6,8,11,5,7,0,0,8,63,14,3,16,22,10,15,7,0,0,0,0,10,91,40,16,90,157,72,194,175,69,25,15,26,59,935,0,0,0,0,0,6,0,0,0,0,0,21,29,58,27,131,226,137,400,498,265,119,145,153,197,2350,192,74,191,478,569,1289,2295,1759,1542,2579,5157,965,17095
