SA3_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
30401,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3360,4757,1176,97,9392,1820,233,158,11603
30402,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,3,3,0,0,12,4325,7449,1419,112,13304,2117,283,249,15955
30403,3,5,0,0,8,0,4,0,0,4,5,3,0,19,9,11,4,0,21,29,3,3,62,4929,6002,1671,409,13010,5098,2008,631,20751
30404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,11,4,3,6,27,5019,7281,2217,196,14717,4077,568,428,19795
30501,12,17,8,9,39,20,11,3,4,25,29,8,127,194,43,13,5,0,62,122,24,64,273,11130,4967,2136,607,18839,15707,4638,3112,42291
30502,0,0,0,0,0,0,0,0,0,5,4,0,3,9,12,3,0,0,17,16,7,5,44,4558,5161,1578,247,11540,4447,1280,695,17963
30503,13,4,3,0,23,4,6,0,0,13,5,3,5,25,22,13,4,3,48,90,12,8,160,11526,9184,2901,717,24322,14716,3775,1978,44789
30504,10,11,7,0,30,5,3,0,5,11,17,7,21,56,11,4,7,0,28,46,13,18,99,5853,6826,1657,417,14753,6279,2251,769,24060
30601,4,3,0,0,3,32,10,11,0,47,74,4,289,417,61,19,24,5,99,73,4,50,230,6323,6537,2563,175,15597,4743,820,1578,22747
30602,39,29,5,26,99,57,24,27,4,117,175,21,431,742,37,15,8,3,61,125,10,95,292,9406,9437,5430,507,24776,11197,1815,3757,41543
30603,27,17,5,16,67,89,30,26,4,151,134,13,853,1150,20,13,4,0,33,32,0,177,246,4033,3052,1482,164,8735,3640,438,2383,15199
30604,14,9,3,3,29,40,8,0,0,49,56,3,386,492,20,8,0,0,33,36,0,141,200,1564,955,404,46,2973,1332,227,1297,5826
30605,38,22,0,35,103,99,21,13,0,131,205,25,804,1167,35,22,7,0,60,53,3,181,300,5285,3641,1847,172,10944,4513,550,2571,18575
30701,10,3,0,0,13,56,27,7,0,96,85,13,530,718,44,14,8,0,60,40,0,108,216,4540,4387,1598,167,10692,4560,493,2644,18386
30702,21,15,0,9,37,51,13,6,0,76,108,8,180,369,14,10,0,0,26,26,8,51,104,4860,4261,1733,176,11022,3919,408,1444,16796
30703,14,9,0,6,28,28,18,4,0,56,63,3,107,230,27,12,3,0,42,33,0,13,86,5414,3724,1717,138,10990,4582,374,1276,17224
30801,11,0,0,3,13,37,4,9,4,56,77,4,503,637,42,19,4,0,65,45,3,163,283,2538,3191,1003,99,6828,2451,285,1940,11498
30803,13,13,0,3,28,89,20,13,4,124,149,17,986,1278,40,18,3,0,66,51,7,229,349,12412,12303,5618,514,30846,11492,1353,4033,47726
30804,0,0,0,0,6,14,0,0,0,21,35,0,196,247,5,3,5,0,11,5,0,73,90,1502,1555,416,50,3528,1342,133,1076,6073
30805,4,3,0,0,9,78,16,16,0,108,156,13,737,1014,16,8,7,0,32,31,3,116,183,6625,6984,2726,200,16535,5923,723,2517,25699
30901,3,0,0,5,12,14,7,12,0,38,81,4,125,248,23,4,3,0,38,50,8,18,106,7768,6308,2640,303,17023,7433,2012,2261,28724
30902,7,10,4,3,18,35,5,6,0,50,53,8,275,386,14,3,3,0,17,35,5,19,75,6209,5989,2515,227,14944,6133,1255,1591,23914
30903,9,12,0,10,33,57,3,7,0,75,181,7,72,337,21,9,15,5,44,44,4,7,102,8850,5937,3435,341,18566,9049,1382,1664,30663
30904,17,10,0,3,35,19,7,6,0,31,43,0,44,122,8,9,0,0,21,11,0,13,41,2382,2326,688,43,5436,1328,190,408,7366
30905,0,0,0,0,0,4,7,0,0,11,22,3,29,62,6,8,5,0,16,6,0,6,25,2936,5086,1434,87,9544,1487,313,437,11776
30906,5,0,0,0,5,53,5,21,6,84,321,11,54,467,8,8,0,0,13,9,0,6,27,6403,8706,3304,259,18667,4646,883,921,25124
30907,10,0,0,0,10,89,22,8,0,122,122,9,120,378,40,32,17,0,98,56,8,24,184,13912,20757,7104,484,42258,7000,1679,2582,53516
30908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11,13,0,4,25,5420,6074,2750,221,14455,4391,1021,755,20624
30909,7,5,0,0,16,11,10,3,0,20,17,0,160,204,22,10,11,0,49,43,11,23,122,6419,5542,3099,386,15442,7266,2089,1783,26580
30910,26,13,0,14,64,26,5,4,0,38,35,4,95,175,40,7,14,0,61,77,8,46,205,5862,3334,1506,201,10907,6212,1344,2467,20929
31001,0,0,0,0,0,3,5,7,0,18,87,3,27,134,18,6,7,0,32,27,9,4,79,5384,8819,4117,456,18769,5503,993,1140,26402
31002,4,0,0,0,8,73,19,21,0,112,143,7,133,400,16,10,3,0,28,81,6,23,140,7622,6869,2838,209,17540,5138,745,1501,24921
31003,26,10,7,0,42,17,14,7,0,37,34,8,74,151,3,6,5,0,19,28,0,12,63,10428,12731,6598,552,30311,10567,1363,1997,44237
31004,0,0,0,0,7,9,0,8,0,14,59,8,31,110,4,5,0,0,14,17,0,3,31,7078,13497,5516,406,26502,5906,1063,1573,35044
31101,0,0,0,0,0,21,8,5,0,38,39,0,32,115,0,3,0,0,8,8,0,9,20,1653,1330,767,67,3818,1444,140,369,5771
31102,0,0,0,0,0,5,0,5,0,13,15,0,63,91,7,8,0,0,13,9,0,0,18,4242,4545,2706,232,11726,4414,641,1268,18051
31103,0,0,0,5,0,12,4,3,0,14,116,0,17,154,7,9,8,0,26,24,6,11,66,6774,10821,4933,412,22941,5313,1045,1884,31183
31104,0,0,0,0,0,0,9,0,0,6,0,0,0,19,6,5,4,0,15,12,0,0,27,4795,8512,2436,132,15875,2102,395,821,19201
31105,6,3,0,0,4,20,4,3,0,29,92,0,36,162,3,6,3,0,16,27,5,7,51,5539,7406,3196,265,16414,4653,697,1270,23031
31106,0,0,0,0,0,10,0,11,0,21,51,3,46,125,0,7,5,0,20,18,0,4,40,5792,8536,4497,408,19239,6226,969,1729,28169
31201,10,4,0,5,20,83,9,3,0,100,98,7,769,974,24,14,0,0,38,31,0,250,323,3150,3449,1029,104,7731,3082,380,2809,13996
31202,9,4,4,4,25,148,33,12,4,198,287,14,736,1230,42,10,9,5,72,113,13,140,331,12655,13510,4739,449,31358,10278,1337,4059,47026
31203,4,0,6,12,26,86,19,6,0,113,75,11,645,843,55,13,10,0,76,58,12,229,375,2434,2060,784,61,5338,2008,380,1662,9386
31301,7,12,0,0,14,136,9,12,4,159,353,8,189,710,9,4,6,0,13,18,0,10,43,6822,2589,1509,118,11036,4680,453,794,16965
31302,9,0,0,3,13,18,8,7,0,36,41,0,57,141,5,7,6,0,19,10,0,11,44,7018,8232,4563,338,20153,5918,1072,1537,28684
31303,5,0,0,0,5,8,4,5,0,11,19,0,123,164,8,4,3,0,12,3,0,9,17,1624,1421,474,34,3551,998,139,475,5165
31304,3,0,0,0,7,19,12,11,0,42,119,8,55,223,4,4,7,0,19,18,0,0,43,6390,8271,3434,238,18332,4657,615,963,24568
31305,6,5,0,5,14,58,15,4,0,76,124,0,183,383,6,4,5,0,13,26,3,30,77,7560,5752,3412,261,16981,8530,812,1372,27695
31401,0,0,0,0,0,10,0,0,0,9,11,0,22,39,8,9,0,0,18,12,0,3,28,8972,13270,2968,231,25443,4168,529,594,30734
31402,0,0,0,0,0,49,0,11,7,63,193,4,57,311,10,4,9,0,22,19,0,6,43,7306,11546,4569,303,23733,5820,942,1061,31550
31403,3,0,0,0,5,0,0,0,0,5,0,0,3,7,5,5,0,0,10,8,0,5,18,3684,4584,2165,205,10641,3404,511,536,15093
31501,17,18,0,14,47,102,17,21,3,144,223,6,1745,2116,45,26,14,3,91,67,9,329,493,2001,2761,1471,211,6443,2325,242,3405,12415
31502,15,12,0,7,37,98,31,13,0,145,310,8,2070,2526,52,60,15,0,125,80,8,229,443,2327,2884,1267,152,6629,2830,354,3458,13272
31503,11,12,0,7,36,59,19,7,3,86,72,9,1081,1253,45,28,5,5,82,52,0,284,418,1917,1520,609,69,4110,2259,181,2404,8959
31601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,19,6,6,8,29,6451,6853,2421,160,15885,4605,833,752,22078
31602,13,11,3,0,27,70,7,9,0,90,172,3,169,427,15,12,4,0,28,29,4,66,128,11865,10107,4107,308,26396,9056,1355,1924,38729
31603,11,0,0,5,19,93,16,15,0,120,127,4,721,975,47,12,0,0,66,53,4,172,296,8525,5400,2642,220,16792,7585,1484,2633,28493
31605,0,0,0,0,3,9,0,0,0,14,20,0,150,184,21,5,3,0,31,43,3,34,118,6353,4733,1889,101,13075,4359,669,1571,19666
31606,8,0,0,5,15,86,26,26,0,144,157,15,151,465,30,15,3,0,44,32,0,20,97,7223,6583,2248,177,16231,4054,638,1197,22122
31607,0,5,0,0,5,44,19,25,0,91,123,12,137,364,17,13,11,0,36,27,0,8,73,5393,5761,2165,147,13470,4056,576,884,18986
31608,0,0,0,0,4,9,8,0,0,24,14,3,44,83,9,10,4,0,20,9,0,10,43,3154,2685,845,52,6729,1671,266,540,9201
31701,41,10,7,3,61,53,24,19,4,102,75,8,259,446,34,18,6,0,58,44,0,27,128,17291,16818,7027,688,41817,16324,2088,2760,62994
31801,27,14,0,7,44,75,10,15,0,94,155,8,744,1007,46,23,4,0,69,45,3,219,337,4936,3595,1665,186,10371,4619,385,2496,17872
31802,17,7,5,7,37,163,26,15,8,209,240,14,712,1180,28,14,14,8,63,121,10,177,376,19134,19600,8966,888,48583,18235,3091,5344,75255
31901,10,13,6,7,37,203,28,27,4,256,400,30,854,1539,27,14,5,0,45,56,0,202,300,12150,8219,4356,357,25083,10091,1198,3055,39434
31902,19,6,3,5,30,78,17,22,6,119,134,13,354,620,31,14,4,0,48,31,6,66,149,6235,4003,2117,235,12586,5703,696,2258,21247
31903,9,11,0,8,28,106,23,11,0,147,196,5,362,714,32,9,11,4,50,64,0,83,205,6884,4752,2410,168,14212,5569,644,1758,22185
31904,20,9,0,8,36,149,26,20,0,196,224,14,531,966,49,20,12,0,81,52,4,196,336,9121,5178,3055,230,17581,6732,886,2073,27265
31905,10,0,0,4,9,90,15,11,4,112,197,4,241,557,22,9,6,0,35,42,4,103,189,6594,3729,2187,184,12690,5391,673,1558,20313
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,5
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,34,23,11,14,74,23,8,0,0,34,28,11,94,161,16,6,7,0,27,68,21,32,151,3102,974,540,192,4802,4936,1376,976,12093
40102,10,3,0,0,12,21,11,5,0,30,60,0,34,135,14,15,4,0,26,27,0,6,63,9026,10302,2838,187,22354,6017,560,1048,29974
40103,4,4,3,4,18,4,0,0,0,4,4,3,4,18,10,5,6,0,22,14,6,0,41,4829,6102,1429,145,12506,4762,430,350,18049
40104,4,0,0,0,3,0,0,4,0,4,0,0,0,3,8,4,0,0,13,13,3,6,38,5471,6956,2317,259,14999,5748,704,499,21952
40105,18,7,0,0,28,16,6,0,0,28,23,0,21,71,4,5,0,0,21,27,0,7,48,4072,3940,1352,189,9551,5607,806,582,16546
40106,11,5,0,0,22,6,4,3,0,15,14,3,17,42,6,6,0,0,16,12,6,0,28,3100,3688,968,162,7910,3291,613,345,12168
40107,3,8,0,0,12,3,0,0,0,3,8,0,0,18,0,10,5,0,17,9,0,3,38,4213,4467,1297,183,10164,4681,682,391,15917
40201,0,0,0,0,0,15,0,0,0,17,32,0,34,79,15,13,4,0,29,26,0,7,63,3961,4330,1886,127,10309,3606,346,509,14771
40202,0,0,0,0,0,12,0,4,0,17,65,0,18,98,14,17,6,0,35,35,3,8,78,7600,10320,6665,499,25077,9362,1204,1803,37447
40203,6,3,3,0,15,8,4,0,0,12,32,3,14,64,13,20,6,0,43,42,10,24,116,6493,8952,3234,478,19158,7814,1598,965,29532
40204,3,9,0,3,17,43,5,4,0,55,90,8,102,254,16,19,8,0,46,50,4,16,112,11878,16695,7701,707,36976,13127,1705,1891,53694
40205,6,0,0,0,0,6,3,0,0,15,0,0,0,17,7,7,5,0,20,21,3,3,46,10639,12145,4258,320,27363,8920,720,728,37728
40301,25,42,11,0,70,28,7,4,0,39,39,5,29,119,10,6,3,0,11,19,0,0,34,4622,3542,1208,125,9489,5379,498,490,15862
40302,5,0,0,0,3,0,0,3,0,8,0,0,16,26,15,13,14,0,37,38,8,18,99,10150,10936,4284,498,25867,11350,1686,961,39860
40303,20,9,0,0,32,9,13,5,0,30,18,0,30,86,12,9,0,0,25,23,6,11,65,6843,8777,2211,231,18060,5856,730,514,25155
40304,5,9,0,0,14,75,9,14,0,100,262,7,141,508,20,19,10,0,48,43,5,15,111,19194,20003,9229,652,49089,17803,1702,2388,70986
40401,42,19,4,5,66,11,11,16,0,49,34,6,93,181,22,17,15,0,55,49,0,6,115,12373,13060,5373,680,31490,14342,1925,1555,49318
40402,37,27,8,11,73,18,21,4,0,43,47,9,23,120,11,5,8,0,27,29,3,13,76,5779,6283,3258,425,15737,7777,928,956,25403
40403,12,5,6,5,23,3,11,0,3,14,10,6,57,91,20,19,9,3,45,48,10,15,125,6722,7011,2435,444,16611,8268,1661,824,27369
40501,10,7,0,0,15,23,9,7,0,35,47,18,72,175,11,9,0,0,18,6,9,15,50,4683,4347,1354,81,10464,3614,287,692,15052
40502,7,6,0,3,16,12,6,7,0,27,22,3,90,142,7,3,3,0,13,22,0,13,41,3085,2138,796,48,6072,2909,206,751,9935
40503,14,3,0,4,21,23,11,6,0,39,33,0,260,331,11,4,5,0,18,27,0,36,78,3364,2363,1246,114,7082,3904,258,1020,12262
40504,14,12,0,5,29,64,9,3,0,79,89,10,211,388,8,7,0,0,16,19,0,25,55,4304,1965,929,98,7289,3685,249,1132,12362
40601,17,15,0,10,45,47,27,6,0,81,102,20,581,783,32,9,7,0,48,35,0,196,283,6715,5379,2455,198,14743,7419,544,2472,25188
40602,8,13,5,6,28,29,8,11,0,47,86,5,661,793,26,13,7,0,44,59,5,276,385,2284,2127,1069,136,5613,3046,288,2175,11129
40701,20,11,0,5,36,49,10,10,5,70,123,10,92,286,39,4,0,0,46,38,8,45,131,8977,4623,1927,159,15690,7117,476,1514,24801
40702,51,9,0,19,81,43,27,3,5,74,42,7,124,246,25,17,3,0,43,38,3,115,196,8108,6571,2495,217,17388,7892,619,1848,27743
40703,20,19,0,7,50,101,23,18,3,145,190,14,403,750,39,26,3,0,62,55,0,73,194,8984,6320,3049,272,18617,9043,743,2466,30870
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,19,4,0,6,23,96,24,10,0,133,206,17,312,672,21,14,9,0,40,25,7,32,104,6812,6099,2040,116,15066,5150,623,1872,22716
50102,17,12,3,15,42,113,21,15,4,156,245,7,364,770,16,16,0,0,33,44,0,22,101,11939,11624,4629,336,28531,10384,1065,2335,42309
50103,6,3,0,0,13,23,12,0,0,36,28,4,84,152,10,4,3,0,20,31,0,34,87,3335,2189,731,69,6326,2625,189,910,10060
50201,0,9,0,12,20,102,12,14,3,132,273,4,134,548,14,0,7,0,21,24,0,15,59,13452,10582,4930,349,29308,11472,957,1857,43597
50301,0,0,3,0,5,0,0,0,0,0,0,3,5,9,0,3,0,0,8,7,0,6,22,6960,9153,1917,220,18258,6236,964,902,26355
50302,37,25,8,9,82,19,10,7,0,37,27,8,432,504,15,8,7,0,26,51,0,33,106,13148,10105,2948,574,26775,17360,3164,3047,50349
50401,4,4,0,0,8,0,0,0,0,4,4,0,33,42,7,9,0,0,14,21,5,8,47,9059,9411,3447,485,22405,10151,1526,1259,35348
50402,6,3,0,0,8,0,3,0,0,9,13,0,13,34,0,3,6,0,5,4,0,3,18,4779,5080,1645,129,11638,3372,311,553,15867
50403,13,10,0,5,27,62,9,12,3,87,146,3,475,709,17,17,3,3,37,28,3,43,111,12194,19414,6666,630,38902,10579,1394,2283,53156
50501,11,4,5,0,23,32,4,0,3,43,75,5,132,251,8,0,0,0,12,19,0,22,48,17279,22313,5750,458,45800,10739,1210,1338,59093
50502,5,3,0,0,8,27,3,0,0,29,22,3,96,153,16,7,0,3,25,32,3,18,78,21055,23824,8156,1046,54082,24984,3542,3431,86042
50503,11,0,0,0,15,36,8,8,0,50,123,6,61,241,10,10,0,0,17,24,0,17,53,16964,28612,9567,755,55904,13590,1532,2216,73237
50601,13,3,0,3,20,49,0,11,0,64,164,7,76,312,10,8,3,0,18,11,0,9,43,7808,12367,4163,406,24740,6955,853,1409,33956
50602,8,5,0,0,10,5,4,0,0,8,20,0,37,62,9,8,3,0,16,26,0,20,68,8156,7188,2692,615,18647,10168,2131,1738,32679
50603,14,5,3,8,19,7,7,0,0,19,14,3,24,62,4,10,8,0,23,30,4,13,71,8365,12646,3257,582,24845,7950,1917,1216,35928
50604,34,24,3,5,68,45,11,7,3,61,108,8,66,247,3,6,3,0,16,23,0,15,56,9640,16545,5213,601,31996,9334,1346,1696,44372
50605,31,3,0,0,36,47,19,12,0,75,88,5,94,262,11,3,0,0,17,0,0,4,29,6251,7341,2355,215,16165,4623,466,690,21938
50606,8,8,0,3,17,50,5,3,0,67,47,0,15,127,3,4,0,0,8,10,0,0,27,2766,4516,1129,78,8492,1542,200,347,10578
50607,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,4,3,0,11,10,0,7,30,4932,4478,1313,363,11092,5651,953,760,18452
50701,0,0,0,0,5,60,3,6,4,78,125,3,125,328,4,6,0,0,14,22,0,4,44,11081,15000,4858,483,31427,9937,1377,1529,44274
50702,18,18,3,0,36,57,9,6,3,74,95,6,169,342,11,3,0,0,13,29,5,25,67,4411,4063,1517,129,10119,5179,827,1091,17214
50703,0,3,0,0,4,0,0,0,0,0,6,0,31,38,4,0,0,0,5,0,0,11,19,3428,5698,2218,194,11540,3588,533,713,16373
50704,0,0,0,0,4,0,0,0,0,3,0,0,16,20,13,10,5,0,29,15,4,8,50,10944,13884,3665,428,28923,9477,1056,1026,40478
50705,22,27,0,5,54,73,8,12,0,94,172,10,121,392,15,17,3,0,30,30,0,10,64,12652,16513,6360,441,35958,11283,1183,1953,50382
50901,8,8,0,4,21,80,11,13,0,97,197,3,338,634,18,17,5,0,41,31,5,32,107,7499,5964,2248,177,15882,6822,556,1995,25248
50902,17,23,0,10,45,63,12,7,0,91,159,5,320,572,44,28,7,0,74,64,3,64,205,7030,5030,1774,163,14002,5914,482,2775,23168
50903,13,0,0,3,18,19,8,4,0,23,30,0,85,133,9,0,0,0,13,9,3,8,40,2433,1780,579,60,4842,2212,158,952,8162
51001,59,17,5,35,115,211,57,28,6,298,298,23,4275,4898,73,32,16,5,121,112,6,499,740,2277,2929,1595,230,7035,2610,403,6731,16774
51002,11,6,7,22,43,36,12,7,0,54,43,3,785,885,10,8,0,0,19,38,4,186,251,1537,2351,630,90,4604,1695,208,2363,8873
51003,3,0,0,3,10,67,13,4,7,83,66,12,1330,1488,15,6,0,0,26,42,5,321,386,1953,3303,578,62,5904,1738,243,3259,11148
51101,5,0,0,3,9,28,4,3,6,37,54,10,155,250,21,24,3,0,51,22,0,13,88,1763,1538,538,53,3894,1721,155,861,6634
51102,15,4,5,3,28,124,43,16,7,187,168,17,2783,3150,13,12,4,0,36,25,0,163,224,978,797,299,35,2104,1024,162,3691,6981
51103,10,13,0,13,43,59,9,6,0,78,128,0,705,916,17,5,13,0,35,50,3,169,254,3069,3835,1314,162,8373,3489,420,2448,14732
51104,17,12,0,8,44,113,21,15,5,149,181,0,1182,1514,42,21,8,0,75,89,6,213,380,5989,4986,2197,208,13382,5632,488,3772,23274
59797,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11,13
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,0,0,0,0,0,3,0,0,0,6,0,0,0,6,4,0,0,0,4,4,0,0,4,1773,2136,1387,71,5369,1553,177,326,7423
60102,6,6,0,0,14,19,8,3,0,32,37,0,52,120,3,7,0,0,15,22,0,4,39,6572,6398,2807,245,16026,6013,648,744,23429
60103,30,19,4,5,64,18,21,7,0,45,59,4,62,177,10,6,4,0,17,23,0,6,55,5604,5513,3383,318,14813,7053,906,970,23739
60104,16,8,0,0,22,11,5,5,0,30,26,3,26,80,7,4,0,0,11,0,0,0,17,3981,4431,1546,113,10075,3240,408,370,14085
60105,46,31,14,12,101,31,15,8,0,57,37,18,94,204,11,8,9,0,30,43,7,22,102,6305,5100,1675,240,13313,6479,1712,972,22475
60106,5,3,0,0,7,16,5,0,0,22,27,0,11,61,8,3,0,0,14,12,0,0,30,2259,1921,874,63,5114,1928,165,414,7622
60201,36,48,13,10,110,26,8,7,0,49,62,13,73,200,20,13,0,0,28,41,4,17,91,9296,8586,4345,383,22607,10677,1375,1347,36005
60202,10,12,0,0,26,22,9,7,0,38,63,0,31,141,0,4,0,0,3,7,0,12,21,3394,2430,894,59,6780,2581,205,536,10102
60203,21,8,0,6,37,50,8,11,0,67,86,5,97,260,8,11,3,0,25,9,0,13,48,5544,3616,1597,106,10868,4900,354,1133,17254
60301,5,0,0,0,14,12,4,0,0,16,17,4,21,61,4,5,0,0,7,3,0,10,20,1491,1304,444,36,3276,1273,93,429,5073
60302,11,12,0,5,23,34,12,3,0,48,66,8,66,183,9,6,0,0,8,10,0,6,28,2941,2142,821,63,5967,2185,184,593,8934
60303,3,4,0,0,5,11,0,0,0,19,19,0,57,93,8,3,0,0,6,16,4,25,48,1305,495,241,24,2059,1087,80,430,3654
60401,21,18,6,7,51,42,9,8,0,56,107,6,75,247,5,3,0,0,13,15,0,3,35,6226,4766,2459,174,13624,6522,425,955,21527
60402,12,3,0,0,19,52,13,23,4,88,103,5,111,311,9,8,4,0,16,21,0,3,45,6125,4576,2292,175,13169,5637,521,912,20237
60403,0,4,0,9,18,6,13,3,0,19,21,0,45,92,11,6,0,0,22,16,0,20,57,2212,1635,652,49,4555,2246,186,882,7862
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,4,0,0,0,3,18,7,0,0,24,24,0,322,377,8,3,6,0,10,39,0,87,144,3128,2330,753,123,6332,3262,974,1439,12011
70102,9,0,4,0,10,52,10,0,4,66,71,5,624,769,11,3,0,0,13,20,3,54,100,4355,6333,2251,278,13216,4069,991,1956,20234
70103,4,0,0,3,6,79,21,8,0,111,108,9,955,1173,13,7,3,0,24,22,0,88,142,1846,2285,603,46,4778,1173,191,1712,7853
70104,0,0,0,0,0,9,0,0,0,8,7,0,28,39,0,0,4,0,7,9,0,23,38,2769,4556,1803,121,9254,2552,504,1096,13402
70201,5,6,0,10,25,68,18,10,4,108,154,11,1421,1690,41,30,16,0,89,116,10,293,507,2544,3362,1454,212,7569,3095,542,2749,13954
70202,3,0,0,0,3,11,4,4,0,16,28,0,390,434,13,0,0,0,13,9,0,92,108,268,419,231,32,951,432,45,673,2097
70203,0,5,0,5,12,59,22,13,0,94,101,10,1160,1355,31,4,10,0,47,45,0,239,326,868,1200,573,121,2764,833,118,1958,5671
70204,4,4,0,0,12,5,4,0,0,11,11,0,61,78,5,11,3,0,15,18,0,35,68,432,1111,442,80,2066,396,44,484,2991
70205,4,0,0,7,7,82,14,13,4,108,105,6,1513,1736,37,12,6,4,62,79,7,453,602,1071,1491,663,98,3315,999,198,2639,7152
79797,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,6,0,18,14,5,3,40,10991,12221,4095,471,27775,9792,1941,1266,40780
80103,0,4,0,0,4,22,15,14,6,57,90,5,130,285,0,0,0,0,8,0,0,8,16,93,87,41,10,234,253,26,220,735
80104,0,0,0,0,0,0,0,0,0,3,0,0,17,19,8,9,6,0,29,20,3,0,54,6990,12849,2930,321,23084,5450,1146,881,30566
80105,0,0,0,0,0,0,0,0,0,0,0,0,50,45,12,7,4,0,16,20,6,20,64,6545,4816,1566,261,13192,8080,2402,1313,24992
80106,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,0,7,5,0,17,34,3898,3087,940,93,8017,4573,671,1060,14324
80107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,11,0,5,29,8849,11427,4109,325,24717,7486,715,848,33764
80108,0,0,4,0,5,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,4,2534,3122,974,78,6709,2234,213,297,9451
80109,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,11,10,0,4,20,4214,4647,1273,164,10301,4508,514,512,15835
80110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,6,1017,1584,380,44,3029,934,218,146,4323
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,61,76,20,4,160,25,3,29,207
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,7,6,108,146,30,3,292,131,4,75,499
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7,10,42,64,9,0,114,9,0,42,168
90103,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,6,16,21,26,9,68,20,4,19,106
90104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,8,0,5,14,283,167,76,10,539,342,21,135,1034
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
