SA3_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
20401,174,76,66,138,125,149,150,80,16,972,3,0,0,8,7,6,8,0,0,36,3027,2037,1631,2187,3298,4628,4949,2978,1118,25857,47,17,40,45,19,7,3,7,3,186,42,18,43,39,19,25,3,0,0,192,4,6,0,0,3,4,6,3,0,35,3,0,3,0,4,0,0,0,0,10,33,18,31,35,0,0,0,0,0,116,16,31,37,39,37,38,16,4,0,208,54,42,66,68,42,37,21,4,0,340,5497,3312,3624,3317,3433,3616,2932,1130,329,27193,882,620,581,627,739,881,800,433,170,5733,9613,6101,6040,6382,7638,9277,8764,4568,1622,60002
20402,156,68,88,114,121,154,136,73,28,946,5,0,4,0,6,0,0,0,0,22,2879,1749,1429,1980,2978,3901,4118,2853,1168,23046,54,37,84,76,13,10,4,0,0,282,34,16,38,16,13,5,9,0,0,129,0,4,5,3,5,4,9,0,0,23,0,0,0,0,3,0,0,0,0,4,24,7,32,26,0,6,0,0,0,90,5,14,25,22,25,23,0,5,0,120,26,18,58,48,31,23,0,5,0,212,4303,2567,2725,2483,2571,2590,2148,828,266,20472,629,365,428,407,456,546,530,402,193,3954,7949,4789,4828,5081,6129,7116,6839,4093,1632,48454
20403,372,238,167,236,240,222,211,105,27,1825,3,0,0,0,4,6,9,6,0,39,4702,2984,2377,3334,4579,5679,5567,3346,1245,33814,152,63,119,137,56,20,18,13,0,582,69,20,41,50,19,16,4,5,0,216,3,0,4,6,6,10,5,8,0,45,4,0,0,5,0,0,0,0,0,13,57,12,77,40,13,9,3,0,0,205,21,33,26,44,52,27,10,0,0,217,87,40,103,93,66,36,12,0,0,433,8022,4561,5282,4646,4166,3923,2975,1044,290,34905,1002,678,700,748,723,759,729,424,205,5969,14093,8375,8716,9113,9705,10517,9363,4856,1745,76475
20501,311,190,200,197,242,202,156,116,23,1632,8,4,4,3,8,6,4,0,3,37,3315,1992,1931,2249,2968,3881,4027,2766,934,24060,57,27,35,57,31,8,9,4,0,221,66,16,38,38,27,15,5,4,0,192,4,3,0,4,6,3,8,0,0,31,0,0,4,0,0,0,0,0,0,0,39,11,37,30,0,7,0,0,0,129,21,20,20,31,33,20,20,3,3,166,59,32,59,65,36,26,20,0,3,299,6586,3604,4464,3562,3271,3093,2419,862,268,28124,839,422,538,523,526,525,552,302,149,4373,10992,6125,7161,6589,6936,7599,7080,3953,1359,57775
20502,150,81,67,88,117,165,159,72,9,921,11,3,0,5,5,9,10,9,0,47,1806,1122,1073,1336,2173,3563,4587,3094,977,19731,30,14,39,28,11,10,5,0,0,142,17,11,30,20,12,6,4,3,0,114,0,0,6,0,0,0,9,4,0,25,0,5,3,5,0,0,0,0,0,11,25,7,30,21,0,0,4,0,0,85,20,10,26,13,25,30,17,4,3,158,44,26,60,41,26,34,20,4,3,248,4680,2566,2732,2571,2819,3413,3253,1262,310,23600,687,369,403,454,536,689,766,492,223,4633,7307,4136,4389,4510,5626,7770,8702,4878,1518,48830
20503,220,112,113,188,139,233,246,91,25,1368,5,7,0,3,7,15,12,11,6,62,2618,1661,1427,2074,3178,5290,6297,3892,1429,27877,50,15,52,58,18,15,11,7,0,221,21,4,24,15,9,5,0,7,0,81,5,0,0,3,5,17,23,6,0,62,0,0,0,0,0,0,0,0,0,6,23,10,40,20,5,0,0,0,0,101,17,17,31,36,43,46,27,8,0,228,37,29,78,60,48,49,26,8,0,333,7547,3885,4044,4389,4658,5114,4568,1624,424,36255,1006,460,528,680,741,955,1017,547,211,6156,11331,6090,6226,7392,8750,11542,12038,6106,2074,71548
20504,283,155,204,177,157,246,183,79,42,1530,4,4,5,4,8,6,4,6,4,43,3690,2585,2388,2954,3918,5362,5567,3415,1293,31173,71,29,87,86,12,24,14,3,0,328,180,59,105,99,47,40,32,11,0,581,0,0,8,3,6,5,8,0,0,39,4,0,0,4,0,0,0,0,0,8,27,16,63,22,11,4,0,0,0,146,21,26,59,56,36,33,24,4,0,267,58,45,119,81,46,44,23,4,5,420,8309,5083,6081,4691,4358,4191,2861,1150,372,37100,1277,765,894,839,806,902,766,464,275,6988,13658,8625,9789,8845,9304,10630,9318,5057,1948,77168
20505,185,79,82,133,88,138,129,44,12,894,0,0,5,0,4,3,3,0,0,13,2256,1444,1271,1761,2363,3412,3706,2113,713,19051,36,13,46,45,15,14,10,0,3,181,43,5,29,31,19,7,9,5,0,143,3,4,3,4,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,22,7,28,23,0,0,4,0,0,85,11,15,25,28,31,20,16,0,0,149,34,19,49,54,34,24,18,5,0,236,4703,2719,2915,2507,2519,2573,2051,709,169,20857,655,460,793,747,550,570,569,262,144,4753,7740,4688,5161,5195,5555,6652,6397,3101,1036,45525
20601,133,104,203,219,155,145,91,43,15,1115,0,0,9,10,4,9,7,0,0,34,3403,2926,3589,3746,4619,4145,3063,2756,1591,29841,153,334,655,257,58,37,25,8,4,1527,712,460,748,580,359,324,236,108,22,3553,30,36,92,59,16,12,20,13,0,269,0,0,0,0,3,0,0,0,0,11,23,13,32,24,7,0,3,0,0,103,16,42,131,91,44,40,18,8,0,381,36,48,167,114,53,38,21,11,0,493,6708,5960,15001,9648,5318,3107,1795,444,128,48103,483,485,1219,760,512,406,297,179,100,4437,11619,10417,21846,15561,11163,8269,5590,3551,1854,89874
20602,75,60,106,111,107,89,74,40,9,676,3,0,5,4,5,8,3,0,0,23,2067,1487,1736,1874,2941,2451,1753,1784,996,17085,38,49,169,101,31,26,12,4,0,436,138,102,136,103,92,58,56,16,0,701,53,17,79,48,28,16,9,0,0,252,0,0,0,3,0,0,0,0,0,7,13,6,15,22,9,0,0,0,0,68,4,18,39,37,33,16,21,4,0,169,13,21,53,67,43,23,17,4,0,240,5329,3373,7716,5943,4167,2630,1478,374,113,31114,321,261,534,479,345,277,184,98,56,2566,8023,5387,10564,8777,7816,5591,3623,2306,1182,53270
20603,172,141,215,216,175,124,82,32,23,1191,0,0,0,3,0,0,0,7,0,13,4859,3613,3458,3951,5074,4688,3305,2071,1157,32181,289,350,691,402,87,43,31,12,0,1903,721,404,573,462,336,174,99,29,13,2802,18,6,18,31,8,3,3,0,0,93,0,0,0,0,0,0,0,0,0,5,18,11,37,35,5,9,6,0,0,131,12,18,57,38,27,23,13,9,0,203,28,31,101,75,32,32,22,10,0,340,3752,3323,6355,4413,3146,2420,1693,470,169,25749,566,441,870,625,503,433,291,155,85,3968,10376,8317,12396,10311,9435,7991,5602,2820,1461,68712
20604,181,816,1141,567,210,195,129,47,19,3303,0,13,18,8,6,11,3,0,3,69,2183,5661,10206,5334,3674,3589,2691,1552,658,35552,898,1641,4490,1684,198,109,67,21,3,9114,1036,1176,1839,928,400,250,107,60,5,5802,35,74,130,83,27,45,107,65,22,594,0,5,4,0,4,0,0,0,0,8,30,115,232,78,12,10,3,4,6,488,22,144,271,114,63,25,22,3,4,668,52,265,503,191,76,40,26,10,3,1165,4617,17725,27022,11048,5518,3917,2686,1040,268,73832,957,2782,4963,2326,1151,865,608,294,166,14114,10094,31487,52964,23165,11739,9233,6588,3141,1188,149601
20605,169,103,365,315,214,144,140,60,21,1524,0,0,7,9,8,13,6,8,3,56,3263,2201,5418,5123,5253,4639,3367,2307,764,32331,283,249,780,544,122,74,45,13,0,2103,217,160,363,283,144,86,65,42,0,1359,606,339,541,435,348,294,459,243,156,3408,4,0,0,0,0,0,0,0,0,5,12,15,57,28,5,0,10,0,0,134,22,38,76,97,68,42,25,11,0,383,38,52,134,122,76,53,34,13,0,518,6336,5030,13486,9817,7257,5264,3308,1191,277,51958,794,710,1988,1533,1224,961,626,431,255,8523,11629,8843,23122,18287,14680,11602,8052,4268,1468,101956
20606,86,78,213,151,80,71,68,40,11,798,0,0,4,4,3,7,0,5,0,27,1847,1821,4082,2793,2750,2619,2313,1920,786,20933,131,128,459,263,67,53,55,15,0,1172,120,102,246,165,95,59,45,47,4,884,289,253,408,253,255,284,563,383,204,2902,0,0,0,0,0,0,0,0,0,3,16,18,42,24,3,0,5,3,0,103,3,11,38,36,23,11,9,7,4,144,16,31,85,51,26,15,9,11,4,245,2644,4003,10685,5085,2847,2272,1673,775,227,30208,420,544,1224,753,530,427,365,311,188,4751,5529,7027,17543,9668,6802,5886,5128,3515,1438,62539
20607,108,101,269,191,132,127,104,69,12,1109,0,4,7,9,0,9,8,4,0,44,2264,1940,4727,3319,3229,3164,2421,1697,822,23589,64,83,301,160,42,20,14,9,0,691,698,238,464,357,214,123,80,34,8,2216,66,57,246,113,60,39,56,32,3,678,0,0,4,0,0,0,0,0,0,5,3,5,26,6,3,3,0,0,0,54,21,43,95,65,44,28,22,6,8,329,31,46,129,69,45,32,23,12,8,394,5667,5966,19070,9802,5537,4013,2871,1104,248,54279,666,674,1697,1022,745,636,425,213,107,6164,9683,9260,27093,15326,10373,8523,6265,3247,1288,91060
20701,444,381,358,428,440,443,355,185,95,3132,9,14,4,7,18,11,14,8,9,77,9657,8864,5339,6459,10842,10501,8240,6268,3502,69673,869,483,910,1007,463,293,173,84,13,4295,399,265,408,375,225,103,71,30,13,1885,221,181,106,139,208,210,215,152,68,1501,0,0,0,0,0,0,0,0,0,0,74,39,70,87,42,14,42,13,5,394,80,56,108,112,81,71,56,22,12,591,158,92,178,202,118,89,94,35,18,988,13972,12753,12266,10231,9802,7777,5758,2436,849,75859,1149,1063,1137,948,1124,938,753,586,430,8131,26933,24255,21044,20408,23812,20747,15917,9829,4961,167900
20702,487,288,339,470,413,367,301,134,73,2868,5,0,5,4,3,9,4,6,4,39,5657,4628,3516,4421,6133,6223,5730,6160,2806,45268,470,197,283,513,237,177,161,79,13,2127,913,477,561,815,464,323,172,80,26,3833,39,23,16,33,34,34,89,45,11,307,0,0,0,0,0,0,0,0,0,0,118,54,83,129,47,56,50,20,6,557,71,58,91,101,94,121,58,34,11,645,191,113,171,231,136,179,104,54,13,1203,7150,4582,5587,5642,4168,3908,2887,1401,633,35953,809,524,600,694,600,484,420,379,221,4736,15716,10929,11449,13247,12510,12114,10197,8421,3807,98386
20703,478,349,437,478,449,303,296,154,61,3014,6,5,3,9,14,6,6,12,7,74,5431,4721,3356,4178,6088,5375,4477,4117,2331,40080,730,672,1110,862,308,172,148,61,15,4083,315,259,358,297,170,64,56,24,8,1549,18,7,13,25,26,20,33,20,14,174,0,0,0,0,0,0,0,0,0,5,85,108,137,126,35,37,29,11,3,571,40,64,104,80,64,57,52,28,10,502,128,173,240,208,99,93,85,40,14,1074,8362,8000,8703,6804,5924,4886,3342,1454,674,48153,743,985,1182,723,676,549,449,342,350,5998,16177,15592,16286,14215,14161,11831,9132,6292,3502,107187
20801,192,135,81,198,225,190,190,90,42,1339,6,4,0,5,11,3,20,11,0,55,6490,4959,2339,4151,7466,7142,5834,4345,2375,45107,153,61,130,214,91,64,46,16,6,778,124,86,89,135,85,64,48,23,12,675,506,276,185,316,390,381,472,287,98,2928,0,0,0,4,0,0,0,0,0,0,24,16,19,29,16,6,13,4,0,120,16,25,28,37,38,41,29,6,6,226,34,38,53,69,50,45,36,8,6,344,9375,6194,4522,6089,7132,5522,3895,1744,588,45069,884,476,448,597,783,600,591,459,334,5183,17682,12177,7912,11814,16260,14041,11081,6937,3422,101306
20802,282,224,362,382,332,246,212,80,33,2155,0,15,13,12,12,17,21,8,8,106,7375,5339,5265,6232,8226,6921,5125,4003,2244,50730,1435,794,2183,1832,405,192,119,46,10,7018,247,125,351,287,137,75,41,24,3,1290,5552,3024,2155,3007,3166,2744,3447,1575,987,25655,0,0,0,0,0,0,0,0,0,0,68,44,127,95,28,12,6,7,0,383,63,62,99,124,71,51,40,15,4,524,133,104,229,219,93,62,45,18,4,912,10719,8095,11373,9360,7910,5744,3689,1363,593,58844,1458,1000,1443,1273,1040,833,819,486,314,8671,27256,18760,23697,22987,21477,16955,13559,7592,4193,156469
20803,374,215,213,403,361,286,230,77,37,2190,9,3,4,3,6,14,14,14,6,62,7969,5298,4331,6388,8658,8021,6633,4861,2453,54612,419,202,363,540,217,182,99,37,6,2057,228,139,182,213,192,142,104,57,11,1266,242,89,129,226,175,122,170,67,33,1254,0,0,0,3,0,0,0,0,0,3,45,26,69,60,21,11,10,0,3,245,57,26,50,107,61,53,41,10,6,403,97,55,120,165,81,68,50,10,6,653,11549,6312,8278,9153,7843,5462,3643,1529,654,54421,1040,549,868,901,856,757,657,466,230,6311,21734,12809,14549,17974,18452,15074,11578,7119,3404,122693
20804,67,58,116,90,73,59,70,29,30,595,0,4,0,5,3,0,3,0,0,13,2735,2251,1605,1880,3030,2558,2047,1694,902,18710,209,176,496,325,53,49,18,8,4,1336,70,36,102,81,32,27,6,5,0,364,289,213,117,182,216,198,261,99,54,1624,0,0,0,0,0,0,0,0,0,0,7,23,37,16,6,0,0,4,0,94,14,20,38,29,12,19,12,0,0,145,24,42,71,46,24,20,14,5,0,241,2774,2738,3236,2389,2114,1628,1212,572,205,16859,332,222,391,287,231,204,204,147,131,2149,6481,5769,6204,5375,5830,4796,3849,2560,1307,42162
20901,459,266,334,402,377,343,307,155,53,2706,13,0,6,8,19,7,9,9,6,61,8337,5448,4783,6301,7894,8018,7523,5371,2554,56230,502,220,514,647,152,120,106,36,17,2317,826,537,493,537,274,208,108,55,16,3045,16,11,20,35,21,32,30,10,4,185,4,0,0,0,0,0,0,0,0,6,65,43,66,77,27,14,14,0,0,311,50,52,65,114,87,63,44,14,4,495,122,94,138,187,109,80,52,19,4,807,11341,6657,8990,9007,7285,5414,4049,1708,580,55038,1034,651,929,948,767,669,604,409,208,6219,22430,13841,16254,18164,16921,14862,12694,7678,3400,126236
20902,266,218,340,297,368,250,196,115,47,2096,3,0,3,11,11,3,0,0,0,34,4890,3995,4339,4637,6183,5357,4357,4006,2090,39856,417,566,1440,590,134,87,59,31,7,3329,1531,812,1106,833,487,338,211,91,26,5429,14,10,24,23,16,8,4,4,0,101,0,0,0,0,3,0,0,0,0,9,110,81,158,152,32,13,21,0,0,565,26,38,102,91,60,35,19,8,0,385,141,120,257,250,95,50,39,8,0,957,6275,4188,9005,7310,4495,2891,1547,513,247,36479,867,715,1220,919,718,552,463,325,367,6144,14333,10763,18020,15112,12577,9727,6946,5050,2765,95299
20903,232,164,102,187,222,234,154,66,18,1381,3,3,6,3,0,9,12,0,0,38,4096,3374,1911,2728,4651,5112,3810,1859,573,28104,85,23,47,115,34,27,22,0,4,355,126,58,49,114,60,41,23,20,0,495,13,11,4,11,13,10,7,6,0,76,0,0,0,0,0,0,0,0,0,0,23,10,9,21,8,10,6,0,0,96,17,18,27,38,37,36,36,5,5,204,42,28,38,63,44,50,34,3,5,300,7407,4984,3640,4659,5144,4164,2686,955,232,33866,594,356,270,409,503,465,401,189,93,3274,12433,8879,6015,8200,10593,9954,7072,3050,906,67105
20904,2130,1248,1371,1583,1428,1073,870,383,112,10191,4,3,5,6,9,16,5,8,5,60,20912,13001,13476,16062,16794,15117,12695,7237,2486,117771,3829,1510,3549,4014,914,556,368,97,19,14853,6634,3167,3565,3576,2250,1325,632,209,53,21414,3,6,9,13,17,9,8,6,6,84,5,3,0,6,0,0,0,0,0,24,2630,968,2597,2376,352,280,212,43,14,9472,139,118,192,197,113,83,53,17,7,909,2774,1084,2792,2578,464,362,259,63,22,10403,15683,8752,12481,10703,7417,5361,3179,1032,280,64888,3202,1823,2464,2195,1620,1274,953,731,515,14782,54300,30158,39618,40738,30640,24959,18646,9527,3439,252026
21001,213,136,172,200,206,143,125,80,22,1292,7,3,3,3,3,9,0,0,0,29,6335,4090,3331,4432,5622,4871,4645,3980,1716,39033,199,85,170,260,108,61,50,24,4,954,392,191,241,315,172,135,76,49,14,1587,0,0,3,0,6,5,5,3,0,27,3,0,0,0,0,0,0,0,0,5,49,14,31,64,12,5,9,0,0,194,13,13,31,24,18,11,4,3,3,113,63,30,62,85,35,16,14,5,4,316,3005,2024,2584,2494,2032,1572,1138,506,204,15554,469,258,378,352,371,304,233,217,115,2692,10620,6835,6936,8213,8613,7191,6337,4844,2104,61687
21002,126,63,53,68,74,77,64,36,4,558,0,0,0,0,8,0,0,0,0,9,2386,1497,959,1628,2225,2326,2014,1123,255,14406,10,0,18,11,5,10,0,0,0,53,37,17,18,16,17,17,4,0,0,128,7,0,5,4,3,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,12,8,20,9,0,3,3,0,0,59,3,7,3,7,13,6,4,4,0,48,14,11,26,20,14,11,8,6,0,113,4049,1904,1800,2425,2316,1736,1203,418,84,15936,359,251,190,250,316,313,245,144,80,2140,6875,3691,3020,4386,4939,4451,3491,1700,418,32969
21003,191,145,230,201,178,136,87,54,17,1244,0,0,10,3,9,0,0,3,0,28,4405,3107,3755,4002,4632,4261,3214,3150,2245,32782,688,989,1768,877,179,82,51,19,5,4656,4171,1906,2484,2251,1185,654,348,141,23,13170,6,6,14,17,6,9,0,0,0,53,6,0,0,4,0,0,0,0,0,9,59,26,145,92,7,7,9,0,0,352,23,26,71,49,31,19,12,9,0,231,93,56,220,139,33,22,19,3,0,586,4150,2179,5346,4430,2565,1772,931,359,218,21947,1021,634,1142,834,604,414,266,269,296,5496,14739,9106,15141,12942,9447,7441,4939,3977,2805,80537
21004,220,122,136,154,143,117,75,45,10,1028,3,0,0,5,3,9,4,0,0,19,3518,2258,2296,2580,3092,3268,2658,1354,513,21534,174,43,145,187,46,36,20,3,3,648,117,61,92,83,56,36,18,0,6,460,6,9,5,7,10,5,3,0,0,41,0,0,0,0,0,0,0,0,0,0,163,34,150,123,20,15,5,0,0,512,8,28,24,28,25,9,7,3,4,133,177,57,169,150,42,28,18,3,4,648,4146,2574,3668,2720,2296,1806,1008,361,121,18703,460,289,411,387,335,281,230,100,40,2529,8669,5343,6854,6225,5955,5513,3979,1834,689,45064
21005,1342,980,943,915,851,608,371,120,48,6177,14,4,12,6,10,17,8,3,0,88,16520,11206,11146,11313,11640,11038,7949,4305,1285,86395,3017,1006,2814,3087,654,344,260,56,15,11258,13692,7059,7829,6868,4806,3175,1569,712,120,45842,14,5,12,3,8,3,4,0,5,54,0,0,0,0,3,0,0,0,0,7,3277,812,2877,2702,364,285,263,37,10,10629,137,62,105,113,57,41,30,4,4,553,3413,875,2989,2819,420,323,291,40,14,11182,6380,4290,6289,4520,3418,2990,1609,568,172,30234,3185,1791,2553,2147,1486,1157,674,382,169,13545,47200,26949,34528,31844,23282,19715,12596,6151,1797,204071
21101,1072,655,686,954,779,740,457,212,88,5637,60,29,29,27,50,33,32,46,19,326,9334,7268,5934,7609,9650,10416,9326,5986,2363,67891,1231,662,729,1326,784,506,294,98,24,5662,534,301,406,482,282,220,150,66,14,2457,14,5,8,24,27,24,26,18,5,149,0,0,0,0,0,0,0,0,0,8,205,140,158,216,102,86,45,24,9,979,89,105,154,180,148,129,60,25,9,898,300,246,307,397,253,218,110,43,18,1888,13498,8945,10863,9975,8477,7249,4656,1880,646,66185,1309,871,1115,1116,965,878,785,599,402,8025,27118,18985,20226,22278,21558,20534,16008,8903,3539,159148
21102,173,130,61,124,143,120,72,45,12,871,3,0,0,0,5,5,0,3,0,14,1945,1750,681,1119,2180,2098,1628,1151,451,13001,72,19,23,70,39,22,18,7,0,276,96,70,47,77,70,37,25,7,0,418,7,3,6,0,8,4,9,9,3,40,0,0,0,0,0,0,0,0,0,0,22,13,17,18,18,16,15,3,0,122,10,5,8,13,11,25,10,6,5,103,42,20,27,35,30,33,27,10,5,221,2001,1759,943,1267,1675,1390,972,430,216,10665,235,158,111,135,189,146,142,106,67,1278,4420,3821,1898,2789,4272,3820,2877,1735,749,26386
21103,838,489,533,629,631,489,393,190,62,4250,31,27,16,26,32,48,50,52,50,335,7834,4851,4547,5874,6744,6959,6227,4412,1929,49375,547,161,396,635,203,95,76,17,5,2134,216,96,192,278,102,70,29,14,3,1002,25,3,15,13,19,11,21,3,0,111,0,0,0,0,0,0,0,0,0,0,116,55,131,129,55,25,14,3,5,535,71,71,122,112,80,63,56,29,7,610,185,125,255,243,136,85,73,27,10,1147,10864,6914,8414,8299,7000,5392,3534,1550,555,52517,918,579,796,825,709,630,532,441,356,5791,20920,12869,14998,16781,15307,13555,10729,6543,2874,114579
21104,394,258,257,323,342,236,173,115,40,2136,4,11,6,0,10,11,3,8,6,63,3571,2700,1870,2763,3795,3321,3269,2973,1285,25544,605,263,403,676,223,135,100,36,10,2451,285,133,215,277,116,82,52,15,7,1177,12,8,9,16,19,4,14,8,3,90,3,0,0,0,0,0,0,0,0,4,125,54,126,126,26,16,27,8,0,515,35,22,45,50,35,44,31,13,11,286,167,78,168,181,62,61,57,22,11,805,5475,3451,3934,4254,3485,2567,2080,918,336,26501,476,303,391,444,361,345,287,300,297,3211,10935,7206,7442,9221,8593,6971,6188,4398,1983,62935
21105,1197,635,591,827,775,798,569,278,79,5741,53,26,41,40,50,52,35,33,12,335,8529,5626,4968,6195,8032,9394,8748,5441,1810,58747,204,59,121,229,95,52,18,8,3,789,90,48,77,93,46,31,20,8,3,418,29,17,26,40,31,36,26,3,4,209,8,0,5,0,3,0,0,0,0,16,65,26,64,57,30,18,4,0,0,274,60,57,102,102,151,131,69,31,3,701,130,89,166,160,181,151,75,32,3,988,18261,11036,12427,12063,11441,9086,6266,2442,624,83649,1503,1010,1098,1152,1215,1193,976,541,213,8903,28907,18020,19073,20308,21344,20163,16273,8503,2672,155256
21201,901,505,503,607,495,333,230,73,16,3661,11,10,8,18,16,19,13,4,0,96,8386,5042,4814,5719,6368,5921,5015,3081,1033,45380,912,207,747,936,232,103,67,14,3,3238,1084,307,623,626,276,115,62,18,4,3119,13,6,11,16,16,15,17,3,0,93,0,0,0,0,0,0,0,0,0,14,926,188,1006,771,75,67,53,10,0,3097,44,36,83,66,65,31,25,15,0,366,975,230,1090,837,139,101,76,21,0,3470,13029,7437,9586,7554,6133,4503,2787,1113,273,52413,1793,937,1213,1115,973,755,580,354,171,7897,26793,14377,18610,17520,14493,11675,8722,4646,1493,118342
21202,993,696,609,775,703,603,356,161,61,4947,17,7,14,6,15,24,4,7,5,100,9061,6880,5473,6728,8511,9004,6944,4215,1789,58606,1524,572,807,1599,728,352,229,82,19,5909,4147,2425,2706,2217,1511,956,422,164,34,14584,19,11,10,24,32,14,14,3,0,128,3,4,0,3,0,0,0,0,0,8,511,215,445,465,142,104,83,26,8,2001,115,88,129,101,98,87,44,14,0,681,626,308,573,569,240,191,125,43,6,2688,8586,6027,6433,5787,5250,4297,2556,1014,368,40321,1718,1129,1354,1215,1049,889,642,394,180,8573,26836,18085,18322,19428,18323,16492,11354,6024,2428,137287
21203,2032,1203,1228,1276,1100,715,341,122,42,8062,28,12,25,29,22,28,8,5,0,164,16809,10130,9924,12183,11960,10349,7256,3843,1225,83680,4997,1427,2929,4902,1548,650,376,87,16,16927,7840,3984,4451,3760,2124,1095,442,126,23,23842,30,8,24,21,30,16,21,6,0,155,8,5,3,0,7,0,0,0,0,22,4075,1038,3477,3315,472,353,267,48,12,13067,128,106,176,167,118,77,43,7,0,815,4211,1149,3662,3482,592,429,305,61,16,13899,16209,9638,12257,9380,7529,5159,2751,1093,307,64315,3493,1733,2320,2093,1434,1074,691,348,162,13340,56214,29386,37361,38576,26931,19713,12305,5685,1779,227950
