SA3_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
12403,4878,10205,6295,7204,3420,1793,33788,822,616,298,193,67,38,2025,845,871,505,307,133,62,2714,1660,1486,798,503,193,102,4742,659,343,154,89,43,23,1305,793,493,160,65,12,4,1523,212,145,67,28,4,3,460,..,..,..,..,..,..,..,56,58,35,25,10,5,192,1720,1036,409,205,76,30,3483,91,43,9,4,0,0,152,0,0,0,0,0,0,7,20,9,7,4,0,0,43,116,56,19,8,3,4,207,50,21,0,5,0,0,80,8422,12799,7523,7923,3697,1928,42292,5169,11073,7135,7942,3757,2160,37241,1032,589,253,164,57,24,2122,1158,1164,646,404,151,75,3595,2187,1747,899,570,212,96,5714,766,360,127,60,11,5,1328,552,381,120,49,7,3,1115,224,192,72,24,0,0,514,..,..,..,..,..,..,..,11,9,3,7,0,0,28,1549,947,318,137,23,12,2983,96,34,11,0,0,0,145,11,11,0,0,0,3,25,12,7,3,0
12404,1607,2782,1807,1787,922,554,9452,551,385,157,84,34,15,1227,210,198,94,53,9,9,568,760,579,254,137,39,21,1786,341,167,57,20,12,0,598,37,20,12,0,0,0,74,24,11,0,0,0,0,40,..,..,..,..,..,..,..,16,3,0,0,0,0,19,417,205,64,26,10,0,725,9,3,0,0,4,0,13,0,0,0,0,0,0,4,40,16,9,3,0,0,69,51,16,9,8,3,3,83,0,0,0,0,0,0,8,2840,3580,2131,1959,981,577,12054,1704,2821,1750,1715,896,568,9454,731,456,202,106,39,19,1553,187,159,85,46,20,3,502,924,615,284,152,60,20,2063,212,86,19,6,0,0,328,36,25,5,8,0,0,77,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,9,256,112,33,11,0,0,411,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,5,0,0
12405,2136,4049,2873,3009,1519,902,14498,280,205,87,54,26,14,671,242,286,197,163,59,45,983,526,485,283,216,84,62,1653,175,141,52,50,19,19,455,121,72,21,12,10,0,243,5,4,0,5,0,0,10,..,..,..,..,..,..,..,31,6,4,0,0,0,50,331,231,83,62,30,21,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,4,17,3,5,9,0,0,4,17,0,0,0,0,0,0,0,3003,4766,3243,3289,1636,982,16921,2263,4180,2809,2884,1436,991,14568,252,167,81,46,14,18,578,257,374,241,178,95,49,1193,510,536,316,228,110,66,1767,140,75,30,34,8,3,298,166,99,40,38,9,7,360,68,61,19,13,0,0,164,..,..,..,..,..,..,..,8,0,0,0,0,0,12,384,240,94,87,19,10,838,0,0,0,0,0,0,5,6,0,0,0,0,0,6,5,3,0,0
12501,1530,2421,2090,2450,1385,1316,11187,201,267,227,218,96,64,1069,224,372,374,371,165,118,1615,424,641,596,583,255,180,2685,553,674,487,424,182,97,2419,536,823,566,422,167,77,2592,724,1144,652,474,181,124,3298,..,..,..,..,..,..,..,3,0,13,3,0,0,23,1813,2642,1716,1329,530,302,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,5,3,4,3,52,15,16,5,3,5,3,49,8,5,9,0,3,3,27,3789,5727,4412,4364,2180,1803,22279,1361,2288,1931,2295,1434,1663,10970,118,125,62,69,32,31,442,288,603,625,663,319,258,2746,406,727,690,732,352,287,3190,600,622,497,456,217,130,2525,385,583,443,431,244,150,2238,1589,2486,1398,907,328,252,6964,..,..,..,..,..,..,..,15,13,11,11,3,3,62,2594,3708,2347,1804,797,542,11784,0,0,0,0,0,0,0,6,4,3,3,0,0,9,36,29,31,23
12502,2005,4102,2626,3174,1401,680,13985,405,329,178,154,73,17,1157,323,616,548,577,165,71,2299,729,947,723,732,236,90,3463,556,221,139,115,23,18,1072,435,321,137,94,16,12,1007,176,139,79,44,3,3,451,..,..,..,..,..,..,..,13,3,4,7,0,0,21,1183,681,350,256,42,31,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,9,5,0,0,48,26,15,9,5,0,0,55,9,13,13,14,3,0,56,3952,5755,3726,4187,1689,801,20108,1826,3726,2643,3102,1467,856,13631,359,189,128,103,35,6,829,716,1067,997,976,385,151,4288,1074,1253,1123,1083,422,163,5114,393,132,52,30,12,3,627,337,248,135,112,26,8,865,334,450,299,257,53,25,1423,..,..,..,..,..,..,..,4,4,6,3,0,0,16,1071,838,489,400,98,32,2926,0,0,0,4,0,0,9,0,0,0,0,0,0,0,11,15,6,10
12503,4797,7676,5189,5652,3415,3137,29859,789,627,347,324,159,140,2384,497,635,539,567,289,242,2773,1291,1265,882,890,451,384,5162,1537,1025,569,348,148,71,3694,890,1008,601,393,149,89,3132,192,195,114,72,23,9,601,..,..,..,..,..,..,..,62,28,22,10,10,7,137,2679,2262,1303,822,333,175,7567,0,0,0,0,0,0,3,9,0,4,0,0,0,13,25,29,17,19,12,16,126,37,36,23,18,12,22,148,36,20,11,8,0,0,80,8832,11251,7407,7387,4212,3715,42814,4269,6750,4988,5684,3656,3801,29147,920,542,282,238,121,80,2189,831,1040,859,944,582,446,4702,1755,1585,1144,1181,702,527,6892,1033,621,307,240,98,49,2360,1211,1199,853,565,231,87,4149,581,711,498,308,155,85,2329,..,..,..,..,..,..,..,30,25,9,11,3,4,87,2856,2557,1664,1121,488,231,8925,3,0,3,0,0,0,10,0,3,0,0,0,4,10,35,44,36,41
12504,3192,5979,3790,4223,1940,1025,20153,1086,756,542,431,126,63,3005,506,763,592,480,156,105,2598,1590,1518,1137,904,280,170,5607,1882,1504,830,449,136,53,4850,2134,2622,1736,1115,297,131,8037,1322,1705,1047,602,161,62,4895,..,..,..,..,..,..,..,45,26,0,10,8,0,85,5380,5848,3612,2170,602,250,17871,6,0,0,0,0,0,6,0,0,0,0,0,0,0,9,8,0,4,0,5,28,19,8,0,4,0,5,40,22,8,5,5,4,0,48,10206,13361,8549,7314,2836,1449,43712,2823,5235,3548,4276,1958,1202,19046,821,590,413,425,121,61,2429,835,1038,1015,953,305,179,4324,1656,1627,1430,1376,421,240,6752,1726,1394,1014,739,203,87,5162,1942,2253,1918,1231,312,152,7821,1733,2670,2158,1164,320,125,8181,..,..,..,..,..,..,..,10,15,3,5,0,0,32,5414,6332,5101,3140,836,366,21194,0,4,0,0,0,0,7,0,0,0,0,0,0,0,40,32,43,39
12601,1410,3154,2049,2789,1224,439,11064,217,172,87,70,23,8,574,94,151,113,131,34,13,535,311,324,198,202,55,15,1108,245,78,38,20,5,4,388,413,466,284,187,32,6,1388,212,219,110,72,14,3,622,..,..,..,..,..,..,..,19,3,0,0,0,0,22,890,762,433,278,51,16,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,4,3,0,30,12,7,3,4,3,0,30,0,0,0,0,3,0,7,2614,4242,2692,3269,1333,474,14634,1272,2974,2040,2855,1257,636,11035,152,147,74,80,28,7,473,181,254,221,216,57,30,960,334,402,287,295,80,34,1433,174,51,19,22,9,0,267,367,429,346,257,51,8,1456,268,448,313,191,40,10,1271,..,..,..,..,..,..,..,8,9,0,0,0,0,21,818,933,676,481,96,19,3018,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,4
12602,3567,6474,4359,5621,2466,1029,23524,861,857,524,418,117,31,2811,909,1147,698,515,145,59,3469,1767,2002,1226,933,266,85,6282,1423,875,291,160,49,15,2814,2506,2166,882,425,86,18,6080,1595,1698,778,386,85,23,4569,..,..,..,..,..,..,..,16,10,0,0,0,0,33,5542,4752,1950,975,220,56,13494,11,0,0,0,0,0,9,0,0,0,0,0,0,0,29,24,9,13,4,3,80,36,33,9,13,4,3,93,5,12,4,3,0,0,28,10923,13273,7547,7553,2956,1176,43419,3208,6050,4208,5646,2583,1367,23059,774,827,535,431,130,40,2743,1367,1455,970,813,256,113,4974,2146,2281,1508,1239,378,152,7715,838,500,211,120,28,13,1703,2606,2586,1227,642,139,42,7240,1990,2909,1395,658,144,39,7137,..,..,..,..,..,..,..,14,4,5,3,0,0,21,5449,6004,2836,1422,310,89,16108,7,6,3,0,0,0,16,0,0,0,0,0,0,0,38,32,19,8
12701,2066,4193,3624,4708,2872,2178,19641,149,207,152,181,95,44,831,143,256,232,276,150,112,1168,292,459,387,458,248,157,2001,273,56,33,21,6,5,393,203,78,16,12,6,0,312,7,3,0,0,0,0,8,..,..,..,..,..,..,..,11,12,0,3,0,0,25,499,145,55,30,6,8,744,69,28,4,3,0,0,105,3,0,0,0,0,0,3,0,6,4,0,0,0,9,73,32,7,3,0,0,119,5,4,3,5,0,0,17,2936,4827,4072,5206,3128,2344,22525,2578,5460,4690,6130,3721,2880,25463,139,158,99,96,40,27,558,236,277,285,287,143,75,1304,378,432,385,388,185,101,1865,286,88,41,22,7,7,454,189,40,22,13,4,0,268,3,4,0,0,0,0,9,..,..,..,..,..,..,..,9,3,0,0,0,0,9,479,141,65,36,12,4,747,8,5,0,0,0,0,17,3,3,0,6,0,0,14,9,6,5,3
12702,4745,9048,7344,8392,5253,4252,39042,654,675,551,535,277,186,2882,639,897,938,931,532,306,4244,1287,1576,1487,1467,808,489,7121,576,471,332,232,88,45,1749,743,809,584,404,130,59,2732,297,351,226,176,57,22,1121,..,..,..,..,..,..,..,57,44,15,10,13,11,150,1674,1672,1158,817,292,144,5750,50,17,0,0,0,0,71,0,0,0,0,0,0,4,19,21,15,7,0,5,68,73,37,22,9,0,5,141,11,19,0,12,3,3,53,7795,12349,10011,10699,6357,4888,52110,4676,8765,7142,8102,5268,4970,38915,457,397,262,212,95,72,1500,800,1193,1138,1196,655,501,5482,1250,1597,1403,1408,746,573,6982,778,501,343,298,117,79,2113,632,808,533,380,138,50,2542,495,655,430,317,107,47,2055,..,..,..,..,..,..,..,31,26,24,17,3,3,106,1941,1994,1326,1017,370,178,6821,56,16,0,0,0,0,76,12,5,11,4,3,0,38,64,74,60,46
12703,2615,5454,4204,5402,2657,1680,22010,558,408,219,204,75,63,1527,647,769,517,507,262,142,2848,1204,1176,743,715,340,206,4371,556,220,142,84,56,26,1082,820,691,430,324,90,42,2398,684,743,508,402,147,47,2537,..,..,..,..,..,..,..,4,8,9,0,3,0,21,2068,1656,1084,820,291,115,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,5,3,0,0,26,13,7,9,3,0,0,28,14,3,11,7,0,0,32,5909,8300,6041,6943,3291,1997,32488,2725,5392,4504,5728,3054,2181,23572,335,210,68,62,31,19,724,858,956,716,682,310,140,3666,1197,1160,785,749,338,163,4392,545,261,134,93,28,11,1072,1149,1015,700,500,154,45,3572,501,744,506,372,142,70,2342,..,..,..,..,..,..,..,20,19,11,8,0,0,59,2218,2036,1350,970,331,132,7040,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,11,9,12
12801,3230,6895,3866,5277,2546,880,22688,867,631,192,118,29,6,1844,813,1375,605,445,122,30,3385,1674,2004,802,563,153,41,5232,1386,851,209,68,17,3,2544,2013,1924,594,254,44,7,4846,1632,1634,407,186,38,3,3899,..,..,..,..,..,..,..,35,12,5,7,4,0,65,5066,4424,1220,519,101,22,11355,49,25,6,3,0,0,85,0,0,0,0,0,0,3,38,27,16,4,4,0,88,86,53,21,7,4,5,176,0,6,0,3,0,0,9,10068,13380,5906,6365,2798,943,39454,2903,6347,3682,5434,2645,993,22002,626,369,145,97,34,9,1279,1406,1752,849,659,154,44,4869,2033,2115,995,761,186,58,6147,1168,837,239,97,26,12,2374,2111,2250,817,319,69,13,5585,1467,1461,426,207,39,3,3613,..,..,..,..,..,..,..,6,0,0,0,0,0,8,4753,4551,1490,628,136,29,11574,36,32,4,5,0,0,69,0,0,0,0,0,0,0,46,42,25,12
12802,2947,7871,5158,7186,3259,1097,27522,530,381,144,96,32,16,1198,595,703,426,340,84,29,2177,1123,1087,570,433,121,41,3372,622,301,94,43,15,0,1076,1029,991,311,147,31,6,2520,396,394,164,54,5,6,1025,..,..,..,..,..,..,..,31,12,3,3,0,0,50,2085,1698,576,249,53,9,4668,45,17,6,0,0,0,72,0,0,0,0,0,0,0,19,15,9,7,5,0,55,69,29,19,8,5,0,130,0,4,0,0,0,0,5,6223,10696,6317,7878,3441,1148,35707,2802,7475,4938,7011,3175,1111,26512,408,353,157,182,55,20,1175,749,964,636,489,167,39,3043,1158,1322,796,676,224,56,4223,649,342,137,86,24,0,1245,1152,1178,432,166,28,5,2964,327,373,153,48,11,0,915,..,..,..,..,..,..,..,3,8,4,0,0,0,14,2132,1900,726,297,70,13,5139,63,19,6,0,7,3,100,3,0,0,0,0,0,3,18,19,10,5
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,7168,11051,5105,4824,2266,877,31294,1159,505,132,59,16,5,1873,90,108,36,36,13,0,279,1246,609,164,93,24,7,2152,1719,751,127,40,16,4,2653,17,13,4,0,0,0,42,0,9,0,0,0,0,12,..,..,..,..,..,..,..,12,0,0,0,0,0,14,1760,771,130,38,15,4,2720,38,11,3,4,0,0,56,4,0,0,0,0,0,6,12,19,7,3,5,0,44,56,28,10,8,3,0,101,3,0,0,0,0,0,10,10234,12466,5414,4974,2310,886,36276,7802,11329,4992,5086,2178,848,32233,2523,1380,496,305,108,38,4857,171,179,77,49,20,11,504,2693,1565,571,364,129,48,5359,735,277,71,29,0,4,1118,33,21,4,0,0,0,66,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,770,305,78,30,0,4,1188,12,11,0,3,0,0,18,0,0,0,5,0,0,5,23,39,10,14
20102,2500,3835,1338,1308,612,280,9875,55,24,7,3,0,0,92,0,0,0,0,0,0,3,56,27,7,5,0,0,96,133,44,5,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,5,135,49,5,4,0,4,192,63,25,3,0,0,0,92,9,0,0,0,0,0,12,7,8,3,0,0,0,21,75,38,8,0,5,0,123,0,0,0,0,0,0,3,2773,3947,1359,1313,620,283,10291,2637,3764,1314,1256,594,264,9820,101,24,8,3,0,0,134,8,5,0,0,0,0,11,104,22,8,3,0,0,140,85,24,6,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,85,24,6,0,0,0,116,35,11,0,0,0,0,49,8,4,0,0,0,0,16,102,129,40,28
20103,2607,3526,1145,1022,525,236,9059,105,39,8,6,0,0,162,7,6,0,0,0,0,12,111,46,8,6,0,0,169,193,63,5,3,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,6,202,63,10,6,0,0,274,104,33,0,4,0,0,146,13,4,5,4,5,0,26,18,16,3,4,0,0,45,136,56,8,8,5,0,216,0,0,0,0,0,0,3,3061,3692,1169,1039,526,240,9722,2841,3699,1172,1018,463,252,9443,219,79,11,10,0,0,315,3,0,0,0,0,0,4,222,79,9,10,0,0,321,81,15,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,81,17,0,0,0,0,100,94,35,3,0,0,0,135,8,3,0,0,0,0,14,18,14,0,4
20201,6867,10388,4715,4323,1978,819,29090,697,372,112,33,8,0,1226,52,64,40,20,9,0,184,748,440,151,51,23,3,1412,1332,586,142,38,14,9,2120,3,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,13,3,0,0,0,0,14,1343,590,138,38,14,9,2136,115,34,0,0,0,0,149,0,0,0,0,0,0,0,21,16,11,11,0,0,58,136,48,8,11,0,0,208,0,0,0,0,0,0,6,9098,11471,5018,4418,2013,833,32853,7884,11211,5003,4509,2077,868,31546,1737,762,202,89,9,8,2809,155,142,61,28,3,0,390,1891,900,262,113,19,9,3194,278,124,39,25,3,3,464,32,9,0,0,0,0,56,15,0,0,0,0,0,15,..,..,..,..,..,..,..,0,0,0,0,0,0,0,330,135,40,23,0,3,531,81,25,0,0,5,0,110,5,0,0,0,0,0,3,15,22,5,5
20202,3931,5981,2213,2131,1002,431,15687,142,49,15,0,0,0,203,0,0,0,0,0,0,5,139,43,12,3,0,0,211,349,114,21,6,4,4,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,8,0,0,0,0,8,347,120,25,6,4,4,499,60,22,4,5,0,0,91,14,4,0,0,3,0,21,24,27,13,3,5,0,67,101,53,15,7,3,0,182,3,0,0,0,0,0,8,4529,6199,2266,2152,1011,437,16591,4262,6347,2345,2342,974,361,16637,320,119,21,16,10,0,484,5,6,4,0,0,0,12,324,124,27,16,7,0,500,116,28,14,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,5,118,31,14,0,0,0,159,45,10,0,0,0,0,65,7,4,0,0,0,0,9,22,20,10,4
20203,1155,1652,542,462,261,139,4204,13,0,0,0,0,0,16,3,0,0,0,0,0,0,19,3,0,0,0,0,21,49,16,5,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,6,50,16,5,0,0,0,73,41,15,0,0,0,0,52,4,8,0,0,0,0,11,15,13,0,3,4,0,38,62,32,3,3,4,0,104,0,0,0,0,0,0,0,1284,1698,548,466,262,137,4396,1210,1630,506,441,255,119,4160,13,0,3,0,0,0,18,0,0,0,0,0,0,0,13,0,3,0,0,0,16,38,14,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,14,0,0,0,0,56,44,9,4,0,0,0,63,7,9,0,0,0,0,13,6,12,5,0
20301,907,2002,828,1050,507,226,5519,21,16,0,0,0,0,35,0,0,0,0,0,0,0,21,16,0,0,0,0,35,7,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,6,8,0,0,0,0,19,9,4,0,0,0,0,12,3,4,4,5,0,4,9,0,3,0,0,0,0,4,13,8,4,5,0,4,26,0,0,0,0,0,0,7,945,2032,832,1052,509,229,5601,1038,2181,945,1203,593,245,6197,10,4,3,0,0,0,20,0,0,0,0,0,0,0,10,4,3,0,0,0,20,18,13,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,18,16,0,0,0,0,30,4,0,0,0,0,0,8,3,0,0,3,0,0,11,0,0,0,4
