SA3_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
12404,186,59,212,274,24,16,36,531,640,1169,265,168,431,11,10,23,41,78,118,56,253,313,21,15,36,399,526,928,146,82,226,8,9,14,25,50,77,86,383,465,16,29,42,277,553,829,6740,6590,13332,524,623,1148,1282,1867,3155,342,1322,1667,6419,5400,11815,15312,15804,31115
12405,174,67,232,299,23,17,42,618,618,1239,206,105,309,7,10,22,29,40,64,54,228,280,13,9,22,306,390,699,108,53,166,8,0,9,20,28,47,65,327,390,7,10,18,209,420,628,9802,9889,19690,879,1005,1878,1657,2136,3794,413,1574,1987,9375,8000,17373,22124,22605,44725
12501,146,52,274,327,45,31,74,857,829,1682,405,215,615,15,5,24,36,41,81,64,287,355,28,40,61,551,584,1136,261,102,368,9,11,13,25,22,52,161,456,618,24,27,53,475,620,1092,23018,20962,43989,1165,1327,2491,2647,3405,6046,513,1961,2472,18768,13266,32034,46110,40922,87030
12502,178,73,305,379,33,48,79,942,1082,2028,523,374,894,15,10,31,48,70,118,107,346,450,28,22,53,716,831,1544,405,186,592,10,10,13,34,52,83,179,560,740,12,30,40,643,835,1477,16371,16605,32979,676,875,1554,1706,2566,4271,531,2006,2539,9939,8247,18179,29225,30300,59519
12503,380,180,742,916,127,83,205,1978,1963,3941,829,537,1371,44,15,59,104,117,222,176,772,948,84,51,134,1238,1495,2733,598,261,856,12,9,19,64,112,178,405,1292,1692,46,62,103,1122,1734,2852,32143,31144,63285,2300,2774,5067,4196,5802,10001,1218,4998,6212,25617,19060,44678,65469,63769,129241
12504,392,125,622,745,110,87,197,1589,1862,3455,750,508,1258,30,28,54,88,147,236,158,668,834,51,49,104,1073,1406,2482,566,257,826,15,13,30,56,74,133,295,1101,1394,28,48,69,958,1489,2452,33651,32927,66582,1419,1758,3180,3374,4984,8361,895,3954,4847,22970,17291,40258,62314,60914,123226
12601,140,48,203,254,27,30,60,728,823,1547,402,315,722,6,3,17,25,63,88,57,260,316,18,25,47,509,668,1180,326,178,505,11,8,14,22,28,53,128,489,615,14,8,24,498,714,1209,13063,13296,26358,361,498,858,794,1527,2322,362,1452,1813,6706,6345,13050,21287,23104,44393
12602,456,120,582,703,133,164,302,1828,2091,3917,943,652,1591,41,39,82,92,168,264,169,829,998,81,110,189,1334,1792,3126,846,410,1262,29,17,39,64,152,223,441,1691,2135,79,189,268,1465,2461,3920,31057,31322,62382,1214,1476,2686,3311,5298,8616,1021,4503,5522,22874,21139,44011,59476,63745,123220
12701,201,112,440,546,34,24,59,1216,1187,2402,513,257,772,22,13,33,33,41,74,119,475,592,14,16,30,702,807,1502,299,97,394,9,7,18,22,40,64,189,488,683,14,11,23,535,643,1179,28401,28542,56937,1729,2300,4022,2801,4244,7046,793,3065,3861,19398,17163,36563,53112,55312,108424
12702,472,218,1092,1310,115,118,238,2681,2829,5514,1304,755,2066,62,39,103,111,116,233,282,1259,1536,63,78,141,1822,2252,4079,981,392,1373,38,24,60,62,98,159,477,1879,2350,53,60,106,1603,2452,4051,37521,37538,75061,2779,3441,6222,6008,8292,14299,1624,7729,9358,30374,25287,55665,78318,82287,160601
12703,309,159,614,775,58,39,92,1400,1570,2972,630,339,969,35,22,57,82,101,183,132,614,746,30,27,55,907,1100,2007,439,206,643,17,7,24,41,55,95,223,912,1137,19,44,62,730,1228,1966,26692,26659,53355,1808,2212,4018,3294,4764,8062,937,3959,4895,19713,16372,36085,52446,53965,106411
12801,572,158,652,809,83,63,146,2018,2460,4478,1035,760,1791,23,23,43,104,188,297,199,761,956,53,39,89,1416,1762,3180,897,499,1391,26,9,37,68,163,235,451,1684,2134,34,53,92,1478,2413,3890,24171,24355,48531,1182,1337,2527,3389,5170,8562,1147,4293,5437,16874,15288,32157,46768,50448,97216
12802,445,140,547,690,58,36,90,1828,2000,3828,751,554,1309,21,14,31,78,119,202,167,584,749,35,34,67,1055,1299,2350,555,303,854,13,5,21,41,84,127,333,1122,1460,29,55,82,972,1575,2542,24464,24590,49056,946,1194,2138,2488,4082,6570,983,3342,4326,14671,13218,27892,43558,46424,89982
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,54,13,6,17,9,7,17,120,66,191,28,10,41,0,0,0,15,8,25,6,16,17,3,3,9,48,39,86,6,0,10,0,0,0,4,5,3,9,23,31,0,3,6,19,32,49,1134,982,2118,554,309,863,790,647,1431,89,141,230,3174,2300,5471,5734,4381,10112
20101,520,192,690,877,93,89,183,1844,2202,4054,778,524,1301,25,16,40,124,159,277,224,751,973,60,67,125,1205,1518,2721,563,329,891,15,10,23,49,93,141,365,1351,1716,33,69,110,1030,1851,2878,20010,20148,40160,1500,2014,3517,3474,5406,8879,1201,4253,5455,18553,17737,36293,44734,49562,94299
20102,184,59,146,204,63,31,95,690,640,1331,241,151,391,16,4,22,41,43,84,60,157,212,18,11,34,377,372,746,131,62,192,3,3,7,24,26,48,101,305,409,20,18,27,274,414,689,6209,6099,12313,442,386,835,1344,1528,2881,376,992,1370,4521,4016,8534,12896,13035,25926
20103,189,105,198,298,65,31,94,756,698,1452,281,161,438,15,4,22,54,45,97,91,217,310,28,13,41,467,435,913,149,73,221,13,0,13,21,28,49,126,317,439,13,19,32,322,433,750,5056,4898,9956,519,450,970,1348,1373,2723,506,1216,1725,4057,3206,7261,11485,11142,22630
20201,453,184,526,705,86,94,174,1703,1953,3661,832,611,1444,25,24,49,98,150,248,195,662,854,51,51,108,1203,1498,2700,612,329,944,8,15,28,51,96,149,365,1221,1589,39,68,106,1081,1728,2812,17933,18005,35935,1393,1765,3158,3193,5021,8219,1175,3779,4949,15798,15587,31383,39492,44151,83646
20202,442,109,297,416,72,71,145,1214,1205,2416,482,322,805,25,4,27,96,111,205,103,279,390,48,34,84,749,761,1505,280,136,416,11,7,19,31,59,97,190,556,745,38,28,68,547,792,1340,10603,10357,20967,741,745,1486,2180,2660,4845,679,1722,2400,7438,6671,14107,21639,22157,43799
20203,66,32,70,96,29,4,33,298,265,561,105,77,179,7,4,8,23,9,28,28,83,109,10,3,10,169,169,345,68,38,107,5,0,8,5,9,15,63,168,232,7,6,11,145,216,371,2510,2512,5025,233,172,404,574,481,1057,192,517,712,1673,1391,3063,5186,5074,10254
20301,62,31,62,98,11,0,22,331,272,606,133,90,220,4,0,4,14,6,16,17,74,92,0,4,4,163,175,343,65,34,104,0,0,0,5,9,15,38,146,179,4,5,9,112,195,307,4751,4730,9482,274,250,525,612,679,1292,187,484,672,2965,2642,5604,8790,8785,17578
20302,936,320,1168,1490,150,137,292,3240,3892,7134,1572,1144,2713,45,33,78,194,288,486,344,1400,1748,81,82,164,2235,2951,5189,1090,565,1651,39,22,60,92,169,257,716,2487,3205,73,90,155,2013,3327,5340,38027,37723,75747,2572,3189,5763,6232,9413,15646,2154,7725,9885,35452,32397,67858,84444,90450,174895
20303,472,184,470,660,54,63,118,2024,2160,4181,875,591,1468,24,15,38,74,131,205,174,509,685,30,37,74,1174,1297,2469,559,298,859,13,11,22,43,62,110,282,977,1257,23,31,55,922,1380,2302,20393,20451,40844,1018,1238,2253,2645,4095,6738,1018,2986,4004,11290,11084,22377,36359,39860,76217
20401,394,132,375,505,68,52,125,1455,1388,2842,565,348,913,24,14,34,94,98,191,142,376,523,36,25,63,864,862,1724,338,155,497,14,7,17,43,48,92,218,747,967,27,21,46,638,980,1622,11617,11505,23126,1008,965,1974,2715,2869,5578,863,2347,3209,8902,7597,16499,25103,25285,50389
20402,276,111,361,476,72,38,108,1156,1251,2403,543,353,899,17,15,40,80,87,162,125,396,525,30,37,69,802,889,1689,370,204,568,7,3,14,38,48,85,195,709,904,25,30,63,636,992,1632,9585,9595,19174,669,831,1503,1961,2387,4347,698,2222,2924,6528,6023,12559,19449,21055,40503
20403,362,138,445,581,61,55,121,1403,1538,2945,599,416,1010,15,15,33,96,117,210,130,454,590,44,36,72,884,1036,1917,388,199,593,7,8,20,39,52,87,213,787,995,25,28,51,673,1077,1745,14637,14663,29305,971,1196,2166,2872,3521,6392,832,2722,3558,11175,9784,20959,30494,31891,62386
20501,262,97,309,404,50,21,64,1152,1221,2377,571,331,897,21,6,29,63,66,128,111,366,471,24,16,40,789,785,1577,295,138,434,10,8,19,26,44,74,191,606,794,15,18,33,537,817,1359,11518,11559,23077,745,857,1598,1868,2549,4412,645,2019,2656,7715,7327,15037,22491,24301,46790
20502,384,158,367,530,82,27,107,1565,1479,3042,626,404,1029,22,6,26,112,80,196,114,415,533,32,24,54,903,929,1835,352,184,540,19,4,20,47,40,87,211,635,838,20,13,31,644,875,1518,10055,10015,20067,822,822,1648,2250,2458,4707,798,2283,3073,6370,5650,12025,20296,21233,41521
20503,527,158,473,631,70,59,127,1866,1918,3782,791,500,1296,33,15,52,104,110,212,182,511,694,37,28,68,1152,1170,2320,449,212,666,20,13,31,61,65,126,301,905,1210,26,15,41,858,1215,2074,14840,14746,29586,1093,1134,2225,3093,3827,6918,1038,2953,3993,9108,8384,17488,29166,31044,60212
20504,401,171,491,666,77,32,107,1446,1529,2982,629,416,1049,37,21,54,92,92,181,143,592,735,38,17,61,934,1139,2073,389,186,578,13,12,23,55,41,91,269,923,1194,30,32,61,754,1192,1948,13244,13348,26593,1260,1447,2706,3001,3789,6795,990,3328,4322,12192,10905,23097,30688,32821,63505
20505,224,92,313,414,44,29,73,912,955,1862,389,241,626,21,9,23,56,51,104,75,348,424,35,17,50,575,658,1237,217,123,338,10,5,13,30,32,64,142,449,595,16,9,28,417,620,1036,8978,8725,17704,695,737,1435,1788,2053,3841,607,1801,2405,6874,5533,12403,18941,18850,37785
20601,246,66,327,398,106,82,185,862,1006,1864,463,352,813,9,6,17,46,89,135,105,518,626,56,41,96,680,1010,1691,420,164,588,9,8,23,28,50,78,221,862,1085,37,47,84,726,1130,1854,12613,12614,25225,753,913,1676,2103,2917,5020,586,2405,2990,21208,22141,43344,37258,40992,78253
20602,183,61,217,281,55,64,118,565,667,1231,283,196,477,11,12,23,49,52,98,67,351,415,36,30,66,447,631,1079,258,120,377,13,9,23,17,43,67,148,520,668,29,21,55,470,720,1182,7829,7901,15729,476,575,1055,1295,1804,3092,397,1451,1845,11235,12291,23528,21222,24027,45248
20603,224,61,269,330,90,80,170,759,857,1618,316,251,569,19,13,30,42,77,116,62,328,386,50,42,98,485,715,1201,289,140,427,7,4,12,22,52,78,158,713,870,31,46,77,512,949,1461,12062,12129,24192,778,919,1699,1832,2679,4516,476,1947,2425,12773,12735,25505,27931,30411,58337
20604,326,43,249,296,113,86,198,960,952,1911,370,213,584,22,10,30,77,83,155,59,264,326,62,67,131,597,636,1232,212,102,312,6,0,6,52,57,114,119,496,615,67,73,141,464,726,1188,17693,17431,35120,1506,1477,2982,3628,4658,8287,479,1813,2292,45940,44879,90824,69249,70258,139506
20605,545,87,314,397,220,117,334,1300,1325,2626,441,284,722,27,24,47,104,136,238,74,384,463,111,64,178,755,889,1646,292,134,427,7,9,15,51,107,160,165,569,735,78,50,129,597,876,1468,13980,13928,27907,1222,1237,2457,3860,5204,9064,588,2084,2674,24177,24047,48224,43821,46509,90328
20606,299,62,283,341,83,97,181,909,1107,2021,430,313,750,12,18,28,63,125,192,85,330,416,60,45,104,654,840,1491,336,146,481,4,3,4,43,80,127,140,589,738,32,56,88,562,875,1438,8754,8838,17589,546,669,1213,1733,2692,4425,431,1672,2101,15449,16223,31673,26907,30098,57008
20607,400,78,281,358,139,115,254,900,1081,1982,302,220,520,23,21,38,64,117,177,66,286,350,97,87,177,542,728,1267,267,117,384,10,12,16,39,75,113,115,533,652,57,62,118,487,801,1288,10859,10730,21589,878,1018,1901,2579,3625,6201,500,1815,2310,24798,24576,49373,39611,41763,81376
20701,621,166,737,899,172,280,447,2595,3151,5747,1300,943,2244,35,22,59,123,214,338,193,961,1149,101,189,293,1748,2330,4080,1095,538,1634,24,10,34,67,189,259,533,2124,2660,105,279,377,1820,3143,4961,34560,35731,70289,1160,1513,2676,3027,5524,8552,1298,5204,6497,26689,26268,52954,66732,74237,140967
20702,312,162,684,851,44,52,95,2020,2475,4491,1454,1001,2453,29,22,52,73,115,192,213,944,1155,30,45,75,1799,2124,3924,1092,504,1599,14,17,30,37,99,132,453,1532,1983,18,39,59,1615,2192,3807,22869,23495,46361,820,1069,1885,1945,3406,5350,1066,4235,5300,12662,11113,23772,39357,43313,82669
20703,405,135,487,619,71,104,177,1490,1873,3362,893,676,1571,25,28,56,82,170,244,161,765,934,37,89,124,1201,1724,2931,821,438,1252,20,14,33,44,134,181,390,1493,1885,46,108,153,1325,2181,3502,21739,22085,43824,858,1133,1991,2279,4091,6372,966,3712,4676,17787,16360,34153,43629,47385,91012
20801,537,128,551,679,90,106,200,1885,2290,4174,889,602,1492,28,19,43,91,191,281,169,660,823,32,83,116,1216,1547,2760,707,367,1072,15,14,33,72,170,240,357,1549,1906,76,101,173,1225,2201,3422,21868,22159,44026,862,1193,2058,2627,4406,7034,932,3736,4672,13110,12733,25846,39406,44233,83632
20802,616,139,654,796,147,163,315,1931,2368,4295,940,665,1601,27,25,48,101,261,360,189,877,1065,104,111,215,1362,1932,3296,874,451,1323,17,16,37,88,172,265,435,1943,2386,72,112,184,1481,2706,4193,30383,30615,60996,1315,1721,3036,3641,5942,9584,1153,4835,5992,25406,24201,49606,61892,67323,129212
20803,701,156,650,805,107,105,206,1814,2279,4090,897,624,1525,24,28,50,140,212,344,198,754,951,59,89,151,1323,1699,3024,679,348,1029,15,13,26,100,164,263,386,1565,1949,51,78,129,1235,2172,3404,23760,23911,47668,1321,1782,3099,3745,5969,9718,1166,4321,5486,17755,17229,34983,47749,53209,100957
20804,166,44,199,242,59,69,130,658,764,1421,373,249,624,11,3,13,22,57,84,59,285,342,32,40,71,502,638,1138,285,147,435,12,9,9,15,55,70,136,576,712,25,54,79,467,834,1307,8226,8346,16567,279,426,706,873,1516,2383,376,1449,1824,7132,7071,14198,16881,18805,35686
20901,536,162,609,770,105,106,201,2121,2406,4529,986,705,1698,11,27,38,100,187,284,213,794,1006,54,77,132,1363,1792,3152,754,428,1181,18,12,27,59,123,177,409,1512,1914,43,48,95,1279,2121,3400,25122,25294,50422,1257,1551,2811,3149,5023,8175,1189,4238,5425,19238,17741,36975,49949,53856,103806
20902,293,130,530,660,99,71,171,1171,1518,2692,724,482,1198,30,20,44,64,109,174,159,667,834,52,48,100,1032,1327,2358,627,266,893,17,10,20,46,60,108,343,1314,1649,40,43,83,1070,1691,2765,15857,15760,31612,1154,1238,2387,2488,3473,5968,923,3579,4506,19040,17453,36494,39461,41500,80966
20903,225,75,213,285,28,28,56,1006,1003,2010,404,236,639,9,11,19,27,60,87,78,200,279,10,8,21,530,513,1036,206,106,312,0,0,0,21,26,47,121,396,518,8,10,22,352,549,906,14887,14955,29841,585,678,1259,1589,2347,3941,505,1405,1910,9387,8339,17725,26953,27720,54668
20904,489,258,1005,1265,80,65,142,2727,2967,5699,1280,787,2069,32,17,48,103,130,235,276,1153,1424,33,21,48,1729,2102,3831,820,398,1220,20,15,38,54,71,125,436,1559,1991,35,27,60,1366,2070,3439,50818,50919,101741,2879,3674,6549,5670,8711,14378,1678,6621,8296,36158,30599,66766,97198,100524,197728
21001,166,95,467,554,33,36,71,1202,1477,2684,758,527,1283,16,9,33,40,71,111,135,564,698,24,20,41,979,1187,2163,556,213,770,14,5,22,16,43,60,265,943,1207,22,17,39,872,1229,2104,13128,13171,26300,620,818,1440,1435,2192,3626,660,2715,3376,8758,7566,16328,24603,26469,51071
21002,112,45,142,186,24,18,41,572,534,1106,225,128,351,17,0,16,23,20,45,43,126,168,10,7,18,313,280,596,98,52,145,0,0,3,14,21,31,67,170,234,4,3,8,176,241,418,7143,7161,14307,353,389,738,873,1178,2050,275,773,1049,4212,3740,7951,12854,13235,26094
21003,194,84,409,494,69,56,121,826,1102,1932,548,439,990,17,14,28,37,87,131,122,712,835,34,31,68,771,1285,2048,617,298,913,20,14,29,25,73,95,359,1345,1697,41,27,69,1054,1752,2805,14899,14790,29689,872,1092,1965,1938,2736,4677,768,3275,4044,13846,11573,25415,32326,33472,65794
21004,145,58,192,248,23,16,42,525,604,1130,222,144,364,10,11,23,30,38,70,40,196,231,11,7,14,312,392,702,158,87,244,3,0,8,7,22,33,85,299,383,12,12,27,266,425,689,8526,8568,17092,575,687,1260,1280,1958,3231,317,1213,1526,6950,6325,13274,17644,18747,36390
21005,359,170,778,950,65,45,108,1841,1973,3815,807,391,1202,34,21,56,62,78,144,163,719,881,22,32,55,1095,1243,2334,415,175,589,12,10,22,33,41,70,258,829,1083,19,14,34,732,1065,1797,40892,40830,81723,2415,3183,5599,4201,6010,10208,1152,4844,5996,29495,23853,53347,78148,78725,156874
21101,629,207,832,1047,72,64,129,2360,2799,5159,1231,814,2046,31,28,60,131,220,352,250,941,1197,46,49,89,1694,2053,3747,734,399,1130,23,21,46,79,121,203,453,1621,2073,37,47,85,1336,2203,3539,33659,33903,67556,1600,2101,3700,3938,6487,10424,1443,5232,6672,23267,20403,43669,63897,68131,132024
21102,82,46,127,174,5,15,18,490,533,1020,253,180,428,10,6,11,20,32,52,38,176,215,6,7,14,326,395,718,202,94,293,3,0,3,12,20,32,93,316,411,6,7,6,313,437,749,6368,6406,12781,181,227,412,508,758,1264,253,857,1107,3383,3013,6400,10700,11266,21966
21103,566,137,584,722,58,71,133,1733,2156,3892,813,593,1402,25,23,46,101,202,300,154,668,818,38,42,79,1131,1523,2649,599,322,922,9,5,17,66,134,203,351,1321,1668,23,41,63,1050,1825,2874,23028,23196,46220,1190,1577,2766,3074,5237,8310,980,3856,4833,16441,15090,31531,44710,48953,93662
21104,252,82,384,469,41,69,110,1059,1406,2460,638,454,1087,11,8,21,50,111,164,114,489,603,25,32,60,832,1098,1935,469,237,700,8,10,18,42,79,117,220,865,1079,19,51,64,755,1225,1983,13814,14123,27939,485,632,1121,1362,2381,3750,592,2356,2952,8603,7640,16239,24865,27136,52005
21105,713,226,682,916,119,70,188,2636,2719,5355,1041,652,1697,35,35,69,148,197,343,210,750,953,46,37,89,1473,1675,3147,634,332,967,17,14,30,75,96,176,326,1106,1432,30,39,73,1081,1587,2672,30959,31000,61959,1751,2185,3932,4649,6868,11515,1336,4265,5604,23042,20297,43341,61731,64620,126350
21201,340,127,477,600,52,40,91,1376,1520,2898,599,381,976,20,19,36,75,76,148,120,418,534,28,28,56,835,916,1747,344,164,507,10,0,10,30,61,89,200,664,861,14,9,26,595,897,1493,22460,22570,45022,1337,1717,3055,3066,4551,7622,794,2708,3498,16968,15381,32342,44623,46920,91543
21202,437,155,608,757,50,33,83,1651,1874,3525,836,529,1365,25,21,49,74,116,194,184,670,851,22,26,46,1140,1359,2506,559,287,851,13,16,26,26,79,106,286,1118,1403,14,33,45,899,1533,2428,29183,28734,57920,1442,1860,3302,3209,4932,8139,1062,3967,5030,19611,16461,36074,54509,55951,110454
21203,425,175,647,823,59,35,87,1750,1833,3584,634,424,1062,28,18,47,79,123,208,158,588,753,28,20,41,922,1177,2104,406,221,618,10,8,20,35,56,97,193,810,1003,18,17,44,668,1115,1779,45761,45539,91296,2175,2910,5084,4630,6715,11345,1139,4517,5657,31151,27204,58351,84852,86890,171741
21204,704,278,1118,1398,132,98,229,2872,3228,6097,1397,889,2282,64,43,106,190,202,393,321,1174,1495,83,63,149,2057,2362,4422,1026,474,1498,34,28,62,103,144,245,524,1964,2487,51,47,98,1737,2660,4396,39635,38371,78011,2505,2765,5275,5691,7820,13508,1756,7248,9003,31613,23350,54967,81205,79555,160760
21205,508,233,1032,1261,121,105,216,2949,3498,6446,1856,1385,3242,57,40,97,136,200,329,317,1311,1636,70,82,151,2436,3015,5447,1548,772,2321,36,18,53,71,146,216,712,2530,3236,66,99,163,2433,3560,5990,38947,39714,78666,1394,1750,3144,3371,5505,8876,1698,6600,8295,31054,24402,55461,76463,77977,154433
21301,478,229,1020,1251,117,59,179,2577,2761,5339,1153,671,1820,65,35,99,110,108,213,301,1086,1389,59,41,100,1684,1934,3620,736,361,1101,33,13,43,56,75,128,428,1603,2034,28,39,65,1280,2096,3377,35971,35442,71414,2590,3157,5740,5511,7611,13117,1638,6459,8097,30865,24490,55356,76569,77154,153723
21302,312,99,490,590,73,62,131,1149,1386,2533,590,385,978,26,18,39,56,86,141,131,544,671,41,36,70,839,1064,1906,442,243,686,5,4,14,36,76,113,258,932,1188,33,28,61,778,1286,2064,16466,16544,33019,980,1223,2197,2556,3458,6020,764,3012,3778,13139,12255,25394,33906,36501,70407
21303,224,48,255,303,84,54,135,684,777,1462,324,218,545,21,10,27,46,74,124,70,354,422,53,41,91,515,699,1217,248,110,363,8,6,17,31,47,75,182,643,823,28,42,70,500,846,1348,13440,13156,26593,1005,1184,2193,2386,3277,5661,519,2063,2585,18421,16488,34909,35770,36173,71946
21304,425,173,654,827,64,36,100,1706,1763,3475,636,333,962,24,19,45,81,103,184,151,552,706,18,16,36,910,1023,1938,308,167,471,7,9,19,34,74,108,210,718,927,15,24,46,578,988,1565,38063,37761,75827,2378,3056,5427,4447,6511,10963,1130,4062,5201,28496,24889,53388,74520,76287,150806
21305,441,194,733,932,57,63,120,1838,2012,3848,721,430,1151,33,19,54,75,118,194,196,673,868,35,26,64,1062,1268,2332,363,193,561,12,0,18,28,49,82,249,960,1211,15,20,35,677,1223,1904,60723,60606,121329,2978,3750,6722,5484,7983,13475,1332,5350,6684,40889,32774,73662,111404,110460,221868
21401,789,197,631,828,118,72,190,2003,2379,4382,824,541,1364,51,30,77,139,232,369,206,748,953,51,38,92,1271,1585,2855,552,331,886,19,12,36,86,171,258,413,1333,1744,33,56,94,1106,1913,3017,23309,23424,46736,2011,2428,4438,5009,7551,12558,1337,4323,5663,23153,20885,44048,54823,58620,113444
21402,1296,397,1162,1562,123,152,266,4458,5104,9562,2112,1439,3552,67,58,121,257,364,625,398,1396,1797,86,89,183,2924,3348,6271,1551,817,2366,52,26,81,147,201,348,748,2340,3086,54,88,147,2561,3467,6029,35217,35199,70415,2187,2497,4682,5972,9054,15029,2244,7110,9361,21890,20056,41946,67516,73922,141435
21501,279,138,451,593,102,47,153,1364,1470,2837,623,419,1040,17,11,27,66,69,134,142,530,672,58,38,97,909,1067,1972,447,244,692,12,0,12,26,33,58,295,961,1258,54,41,95,836,1287,2123,12048,11707,23754,933,902,1836,2206,2423,4630,911,2878,3786,9165,7293,16458,25265,25200,50466
21502,256,93,324,420,62,17,81,1017,976,1995,445,322,766,14,3,23,66,62,127,99,440,541,29,30,55,657,851,1513,314,154,477,6,7,11,24,42,68,200,736,931,26,16,42,568,956,1526,10451,10382,20832,847,986,1832,1935,2391,4323,658,2298,2962,8769,7701,16472,22661,23768,46427
21503,162,70,283,354,52,17,74,784,851,1638,405,269,674,14,13,26,57,53,107,105,345,449,31,12,43,608,688,1302,262,136,404,8,9,14,17,24,38,182,618,796,27,15,43,493,797,1297,7838,7588,15429,595,572,1170,1397,1366,2756,548,1806,2352,5530,4410,9938,15907,15746,31652
21601,216,103,257,356,61,24,85,935,947,1881,422,306,730,23,9,31,55,62,114,117,292,408,31,17,48,643,686,1331,263,146,410,6,8,10,43,34,72,190,570,753,18,14,29,507,765,1276,7625,7646,15262,615,693,1309,1493,1726,3217,612,1703,2311,5464,4674,10135,15809,16442,32243
21602,208,87,208,303,35,13,55,841,774,1616,372,222,593,16,16,27,52,49,100,83,273,352,30,9,44,554,568,1124,233,137,371,10,0,10,34,16,52,138,442,581,23,16,33,441,614,1050,6143,6141,12284,533,507,1033,1222,1346,2573,505,1382,1888,4232,3468,7695,12635,12834,25470
21603,293,131,367,498,63,34,99,1211,1268,2478,572,403,979,20,6,29,67,82,146,128,436,563,40,24,63,825,946,1774,378,181,556,14,0,17,32,61,89,204,737,940,22,25,47,645,1001,1648,12982,12731,25710,1000,1128,2131,2193,2814,5005,769,2458,3230,10096,8860,18952,27035,27985,55021
21701,214,94,286,381,65,27,88,845,885,1730,356,247,600,9,6,12,71,46,116,101,301,399,23,17,40,547,618,1169,236,119,361,8,6,10,25,28,48,142,584,723,23,11,37,429,751,1184,7318,7324,14638,533,564,1095,1431,1648,3077,538,1786,2328,5353,4381,9728,15173,15704,30877
21703,214,69,248,313,61,41,104,873,881,1755,344,262,609,14,6,22,48,42,86,111,320,428,39,29,70,547,667,1212,253,113,374,3,5,11,20,29,47,148,549,692,26,16,47,450,721,1171,7492,7405,14898,519,578,1098,1443,1633,3075,520,1662,2184,6015,4828,10845,15994,16111,32101
21704,236,81,335,422,52,37,87,976,1088,2066,425,318,746,10,6,12,43,63,109,92,343,438,33,24,59,597,761,1366,306,157,461,8,8,10,15,44,61,183,683,861,22,28,46,530,915,1445,10266,10298,20564,678,786,1461,1556,2254,3808,582,2054,2640,7626,7196,14819,20705,22580,43291
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14,13,0,13,6,0,6,0,0,0,8,0,8,36,6,38
29999,36,7,11,19,8,3,9,70,42,120,5,3,11,0,0,0,5,0,5,6,8,14,0,0,0,20,14,34,9,5,9,0,4,4,4,0,7,4,10,13,0,0,0,15,19,29,963,676,1642,416,246,658,581,425,1005,56,103,165,2551,1924,4474,4576,3373,7946
30101,337,100,338,442,32,34,68,1136,1216,2351,458,296,757,16,14,30,65,115,177,119,369,485,15,16,37,666,814,1479,285,127,404,0,4,6,33,63,94,185,648,833,11,12,20,515,845,1362,14738,14880,29610,807,1074,1878,2328,3480,5811,680,2237,2917,10400,9088,19491,28957,30752,59707
