SA3_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
12303,0,0,3,0,0,9,26,5,3,4,0,43,267,69,65,18,8,425,1527,786,733,228,105,3383,1432,1015,1441,932,534,5362,47,20,18,15,3,102,3305,1902,2266,1199,652,9322,0,0,0,0,0,0,4,0,0,0,0,8,107,9,6,4,0,118,48,4,8,0,4,64,8,0,3,4,4,17,0,0,0,0,0,0,163,13,13,3,4,208,0,0,0,0,0,0,6,0,0,0,0,6,35,10,5,0,0,51,4,0,0,4,0,6,3,3,0,0,0,4,4,0,0,0,0,4,51,15,6,3,0,76,0,0,0,0,0,0,9,6,0,0,0,11,6,0,4,0,0,8,5,4,6,0,0,17,0,0,0,4,0,8,3,0,0,0,0,3,19,12,11,3,0,51,4,0,0,0,0,4,3548,1944,2295,1213,657,9660,3,0,0,0,0,8,40,7,10,5,7,68,235,87,50,29,7,413,1439,739
12401,3,0,0,0,0,4,111,18,9,0,4,139,1149,305,147,35,7,1646,4264,2002,1759,451,131,8601,2753,1757,2232,1291,651,8680,72,21,19,13,4,131,8355,4111,4161,1788,798,19209,0,0,0,0,0,0,6,0,0,0,0,8,137,17,3,0,0,157,206,63,31,9,0,309,57,26,21,13,4,123,3,3,0,0,0,4,415,106,56,20,6,603,0,0,0,0,0,0,22,0,0,0,0,25,47,10,4,0,0,59,31,19,7,0,3,64,0,4,0,0,0,11,3,0,0,0,0,3,109,34,15,0,3,159,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,6,0,21,6,0,0,0,0,5,8895,4260,4236,1812,808,20001,7,0,0,0,0,11,84,17,8,0,3,124,1123,269,136,28,8,1559,4310,1868
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,3,8,0,4,0,22,55,12,15,10,0,80,411,125,56,23,5,619,5557,3216,2990,912,358,13026,3496,2798,4087,2456,1410,14241,119,42,41,13,18,236,9643,6199,7186,3415,1793,28233,0,0,0,0,0,0,21,6,0,0,0,29,252,69,14,0,0,340,948,639,394,130,50,2159,84,64,88,60,48,340,24,3,7,5,0,34,1327,781,500,193,102,2902,0,0,3,0,0,4,48,15,0,0,0,59,564,215,77,13,7,884,177,111,65,22,5,380,65,50,56,38,13,225,16,8,5,0,0,27,865,396,206,76,30,1573,0,0,0,0,0,0,12,5,0,0,0,19,19,4,0,3,0,31,12,9,0,0,0,23,6,0,0,3,0,9,0,0,0,0,0,3,50,19,8,3,4,85,16,0,5,0,0,24,11902,7398,7895,3691,1928,32818,4,3,3,0,3,13,55,18,11,10,6,99,395,151,73,19,10,653,5437,3208
12404,5,6,0,0,0,7,20,6,0,3,0,33,227,79,32,11,5,359,1514,964,791,309,117,3702,799,698,940,592,427,3452,31,17,8,6,3,59,2594,1766,1781,922,554,7611,0,0,0,0,0,0,8,4,0,0,0,12,167,45,14,0,0,226,325,182,106,28,10,645,21,12,10,12,6,59,4,0,0,0,0,7,521,244,132,39,21,952,4,0,0,0,0,4,11,5,0,0,0,14,109,28,12,4,0,147,49,28,12,8,0,95,7,6,3,0,0,14,5,0,0,0,0,5,174,63,26,10,0,278,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,3,3,0,3,11,0,0,0,0,0,7,0,0,0,0,0,0,11,9,8,3,3,29,0,0,0,0,0,3,3295,2077,1953,981,577,8881,0,0,4,0,0,3,15,4,5,8,3,33,208,58,39,9,6,316,1499,923
12405,9,4,0,0,3,10,23,11,7,5,4,48,243,85,38,19,0,374,2501,1756,1641,579,250,6731,941,968,1294,895,622,4721,64,19,24,17,25,150,3774,2842,2998,1520,902,12037,3,0,0,0,0,3,3,3,0,0,0,14,81,31,11,0,0,125,303,204,163,55,29,758,18,40,38,22,21,150,3,0,4,0,7,16,425,276,216,84,62,1056,4,0,0,0,0,4,7,0,0,0,0,10,139,55,23,13,0,220,43,20,24,15,5,101,5,8,13,9,8,49,8,0,3,0,0,15,206,83,62,30,21,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,4403,3199,3277,1635,983,13502,3,0,0,0,3,7,24,9,10,5,0,45,251,86,40,16,3,399,2413,1647
12501,5,0,8,5,5,31,32,9,13,0,8,60,475,290,223,95,42,1126,1175,1047,1235,613,464,4530,478,648,892,619,733,3361,52,28,46,28,49,204,2205,2023,2417,1367,1302,9312,0,0,0,4,0,4,16,3,0,0,0,20,196,151,86,32,9,476,286,330,359,149,107,1232,65,84,112,66,52,384,11,6,4,3,4,24,574,571,568,249,174,2136,25,12,10,0,0,51,263,52,5,0,0,325,1647,1134,867,301,108,4055,301,310,335,166,127,1230,4,17,28,17,8,70,31,31,27,15,24,126,2273,1562,1264,495,273,5864,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,13,0,0,0,0,0,3,3,0,0,5,5,12,0,0,0,0,0,0,11,3,3,5,3,30,3,6,0,3,3,18,5069,4162,4248,2120,1759,17354,5,3,5,0,8,21,42,25,9,7,9,92,428,243,203,97,41,1013,968,863
12502,3,0,0,0,0,10,21,12,6,10,0,43,468,153,111,24,11,757,2003,1306,1356,396,126,5177,1350,1091,1668,959,536,5605,43,19,15,11,3,95,3885,2579,3154,1393,676,11690,0,0,0,0,0,4,19,0,0,0,0,24,210,75,41,6,4,334,542,514,512,156,42,1766,85,110,166,67,43,478,7,4,5,5,0,14,866,702,721,234,90,2624,4,4,0,0,0,8,32,6,3,0,0,39,393,171,83,6,5,654,159,137,146,25,25,492,13,20,17,6,0,63,7,5,0,0,0,16,610,334,245,43,31,1270,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,0,0,19,12,13,17,3,0,48,5394,3638,4147,1675,796,15643,3,0,0,0,0,8,21,7,11,7,0,51,362,142,104,25,9,641,1685,1187
12503,15,12,4,8,11,47,64,26,19,6,6,123,1245,549,388,159,108,2447,4215,2965,2938,1610,1166,12899,1548,1476,2192,1546,1783,8548,153,66,67,73,67,431,7237,5102,5615,3405,3126,24492,3,3,0,0,4,11,49,0,0,0,4,54,411,202,137,31,16,791,534,501,483,226,154,1894,140,143,243,181,202,907,19,17,10,13,9,62,1150,866,873,447,381,3719,7,9,8,0,0,29,183,31,8,0,0,228,1596,983,571,199,78,3426,171,188,175,93,81,712,10,7,9,17,11,52,37,22,21,12,5,98,2008,1239,788,322,174,4539,0,0,0,0,0,0,7,0,0,0,0,3,17,17,9,3,0,42,7,8,10,6,9,37,0,0,0,0,4,8,0,0,0,0,0,3,24,25,18,12,17,97,15,11,8,0,0,39,10443,7238,7314,4197,3700,32885,3,5,7,4,10,32,67,12,19,0,21,125,967,501,368,163,103,2108,3523,2631
12504,9,0,0,0,3,13,55,15,7,3,3,86,691,272,180,45,20,1204,3205,2030,2076,721,282,8313,1582,1356,1907,1138,696,6673,83,27,25,21,13,177,5624,3702,4196,1924,1019,16463,4,0,0,4,0,4,51,11,5,0,0,72,563,337,208,27,13,1146,674,645,542,182,84,2130,52,77,129,65,64,386,16,6,6,5,3,40,1363,1077,893,280,166,3784,51,14,10,5,0,81,409,102,28,3,0,540,3940,2714,1553,377,119,8700,565,469,425,159,98,1713,18,11,14,12,9,62,70,52,30,12,6,167,5048,3353,2062,573,242,11275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,0,0,0,5,8,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0,5,15,3,0,4,4,0,18,12046,8140,7155,2788,1430,31555,5,3,8,3,0,13,39,15,10,0,5,72,505,219,167,53,24,965,2686,1726
12601,3,5,4,4,0,15,14,3,0,3,5,24,237,92,42,10,0,386,1380,793,935,207,57,3382,1398,1103,1769,995,368,5638,22,3,5,3,3,41,3052,2007,2761,1216,436,9473,0,0,0,0,0,4,8,0,0,0,0,8,56,23,8,3,0,94,210,140,139,25,5,523,32,41,44,21,4,144,0,0,0,0,0,3,308,200,201,53,13,777,5,5,0,0,0,13,45,6,0,0,0,53,473,269,147,19,3,909,112,109,107,26,4,364,0,8,0,0,6,16,5,0,5,0,0,10,648,394,259,45,12,1361,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,10,0,0,0,3,0,4,4019,2600,3217,1324,469,11628,0,0,0,0,0,3,16,4,4,4,5,30,182,64,46,5,7,309,1151,723
12602,8,5,4,3,7,17,51,11,0,3,3,65,852,351,217,39,13,1473,3197,1979,2300,628,155,8268,1967,1829,2988,1721,802,9305,66,40,19,14,9,145,6135,4206,5536,2411,991,19281,7,0,0,0,0,5,61,3,0,0,0,63,731,324,157,19,3,1242,865,683,580,138,37,2305,115,123,157,77,35,504,12,5,5,0,0,25,1790,1140,894,244,78,4150,31,3,7,0,0,42,704,105,15,0,0,834,2867,1384,605,117,21,4993,322,233,217,62,16,850,10,8,8,8,4,47,46,11,11,3,4,69,3992,1739,864,189,45,6834,0,0,0,0,0,0,8,0,0,0,0,8,8,4,3,0,0,20,12,5,8,0,0,20,0,0,4,0,0,5,0,0,0,0,0,0,25,13,13,4,3,52,12,4,4,0,0,16,11951,7097,7304,2852,1114,30325,7,5,0,0,4,17,50,9,9,3,5,74,639,236,186,45,6,1114,2712,1759
12701,0,3,3,10,3,15,22,10,6,8,9,52,167,60,46,25,16,306,1920,1469,1471,740,408,6015,1791,2010,3113,2058,1697,10672,82,39,68,36,38,261,3981,3597,4703,2872,2181,17331,0,0,0,0,0,5,3,0,0,0,0,9,43,24,6,3,6,78,260,224,239,105,42,869,112,131,205,134,107,688,8,0,4,3,3,24,434,381,453,248,157,1674,0,0,0,0,0,0,8,6,0,0,0,12,77,14,8,3,0,100,40,36,19,8,5,106,0,0,0,0,0,7,10,0,0,0,0,6,133,55,30,6,8,233,0,0,0,0,0,0,7,0,0,0,0,7,16,4,0,0,0,23,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,25,7,3,0,0,37,4,7,5,0,0,15,4578,4047,5197,3127,2345,19287,0,0,5,0,6,22,34,10,6,9,4,60,219,92,65,17,15,407,2014,1489
12702,22,19,20,14,20,92,74,30,20,7,6,136,781,394,269,104,46,1595,4824,3845,3947,2108,1300,16029,2635,2861,3982,2921,2784,15176,222,102,116,89,84,617,8558,7259,8354,5246,4241,33653,10,0,6,4,3,20,78,18,5,0,0,99,439,257,184,88,19,981,777,983,939,492,260,3450,131,170,306,200,193,1003,39,37,27,21,10,136,1471,1464,1466,808,489,5693,11,4,8,0,0,21,143,41,20,7,0,210,1168,901,623,192,71,2963,88,126,128,80,48,469,7,15,4,7,13,45,47,29,24,3,7,115,1465,1122,806,291,144,3821,0,0,0,0,0,0,11,5,0,0,0,17,16,5,8,0,0,25,0,7,0,0,0,11,0,0,0,0,3,5,0,3,0,0,0,4,31,19,9,0,5,63,18,0,12,3,3,35,11539,9857,10640,6339,4880,43266,12,9,13,11,8,49,70,32,24,14,19,153,707,383,255,95,67,1510,4348,3494
12703,7,3,3,3,6,29,19,14,12,3,3,46,330,172,108,41,26,676,2846,1938,1991,748,396,7922,1888,1995,3217,1822,1213,10129,82,44,50,31,35,242,5168,4160,5384,2657,1674,19044,0,3,0,0,0,4,28,3,4,0,0,32,353,160,110,38,7,666,513,421,376,172,83,1566,142,129,211,125,105,705,40,11,5,6,7,67,1074,730,710,340,206,3049,13,5,6,4,0,23,73,16,9,0,0,100,1125,817,580,174,52,2746,190,198,206,98,59,751,14,8,6,9,3,34,50,25,13,7,0,92,1458,1062,818,291,115,3751,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,4,10,9,3,0,0,13,4,11,7,0,0,18,7707,5966,6916,3282,1997,25872,6,11,9,4,5,27,36,16,3,7,5,67,253,116,62,25,23,479,2556,1800
12801,0,0,0,0,0,6,57,8,9,3,0,79,733,260,157,37,8,1195,3315,1773,2015,562,120,7787,2436,1759,3061,1930,739,9915,88,11,22,11,7,143,6631,3816,5256,2538,876,19126,0,0,0,0,0,0,34,4,0,0,0,36,468,128,35,11,0,639,1281,587,446,112,20,2446,90,60,72,33,17,272,19,0,0,0,0,25,1895,778,558,153,41,3414,12,0,0,0,0,14,372,31,5,0,0,401,2684,878,308,48,13,3935,594,226,181,49,9,1054,19,11,12,5,4,52,46,4,3,0,0,60,3736,1153,511,94,22,5517,4,0,0,0,0,4,19,3,0,0,0,27,22,10,4,0,0,32,6,3,4,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,48,22,7,4,5,82,4,0,3,0,0,4,12310,5765,6337,2797,942,28148,3,4,3,0,0,10,38,9,6,9,0,65,501,178,114,22,11,816,2877,1539
12802,0,3,0,4,0,11,41,14,4,3,4,69,501,217,91,16,4,836,3831,2167,2702,678,122,9499,3184,2688,4358,2553,960,13750,61,16,19,7,6,103,7625,5113,7174,3258,1097,24271,0,0,0,0,0,0,29,0,0,0,0,33,290,83,28,5,0,405,644,433,348,80,25,1536,40,36,53,32,16,177,13,4,3,0,0,21,1015,556,433,116,41,2164,0,7,0,0,0,8,64,0,0,0,0,71,1226,453,185,22,3,1890,173,96,62,27,3,359,6,0,5,5,0,16,16,3,4,0,0,19,1486,558,252,53,9,2355,5,0,0,0,0,5,10,0,0,0,0,11,16,11,0,0,0,23,8,6,4,5,0,19,0,0,0,0,0,3,0,0,0,0,0,0,32,19,9,5,0,55,4,0,0,0,0,0,10160,6249,7859,3437,1148,28856,5,0,0,0,0,4,38,8,3,0,3,53,373,141,98,21,6,641,3289,1908
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,6,0,0,0,0,10,65,4,5,0,0,75,1233,295,88,29,4,1647,6521,2997,2449,782,228,12978,2155,1454,2119,1406,617,7750,100,32,36,18,15,197,10081,4785,4700,2231,864,22660,0,0,0,0,0,0,23,3,0,0,0,30,269,47,17,0,0,331,181,66,53,13,0,311,13,6,14,9,0,50,14,0,4,0,3,15,500,126,86,24,7,742,0,0,0,0,0,0,69,10,0,0,0,78,457,56,22,0,0,528,82,39,16,14,0,144,3,3,0,5,0,11,8,11,0,0,0,21,618,111,43,15,4,782,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,14,7,6,0,0,0,8,0,5,3,0,0,8,0,0,0,0,0,0,27,10,4,3,0,46,4,0,0,0,0,4,11222,5035,4830,2275,872,24234,5,4,0,0,0,12,47,7,9,3,0,64,1185,264,102,24,4,1578,6302,2725
20102,5,5,0,0,0,13,63,17,8,4,0,96,620,129,68,13,8,832,2029,763,689,221,87,3784,842,414,531,368,184,2338,40,11,9,9,6,71,3603,1334,1299,612,280,7126,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,19,6,0,3,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,22,7,5,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,35,3,0,0,0,39,8,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,45,5,4,0,4,57,0,0,0,0,0,0,13,0,0,0,0,8,11,0,0,0,0,11,3,6,0,0,0,6,7,0,0,3,0,9,0,0,0,0,0,0,26,8,0,5,0,45,0,0,0,0,0,0,3702,1348,1309,620,284,7257,3,0,0,0,0,5,87,9,4,0,0,108,599,147,77,11,7,848,1944,691
20103,4,3,0,0,0,10,64,9,0,3,0,77,597,118,43,18,3,783,1975,670,565,210,81,3494,613,331,405,284,147,1779,48,12,10,7,6,72,3300,1134,1023,525,231,6215,0,0,0,0,0,0,5,0,0,0,0,10,20,3,0,0,0,29,14,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,44,8,3,0,0,54,0,0,0,0,0,0,8,0,0,0,0,8,41,4,0,0,0,46,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,58,10,6,0,0,65,4,3,0,0,0,5,23,0,0,0,0,23,15,0,6,0,0,19,5,4,0,0,0,16,0,0,7,0,0,8,3,0,0,0,0,0,50,8,8,5,0,73,0,0,0,0,0,3,3446,1160,1042,526,235,6408,7,0,0,0,0,10,47,12,0,0,0,61,600,100,43,10,5,755,2033,692
20201,3,0,0,0,3,12,63,8,4,0,6,81,1230,264,93,24,11,1610,6103,2762,2265,700,233,12058,1997,1375,1853,1218,556,6996,131,33,23,14,8,208,9524,4447,4237,1955,807,20969,0,0,0,0,0,0,17,0,0,0,0,18,205,49,8,0,0,269,101,63,27,13,0,195,22,17,11,5,6,58,5,0,0,0,0,9,351,127,47,23,3,552,0,0,0,0,0,0,29,0,0,0,0,29,322,73,17,5,4,409,113,43,22,7,7,177,6,6,0,4,0,17,8,3,0,0,0,11,474,120,37,16,9,651,0,0,0,0,0,0,10,0,0,0,0,10,19,0,0,0,0,18,5,3,4,0,0,19,0,4,4,0,0,9,0,0,0,0,0,0,42,11,11,0,0,58,0,0,0,0,0,4,10395,4704,4332,1992,824,22237,12,0,0,0,0,11,65,10,7,0,0,79,1240,240,103,29,7,1620,6240,2703
20202,7,7,0,4,0,18,108,9,12,4,0,124,953,219,87,21,10,1299,3230,1192,1068,347,96,5935,1256,738,944,626,323,3881,58,13,13,6,5,96,5618,2176,2127,999,433,11352,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,24,19,9,4,0,0,27,3,0,0,0,0,4,0,0,0,0,0,0,36,12,3,0,0,59,0,0,0,0,0,0,6,0,0,0,0,3,81,11,0,0,0,97,11,6,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,98,25,6,4,4,135,4,0,0,0,0,10,13,0,0,0,0,13,14,0,0,0,0,19,7,12,9,3,0,27,4,3,0,0,0,14,0,0,0,0,0,0,49,15,7,3,0,80,0,0,0,0,0,0,5804,2231,2144,1011,438,11624,12,0,4,0,4,14,99,17,6,7,0,123,999,216,116,25,11,1369,3216,1194
