SA3_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
10102,13,3,3,0,0,16,65,7,9,3,0,90,455,107,77,16,4,661,2028,1052,913,257,77,4329,1900,1316,1949,1033,438,6634,41,21,14,8,5,85,4508,2508,2963,1314,527,11810,0,0,0,0,0,0,15,7,0,0,0,14,337,119,41,7,4,509,294,146,92,23,11,559,21,18,17,8,9,68,6,0,0,5,0,12,668,288,149,38,19,1163,3,0,0,0,0,3,114,28,4,0,0,141,375,135,74,15,3,603,39,21,10,0,0,72,5,3,3,0,0,13,9,4,6,0,0,13,538,187,94,21,10,851,5,0,0,0,0,5,15,0,0,0,0,17,20,3,0,3,0,33,24,14,4,3,0,43,8,0,0,3,4,12,6,0,0,0,0,6,74,22,12,8,3,119,4,0,0,0,0,12,5794,3000,3225,1386,556,13955,12,0,3,0,0,19,65,18,12,3,0,98,428,98,69,24,0,617,2031,1003
10103,7,3,0,0,0,9,39,4,0,0,0,49,319,62,36,4,5,423,1114,406,374,135,33,2066,677,283,403,208,98,1670,29,4,8,0,3,43,2179,766,830,347,137,4259,0,0,0,0,0,0,5,0,0,0,0,9,41,14,11,0,0,58,34,20,15,9,0,76,25,6,12,6,0,57,5,0,0,0,0,4,111,34,47,11,0,208,0,5,0,0,0,5,5,0,0,0,0,7,25,7,10,0,0,46,25,8,3,0,0,44,18,5,6,3,0,28,0,0,0,0,0,0,74,30,21,4,0,130,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,4,4,4,0,0,11,3,0,0,0,0,8,5,4,0,0,0,5,21,6,6,0,0,33,9,11,3,5,0,24,2394,845,899,364,141,4650,9,0,0,0,0,10,48,3,3,0,0,58,316,57,27,7,7,409,1124,429
10104,19,4,4,0,0,31,172,20,13,0,0,206,1306,304,145,32,10,1793,5068,1584,1203,422,138,8415,2798,1116,1141,744,445,6233,112,31,18,11,3,185,9473,3057,2519,1212,595,16864,0,0,0,0,0,0,31,4,0,0,0,33,239,45,9,0,0,290,338,63,42,15,3,463,51,21,11,0,0,86,11,3,0,0,0,16,663,133,67,23,5,884,0,0,0,0,0,0,20,0,0,0,0,25,322,57,16,7,0,401,155,51,40,13,4,254,24,3,18,5,5,57,13,0,0,0,0,13,536,119,69,22,3,754,3,0,4,0,0,12,44,4,0,0,0,47,80,13,7,0,0,103,35,9,8,0,0,60,6,4,9,0,0,17,3,3,0,0,0,10,184,36,20,3,3,248,11,5,0,0,0,14,10865,3349,2681,1260,607,18766,20,9,4,3,0,31,155,20,20,0,0,193,1338,265,122,29,6,1768,5089,1426
10105,7,3,0,0,0,8,46,10,0,0,3,58,514,126,43,15,0,696,2189,844,650,220,66,3965,1263,679,797,479,238,3456,45,15,11,4,0,75,4055,1673,1504,714,314,8266,0,0,0,0,0,0,3,0,0,0,0,8,81,13,3,0,0,99,57,23,15,8,3,112,16,11,9,10,3,39,6,0,0,0,0,6,162,48,28,15,7,263,0,0,0,0,0,0,10,0,0,0,0,11,56,17,5,0,0,81,12,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,83,19,6,0,0,109,3,0,0,0,0,3,13,3,0,0,0,17,12,3,0,0,0,20,8,4,8,0,0,18,4,5,0,0,0,13,5,0,0,0,0,5,48,18,9,0,4,75,6,3,6,3,5,23,4352,1770,1551,738,322,8735,8,0,0,0,0,8,48,8,3,4,5,60,470,90,49,11,4,632,2082,808
10106,8,0,4,0,0,12,56,8,4,7,0,82,503,137,72,20,4,727,2005,738,669,236,81,3731,1565,725,988,630,349,4261,47,11,6,9,3,86,4190,1625,1745,903,437,8896,0,0,0,0,0,0,12,0,0,0,0,12,46,12,5,0,0,66,24,11,12,4,0,42,0,0,3,0,0,9,4,0,0,0,0,4,86,22,13,5,0,127,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,41,15,8,8,0,0,29,4,0,0,0,0,7,0,0,0,0,0,0,53,13,11,4,0,79,4,0,0,0,0,7,15,0,0,0,0,19,8,5,0,0,0,15,8,0,6,0,0,17,3,0,0,4,4,11,0,0,0,0,0,0,43,10,7,4,3,70,3,0,5,0,0,11,4380,1669,1778,912,447,9179,10,0,3,0,0,17,63,7,11,0,0,88,466,124,53,14,10,652,1921,712
10201,11,8,5,5,0,27,153,27,9,8,5,196,2049,623,242,57,21,2996,7382,3712,3487,967,271,15816,5058,3207,4771,2596,1250,16884,156,40,44,22,8,271,14814,7619,8551,3650,1551,36189,3,0,0,0,0,3,44,0,0,0,0,50,1022,140,39,9,0,1215,1543,559,371,99,28,2600,166,93,123,79,35,502,38,13,3,0,0,62,2827,813,542,185,72,4432,4,0,0,0,0,4,77,3,6,0,0,79,885,156,36,5,0,1080,587,166,122,23,13,909,25,16,20,13,3,79,27,0,0,0,0,29,1600,342,184,44,13,2184,5,0,0,0,0,6,21,0,0,0,0,21,113,4,5,0,0,123,11,3,8,0,0,32,4,4,8,0,4,27,4,0,0,0,0,7,153,16,22,3,9,204,30,13,3,0,0,50,19419,8804,9301,3884,1642,43056,17,9,5,0,0,33,148,31,24,5,6,206,1964,524,263,52,25,2834,6892,3577
10202,8,5,4,0,0,23,169,15,15,8,9,215,2384,609,239,49,18,3295,7570,3715,3013,966,345,15603,4789,3029,4190,2489,1411,15907,233,59,49,26,19,387,15168,7439,7502,3532,1794,35431,0,0,0,0,0,0,24,4,5,0,0,33,611,110,37,4,3,765,826,388,222,76,14,1528,94,66,81,49,31,323,34,4,4,0,0,50,1587,567,352,131,50,2691,3,4,0,0,0,5,73,3,3,0,0,76,563,120,29,8,4,727,168,79,42,15,6,306,11,9,9,7,0,35,27,3,0,0,4,27,840,217,88,30,12,1183,9,0,0,0,0,8,47,3,3,0,0,62,69,15,9,0,3,94,26,9,9,4,0,40,4,0,3,4,4,15,5,0,8,0,0,11,156,26,33,9,9,233,6,9,4,0,0,13,17755,8250,7975,3699,1867,39551,11,10,0,4,0,24,166,29,11,7,5,217,2170,557,248,60,18,3059,7370,3519
10301,6,0,6,0,0,13,38,7,4,3,0,60,452,125,48,12,14,647,2229,946,796,260,98,4325,1747,941,1215,728,378,5015,52,19,14,5,4,95,4531,2041,2080,1013,491,10147,0,0,0,0,0,0,10,4,0,0,0,20,114,37,3,3,0,157,120,52,24,8,4,213,20,0,18,14,5,55,10,0,4,0,0,7,277,102,50,21,6,455,0,0,0,0,0,0,17,0,0,0,0,18,132,21,14,3,0,167,27,17,4,3,0,58,3,0,0,4,0,6,0,0,0,0,0,0,188,38,20,11,0,254,0,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,17,5,4,0,0,25,10,0,0,0,0,12,5019,2180,2153,1046,494,10898,6,3,0,0,0,12,41,9,8,0,0,64,412,99,44,9,8,573,2108,937
10302,6,6,3,0,0,15,57,13,7,6,0,84,925,202,87,32,15,1256,3728,1348,1003,439,148,6658,2228,968,1141,904,534,5770,122,36,25,13,16,207,7070,2564,2262,1392,711,13996,0,0,0,0,0,0,3,0,0,0,0,8,80,8,0,5,0,90,35,8,6,5,0,54,10,0,3,5,5,18,0,0,0,0,0,3,127,20,8,10,3,175,0,0,0,0,0,0,9,0,0,0,0,9,72,14,4,0,0,98,19,11,3,0,0,33,4,0,0,0,0,7,3,0,0,0,0,3,108,27,3,3,0,146,0,0,0,0,0,0,18,0,0,0,0,23,12,0,0,0,0,22,18,4,4,4,0,21,8,3,4,7,5,17,6,0,0,0,0,7,57,11,8,13,3,91,5,0,3,5,0,11,7368,2628,2284,1416,721,14422,9,0,0,0,0,12,68,14,11,5,3,102,859,203,70,20,12,1168,3411,1219
10303,7,3,0,0,0,16,90,8,3,4,3,106,911,186,84,30,5,1221,2816,1105,931,347,116,5314,1515,766,986,619,298,4179,76,27,16,14,5,138,5409,2097,2020,1009,435,10972,0,0,0,0,0,0,0,0,0,0,0,0,91,18,7,3,0,117,75,41,23,7,0,149,4,0,4,0,0,8,4,0,0,0,0,10,178,62,29,10,9,288,3,0,0,0,0,3,5,0,0,0,0,5,64,6,3,0,0,70,21,11,5,3,0,42,0,0,0,0,0,4,4,0,0,0,0,4,90,19,6,3,0,125,5,0,0,4,0,4,12,0,0,0,0,14,10,4,4,0,0,17,18,0,4,0,0,24,4,0,3,5,0,8,9,0,0,0,0,9,49,11,5,9,0,77,3,0,0,0,0,7,5744,2195,2066,1029,441,11467,0,5,0,0,0,7,96,13,13,0,0,120,839,201,81,23,9,1156,2606,1036
