SA3_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
30702,39,41,42,1300,1322,1300,505,589,669,200,240,250,1203,1404,1608,0.8,0.8,0.8,1003,1179,1317,2.6,2.5,2.5
30703,42,45,47,1300,1300,1300,446,510,595,200,235,255,1003,1226,1417,0.8,0.8,0.7,841,988,1127,2.5,2.4,2.3
30801,31,33,34,2015,1842,1500,801,814,979,150,195,250,2254,2065,2392,0.9,0.8,0.8,1952,1788,2054,2.8,2.7,2.6
30803,37,38,39,1677,1625,1517,578,623,761,250,280,300,1435,1555,1927,0.8,0.8,0.8,1166,1268,1512,2.6,2.5,2.5
30804,35,37,38,1547,1517,1300,630,714,856,180,220,240,1643,1895,2138,0.8,0.8,0.8,1395,1575,1766,2.6,2.6,2.5
30805,35,35,38,2000,1950,1600,689,678,758,306,250,275,1941,1918,2048,0.8,0.8,0.8,1723,1586,1639,2.7,2.6,2.5
30901,39,40,41,2000,1907,2019,591,721,875,350,390,465,1356,1720,2174,0.8,0.8,0.8,1104,1388,1738,2.3,2.3,2.3
30902,41,42,42,1950,1860,2000,536,648,802,320,360,450,1264,1604,2068,0.8,0.8,0.8,995,1262,1635,2.3,2.4,2.4
30903,42,44,48,1950,1733,1733,528,604,695,330,360,410,1195,1430,1725,0.8,0.8,0.8,963,1158,1331,2.2,2.3,2.2
30904,43,45,46,1900,1820,1950,538,639,737,330,370,410,1316,1621,1975,0.8,0.8,0.8,1130,1417,1743,2.6,2.6,2.7
30905,37,38,39,2167,2000,2167,581,691,808,380,420,500,1469,1846,2242,0.8,0.8,0.8,1393,1738,2141,3,3,3
30906,36,38,39,2080,1907,1950,568,661,773,360,395,435,1420,1663,2007,0.8,0.8,0.8,1292,1486,1783,2.8,2.8,2.8
30907,34,34,34,2250,2000,2000,652,731,844,380,420,450,1580,1822,2109,0.8,0.8,0.8,1481,1727,1999,2.9,3,2.9
30908,36,38,39,2000,1863,1907,549,651,776,400,440,500,1353,1617,1971,0.8,0.8,0.8,1208,1422,1702,2.6,2.6,2.5
30909,36,37,38,1926,1733,1750,505,575,691,340,370,420,1259,1453,1753,0.9,0.9,0.9,1026,1196,1414,2.4,2.4,2.3
30910,39,40,44,2068,1950,1950,613,672,795,350,380,437,1417,1620,1920,0.9,1,0.9,1108,1275,1466,2.1,2.2,2.1
31001,33,33,34,1820,1733,1630,534,580,691,300,345,355,1350,1482,1798,0.9,0.9,0.8,1203,1354,1586,2.8,2.9,2.8
31002,40,42,42,1517,1517,1517,472,538,648,250,280,300,1164,1354,1641,0.8,0.8,0.8,991,1172,1406,2.6,2.6,2.6
31003,34,35,36,1631,1517,1517,565,640,766,260,285,300,1367,1549,1896,0.8,0.8,0.8,1166,1325,1549,2.7,2.6,2.6
31004,29,30,31,1928,1733,1710,650,715,840,320,345,360,1489,1669,2025,0.8,0.8,0.8,1394,1575,1854,3,3.1,3
31101,40,42,45,1681,1550,1517,466,524,605,260,290,310,1126,1283,1471,0.8,0.8,0.8,939,1088,1199,2.6,2.6,2.5
31102,34,35,35,1733,1560,1560,529,591,716,300,320,340,1218,1356,1689,0.8,0.8,0.8,1069,1174,1404,2.7,2.6,2.6
31103,31,32,32,1754,1647,1600,589,636,732,325,350,360,1368,1500,1731,0.9,0.9,0.8,1306,1437,1597,3,3,3
31104,35,35,34,2066,2000,2000,637,717,842,370,400,390,1618,1856,2143,0.8,0.8,0.8,1594,1846,2106,3.2,3.2,3.2
31105,34,35,36,1900,1733,1733,607,672,753,325,350,360,1485,1667,1917,0.8,0.8,0.8,1354,1491,1657,2.8,2.8,2.8
31106,33,34,35,1690,1603,1638,542,584,665,280,310,320,1288,1435,1673,0.9,0.9,0.8,1142,1285,1443,2.8,2.8,2.8
31201,33,34,36,1733,1579,1300,773,772,976,96,165,200,2222,2028,2369,0.9,0.8,0.8,1881,1686,2015,2.7,2.6,2.5
31202,36,37,38,2156,1950,1733,704,698,866,320,280,340,1820,1774,2215,0.9,0.8,0.8,1578,1456,1853,2.7,2.5,2.6
31203,37,37,39,1900,1733,1700,659,735,842,300,300,350,1410,1560,1906,0.9,0.8,0.8,1185,1321,1574,2.4,2.4,2.4
31301,51,55,59,1733,1603,1647,421,489,545,280,310,350,949,1152,1294,0.7,0.7,0.7,801,932,1033,2.2,2.2,2.1
31302,32,34,35,1733,1625,1625,511,558,684,295,310,335,1191,1354,1638,0.8,0.8,0.8,1068,1212,1432,2.8,2.8,2.7
31303,40,42,41,1603,1625,1715,474,568,693,270,290,340,1124,1399,1717,0.8,0.8,0.8,966,1203,1482,2.6,2.6,2.6
31304,35,37,37,1928,1755,1733,565,629,746,300,330,350,1405,1616,1936,0.8,0.8,0.8,1266,1441,1687,2.9,2.9,2.8
31305,42,45,48,1759,1690,1733,520,595,689,285,320,350,1254,1447,1775,0.8,0.8,0.7,967,1132,1320,2.3,2.3,2.3
31401,36,38,39,2100,2035,2080,748,821,989,370,410,440,2011,2219,2626,0.8,0.8,0.8,1875,2081,2417,3,3,2.9
31402,33,32,33,2006,1900,1820,678,751,866,350,365,380,1632,1765,2071,0.8,0.8,0.8,1473,1606,1860,2.8,2.8,2.8
31403,34,36,36,1733,1690,1625,623,669,766,310,340,360,1469,1596,1891,0.8,0.8,0.8,1319,1400,1608,2.7,2.7,2.6
31501,31,31,33,1499,1600,1517,420,494,598,85,125,140,1022,1207,1426,1.1,1.1,1,1044,1184,1365,3,3,2.9
31502,31,32,32,1850,1768,1500,783,842,1005,195,205,220,1947,2080,2328,1,0.9,0.9,1692,1833,2006,2.7,2.7,2.6
31503,38,41,42,1000,997,910,583,670,830,120,150,160,1252,1454,1825,0.8,0.8,0.8,987,1119,1344,2.4,2.3,2.3
31601,40,40,41,2000,1950,2000,541,644,779,380,420,465,1398,1674,2059,0.8,0.8,0.8,1189,1431,1739,2.6,2.6,2.6
31602,42,44,44,1990,1928,1950,511,607,753,345,390,450,1183,1475,1908,0.8,0.8,0.8,975,1242,1546,2.4,2.5,2.5
31603,40,44,46,1820,1733,1820,552,650,786,310,350,420,1209,1462,1905,0.8,0.8,0.8,983,1213,1499,2.3,2.2,2.2
31605,45,46,48,1900,1804,2000,529,630,772,350,420,500,1196,1465,1921,0.8,0.8,0.7,972,1237,1565,2.3,2.4,2.4
31606,43,45,44,1800,1733,1863,498,572,721,300,340,400,1182,1423,1856,0.8,0.8,0.8,1028,1248,1630,2.6,2.6,2.6
31607,40,42,41,1733,1712,1777,504,589,717,295,330,385,1204,1449,1843,0.8,0.8,0.8,1003,1231,1534,2.6,2.6,2.6
31608,45,47,49,1700,1662,1800,479,560,674,300,350,415,1146,1380,1742,0.8,0.8,0.8,977,1214,1496,2.6,2.6,2.6
31701,36,37,37,1517,1560,1517,557,649,758,240,290,310,1345,1583,1892,0.8,0.8,0.7,1095,1298,1502,2.5,2.5,2.5
31801,40,43,45,1300,1300,1213,491,552,665,175,200,202,1221,1380,1669,0.8,0.8,0.8,981,1106,1264,2.5,2.4,2.3
31802,33,34,36,1863,1733,1517,675,703,864,290,300,305,1626,1705,2082,0.8,0.8,0.8,1381,1424,1701,2.6,2.6,2.5
31901,42,45,47,1400,1365,1300,430,495,603,240,265,285,991,1201,1441,0.8,0.8,0.8,844,987,1170,2.4,2.4,2.4
31902,42,45,48,1138,1105,1083,392,471,526,180,205,230,926,1110,1304,0.8,0.8,0.8,777,902,1021,2.4,2.4,2.3
31903,43,46,48,1343,1300,1326,413,479,554,225,250,290,947,1132,1359,0.8,0.8,0.8,805,938,1115,2.4,2.4,2.4
31904,45,48,51,1523,1500,1430,397,477,557,250,290,335,905,1107,1329,0.8,0.7,0.7,779,926,1106,2.4,2.3,2.3
31905,44,48,51,1300,1213,1179,395,457,499,215,245,260,922,1066,1243,0.8,0.8,0.8,781,880,1002,2.4,2.3,2.3
39797,47,56,39,0,0,0,660,606,1196,0,0,0,0,0,2750,0,0,1,0,0,1749,0,0,1.5
39999,44,45,43,0,0,0,379,407,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,30,30,32,1895,1733,1733,562,553,780,325,380,400,1875,2026,2220,0.9,0.9,0.9,1145,1266,1473,1.9,1.9,1.8
40102,40,42,42,1664,1690,1733,634,709,856,270,310,350,1657,1872,2244,0.8,0.8,0.8,1388,1558,1895,2.7,2.6,2.6
40103,44,44,44,2000,2000,2300,715,807,970,295,330,360,2124,2320,2686,0.8,0.8,0.8,1472,1716,2069,2.4,2.5,2.5
40104,41,41,40,1600,1700,1736,518,589,760,265,300,345,1369,1614,2063,0.8,0.8,0.8,1073,1255,1596,2.5,2.5,2.5
40105,39,40,41,1806,1800,2000,601,681,878,260,300,340,1678,1920,2338,0.8,0.8,0.8,1133,1307,1664,2.2,2.2,2.2
40106,38,39,39,1820,1950,2000,671,766,972,260,300,345,1887,2154,2543,0.9,0.9,0.8,1363,1607,2015,2.4,2.5,2.5
40107,39,41,43,1950,2000,2167,722,791,983,280,320,350,2061,2289,2697,0.9,0.9,0.8,1428,1636,1999,2.3,2.4,2.3
40201,39,40,41,1517,1500,1500,539,607,738,230,265,290,1370,1550,1895,0.8,0.8,0.7,1104,1252,1492,2.6,2.5,2.5
40202,33,33,33,1300,1300,1300,454,497,630,200,247,265,1061,1208,1486,0.8,0.8,0.8,891,1008,1255,2.6,2.6,2.6
40203,36,35,35,1600,1600,1603,488,558,740,233,280,320,1216,1436,1917,0.8,0.8,0.8,966,1185,1555,2.4,2.5,2.5
40204,35,35,36,1408,1365,1300,504,533,645,240,280,300,1198,1327,1591,0.8,0.8,0.8,1029,1150,1364,2.6,2.6,2.7
40205,40,41,41,1517,1517,1517,593,658,779,260,300,330,1503,1685,2030,0.8,0.8,0.8,1247,1385,1631,2.5,2.5,2.5
40301,45,46,48,1800,1800,1950,648,751,889,270,305,340,1738,1995,2347,0.8,0.8,0.8,1163,1362,1609,2.1,2.2,2.2
40302,39,39,39,1622,1625,1700,553,629,776,250,300,330,1422,1624,2036,0.8,0.8,0.8,1064,1263,1555,2.3,2.4,2.4
40303,41,42,42,1769,1842,1992,636,713,891,270,300,335,1817,2070,2518,0.8,0.8,0.8,1381,1596,1990,2.5,2.6,2.6
40304,38,40,41,1473,1450,1452,543,594,711,250,290,314,1315,1451,1783,0.8,0.8,0.7,1083,1197,1414,2.5,2.5,2.5
40401,41,41,41,1690,1700,1733,521,611,781,240,290,325,1339,1600,2067,0.8,0.8,0.8,1015,1227,1560,2.4,2.4,2.4
40402,39,41,41,1517,1517,1517,482,542,693,215,260,295,1221,1410,1815,0.8,0.8,0.8,946,1096,1384,2.3,2.3,2.3
40403,38,38,38,1700,1712,1745,552,621,803,250,283,310,1373,1627,2120,0.8,0.9,0.8,1023,1228,1591,2.3,2.3,2.3
40501,41,43,44,1351,1387,1400,551,635,738,210,250,285,1351,1551,1874,0.8,0.8,0.8,1101,1267,1479,2.5,2.5,2.5
40502,44,47,49,1062,1040,1081,468,550,622,165,200,220,1059,1298,1473,0.8,0.7,0.7,851,1026,1144,2.3,2.3,2.3
40503,43,46,47,950,962,888,408,484,575,145,170,182,992,1219,1433,0.7,0.7,0.7,770,909,1047,2.3,2.2,2.2
40504,50,53,55,1083,1083,1083,396,480,548,175,215,230,907,1127,1308,0.7,0.7,0.7,735,864,982,2.2,2.2,2.1
40601,39,42,43,1257,1257,1170,503,576,694,160,186,195,1223,1399,1672,0.8,0.8,0.7,933,1073,1245,2.3,2.3,2.3
40602,36,37,37,1290,1204,1138,596,640,729,148,170,187,1397,1474,1727,0.8,0.8,0.8,1172,1212,1393,2.5,2.4,2.4
40701,50,53,55,1300,1300,1300,441,504,586,210,250,280,974,1168,1369,0.7,0.7,0.7,812,931,1078,2.2,2.2,2.2
40702,40,42,44,1157,1083,1083,518,607,726,155,183,205,1191,1406,1734,0.8,0.8,0.7,937,1109,1316,2.4,2.4,2.3
40703,42,45,47,1083,1083,1083,445,523,615,150,190,220,1009,1222,1425,0.8,0.8,0.7,814,965,1114,2.3,2.3,2.3
49797,31,45,48,0,0,0,1125,1749,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,39,40,39,0,0,0,369,370,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,39,41,44,1800,1816,1733,566,658,761,275,350,360,1333,1565,1867,0.8,0.8,0.7,1085,1296,1477,2.5,2.5,2.5
50102,37,39,41,1733,1733,1616,597,643,745,260,300,300,1615,1695,1962,0.8,0.7,0.7,1342,1396,1550,2.6,2.5,2.5
50103,44,47,49,1343,1430,1387,486,566,655,160,210,250,1151,1364,1613,0.8,0.7,0.7,915,1094,1236,2.4,2.3,2.3
50201,42,43,45,1950,1826,1733,492,553,630,270,320,300,1263,1437,1664,0.7,0.7,0.7,992,1169,1286,2.4,2.4,2.4
50301,40,40,42,2900,3000,3293,817,926,1122,400,475,450,2727,3387,3945,0.8,0.8,0.8,2109,2358,2790,2.6,2.6,2.6
50302,34,35,36,2265,2167,2167,893,973,1155,360,400,390,2418,2485,2945,0.9,0.9,0.9,1702,1906,2093,2.1,2.2,2.1
50401,37,38,39,1950,1999,1855,655,728,868,300,350,340,1621,1875,2236,0.8,0.8,0.8,1288,1507,1737,2.4,2.4,2.3
50402,40,42,43,1800,1950,1950,633,682,806,300,350,330,1734,1896,2219,0.8,0.8,0.7,1468,1590,1838,2.7,2.6,2.6
50403,34,34,35,1950,2000,1842,658,721,844,320,360,340,1660,1826,2116,0.8,0.8,0.8,1457,1643,1858,2.8,2.8,2.8
50501,38,40,41,2000,2100,2080,718,776,907,370,420,400,2036,2229,2529,0.7,0.7,0.7,1780,1957,2166,2.8,2.8,2.7
50502,36,37,38,2000,2000,1950,682,761,904,320,360,350,1755,1983,2313,0.8,0.8,0.8,1345,1558,1784,2.4,2.4,2.4
50503,32,33,35,2110,2058,1898,656,708,816,350,380,350,1691,1874,2147,0.8,0.8,0.8,1514,1695,1892,2.9,2.9,2.8
50601,34,33,35,1842,1950,1750,621,698,815,295,330,305,1533,1719,2061,0.8,0.8,0.8,1309,1497,1774,2.7,2.7,2.8
50602,34,34,36,2038,2000,1842,699,761,948,315,360,350,1694,1855,2259,0.8,0.8,0.8,1346,1522,1758,2.3,2.4,2.3
50603,34,35,36,1931,1950,1820,582,605,760,330,370,350,1706,1780,2125,0.8,0.8,0.8,1384,1524,1800,2.7,2.8,2.7
50604,33,34,36,1800,1800,1733,623,636,727,310,350,330,1561,1656,1930,0.8,0.8,0.8,1371,1482,1656,2.8,2.9,2.8
50605,38,39,40,1955,2000,1907,681,732,835,330,380,370,1778,1932,2215,0.7,0.7,0.7,1521,1661,1866,2.7,2.7,2.6
50606,35,32,34,2167,2136,1971,666,773,909,330,390,380,1762,1949,2241,0.8,0.8,0.8,1638,1858,2096,3,3,3
50607,36,37,39,2167,2173,2200,779,838,1009,340,380,360,2263,2385,2761,0.8,0.8,0.8,1605,1780,2004,2.3,2.3,2.2
50701,34,35,36,2000,2058,1950,689,761,919,330,381,370,1805,2028,2340,0.8,0.8,0.8,1540,1745,1988,2.7,2.7,2.6
50702,41,42,43,2167,2167,2167,713,810,988,320,370,379,1997,2272,2694,0.8,0.8,0.8,1389,1677,1955,2.3,2.3,2.3
50703,32,32,33,1777,1813,1724,605,684,812,260,330,315,1451,1669,1996,0.8,0.8,0.8,1252,1471,1716,2.7,2.7,2.7
50704,40,41,42,2100,2167,2200,695,757,909,355,410,400,2141,2286,2654,0.8,0.7,0.7,1634,1846,2104,2.6,2.6,2.6
50705,34,34,36,2000,1950,1733,620,682,786,300,350,330,1657,1812,2077,0.7,0.7,0.7,1410,1555,1724,2.7,2.7,2.6
50901,41,44,45,1400,1500,1490,514,613,709,200,250,280,1202,1451,1723,0.8,0.8,0.7,961,1178,1323,2.4,2.4,2.4
50902,42,45,47,1300,1408,1425,531,617,709,155,210,231,1247,1498,1759,0.8,0.7,0.7,991,1199,1349,2.4,2.4,2.3
50903,41,44,46,1083,1109,1105,550,672,774,150,200,200,1211,1554,1858,0.8,0.7,0.7,961,1220,1372,2.4,2.3,2.3
51001,30,32,33,2383,2383,2167,667,748,864,140,200,200,1497,1759,1950,1.1,1,1,1438,1592,1762,2.9,2.8,2.8
51002,32,32,33,1950,2500,1480,1608,1554,1604,115,180,180,2881,2854,3164,1,0.9,0.9,2775,2476,2764,2.9,2.8,2.7
51003,33,33,33,2817,2600,2000,1650,1763,1618,92,180,220,2916,2936,3426,1,0.9,0.9,2799,2569,3114,2.9,2.8,2.8
51101,38,40,42,1517,1625,1517,594,682,817,200,250,260,1421,1694,2014,0.8,0.8,0.7,1159,1345,1538,2.5,2.5,2.4
51102,38,38,39,1733,1783,1733,629,717,852,173,225,240,1442,1687,1998,0.9,0.9,0.9,1161,1337,1552,2.4,2.4,2.4
51103,31,33,35,1842,1733,1517,896,938,1154,230,260,280,2144,2260,2663,0.9,0.8,0.8,1872,1980,2200,2.7,2.6,2.5
51104,38,40,42,1583,1690,1517,599,655,766,212,250,250,1385,1585,1908,0.8,0.8,0.7,1128,1277,1455,2.5,2.5,2.4
59797,36,40,40,0,0,1733,10766,2654,2123,0,0,0,0,0,1375,0,0,0.7,0,0,2250,0,0,1.7
59999,40,41,40,0,0,0,490,434,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,33,35,35,1300,1300,1400,491,573,703,185,220,280,1103,1319,1612,0.9,0.8,0.8,969,1125,1365,2.7,2.6,2.6
60102,41,42,40,1500,1445,1538,577,672,822,240,270,350,1394,1640,1996,0.8,0.8,0.8,1114,1300,1601,2.4,2.4,2.4
60103,39,40,37,1300,1300,1300,478,552,680,210,245,320,1113,1306,1609,0.8,0.8,0.9,864,1012,1309,2.3,2.3,2.4
60104,39,41,40,1520,1517,1647,609,686,814,280,305,385,1521,1739,2072,0.8,0.8,0.8,1247,1404,1715,2.6,2.6,2.6
60105,38,39,37,1690,1647,1800,641,718,886,270,295,390,1783,2021,2323,0.8,0.8,0.9,1261,1438,1840,2.3,2.3,2.3
60106,41,43,43,1300,1300,1408,521,595,730,240,270,350,1216,1417,1732,0.8,0.8,0.8,978,1156,1408,2.4,2.4,2.4
60201,38,40,39,1300,1300,1300,501,573,711,200,231,280,1230,1409,1737,0.8,0.8,0.8,946,1079,1346,2.4,2.3,2.3
60202,45,47,49,1200,1200,1300,442,495,614,190,210,250,1066,1231,1517,0.8,0.8,0.8,877,977,1211,2.4,2.4,2.4
60203,44,48,49,1127,1127,1198,421,491,596,162,190,230,998,1195,1426,0.8,0.8,0.8,811,920,1100,2.4,2.3,2.3
60301,42,45,45,1094,1100,1200,418,509,636,150,180,240,1025,1247,1562,0.8,0.8,0.8,853,1002,1267,2.5,2.4,2.4
60302,43,47,47,1200,1300,1300,447,502,616,200,240,290,1054,1250,1521,0.9,0.8,0.8,865,1001,1239,2.4,2.4,2.4
60303,52,56,57,997,1040,1100,397,486,567,175,200,250,864,1027,1248,0.8,0.8,0.8,722,829,956,2.1,2.1,2
60401,42,44,45,1192,1148,1200,440,515,630,180,205,240,1066,1263,1540,0.8,0.8,0.8,836,964,1170,2.4,2.3,2.3
60402,42,45,46,1244,1213,1300,458,522,638,192,220,250,1075,1252,1523,0.8,0.8,0.8,868,1001,1217,2.4,2.3,2.3
60403,40,43,44,1083,1036,1053,500,550,642,145,166,200,1195,1361,1577,0.8,0.8,0.8,956,1049,1210,2.4,2.3,2.3
69797,43,41,43,0,0,0,1238,1089,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,37,38,41,0,0,0,338,385,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,33,34,34,2275,2253,2000,1012,1195,1260,420,480,420,2327,2692,2636,0.9,0.9,0.9,1955,2320,2257,2.3,2.3,2.3
70102,34,34,35,2029,2167,2028,846,956,1031,340,400,350,1956,2272,2401,1,1,0.9,1746,2075,2148,2.7,2.8,2.7
70103,36,37,39,2167,2400,2250,861,1090,1117,340,430,380,1996,2404,2670,1.1,1.1,1,1758,2219,2340,2.8,2.9,2.8
70104,28,30,31,2167,2253,2037,913,1056,1135,375,440,400,2015,2373,2455,0.9,0.9,0.9,1816,2199,2200,2.9,2.9,2.8
70201,31,33,33,1950,1950,1800,695,788,906,200,240,280,1594,1884,2089,1.1,1.1,1,1514,1715,1898,2.9,2.8,2.8
70202,28,29,30,934,1200,1087,367,441,485,83,120,135,904,1102,1084,1.3,1.2,1.1,1197,1366,1481,3.3,3.2,3
70203,27,30,31,1400,1500,1346,297,299,295,60,65,80,792,784,772,1.5,1.4,1.4,1114,1134,1167,3.6,3.5,3.5
70204,27,27,29,1101,1733,1664,345,317,361,43,75,80,1289,1137,1143,1.4,1.5,1.4,2023,1944,1941,4,4,4
70205,28,29,30,1700,1733,1615,468,531,560,120,160,178,1187,1263,1316,1.2,1.3,1.2,1363,1485,1704,3.3,3.3,3.2
79797,34,36,40,0,0,0,1298,700,1478,0,0,0,0,0,0,0,0,0.7,0,0,4150,0,0,2.3
79999,45,44,41,0,0,0,493,449,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,34,35,35,2016,2000,2000,858,919,1102,380,370,430,2121,2285,2628,0.8,0.8,0.8,1802,1915,2227,2.6,2.6,2.5
80103,39,41,40,1667,1659,1712,647,713,893,200,240,290,1567,1912,2010,0.9,0.9,0.9,846,972,1206,1.8,1.8,2
80104,31,31,32,2297,2167,2123,1019,1052,1198,400,395,462,2355,2453,2829,0.8,0.9,0.9,2175,2247,2537,2.9,2.9,2.9
80105,31,31,31,2181,2167,2080,853,925,1241,400,390,476,2433,2645,3175,0.9,0.9,0.9,1819,1981,2341,2.2,2.2,2.2
80106,39,40,40,2500,2379,2275,1170,1376,1600,430,425,500,2872,3178,3726,0.8,0.8,0.9,2383,2333,2711,2.3,2.2,2.2
80107,35,37,38,2000,2000,2000,900,955,1140,370,380,425,2203,2340,2709,0.8,0.8,0.8,1963,2051,2305,2.8,2.7,2.6
80108,40,41,41,2145,2167,2251,909,1020,1210,350,369,420,2259,2523,3018,0.7,0.7,0.7,1834,2064,2377,2.5,2.5,2.6
80109,40,40,39,2167,2167,2167,948,1044,1265,370,369,440,2391,2554,3106,0.8,0.8,0.8,1822,2040,2375,2.4,2.4,2.4
80110,61,30,31,6000,2015,2099,700,1340,1461,130,400,472,500,2727,3153,0.6,0.9,0.9,700,2319,2734,1.7,2.5,2.7
80111,31,34,35,2730,2600,2296,902,1090,1340,173,341,395,2296,2847,3026,0.9,0.9,0.9,1863,2656,3062,2.8,3,3.1
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,31,36,35,0,0,0,498,447,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,31,38,38,1509,1717,1300,1021,1164,1233,138,182,150,2176,2389,2659,1.1,1,1,1859,2141,2109,2.5,2.7,2.5
90102,40,42,40,910,1029,1972,487,563,741,148,200,231,1108,1375,1678,1.1,1,1.1,1522,1859,2519,3.8,3.8,3.8
90103,28,32,38,0,2000,1849,456,629,585,120,150,90,933,1424,1687,0.9,1,0.8,860,1542,1825,3.2,3.2,3
90104,0,49,50,0,1300,1300,0,592,736,0,150,240,0,1290,1630,0,0.8,0.8,0,1012,1184,0,2.2,2.1
99797,50,39,0,0,0,0,1750,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,30,42,62,0,0,0,1525,412,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
