SA3_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
21602,13981,14140,28126,14513,14598,29108,15234,15286,30522,876,861,1737,827,751,1584,755,725,1478,1899,1801,3703,1823,1723,3548,1842,1728,3570,892,897,1791,907,812,1709,867,777,1644,605,546,1152,728,656,1381,677,625,1307,1230,1328,2556,1310,1391,2698,1508,1549,3055,1666,1687,3351,1429,1489,2918,1490,1548,3039,1949,1891,3832,1842,1924,3761,1812,1852,3661,1939,1982,3915,2117,2105,4231,2173,2230,4402,1626,1575,3204,1959,1998,3962,2274,2302,4581,1000,1084,2080,1178,1205,2377,1393,1342,2735,307,491,799,385,547,933,441,614,1050,36,38,74,58,69,126,6,11,18,183,170,355,235,228,466,310,296,599,5,11,27,5,7,19,11,17,21,5,14,20,7,5,10,12,12,24,194,197,395,252,246,495,331,316,647,11881,12052,23927,11839,11908,23745,12477,12530,25003,1244,1277,2523,1333,1341,2670,1483,1536,3018,12603,12840,25442,12706,12851,25554,13302,13412,26713,659,645,1309,666,663,1333,798,801,1601,12557,12787,25350,12779,12831,25610,13393,13475,26872
21603,29766,30456,60221,31617,32034,63652,33914,34293,68206,2224,2062,4284,2153,2046,4199,2151,1920,4078,4407,4205,8609,4421,4041,8463,4724,4383,9111,2232,2117,4346,2238,2087,4319,2180,1931,4109,1718,1754,3477,1820,1743,3559,1957,1876,3830,3399,3628,7028,3876,3947,7824,4341,4536,8876,4050,4118,8166,3798,3956,7752,3954,4197,8147,4068,4164,8228,4211,4319,8524,4276,4228,8499,3509,3616,7126,3863,4013,7881,4146,4328,8472,2373,2322,4699,3064,3082,6149,3505,3683,7190,1364,1644,3000,1629,1856,3483,2036,2213,4253,425,838,1262,544,943,1482,645,1001,1648,91,111,205,137,224,362,44,47,85,955,1045,2000,1018,1047,2059,1240,1305,2542,20,24,44,34,28,61,32,28,64,16,18,33,35,27,65,41,37,76,996,1086,2080,1083,1097,2186,1312,1373,2685,23950,24711,48656,23941,24387,48328,25316,25788,51100,3992,3934,7931,4770,4722,9495,5905,5973,11874,24291,25211,49502,24105,24768,48869,25123,25789,50912,3774,3766,7543,4687,4693,9378,6006,6043,12045,26020,26986,53007,26405,27165,53571,28087,28779,56865
21701,17843,18154,35995,17546,18015,35562,18201,18592,36792,1029,968,2004,902,930,1829,909,877,1785,2442,2257,4697,2139,1970,4108,2124,2008,4135,1315,1214,2530,1154,1043,2194,1083,976,2057,812,706,1523,899,746,1647,863,753,1622,1612,1733,3343,1499,1642,3140,1765,1766,3532,2151,2306,4452,1842,1961,3797,1785,1966,3756,2678,2719,5393,2526,2632,5162,2275,2405,4688,2710,2599,5307,2767,2832,5605,2821,2916,5738,1735,1774,3516,2271,2214,4490,2748,2664,5411,1019,1244,2260,1138,1317,2457,1389,1498,2898,333,638,965,406,726,1135,429,751,1184,60,59,120,67,81,147,9,3,12,268,292,559,321,360,683,459,473,930,5,4,11,8,3,13,8,12,18,3,14,17,17,14,28,11,7,21,282,302,589,349,374,722,481,492,976,15685,15932,31614,14741,15008,29744,15470,15664,31134,1327,1396,2723,1246,1433,2682,1415,1629,3044,16792,17114,33907,15901,16297,32203,16512,16835,33343,385,411,798,399,476,875,491,595,1088,16473,16797,33267,15790,16170,31964,16513,16825,33330
21703,18359,18338,36692,18577,18458,37038,19320,19176,38497,1245,1082,2331,1039,997,2041,976,891,1866,2548,2361,4912,2445,2134,4581,2354,2179,4532,1305,1209,2514,1176,1042,2221,1150,993,2142,896,785,1682,978,860,1831,960,807,1766,1726,1708,3426,1823,1744,3559,2120,2023,4143,2212,2285,4497,1960,1965,3923,2003,2053,4060,2680,2632,5309,2555,2581,5134,2397,2472,4872,2551,2502,5055,2736,2808,5541,2866,2890,5753,1811,1847,3655,2290,2261,4554,2629,2599,5227,1069,1296,2369,1183,1413,2596,1416,1550,2972,313,635,946,393,660,1049,450,721,1171,92,134,230,230,321,552,22,25,46,146,137,277,195,184,375,245,241,485,10,16,23,14,10,19,9,9,15,0,0,0,0,0,0,0,5,10,156,151,304,203,196,400,254,253,505,16190,16219,32412,15525,15456,30981,16071,16073,32147,1327,1303,2627,1420,1409,2834,1767,1731,3501,17270,17277,34544,16578,16579,33155,17096,17081,34178,412,459,879,601,559,1152,891,841,1730,16906,16996,33904,16549,16478,33027,17134,17126,34257
21704,23387,24588,47974,24382,25717,50099,25622,27155,52777,1625,1562,3186,1504,1412,2916,1421,1360,2788,3292,3278,6571,3334,3219,6558,3487,3213,6702,1841,1643,3484,1628,1590,3218,1589,1569,3156,1451,1421,2870,1516,1412,2926,1280,1278,2560,2537,2654,5199,2753,2851,5596,3060,3171,6237,2955,3190,6148,2865,3038,5901,2937,3170,6106,3220,3503,6723,3229,3617,6843,3226,3491,6714,3046,3044,6095,3270,3457,6726,3366,3829,7198,1914,2027,3944,2548,2668,5215,3147,3295,6448,1129,1491,2620,1269,1588,2853,1575,1857,3430,369,760,1135,473,871,1345,530,915,1445,128,136,269,194,204,397,49,37,85,329,311,640,374,345,720,491,486,972,14,12,22,7,8,16,9,4,10,16,3,21,13,0,15,22,0,17,356,324,684,390,355,743,514,489,1007,20512,21603,42122,20509,21578,42084,21693,23119,44812,1584,1689,3273,1894,2018,3915,2267,2415,4680,21769,22886,44652,21742,22941,44681,22961,24456,47423,549,627,1177,888,924,1810,1113,1163,2276,21309,22519,43823,21561,22854,44406,22896,24509,47407
29797,34,0,38,26,0,26,36,6,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,6,7,0,7,4,0,4,16,0,16,8,0,11,13,0,13,3,0,3,8,0,8,9,0,9,10,6,14,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,70,22,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,19,0,19,7,0,9,10,0,10,0,0,4,3,0,3,34,0,32,20,0,20,9,0,13,0,0,0,3,0,6,5,0,5,29,0,29,20,0,23,5,0,11
29999,4674,3631,8310,4329,3241,7572,5170,3915,9089,230,213,449,214,163,374,222,189,414,309,280,592,176,192,372,370,361,730,235,258,495,177,175,357,234,229,459,535,503,1037,448,451,899,345,321,671,1095,906,1994,1052,796,1845,939,878,1819,893,520,1418,816,481,1290,1008,730,1736,630,379,1009,631,347,975,912,479,1393,402,345,747,458,352,814,644,429,1074,252,147,399,284,199,479,392,224,613,74,41,111,74,43,123,90,58,152,22,30,52,10,29,42,15,19,29,0,0,0,0,0,0,0,0,0,166,108,274,145,100,249,241,206,448,3,6,6,14,8,20,4,3,9,3,0,5,7,6,11,0,0,4,172,112,285,164,115,278,246,214,462,2949,2250,5198,2584,1807,4387,2348,1934,4283,1214,1024,2234,1062,957,2016,743,649,1390,2842,2366,5211,2369,1833,4202,2445,2041,4485,727,689,1414,701,696,1393,490,492,977,2864,2378,5237,2455,1894,4353,2541,2153,4693
30101,34493,35450,69940,35326,36250,71572,36104,37283,73384,2376,2208,4583,2189,2027,4220,2065,1943,4012,5090,4632,9718,5033,4610,9639,5082,4586,9667,2791,2599,5391,2522,2309,4828,2513,2241,4759,2381,2348,4728,2369,2152,4528,2157,1845,4002,3990,4125,8114,4218,4329,8544,3994,4166,8163,4697,5133,9830,4560,4827,9385,4660,4989,9645,5107,5576,10679,4915,5459,10374,4818,5247,10070,4403,4468,8870,4666,4934,9594,4623,5174,9797,2237,2372,4607,3097,3230,6324,3870,4202,8071,1083,1291,2374,1319,1546,2864,1803,2029,3829,345,691,1038,448,827,1274,515,845,1362,169,222,382,148,232,378,30,42,68,471,500,973,678,726,1397,895,978,1868,36,38,78,51,39,87,49,39,94,17,16,36,28,45,71,55,45,97,527,554,1084,750,810,1558,995,1059,2058,26079,26693,52773,26390,26807,53192,27253,27676,54928,7105,7526,14636,7396,7868,15271,7722,8489,16216,31154,31748,62903,31260,31636,62893,31816,32267,64080,2225,2685,4920,2668,3188,5859,3032,3676,6716,30237,31274,61512,30806,31594,62401,32236,33254,65491
30102,37052,39110,76166,40370,42440,82817,45424,47967,93394,2325,2193,4513,2235,2042,4279,2320,2230,4550,5469,5193,10658,5651,5323,10971,5981,5618,11604,2705,2662,5365,2856,2644,5498,3086,2855,5942,2000,1902,3895,2118,2025,4141,2495,2167,4657,3529,3707,7235,3872,4082,7947,4133,4426,8554,4842,5584,10425,4749,5275,10024,5118,5739,10856,5445,5787,11231,5719,6282,12003,6068,6814,12883,4810,5201,10009,5431,5859,11288,6311,6775,13089,3463,3516,6984,4606,4988,9594,5614,6160,11771,1826,2285,4110,2317,2672,4983,3302,3646,6947,646,1092,1740,820,1266,2085,1000,1531,2536,224,257,472,241,329,572,51,63,117,677,733,1409,854,897,1750,1194,1224,2421,42,51,91,60,45,101,59,52,115,49,57,99,46,58,104,83,73,156,767,834,1601,956,997,1951,1341,1352,2689,26579,28091,54671,28869,30037,58902,32946,34694,67641,8908,9459,18366,9386,10149,19536,10650,11580,22231,33878,35705,69580,36179,37724,73895,40815,42819,83633,1812,2167,3978,2241,2731,4973,2822,3514,6338,31713,33750,65462,34850,36741,71595,40279,42675,82948
30103,31810,33209,65021,33519,35187,68704,35597,37449,73041,2610,2408,5020,2438,2294,4732,2334,2194,4521,4520,4284,8805,4897,4635,9531,5149,4966,10118,1998,1954,3943,2172,2060,4229,2254,2041,4299,1772,1759,3529,1846,1809,3659,1948,1816,3768,4050,4502,8546,4007,4335,8347,4102,4390,8498,5304,5498,10802,5184,5624,10811,5226,5778,11007,4480,4633,9112,4956,5125,10080,5334,5655,10990,3520,3554,7071,3719,3928,7647,4174,4408,8583,2019,2282,4301,2583,2878,5464,2990,3316,6307,1133,1521,2657,1264,1601,2865,1560,1949,3512,418,822,1236,453,891,1347,528,932,1455,192,274,466,203,303,507,49,60,98,583,676,1258,655,744,1392,864,873,1734,44,42,89,72,49,119,55,53,105,29,31,63,28,49,76,49,56,113,657,753,1411,754,836,1593,969,985,1951,23238,24391,47629,23941,25159,49102,25954,27118,53072,7049,7455,14504,7826,8283,16110,8382,9123,17501,27967,29176,57144,28742,29951,58695,30701,31797,62496,2493,2899,5391,3153,3642,6794,3563,4323,7888,26745,28261,55007,27972,29617,57581,30976,32585,63563
30201,18284,19481,37768,19640,21147,40788,22302,23824,46125,1250,1146,2398,1285,1248,2535,1445,1411,2861,2377,2371,4750,2531,2527,5055,2995,2967,5960,1280,1207,2486,1255,1269,2530,1368,1356,2721,1280,1271,2551,1388,1334,2716,1482,1460,2946,2328,2432,4760,2676,2847,5530,2996,3159,6159,2604,2850,5453,2716,2899,5616,3330,3535,6861,2513,2734,5242,2632,2870,5494,2916,3189,6106,2234,2334,4573,2182,2446,4630,2370,2609,4980,1369,1590,2958,1720,1884,3612,1894,2067,3964,817,1014,1831,908,1168,2073,1094,1370,2462,228,537,765,342,667,1003,405,706,1113,94,155,247,146,252,395,36,39,73,190,178,368,272,273,545,381,373,756,12,8,21,18,14,31,32,45,79,10,11,19,16,27,40,23,30,57,216,199,411,306,309,611,446,446,894,13477,14598,28082,14066,15255,29318,15606,16743,32356,4113,4215,8327,4800,5064,9859,6102,6515,12614,15399,16396,31790,15886,17009,32896,17394,18478,35879,2283,2524,4808,2992,3356,6352,4226,4722,8948,16138,17296,33438,17145,18478,35624,19617,21018,40630
30202,31713,34180,65892,33276,35800,69075,35938,38393,74330,2380,2176,4559,2234,2094,4328,2278,2094,4371,3743,3575,7316,4089,3856,7944,4419,4165,8583,1852,1908,3755,1761,1843,3605,2037,2003,4044,2300,2457,4755,2372,2556,4920,2349,2570,4913,5253,5230,10482,5661,5822,11481,5890,6220,12114,4975,5166,10143,5001,5195,10195,5519,5630,11148,3957,4201,8157,4364,4508,8874,4731,4908,9643,3073,3351,6429,3290,3655,6945,3683,3885,7575,1987,2509,4498,2259,2728,4987,2603,3085,5683,1609,2276,3887,1539,2166,3703,1634,2322,3955,584,1332,1914,710,1379,2091,797,1509,2304,207,307,508,246,379,624,62,96,156,480,522,1002,566,622,1186,714,770,1487,55,60,113,40,55,95,37,42,82,43,57,98,44,51,90,72,63,136,576,637,1208,650,727,1376,828,885,1704,23489,25456,48945,24167,25650,49818,26361,27961,54324,6620,7067,13687,7275,8085,15360,8152,9029,17178,26456,28383,54837,26997,28480,55474,29307,30865,60174,3710,4301,8017,4567,5417,9983,5087,6000,11090,27004,29421,56430,28090,30155,58246,31094,33228,64325
30203,17357,17214,34570,19231,19435,38666,21406,21562,42971,1116,1009,2122,1226,1174,2396,1303,1221,2522,1801,1690,3488,2002,1862,3861,2308,2092,4406,1254,921,2181,1032,929,1957,1125,970,2097,1340,1357,2697,1516,1443,2957,1400,1483,2881,3238,3104,6341,3831,3813,7648,4078,4177,8256,2714,2714,5429,3064,2950,6009,3654,3511,7164,2226,2195,4418,2387,2436,4825,2750,2712,5460,1852,1793,3651,2025,2071,4094,2231,2252,4484,1007,1168,2167,1305,1370,2676,1535,1641,3184,568,785,1354,625,845,1467,753,967,1722,236,485,721,229,542,769,278,528,804,175,188,361,166,244,413,65,55,121,319,292,608,366,338,704,434,460,894,39,26,62,27,27,61,33,45,76,26,11,44,32,27,61,38,42,74,386,332,718,426,395,826,503,546,1046,12138,12163,24304,13179,13061,26246,15097,14954,30057,4234,4206,8443,4949,5114,10058,5420,5850,11268,14005,13888,27891,15012,14830,29840,16905,16788,33695,2425,2574,4997,3124,3433,6557,3465,3917,7381,14044,14162,28202,15501,15558,31060,17956,18043,35999
30204,25567,27253,52826,28109,29881,57991,29654,31519,61171,1823,1726,3551,2036,1850,3887,1927,1826,3754,3286,3105,6387,3647,3411,7053,4024,3666,7688,1714,1659,3377,1710,1576,3286,1738,1610,3343,1636,1595,3234,1773,1767,3537,1746,1634,3375,3573,3750,7323,4012,4319,8330,3983,4290,8275,3828,4075,7904,4117,4426,8540,4393,4689,9081,3501,3719,7220,3851,4068,7915,3963,4241,8209,2863,3100,5961,3137,3360,6492,3301,3671,6973,1796,2107,3903,2196,2605,4807,2626,3004,5629,1120,1641,2758,1161,1649,2807,1451,1944,3394,425,785,1215,477,849,1335,508,947,1453,182,199,376,198,315,512,43,47,89,525,583,1104,630,683,1305,787,856,1643,33,47,81,56,59,113,47,66,114,20,31,53,46,47,88,46,58,112,579,662,1237,726,783,1509,882,979,1865,18619,19950,38567,19579,20643,40224,20787,21924,42711,5663,6007,11663,7050,7650,14701,7770,8505,16280,21709,23139,44850,22339,23707,46042,23303,24564,47865,2657,2931,5588,4351,4751,9103,5176,5745,10918,21566,23286,44854,23317,24883,48191,25381,26952,52330
30301,22730,24282,47012,24169,26006,50180,26139,28141,54274,1599,1526,3127,1647,1540,3190,1691,1603,3296,3050,2764,5813,3150,2951,6095,3532,3289,6820,1537,1565,3095,1589,1543,3132,1596,1518,3117,1697,1721,3421,1813,1849,3662,1769,1817,3586,3326,3454,6783,3661,3800,7469,3742,3942,7688,3519,3782,7306,3600,3827,7431,3987,4393,8379,3022,3384,6399,3205,3638,6845,3547,3927,7470,2397,2579,4969,2606,2941,5547,2803,3170,5971,1379,1527,2908,1612,1917,3528,1996,2368,4360,907,1309,2212,903,1202,2107,1087,1399,2488,302,670,971,382,793,1176,385,712,1100,152,221,373,238,299,540,31,40,70,254,246,501,255,279,540,343,376,712,23,33,55,17,23,43,29,25,55,10,20,28,19,12,24,21,20,37,282,301,584,289,317,605,393,417,807,16407,17712,34123,16938,18172,35115,18690,19852,38538,5445,5720,11164,6021,6597,12623,6744,7559,14302,18506,19734,38237,18948,20107,39057,20583,21882,42462,3417,3814,7231,4071,4747,8819,4780,5505,10292,19568,21297,40866,20585,22234,42820,23216,24935,48151
30302,32321,32869,65183,35045,35933,70977,39039,40355,79394,2016,1944,3962,1953,1896,3851,2071,1917,3990,3259,3024,6284,3513,3271,6786,3804,3555,7360,1644,1678,3324,1918,1836,3756,2006,1963,3969,3362,3422,6781,3704,3826,7529,3921,4395,8317,7056,6906,13966,7653,7819,15469,8385,8614,16999,5305,5129,10431,5413,5250,10659,6117,6105,12224,3919,3944,7859,4331,4370,8695,4889,4863,9751,2906,2937,5847,3187,3332,6517,3667,3745,7412,1532,1699,3229,1900,2081,3987,2408,2606,5017,954,1417,2371,1033,1371,2401,1250,1629,2872,371,761,1134,445,890,1334,512,964,1479,373,423,798,415,598,1020,84,81,162,344,300,640,372,340,709,513,574,1094,36,42,82,37,58,92,46,41,80,25,23,50,34,31,60,26,37,66,408,359,766,446,426,865,585,649,1236,21848,22628,44482,23357,24055,47419,26813,27578,54389,8512,8571,17086,9301,9641,18943,10568,11239,21809,24722,25359,50075,26011,26589,52601,29765,30411,60171,5744,5956,11695,6752,7180,13936,7540,8319,15859,25985,27081,53063,27783,28788,56574,32428,33468,65892
30303,32031,33634,65663,34502,36701,71206,38874,40497,79365,2021,1924,3947,2092,2072,4160,2286,2140,4424,3801,3726,7523,4268,4204,8473,5280,5244,10524,2312,2246,4556,2358,2376,4743,2603,2577,5179,3044,3047,6095,3189,3312,6506,3041,2832,5870,5270,5080,10349,5822,5962,11785,6068,6126,12187,4359,4716,9074,4853,5035,9889,5994,6391,12391,3988,4272,8252,4260,4545,8808,4946,5154,10100,3290,3529,6822,3215,3614,6826,3679,3997,7675,2245,2499,4745,2534,2879,5413,2704,3119,5821,1311,1710,3022,1414,1794,3205,1690,2005,3693,398,875,1273,486,913,1401,586,924,1501,427,568,993,657,923,1579,126,149,274,315,363,678,360,368,725,446,449,899,44,45,87,41,44,83,32,57,92,34,31,64,31,35,65,56,52,109,393,445,833,433,443,872,538,562,1101,19499,20783,40286,19592,20425,40014,21495,21799,43289,11080,11647,22729,13312,14616,27926,15929,17373,33312,21667,22790,44462,20871,21533,42408,21948,22262,44211,9014,9773,18788,12129,13575,25702,15319,16727,32050,25397,27168,52567,26371,27701,54066,30439,31460,61900
30304,18169,18353,36522,19350,19518,38868,19952,19954,39907,1328,1168,2491,1330,1243,2571,1215,1182,2403,1997,1966,3963,2283,2162,4442,2567,2384,4945,1183,1203,2386,1185,1144,2330,1121,1086,2204,1731,1591,3320,1795,1709,3504,1581,1443,3022,3194,2923,6118,3487,3301,6781,3492,3202,6697,2844,2790,5632,2945,2894,5844,3123,3208,6335,2213,2220,4430,2456,2485,4940,2629,2557,5182,1607,1714,3318,1750,1829,3578,1951,2000,3953,1085,1257,2342,1152,1308,2461,1256,1427,2682,707,1020,1731,689,945,1633,747,956,1702,277,508,785,276,507,779,267,515,781,262,332,597,275,379,657,50,65,110,181,190,373,227,235,463,311,343,655,14,21,37,15,18,38,22,28,48,11,12,18,12,14,28,16,22,38,201,223,427,249,274,526,346,393,742,11633,12191,23829,12142,12326,24470,13190,13265,26453,5380,5286,10667,6112,6117,12231,6025,6069,12095,12892,13346,26240,13211,13254,26466,14044,14011,28055,4158,4192,8350,5110,5254,10364,5109,5264,10371,14317,15036,29358,15081,15496,30575,16515,16859,33367
30305,26517,27122,53641,29483,30046,59528,33330,34560,67890,1972,1961,3936,2467,2199,4662,2491,2456,4943,3805,3662,7472,4079,3863,7944,5240,4964,10210,2049,1935,3982,2016,1912,3930,2077,1962,4036,2129,1917,4050,2190,2077,4265,2126,1966,4085,4326,4619,8944,5031,5350,10375,5134,5465,10599,3875,4190,8064,4373,4493,8869,5621,5951,11575,3528,3650,7172,3578,3919,7494,3889,4179,8064,2660,2726,5394,2914,3108,6017,3115,3459,6579,1376,1322,2696,1821,1810,3625,2305,2510,4814,590,726,1319,756,862,1615,1032,1116,2144,204,406,614,268,467,734,296,535,830,237,337,571,492,777,1263,91,133,227,357,335,693,353,365,719,495,496,989,20,28,54,39,24,60,47,52,101,40,28,69,36,41,80,48,66,115,420,396,814,431,435,858,586,616,1200,14428,14722,29144,14825,14715,29536,16438,16504,32945,10703,11122,21817,13201,13936,27140,15580,16765,32345,16597,16697,33292,15915,15587,31499,16244,16116,32357,8653,9293,17945,12185,13164,25355,15538,16893,32432,20748,21332,42077,22120,22349,44469,25711,26272,51985
30306,22809,23257,46065,24814,24988,49806,25085,25103,50190,1380,1467,2844,1617,1621,3233,1563,1389,2945,2732,2636,5369,2782,2846,5629,3201,3159,6359,1651,1592,3242,1603,1434,3037,1382,1388,2774,2559,2371,4927,2586,2154,4743,2001,1695,3701,4024,3779,7802,4903,4602,9502,4389,4091,8483,2981,3146,6130,3388,3438,6825,3838,3826,7665,2751,2992,5746,2629,2824,5450,2707,2898,5601,2443,2624,5063,2382,2707,5095,2498,2730,5225,1433,1414,2846,1813,1868,3685,2087,2241,4330,639,811,1453,802,916,1714,1097,1155,2258,214,424,641,306,581,888,320,533,856,363,522,889,576,803,1376,89,95,179,183,191,380,178,201,378,261,302,566,19,20,37,13,13,29,24,21,44,18,15,37,11,20,30,20,21,45,220,231,452,206,234,437,306,352,653,10668,10843,21509,10409,10277,20688,11029,10512,21544,11089,11476,22566,13245,13566,26818,13037,13614,26651,11599,11646,23248,10476,10306,20779,10374,9878,20261,10247,10766,21012,13229,13592,26823,13557,14067,27627,16491,17050,33544,16575,16727,33299,17939,17904,35845
