SA3_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
10402,1033,20613,0,0,0,0,0,0,21,0,0,0,0,21,497,113,49,17,4,684,494,237,129,49,23,933,79,43,40,16,14,195,17,4,6,5,0,27,1115,396,225,88,38,1866,5,0,0,0,0,5,50,11,0,0,0,64,526,166,65,29,4,788,241,80,40,21,14,398,20,10,10,0,3,49,5,4,5,0,0,13,844,266,127,56,24,1320,9,0,0,0,0,12,51,0,0,0,0,57,58,8,6,4,0,73,44,3,4,4,0,65,8,3,11,0,0,19,3,3,0,0,3,14,180,24,19,5,11,240,41,16,12,0,0,71,11962,4766,4315,1961,1109,24117
10501,288,4420,0,0,0,0,0,0,9,0,0,0,0,9,38,8,0,3,0,49,18,6,4,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,60,15,3,6,0,82,0,0,0,0,0,0,6,0,0,0,0,4,16,0,0,0,0,19,8,3,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,27,3,0,0,0,31,4,0,0,0,0,4,21,4,0,0,0,27,17,10,0,0,0,33,20,4,0,5,0,32,9,0,3,0,4,6,7,0,0,0,0,8,75,15,9,3,0,111,42,23,10,3,7,87,2323,927,747,433,302,4733
10502,177,4761,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,22,10,4,4,0,0,20,4,0,4,0,0,5,0,0,0,0,0,0,37,10,6,0,0,55,0,0,0,0,0,0,9,0,0,0,0,9,8,7,0,0,0,16,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,7,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,23,10,6,7,0,54,2592,1005,803,324,179,4908
10503,908,16750,0,0,0,0,0,0,16,0,0,0,0,17,288,71,26,7,5,391,113,40,30,7,0,196,23,17,16,11,11,61,11,5,5,0,0,15,444,133,71,22,14,679,0,0,0,0,0,0,34,4,0,0,0,34,194,87,37,5,0,324,18,13,7,8,0,48,7,6,3,0,4,21,5,0,0,0,0,8,259,106,45,10,4,432,3,0,0,0,0,3,8,0,0,0,0,9,12,6,0,0,0,16,6,6,0,4,0,21,10,0,5,0,0,13,0,0,0,0,0,0,39,14,4,5,0,72,22,10,8,12,0,60,8323,3699,3295,1751,922,17989
10601,1289,24246,0,0,0,0,0,0,24,0,0,0,0,26,299,57,19,4,0,383,277,156,79,32,3,552,17,17,20,11,5,69,6,0,0,0,0,15,624,241,120,39,17,1033,0,0,0,0,0,0,17,0,0,0,0,19,68,8,4,0,0,82,23,16,9,5,0,56,7,5,5,3,5,21,0,0,0,0,0,0,112,38,14,6,5,173,3,0,0,0,0,3,22,0,0,0,0,22,11,4,0,6,0,18,9,4,0,6,0,11,3,5,0,0,0,8,3,0,0,0,0,3,42,13,0,5,0,66,25,9,10,4,6,48,11101,5457,5190,2505,1314,25577
10602,1006,22032,0,0,0,0,0,0,25,3,0,0,0,32,478,92,22,5,0,589,328,170,87,23,6,620,49,34,31,20,7,147,7,3,0,0,0,14,888,306,139,50,14,1400,0,0,0,0,0,0,34,4,0,0,0,33,84,28,6,5,0,123,18,12,4,0,0,41,9,4,3,6,0,18,0,0,0,0,0,0,147,40,20,9,0,211,3,0,0,0,0,3,6,0,0,0,0,6,18,4,0,0,0,26,6,0,3,0,0,12,0,0,4,0,0,4,0,0,0,0,0,0,40,5,8,0,0,56,10,11,6,0,0,27,9831,5272,5298,2299,1024,23721
10603,850,18307,0,0,0,0,0,0,17,0,0,0,0,19,445,56,27,9,0,532,763,258,157,35,16,1227,158,56,62,26,10,315,12,0,0,0,0,22,1393,372,249,70,26,2108,0,0,0,0,0,0,15,0,0,0,0,17,187,34,10,0,4,234,154,21,11,0,0,190,25,8,6,10,0,41,3,0,0,0,0,6,389,64,29,15,4,496,5,3,0,0,0,12,42,4,0,0,0,44,62,13,12,0,0,83,32,8,0,0,0,41,0,0,4,4,0,13,3,0,0,0,0,3,145,28,18,3,6,197,25,6,4,0,0,40,11308,3820,3497,1633,883,21145
10604,335,7470,0,0,0,0,0,0,17,0,0,0,0,17,90,22,13,4,0,130,71,36,24,6,0,134,14,6,10,5,0,35,0,0,0,0,0,3,197,70,43,9,5,324,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,20,8,3,0,0,0,12,4,0,0,0,0,3,0,0,0,0,0,0,28,4,9,0,0,37,0,0,0,0,0,0,8,0,0,0,0,13,17,0,0,0,0,19,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,36,4,3,0,0,45,14,5,0,5,0,18,3747,1552,1493,755,341,7891
10701,971,19442,0,0,0,0,0,4,25,3,0,0,0,23,237,50,13,5,0,303,376,205,115,42,19,761,25,26,39,18,17,117,12,8,0,0,0,20,672,292,167,65,34,1233,0,0,0,0,0,0,39,5,0,0,0,43,227,55,28,6,0,321,68,35,40,18,13,172,12,4,16,5,7,47,10,3,0,0,0,14,357,107,85,30,24,603,0,0,0,0,0,0,3,0,0,0,0,6,23,0,0,0,0,23,4,3,0,0,0,12,0,0,0,0,4,9,0,0,0,0,0,3,32,10,4,0,3,46,11,0,0,0,0,18,9005,4655,4667,1974,1035,21335
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,1074,23430,0,0,0,0,0,0,27,0,0,0,0,26,608,109,31,0,0,743,954,459,299,72,22,1797,129,83,72,51,25,355,16,6,5,0,0,36,1738,645,406,122,47,2960,0,0,0,0,0,0,49,3,0,0,0,58,406,72,16,6,0,499,188,57,37,9,4,289,27,13,19,8,0,69,8,0,0,0,0,8,674,150,70,18,3,924,0,0,0,0,0,0,17,5,0,0,0,19,78,4,0,0,0,85,9,4,3,0,0,18,7,5,0,0,0,9,0,0,0,0,0,4,112,12,5,0,0,132,19,4,0,3,0,29,12410,5607,5840,2487,1131,27473
10704,942,24154,0,0,0,0,0,0,60,3,0,0,0,67,942,265,103,15,15,1334,1077,602,440,121,43,2278,83,59,74,40,24,284,17,11,0,0,0,27,2183,941,618,176,79,4000,7,0,0,0,0,6,299,29,7,0,0,333,2562,705,264,65,15,3617,1155,363,252,61,25,1863,65,28,46,27,18,191,32,13,9,0,0,52,4122,1144,583,158,57,6064,8,0,0,0,0,8,24,0,0,0,0,24,63,15,7,6,0,84,28,17,14,0,0,51,4,6,3,5,0,19,0,0,0,0,0,0,126,33,22,11,0,195,22,6,13,7,9,62,15616,7172,7618,2974,1091,34467
10801,245,7456,0,0,0,0,0,0,6,0,0,0,0,9,200,28,9,0,0,239,393,73,39,10,5,516,19,8,5,3,5,40,6,0,3,0,0,8,620,112,56,14,11,820,0,0,0,0,0,0,24,3,0,0,0,29,315,57,19,4,0,396,133,24,16,0,4,179,9,3,0,3,0,14,5,0,0,0,0,10,478,90,40,5,9,620,0,0,0,0,0,3,30,0,0,0,0,38,43,4,5,0,0,51,11,7,0,3,0,23,0,3,3,0,0,8,0,0,0,0,0,0,95,16,8,3,0,118,18,3,4,0,0,22,5579,1456,1217,518,264,9036
10802,622,12107,0,0,0,0,0,0,12,0,0,0,0,12,111,18,0,0,0,128,88,29,23,14,0,155,12,4,8,6,0,37,9,0,0,0,0,8,228,56,38,12,3,340,0,0,0,0,0,5,24,0,0,0,0,25,159,32,6,7,0,195,66,25,15,3,0,115,9,0,0,0,0,17,9,0,0,0,0,10,258,61,23,14,11,363,11,0,0,0,0,12,23,0,0,0,0,25,39,10,4,0,0,43,17,0,0,5,0,26,7,0,3,0,0,14,6,0,0,0,0,6,100,12,6,9,0,123,24,7,7,0,0,46,7016,2457,1910,969,634,12980
10803,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,19,3,3,109
10804,802,20154,0,0,0,0,0,0,25,0,0,0,0,25,699,88,22,7,0,819,734,223,120,30,13,1124,84,24,32,19,11,167,18,3,0,0,0,25,1559,341,180,58,28,2163,3,0,0,0,0,0,65,0,0,0,0,69,565,126,31,7,0,734,322,74,29,12,3,433,19,5,10,6,3,43,15,0,0,0,0,16,986,210,68,23,4,1289,4,0,0,0,0,6,33,0,0,0,0,35,47,8,7,0,0,61,10,0,3,3,0,21,4,3,4,0,0,7,0,0,0,0,0,0,105,14,10,0,0,138,26,5,7,0,3,44,13131,4260,3883,1688,834,23789
10805,620,14527,0,0,0,0,0,0,13,0,0,0,0,13,232,31,12,0,0,268,129,39,24,7,0,200,20,3,0,7,3,37,12,0,0,0,0,10,397,73,45,12,10,533,0,0,0,0,0,0,18,0,0,0,0,21,110,34,9,0,0,151,33,21,8,3,0,64,4,3,0,0,0,9,0,0,0,0,0,4,175,58,23,9,0,259,11,0,0,0,0,10,23,3,0,0,0,29,34,5,0,0,0,37,12,4,3,3,0,19,3,0,0,0,0,6,7,0,0,0,0,7,90,11,0,5,3,112,20,7,0,0,0,30,8759,2756,2234,1087,624,15461
10901,649,15700,0,0,0,0,0,0,41,6,0,0,0,52,588,160,55,22,4,829,208,102,31,8,13,358,18,5,11,4,4,47,18,0,3,0,0,23,879,281,102,27,14,1307,0,0,0,0,0,0,9,0,0,0,0,9,50,16,3,0,0,66,10,0,3,0,0,18,0,3,0,0,0,3,0,0,0,0,0,0,75,13,8,0,0,98,4,0,0,0,0,4,3,0,0,0,0,3,7,5,0,0,0,10,6,0,0,0,0,13,0,0,0,3,3,9,0,0,0,0,0,0,21,5,0,3,6,31,15,4,3,0,0,26,8403,3391,3222,1483,675,17170
