SA3_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
21402,67,206,73,100,441,20,63,26,29,138,15,21,14,19,70,0,9,0,5,15,3,5,4,0,15,0,14,9,3,29,10,42,12,35,94,285,1279,371,727,2668
21501,3,12,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,15,32,69,539,77,210,895
21502,4,11,0,3,25,0,6,0,0,8,0,3,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,27,4,17,49,124,786,130,307,1353
21503,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,31,55,349,36,126,571
21601,4,17,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,6,28,74,384,78,172,714
21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,40,269,38,125,482
21603,4,24,3,11,36,3,5,0,3,8,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,37,0,13,55,170,815,133,359,1475
21701,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,17,49,294,54,111,508
21703,0,10,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,15,41,313,53,114,515
21704,10,23,3,12,53,0,0,0,0,9,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,9,32,95,541,108,249,992
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,39,152,48,81,333,10,37,9,17,85,6,13,4,13,41,4,3,3,0,13,0,0,0,0,0,0,3,0,0,6,4,22,5,17,48,140,747,192,402,1482
30102,62,264,87,149,570,23,60,23,37,141,7,21,7,11,43,3,9,0,4,20,0,4,3,4,8,0,4,3,0,10,0,19,9,10,41,184,875,245,480,1786
30103,45,184,55,86,371,15,71,23,21,125,13,23,8,10,49,0,6,3,5,16,0,0,0,0,0,0,3,0,3,7,0,23,5,20,45,148,790,211,424,1567
30201,18,109,40,38,202,8,56,16,22,102,7,10,4,7,26,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,11,4,10,18,74,413,111,193,793
30202,39,141,45,69,293,18,45,12,19,102,8,17,7,3,39,0,4,0,0,12,0,4,0,0,8,0,3,0,0,0,5,21,6,15,44,140,782,215,475,1613
30203,20,78,23,52,178,3,24,10,12,53,0,7,0,4,11,0,5,4,0,6,0,0,0,0,5,0,0,0,0,0,3,16,6,4,28,68,417,127,251,858
30204,38,123,27,60,248,8,19,5,14,40,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,17,5,18,48,161,728,176,410,1483
30301,21,121,48,52,239,7,37,11,18,76,0,20,5,11,37,3,9,4,5,17,0,0,0,3,6,0,4,0,0,6,0,8,8,4,19,66,448,151,264,925
30302,24,132,62,56,276,13,39,29,27,115,4,20,3,7,39,4,5,6,7,16,0,4,3,4,4,0,0,0,0,6,0,14,8,10,34,89,623,215,346,1275
30303,53,141,60,69,328,19,64,21,32,141,8,28,7,13,53,0,15,0,4,18,0,4,0,0,5,0,0,0,0,0,0,20,7,5,37,162,636,264,382,1445
30304,13,55,16,33,120,8,26,14,11,51,3,13,0,5,21,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,8,5,6,19,56,324,95,183,659
30305,48,142,41,82,313,17,43,14,25,97,3,7,5,0,18,0,4,0,3,7,0,3,0,0,3,0,0,0,0,3,10,29,6,22,59,178,742,195,365,1474
30306,29,81,34,44,196,19,41,14,22,90,3,13,3,0,27,0,0,3,5,5,0,0,0,0,3,0,3,0,0,3,4,17,4,13,39,113,424,146,231,914
30401,15,30,23,20,83,3,17,18,9,52,0,6,0,0,12,3,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,49,183,90,80,406
30402,25,72,21,15,133,16,22,18,9,71,6,19,10,7,40,5,8,5,0,13,0,7,3,0,8,5,3,5,0,8,0,0,0,4,5,75,213,85,55,430
30403,25,110,49,45,226,9,35,21,9,77,5,10,8,3,24,4,7,3,3,21,0,9,0,0,11,8,0,3,0,17,0,3,4,7,14,87,383,181,160,808
30404,36,103,39,37,226,11,36,21,5,77,6,11,6,5,29,0,7,3,0,6,0,0,0,0,3,0,0,0,0,0,6,14,5,6,32,142,513,189,237,1074
30501,27,183,89,85,385,14,80,43,40,179,10,39,30,18,97,12,17,14,10,49,0,9,9,3,20,10,11,9,6,37,3,11,3,9,19,93,575,256,273,1203
30502,23,85,29,36,166,16,35,17,8,80,10,18,13,15,49,0,7,0,4,18,0,8,0,4,17,3,4,5,0,22,3,12,3,3,24,76,393,107,184,757
30503,23,146,66,75,315,19,77,38,36,176,10,35,20,19,86,3,21,18,8,48,3,12,3,8,27,5,18,7,9,39,0,18,0,7,29,101,739,290,365,1495
30504,17,88,43,22,173,4,49,22,16,94,5,23,16,8,53,7,17,18,3,37,0,8,6,0,19,3,14,11,6,32,0,13,8,5,21,50,349,173,130,706
30601,48,137,41,53,282,10,37,5,12,71,0,10,0,4,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,16,6,8,33,139,676,137,267,1222
30602,28,123,23,55,224,8,47,6,9,77,3,3,5,4,14,0,0,0,4,4,4,0,0,0,5,0,0,0,0,0,14,52,3,25,93,319,1922,314,803,3364
30603,0,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,7,22,94,531,75,243,944
30604,0,10,0,0,15,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,121,22,57,217
30605,4,20,0,8,27,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,4,4,27,107,507,71,243,934
30701,0,8,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,30,3,5,41,72,605,67,162,909
30702,0,11,0,0,9,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,17,3,11,33,79,553,69,194,890
30703,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,11,21,75,503,61,188,819
30801,4,9,0,4,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,5,29,69,428,50,132,679
30803,22,83,15,26,147,6,17,3,4,29,0,3,0,0,11,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,10,65,8,27,107,282,1717,237,653,2892
30804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,134,17,38,207
30805,9,16,9,9,33,0,8,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,4,10,56,179,1046,127,296,1654
30901,16,136,42,71,260,23,62,15,32,132,15,44,14,26,103,0,18,11,10,46,9,12,10,4,37,6,19,10,0,38,5,14,9,10,32,93,542,176,317,1129
30902,26,141,46,65,268,15,71,38,37,150,12,53,9,14,88,4,15,3,8,31,3,6,0,3,19,0,6,0,5,11,0,11,0,6,23,89,538,166,304,1094
30903,43,170,63,138,407,18,78,28,53,180,9,33,11,23,69,5,8,3,9,27,0,6,4,0,11,3,4,7,6,19,0,28,3,22,51,145,854,253,599,1849
30904,10,22,5,10,37,6,7,0,3,16,0,4,0,0,7,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,83,19,44,177
30905,11,57,24,26,125,11,56,19,13,96,4,13,4,5,33,3,5,4,0,15,3,0,3,5,11,0,6,0,0,9,0,12,4,3,23,59,260,93,112,519
30906,53,210,61,103,424,16,78,27,34,158,13,35,6,13,64,0,12,4,7,20,0,3,0,4,8,0,4,0,0,7,8,22,0,19,48,164,741,193,431,1532
30907,191,839,170,333,1531,51,124,28,88,292,14,52,14,20,101,6,22,12,19,60,4,14,0,10,25,5,16,3,7,34,9,71,10,25,123,473,2381,454,938,4246
30908,42,281,103,144,567,47,137,56,75,310,9,43,17,27,97,3,20,0,7,32,0,3,3,3,11,5,3,0,3,7,0,18,8,15,44,125,668,237,380,1418
30909,37,158,81,130,407,27,100,38,77,242,10,38,12,21,95,0,28,4,10,39,5,8,5,6,15,0,0,0,0,5,0,32,9,23,61,132,782,270,597,1774
30910,8,83,30,58,183,9,44,9,36,101,3,29,10,22,65,6,14,4,15,36,6,6,3,6,24,3,8,0,7,26,0,6,3,3,17,55,330,106,243,730
31001,24,93,33,46,202,5,13,6,11,29,0,8,0,3,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,22,44,13,28,107,283,1224,296,657,2466
31002,7,25,0,7,41,0,10,5,7,18,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,10,49,144,737,99,257,1238
31003,6,49,10,17,81,4,10,0,3,21,3,6,0,0,14,0,0,0,3,3,0,0,0,0,0,0,5,0,0,5,12,58,5,21,96,400,2341,338,949,4023
31004,32,150,40,54,268,7,25,3,7,42,0,6,0,0,11,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,12,58,8,4,78,442,2173,329,748,3694
31101,3,8,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,14,51,238,42,117,449
31102,10,48,8,11,85,4,19,0,10,34,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,4,14,50,157,997,131,445,1728
31103,26,87,17,39,164,9,21,10,10,42,0,10,0,8,20,0,4,0,0,7,0,6,0,0,3,0,0,0,0,3,13,64,7,30,107,377,1751,254,667,3055
31104,15,70,4,31,118,10,26,5,11,51,0,10,3,11,20,0,3,0,0,5,0,0,0,0,0,0,6,0,0,6,6,16,7,14,36,121,752,93,204,1172
31105,23,79,26,42,170,5,30,3,12,50,4,9,0,3,21,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,25,0,18,50,183,967,167,501,1817
31106,31,107,29,60,225,6,39,13,21,76,8,5,0,3,12,7,5,0,0,9,0,0,0,0,0,0,0,0,0,0,8,49,12,35,105,346,1459,291,752,2841
31201,3,19,5,3,28,0,4,0,0,11,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,30,57,462,41,126,684
31202,41,149,24,43,254,4,28,3,11,48,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,54,4,24,89,248,1458,205,569,2480
31203,9,32,9,14,61,0,9,4,0,17,0,7,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,8,14,47,239,48,90,423
31301,12,35,14,22,80,0,3,0,5,8,4,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,77,360,71,209,716
31302,4,54,4,19,83,0,14,6,9,31,0,3,0,5,10,0,3,0,3,6,0,4,0,0,3,0,0,0,0,5,4,37,3,23,67,291,1688,250,717,2947
31303,0,14,0,3,20,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,10,87,24,38,156
31304,16,87,11,32,149,7,32,6,9,53,0,14,0,4,19,0,3,0,0,9,0,0,0,0,0,0,4,0,0,4,0,26,4,20,54,214,1086,180,434,1914
31305,29,121,58,72,281,13,26,5,25,73,3,7,5,4,21,0,8,0,0,10,0,0,0,4,6,0,0,0,3,6,3,16,5,15,35,193,984,228,661,2068
31401,38,142,44,55,277,16,39,17,22,92,5,11,5,5,23,3,3,0,0,4,0,0,3,0,3,0,0,0,4,3,0,7,3,13,28,116,520,148,200,985
31402,47,208,39,73,367,14,29,8,16,62,3,7,6,4,17,0,3,0,0,5,0,0,0,3,3,0,5,0,0,5,5,37,7,9,65,321,1799,361,619,3095
31403,7,67,13,26,110,0,10,0,0,16,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,12,33,108,655,125,322,1207
31501,0,7,0,6,9,0,13,3,0,22,3,9,3,6,17,0,4,5,0,8,0,0,0,0,0,0,0,0,0,3,0,46,4,24,69,94,909,65,349,1410
31502,4,24,0,8,35,4,5,0,3,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,19,49,63,610,40,187,907
31503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,3,22,28,193,24,56,297
31601,55,202,85,79,426,30,82,24,23,152,10,24,10,12,50,3,6,0,4,11,0,4,0,0,6,0,4,0,0,5,0,17,3,10,38,134,649,175,250,1207
31602,93,439,95,205,831,29,112,33,57,233,12,38,4,20,71,0,13,4,4,28,0,7,3,0,9,0,3,0,6,10,3,26,10,14,45,221,1105,278,636,2248
31603,35,153,49,89,327,20,67,24,53,169,6,19,11,16,52,6,15,4,6,29,0,10,0,4,15,6,7,0,3,15,0,10,3,12,23,108,661,200,450,1424
31605,35,158,47,71,305,29,114,36,42,221,5,33,13,20,72,3,13,0,3,20,0,10,3,0,15,0,11,4,0,15,0,7,4,3,12,99,468,147,240,955
31606,21,120,40,48,232,5,34,10,15,68,0,15,0,3,18,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,3,15,3,4,25,77,452,92,205,835
31607,27,116,21,56,214,9,25,4,13,51,0,8,0,6,20,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,5,14,4,12,36,90,489,89,271,936
31608,10,28,7,11,51,0,12,0,11,29,0,4,0,0,11,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,6,15,26,116,23,65,236
31701,29,97,19,28,164,9,25,7,9,52,3,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,7,52,3,34,99,447,2237,380,909,3984
31801,0,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,10,25,96,540,70,224,934
31802,31,107,35,53,227,5,20,6,8,45,3,7,5,5,28,0,5,0,0,5,0,8,0,0,8,0,0,5,0,0,12,73,13,44,141,547,2915,517,1115,5091
31901,4,16,5,10,45,4,10,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,3,30,82,219,1314,192,618,2339
31902,0,4,0,0,8,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,10,32,102,641,88,231,1069
31903,5,16,4,7,34,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,25,114,589,88,267,1052
31904,20,49,0,15,88,6,17,3,8,31,3,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,6,5,3,23,4,11,36,196,905,144,413,1655
31905,5,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,29,97,558,78,260,992
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,3,37,20,22,84,4,9,7,0,23,0,3,6,3,9,0,0,0,0,4,4,3,0,5,11,0,4,0,0,6,0,3,0,8,8,19,157,75,74,327
40102,23,43,17,8,92,0,10,0,0,17,0,0,0,4,3,0,4,0,0,4,0,0,0,0,0,4,0,0,0,5,0,12,0,11,26,100,520,138,238,1000
40103,11,43,19,23,96,8,24,8,8,46,4,3,6,5,18,0,0,7,0,5,0,5,0,0,7,0,7,3,0,13,5,3,6,0,10,50,233,115,94,489
40104,20,61,28,27,134,0,10,11,6,35,0,3,3,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,12,11,13,30,92,432,166,251,947
40105,13,44,30,29,117,7,24,6,9,44,3,11,5,8,24,6,3,5,0,13,0,0,0,0,0,0,0,0,0,5,0,7,3,4,19,50,271,122,144,593
40106,12,24,5,15,59,0,9,0,0,17,5,4,0,3,16,6,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,7,0,4,5,39,188,61,99,382
40107,6,52,37,23,111,6,19,13,4,40,0,9,5,4,26,3,3,4,0,10,0,0,4,0,3,0,4,0,0,5,0,6,0,5,7,38,255,127,91,516
40201,7,26,6,9,45,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,15,93,421,94,194,803
40202,4,17,0,9,30,0,4,0,0,6,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,68,9,32,110,344,2276,340,912,3877
40203,9,57,16,26,117,3,13,4,4,19,0,0,0,3,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,8,22,0,25,52,144,738,209,548,1637
40204,13,45,7,19,83,0,14,4,9,22,0,0,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,66,11,43,128,368,1866,392,936,3565
40205,14,41,12,27,88,0,8,4,4,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,5,16,33,173,747,233,441,1594
40301,12,45,20,16,90,6,18,9,4,35,0,3,3,0,9,0,4,0,3,11,0,3,0,0,10,0,0,0,0,0,0,6,3,0,8,42,278,97,133,559
40302,23,97,40,50,209,5,21,3,9,42,0,4,8,3,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,23,10,24,54,165,860,273,552,1846
40303,15,51,21,25,104,9,18,6,3,37,0,4,3,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,57,307,109,135,613
40304,23,71,19,33,147,0,13,6,6,28,4,8,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,11,48,10,28,91,438,2187,452,1004,4087
40401,29,106,33,67,234,5,19,22,17,62,0,4,7,0,16,0,0,0,0,4,0,5,0,0,5,0,0,0,0,5,5,32,7,41,78,208,1028,343,769,2344
40402,14,40,20,28,102,0,4,0,8,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,20,48,131,699,179,555,1568
40403,15,63,27,40,149,3,15,9,11,41,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,8,31,74,470,158,318,1021
40501,0,12,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,278,54,91,485
40502,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,33,184,41,73,321
40503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,60,309,54,121,552
40504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,22,46,260,42,93,443
40601,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,17,41,130,809,115,330,1388
40602,0,8,0,5,16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,14,40,46,438,40,177,704
40701,0,6,0,5,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,8,18,86,437,91,198,821
40702,0,11,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,11,31,88,679,117,257,1138
40703,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,22,58,124,838,136,355,1451
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,27,70,14,30,141,10,17,5,4,31,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,9,22,115,501,85,218,923
50102,8,40,18,14,77,0,8,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,8,21,58,206,1301,212,479,2201
50103,3,4,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,27,162,40,60,285
50201,11,63,15,29,127,0,12,3,5,15,0,3,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,34,3,15,54,237,1403,238,572,2447
50301,14,47,34,26,116,12,50,26,13,96,13,29,15,10,64,14,23,14,0,53,0,16,9,6,26,13,37,17,14,81,0,4,3,4,10,78,308,165,107,653
50302,21,140,50,47,255,17,66,36,33,150,14,44,18,12,87,5,23,7,6,44,3,12,8,5,30,4,8,3,4,25,3,13,8,10,37,105,717,220,317,1363
50401,19,93,34,49,196,4,19,0,11,39,3,0,0,4,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,5,19,11,10,47,136,793,186,413,1527
50402,6,30,10,9,60,0,4,6,7,9,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,4,4,17,59,227,63,124,472
50403,47,135,20,51,252,11,27,12,5,54,0,4,0,0,5,0,4,0,6,10,0,0,0,0,0,0,0,4,0,0,7,50,8,23,91,288,1586,279,627,2785
50501,63,213,83,82,452,26,63,25,28,139,7,20,9,9,48,5,5,5,0,16,0,8,0,0,10,6,0,3,0,9,4,24,5,14,46,255,1003,312,435,2011
50502,47,201,89,77,412,18,71,33,39,161,14,28,11,16,65,6,14,6,11,35,3,4,4,7,18,4,4,3,9,19,13,47,11,44,112,304,1825,526,1016,3669
50503,83,242,59,107,496,11,49,12,19,91,0,5,5,11,27,3,3,3,0,8,0,0,0,0,0,0,0,0,0,3,11,66,13,45,139,467,2302,471,946,4179
50601,23,82,23,20,145,6,7,0,7,18,0,4,0,3,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,30,6,12,51,174,1079,170,404,1826
50602,16,73,33,46,163,4,26,7,23,58,0,14,3,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,3,15,41,109,684,194,459,1440
50603,41,89,44,37,212,10,22,8,10,55,3,11,5,3,18,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,10,10,39,197,653,231,350,1427
50604,22,89,20,49,191,0,11,11,9,27,0,5,0,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,11,43,10,19,83,232,1215,247,569,2258
50605,28,58,16,27,123,3,9,0,0,22,0,4,0,6,10,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,9,19,0,6,30,91,482,79,197,846
50606,9,24,0,0,36,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,41,251,23,55,363
50607,4,44,16,21,87,3,18,10,9,37,0,7,7,7,22,0,5,3,3,11,0,0,0,5,3,0,3,0,0,6,0,8,0,10,18,47,295,101,191,629
50701,35,186,42,63,331,7,31,19,10,63,0,5,3,8,13,0,3,0,0,3,0,9,0,0,9,0,0,0,0,3,5,34,0,13,55,196,1142,263,462,2063
50702,12,61,11,15,99,6,21,17,13,56,5,6,6,10,26,0,8,7,0,17,0,3,0,0,3,0,8,0,0,6,0,12,5,6,20,51,299,106,172,629
50703,3,22,5,12,41,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,34,99,634,84,261,1076
50704,54,107,47,49,261,27,66,30,17,135,6,18,12,7,44,8,10,6,0,22,0,3,10,5,15,0,8,0,6,16,3,12,7,7,37,168,645,234,324,1373
50705,21,95,22,46,187,5,13,3,8,29,0,3,0,0,6,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,9,47,4,22,80,328,1752,286,612,2981
50901,4,24,5,4,37,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,36,109,608,115,238,1072
50902,0,7,0,5,15,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,26,83,390,42,161,682
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,30,135,19,42,222
51001,6,32,0,4,44,6,16,0,12,31,4,13,3,3,25,0,3,7,0,4,0,0,0,3,3,0,0,0,0,3,4,56,7,28,90,109,904,81,369,1458
51002,3,27,0,9,35,0,13,3,0,17,0,0,0,0,6,0,0,0,0,3,0,3,0,0,5,0,4,0,0,8,0,21,3,11,33,49,321,50,123,539
51003,4,15,4,6,34,3,9,7,3,17,6,6,0,8,14,5,7,0,0,10,0,7,0,0,7,0,5,0,0,9,0,22,0,14,39,44,250,42,109,451
51101,0,0,4,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,13,36,149,20,67,270
51102,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,14,5,96,19,45,174
51103,6,18,4,5,34,0,8,0,4,7,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,27,60,469,51,160,732
