SA3_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
10102,0,0,0,4,17,0,8,0,0,23,40,0,11,0,3,58,32,5,13,0,3,61,113,8,90,3,3,220,216,13,225,9,16,479,275,29,326,22,34,691,240,35,214,21,34,548,104,24,126,14,19,298,50,21,130,13,13,225,43,5,53,8,12,123,3,3,12,0,0,22,4,0,7,0,0,15,29,0,35,0,3,70,1184,149,1259,100,141,2838
10103,0,0,0,3,12,0,3,0,0,15,31,3,11,3,0,44,18,0,6,0,0,32,58,0,34,0,0,92,68,6,43,3,7,117,83,10,66,7,3,168,46,8,27,4,3,88,19,3,16,0,0,39,6,0,14,0,0,20,7,0,4,0,0,13,0,0,3,0,0,5,10,0,5,0,0,19,23,5,19,0,4,47,379,38,263,20,22,714
10104,0,0,0,10,34,0,11,0,3,52,64,0,20,0,5,97,67,7,23,0,9,98,125,3,64,3,16,220,267,18,147,14,25,469,445,52,389,27,52,968,156,55,194,17,20,442,57,9,44,9,0,121,10,0,4,0,0,19,3,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,10,44,7,34,0,3,90,1290,150,950,74,142,2609
10105,0,0,0,3,17,0,7,0,0,24,44,0,14,5,3,66,22,4,5,0,4,39,69,0,37,0,8,119,171,14,118,10,14,323,237,33,271,24,27,594,58,7,78,8,17,177,10,3,12,0,4,26,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,3,29,0,0,64,654,75,590,46,87,1461
10106,4,0,0,6,10,0,9,0,0,20,38,4,16,4,6,64,38,5,28,4,7,68,75,7,78,3,11,171,110,11,137,6,18,283,63,13,97,9,23,204,28,7,53,4,8,99,9,0,12,0,0,36,9,0,24,0,0,30,4,0,3,0,0,14,4,0,0,0,0,5,0,0,3,0,4,13,38,7,31,0,0,82,446,55,504,37,75,1113
10201,3,0,0,18,40,0,10,0,6,57,113,4,9,3,3,130,47,5,23,0,6,76,105,9,29,3,9,154,315,16,129,13,24,490,1206,83,706,56,107,2160,834,108,808,78,138,1968,334,86,460,49,75,1012,139,44,220,34,32,472,78,30,105,14,21,249,43,11,48,4,7,124,37,14,46,3,14,114,87,7,61,7,21,182,3409,419,2658,276,465,7217
10202,0,0,0,4,35,0,3,5,0,45,104,4,19,3,6,137,52,3,18,5,6,85,146,9,38,3,16,209,424,26,186,17,49,709,1247,111,1017,77,206,2663,655,174,909,101,171,2003,188,78,281,33,79,672,56,22,90,13,20,208,21,6,26,4,9,60,0,3,5,3,0,21,7,3,3,7,4,23,73,11,60,6,12,157,3032,458,2666,270,582,7009
10301,5,0,0,10,19,0,11,0,0,29,52,0,7,0,0,63,50,0,19,0,5,71,88,0,55,3,3,148,252,15,218,13,33,526,279,44,331,16,34,708,85,30,133,18,20,289,11,5,21,0,0,39,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,31,0,0,60,882,101,817,58,98,1957
10302,12,0,0,26,58,6,30,0,3,96,123,4,71,0,6,210,115,13,69,5,11,212,170,28,127,9,16,350,181,25,168,6,20,406,95,20,103,18,3,241,5,3,20,5,3,40,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,46,9,58,4,10,124,840,115,696,53,87,1783
10303,0,0,0,9,22,0,13,0,0,36,47,0,21,0,0,71,36,3,23,0,9,70,90,7,66,8,12,179,175,22,141,15,33,386,204,29,225,13,26,494,84,14,145,4,12,252,12,8,33,0,6,50,4,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,34,0,26,0,0,66,725,78,715,43,92,1662
10304,0,0,0,3,33,0,12,0,0,45,56,4,18,0,0,82,52,3,27,0,3,95,117,11,75,7,18,227,238,33,201,20,37,531,369,35,390,29,28,856,151,46,200,14,25,433,30,16,62,6,5,118,10,0,9,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,6,44,7,33,0,4,94,1110,159,1073,77,127,2542
10401,0,0,0,7,22,0,3,0,3,35,40,3,16,6,4,66,41,6,19,3,6,75,113,7,58,5,14,184,188,9,136,9,26,367,255,36,251,18,34,603,89,22,103,8,22,247,21,3,43,0,0,71,7,0,5,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,3,17,0,5,62,826,97,659,51,110,1744
10402,0,0,0,3,27,0,9,0,3,42,40,3,15,0,3,65,33,0,11,6,3,57,139,4,42,3,7,201,291,10,187,13,31,525,543,80,519,38,89,1261,366,85,411,42,66,967,135,41,188,19,26,406,39,10,57,13,4,132,14,3,11,0,0,28,4,0,3,0,0,7,8,4,3,0,0,14,62,4,31,0,6,112,1715,247,1502,136,238,3833
10501,22,3,0,50,41,10,26,5,4,78,83,13,54,0,8,158,53,3,41,3,10,104,66,10,54,5,7,135,47,11,46,0,3,99,11,3,28,0,0,39,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,33,3,32,3,3,85,408,55,344,24,45,874
10502,11,0,0,27,23,4,11,0,0,35,38,0,33,0,5,78,40,0,29,0,5,77,56,3,48,0,5,114,44,4,41,4,0,95,29,6,28,0,0,65,5,0,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0,35,286,21,228,10,27,562
10503,10,0,0,22,57,4,29,0,5,100,131,0,62,0,6,208,98,8,88,10,14,211,207,12,170,6,22,418,351,39,341,16,31,768,300,53,400,23,43,820,68,25,96,11,12,209,15,4,13,7,4,44,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,43,19,70,3,9,144,1292,164,1296,79,153,2982
10601,4,0,0,14,21,6,3,0,5,32,41,0,11,3,3,65,51,4,22,4,3,93,178,10,71,7,14,286,340,33,274,16,58,718,550,103,656,50,83,1436,183,52,284,18,42,584,23,6,43,11,14,94,11,5,21,0,5,41,0,0,7,0,0,8,0,0,0,0,0,4,3,0,0,0,0,6,50,12,39,5,10,112,1467,227,1446,114,250,3502
10602,0,0,0,8,27,5,4,0,0,37,24,0,0,0,0,22,43,3,12,0,0,57,190,18,146,7,14,367,254,15,161,12,48,492,669,91,767,50,99,1675,379,94,554,44,76,1143,69,33,110,13,23,242,12,7,18,4,0,44,0,3,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,5,32,4,41,4,9,91,1708,268,1818,139,270,4208
10603,7,0,0,10,33,0,6,0,0,43,68,0,3,0,4,84,37,0,23,0,0,61,137,14,135,8,15,315,227,16,151,10,41,445,438,56,401,47,81,1023,212,53,309,32,49,650,67,20,84,15,23,209,34,7,32,3,10,90,4,3,3,0,3,18,4,0,0,0,0,6,9,0,3,0,0,11,44,0,36,4,6,97,1325,172,1197,125,245,3059
10604,0,0,0,4,23,0,10,0,0,33,31,4,21,0,7,66,44,0,26,3,0,77,97,11,70,4,8,190,143,25,143,9,20,339,167,33,192,15,24,443,31,13,58,3,0,110,4,5,3,0,3,12,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,5,8,0,0,0,0,8,34,4,21,0,4,67,597,93,546,50,77,1363
10701,0,0,0,13,31,3,8,0,0,47,135,6,43,4,8,189,41,0,27,0,5,80,71,8,25,4,16,120,136,16,75,4,21,251,376,51,347,31,83,885,293,61,381,30,62,815,97,44,147,21,43,344,13,17,31,10,8,79,0,0,10,0,4,15,0,0,4,0,0,5,0,0,0,0,0,0,34,3,33,3,6,84,1244,206,1118,107,259,2946
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,6,26,0,4,0,0,35,108,3,15,3,12,141,37,6,22,0,8,74,53,8,15,0,9,89,162,10,61,9,15,254,390,29,274,30,86,807,454,64,515,47,95,1164,245,80,399,50,58,837,70,30,142,25,24,288,13,8,22,0,7,55,3,0,10,0,0,12,4,0,12,0,0,20,39,4,41,3,16,107,1621,241,1537,179,334,3909
10704,0,0,0,11,58,0,4,0,0,68,148,5,25,4,9,189,58,0,24,3,6,93,165,5,59,10,16,247,364,19,184,9,22,598,927,49,388,38,63,1464,881,71,489,66,66,1564,409,72,422,42,53,1000,166,28,219,33,30,480,73,12,91,12,13,200,31,11,40,4,6,96,17,6,59,8,0,91,75,4,34,3,14,127,3385,293,2030,230,302,6239
10801,5,0,0,8,12,0,8,0,0,14,25,0,11,0,0,29,22,0,9,0,3,31,60,0,14,0,4,78,137,7,64,0,7,213,199,34,144,10,33,414,82,15,100,11,21,229,22,11,19,9,7,65,4,0,10,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,27,572,67,369,28,77,1121
10802,4,0,0,7,15,0,0,0,9,30,38,0,22,7,0,68,56,3,30,3,7,99,88,11,43,0,13,148,172,17,143,9,32,373,193,42,225,17,36,511,30,13,76,13,9,147,14,0,15,0,0,31,5,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,23,0,4,55,647,84,588,46,121,1488
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,5,3,0,3,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,0,10,0,0,36
10804,3,0,0,6,17,0,11,0,3,32,48,3,8,0,4,66,31,3,7,0,0,42,111,0,28,6,8,157,269,8,99,10,27,410,646,51,453,37,85,1273,393,75,447,51,72,1045,106,41,119,25,27,319,30,13,42,9,9,96,11,5,11,5,4,30,5,3,7,0,0,13,3,0,4,0,0,14,43,6,24,5,6,85,1735,204,1269,149,248,3598
10805,3,0,0,6,10,3,3,0,4,18,53,0,19,3,6,79,38,0,18,3,3,65,121,10,49,0,19,198,217,21,175,9,46,458,264,40,290,21,44,663,74,23,107,4,16,224,10,8,18,9,4,47,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,8,35,4,24,3,4,68,827,103,711,50,151,1849
10901,0,0,0,6,36,0,16,0,0,56,136,4,66,6,11,215,96,0,67,5,8,171,234,7,149,14,19,429,385,34,293,17,33,770,253,43,331,27,38,694,60,23,90,19,14,207,12,9,18,5,0,54,6,0,4,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,35,9,36,0,7,91,1282,137,1074,87,135,2716
10902,7,0,0,8,18,0,11,0,0,32,46,4,30,0,8,85,44,0,29,0,0,76,30,0,36,0,3,75,19,5,23,0,5,45,17,4,14,0,0,34,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,5,5,0,3,32,214,17,158,6,17,420
10903,0,0,3,15,46,0,27,0,3,80,85,5,38,3,4,133,68,6,46,3,6,124,121,7,67,3,14,210,156,23,125,9,10,319,75,11,86,7,10,199,24,4,30,6,3,63,4,0,6,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,15,42,10,39,3,12,99,656,69,481,39,63,1311
11001,0,0,0,0,19,5,9,3,3,37,43,0,20,0,5,72,80,4,44,0,7,142,157,7,89,11,4,271,183,14,156,13,17,378,176,49,186,17,19,449,36,10,47,3,3,99,4,5,13,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,44,7,29,4,5,94,762,120,600,48,69,1595
11002,0,0,0,12,29,3,13,0,4,52,68,8,31,0,3,104,64,6,51,0,4,126,122,10,89,10,17,243,143,25,134,13,16,328,48,13,80,6,13,163,5,4,12,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,43,10,32,0,5,85,548,78,445,37,59,1161
11003,4,0,0,7,28,0,18,0,4,59,77,3,31,3,3,116,58,5,28,4,6,103,60,5,48,8,8,120,70,8,79,3,10,170,96,10,82,0,11,204,20,0,12,0,0,36,5,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,48,7,43,5,9,111,473,47,381,25,57,987
11004,9,0,0,18,26,0,24,5,3,65,90,6,41,5,3,143,82,3,64,3,13,165,250,17,162,12,39,479,463,61,443,29,53,1050,450,73,539,27,50,1143,79,33,137,14,19,280,20,0,31,5,0,61,8,3,6,0,0,18,0,0,4,0,0,6,0,0,0,0,0,7,0,0,6,0,0,7,65,4,51,10,12,138,1554,217,1526,103,197,3596
11101,0,0,0,12,25,4,10,0,0,43,147,0,20,4,6,181,50,3,9,3,0,69,98,12,36,3,16,165,228,11,123,10,45,424,718,54,526,47,104,1451,410,63,407,49,63,990,162,43,201,31,31,468,58,34,91,22,15,215,12,6,23,0,0,54,6,4,6,0,0,21,3,0,4,0,3,15,54,5,38,0,9,108,1995,242,1493,176,316,4218
11102,4,0,0,3,36,0,0,0,0,41,84,0,8,3,5,101,33,0,20,6,3,60,55,7,38,0,5,108,171,17,99,14,39,342,429,42,408,42,67,988,264,74,379,43,90,850,101,36,131,20,27,316,18,6,26,5,3,56,6,0,9,0,0,13,0,0,4,0,0,3,0,0,4,0,0,9,38,9,25,0,7,80,1244,186,1153,134,249,2973
11103,0,0,0,14,48,0,12,0,0,63,155,0,20,5,8,189,92,5,33,0,6,132,185,16,54,6,22,276,540,13,270,25,42,885,1704,113,947,77,120,2958,1360,124,814,61,92,2445,505,41,350,27,39,963,181,20,132,19,22,384,69,17,71,6,7,170,25,11,47,3,0,86,34,14,46,5,3,98,100,10,46,12,3,166,5016,376,2837,244,372,8841
11201,0,0,0,3,28,0,3,0,0,31,56,0,6,0,4,70,22,0,12,3,4,43,62,0,33,0,7,107,155,4,67,7,11,255,364,28,235,14,39,679,330,27,329,37,40,767,295,35,301,28,36,702,188,32,204,21,20,464,86,8,94,7,5,205,43,6,59,0,6,116,61,14,91,7,5,175,48,5,29,3,5,89,1754,164,1474,125,197,3714
11202,6,0,0,8,26,3,16,0,6,59,56,8,19,0,7,84,58,9,24,0,3,92,134,12,71,4,16,243,246,35,201,17,44,545,278,34,351,18,44,724,87,29,118,14,7,256,24,5,35,5,5,66,18,3,5,0,0,25,3,0,0,0,0,9,0,0,0,0,0,3,6,0,0,0,0,4,34,0,23,0,3,64,983,143,879,61,146,2203
11203,0,0,0,7,23,4,3,0,6,36,60,0,7,5,4,78,45,0,13,0,5,70,69,5,28,0,3,107,163,5,77,10,20,274,476,22,311,16,50,871,408,48,357,25,57,898,174,37,279,42,52,583,93,38,147,19,29,331,40,19,74,4,6,145,23,11,37,4,10,80,25,6,45,5,10,94,56,4,28,6,4,101,1660,206,1413,140,257,3675
11301,0,0,0,13,48,4,33,0,0,87,113,3,60,5,19,202,112,9,80,3,12,221,192,12,158,12,22,397,212,29,243,13,34,537,221,38,237,19,31,544,33,7,50,3,8,104,8,0,5,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,57,10,45,6,14,130,1030,122,923,72,146,2293
11302,0,0,0,3,15,6,3,3,0,23,26,0,16,0,5,45,28,0,19,0,0,58,45,7,50,9,10,119,48,8,64,3,3,124,35,3,32,0,4,78,0,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,0,5,31,216,28,215,20,29,508
11303,4,0,0,14,53,0,32,3,3,93,158,13,76,12,18,271,128,10,98,0,10,247,292,32,303,12,29,673,496,58,465,37,49,1103,412,85,463,29,54,1036,119,31,168,11,19,345,18,0,29,3,0,58,4,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,4,6,3,0,3,0,0,9,64,6,60,5,6,138,1764,249,1713,107,197,4031
11401,0,0,0,0,36,0,9,0,4,48,47,0,15,0,0,62,75,6,40,3,14,135,212,18,168,14,16,425,393,29,255,22,51,740,650,72,656,48,76,1508,325,64,398,31,53,879,79,15,68,14,14,192,24,6,34,8,3,68,4,0,10,5,0,20,3,0,5,0,0,5,7,0,3,0,0,8,70,7,40,6,8,136,1944,216,1700,140,248,4247
11402,0,0,0,0,15,0,4,0,0,17,15,0,6,0,0,20,19,0,7,0,0,23,41,4,17,0,0,64,70,0,43,3,3,129,193,16,134,13,18,372,204,32,178,15,20,444,136,21,137,18,20,340,54,5,78,11,10,156,23,10,34,4,6,69,9,0,16,5,0,35,23,10,27,0,5,66,29,4,24,4,6,72,835,108,699,83,90,1818
11501,0,0,0,0,17,0,4,0,0,17,21,0,4,0,4,21,17,0,9,0,0,29,34,3,21,3,0,62,44,6,13,0,0,65,243,9,112,15,14,383,447,62,594,58,48,1210,454,162,930,127,100,1778,235,163,611,140,108,1253,107,113,342,94,60,722,60,72,184,53,30,404,55,61,141,57,23,331,52,16,67,15,12,153,1791,661,3032,569,397,6448
11502,0,0,0,0,7,0,5,0,0,10,3,0,0,0,0,6,6,0,5,0,5,11,9,0,0,0,0,6,15,0,6,0,0,20,43,4,20,4,9,81,41,3,36,4,3,84,44,10,54,10,9,125,21,16,53,12,10,100,6,4,17,6,4,50,10,6,10,10,6,34,22,9,19,10,10,64,9,6,7,3,4,33,228,51,236,57,58,626
11503,0,0,0,0,0,0,3,0,0,5,4,0,3,0,0,8,3,0,0,0,0,5,10,0,6,0,0,13,15,0,6,0,6,30,59,3,40,9,3,112,45,3,50,4,8,114,28,3,28,3,7,70,13,4,21,0,3,43,11,0,13,3,0,29,0,0,4,0,4,9,6,0,7,3,0,15,11,0,13,0,0,30,210,22,198,28,44,494
11504,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,3,0,5,0,0,6,19,0,17,0,0,41,35,0,17,6,4,59,96,0,44,3,7,157,155,16,165,16,9,356,207,57,431,38,44,771,143,77,311,70,65,665,32,25,84,28,36,205,17,10,32,15,13,75,10,5,21,11,5,56,18,7,29,5,7,67,737,208,1147,189,187,2468
11601,0,0,0,19,54,4,10,0,0,67,164,0,27,3,23,228,71,5,33,10,3,113,123,10,29,10,9,184,354,34,203,15,58,661,1544,205,1834,147,219,3952,730,175,1104,147,168,2319,201,96,319,55,68,741,40,21,72,15,24,170,8,3,10,0,5,30,3,3,5,0,0,12,0,3,7,3,0,18,119,3,94,12,23,246,3435,559,3745,425,604,8766
11602,0,0,0,4,9,0,4,0,0,17,15,0,5,0,0,27,18,0,4,0,0,24,53,6,54,4,9,121,67,10,46,4,6,139,452,36,387,29,42,950,689,115,985,91,93,1973,708,259,1378,177,227,2748,223,160,516,102,106,1105,39,32,76,13,21,188,10,0,16,0,5,43,6,4,22,5,3,33,44,7,59,12,11,131,2335,645,3543,440,530,7493
11603,0,0,0,22,41,0,21,0,11,68,192,11,54,3,25,286,72,8,37,7,9,128,112,37,83,9,25,261,388,60,462,42,123,1072,738,232,1353,170,211,2705,283,195,690,84,148,1396,78,67,116,36,42,335,10,5,21,0,10,45,0,4,0,0,0,11,0,3,0,0,0,3,3,0,7,0,0,13,56,22,69,17,32,194,1980,645,2899,376,632,6544
11701,0,0,0,3,15,0,6,0,3,21,68,0,3,0,5,79,28,3,8,3,7,51,45,6,11,0,3,66,93,0,31,3,12,136,279,23,260,25,18,600,774,21,248,22,23,1085,810,24,421,26,34,1313,580,26,345,30,33,1011,231,29,189,20,23,489,79,9,102,14,9,217,66,16,94,21,11,211,76,0,38,0,9,130,3150,154,1766,174,185,5434
11702,0,0,0,7,4,0,3,0,0,11,14,0,0,0,0,21,12,0,0,0,0,16,36,0,6,0,4,55,89,0,19,3,7,119,421,13,104,13,17,569,666,12,134,14,14,828,549,13,123,20,9,708,467,12,161,10,11,667,236,5,108,11,3,365,90,3,69,7,8,175,118,21,80,13,11,247,42,0,23,7,13,77,2755,77,839,93,104,3877
11703,0,0,0,40,75,0,18,7,6,98,257,3,31,3,17,303,104,3,15,10,5,134,205,0,40,11,6,257,423,7,40,6,19,494,1345,5,153,12,18,1525,3732,9,360,14,14,4130,4588,21,726,36,47,5412,3725,26,813,43,31,4640,1983,17,547,41,23,2616,839,15,308,30,19,1212,1424,64,719,120,73,2400,362,9,75,8,7,461,19101,178,3841,332,290,23749
11801,0,0,0,3,8,0,4,3,0,19,21,0,3,0,0,23,24,0,3,0,0,30,36,0,12,0,0,52,101,0,9,3,0,115,285,5,41,5,0,331,709,6,126,11,7,858,1198,11,266,20,18,1515,1292,16,362,29,25,1723,897,26,376,24,16,1337,550,29,300,19,10,907,1014,220,1277,224,69,2800,134,8,95,12,5,257,6277,318,2880,354,151,9977
11802,6,0,0,19,35,5,20,0,0,58,121,7,12,0,4,149,43,3,3,4,4,61,73,5,20,7,11,121,153,9,63,3,12,233,494,9,166,13,21,706,1359,28,424,35,35,1884,1625,35,606,58,60,2385,1004,35,542,39,45,1660,495,39,417,39,29,1029,238,18,303,32,25,621,379,121,758,128,68,1453,121,8,90,13,11,243,6183,322,3418,376,322,10621
11901,0,0,0,21,69,4,22,3,10,105,298,10,42,20,19,391,89,13,54,12,15,185,153,22,73,15,57,317,184,35,170,21,54,464,795,105,1221,96,134,2351,690,284,1307,175,211,2670,312,236,775,141,156,1613,180,192,465,111,99,1047,82,70,199,48,41,446,22,28,46,10,8,111,17,5,28,4,13,67,132,43,144,24,50,391,3047,1036,4556,703,867,10204
11902,4,0,0,19,30,0,10,0,9,47,101,3,23,3,8,150,72,8,27,3,8,109,173,9,87,14,17,307,621,58,776,42,43,1543,1066,149,1461,129,121,2928,783,168,919,102,134,2103,306,166,531,98,118,1225,158,89,277,69,67,651,59,27,86,24,36,233,17,7,59,13,13,112,21,11,27,5,15,75,128,20,107,16,25,302,3566,715,4397,522,615,9821
11903,0,0,0,21,42,0,6,4,3,60,149,0,11,10,14,183,75,3,24,4,11,118,157,6,44,8,19,236,294,16,98,19,25,451,1129,48,586,58,65,1882,1235,95,821,93,102,2354,492,83,572,87,112,1342,154,42,287,38,70,593,63,29,126,27,19,269,23,9,46,17,15,116,35,20,66,23,21,161,105,12,80,20,21,242,3979,360,2785,407,508,8041
11904,4,0,0,3,24,0,9,0,0,40,52,3,12,0,8,70,49,0,9,0,3,71,121,4,31,9,9,167,295,5,98,4,17,420,1250,47,794,43,66,2200,1897,72,1176,93,126,3364,1052,92,881,89,131,2251,388,71,406,57,79,1008,129,33,158,29,37,383,46,17,79,19,24,191,47,25,68,21,17,179,145,11,77,18,15,266,5516,375,3806,391,535,10613
12001,0,0,0,7,22,0,5,5,0,31,35,0,7,0,4,44,23,0,3,0,0,28,67,0,20,0,4,85,71,0,22,4,9,99,324,9,87,4,8,426,950,16,356,24,30,1376,993,27,559,41,45,1667,587,29,477,53,39,1187,227,42,332,51,43,693,111,24,164,18,11,329,162,62,276,50,37,590,98,3,50,8,17,166,3669,211,2358,250,238,6730
12002,0,0,0,4,9,0,7,0,0,15,15,0,5,0,0,21,10,0,7,0,0,16,26,0,8,0,6,33,45,0,23,4,0,79,147,5,36,0,3,194,307,0,66,10,4,393,467,4,120,14,11,607,550,8,255,16,14,840,307,17,252,20,12,604,169,10,211,16,13,418,203,47,452,63,22,787,31,0,23,6,4,62,2295,97,1457,137,88,4080
12003,0,0,0,9,35,0,8,0,0,43,71,0,6,0,3,82,69,0,13,0,0,78,169,4,25,6,5,206,366,3,89,11,8,486,1823,45,801,64,59,2788,2557,81,1324,121,101,4184,1312,71,790,105,86,2374,502,51,407,70,50,1079,186,39,224,33,34,516,78,28,139,20,21,282,71,34,145,31,25,315,168,8,103,15,21,312,7420,367,4077,494,409,12772
12101,0,0,0,3,14,0,3,0,0,16,13,0,3,0,0,22,17,0,5,0,0,23,56,0,21,0,0,80,86,3,21,0,0,114,528,3,167,12,10,718,1289,24,622,43,22,1999,1061,52,740,73,47,1969,553,51,570,62,37,1275,345,35,480,45,22,932,174,37,320,29,29,596,224,195,816,163,53,1449,109,6,96,9,13,226,4478,412,3877,443,245,9452
12102,0,0,3,4,8,0,3,0,0,11,19,0,5,0,3,25,28,0,5,0,0,36,39,0,15,0,11,63,71,3,28,0,7,110,599,14,317,24,24,973,667,41,928,44,48,1730,251,59,435,58,52,850,103,51,275,52,34,521,36,35,118,26,23,239,16,13,60,11,12,113,14,16,43,15,4,97,60,5,35,7,10,113,1916,238,2270,243,218,4887
12103,0,0,0,0,4,0,6,0,0,7,4,0,4,0,0,4,8,0,5,0,5,13,16,0,12,0,3,35,30,5,15,0,5,56,200,0,56,8,0,272,430,8,205,19,12,677,374,27,480,48,36,964,174,47,265,61,23,571,97,36,270,66,21,497,82,52,254,62,18,467,187,237,721,238,99,1488,57,3,47,12,8,129,1661,420,2346,521,237,5186
