SA3_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
12101,3965,5031,1698,267,10955,341,218,55,9,628,4307,5256,1751,277,11583,1233,599,131,26,1992,5542,5850,1878,302,13578,4732,5650,1784,253,12420,465,311,75,15,871,5202,5966,1856,267,13290,1315,678,159,10,2162,6514,6638,2016,280,15450,4781,6298,1687,242,13004,516,332,92,19,962,5300,6633,1775,262,13967,1470,880,175,16,2539,6769,7505,1950,277,16511
12102,3255,4102,1311,283,8948,263,227,65,24,578,3520,4334,1374,303,9529,893,580,151,29,1650,4412,4913,1524,330,11181,3604,4491,1310,271,9680,320,271,71,18,685,3925,4770,1384,286,10367,905,517,130,27,1588,4837,5287,1516,318,11949,4056,4950,1212,223,10445,375,304,74,23,775,4429,5255,1284,248,11218,1015,689,150,26,1881,5445,5946,1432,279,13095
12103,3944,6667,2755,622,13987,212,211,51,17,488,4151,6875,2805,639,14478,937,726,187,46,1890,5085,7597,2994,689,16363,4772,7424,2560,537,15294,333,307,85,21,752,5103,7729,2646,564,16043,1108,773,206,45,2129,6212,8498,2854,607,18173,5319,7891,2369,408,15992,381,350,93,25,848,5702,8239,2461,430,16839,1407,991,228,27,2654,7113,9232,2689,461,19491
12104,2726,2705,879,168,6475,372,161,41,4,570,3093,2865,920,173,7052,932,416,81,9,1435,4025,3280,1005,182,8490,3174,3171,892,151,7385,503,292,46,11,854,3677,3464,933,166,8239,1024,530,94,15,1671,4706,3992,1032,178,9905,3041,3285,870,146,7342,544,321,54,7,926,3587,3603,922,152,8267,1153,703,115,12,1986,4742,4304,1041,160,10253
12201,1217,1812,695,104,3826,211,171,32,4,421,1429,1984,730,106,4250,383,255,72,6,715,1816,2232,804,111,4965,1274,2012,721,97,4100,286,205,47,9,549,1560,2215,766,112,4653,376,280,56,9,722,1936,2497,824,118,5373,1320,2116,696,100,4228,332,272,62,15,682,1652,2384,756,117,4909,418,309,64,9,798,2071,2701,822,119,5705
12202,1827,2839,1023,218,5911,292,281,103,15,694,2123,3122,1121,234,6602,623,385,111,22,1142,2742,3505,1233,258,7741,1801,2958,1049,198,6006,342,354,110,27,832,2145,3316,1162,229,6842,555,446,121,26,1147,2698,3759,1276,249,7985,1830,2909,1075,200,6017,388,429,124,24,958,2213,3340,1198,221,6974,595,528,113,26,1261,2812,3864,1312,247,8233
12203,4750,7128,2468,502,14855,732,523,138,33,1435,5483,7656,2606,543,16285,1541,957,244,52,2789,7022,8612,2851,589,19071,4963,7802,2644,484,15896,902,753,175,45,1879,5868,8552,2817,533,17774,1509,959,253,47,2761,7377,9509,3071,579,20538,5068,8288,2542,402,16300,1119,848,225,53,2254,6195,9143,2767,450,18559,1707,1223,263,32,3232,7905,10363,3029,488,21788
12301,1740,2838,1095,330,5999,282,253,89,42,668,2020,3093,1180,370,6667,669,496,199,51,1422,2685,3591,1381,425,8084,2160,3174,1249,353,6932,402,320,122,53,905,2564,3493,1374,409,7835,781,614,218,66,1689,3345,4109,1595,475,9520,2353,3584,1447,394,7777,578,478,187,68,1323,2931,4063,1641,462,9099,988,754,287,86,2119,3920,4821,1928,548,11221
12302,4568,5147,2045,944,12711,787,665,314,136,1911,5357,5818,2360,1085,14616,2888,1805,795,396,5885,8247,7619,3155,1479,20506,4979,5597,2085,932,13589,932,769,336,184,2230,5917,6366,2417,1120,15815,2751,1800,815,378,5743,8664,8165,3233,1499,21558,6077,6895,2397,967,16337,1048,754,344,198,2340,7133,7650,2733,1166,18682,2812,1935,797,367,5905,9944,9578,3529,1534,24584
12303,1031,1479,720,243,3472,216,208,81,43,555,1246,1692,796,287,4022,447,280,133,58,914,1701,1971,928,346,4944,1166,1619,769,258,3818,271,265,91,49,674,1438,1884,862,310,4493,409,320,125,44,896,1843,2204,982,357,5385,1161,1778,849,264,4048,358,325,132,50,863,1518,2101,976,312,4906,500,377,131,57,1071,2017,2481,1109,369,5977
12401,2093,2870,1126,385,6469,477,439,133,49,1107,2565,3311,1256,436,7577,1139,692,215,91,2139,3707,4003,1475,527,9715,1929,2706,1143,321,6106,564,483,161,59,1273,2493,3192,1309,383,7380,1079,654,204,74,2009,3569,3849,1513,460,9389,1957,2713,1093,285,6057,628,524,171,50,1376,2581,3242,1267,341,7429,1066,688,220,59,2031,3644,3930,1482,397,9460
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,3757,4910,1977,727,11372,839,687,264,108,1898,4594,5594,2241,835,13269,2112,1349,482,178,4121,6707,6946,2724,1017,17385,4203,5416,2019,722,12364,994,854,318,138,2310,5202,6269,2340,861,14672,2213,1454,533,204,4407,7411,7727,2879,1066,19081,4825,6356,2248,691,14121,1308,1021,391,144,2863,6134,7379,2645,835,16991,2505,1674,596,247,5020,8635,9050,3240,1081,22005
12404,976,1162,548,190,2879,272,189,80,33,576,1245,1348,634,220,3454,691,433,151,56,1331,1941,1780,783,279,4783,878,1081,459,162,2583,249,206,95,40,588,1130,1293,553,205,3172,590,389,129,61,1163,1716,1681,678,265,4335,959,1043,477,149,2625,300,213,85,38,635,1258,1255,560,191,3264,596,385,154,45,1178,1852,1643,714,232,4443
12405,1615,1922,722,305,4562,295,289,129,50,763,1909,2206,848,356,5323,979,630,257,97,1968,2890,2840,1105,455,7290,1518,1692,672,329,4214,399,311,124,42,883,1917,2002,798,375,5094,942,572,237,134,1889,2858,2576,1032,513,6985,1515,1836,674,325,4355,434,343,139,71,986,1948,2180,813,398,5340,932,631,254,133,1960,2882,2813,1066,534,7301
12501,2994,2887,1129,646,7651,132,95,27,23,282,3122,2982,1150,669,7930,915,542,203,94,1759,4040,3523,1358,768,9684,3479,3137,1172,652,8435,223,147,56,26,452,3704,3286,1222,674,8890,1004,488,180,89,1767,4711,3777,1403,769,10656,3893,3310,1137,610,8949,294,138,48,22,494,4185,3449,1184,628,9442,1052,544,186,89,1864,5234,3992,1364,718,11311
12502,2375,3123,918,245,6661,168,140,28,23,362,2547,3263,942,268,7020,775,454,139,41,1404,3323,3718,1079,309,8431,2849,3493,1010,246,7604,229,231,33,16,509,3073,3722,1055,258,8107,830,509,131,41,1510,3912,4232,1183,301,9626,3188,3878,1081,256,8395,300,230,59,11,598,3484,4105,1141,267,8995,943,626,153,36,1761,4425,4734,1292,298,10756
12503,4622,5028,2361,1402,13409,360,259,111,63,793,4985,5282,2470,1462,14200,1932,1291,544,276,4053,6916,6572,3022,1738,18247,5053,5417,2659,1617,14739,418,366,193,110,1088,5473,5783,2850,1721,15826,1871,1217,549,280,3916,7337,6999,3402,2003,19748,4832,5653,2901,1773,15164,419,298,147,72,934,5257,5952,3047,1847,16100,1967,1261,568,291,4085,7221,7216,3619,2134,20183
12504,5787,5232,1378,383,12774,372,230,90,33,722,6161,5463,1468,412,13497,1651,802,235,98,2786,7816,6263,1701,508,16287,7600,6689,1379,374,16044,428,263,91,25,812,8027,6950,1473,401,16857,1628,769,200,82,2677,9658,7723,1674,486,19535,7946,7404,1450,394,17197,445,289,87,39,856,8388,7694,1532,430,18053,1628,859,239,76,2799,10017,8553,1775,512,20848
12601,1860,2487,801,153,5303,89,80,34,8,198,1948,2565,834,161,5505,460,258,51,12,779,2399,2830,883,169,6282,2081,2825,774,161,5848,114,116,27,3,264,2197,2940,796,170,6109,497,282,57,15,861,2698,3227,857,187,6969,2483,3323,809,157,6774,142,133,22,8,314,2626,3461,832,167,7086,645,349,79,9,1083,3275,3810,910,181,8169
12602,4607,5343,1692,308,11951,347,254,51,12,666,4953,5599,1743,323,12619,1413,688,155,24,2279,6365,6285,1898,347,14901,5477,6035,1765,297,13567,428,349,68,16,859,5906,6380,1829,312,14424,1484,736,173,33,2424,7387,7119,2000,348,16852,5982,6685,1710,267,14652,518,393,83,19,1010,6499,7086,1789,286,15665,1647,907,191,35,2775,8145,7987,1982,328,18444
12701,2722,3666,1732,708,8836,283,226,116,54,678,3008,3894,1846,769,9516,1101,890,352,165,2510,4111,4786,2198,935,12023,3376,4606,2053,859,10892,397,402,189,96,1082,3772,5004,2242,963,11982,1250,988,435,225,2905,5021,5992,2677,1188,14882,5128,6710,2842,1139,15823,651,594,244,145,1634,5775,7309,3090,1283,17456,1660,1408,622,280,3978,7439,8717,3711,1560,21434
12702,6077,6806,3009,1143,17039,439,445,187,78,1146,6518,7256,3197,1221,18186,3154,2289,785,345,6573,9674,9545,3975,1564,24758,5678,6748,2888,1197,16513,575,592,251,133,1548,6250,7338,3141,1334,18058,3143,2233,811,343,6530,9398,9572,3950,1676,24593,5464,6382,3158,1252,16250,606,518,219,97,1436,6071,6897,3373,1349,17688,2896,2110,740,296,6044,8968,9011,4112,1648,23735
12703,3784,5011,1907,720,11419,391,287,116,59,858,4176,5306,2018,781,12275,1499,1019,361,164,3041,5667,6320,2381,946,15317,4296,5202,2134,807,12443,485,439,171,72,1163,4782,5643,2304,880,13602,1668,1006,368,177,3221,6451,6645,2672,1055,16823,4871,6011,2323,959,14168,553,467,161,83,1266,5428,6477,2483,1036,15434,1863,1166,466,221,3717,7288,7646,2954,1258,19142
12801,3105,4425,1714,375,9622,509,394,101,39,1035,3612,4821,1814,413,10655,1371,789,191,48,2398,4983,5609,1999,458,13056,3311,4766,1780,367,10224,613,438,134,28,1216,3926,5202,1920,395,11440,1307,752,206,49,2315,5231,5959,2127,443,13757,3440,5073,1810,346,10668,833,565,177,43,1613,4272,5636,1988,385,12285,1283,886,257,48,2471,5551,6522,2244,435,14751
12802,3801,5524,2105,465,11900,427,361,120,41,948,4232,5887,2224,503,12844,1179,782,228,66,2254,5409,6663,2451,568,15098,3648,5485,2073,404,11613,487,506,165,31,1190,4133,5989,2243,434,12803,1149,817,199,64,2225,5287,6808,2440,495,15026,3642,5659,2012,361,11678,659,600,175,33,1470,4305,6259,2190,396,13149,1187,869,250,45,2350,5485,7129,2437,443,15500
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,2182,3136,1415,442,7188,599,527,194,83,1403,2787,3664,1609,527,8585,1672,1060,392,163,3292,4459,4730,2000,693,11875,2286,3389,1353,443,7473,689,628,248,83,1649,2976,4013,1604,526,9117,1672,1107,408,172,3357,4643,5120,2015,698,12473,2467,3720,1509,385,8084,874,830,309,98,2113,3347,4548,1816,483,10190,1849,1354,499,167,3858,5190,5897,2313,648,14052
20102,596,781,379,149,1905,169,208,79,20,478,768,993,456,173,2388,382,239,77,31,734,1152,1233,532,198,3120,563,783,351,113,1817,208,197,85,24,513,772,985,434,134,2327,317,194,78,33,616,1089,1176,511,168,2946,579,788,415,102,1889,238,267,87,31,615,823,1055,497,127,2504,322,219,70,16,631,1146,1275,570,149,3134
20103,442,597,332,118,1493,139,129,58,30,354,587,726,384,149,1848,321,216,102,34,672,906,944,490,181,2515,425,570,273,118,1387,171,154,63,40,423,597,722,331,154,1808,338,201,94,37,658,927,921,425,188,2465,396,541,252,91,1282,207,175,74,30,492,604,723,325,122,1771,336,202,104,36,675,938,919,433,154,2447
20201,2095,2676,1266,369,6409,576,486,184,99,1348,2665,3163,1451,472,7758,1585,1022,381,144,3133,4253,4185,1831,616,10886,2090,2800,1259,374,6525,618,527,249,108,1495,2708,3325,1507,483,8017,1653,1037,380,179,3248,4362,4362,1883,653,11266,2194,3045,1322,395,6953,862,747,245,91,1946,3053,3794,1566,478,8894,1656,1238,442,160,3492,4710,5028,2011,639,12394
20202,992,1404,625,207,3227,308,315,106,33,760,1299,1717,726,242,3985,616,377,122,46,1166,1912,2102,852,291,5154,1047,1473,583,168,3267,331,375,119,44,863,1377,1849,699,208,4129,573,371,113,43,1099,1946,2219,815,254,5232,1066,1624,612,159,3459,469,458,126,43,1102,1538,2082,735,200,4558,603,411,125,35,1178,2144,2493,865,238,5731
20203,242,305,177,87,806,60,55,23,6,145,301,357,202,93,958,134,69,28,18,251,436,430,233,110,1206,209,304,176,64,756,74,42,26,8,153,282,349,200,71,906,118,70,32,12,227,402,420,230,77,1132,215,309,152,52,735,99,68,37,8,212,312,380,197,61,949,114,55,29,12,213,430,434,223,75,1161
20301,461,742,361,123,1688,101,97,44,18,256,565,842,399,143,1944,157,108,33,14,320,724,944,435,162,2261,477,840,397,127,1838,128,146,53,9,337,608,983,451,131,2169,169,141,41,14,370,777,1124,493,145,2539,551,976,436,119,2084,254,201,63,24,537,803,1173,502,143,2624,181,175,55,12,418,984,1347,547,154,3039
20302,4391,6096,2468,663,13619,945,818,296,96,2158,5335,6915,2765,759,15775,2812,1851,633,226,5520,8146,8768,3401,983,21292,4695,6439,2435,631,14202,1179,977,327,105,2585,5869,7412,2758,739,16790,2949,1857,617,260,5689,8823,9277,3377,999,22473,5240,7103,2568,655,15566,1607,1313,413,153,3488,6852,8413,2977,814,19052,2968,2114,685,213,5986,9816,10531,3663,1027,25035
20303,1495,2394,990,249,5130,340,361,125,42,875,1840,2761,1118,291,6002,769,540,185,50,1546,2608,3292,1304,346,7546,1636,2786,1182,247,5854,470,471,159,47,1145,2105,3259,1336,297,6998,785,579,204,53,1610,2885,3840,1540,348,8612,2062,3596,1402,248,7317,722,688,238,60,1711,2785,4291,1641,308,9022,952,751,273,66,2039,3738,5037,1917,375,11061
20401,1034,1448,688,209,3366,341,315,89,45,791,1373,1761,779,249,4161,709,429,171,59,1364,2084,2187,944,309,5521,916,1402,632,185,3138,407,397,138,42,987,1326,1801,772,235,4129,697,456,150,51,1354,2029,2260,914,285,5484,1039,1429,653,182,3299,526,447,146,53,1168,1564,1872,798,235,4468,717,478,147,62,1408,2279,2355,945,300,5878
20402,1035,1322,699,219,3269,267,224,93,40,620,1300,1546,788,255,3888,622,419,173,63,1279,1924,1964,962,318,5170,910,1288,592,155,2942,293,249,99,39,685,1200,1537,688,199,3627,638,443,152,66,1299,1837,1977,844,258,4923,870,1270,580,133,2855,355,302,117,49,824,1231,1570,697,186,3678,648,425,157,62,1299,1873,1995,851,248,4976
20403,1495,2201,1018,305,5018,433,409,151,63,1057,1925,2610,1165,370,6068,1052,728,226,96,2097,2974,3343,1393,460,8167,1545,2141,953,278,4926,476,454,164,60,1153,2021,2601,1120,341,6081,1025,700,251,103,2078,3046,3298,1373,441,8157,1573,2242,993,283,5092,653,570,211,72,1505,2227,2815,1203,351,6596,1052,749,287,82,2173,3282,3565,1487,435,8766
20501,996,1474,736,267,3477,281,247,100,36,659,1275,1728,838,303,4137,616,417,156,55,1242,1892,2141,985,356,5383,1042,1466,745,259,3517,331,288,131,45,797,1381,1761,875,303,4320,647,439,172,62,1318,2021,2202,1041,363,5634,1239,1742,829,256,4067,467,426,171,59,1125,1710,2168,997,312,5185,741,534,224,70,1561,2448,2704,1220,384,6750
20502,812,1103,459,175,2543,295,263,110,49,722,1107,1363,571,221,3261,634,410,152,59,1249,1736,1771,720,284,4516,738,1025,450,140,2349,291,302,119,52,760,1025,1322,569,191,3110,554,379,144,61,1138,1584,1708,709,252,4249,748,999,441,136,2327,366,321,130,51,872,1116,1324,571,184,3199,581,404,147,61,1198,1701,1731,718,249,4393
20503,1121,1638,768,236,3768,386,347,135,64,929,1510,1986,907,302,4700,748,503,176,58,1490,2262,2487,1078,364,6191,1140,1561,765,229,3694,406,389,174,74,1043,1543,1952,939,302,4732,798,562,173,70,1606,2341,2517,1115,370,6337,1205,1732,851,209,4000,480,504,217,73,1274,1687,2235,1073,285,5277,826,594,210,53,1681,2516,2830,1277,339,6960
20504,1634,2203,839,342,5013,542,448,165,73,1226,2176,2649,1005,407,6242,1300,847,342,146,2635,3478,3499,1342,558,8872,1421,1981,801,256,4459,554,448,153,80,1232,1977,2429,954,336,5694,1294,840,313,145,2594,3272,3270,1270,475,8285,1375,1945,766,244,4326,661,590,203,78,1533,2036,2535,966,324,5858,1287,847,315,139,2584,3327,3379,1286,459,8440
20505,924,1214,633,194,2969,264,240,120,47,669,1192,1450,751,243,3640,534,416,167,60,1172,1730,1864,918,300,4812,873,1198,585,156,2814,254,265,129,47,696,1127,1464,718,203,3510,516,352,150,59,1076,1641,1809,867,259,4578,810,1165,546,157,2683,363,327,116,58,866,1171,1491,663,216,3541,557,364,138,54,1115,1731,1857,802,268,4655
20601,2225,2587,759,192,5767,513,373,69,16,968,2738,2960,823,209,6736,778,390,99,26,1286,3513,3345,926,234,8020,2294,2744,733,148,5919,625,510,85,7,1233,2926,3258,813,157,7154,791,429,88,23,1342,3717,3687,904,183,8491,2210,2827,679,128,5849,770,609,112,18,1508,2981,3442,789,143,7356,917,530,98,18,1567,3898,3973,886,163,8923
20602,1308,1825,550,104,3787,372,318,81,4,783,1685,2138,632,111,4570,572,259,59,10,902,2257,2400,691,123,5470,1355,1982,567,98,4000,438,405,79,12,932,1795,2380,646,112,4929,538,318,69,7,934,2335,2696,718,115,5863,1345,2004,554,66,3976,551,486,64,12,1112,1895,2493,621,80,5086,573,380,72,7,1034,2468,2875,690,91,6125
20603,1738,2500,963,213,5414,267,157,52,11,488,2009,2653,1014,228,5903,745,435,123,32,1343,2757,3089,1137,257,7247,2029,2753,903,200,5881,302,238,62,11,618,2330,2991,973,206,6503,794,396,133,48,1374,3120,3392,1101,258,7869,2065,2795,845,135,5830,373,260,69,12,715,2435,3057,909,143,6548,793,489,125,23,1432,3230,3542,1034,165,7976
20604,1722,1010,258,128,3120,282,136,18,9,444,2004,1142,279,140,3563,853,339,80,35,1307,2860,1475,359,172,4870,2576,1336,325,130,4372,400,178,39,11,628,2980,1522,358,140,5003,1144,414,75,51,1684,4122,1936,433,191,6685,2942,1790,325,111,5170,520,254,37,16,823,3464,2045,362,126,5989,1488,489,109,38,2118,4952,2529,468,159,8112
20605,2080,1927,487,132,4625,533,318,71,10,936,2614,2249,559,145,5561,1044,444,78,27,1588,3654,2689,638,170,7144,2437,2245,591,156,5422,641,428,96,9,1171,3081,2673,682,164,6595,1126,517,69,27,1736,4205,3189,746,191,8331,2375,2450,649,129,5604,749,492,93,12,1353,3124,2948,742,145,6952,1316,605,109,15,2041,4435,3548,847,161,8993
20606,1185,1174,414,87,2861,189,100,14,5,307,1372,1280,428,95,3173,503,231,56,21,811,1880,1514,480,115,3979,1401,1290,403,85,3187,253,116,20,5,395,1658,1402,426,97,3580,575,274,76,23,953,2237,1679,495,120,4532,1316,1276,367,68,3029,306,135,29,4,483,1628,1413,396,78,3512,615,322,75,21,1031,2241,1735,471,98,4547
20607,1592,1673,420,105,3798,444,324,48,12,831,2041,1994,476,116,4627,970,491,114,61,1639,3011,2487,591,185,6267,1778,1834,466,109,4191,586,388,73,14,1062,2362,2225,543,128,5253,966,488,114,80,1638,3324,2705,654,202,6893,1853,1964,491,95,4403,682,436,73,21,1211,2534,2395,564,120,5616,961,520,115,48,1643,3499,2915,676,163,7253
20701,5228,8186,3265,600,17282,477,392,110,25,994,5709,8576,3369,621,18277,1660,1027,225,47,2959,7365,9602,3598,669,21236,5553,8514,3118,567,17748,568,502,141,29,1242,6121,9020,3259,594,18989,1804,1138,279,61,3289,7925,10163,3539,650,22278,5591,8569,2779,446,17382,669,542,166,38,1413,6253,9107,2948,481,18794,2035,1382,339,47,3798,8287,10493,3281,526,22592
20702,3224,4207,1242,206,8878,208,150,47,10,413,3435,4358,1285,214,9285,952,593,132,33,1703,4386,4948,1418,243,10990,3561,4280,1177,197,9216,258,224,64,10,556,3822,4510,1242,202,9771,1102,597,148,32,1875,4920,5106,1389,233,11649,3752,4776,1142,190,9861,310,268,63,15,664,4066,5051,1206,206,10527,1310,799,180,26,2312,5371,5844,1382,232,12835
20703,3168,4402,1419,291,9273,252,225,58,19,555,3416,4628,1476,306,9826,1144,682,162,29,2024,4564,5308,1637,334,11848,3653,4695,1362,252,9966,339,284,66,13,702,3988,4981,1431,271,10664,1271,718,166,43,2193,5253,5697,1598,304,12856,3876,4972,1240,204,10289,390,298,70,16,775,4269,5270,1311,215,11064,1527,803,158,25,2516,5798,6074,1464,242,13578
20801,2851,4950,1904,309,10006,417,337,71,20,852,3268,5285,1977,329,10862,1036,670,179,35,1920,4305,5958,2153,362,12776,3178,5217,1861,310,10565,445,454,97,24,1021,3623,5675,1956,333,11585,1023,724,159,31,1938,4647,6398,2121,357,13520,3111,5347,1781,243,10487,600,557,142,41,1330,3710,5906,1917,286,11816,1189,901,167,26,2281,4898,6800,2092,308,14096
20802,4701,6421,2158,529,13816,556,416,94,21,1088,5255,6840,2252,557,14905,1616,847,217,46,2728,6874,7684,2469,599,17630,5076,7178,2257,525,15030,698,572,127,23,1414,5775,7742,2385,543,16444,1647,992,223,47,2911,7420,8732,2606,589,19351,5320,7532,2241,504,15600,870,677,150,35,1733,6192,8210,2390,541,17336,1939,1204,256,52,3446,8133,9415,2646,594,20784
20803,3534,5005,1525,276,10339,590,429,145,31,1191,4118,5429,1675,307,11531,1515,870,198,47,2630,5637,6303,1868,356,14163,3782,5379,1540,292,10994,710,624,149,34,1511,4488,6006,1690,319,12505,1662,926,185,51,2818,6148,6933,1873,373,15324,3949,5814,1517,248,11531,932,727,180,40,1879,4882,6546,1699,279,13408,1746,1104,235,47,3128,6632,7648,1934,324,16541
20804,1244,1847,810,149,4055,126,82,24,3,242,1370,1927,840,158,4294,342,204,60,15,621,1713,2129,903,168,4915,1282,1960,801,136,4172,146,122,26,9,298,1423,2084,824,140,4469,353,245,55,14,667,1772,2328,885,157,5136,1297,1985,701,117,4095,160,155,27,7,351,1455,2145,725,118,4444,458,271,72,13,816,1915,2417,803,130,5265
20901,3697,5212,1742,405,11053,529,437,133,30,1133,4229,5652,1869,435,12190,1632,970,288,87,2973,5859,6621,2155,520,15154,3984,5504,1733,400,11615,628,573,145,30,1380,4617,6076,1873,431,12999,1553,934,263,63,2813,6169,7005,2139,494,15807,3880,5915,1683,343,11820,792,728,153,45,1723,4675,6643,1838,394,13542,1602,1042,252,61,2958,6277,7680,2091,453,16501
20902,2514,3061,931,285,6787,412,323,81,18,839,2932,3383,1010,304,7628,1200,641,189,71,2112,4132,4024,1199,384,9739,2848,3140,922,287,7188,572,488,112,25,1203,3424,3631,1032,311,8389,1250,645,181,43,2118,4674,4276,1210,351,10515,2779,3179,829,216,7009,780,588,93,25,1484,3553,3769,929,242,8488,1199,690,160,58,2106,4750,4462,1087,302,10599
20903,2117,3561,1393,327,7391,322,358,136,24,838,2439,3915,1527,352,8227,676,502,140,28,1347,3109,4417,1669,377,9578,2030,3403,1243,248,6924,409,434,145,36,1024,2439,3835,1392,283,7954,618,482,136,27,1262,3056,4319,1524,310,9210,2042,3370,1203,175,6791,474,493,164,45,1177,2517,3863,1369,218,7966,662,509,133,30,1336,3180,4369,1503,253,9303
20904,5898,7730,2761,843,17239,784,666,231,70,1756,6683,8397,2992,918,18996,2230,1589,563,171,4562,8913,9994,3553,1092,23553,8004,9866,3257,1012,22143,1202,1016,369,109,2694,9208,10877,3628,1118,24836,2821,1959,719,241,5733,12025,12837,4347,1364,30574,9356,12025,3890,1131,26399,1440,1269,443,143,3300,10793,13300,4338,1269,29699,3341,2338,773,254,6716,14138,15636,5112,1526,36417
21001,1662,2457,862,170,5148,182,131,46,15,377,1842,2589,912,187,5525,642,454,107,17,1224,2487,3046,1019,200,6752,1806,2708,861,173,5545,265,206,59,14,549,2065,2914,924,182,6088,647,474,108,16,1253,2718,3388,1036,205,7341,1892,2976,916,149,5932,313,280,62,22,673,2207,3256,975,167,6605,713,518,124,24,1375,2914,3775,1101,189,7977
21002,740,1305,583,159,2791,158,165,53,25,395,895,1469,635,181,3186,272,198,90,24,576,1169,1667,720,204,3766,776,1405,571,165,2916,203,201,80,20,498,976,1607,650,186,3415,241,195,98,20,549,1224,1798,745,207,3967,910,1515,598,149,3173,234,288,83,32,638,1142,1801,683,182,3815,297,276,99,16,692,1442,2085,786,203,4502
