SA3_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
50403,3247,4306,1532,545,9628,805,686,226,126,1830,4051,4990,1754,665,11454,1570,1034,383,183,3160,5617,6020,2133,851,14622,4256,5145,1776,567,11737,1054,872,325,140,2389,5313,6011,2097,706,14133,1896,1314,463,211,3882,7208,7329,2567,915,18014,4775,6049,1981,705,13514,1257,1077,413,154,2902,6036,7126,2396,860,16412,2253,1591,562,212,4619,8286,8713,2949,1073,21034
50501,5219,7662,2495,523,15896,854,758,222,83,1917,6074,8418,2717,606,17814,1852,1203,337,79,3470,7920,9620,3054,688,21284,4947,7761,2502,490,15703,966,839,240,86,2132,5915,8597,2745,578,17836,1711,1210,329,84,3336,7621,9807,3076,666,21166,4879,7783,2417,408,15490,1047,1078,327,101,2557,5923,8866,2745,509,18046,1764,1460,385,81,3696,7692,10326,3128,593,21744
50502,5175,6625,2094,650,14538,928,587,180,61,1753,6104,7212,2271,716,16299,2590,1360,384,166,4500,8696,8570,2663,874,20799,5989,7388,2266,580,16221,1109,751,192,61,2119,7099,8141,2455,647,18344,2540,1456,395,144,4532,9639,9597,2846,791,22874,6434,8338,2338,599,17706,1344,963,227,51,2588,7776,9309,2568,646,20297,2911,1747,449,128,5240,10687,11055,3016,773,25530
50503,5048,7161,2490,880,15580,1176,1012,371,152,2713,6230,8169,2857,1035,18291,2243,1505,521,247,4523,8473,9674,3379,1282,22807,6363,8503,2835,974,18678,1594,1325,472,176,3566,7961,9830,3312,1147,22242,2825,1969,616,312,5717,10786,11792,3927,1458,27964,6599,9115,2958,945,19619,1827,1668,593,226,4316,8428,10784,3554,1166,23929,3285,2410,713,308,6718,11711,13195,4264,1479,30649
50601,1675,1963,764,345,4744,543,439,183,77,1244,2216,2399,940,423,5982,1087,667,208,113,2070,3302,3064,1154,539,8055,2612,3049,1005,409,7074,718,527,200,92,1530,3330,3570,1203,499,8602,1353,791,259,115,2520,4686,4364,1459,615,11125,2972,4206,1319,476,8978,738,648,272,101,1753,3707,4851,1598,574,10728,1408,951,342,164,2868,5114,5804,1936,738,13595
50602,1860,1731,525,171,4289,385,223,70,21,697,2242,1954,599,191,4985,892,448,155,63,1561,3134,2403,755,255,6544,2037,2019,576,179,4810,421,276,78,25,805,2464,2298,653,206,5614,843,462,144,45,1495,3301,2756,799,250,7106,2309,2287,615,200,5403,508,322,76,22,928,2813,2607,691,219,6329,950,501,147,49,1648,3766,3105,841,269,7976
50603,2925,3555,1262,352,8093,349,255,93,24,713,3271,3810,1349,375,8805,1132,624,189,64,2009,4406,4436,1545,443,10818,3225,4106,1325,339,9000,351,255,97,24,728,3575,4361,1423,367,9725,1037,651,198,79,1966,4613,5012,1619,449,11694,3498,4688,1366,367,9918,365,309,88,42,801,3862,4994,1452,412,10713,1046,764,237,75,2124,4901,5755,1689,483,12837
50604,3437,3937,1468,581,9421,683,633,232,103,1654,4128,4577,1700,689,11076,1577,1026,350,153,3104,5703,5595,2048,843,14188,4133,4816,1701,668,11314,672,598,228,89,1593,4804,5407,1932,762,12907,1578,1051,404,171,3203,6385,6464,2332,933,16115,4291,5271,1933,718,12212,694,632,221,104,1652,4987,5900,2154,818,13866,1720,1138,399,166,3423,6709,7043,2550,980,17289
50605,1510,2022,770,229,4535,371,338,103,43,857,1880,2364,878,271,5391,683,470,150,56,1358,2565,2833,1026,326,6747,1581,2286,844,216,4922,374,361,121,44,899,1959,2646,959,253,5825,705,486,165,59,1411,2660,3130,1127,319,7237,1607,2299,827,235,4972,427,394,140,42,1009,2038,2694,971,276,5983,708,543,183,67,1498,2742,3233,1148,341,7478
50606,489,720,299,149,1665,143,151,53,13,367,635,875,355,166,2027,184,143,65,12,401,823,1013,410,183,2425,859,1083,410,176,2527,267,252,86,33,636,1120,1340,496,209,3162,303,208,79,27,614,1424,1546,571,236,3776,894,1357,516,233,3001,323,339,130,45,839,1226,1693,644,288,3846,398,297,112,40,849,1626,1989,754,330,4690
50607,1113,1410,440,77,3045,143,72,33,16,267,1261,1486,473,88,3309,485,261,59,18,819,1745,1750,532,104,4132,1309,1497,427,86,3308,173,104,20,8,308,1482,1602,441,92,3616,480,286,57,22,845,1959,1883,498,116,4460,1307,1630,455,67,3455,180,133,43,9,370,1490,1763,494,72,3821,494,260,57,19,829,1982,2019,555,90,4653
50701,2931,3791,1212,297,8224,615,510,170,59,1353,3545,4304,1377,351,9576,1293,767,239,83,2386,4837,5069,1618,441,11962,3419,4459,1397,306,9584,741,658,168,73,1641,4164,5119,1560,377,11222,1338,901,278,88,2606,5504,6016,1842,463,13823,3778,4960,1411,294,10448,1004,815,222,84,2123,4778,5774,1633,381,12567,1753,1119,301,96,3268,6535,6891,1934,474,15837
50702,799,1069,351,71,2290,244,179,62,17,508,1041,1252,413,90,2793,509,283,59,29,875,1549,1538,467,118,3670,897,1156,367,56,2471,309,233,61,11,610,1202,1382,429,68,3079,522,270,72,20,878,1726,1652,499,88,3961,934,1337,374,61,2713,363,293,66,20,742,1296,1631,444,88,3455,532,327,79,19,956,1828,1958,524,105,4410
50703,771,861,343,139,2121,301,274,103,55,726,1072,1136,448,191,2848,534,336,121,41,1034,1606,1476,562,239,3881,1229,1348,434,176,3186,383,284,107,50,821,1607,1630,538,231,4009,607,439,188,66,1299,2216,2073,723,300,5310,1435,1756,560,163,3916,468,362,161,72,1066,1908,2114,717,233,4977,753,477,194,91,1518,2660,2595,916,325,6495
50704,3188,4570,1520,337,9612,402,313,77,21,808,3591,4882,1597,355,10420,1125,738,203,41,2111,4716,5621,1795,398,12525,3236,4682,1504,318,9736,412,371,113,35,932,3651,5056,1616,353,10670,1160,765,200,50,2172,4812,5823,1817,395,12846,3256,5175,1588,290,10304,513,412,136,36,1100,3775,5592,1718,325,11404,1183,841,226,38,2291,4959,6432,1946,363,13700
50705,2936,4074,1478,501,8986,1001,853,304,129,2288,3931,4922,1782,634,11274,1605,1030,392,151,3176,5537,5952,2176,784,14449,3459,4662,1743,567,10428,1162,1096,406,177,2843,4628,5759,2151,738,13273,1813,1361,480,181,3843,6442,7121,2629,920,17112,3426,4721,1792,570,10505,1291,1316,511,189,3315,4720,6041,2301,758,13819,2118,1670,600,211,4606,6842,7710,2903,970,18421
50901,1253,1733,742,287,4014,396,386,155,80,1013,1647,2115,900,367,5026,746,507,196,87,1537,2391,2625,1095,452,6561,1122,1655,733,254,3765,389,423,165,71,1046,1510,2081,897,325,4811,696,496,187,83,1459,2205,2574,1090,407,6274,1160,1656,736,252,3808,458,460,167,72,1149,1616,2119,902,327,4963,719,532,195,80,1523,2335,2647,1098,405,6489
50902,1142,1556,729,291,3722,365,349,162,81,962,1502,1913,892,377,4686,566,402,150,101,1211,2072,2310,1043,474,5897,1063,1423,692,247,3424,396,380,156,63,995,1455,1801,854,308,4418,588,371,150,83,1202,2041,2176,1007,395,5615,923,1281,686,211,3094,375,387,125,62,946,1296,1667,803,273,4038,534,371,149,81,1132,1828,2035,954,349,5165
50903,456,639,332,97,1517,149,138,59,39,385,601,771,391,132,1902,227,127,56,35,448,834,900,441,168,2346,373,555,290,88,1302,154,113,66,23,352,523,668,355,110,1657,214,136,49,36,437,737,804,410,147,2095,290,505,299,67,1160,130,129,40,24,322,417,630,341,95,1484,171,103,53,29,357,588,738,393,123,1841
51001,545,661,284,146,1640,361,342,171,133,1003,911,996,457,282,2645,614,360,172,124,1279,1524,1358,632,400,3915,532,653,302,108,1600,430,366,190,129,1117,964,1018,487,240,2715,577,397,187,132,1289,1540,1419,671,372,4007,548,678,333,100,1657,431,371,164,92,1058,970,1053,494,192,2712,621,421,202,97,1344,1596,1473,698,289,4060
51002,473,567,279,96,1403,200,171,85,42,495,674,733,362,137,1899,195,98,38,29,361,868,830,397,165,2264,462,637,295,95,1484,212,218,84,39,561,674,856,376,136,2044,201,120,50,32,405,874,979,430,164,2446,453,612,269,119,1451,284,264,115,57,717,737,871,389,175,2169,263,170,63,25,524,1003,1042,455,196,2699
51003,602,1004,363,97,2068,281,237,106,42,667,887,1243,467,142,2735,204,120,43,19,396,1087,1361,514,162,3126,692,1069,464,138,2364,316,291,138,46,794,1008,1364,608,178,3159,255,142,62,41,497,1266,1504,666,213,3656,607,1072,458,123,2260,297,314,131,45,785,911,1382,587,170,3043,213,157,64,14,449,1125,1545,649,184,3497
51101,336,523,226,80,1163,113,141,53,25,328,445,658,285,104,1493,203,124,41,23,389,649,777,320,133,1883,322,441,210,76,1043,110,135,53,19,320,429,575,259,94,1363,162,125,35,24,349,593,700,298,115,1712,264,423,203,68,958,142,133,53,17,342,408,554,256,80,1304,160,118,46,24,346,567,672,300,110,1647
51102,167,233,91,36,531,108,74,28,19,230,269,318,123,53,765,130,60,39,17,253,405,378,164,77,1013,175,237,81,32,523,90,87,24,10,216,265,322,107,51,737,123,75,29,23,244,381,399,140,70,984,142,240,74,13,481,74,84,37,13,210,227,329,114,24,685,92,70,29,9,199,315,401,137,35,889
51103,926,1208,524,182,2834,433,336,166,76,1011,1357,1549,685,254,3847,536,320,136,50,1037,1891,1864,817,301,4881,970,1162,503,155,2787,435,341,165,73,1006,1405,1492,664,224,3790,495,297,114,56,969,1897,1796,778,285,4756,788,993,403,153,2336,410,364,137,71,982,1199,1352,541,222,3311,499,281,114,67,956,1694,1634,657,288,4263
51104,1120,1560,660,230,3567,444,436,165,113,1163,1571,1996,825,341,4730,735,549,211,95,1591,2305,2544,1036,441,6323,967,1490,634,178,3267,442,401,183,95,1127,1406,1889,816,272,4394,701,537,204,116,1555,2112,2428,1019,387,5944,946,1335,592,166,3041,443,413,164,68,1086,1391,1746,756,238,4132,756,524,185,95,1554,2144,2269,944,331,5686
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,367,489,184,64,1102,192,161,66,35,456,555,647,251,98,1555,406,290,104,59,859,958,940,355,162,2416,396,457,150,53,1057,206,184,76,35,506,607,643,225,87,1567,410,291,124,64,883,1015,935,350,151,2447,432,467,173,61,1128,260,199,82,39,577,696,659,259,94,1705,481,349,140,68,1031,1178,1009,393,161,2740
60102,1320,1689,569,153,3735,368,280,130,56,827,1688,1967,698,209,4564,855,571,185,77,1687,2545,2540,883,282,6250,1206,1704,588,164,3660,410,412,131,42,993,1614,2119,718,202,4656,845,605,214,83,1743,2459,2721,930,285,6400,1477,1826,605,153,4054,513,465,147,49,1174,1985,2293,744,200,5229,870,685,227,66,1842,2855,2977,976,264,7068
60103,1114,1246,441,197,3000,498,405,175,82,1160,1610,1652,614,281,4156,1181,678,259,104,2219,2793,2328,872,386,6382,1107,1180,446,163,2895,519,437,166,79,1201,1629,1617,618,243,4100,1133,764,265,116,2278,2758,2384,883,360,6381,1428,1289,398,150,3264,516,439,144,77,1180,1946,1725,546,226,4450,1104,774,266,103,2250,3047,2496,818,334,6696
60104,937,1272,479,164,2854,223,212,59,32,528,1164,1488,537,197,3384,472,328,112,41,953,1633,1819,648,236,4339,874,1320,493,150,2831,231,240,84,35,592,1104,1557,575,183,3424,516,367,114,37,1026,1620,1924,691,219,4454,1072,1339,481,140,3039,301,283,100,26,710,1376,1622,585,163,3750,498,396,115,41,1049,1872,2021,703,204,4796
60105,1277,1564,490,138,3471,301,238,64,14,616,1574,1800,549,159,4086,727,355,101,22,1200,2296,2156,652,183,5289,1238,1606,508,135,3484,296,250,71,11,629,1533,1854,579,147,4115,672,360,84,23,1144,2204,2215,669,173,5252,1359,1708,490,114,3676,352,316,76,22,761,1718,2022,566,134,4436,649,366,82,21,1117,2370,2387,643,157,5551
60106,380,416,167,61,1026,166,128,40,15,350,546,548,209,79,1380,254,169,60,18,504,799,714,275,94,1879,360,434,148,66,1007,147,138,53,20,353,504,571,197,86,1360,254,189,68,19,528,758,760,264,104,1892,401,487,144,64,1093,195,161,57,16,425,598,644,201,78,1520,298,196,60,25,589,894,841,260,104,2106
60201,1899,2544,952,303,5695,507,498,169,82,1257,2404,3042,1118,383,6953,1485,898,327,106,2814,3887,3941,1450,494,9770,1839,2393,863,301,5398,559,519,162,79,1322,2399,2906,1025,386,6714,1364,890,328,101,2686,3768,3797,1353,486,9401,1979,2494,866,246,5585,687,575,206,76,1546,2662,3071,1074,328,7135,1467,1039,338,117,2960,4128,4110,1410,446,10086
60202,528,708,296,105,1643,157,150,55,24,393,691,855,351,128,2032,249,189,64,31,528,943,1043,417,160,2559,469,632,266,88,1461,172,141,50,28,395,640,773,315,122,1853,267,168,61,29,527,909,945,374,146,2375,457,608,268,100,1432,207,172,54,20,453,666,777,321,119,1879,280,204,82,25,583,942,977,407,140,2464
60203,805,1064,429,148,2447,300,267,121,58,743,1110,1334,544,211,3196,538,314,113,67,1032,1644,1648,660,281,4230,690,869,378,157,2091,289,277,111,44,717,972,1148,492,201,2812,450,305,113,54,916,1421,1455,601,248,3728,672,850,370,130,2020,361,273,115,40,789,1026,1126,484,174,2812,509,340,128,63,1041,1540,1466,613,236,3850
60301,283,351,117,62,804,102,128,45,21,293,378,474,163,81,1098,126,90,29,24,263,504,565,194,105,1365,195,292,104,55,649,99,110,46,21,276,296,405,151,76,923,141,78,42,16,276,438,484,190,88,1199,227,276,103,51,650,126,132,39,24,329,350,408,143,76,977,152,77,40,25,293,499,486,185,99,1268
60302,397,479,222,89,1187,175,178,71,32,459,573,655,287,125,1643,245,178,56,20,503,826,830,351,148,2154,364,471,209,76,1122,185,163,70,30,448,551,641,281,106,1574,237,170,47,18,470,785,804,329,129,2044,412,517,198,66,1192,211,196,81,31,519,616,716,281,97,1714,273,188,65,11,546,888,911,350,112,2260
60303,97,121,48,21,291,51,59,25,6,147,151,181,77,22,437,73,34,10,5,127,225,215,89,32,558,100,95,40,14,254,44,40,19,8,106,145,142,57,22,360,62,55,14,9,140,207,192,69,27,502,114,99,33,12,254,63,44,11,3,125,175,145,44,17,376,66,52,11,5,140,242,191,57,27,513
60401,1045,1380,535,201,3158,410,344,138,56,943,1448,1722,668,255,4101,841,528,206,102,1679,2294,2249,875,364,5777,931,1186,478,174,2765,410,363,140,54,970,1341,1549,617,231,3737,808,523,201,74,1612,2148,2073,821,309,5348,906,1240,436,163,2743,451,394,166,58,1072,1363,1638,601,219,3812,804,543,207,73,1628,2163,2177,807,295,5446
60402,940,1312,464,183,2902,341,311,130,48,837,1282,1622,597,232,3736,735,464,183,77,1458,2018,2085,783,311,5188,858,1193,433,160,2650,345,297,119,38,801,1207,1490,552,201,3453,718,522,166,72,1474,1924,2009,717,270,4926,971,1177,396,142,2679,446,353,119,52,968,1413,1521,510,195,3643,787,523,184,70,1557,2196,2046,696,265,5207
60403,404,498,246,89,1240,182,188,76,48,493,586,688,321,135,1735,232,139,60,21,456,820,828,383,152,2185,328,401,202,79,1008,183,169,62,39,452,516,571,261,117,1465,186,152,57,26,415,697,720,317,138,1876,259,398,184,76,916,164,161,67,31,429,419,563,250,107,1339,197,136,57,24,407,618,702,307,127,1749
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,519,528,170,53,1274,186,85,30,3,305,700,614,201,59,1578,219,118,30,8,373,918,734,228,69,1956,687,662,201,63,1613,182,90,20,5,299,869,754,226,64,1913,235,89,28,10,361,1098,852,250,73,2274,809,695,178,52,1736,209,107,21,14,351,1020,803,200,66,2087,332,153,30,11,529,1354,957,229,73,2619
70102,1372,1537,636,249,3791,411,345,118,60,932,1789,1881,750,306,4721,760,460,177,96,1495,2542,2345,933,395,6213,1638,1767,669,256,4329,444,382,115,39,981,2080,2143,785,297,5305,716,413,137,81,1351,2799,2552,921,378,6659,1655,1832,632,242,4365,485,405,139,57,1090,2148,2235,772,300,5453,824,504,170,80,1582,2974,2735,946,380,7030
70103,429,592,200,90,1302,209,168,59,41,469,633,760,253,132,1778,206,144,45,16,415,843,901,302,145,2191,424,650,240,90,1401,260,225,68,17,577,685,875,308,107,1980,219,129,40,21,407,904,1007,348,134,2387,401,586,239,71,1300,229,218,68,27,541,634,803,306,102,1839,200,134,44,19,395,834,940,346,114,2240
70104,765,1021,404,142,2336,324,292,108,60,780,1094,1305,517,202,3112,480,320,143,52,991,1573,1621,659,253,4106,1004,1309,487,151,2952,455,328,135,55,983,1463,1640,627,208,3929,505,362,135,63,1059,1963,1997,755,272,4989,1066,1304,476,159,3005,446,396,161,68,1072,1515,1703,639,225,4078,649,493,164,78,1382,2164,2194,804,297,5459
70201,901,946,418,205,2466,330,211,109,58,705,1229,1163,531,258,3179,592,348,165,74,1177,1819,1508,695,335,4358,863,900,412,155,2335,280,229,95,55,657,1143,1128,509,218,2993,530,332,156,66,1079,1670,1457,663,285,4075,904,913,392,184,2396,328,257,106,47,744,1233,1167,499,231,3136,612,363,171,93,1237,1845,1532,668,326,4375
70202,120,104,67,45,337,36,40,13,19,100,158,145,76,62,442,101,65,33,37,227,255,209,107,97,667,113,86,51,22,282,52,49,28,19,147,163,133,80,40,427,88,53,28,26,201,256,193,108,69,629,114,108,60,34,321,39,31,16,11,95,158,136,79,41,410,117,59,43,16,229,271,194,119,58,650
70203,333,340,193,194,1065,144,128,69,55,383,473,462,265,242,1448,270,185,75,57,587,747,652,335,303,2039,357,294,160,112,916,163,151,84,75,473,522,443,242,183,1390,285,165,68,41,563,803,608,313,224,1952,381,292,146,92,913,143,146,75,39,409,528,437,222,131,1328,313,163,56,25,564,836,603,286,161,1883
70204,401,438,256,174,1274,69,74,21,19,181,471,511,276,195,1455,237,151,74,72,533,712,668,349,265,1986,376,416,190,129,1113,74,71,34,10,188,452,478,226,136,1298,285,158,71,50,561,741,639,289,191,1858,397,347,172,80,997,65,82,35,9,194,461,428,207,94,1188,249,143,55,35,479,714,574,261,125,1668
70205,408,453,269,165,1290,154,127,70,56,408,564,577,341,218,1697,293,156,115,67,623,858,730,453,279,2317,423,443,229,154,1244,128,133,68,45,369,548,574,299,191,1610,266,171,73,58,569,812,745,371,252,2181,406,416,199,105,1123,163,142,64,47,414,566,558,268,148,1536,316,204,93,39,653,877,761,366,184,2185
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,2847,3522,1216,353,7941,520,481,145,55,1200,3372,4005,1357,408,9140,1310,794,248,87,2429,4681,4799,1605,493,11568,2956,3796,1180,342,8270,573,550,143,54,1312,3527,4341,1324,395,9580,1225,800,257,98,2383,4748,5147,1580,491,11964,3197,4155,1211,310,8877,734,636,203,71,1636,3926,4791,1410,387,10514,1379,915,279,108,2686,5314,5700,1690,498,13200
80103,19,14,8,0,46,7,3,0,0,14,27,22,8,0,56,25,7,0,0,28,44,28,7,0,86,24,20,8,0,50,10,4,0,0,17,33,26,10,0,70,11,6,0,0,19,46,32,12,0,88,21,26,4,3,59,7,0,0,0,14,25,24,7,3,70,15,14,3,0,27,41,36,12,5,94
80104,2013,2702,861,240,5824,283,193,60,24,557,2298,2891,921,265,6377,605,417,116,39,1175,2903,3310,1034,303,7554,3228,4164,1205,282,8868,462,336,109,36,938,3685,4498,1308,315,9813,816,564,172,57,1604,4503,5068,1481,365,11410,3785,4983,1404,313,10488,506,443,162,50,1164,4292,5424,1568,364,11651,1074,830,201,68,2167,5370,6256,1768,426,13815
80105,1076,1222,382,84,2764,258,245,56,12,572,1333,1462,442,97,3334,576,253,57,20,905,1910,1720,500,109,4241,1134,1395,450,77,3053,335,275,62,7,679,1468,1670,511,85,3734,536,250,68,23,869,2005,1916,580,107,4605,1349,1648,473,75,3551,367,322,68,12,772,1723,1971,536,90,4327,630,364,78,13,1089,2351,2338,614,109,5413
80106,663,851,322,60,1895,127,80,19,3,230,788,938,341,63,2127,277,169,53,14,510,1067,1105,388,76,2637,769,985,258,60,2068,158,93,22,7,275,926,1076,277,64,2349,323,195,47,15,574,1252,1270,324,79,2926,881,1089,336,67,2365,201,112,24,13,345,1079,1203,355,74,2709,388,218,47,13,668,1464,1418,408,86,3376
80107,3006,3766,1284,393,8448,594,537,180,68,1379,3597,4300,1466,461,9827,1442,1022,322,103,2891,5039,5323,1791,564,12719,2711,3469,1175,339,7699,621,515,186,70,1389,3328,3989,1357,416,9091,1326,876,279,97,2586,4659,4861,1644,515,11679,2617,3622,1154,329,7717,676,584,195,65,1519,3289,4199,1347,394,9238,1266,980,282,118,2655,4557,5189,1636,510,11893
80108,691,984,340,92,2104,119,132,33,7,289,809,1114,375,101,2395,317,202,56,17,588,1123,1313,422,119,2983,638,1033,358,96,2120,135,149,39,17,338,777,1184,392,106,2466,245,197,58,22,522,1024,1380,454,132,2993,706,1141,397,68,2310,175,173,48,10,403,874,1315,448,77,2710,287,217,86,19,605,1161,1531,536,95,3319
80109,1014,1388,469,110,2989,147,154,40,21,356,1167,1541,507,125,3345,400,237,80,13,724,1565,1777,584,141,4065,1176,1497,526,120,3316,161,148,39,17,369,1341,1645,566,135,3687,385,215,55,31,687,1726,1863,623,163,4372,1268,1686,517,102,3582,196,188,44,20,443,1466,1874,561,122,4025,449,307,77,21,847,1906,2184,637,143,4873
80110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,223,56,14,495,33,19,5,0,49,233,241,64,14,550,49,36,4,0,91,283,275,69,13,640,531,672,132,40,1370,73,51,16,3,139,602,722,145,41,1514,163,120,17,3,303,766,842,161,48,1813
80111,15,16,10,0,46,5,8,0,0,14,22,21,8,0,61,6,4,0,0,15,27,27,14,0,71,28,21,16,0,65,3,6,3,0,10,28,23,15,0,74,4,6,0,3,13,31,26,15,0,83,17,21,15,4,63,4,5,0,0,10,21,30,15,6,66,9,3,8,0,19,29,38,17,6,85
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,53,46,22,5,129,6,4,0,0,8,61,49,22,5,139,15,12,0,0,27,67,57,22,5,157,32,45,31,7,118,6,6,0,0,15,36,57,31,7,130,12,5,0,0,21,48,64,31,7,153,31,47,21,8,110,11,6,3,0,16,38,51,22,8,130,10,10,3,0,22,53,61,23,8,150
90102,46,28,9,0,84,0,0,0,0,3,46,28,8,0,85,8,0,0,0,8,46,28,8,0,91,22,19,11,6,58,4,0,0,0,3,23,26,11,6,60,0,0,0,0,5,23,26,11,6,63,15,19,13,0,53,0,0,0,0,0,15,20,13,0,61,0,0,0,0,0,15,24,13,0,61
