SA3_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
12303,188,337,72,148,64,17,107,987,0,0,7,13,12,36,37,6,12,5,3,17,150,0,0,0,0,4,5,19,5,7,4,0,14,65,0,0,0,0,3,3,13,18,6,6,3,16,69,9,0,7,22,21,69,69,18,5,10,0,28,272,0,0,0,4,3,0,10,0,0,0,0,273,289,15,4,26,68,123,534,1287,742,604,677,245,788,5115,0,0,7,20,39,105,111,27,40,11,4,62,435,0,0,22,70,68,69,46,7,3,3,0,33,338,0,0,0,8,13,19,4,3,0,6,0,4,51,3,0,18,16,10,3,3,3,0,0,0,9,69,10,13,79,94,62,109,44,8,8,0,0,51,484,0,0,0,3,0,0,0,0,0,0,0,24,33,11,15,131,211,187,311,216,51,59,17,10,183,1406,72,28,244,804,610,1453,2175,1135,889,895,340,1262,9913,3,0,0,4,6,19,131,208,185,190
12401,296,609,140,394,103,39,137,1796,6,0,13,32,43,95,121,34,33,15,4,34,423,0,0,0,5,0,28,42,6,18,5,0,14,108,0,0,0,0,0,0,21,22,14,16,9,19,104,5,0,23,60,71,153,115,40,20,18,3,61,577,0,0,0,0,0,7,4,4,3,0,0,439,461,23,13,51,152,211,995,2120,1330,1239,1303,531,1248,9211,5,3,10,23,44,205,318,71,86,25,7,151,947,5,7,62,166,168,228,100,19,14,3,0,88,855,4,0,4,20,11,22,23,4,3,0,0,10,100,0,0,32,47,13,16,7,0,0,0,0,8,126,12,14,144,274,167,217,113,30,7,8,0,116,1111,0,0,0,3,3,0,0,0,0,0,0,19,32,28,26,259,523,415,688,560,131,106,40,7,391,3174,93,45,498,1630,1266,3198,4234,2320,1895,1979,772,2231,20154,0,0,0,6,6,38,217,297,279,340
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
12403,706,1263,284,520,194,73,271,3526,0,0,18,51,56,145,147,45,44,30,8,49,597,0,0,8,10,21,50,75,15,19,7,5,38,246,4,0,0,4,5,14,34,40,26,29,11,55,219,16,5,51,129,99,245,236,81,32,35,9,121,1061,3,0,3,6,3,10,11,8,6,6,0,734,782,58,26,111,300,396,1844,4288,2725,2041,2100,873,2087,16837,8,6,12,56,144,551,602,174,156,57,16,239,2029,7,10,118,255,233,302,187,45,27,12,0,113,1311,0,5,10,29,28,38,38,15,5,0,0,32,198,9,8,81,106,28,37,11,6,0,0,0,24,318,38,41,347,541,330,384,236,50,20,17,3,220,2204,0,0,5,4,4,10,4,0,0,0,0,67,98,53,75,573,993,764,1318,1079,283,209,85,27,701,6150,229,122,898,2670,1920,4945,7720,4491,2938,2895,1081,3566,33464,0,0,0,8,4,58,626,1034,704,683
12404,237,337,77,122,30,22,69,970,0,0,3,11,24,37,31,19,6,9,0,23,166,0,0,0,0,6,17,21,5,3,3,0,22,83,0,0,0,0,0,3,20,6,0,5,4,18,55,9,0,19,35,33,65,57,18,7,10,0,42,293,0,0,0,3,0,0,8,0,0,0,0,205,221,16,6,33,84,135,563,1141,673,465,427,185,610,4340,0,5,4,20,59,163,194,51,44,16,0,62,621,0,3,41,90,76,111,41,7,8,3,0,32,411,0,0,3,5,11,7,18,3,0,0,0,3,56,0,4,22,41,9,15,6,5,0,0,0,6,114,15,21,124,174,105,126,70,18,12,5,0,70,737,0,5,4,3,0,0,0,0,0,0,0,35,44,25,37,200,336,261,417,328,87,64,26,4,206,1984,78,47,303,820,610,1498,2068,1100,698,578,247,1043,9079,0,0,0,0,6,15,191,190,167,128
12405,400,593,144,162,82,22,128,1657,0,0,13,22,33,93,71,17,16,8,4,34,299,0,0,5,3,7,32,35,9,5,3,4,26,133,0,0,5,0,0,5,21,15,9,5,0,15,78,11,5,39,76,72,155,132,30,19,9,0,76,619,0,0,0,3,5,4,12,0,0,3,0,288,328,22,16,80,157,224,961,1930,1102,736,672,247,894,7043,3,4,5,38,88,262,296,98,52,29,6,103,978,4,7,30,117,96,124,74,20,14,3,0,53,548,0,0,10,9,17,18,13,9,3,6,0,27,103,0,5,37,58,9,25,16,4,0,0,0,9,169,38,22,213,308,155,218,119,29,15,5,4,125,1249,3,0,10,4,0,0,0,0,0,0,0,47,60,46,39,309,534,369,644,519,158,85,42,9,351,3112,105,63,497,1309,870,2234,3331,1746,1022,886,296,1548,13906,0,0,0,3,5,19,262,376,200,156
12501,684,627,143,244,107,30,157,2495,9,8,95,191,147,236,133,36,25,15,0,80,963,4,3,11,46,31,58,37,4,10,4,3,51,270,0,0,0,0,7,23,21,10,7,10,3,19,97,97,33,181,392,208,392,328,103,47,50,25,200,2063,0,5,6,15,8,15,18,6,0,0,0,506,576,141,58,369,842,757,1798,1962,894,671,657,345,1230,9719,0,0,10,34,65,163,184,56,63,17,5,67,670,3,9,51,93,71,84,59,5,8,6,4,29,409,0,0,14,12,10,13,15,3,3,0,0,13,78,8,9,40,36,19,17,11,0,0,5,0,6,156,78,41,234,254,168,249,172,48,33,16,6,150,1448,0,0,3,3,5,0,3,0,0,0,0,57,78,101,55,342,442,338,529,442,120,102,38,13,318,2843,465,150,987,2178,1568,3178,3299,1507,1039,1058,507,1996,17937,6,0,0,0,7,43,325,392,320,365
12502,372,523,100,385,127,69,103,1876,0,9,14,76,55,123,94,29,18,23,11,38,492,0,0,3,11,15,25,29,6,7,6,0,23,136,0,0,0,0,0,11,13,8,5,11,4,27,85,25,11,47,103,65,154,166,58,37,41,4,101,809,0,0,5,3,0,5,6,3,0,0,0,396,418,49,20,100,295,318,1030,1741,1026,1062,1235,713,1047,8638,0,0,9,26,46,149,220,68,67,34,18,82,724,3,10,31,88,63,97,74,18,13,11,5,43,451,0,0,5,3,4,9,9,0,0,3,0,8,54,5,3,22,22,7,7,10,0,0,0,0,8,87,64,28,155,162,102,172,162,28,29,17,7,105,1020,0,0,0,0,6,0,0,0,0,0,0,31,40,73,43,221,304,223,444,474,123,107,62,25,279,2382,284,78,504,1276,903,2299,3079,1674,1525,1742,915,1674,15953,0,0,0,0,5,18,163,241,211,268
12503,1136,1248,297,357,137,55,278,4168,14,12,102,265,202,373,245,61,40,50,18,129,1499,3,3,27,47,41,122,103,19,25,14,10,100,504,4,0,5,5,3,17,32,27,22,22,8,38,184,98,38,293,677,407,695,601,179,110,85,39,425,3647,4,0,13,13,15,32,24,12,7,7,0,842,964,169,73,511,1314,1135,3049,3987,1950,1371,1294,618,2375,17844,7,8,20,56,148,384,399,139,103,78,12,150,1492,6,13,112,177,149,216,161,33,13,13,0,77,970,4,5,17,20,11,33,31,11,9,0,4,46,186,9,24,86,94,34,39,26,3,3,0,0,27,347,101,65,582,710,455,620,445,104,67,38,7,365,3565,0,4,11,9,7,7,5,3,0,0,0,106,151,130,113,822,1073,801,1292,1062,293,199,137,21,770,6715,506,224,1830,4406,2819,5950,6604,3057,1989,1860,770,3912,33922,0,0,0,6,7,56,383,516,320,338
12504,1027,1488,234,690,174,63,167,4332,7,8,52,139,131,212,170,64,45,30,7,65,926,6,3,7,18,20,59,66,18,20,11,0,26,247,0,0,0,0,0,14,18,16,9,19,0,22,103,64,18,100,233,139,293,300,114,64,51,21,163,1553,0,0,3,0,3,8,18,3,3,3,0,736,787,111,54,239,585,669,2171,3901,2010,1850,1823,809,1611,15836,0,4,15,49,112,398,453,138,110,67,16,110,1487,0,13,71,137,116,196,127,38,24,10,3,53,787,5,0,3,17,15,28,33,14,6,7,0,18,131,19,10,55,47,9,28,9,5,5,0,4,19,203,70,36,280,352,210,354,237,59,55,18,8,172,1847,0,0,0,0,0,0,5,0,0,0,0,82,98,98,64,424,615,464,1008,858,249,194,105,29,453,4560,515,136,1056,2602,2014,5123,7211,3623,2871,2891,1121,2876,32036,0,0,0,7,7,41,562,850,688,824
12601,141,306,79,484,142,102,91,1436,0,0,13,29,18,73,61,27,37,27,22,26,330,0,0,4,8,0,7,15,4,9,9,3,13,66,0,0,0,0,0,4,8,7,0,15,10,11,53,36,5,19,30,24,65,93,29,29,32,19,45,411,0,0,0,0,0,0,6,0,3,0,5,370,390,47,11,52,113,122,449,924,563,1067,1398,1112,853,6718,0,0,9,14,24,76,130,39,88,36,12,54,476,0,0,20,33,34,52,47,12,12,9,0,18,245,0,0,0,4,0,8,9,0,4,0,0,4,34,15,3,11,6,6,3,0,0,0,0,0,4,56,22,22,37,50,36,105,77,27,20,13,3,50,461,0,0,0,0,0,0,0,0,0,0,0,10,11,44,32,76,110,100,248,265,87,121,55,15,140,1284,174,50,233,545,472,1329,1866,1020,1501,1895,1408,1264,11759,0,0,0,0,0,11,67,112,132,194
12602,480,855,189,926,275,176,194,3355,9,3,29,83,72,159,131,49,64,55,25,65,745,3,0,3,9,9,30,42,8,36,16,7,30,198,0,0,0,0,0,12,19,23,13,36,28,30,153,56,13,69,111,92,227,249,89,76,89,40,118,1232,0,0,0,7,0,4,10,7,3,9,0,775,818,93,26,139,336,392,1407,2663,1623,2271,2705,1911,1892,15455,4,0,12,44,81,259,385,120,198,66,28,157,1360,0,11,54,126,129,183,132,32,31,14,5,84,807,0,0,14,11,0,24,23,6,11,0,5,15,112,15,11,35,42,14,16,16,0,3,0,0,9,159,87,36,165,225,135,340,248,82,51,42,15,158,1588,0,0,0,4,0,3,0,0,0,0,0,40,53,101,64,288,443,367,825,817,240,294,125,49,468,4076,515,130,771,2064,1515,3819,5302,3111,3438,4053,2658,3154,30548,4,0,0,5,6,45,437,682,665,834
12701,667,799,238,295,107,46,214,2696,7,4,34,117,88,184,117,39,30,14,7,56,700,0,0,5,26,17,79,65,11,10,10,0,57,284,0,0,0,0,0,15,40,22,17,25,5,33,156,41,17,116,240,184,359,316,87,40,51,15,201,1669,3,0,6,8,10,29,20,4,3,0,0,531,611,100,38,204,542,581,1846,2953,1585,1101,1057,466,1585,12055,3,6,12,40,105,238,257,94,57,28,7,89,927,0,11,62,135,93,144,74,21,13,6,0,71,632,0,0,5,10,8,13,18,4,7,0,0,18,88,10,9,49,53,18,23,20,5,3,0,4,20,206,43,26,354,383,232,309,195,58,35,14,7,225,1894,0,0,0,0,3,5,10,0,0,0,0,92,122,65,50,477,620,454,735,576,185,105,59,16,510,3860,269,104,887,2105,1365,3289,4359,2280,1402,1332,549,2466,20404,0,0,0,5,4,38,275,491,363,366
12702,1512,1524,411,402,213,87,403,5492,16,16,157,399,280,482,356,103,73,42,21,166,2094,9,7,32,41,60,134,113,42,33,14,11,139,635,0,0,3,3,7,32,43,35,15,25,7,57,224,141,54,386,1033,569,1245,1162,326,165,157,56,621,5913,5,5,20,21,22,50,39,6,13,5,4,1119,1301,252,111,694,1885,1692,4384,5662,2580,1588,1607,710,3273,24441,9,13,39,136,216,519,511,184,102,52,22,203,1995,4,34,229,328,204,279,172,50,21,16,5,116,1462,7,5,32,30,44,45,43,16,8,4,0,45,274,21,16,200,121,42,86,54,11,3,6,0,53,622,215,116,1098,1117,694,1046,692,195,80,59,17,539,5855,0,0,17,18,5,18,8,0,0,0,0,198,273,256,181,1601,1742,1212,2002,1480,453,216,137,50,1154,10483,847,349,2949,6691,3906,8204,8798,3717,2111,2033,841,5387,45831,0,0,0,3,11,58,456,444,281,241
12703,894,1109,228,382,153,38,237,3391,6,14,41,135,114,209,149,34,28,21,4,71,823,3,0,10,28,19,70,81,22,17,13,4,46,309,0,0,0,3,0,12,50,30,16,22,9,26,166,44,17,148,389,239,484,364,103,53,50,13,229,2146,0,3,3,3,14,21,14,8,6,3,0,703,794,90,45,248,707,693,2249,3606,2039,1459,1449,570,1859,15013,6,8,6,43,123,346,343,124,91,50,15,138,1295,0,8,65,135,121,161,107,26,15,10,0,66,712,0,0,7,12,7,32,22,3,7,5,0,26,134,10,11,79,69,15,30,18,0,4,0,0,21,266,53,47,403,493,271,403,263,59,38,28,5,190,2246,0,0,5,4,5,12,0,3,0,0,0,91,120,73,76,567,761,537,988,760,220,159,87,20,527,4780,305,145,1096,2741,1766,4365,5642,3096,1996,1934,704,2962,26739,0,0,0,4,3,34,320,494,403,342
12801,306,598,164,695,225,131,206,2428,0,4,7,39,27,91,106,42,45,50,35,69,505,0,4,0,3,12,25,36,7,38,8,6,25,161,0,0,0,0,0,11,23,24,29,31,18,22,155,16,4,21,57,53,153,190,78,47,56,25,105,812,0,0,0,0,3,5,5,3,5,0,0,723,755,43,18,73,165,210,981,2339,1683,1989,2487,1437,1959,13385,5,4,4,40,94,305,433,150,160,84,15,192,1473,3,14,55,158,166,218,158,47,21,21,3,113,977,0,4,9,9,10,27,28,12,11,6,3,24,128,8,0,27,40,13,21,13,0,0,0,0,18,145,37,24,141,207,141,277,208,66,33,32,11,157,1326,4,0,0,4,3,3,0,0,0,0,0,42,56,57,40,240,459,426,843,835,269,225,146,29,533,4099,220,84,547,1735,1499,3577,5172,3216,3146,3770,2049,3371,28374,0,4,0,4,5,30,272,484,534,726
12802,308,778,204,794,264,127,219,2795,0,3,8,26,31,95,122,47,72,57,15,50,532,0,0,0,6,7,20,44,19,36,16,8,27,182,0,0,0,0,3,6,23,29,20,36,25,31,186,15,8,29,50,42,121,189,92,45,50,16,78,740,0,0,0,0,0,4,9,9,4,0,0,717,740,36,22,65,140,187,955,3031,2327,2577,3210,1613,2069,16229,0,0,5,28,83,255,443,163,167,94,22,184,1443,0,10,59,147,139,214,174,39,24,20,0,100,927,0,0,8,8,14,17,26,6,3,0,0,15,108,3,3,25,34,12,11,11,3,0,0,6,14,128,22,19,155,172,113,234,145,52,27,21,3,120,1077,0,0,3,0,5,0,0,0,0,0,0,23,37,32,42,259,391,349,733,802,263,224,132,33,453,3709,150,70,509,1601,1267,3383,5435,3729,3606,4323,1989,3176,29237,4,0,0,4,0,14,233,503,428,624
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,585,685,119,253,63,21,140,2012,4,0,12,49,56,147,76,31,12,10,5,36,430,0,0,0,12,14,34,38,9,10,0,3,29,146,0,0,0,0,4,12,28,22,13,10,6,17,108,6,0,42,138,122,197,126,24,16,7,3,88,757,0,0,0,0,0,11,8,3,0,0,0,462,487,17,9,64,263,396,1711,2918,1429,980,827,305,1270,10186,0,0,13,51,126,364,317,67,43,15,0,134,1134,0,12,94,266,239,263,95,6,3,0,0,135,1125,3,0,9,23,18,26,26,5,4,0,0,28,138,5,6,67,83,15,19,10,0,0,0,3,22,227,27,32,368,489,295,306,119,21,10,8,0,177,1863,0,0,3,0,3,5,4,0,0,0,0,58,78,32,54,558,923,703,987,573,100,60,21,10,556,4573,114,76,853,2843,2063,4502,5464,2479,1424,1270,453,2591,24131,6,0,0,4,6,59,473,541,339,303
20102,176,203,31,70,9,3,59,603,0,0,0,19,26,62,32,5,10,4,4,21,170,0,0,4,3,0,19,18,0,5,0,0,10,59,0,0,0,0,0,0,16,4,0,0,0,13,34,8,0,11,43,31,63,45,4,7,0,0,31,244,0,0,0,0,0,4,0,0,0,0,0,141,149,22,4,28,107,120,548,839,343,250,173,53,452,2939,0,3,4,16,22,69,62,13,13,4,0,30,239,0,3,35,63,58,65,26,4,0,4,0,24,286,0,0,6,6,0,0,3,0,0,0,0,13,29,0,3,18,21,3,4,0,0,0,0,0,10,60,9,3,74,121,67,83,25,6,3,0,0,45,437,0,0,0,0,0,0,0,0,0,0,0,11,14,9,10,145,228,157,228,117,25,18,5,0,134,1068,79,27,287,941,591,1441,1582,609,397,332,100,921,7298,3,4,3,9,14,34,118,132,89,74
20103,151,142,12,26,10,5,40,449,0,0,5,28,20,34,22,4,0,0,0,21,143,0,0,4,0,0,15,4,0,0,0,0,5,29,0,0,0,0,0,8,8,7,0,3,0,5,28,4,0,13,59,55,74,49,10,0,3,0,43,316,0,0,0,0,0,3,0,0,0,0,0,146,154,16,4,35,129,166,564,619,199,98,91,30,403,2343,0,0,3,12,33,43,37,3,0,0,0,18,157,4,0,24,56,47,40,17,0,0,0,0,24,215,0,0,6,7,4,6,5,0,0,0,0,8,41,0,0,20,16,3,7,4,0,0,0,0,6,54,7,3,79,155,88,99,25,5,0,0,0,63,520,0,0,0,0,0,3,4,0,0,0,0,15,24,12,11,134,244,173,194,85,13,8,0,0,128,1018,64,26,306,1233,732,1417,1174,342,137,144,46,776,6402,9,0,0,7,12,39,128,85,34,27
20201,532,617,100,201,46,26,120,1791,0,0,8,46,49,132,92,11,6,7,3,41,394,3,0,5,12,14,31,24,7,11,0,0,15,118,0,0,0,0,4,9,26,18,4,12,0,9,95,4,4,30,107,105,171,112,25,4,6,4,81,653,0,0,0,0,4,9,11,0,0,0,0,472,503,25,13,72,238,356,1528,2752,1302,837,655,246,1162,9166,0,0,5,56,137,369,317,51,44,15,4,133,1122,0,10,94,274,243,260,94,13,6,0,0,96,1101,3,0,10,17,26,24,31,7,5,0,0,15,130,5,4,63,77,14,22,5,0,0,0,0,14,215,18,26,310,499,272,317,118,22,10,0,3,154,1753,0,0,4,5,8,4,5,0,0,0,0,47,77,35,42,480,936,701,1000,563,102,61,14,4,468,4396,97,64,755,2651,1933,4323,5095,2243,1248,1033,354,2360,22157,0,3,0,0,6,43,482,462,291,256
20202,205,275,54,128,29,15,80,867,0,3,8,34,34,82,52,16,13,0,0,18,257,0,0,0,7,8,23,22,3,4,0,3,18,87,0,0,0,0,0,7,12,3,4,9,0,11,47,4,8,24,51,52,105,55,9,8,3,0,37,353,0,0,0,0,3,13,5,0,0,0,0,291,314,14,9,55,147,205,769,1275,602,456,375,119,768,4808,6,5,10,19,54,120,121,26,17,0,3,65,446,0,5,46,98,81,99,30,5,0,0,0,69,440,0,3,5,9,8,7,10,0,5,0,0,9,54,0,6,26,18,4,4,5,0,0,0,0,12,77,9,13,118,164,99,122,47,7,0,3,0,60,654,0,0,0,0,3,0,0,0,0,0,0,14,22,14,32,206,312,245,352,222,39,28,4,3,233,1691,93,55,433,1427,963,2185,2469,1055,705,606,225,1454,11658,0,6,4,17,9,50,194,155,122,131
20203,67,65,7,7,3,0,23,213,0,0,0,9,8,26,9,4,0,0,0,11,64,0,0,0,4,0,9,8,0,0,0,0,4,27,0,0,0,0,0,0,4,3,0,0,0,4,10,0,0,9,27,9,22,17,3,0,0,0,17,109,0,0,0,0,0,4,0,0,0,0,0,77,79,3,12,29,68,61,260,306,112,46,43,13,218,1173,0,0,9,7,12,16,13,0,0,0,0,13,73,0,0,10,16,16,11,5,0,0,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,3,0,5,0,0,0,0,0,0,12,3,0,37,51,40,43,11,4,0,0,0,20,196,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,55,76,74,72,35,5,0,4,0,56,376,34,11,144,492,309,649,577,205,73,76,33,393,3012,5,5,0,6,8,32,65,59,24,28
