SA3_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
20101,222,129,122,243,144,133,279,193,338,532,185,309,490,233,390,623,9,9,17,6,5,10,6,11,18,306,465,770,314,433,747,384,533,914,3029,3216,6243,3369,3730,7100,2887,2935,5813,14456,15521,29981,15357,16510,31867,16707,18028,34735
20102,53,23,33,57,22,23,47,37,105,146,45,85,127,52,95,144,5,0,3,0,0,0,0,0,0,66,141,204,69,122,187,71,118,193,910,858,1770,1307,1381,2692,1153,1132,2287,3636,3775,7416,3884,4264,8147,4062,4328,8389
20103,55,16,34,51,26,24,49,44,86,129,39,53,93,30,76,102,0,0,0,6,3,11,3,0,5,60,121,185,55,98,151,58,96,157,893,722,1618,1416,1065,2482,1445,1078,2524,3063,3026,6092,3603,3332,6931,3701,3505,7200
20201,188,80,106,186,156,147,305,160,311,468,157,256,415,202,320,514,10,9,20,8,5,13,3,0,11,242,432,676,240,372,614,364,470,830,2619,2726,5344,3529,3770,7304,2735,2872,5607,12212,13404,25608,13732,14760,28491,14344,15511,29853
20202,84,17,28,48,41,33,73,74,185,252,63,136,203,73,132,207,6,6,8,0,8,9,9,5,12,114,232,348,79,177,257,119,170,290,1775,1502,3276,2692,2181,4879,2308,1898,4210,6251,6444,12688,7095,6979,14075,7527,7465,14993
20203,15,7,10,12,6,10,19,19,26,43,9,36,38,4,32,31,0,4,4,0,0,0,4,0,4,25,39,59,15,45,59,17,39,56,378,338,721,625,567,1194,666,639,1302,1390,1489,2884,1582,1637,3217,1669,1849,3522
20301,39,13,12,37,10,23,32,24,72,96,16,70,91,41,58,101,0,0,0,0,0,0,5,3,3,41,88,133,37,90,124,57,76,137,395,417,816,688,643,1324,628,629,1257,2506,2527,5036,2974,3003,5982,3437,3513,6945
20302,467,261,320,583,368,344,710,362,736,1098,392,685,1076,466,734,1203,13,11,25,12,10,25,8,4,12,604,984,1586,665,1023,1683,844,1081,1927,5824,5083,10904,7011,6608,13616,6230,5148,11379,25415,25880,51294,28313,28990,57303,31263,31680,62942
20303,90,43,64,104,64,66,131,94,211,315,115,213,336,156,258,409,8,4,11,5,7,4,3,5,10,152,260,411,159,285,448,220,328,547,1670,1685,3354,2181,2323,4499,2271,2335,4607,8263,8536,16800,10002,10394,20397,12839,13343,26180
20401,143,88,47,138,57,52,116,56,180,231,69,155,225,125,171,294,5,0,11,3,3,6,11,5,15,154,226,389,158,208,369,192,226,421,1722,1682,3405,2582,2646,5230,2482,2400,4887,6573,6947,13518,7588,7905,15493,8048,8403,16449
20402,52,26,35,61,59,55,112,46,119,168,45,97,145,71,121,189,0,0,0,5,0,7,3,5,6,75,144,221,77,133,208,129,177,309,1226,1305,2531,1888,2127,4015,1618,1653,3265,5665,6143,11804,6051,6634,12690,6113,6612,12729
20403,254,132,96,232,122,82,201,92,203,294,100,218,317,114,212,330,4,10,10,8,8,15,3,3,8,279,278,557,240,321,566,237,297,537,1977,1691,3663,2898,2724,5622,2427,2219,4648,9512,9758,19267,10326,10705,21028,10830,11443,22273
20501,85,39,64,107,89,73,164,58,144,204,60,145,206,95,159,253,6,4,11,6,6,5,0,3,8,103,193,297,108,210,322,182,237,425,1240,1210,2452,1774,1961,3733,1705,1715,3422,5747,6315,12063,6674,7465,14139,7818,8506,16319
20502,68,23,41,62,51,39,88,48,118,168,52,111,161,57,122,185,3,0,7,3,0,9,6,7,16,83,153,240,76,153,234,122,172,294,1379,1343,2720,2176,2350,4519,1944,1941,3883,5208,5472,10688,5755,6291,12048,5815,6374,12190
20503,98,60,65,124,71,50,124,82,167,249,84,174,250,99,173,270,0,3,11,4,5,10,4,0,5,132,225,359,144,239,384,171,227,398,1886,1986,3870,2592,2766,5361,2478,2616,5092,6927,7678,14609,7882,8599,16481,8865,9432,18294
20504,149,93,68,161,93,80,173,95,229,323,102,250,355,143,229,368,8,13,17,6,8,9,6,6,13,177,309,488,200,325,524,241,314,556,2560,2622,5181,3186,3379,6565,2930,2980,5914,10102,10760,20865,10179,11020,21201,10617,11236,21847
20505,77,35,44,82,59,40,99,49,82,135,55,110,168,56,115,171,0,6,7,0,9,9,8,6,9,88,126,212,94,157,252,123,157,280,2172,1319,3493,2639,1842,4482,2462,1624,4086,6268,5703,11972,6584,6088,12672,6703,6317,13022
20601,282,124,173,291,136,125,266,195,312,504,195,310,506,237,304,540,12,6,21,6,9,8,4,6,10,370,442,813,324,486,810,375,437,817,2893,2549,5446,2539,2664,5204,1452,1480,2933,11658,12340,23997,12398,13720,26118,11739,13344,25085
20602,134,52,66,116,52,46,96,92,222,313,85,194,278,103,199,300,3,0,8,0,0,4,0,0,0,149,308,455,136,261,401,153,247,399,1606,1351,2957,1618,1761,3380,840,929,1765,6811,7362,14178,7485,8424,15912,7149,8170,15324
20603,231,107,194,300,127,132,255,130,267,400,150,302,451,182,272,455,3,7,10,4,4,14,5,4,11,231,404,639,257,495,756,315,413,724,2266,2329,4595,2305,2481,4789,1422,1517,2940,9213,10039,19255,10253,11035,21292,9738,10264,20000
20604,695,728,1066,1794,752,967,1714,271,460,728,705,891,1594,879,1166,2050,4,8,9,7,17,20,3,5,13,562,876,1434,1442,1971,3417,1643,2141,3775,6205,5113,11313,8287,7967,16250,5720,5405,11120,19406,20345,39752,30047,34256,64305,27257,30166,57417
20605,293,169,179,352,156,168,327,245,463,706,293,512,800,353,481,835,3,7,12,10,8,17,7,4,16,397,621,1015,464,699,1166,517,657,1176,4441,3703,8150,5189,5205,10401,3350,3268,6624,11755,12098,23853,13622,14798,28424,13018,14240,27261
20606,118,61,105,167,71,116,189,131,217,347,143,286,431,150,268,421,13,9,19,0,8,12,0,5,4,173,308,480,204,396,602,223,390,615,2569,2320,4893,2823,3028,5845,1721,1938,3662,7288,7711,14993,8293,9732,18029,7284,8716,15999
20607,271,113,220,338,97,171,272,219,344,564,245,431,672,287,345,633,5,3,10,0,8,15,9,0,11,320,530,844,359,661,1019,395,520,915,3430,3058,6489,4073,4209,8277,2483,2273,4753,10538,11647,22186,12204,14071,26274,11123,12678,23801
20701,330,192,234,429,221,196,423,295,599,890,297,574,876,359,542,909,5,19,24,9,13,24,11,3,13,458,783,1238,499,828,1331,591,743,1338,3950,3992,7943,4113,4374,8483,2425,2598,5024,26660,26968,53632,28468,29019,57484,26746,27142,53885
20702,182,137,146,275,147,147,297,187,374,561,238,419,654,294,459,755,11,16,20,8,8,11,7,3,7,283,483,765,377,569,948,446,617,1062,1921,2103,4024,1925,2232,4158,1500,1616,3112,11962,12265,24219,12775,12980,25758,13810,13788,27594
20703,281,231,211,449,289,224,515,218,414,634,306,479,784,368,520,890,8,16,20,9,3,7,10,6,10,342,586,935,542,700,1243,659,748,1409,2688,2685,5373,2316,2544,4865,2103,2122,4228,15670,16163,31834,17324,17679,35003,17219,17650,34873
20801,114,62,53,110,74,65,138,149,307,458,137,342,479,187,334,520,7,4,11,0,4,6,0,0,3,215,374,583,201,394,599,259,406,664,2518,2756,5283,2624,2950,5573,1703,1943,3649,14045,14379,28425,14926,15562,30491,15017,15551,30571
20802,413,226,245,479,276,231,504,297,509,808,310,531,846,442,597,1043,11,16,28,7,10,16,9,8,18,532,707,1243,552,791,1338,727,840,1564,4011,3976,7987,3737,3912,7649,2537,2839,5380,20960,21193,42154,23316,23972,47285,23659,24388,48051
20803,203,137,141,279,126,121,247,175,396,572,225,416,642,253,411,663,6,5,13,3,9,18,0,3,3,293,508,792,364,575,939,380,535,918,3314,3222,6532,3202,3630,6833,2032,2156,4190,14952,15432,30387,16195,17262,33464,16597,17589,34181
20804,93,52,60,111,61,55,118,67,124,188,66,143,207,95,141,237,5,9,9,0,3,3,0,0,5,110,187,296,115,200,322,158,200,358,1066,1124,2190,1047,1175,2222,688,685,1369,6361,6750,13107,6800,7355,14154,6429,6551,12988
20901,332,178,131,309,185,133,317,234,519,756,207,438,647,337,432,770,9,13,21,11,5,17,6,4,12,421,689,1107,396,576,975,528,577,1102,2871,2993,5865,2983,3350,6330,2071,1973,4045,16761,17192,33954,17451,18041,35496,17832,18236,36067
20902,465,271,253,524,241,232,476,216,351,569,241,420,656,291,343,637,15,19,30,0,5,4,6,5,8,474,592,1070,506,680,1183,543,582,1122,3755,3583,7335,3718,3965,7681,2450,2333,4780,13769,14174,27942,15075,15665,30739,13662,13966,27631
20903,99,50,57,113,37,46,87,118,294,416,105,186,282,119,226,342,0,3,5,0,0,0,5,3,7,161,362,524,155,240,400,165,269,432,1368,1348,2713,1586,1601,3188,1068,1036,2100,10276,10470,20749,10223,10370,20596,9945,10189,20129
20904,528,389,478,869,673,657,1326,307,679,983,439,841,1282,780,1097,1873,11,27,36,19,22,47,16,10,24,543,1000,1550,852,1341,2191,1469,1761,3226,5691,5505,11192,6255,6617,12875,5794,5741,11538,24863,25487,50352,32191,33171,65364,39628,40360,79985
21001,111,51,70,126,75,57,135,99,160,254,125,183,303,120,163,282,4,8,12,5,9,12,4,8,9,160,223,378,179,257,440,201,230,424,1557,1604,3165,1581,1762,3342,988,1010,2001,7390,7371,14758,8052,8111,16162,8384,8402,16785
21002,38,18,28,44,14,32,52,49,110,153,44,119,160,61,79,137,0,0,0,0,3,3,0,0,0,67,129,196,61,151,208,79,113,189,642,657,1305,990,1000,1991,790,790,1578,4079,4196,8273,4573,4671,9246,5007,5115,10120
21003,385,263,183,445,269,209,485,165,304,462,226,329,559,261,361,625,7,0,13,10,17,21,5,6,14,394,466,862,491,526,1020,541,580,1117,2950,2783,5726,2782,2778,5556,2299,2231,4530,10220,9996,20215,11592,11160,22756,12440,12379,24820
21004,84,34,52,90,62,59,119,59,165,225,86,151,237,120,152,267,3,0,6,3,0,3,4,0,3,97,214,312,125,205,334,181,208,386,1071,1015,2082,1076,1151,2224,956,936,1885,5387,5544,10932,5569,5899,11465,6222,6519,12740
21005,603,518,638,1159,859,919,1779,309,520,828,407,812,1222,728,1215,1947,26,18,50,22,15,42,18,21,34,596,882,1476,949,1471,2415,1600,2152,3760,5459,5514,10972,5849,5783,11636,6193,5684,11875,21757,22858,44610,26540,27344,53889,34761,35471,70235
21101,268,167,234,402,233,249,481,280,672,952,302,656,955,421,582,1001,14,14,25,4,9,15,13,3,13,411,835,1245,467,898,1370,669,836,1501,3268,3190,6458,3370,3524,6895,2525,2625,5149,20855,21532,42384,21276,21854,43134,21833,22110,43942
21102,32,18,26,40,16,19,39,40,92,131,48,78,128,52,90,142,0,0,0,0,0,0,0,4,0,58,107,163,64,106,168,73,117,185,528,502,1030,571,587,1158,349,404,751,4073,3963,8043,4152,4086,8240,3958,4034,7993
21103,263,173,188,360,157,136,298,212,471,683,244,483,728,292,512,799,10,8,19,12,3,17,0,6,8,345,626,967,427,676,1098,451,654,1106,2257,2521,4775,2470,2842,5309,1779,1964,3746,14404,14855,29262,15280,15963,31238,15985,16452,32435
21104,152,77,98,176,115,115,229,126,254,378,134,280,417,173,250,416,0,0,0,0,4,5,0,0,0,204,328,530,213,378,592,287,368,653,1275,1359,2637,1149,1391,2536,970,1169,2139,8049,8289,16336,8672,9028,17695,9154,9432,18591
21105,292,121,162,284,142,140,284,280,723,1002,265,565,830,307,546,852,9,11,18,9,10,16,5,3,12,406,909,1315,390,736,1130,456,691,1146,3854,3781,7640,4045,4281,8333,2984,2758,5747,20798,21952,42757,20911,21882,42794,21236,21822,43056
21201,165,99,140,241,203,182,388,117,367,488,159,377,536,294,475,771,0,12,11,5,5,12,4,5,9,196,473,668,264,521,782,504,665,1170,2137,2148,4282,2996,3060,6062,2961,3028,5991,11055,11846,22900,14282,15069,29351,18368,19484,37848
21202,371,218,282,505,286,266,552,216,525,739,278,575,861,410,584,989,11,19,28,11,14,27,3,8,16,395,745,1135,512,876,1389,700,858,1557,3762,3622,7389,3473,3510,6986,3351,3344,6692,19558,19809,39364,20014,20501,40522,21306,21723,43029
21203,390,322,434,760,629,647,1278,281,612,894,370,864,1236,801,1164,1964,12,13,20,10,18,37,18,18,32,455,845,1303,703,1323,2031,1447,1832,3280,3980,3947,7927,5343,5377,10719,5310,5102,10413,20323,20759,41082,26951,28041,54987,37891,39426,77318
21204,1225,677,734,1411,803,749,1548,532,945,1476,687,1069,1751,738,1067,1810,32,37,69,17,19,35,22,28,48,1149,1617,2762,1377,1822,3207,1558,1846,3402,6830,6352,13183,6490,6086,12579,5603,4966,10566,26206,25334,51532,29044,28082,57131,29457,29145,58610
21205,520,344,312,661,570,454,1025,335,572,903,391,632,1017,567,701,1268,10,4,14,6,10,17,11,11,21,630,811,1442,739,959,1696,1153,1162,2310,4347,4106,8448,4350,4566,8917,4010,3643,7654,26457,25361,51819,30251,29998,60256,30652,28909,59557
21301,1099,686,811,1500,755,654,1408,486,878,1368,598,1085,1681,663,941,1601,33,35,74,18,32,52,30,27,55,1024,1512,2536,1304,1932,3231,1438,1624,3063,8189,7794,15982,7092,6975,14067,6292,5716,12003,28172,28300,56473,29151,29766,58922,28933,28637,57571
21302,256,104,146,252,131,137,267,184,320,505,183,348,533,230,315,550,11,7,16,3,9,11,0,6,5,325,455,777,292,501,794,367,456,822,2802,2737,5537,2491,2632,5124,1921,1855,3778,11319,11405,22725,11532,12285,23814,11999,12622,24622
21303,455,224,344,567,279,231,508,238,372,609,265,457,720,314,423,730,6,12,16,10,7,16,10,3,15,459,621,1077,495,807,1302,601,658,1258,3793,2910,6705,3190,3109,6302,2416,2095,4504,11958,11185,23146,13346,13231,26574,12871,12677,25546
21304,327,288,341,629,497,536,1027,259,569,825,336,708,1040,539,909,1451,4,7,14,12,15,26,8,15,20,384,780,1166,635,1061,1695,1040,1457,2498,4786,4372,9154,5697,5500,11194,6904,5312,12210,19487,19892,39378,24917,25946,50862,33988,34298,68285
21305,868,575,707,1279,1302,1105,2405,422,1000,1422,589,1271,1861,1152,1650,2804,14,30,41,15,24,42,27,17,42,856,1480,2335,1182,2002,3186,2486,2768,5251,6387,5520,11906,7791,6781,14570,9611,8109,17721,26258,26463,52719,36089,35984,72076,53412,52503,105918
21401,279,168,190,354,191,201,395,226,554,776,241,523,764,292,501,787,14,17,30,8,8,17,0,7,7,372,717,1088,410,723,1136,484,715,1196,4307,4596,8897,4546,4804,9350,3681,3640,7318,17910,18904,36813,18534,19957,38484,19460,20521,39979
21402,315,157,134,291,182,122,303,199,503,701,221,516,734,260,470,725,4,12,17,5,11,22,5,13,20,399,633,1030,380,659,1045,443,599,1045,4717,5417,10133,4885,5422,10305,4642,4996,9640,19621,20844,40461,20417,21717,42137,22012,23172,45182
21501,89,51,55,105,77,59,136,90,140,226,73,157,226,111,189,306,10,0,7,3,3,10,3,8,13,136,187,322,125,221,344,194,256,448,2153,1802,3955,2905,2335,5240,2932,2086,5016,7692,7712,15401,7983,7706,15694,8365,7833,16196
21502,103,54,63,114,80,78,157,78,131,210,63,142,204,117,199,311,0,3,0,6,0,7,8,6,20,126,191,323,118,211,328,206,285,485,1914,2020,3937,2603,2581,5184,2432,2301,4730,7443,7779,15218,7970,8272,16243,8160,8584,16740
21503,67,21,31,53,36,28,64,48,83,128,26,66,96,55,100,151,0,0,4,3,4,4,5,0,5,72,120,197,54,107,151,90,121,219,1411,1376,2784,2202,2097,4300,1732,1596,3321,5017,5102,10122,5568,5604,11171,5143,5290,10436
21601,51,21,34,58,27,28,55,57,133,189,27,99,125,50,110,159,0,4,4,0,3,6,0,6,6,78,163,238,45,130,176,81,140,223,1235,1288,2517,1613,1711,3325,1453,1398,2849,5007,5199,10205,5062,5284,10348,5162,5490,10655
21602,68,38,32,71,23,18,39,31,77,113,33,77,115,37,79,116,3,0,7,3,0,0,4,0,3,59,125,183,77,110,184,62,96,159,1095,1063,2159,1371,1350,2724,1196,1184,2379,3808,4005,7813,4012,4167,8177,3977,4206,8187
21603,135,90,95,191,96,97,198,101,182,287,95,197,291,151,230,372,4,9,9,10,3,12,13,5,11,174,262,429,193,298,488,259,325,582,2463,2224,4683,3176,3013,6195,2835,2504,5338,8957,9103,18055,9834,10038,19869,10383,10440,20821
21701,84,23,41,64,43,29,66,45,122,164,56,106,155,44,81,127,0,3,3,0,3,8,0,6,7,76,169,248,77,152,232,85,118,197,1029,1069,2100,1510,1508,3014,1243,1223,2467,4758,5046,9803,4734,4860,9594,4581,4778,9357
21703,55,29,28,58,37,39,73,57,126,182,36,88,118,43,78,117,4,4,11,0,0,3,0,4,4,88,156,245,65,115,182,81,114,197,1105,1122,2229,1647,1594,3240,1411,1299,2716,4890,5107,9997,5156,5103,10256,5078,5078,10159
21704,67,27,34,57,32,37,72,65,120,184,65,132,196,69,129,198,7,5,6,4,8,9,0,6,9,99,158,257,96,172,267,106,172,278,1618,1666,3286,2018,2146,4161,1631,1583,3208,6824,7543,14366,7062,7726,14787,7217,7689,14904
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,3,29,0,0,0,4,0,4,25,3,29
29999,54,17,26,46,13,11,25,15,32,50,36,27,65,17,25,39,0,3,7,0,3,3,0,0,0,45,67,111,55,61,113,27,40,71,1182,653,1837,1304,732,2038,2220,1366,3584,1730,1311,3044,1746,1278,3022,2670,1932,4600
30101,113,45,63,114,90,88,177,103,223,320,92,213,304,164,279,440,0,0,9,0,4,3,5,3,8,163,285,441,138,281,418,254,370,624,1663,1600,3261,1566,1614,3181,1286,1409,2694,9698,9987,19675,9756,10170,19928,10076,10527,20603
30102,111,65,79,144,100,116,217,115,217,333,149,266,410,183,297,477,6,0,6,5,0,9,0,5,8,173,276,450,215,348,566,279,417,699,2049,2101,4149,2200,2306,4502,1881,1805,3689,10267,10938,21208,11109,11767,22879,12081,12773,24857
30103,99,57,77,135,90,78,169,109,190,292,124,218,340,166,257,425,4,6,8,5,0,6,4,6,9,150,251,402,182,297,484,259,342,596,1855,1723,3578,1837,1827,3664,1343,1290,2633,8772,9228,17999,9690,10131,19818,10390,10867,21261
30201,49,32,46,72,64,50,122,53,116,169,69,106,180,90,154,243,0,0,0,0,0,0,0,0,0,74,142,222,98,149,253,158,206,362,853,806,1662,827,872,1697,652,591,1243,5052,5331,10387,5441,5924,11365,6470,6899,13365
30202,152,77,91,171,112,100,218,119,213,336,125,209,334,174,264,433,0,3,3,0,10,6,5,6,5,197,295,493,194,312,508,289,364,658,1998,2118,4115,1908,2140,4044,1565,1566,3132,8718,9322,18039,9349,10389,19735,10310,11276,21582
30203,155,58,74,131,66,88,148,70,130,206,61,133,193,108,183,288,5,6,6,0,0,0,0,0,0,133,230,364,121,209,329,177,271,446,1148,997,2143,1186,1300,2492,1039,806,1843,4791,4652,9442,5216,5471,10683,5910,6057,11960
30204,129,79,87,169,104,118,227,85,144,228,91,218,316,144,229,370,4,5,3,4,0,7,4,6,9,154,203,357,173,312,488,257,348,605,1623,1679,3304,1539,1612,3151,1204,1202,2409,6971,7478,14447,7748,8332,16084,8489,8958,17443
30301,101,59,83,135,75,70,144,99,143,247,81,130,216,148,183,336,4,0,4,4,0,4,3,0,3,150,201,350,139,212,357,225,250,483,1084,1064,2146,1206,1256,2464,774,804,1574,6732,6933,13662,7240,7597,14838,7797,8108,15908
30302,253,130,137,270,155,172,324,164,225,392,145,225,369,214,323,531,7,0,10,6,9,11,0,0,0,293,362,655,279,368,645,366,490,858,2284,2018,4301,2403,2282,4688,1685,1566,3251,10256,10324,20579,11482,11847,23332,12277,12897,25174
30303,267,179,213,393,193,204,402,109,207,319,162,222,382,232,351,580,5,7,12,4,6,9,0,3,5,244,351,597,346,440,782,431,558,992,1871,1765,3632,1717,1821,3533,1560,1414,2974,10036,10554,20591,11257,12098,23354,12662,13391,26055
30304,189,93,94,185,120,83,198,73,94,170,77,122,204,120,126,246,4,3,11,0,6,6,0,4,10,180,184,367,169,219,390,240,212,454,1357,1089,2442,1141,1114,2256,775,652,1425,6153,5977,12129,6519,6474,12998,6467,6275,12743
30305,144,128,115,244,162,176,336,89,173,261,117,181,296,205,285,496,0,4,3,7,4,7,3,4,8,166,242,409,248,302,547,370,463,842,1688,1600,3281,1617,1510,3129,1405,1363,2770,8406,8490,16899,9235,9369,18602,10605,11153,21764
30306,290,203,216,421,200,210,407,84,128,206,142,223,366,170,221,390,3,6,9,4,3,5,4,4,3,226,282,510,355,448,800,375,428,803,1357,1176,2530,1272,1302,2575,1125,1060,2185,7576,7633,15206,8123,8230,16356,8096,8239,16332
30401,56,21,24,46,34,34,70,57,92,149,47,82,122,75,98,168,0,0,0,0,0,0,0,3,3,91,119,209,65,109,173,110,137,242,588,557,1143,510,461,973,387,319,709,4547,4714,9264,4704,4777,9481,4860,4886,9747
30402,78,31,34,64,46,43,88,65,124,192,64,125,188,81,152,232,0,0,0,3,3,7,0,0,0,105,159,270,101,164,260,128,199,321,789,935,1717,903,980,1882,539,538,1077,7320,7491,14808,7797,7718,15522,8039,7969,16009
30403,137,73,77,155,115,94,204,73,122,196,96,141,236,91,179,269,5,3,8,0,0,3,0,0,3,144,191,335,173,222,397,204,271,471,1434,1414,2843,1325,1416,2741,878,916,1795,9774,10122,19894,10842,11588,22431,10538,11108,21653
30404,107,44,79,125,53,39,85,72,147,217,67,127,190,139,156,295,0,0,0,3,4,3,0,0,0,132,196,329,111,207,322,191,198,385,974,964,1939,1043,1137,2178,884,687,1570,6730,7018,13746,7502,7794,15297,8576,8518,17094
30501,470,490,618,1106,312,378,692,213,277,490,384,518,902,379,492,866,8,6,12,4,4,9,0,3,7,446,523,970,869,1145,2022,697,875,1568,4150,2925,7072,4042,3537,7586,3499,3061,6553,10099,9545,19647,12176,12452,24629,14522,15658,30180
30502,128,57,73,125,55,62,119,96,121,217,75,145,223,125,167,298,5,9,14,4,3,6,0,0,0,160,191,356,136,226,354,182,231,413,1343,1093,2437,1325,1295,2616,913,895,1804,5628,5499,11124,6242,6513,12760,6691,7163,13852
30503,273,152,182,334,156,193,352,144,266,405,178,306,487,296,419,711,6,0,9,0,3,4,5,0,6,298,391,693,328,496,830,456,617,1075,2393,1972,4370,3311,3300,6613,2424,2185,4611,11161,12097,23258,13818,15205,29030,14650,16529,31180
30504,131,55,89,143,88,90,175,101,168,266,104,162,267,130,238,372,4,5,8,3,0,8,0,0,0,177,229,404,158,254,413,223,326,550,1484,1281,2765,1767,1654,3418,969,908,1875,8884,9343,18226,9791,10287,20078,10258,10837,21090
30601,41,34,61,90,56,73,126,92,175,264,81,174,255,124,234,353,0,4,4,0,3,6,3,0,9,107,197,311,114,239,350,183,306,485,1672,1499,3166,2095,2027,4121,1795,1577,3371,6925,7637,14564,8216,8755,16973,8823,9454,18279
30602,163,141,161,301,161,184,346,146,334,475,200,393,591,311,483,798,0,8,13,11,9,12,3,9,14,206,446,653,350,560,904,479,685,1164,5410,4913,10326,5560,5538,11096,5802,5170,10975,14610,15255,29867,15769,16942,32716,17045,17914,34956
30603,53,23,32,58,37,46,85,42,110,149,35,80,115,60,111,170,0,0,0,3,0,3,9,5,11,59,144,203,62,108,174,104,163,264,1342,1132,2474,1881,1738,3617,1889,1633,3516,4325,4366,8695,4952,4895,9845,5049,4877,9927
30604,18,13,9,20,9,15,24,12,31,41,10,43,52,20,42,62,0,0,0,5,0,4,3,0,4,24,40,66,27,46,71,34,64,93,647,535,1176,794,866,1657,760,668,1423,1484,1422,2899,1659,1757,3413,1713,1750,3460
30605,40,27,43,68,39,35,69,53,133,185,44,116,162,78,124,199,4,3,9,0,4,0,4,0,5,66,165,232,69,161,233,113,160,272,1680,1602,3278,2066,2066,4137,2353,2205,4554,5001,5523,10519,5544,5942,11487,6169,6375,12539
30701,31,21,29,53,20,46,68,42,80,121,43,102,146,70,136,202,3,0,6,3,5,3,0,0,5,67,96,162,64,141,201,99,181,278,2069,1726,3795,2908,2619,5527,2524,2312,4838,6091,5934,12026,6980,6903,13881,6729,6904,13631
30702,37,30,38,68,40,47,84,38,72,108,55,133,185,83,139,226,0,0,0,6,4,7,0,5,5,55,87,148,86,176,260,127,193,315,1853,1638,3490,1973,1879,3848,1897,1671,3575,5868,5761,11633,6142,6365,12517,6204,6410,12618
30703,28,23,32,53,39,38,79,44,82,132,39,104,144,76,132,203,0,0,0,0,4,3,4,0,6,56,103,159,60,139,202,119,176,294,1163,1215,2373,1491,1494,2978,1700,1602,3303,4918,5250,10169,5333,5461,10793,5479,5810,11290
30801,10,16,28,49,42,27,62,39,81,118,46,99,140,62,103,173,3,0,8,3,0,4,0,0,0,55,87,137,63,130,190,107,129,237,1737,1088,2825,2105,1607,3717,1919,1299,3218,4800,4206,9006,5123,4769,9895,5196,4807,9998
30803,94,101,107,210,133,161,293,135,253,390,172,402,575,304,386,686,4,3,5,3,6,11,3,3,10,183,307,491,274,512,790,435,552,988,5550,4511,10061,5835,4665,10498,6124,4039,10160,16608,16338,32949,17955,17842,35799,19213,18288,37497
30804,7,0,3,5,7,5,17,20,24,45,14,31,47,19,40,59,0,0,0,0,3,6,0,0,0,20,21,47,25,38,55,25,48,74,488,393,882,723,632,1354,1002,851,1854,1925,1926,3849,2108,2094,4201,2345,2286,4636
30805,67,45,44,92,86,78,162,88,157,244,93,245,340,167,250,419,0,7,11,5,5,10,0,4,4,119,198,325,145,301,442,252,331,580,2726,2198,4919,2612,2330,4942,2483,1994,4482,8537,8373,16915,9103,9557,18658,9558,9897,19460
30901,125,77,95,172,56,86,147,105,190,293,146,232,385,202,312,516,0,0,3,0,3,3,3,0,3,157,260,423,226,332,558,262,402,668,2895,2819,5716,2465,2626,5087,2156,2187,4341,7857,8356,16214,8032,8813,16843,8694,9865,18560
