SA3_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
12301,763,14,15,29,37,60,96,38,142,179,10,11,25,500,593,1090,283,196,479,7,11,13,24,31,60,37,191,228,4,8,15,361,434,792,159,111,270,9,5,19,9,23,34,53,257,312,5,9,10,239,400,637,109,58,171,5,0,4,11,12,19,90,407,500,6,15,17,211,491,707,10972,11028,22000,477,728,1209,1092,1757,2849,340,1350,1694,6013,5468,11473,18894,20328,39225,7,5,11,0,0,0,0,0,0,0,0,0,2216,2239,4457,2226,2247,4474,59,124,186,4,12,16,7,3,6,0,0,0,1848,1784,3628,1917,1915,3834,622,917,1543,17,48,70,13,29,37,0,5,9,1239,1104,2340,1896,2098,3990,1355,1643,2998,56,75,137,52,62,112,3,6,8,701,580,1283,2168,2368,4543,1572,1715,3286,62,126,188,85,162,250,3,19,20,450,385,831,2177,2402,4576,1851,1830,3681,125,141,263,152,306,457,0,30,34,349,330,679,2477,2634,5110,1614,1571,3188,98
12302,2045,56,56,114,148,243,393,134,526,664,54,47,103,1601,1720,3318,701,438,1133,50,29,76,84,127,217,144,606,753,32,39,70,1008,1238,2251,407,277,683,19,7,30,41,74,110,155,618,775,28,28,55,647,999,1646,230,125,353,8,11,12,24,40,62,157,738,894,29,22,48,449,929,1379,27233,27363,54594,1799,2502,4305,3732,5765,9504,1099,4133,5228,21677,19671,41350,55541,59439,114977,15,22,36,0,0,3,3,0,3,3,0,3,5594,5180,10772,5619,5207,10819,212,521,732,21,50,66,3,13,17,0,3,9,5590,5176,10760,5829,5763,11588,1317,2247,3567,86,162,245,46,95,138,6,6,14,4007,3365,7375,5464,5877,11339,3013,3693,6714,163,293,455,150,264,418,6,12,21,2460,2134,4597,5800,6400,12196,3335,3377,6710,226,335,565,237,375,612,9,19,32,1555,1474,3031,5361,5582,10945,3111,3073,6186,247,359,605,359,539,895,19,49,70,1334,1207,2542,5068,5226,10293,2910,2960,5870,267
12303,674,11,10,17,48,47,91,46,138,186,29,14,45,507,508,1009,261,179,438,7,9,9,20,33,54,41,141,179,15,14,29,348,369,718,142,84,226,3,0,10,26,14,42,34,165,197,10,10,19,218,275,489,90,48,139,3,0,3,10,8,21,48,211,254,0,3,14,148,277,423,7617,7677,15290,399,513,912,912,1160,2070,268,953,1224,4713,3923,8639,13911,14226,28135,0,0,0,0,0,0,0,0,0,0,0,0,1463,1350,2816,1466,1356,2820,39,94,133,0,3,3,0,0,6,0,0,5,1142,1137,2279,1186,1236,2420,301,445,740,6,19,32,10,17,27,0,0,0,879,703,1584,1201,1187,2384,677,813,1492,23,47,68,25,38,62,0,3,3,462,427,891,1180,1330,2515,793,889,1684,39,60,100,47,79,129,0,7,7,342,258,602,1224,1298,2524,1017,1074,2092,58,80,136,76,148,221,5,11,18,285,232,512,1436,1542,2980,1015,1007,2024,76
12401,1660,43,43,82,135,270,398,70,311,380,101,106,211,1259,1478,2735,626,457,1085,23,25,46,86,160,245,100,434,528,71,67,135,906,1138,2040,400,243,645,26,13,33,46,89,134,125,476,605,36,38,77,632,861,1491,243,126,372,6,3,12,21,74,94,192,799,995,16,63,82,479,1069,1554,15219,15267,30484,802,1053,1850,2388,3848,6239,728,2770,3493,9873,8985,18861,29011,31916,60927,5,4,7,0,0,0,0,0,0,0,0,0,2444,2310,4750,2446,2314,4759,51,94,141,0,0,0,0,5,5,0,0,3,1825,1650,3479,1878,1752,3632,337,521,857,8,24,39,9,30,41,5,0,5,1176,1067,2245,1537,1640,3176,906,1102,2009,24,49,74,55,56,114,4,6,12,857,738,1594,1847,1948,3798,1217,1373,2589,71,85,152,99,147,248,0,3,7,721,654,1371,2113,2255,4363,1519,1677,3200,86,139,228,186,295,473,9,14,22,710,664,1374,2497,2792,5294,1628,1709,3333,108
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,1865,44,30,68,133,229,364,103,442,544,76,38,112,1404,1560,2963,666,446,1115,32,23,58,85,140,226,124,489,610,48,17,67,955,1116,2071,425,241,664,12,8,22,34,84,120,144,549,690,16,37,47,628,919,1550,224,131,353,5,8,14,24,47,68,165,767,931,14,29,49,428,985,1414,23942,24084,48028,1514,1925,3435,3282,5020,8309,900,3418,4317,17385,15696,33081,47018,50147,97165,15,13,24,0,0,0,3,8,10,0,0,0,4796,4420,9218,4810,4440,9250,169,357,522,12,31,40,6,9,9,5,4,9,4531,4395,8921,4718,4787,9508,1388,2028,3417,56,119,175,52,77,130,6,10,10,3560,3261,6821,5064,5495,10560,2916,3253,6168,129,231,357,114,226,342,0,12,16,2214,1926,4144,5378,5648,11022,3028,3207,6239,189,296,485,227,380,606,14,27,41,1417,1298,2711,4881,5204,10080,3114,3060,6180,248,310,557,417,562,981,9,42,51,1101,1007,2105,4886,4992,9875,2767,2855,5623,245
12404,578,21,25,44,58,91,153,33,164,196,20,15,36,450,554,1007,214,130,344,6,9,16,21,49,71,40,173,216,16,8,21,297,371,668,134,109,239,11,7,11,24,18,39,52,231,280,25,9,29,246,364,608,93,55,147,0,0,3,8,23,32,83,300,383,8,10,18,189,393,585,6245,6218,12467,458,616,1076,1144,1606,2749,340,1192,1528,5692,4648,10340,13880,14278,28154,9,0,11,0,0,0,0,0,0,0,0,0,1264,1231,2496,1273,1234,2506,85,102,186,3,5,9,4,0,5,0,0,0,1418,1252,2671,1507,1361,2869,353,459,812,23,36,55,15,22,30,0,0,3,1090,865,1958,1479,1377,2856,545,658,1208,35,57,90,34,56,85,0,7,7,619,455,1071,1226,1230,2454,668,603,1275,40,59,95,51,88,139,0,6,6,423,329,750,1187,1080,2268,645,661,1302,62,71,130,106,192,298,6,10,18,346,278,621,1158,1207,2366,679,738,1416,78
12405,637,20,20,36,74,67,144,64,170,232,24,13,43,563,523,1088,230,154,393,8,15,16,42,52,94,42,215,256,10,12,27,337,446,787,106,77,185,12,7,17,20,14,34,63,204,266,12,13,24,213,315,528,79,37,113,3,0,4,6,16,22,51,253,305,4,0,5,150,302,449,9504,9531,19038,762,912,1677,1438,1998,3435,401,1376,1773,8094,6862,14959,20195,20677,40874,0,0,0,0,0,0,0,0,0,0,0,0,1830,1823,3654,1836,1825,3661,65,167,231,0,9,12,3,4,3,7,3,8,2101,1942,4041,2175,2119,4296,459,685,1143,34,52,88,20,46,64,0,3,7,1582,1321,2906,2096,2105,4202,929,1080,2007,61,107,170,59,99,156,3,9,15,876,794,1673,1933,2081,4012,1039,1134,2172,64,100,163,91,121,214,3,3,12,632,474,1108,1838,1838,3672,998,989,1991,96,119,211,147,203,352,6,16,26,466,389,858,1710,1724,3436,969,994,1959,122
12501,1018,25,14,32,62,61,127,50,232,283,47,43,92,768,779,1545,407,247,659,5,14,17,50,40,90,63,242,297,38,22,64,564,565,1130,240,151,397,6,7,16,23,24,46,79,318,390,25,32,60,375,539,914,156,85,241,3,0,12,15,19,31,97,448,551,17,30,45,285,588,873,16250,15573,31824,775,891,1668,1615,2065,3685,415,1911,2330,11955,8338,20290,31012,28777,59787,22,39,62,0,0,0,0,0,0,5,6,9,2441,2242,4682,2464,2289,4753,429,855,1283,15,17,30,7,18,29,6,3,11,4147,2624,6774,4604,3514,8126,2197,2605,4805,54,92,147,67,84,149,9,3,12,4160,2236,6393,6486,5016,11507,3460,3000,6460,109,138,247,162,191,348,11,8,23,2090,1211,3300,5828,4551,10373,2903,2257,5160,122,139,258,166,205,370,8,20,32,943,552,1497,4146,3169,7316,2103,1729,3829,125,129,254,192,247,435,4,30,31,603,397,996,3021,2526,5546,1911,1746,3655,112
12502,1445,30,29,58,85,107,194,60,272,333,52,39,93,1009,1113,2120,604,440,1047,24,15,39,63,61,130,82,347,429,45,26,70,824,897,1718,411,234,645,7,6,9,37,43,79,111,392,504,26,33,60,593,712,1299,209,104,311,0,0,0,12,35,44,146,504,644,19,27,46,381,678,1054,13188,13353,26542,449,578,1026,1346,2028,3376,540,2020,2563,7969,6829,14800,23494,24811,48304,4,5,13,0,4,4,0,0,0,0,0,0,2288,2019,4305,2290,2029,4322,48,90,142,3,0,4,0,5,7,0,0,3,2041,1856,3896,2097,1957,4053,463,733,1193,5,27,34,16,34,48,0,5,7,1515,1293,2805,1998,2088,4087,1448,1748,3196,37,56,94,54,81,126,5,3,3,774,620,1400,2318,2509,4830,1683,1840,3517,49,63,115,78,129,205,0,9,15,456,409,866,2271,2444,4714,1734,1818,3549,55,91,148,109,232,339,6,18,24,386,350,742,2290,2510,4800,1623,1750,3377,64
12503,2300,65,43,119,164,185,352,142,605,749,160,70,229,1824,1923,3751,995,692,1687,33,25,54,112,127,239,192,761,954,86,67,149,1415,1670,3081,698,448,1146,26,18,42,64,73,139,230,961,1196,56,53,110,1078,1557,2634,409,214,620,14,11,21,36,66,104,296,1151,1445,25,42,68,780,1474,2257,27098,26967,54063,1671,2214,3894,3321,4440,7762,1217,5094,6310,19220,15236,34455,52523,53952,106477,14,61,76,0,3,3,0,5,9,0,4,4,4834,4550,9384,4848,4631,9470,432,1082,1516,10,50,61,13,30,48,0,0,0,5525,4263,9792,5988,5426,11420,2108,3240,5345,82,174,254,103,138,237,11,7,15,4163,2746,6908,6463,6309,12768,3861,4148,8011,192,303,495,196,319,518,3,23,28,2304,1419,3718,6563,6209,12773,3871,3599,7472,233,345,579,295,422,722,14,36,45,1288,924,2210,5694,5326,11020,3247,3092,6344,229,316,547,344,532,875,16,57,75,952,706,1660,4792,4704,9494,3041,2876,5913,240
12504,2106,51,42,96,149,205,358,113,448,565,97,62,161,1561,1714,3278,874,600,1471,29,16,41,91,130,221,131,584,715,65,48,112,1194,1376,2569,581,355,939,21,14,36,38,82,119,179,751,930,44,54,94,857,1256,2121,328,180,513,14,12,18,16,63,79,255,1346,1603,25,52,81,640,1651,2291,27692,27109,54801,1212,1432,2650,2959,4282,7238,939,4233,5176,18132,13823,31957,50938,50873,101810,21,27,49,0,0,4,0,0,4,0,0,0,3178,2890,6069,3206,2920,6127,242,654,898,8,19,29,0,18,24,4,0,4,4407,3241,7644,4663,3927,8592,2241,4136,6373,55,76,128,57,88,146,5,10,13,4266,2840,7102,6620,7139,13761,6455,6882,13331,109,155,268,174,242,413,6,13,17,2272,1592,3864,9015,8883,17894,6019,4683,10699,136,192,330,213,294,511,9,26,32,1279,993,2273,7653,6196,13848,3753,3084,6838,146,169,312,290,460,750,7,47,56,989,848,1835,5185,4601,9795,2657,2321,4975,138
12601,1104,12,3,16,36,80,112,24,165,184,19,41,58,659,819,1480,464,373,836,11,15,22,13,34,45,39,210,250,20,24,44,538,656,1196,359,214,574,3,5,6,11,28,46,60,288,352,10,19,29,454,552,1004,181,97,279,0,0,5,8,23,26,135,500,630,5,30,29,331,643,974,10239,10381,20623,222,334,552,583,1088,1669,357,1457,1816,5535,5111,10649,16936,18376,35313,10,3,11,0,0,0,0,0,0,3,0,3,1691,1570,3259,1703,1573,3274,34,61,92,0,0,0,0,3,0,0,6,7,1767,1666,3436,1801,1740,3541,289,439,725,3,8,11,10,11,21,0,0,4,1202,953,2151,1502,1413,2916,858,1003,1862,25,22,49,21,30,47,0,5,5,490,356,844,1391,1421,2807,1134,1334,2465,24,38,58,46,57,98,0,0,0,290,229,521,1498,1655,3151,1312,1421,2736,30,49,78,56,91,150,6,7,15,189,165,356,1593,1736,3330,1243,1363,2611,28
12602,2391,53,61,110,175,229,400,96,535,632,120,140,262,1727,2068,3795,1087,829,1921,39,29,66,96,174,271,162,631,791,90,114,199,1470,1781,3253,852,565,1415,15,16,31,51,118,173,215,979,1203,71,122,194,1208,1804,3011,589,302,886,4,12,12,40,76,118,365,1578,1941,51,196,250,1045,2166,3214,25200,25369,50573,893,1135,2030,2458,3962,6421,1046,4692,5737,18192,16704,34899,47799,51868,99663,11,17,27,0,0,3,0,4,6,5,3,6,4094,3425,7522,4114,3448,7560,108,281,389,6,4,8,8,10,20,0,0,3,5137,5133,10269,5261,5433,10692,1366,2095,3461,28,44,73,37,63,103,0,7,9,4083,3745,7830,5508,5957,11465,3411,3766,7176,66,83,145,84,182,270,7,9,15,2180,1882,4064,5745,5917,11667,3643,3660,7303,99,135,233,155,263,418,4,12,19,1158,1118,2270,5060,5184,10243,3226,3233,6457,123,171,297,205,358,560,12,30,44,906,877,1785,4476,4665,9138,2859,3147,6002,118
12701,1173,46,31,79,80,86,162,62,345,413,32,23,56,898,985,1884,422,239,660,23,15,41,38,57,91,85,333,420,20,9,29,583,658,1239,226,118,340,12,11,27,21,27,47,88,291,373,13,9,24,357,459,809,97,37,134,0,0,0,4,13,15,74,286,358,8,9,16,190,341,525,16086,16135,32224,883,1333,2222,1605,2322,3927,492,2064,2557,10924,9332,20256,29988,31188,61178,11,23,40,4,0,6,3,0,3,0,5,7,4066,3807,7876,4081,3838,7921,146,401,552,0,29,30,5,17,21,3,0,0,3523,3288,6815,3683,3738,7421,1018,1671,2689,49,94,147,32,88,116,0,3,6,2400,1922,4326,3504,3782,7289,2186,2673,4861,102,190,289,88,184,275,3,13,14,1360,955,2314,3741,4013,7755,2420,2656,5071,175,230,404,190,274,464,7,17,26,779,627,1411,3574,3806,7384,2531,2621,5153,146,232,378,221,350,573,15,30,43,595,475,1067,3512,3707,7215,2471,2402,4865,141
12702,3423,101,81,181,202,200,400,179,908,1081,109,89,199,2535,2743,5280,1440,976,2421,53,37,96,131,140,268,213,1046,1252,67,44,114,1905,2241,4150,954,464,1413,32,23,57,52,91,142,255,1083,1333,42,44,79,1329,1704,3027,472,208,685,14,10,30,18,33,47,275,1086,1363,18,39,59,801,1378,2181,34992,35058,70047,2241,3030,5268,4364,6421,10785,1346,6601,7950,25362,20822,46180,68295,71926,140227,25,82,107,0,4,7,5,5,8,3,3,6,6837,6339,13180,6876,6432,13304,410,946,1353,13,60,77,7,52,58,4,5,13,6983,5904,12882,7415,6953,14376,1488,2500,3986,80,224,300,115,259,376,3,23,24,4752,3600,8355,6439,6608,13042,2696,3554,6249,198,308,509,243,461,705,3,32,32,2668,1892,4561,5813,6243,12056,3013,3542,6553,255,373,633,390,614,1008,8,44,53,1606,1294,2899,5277,5868,11147,3435,3919,7359,304,395,700,541,897,1434,26,82,102,1319,1085,2408,5622,6383,12007,4078,3979,8058,294
12703,1568,55,47,99,135,127,260,77,450,525,52,32,89,1210,1328,2536,611,417,1031,20,28,51,72,93,166,95,510,606,46,22,63,845,1078,1917,379,187,569,10,15,24,41,42,84,117,550,669,17,20,35,564,816,1384,182,97,281,4,7,9,19,33,45,149,568,719,13,16,23,369,717,1081,21256,21289,42550,1249,1597,2844,2469,3406,5879,697,3241,3935,13855,11194,25052,39523,40728,80248,13,40,55,0,4,3,0,0,0,0,3,3,4054,3697,7748,4067,3741,7814,212,605,817,12,41,50,9,19,28,3,3,8,3871,3295,7175,4109,3971,8083,1233,1991,3224,62,140,204,54,102,158,4,8,10,2809,2164,4968,4158,4401,8570,2716,3304,6016,130,217,348,133,217,346,8,11,15,1526,1167,2692,4520,4910,9427,3105,3212,6326,164,258,422,193,323,516,4,31,32,981,692,1670,4446,4518,8969,3014,3055,6069,164,258,420,277,458,731,10,41,55,758,522,1279,4226,4333,8559,2755,2598,5355,170
12801,2602,40,32,72,150,264,410,124,477,597,70,40,111,1751,2042,3795,1156,978,2136,35,25,60,112,166,278,154,671,824,56,57,113,1511,1895,3412,980,680,1661,23,20,34,52,130,180,220,1028,1254,49,40,85,1319,1901,3222,593,321,913,10,7,21,33,92,123,322,1398,1725,23,45,68,978,1859,2838,21882,22096,43973,986,1216,2199,2793,4223,7014,1092,4450,5540,14387,12572,26955,41134,44547,85684,6,8,18,0,0,0,0,0,3,0,0,0,3125,3066,6193,3134,3080,6216,49,95,144,3,4,14,3,4,8,0,0,0,3094,2918,6009,3153,3026,6174,574,962,1534,13,45,59,20,26,44,5,4,7,2614,2501,5111,3218,3536,6755,1667,2071,3737,51,80,141,71,96,162,0,3,9,1670,1416,3083,3459,3670,7131,2170,2411,4582,86,113,198,153,211,367,4,15,22,1024,813,1834,3434,3563,7003,2547,2719,5260,136,198,332,286,382,667,4,21,28,845,691,1531,3812,4003,7822,2498,2631,5136,152
12802,2090,31,29,58,111,149,261,83,358,444,48,37,80,1435,1493,2932,747,571,1316,17,20,33,67,98,165,113,462,581,31,21,53,971,1172,2140,563,371,933,18,4,25,37,66,98,146,636,783,30,23,55,790,1110,1894,300,147,445,0,3,8,28,50,74,234,935,1160,19,43,60,582,1173,1756,23815,23874,47689,841,1165,2012,2116,3474,5589,834,3222,4056,13390,11601,24993,41006,43336,84338,10,4,11,0,0,0,0,0,0,0,0,0,3573,3285,6861,3580,3292,6878,79,139,209,3,4,10,3,6,11,0,0,3,3254,3010,6267,3337,3154,6494,621,958,1578,15,33,51,17,21,38,0,0,0,2347,1932,4278,3001,2935,5939,1751,2181,3929,45,74,117,45,95,143,5,6,9,1178,980,2159,3018,3340,6358,2490,2766,5258,69,111,185,111,185,294,8,16,24,772,653,1427,3458,3735,7191,2895,2995,5887,105,177,285,212,362,578,7,18,21,655,635,1293,3876,4188,8065,2677,2820,5496,147
19797,12,0,0,0,0,0,0,0,5,5,0,0,0,9,14,22,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,3,11,0,0,0,0,0,0,0,7,9,0,0,0,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,59,0,0,0,9,7,12,4,19,17,13,0,13,56,54,107,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,3,11,13,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,5,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,5,8,17,7,10,13,0,0,0,0,0,0,0,0,0,0,4,4,11,8,19,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,8,8,18,0,0,0,0,0,0,0,0,0,0,4,3,9,10,24,6,4,6,0
19999,175,20,5,28,67,28,88,19,20,39,25,6,35,231,137,364,42,22,60,7,5,9,23,7,31,21,9,29,10,3,12,96,50,143,15,5,19,0,0,0,11,7,14,10,36,41,11,3,15,45,47,96,16,9,26,3,0,3,3,0,3,21,55,83,4,3,10,51,72,124,1351,1218,2571,606,340,954,951,570,1521,152,227,380,3886,2421,6306,6957,4779,11736,0,0,0,0,0,0,0,0,0,0,0,0,281,227,509,283,231,516,3,24,26,3,0,10,0,4,4,5,0,5,735,584,1321,746,614,1359,76,77,146,33,21,48,9,3,15,7,0,6,801,539,1341,927,634,1561,118,107,225,43,27,64,23,13,39,0,0,0,508,308,814,685,453,1139,102,67,166,65,25,90,36,24,59,3,8,14,417,205,626,622,335,959,87,58,142,95,24,125,88,39,121,3,11,13,378,159,539,644,296,938,66,69,140,80
20101,1997,38,44,75,170,202,371,112,515,633,96,86,185,1462,1801,3263,874,680,1556,24,17,41,86,106,192,146,647,795,58,64,127,1191,1514,2704,575,380,950,21,6,26,41,58,100,159,838,994,42,55,97,840,1330,2165,346,193,547,14,6,21,19,45,64,244,1063,1304,27,46,73,649,1358,2006,17378,17450,34833,1051,1385,2430,2689,4086,6777,930,3998,4923,14358,13515,27872,36407,40429,76839,5,5,14,5,0,5,0,0,0,3,7,5,3462,3330,6795,3479,3343,6819,71,131,205,8,22,32,4,0,3,0,4,10,3734,3713,7443,3818,3870,7690,612,938,1549,52,72,125,18,36,53,0,8,9,2692,2422,5108,3371,3463,6834,1469,1689,3157,81,122,201,60,101,164,9,12,17,1520,1404,2923,3136,3333,6461,1736,1894,3628,117,160,279,126,221,342,6,11,19,976,963,1936,2960,3241,6204,1804,1880,3685,142,231,372,225,368,599,13,30,42,902,892,1801,3093,3402,6501,1861,1925,3781,171
20102,696,25,13,42,70,56,123,49,112,163,32,19,51,560,513,1074,253,195,442,10,3,20,43,22,69,43,159,200,24,12,38,379,392,772,176,88,264,5,0,8,10,16,28,43,175,223,19,12,25,256,302,559,81,53,140,7,0,7,4,21,31,64,247,307,12,5,17,169,330,496,5456,5455,10921,375,369,740,1029,1176,2210,316,969,1282,3560,3116,6677,10740,11086,21827,0,0,4,0,0,0,0,0,0,0,4,4,777,722,1500,780,725,1506,3,26,33,0,3,6,0,0,0,0,0,0,576,494,1072,585,518,1103,83,135,212,4,14,13,0,0,0,3,0,4,401,353,754,490,504,994,270,334,602,12,20,25,9,17,27,0,0,0,274,274,551,562,647,1207,382,444,825,22,25,45,23,33,56,0,0,0,274,293,567,695,799,1492,494,532,1028,47,48,92,65,89,155,5,7,14,306,309,620,913,990,1899,567,643,1205,33
20103,801,27,7,34,106,71,173,49,172,231,55,19,70,690,618,1313,293,203,499,14,3,20,56,37,93,75,157,236,27,8,37,473,412,889,196,129,323,15,3,16,29,21,45,81,217,298,13,13,28,327,381,712,99,46,149,0,0,3,9,10,14,87,287,371,15,20,37,211,365,574,4890,4849,9737,426,370,792,1140,1106,2249,411,1155,1560,3089,2356,5448,9954,9830,19782,0,5,5,0,0,0,0,0,0,0,0,0,695,638,1329,695,640,1331,18,31,48,0,0,0,0,0,0,0,0,0,549,477,1025,565,511,1081,102,138,245,9,15,28,3,3,3,0,0,0,395,320,719,512,476,993,188,270,460,15,30,43,3,15,16,0,4,0,255,248,500,465,562,1026,272,309,575,24,29,52,31,32,55,0,0,0,288,177,465,609,542,1151,370,398,766,43,51,91,52,79,126,3,18,18,296,194,494,768,729,1502,450,437,889,52
