SA3_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
30401,579,12,13,28,22,50,68,15,85,97,5,15,22,380,417,797,186,136,323,0,0,6,21,29,41,32,139,171,14,9,24,250,310,563,157,91,248,0,4,4,10,18,25,34,149,183,6,7,8,207,261,471,76,55,127,3,0,9,8,8,21,69,321,394,8,18,23,162,408,571,7348,7389,14734,245,351,599,641,1109,1755,221,910,1128,3851,3531,7381,12308,13288,25599,0,3,7,0,0,0,0,0,0,0,0,0,1089,1075,2166,1096,1083,2176,20,38,62,0,5,5,0,0,7,0,0,0,908,847,1751,931,887,1821,170,284,451,13,7,21,0,0,6,0,0,0,611,525,1140,788,822,1610,566,712,1276,8,23,36,28,29,59,0,5,5,407,309,710,1004,1071,2075,783,848,1630,22,46,68,46,87,135,3,0,3,247,227,480,1102,1211,2314,864,914,1777,37,46,84,65,124,187,3,3,10,207,175,383,1175,1257,2435,842,933,1773,38
30402,1074,10,3,15,41,65,106,41,136,170,15,16,35,699,708,1408,393,275,673,10,6,15,21,33,50,30,166,196,8,21,33,456,497,954,266,160,426,6,5,10,14,20,36,48,196,245,5,15,23,341,400,738,139,82,224,0,0,4,5,16,26,87,440,526,8,17,25,247,560,801,10248,10426,20667,248,391,639,728,1272,2000,278,1195,1476,4975,4566,9542,16472,17851,34324,0,6,6,0,0,0,0,0,0,0,0,0,1825,1726,3554,1832,1731,3559,18,39,50,0,4,4,0,3,3,0,0,0,1404,1269,2673,1421,1315,2735,117,207,325,0,17,21,4,12,14,0,0,0,685,543,1228,810,770,1582,511,687,1198,11,25,41,18,26,43,0,4,4,374,320,690,916,1059,1975,880,1082,1964,32,49,77,41,76,115,0,3,4,270,238,509,1216,1452,2672,1275,1501,2779,47,69,115,67,140,201,0,8,9,217,203,419,1604,1918,3528,1492,1499,2990,45
30403,667,20,9,29,37,92,126,12,130,144,29,40,65,463,568,1028,263,208,472,7,11,21,29,41,65,36,183,221,23,22,43,355,468,821,245,187,431,7,4,9,11,32,40,52,264,315,13,24,40,329,512,832,166,92,255,0,5,3,9,24,33,102,439,540,8,38,53,288,593,882,7974,8080,16053,312,428,738,843,1356,2198,254,1294,1546,10270,9770,20040,19654,20918,40579,7,5,12,0,0,0,0,0,0,0,0,0,2205,2537,4744,2217,2541,4754,50,85,132,0,5,3,0,5,5,0,4,0,4011,4298,8311,4072,4394,8466,382,566,949,20,20,35,21,11,22,0,0,4,2041,1704,3746,2466,2295,4758,880,1038,1916,21,25,43,26,45,64,6,0,9,929,736,1663,1858,1842,3704,1024,1063,2083,38,42,80,66,77,140,0,4,0,480,430,906,1608,1608,3220,1045,1115,2156,54,61,110,79,101,182,3,6,8,325,309,629,1507,1586,3093,964,985,1955,52
30404,822,13,11,27,48,95,146,42,158,201,30,38,67,581,676,1259,342,269,612,6,13,22,14,60,69,43,226,267,17,32,48,423,593,1021,245,178,419,3,3,9,19,37,50,64,320,386,11,25,40,343,560,903,187,126,304,0,9,10,15,21,32,99,546,648,0,40,40,301,738,1035,9352,9455,18805,436,531,964,1070,1863,2936,372,1589,1962,7064,6019,13083,18296,19465,37757,6,3,3,0,0,0,0,0,0,0,0,0,1701,1556,3258,1704,1560,3262,32,77,109,7,5,11,0,5,5,0,0,0,1838,1446,3282,1872,1533,3408,312,476,787,13,24,37,13,15,24,0,0,3,1193,1034,2223,1529,1547,3079,846,997,1846,34,47,77,34,52,84,4,3,4,696,593,1294,1611,1695,3302,1085,1283,2375,51,68,122,73,107,174,3,10,18,472,450,921,1689,1918,3601,1379,1398,2777,70,103,171,127,190,310,12,9,19,375,407,781,1954,2099,4053,1222,1213,2431,74
30501,597,26,22,51,109,77,186,28,143,167,120,25,146,623,527,1151,216,148,363,15,3,21,44,40,81,33,155,188,77,36,113,386,383,772,150,87,232,16,10,21,29,43,70,64,225,288,61,51,119,322,410,727,108,41,154,3,0,10,13,26,44,92,461,547,33,81,115,252,616,872,7723,7491,15218,782,623,1405,2176,2276,4457,340,1325,1666,16861,13663,30527,27895,25387,53277,9,6,16,0,0,3,0,0,0,0,0,0,1534,1668,3205,1540,1682,3220,103,212,313,6,3,12,5,8,7,0,0,4,4144,4284,8428,4258,4512,8767,587,903,1486,31,46,76,25,68,96,3,0,8,5001,4483,9489,5654,5496,11151,1334,1397,2736,81,97,176,119,146,264,5,3,6,3165,2474,5640,4698,4116,8813,1122,1091,2218,102,71,172,176,196,366,7,8,15,1571,1188,2755,2978,2552,5524,960,984,1947,110,90,203,236,255,491,3,7,17,1039,733,1773,2355,2077,4434,897,895,1791,116
30502,321,10,3,18,60,68,121,23,71,98,47,31,74,317,318,639,144,108,247,11,5,15,35,37,74,26,111,134,35,17,52,248,277,521,111,62,172,3,0,8,11,27,34,42,165,204,23,18,35,185,274,461,60,40,97,3,0,3,10,13,22,54,219,275,19,14,38,142,293,437,6315,6346,12656,389,404,790,1145,1478,2623,215,797,1007,7320,6608,13928,15388,15623,31006,4,0,4,0,0,0,0,0,0,0,0,0,1056,1044,2101,1065,1048,2113,20,56,70,0,3,3,0,0,3,0,0,5,1544,1602,3146,1568,1669,3237,275,406,684,11,41,49,24,25,44,0,4,4,1703,1672,3381,2007,2148,4158,806,1020,1830,41,32,74,41,70,113,3,7,7,1125,1061,2185,2018,2186,4208,963,1012,1976,44,59,108,67,114,183,0,10,12,614,585,1195,1692,1778,3468,1006,985,1992,64,76,139,147,165,311,6,3,8,459,437,895,1678,1668,3349,974,936,1912,78
30503,853,20,19,40,108,137,243,45,198,243,113,91,205,765,819,1584,326,252,579,21,11,32,75,66,144,62,281,342,79,86,161,561,693,1254,279,203,480,8,11,21,33,55,94,70,348,415,42,77,122,438,688,1122,161,80,244,14,3,15,20,58,72,124,635,755,26,81,103,343,852,1191,12131,12217,24349,779,826,1610,2451,2973,5428,462,1903,2370,15413,14486,29898,31240,32403,63647,0,6,10,0,0,3,0,0,0,0,0,0,2162,2608,4766,2165,2617,4782,118,233,348,7,6,19,0,4,6,3,3,7,4172,4588,8761,4296,4839,9137,797,1149,1950,37,69,109,45,46,88,5,0,6,4087,3773,7861,4974,5037,10011,1755,1945,3701,67,82,152,133,159,291,0,13,11,2633,2146,4779,4588,4344,8929,1718,1768,3484,89,105,190,178,215,390,3,11,13,1390,1175,2563,3371,3267,6646,1738,1790,3526,120,139,255,245,314,554,9,11,19,991,904,1896,3102,3153,6258,1731,1767,3502,147
30504,606,15,12,27,46,84,135,33,109,138,63,59,119,499,518,1016,200,159,358,9,4,15,30,48,74,38,183,219,39,49,92,316,438,754,148,111,261,7,5,14,19,34,50,53,209,253,31,37,71,254,392,645,109,48,159,3,0,7,6,14,17,64,341,407,25,29,44,204,437,636,8696,8755,17449,468,503,966,1183,1796,2979,273,1101,1377,11085,10879,21960,21715,23028,44739,0,5,6,0,0,0,0,0,0,0,0,0,1773,1792,3563,1774,1796,3575,47,86,130,5,3,8,6,3,7,0,0,0,2965,3342,6309,3016,3436,6454,328,517,842,15,19,32,9,20,35,6,0,6,2574,2363,4931,2924,2919,5849,897,1030,1930,34,21,58,44,77,124,0,3,3,1403,1127,2533,2382,2263,4650,1138,1220,2356,36,39,79,103,114,213,3,8,6,730,719,1449,2004,2090,4101,1249,1404,2649,57,66,125,119,169,287,9,13,18,484,464,947,1911,2113,4026,1340,1278,2624,79
30601,652,23,13,31,77,74,149,30,95,126,36,17,52,554,459,1009,243,159,401,13,6,20,23,23,48,31,116,144,24,3,30,335,305,640,111,74,184,3,7,8,13,25,33,24,122,147,9,4,15,167,222,389,70,40,111,0,5,0,6,12,23,45,158,206,13,4,19,141,217,356,8755,9033,17795,527,695,1223,1634,2152,3787,252,876,1123,6734,6200,12938,17910,18966,36875,3,10,9,0,0,5,0,0,0,0,0,0,1728,1570,3302,1738,1580,3318,37,65,103,0,4,4,4,5,7,0,3,3,1265,1284,2546,1299,1362,2662,256,423,685,13,26,38,7,37,49,0,8,6,1072,1025,2100,1353,1522,2866,722,986,1714,31,46,81,36,62,98,0,4,3,865,756,1621,1656,1857,3510,1006,1158,2160,63,99,163,69,139,211,3,9,12,605,631,1233,1743,2028,3775,1160,1312,2476,97,131,230,140,260,402,12,18,27,542,548,1088,1948,2269,4220,1177,1328,2506,88
30602,1269,54,44,94,184,175,355,88,325,413,109,35,146,1164,1120,2285,502,321,825,40,12,50,101,69,177,82,377,456,80,28,107,806,806,1615,324,206,523,9,11,20,52,53,100,112,408,520,45,25,75,544,703,1242,179,74,251,11,5,15,25,27,56,135,623,760,43,35,71,392,764,1156,14592,14802,29395,1256,1482,2743,3519,4113,7630,684,2661,3348,16280,14462,30739,36326,37527,73855,8,11,22,3,0,3,0,0,0,0,0,0,3198,3081,6272,3211,3096,6306,93,204,300,13,23,34,10,6,10,6,0,0,3038,2956,5998,3150,3185,6345,657,1002,1654,46,79,124,34,53,85,0,13,11,2800,2726,5522,3523,3874,7402,1343,1609,2947,84,139,222,92,133,226,7,11,17,1948,1921,3864,3472,3814,7291,1533,1778,3316,102,195,294,173,292,466,4,31,33,1390,1478,2861,3210,3767,6980,1716,1942,3663,180,242,416,279,430,711,15,51,60,1315,1173,2483,3503,3830,7335,1762,1809,3574,206
30603,868,25,14,34,93,54,144,55,164,221,47,16,63,708,630,1337,354,246,599,8,6,22,54,15,70,52,197,246,37,13,51,512,479,987,231,107,337,7,0,10,25,22,45,70,218,287,31,4,38,365,348,716,111,53,161,3,0,5,13,10,20,67,260,326,21,8,25,213,331,541,6346,6319,12667,441,427,867,1260,1067,2328,383,1206,1589,5286,3869,9154,13711,12894,26605,6,8,11,0,0,0,0,0,0,7,0,7,1033,956,1989,1038,966,2002,36,72,109,3,10,14,0,0,0,4,4,0,917,753,1672,961,842,1797,172,290,466,13,11,25,3,9,14,0,4,7,737,651,1390,933,960,1895,384,425,808,19,29,46,16,27,47,5,0,5,543,443,987,975,928,1896,397,485,887,21,36,56,42,43,81,0,0,4,387,344,728,851,917,1761,503,547,1050,47,52,96,57,90,144,0,7,9,392,353,745,1003,1047,2046,569,672,1236,57
30604,202,13,6,12,38,25,67,11,41,53,22,5,27,202,164,360,71,31,102,7,5,7,18,11,36,11,34,49,12,9,19,118,92,209,38,13,44,0,0,3,10,5,11,15,36,58,9,0,9,72,63,134,11,13,26,0,0,0,4,0,5,19,50,67,0,3,0,38,67,109,1824,1861,3682,165,152,319,518,476,995,111,265,374,1848,1557,3403,4464,4308,8776,0,0,3,0,0,0,0,0,0,0,0,0,272,255,524,273,257,525,4,10,8,0,0,0,4,0,4,0,0,0,239,260,497,249,264,511,40,69,108,7,5,6,4,3,11,0,0,0,283,315,600,331,392,721,125,160,286,4,12,19,3,15,20,0,3,3,237,224,462,377,414,785,141,190,330,10,17,26,14,17,34,0,0,0,189,147,332,355,377,732,190,201,395,16,24,43,35,53,90,4,5,9,173,136,305,419,420,833,214,212,420,15
30605,1163,30,17,45,128,90,217,74,197,274,74,20,99,960,844,1800,449,296,747,31,18,45,67,47,115,75,235,310,35,19,52,662,608,1270,275,154,431,7,3,17,21,26,47,56,287,344,30,4,41,397,481,877,146,69,214,8,3,7,18,19,33,97,321,419,27,13,38,287,427,711,7397,7466,14859,499,559,1058,1476,1593,3072,442,1532,1975,5085,4364,9453,14891,15517,30416,0,5,3,0,0,0,0,0,0,0,0,0,1170,1134,2299,1169,1133,2304,28,55,83,0,8,9,0,0,3,0,0,0,888,799,1689,916,868,1788,155,285,438,11,17,26,7,8,22,0,0,0,703,646,1352,877,957,1833,368,451,823,17,34,50,17,30,48,0,3,8,487,473,958,889,996,1884,462,544,1001,34,42,79,43,63,108,0,11,12,388,355,743,929,1006,1932,591,707,1299,47,80,129,91,141,234,0,11,13,397,354,751,1133,1295,2430,681,762,1443,59
30701,998,35,20,55,93,66,159,55,231,287,71,14,87,783,801,1586,370,230,599,25,10,38,49,36,84,69,214,287,51,16,64,560,511,1075,226,117,346,5,3,9,27,15,45,78,240,314,40,18,58,384,387,768,97,47,149,3,3,8,8,9,15,89,313,397,22,18,37,216,389,601,8864,8689,17558,604,510,1115,1358,1121,2482,442,1452,1896,5845,4420,10262,17117,16198,33314,3,0,10,3,0,0,0,0,0,0,0,0,1283,1167,2445,1286,1172,2460,58,106,168,3,13,16,0,0,5,0,0,0,1124,1065,2188,1187,1192,2375,401,539,941,19,39,60,9,14,22,5,0,9,1006,837,1842,1442,1419,2863,762,873,1645,34,52,86,40,38,76,0,5,9,598,526,1121,1434,1497,2930,786,865,1650,43,64,113,49,74,121,0,5,11,365,371,736,1247,1385,2629,932,950,1879,66,67,135,91,102,195,8,16,20,340,255,597,1442,1383,2823,975,970,1937,86
30702,1074,18,21,43,89,65,154,63,197,260,58,26,81,824,781,1604,441,296,735,20,12,28,46,37,90,80,226,307,34,8,49,622,581,1202,244,160,401,10,3,15,20,11,28,64,263,328,31,17,53,368,449,817,159,66,225,4,0,0,5,8,15,100,367,465,24,12,36,296,452,750,8561,8489,17052,522,512,1036,1239,1175,2411,456,1430,1889,4994,3911,8904,15775,15522,31295,7,0,9,0,0,0,0,0,0,0,0,0,1422,1267,2685,1421,1271,2691,52,114,161,12,14,20,0,3,4,0,0,0,1094,947,2042,1159,1083,2237,299,403,702,22,33,52,9,14,21,0,0,4,765,608,1378,1092,1063,2160,592,683,1274,38,39,78,46,61,99,3,5,4,464,366,831,1134,1146,2283,654,732,1388,53,59,115,53,62,112,3,8,8,331,293,624,1098,1156,2248,782,880,1660,80,79,157,111,131,248,0,19,19,345,227,575,1313,1343,2654,889,962,1846,73
30703,1189,32,25,54,94,96,191,70,219,282,48,31,79,900,894,1795,483,316,796,24,6,36,45,42,94,60,262,320,40,18,57,651,649,1304,274,165,441,9,0,12,21,24,46,72,326,400,35,20,53,411,539,946,164,85,248,6,0,6,14,11,25,108,445,548,21,25,42,313,566,878,8101,8204,16304,494,536,1030,1240,1535,2775,456,1695,2152,4482,3811,8294,14782,15779,30554,3,4,4,0,0,4,0,0,0,0,0,0,1328,1124,2450,1325,1134,2460,53,83,134,3,10,12,0,0,0,0,0,0,956,811,1768,1011,912,1920,189,285,475,18,21,45,5,20,27,0,0,0,697,554,1253,912,877,1795,409,518,928,29,50,78,26,30,57,4,0,3,384,372,762,850,974,1820,529,607,1138,45,56,97,44,76,119,0,7,6,329,271,595,942,1015,1955,600,743,1344,52,84,136,81,159,239,0,10,16,285,262,539,1024,1255,2277,765,803,1568,78
30801,310,16,3,15,49,17,71,21,54,75,18,11,30,289,211,500,77,69,143,4,3,11,17,6,27,20,58,79,17,6,24,145,137,287,55,18,80,0,0,0,17,5,20,19,45,64,5,0,8,98,72,170,21,12,36,0,0,0,4,0,3,13,51,69,8,4,9,49,68,117,5883,5605,11485,423,307,724,955,678,1633,155,373,529,4570,3311,7881,11977,10276,22259,6,4,3,0,0,0,0,0,0,0,0,0,876,766,1643,886,771,1653,52,91,137,5,4,10,0,4,3,0,0,0,872,801,1674,930,897,1827,319,470,790,14,18,26,5,11,23,6,5,8,769,564,1331,1103,1072,2178,748,820,1565,27,42,76,20,35,58,0,0,0,498,381,880,1290,1287,2579,691,706,1395,38,42,81,64,53,114,0,0,5,342,222,563,1138,1020,2153,752,664,1417,55,52,103,68,86,153,0,4,3,250,159,410,1125,965,2088,688,623,1317,80
30803,2347,52,54,106,205,206,408,150,514,664,137,73,212,1796,1934,3738,912,704,1613,42,28,67,124,130,252,212,629,837,88,62,147,1375,1553,2922,605,371,977,24,11,28,49,59,103,215,701,915,81,57,136,964,1193,2160,288,129,418,13,9,20,31,36,68,236,981,1215,27,63,86,594,1218,1807,20699,20665,41361,1389,1559,2946,3502,4117,7619,1172,3953,5119,16165,13287,29449,42921,43575,86495,9,8,17,0,3,3,0,3,5,0,0,0,3947,3919,7874,3959,3935,7891,192,269,464,14,37,52,3,6,16,0,4,6,3477,3224,6703,3690,3542,7234,919,1237,2160,72,100,174,39,51,98,11,4,15,2679,2246,4922,3717,3648,7371,1731,1975,3713,133,182,312,104,159,264,3,12,10,1774,1366,3140,3744,3696,7435,1938,1964,3906,149,198,346,178,233,410,4,20,28,1178,1008,2181,3448,3420,6871,2071,2111,4181,182,227,405,269,398,670,7,44,54,1010,835,1844,3540,3621,7158,2144,2262,4402,237
30804,326,11,5,14,25,9,31,18,67,77,28,10,37,265,225,489,117,82,193,6,0,11,14,8,24,19,75,95,14,3,15,160,168,331,75,27,101,0,0,0,5,8,9,26,73,97,3,3,6,104,119,220,34,24,62,5,0,5,0,0,0,26,89,117,7,0,3,71,117,186,3165,3072,6245,178,159,337,378,352,727,131,421,552,1886,1308,3197,5749,5310,11058,0,0,4,0,0,0,0,0,0,0,0,0,395,378,770,392,383,774,23,44,69,0,4,4,0,0,0,0,0,0,407,306,711,425,348,781,138,203,340,8,13,17,0,7,10,0,0,0,309,222,530,452,442,896,316,334,641,26,26,49,10,12,22,0,0,0,194,120,316,542,488,1028,334,338,676,14,20,28,21,19,49,0,0,0,128,96,229,505,482,991,333,314,645,20,10,28,35,48,78,0,3,3,105,77,184,497,449,945,340,326,665,21
30805,857,24,19,44,98,64,166,36,184,223,37,17,52,684,660,1344,317,192,510,10,3,15,46,23,69,59,188,250,19,9,28,457,410,871,173,111,290,10,6,13,20,15,32,59,216,271,7,5,14,274,350,623,83,31,114,4,3,12,11,10,20,50,202,262,6,9,8,160,255,414,11585,11374,22957,806,716,1522,2060,1759,3825,393,1263,1655,8508,6191,14699,23346,21310,44660,8,13,15,0,0,0,0,0,0,0,0,0,2035,1748,3784,2037,1759,3803,92,155,242,7,14,27,4,3,5,3,6,7,1791,1561,3350,1893,1742,3636,523,853,1375,41,69,109,23,28,55,0,3,4,1406,1209,2617,1988,2164,4155,1095,1292,2382,77,104,179,61,79,139,3,3,6,916,777,1693,2148,2247,4397,1292,1336,2631,80,100,181,110,108,227,0,14,14,658,479,1141,2146,2044,4190,1471,1502,2974,117,146,262,170,240,416,6,18,28,563,416,978,2327,2327,4654,1474,1397,2868,151
30901,1531,42,41,80,167,201,363,67,306,379,57,30,84,1164,1279,2451,613,493,1100,26,19,43,87,121,211,96,387,480,40,35,74,864,1049,1909,473,334,812,8,6,18,61,92,154,115,535,653,31,23,58,697,995,1693,322,156,477,8,3,12,26,56,87,182,661,850,19,14,35,557,896,1457,10347,10431,20781,742,833,1575,2328,3063,5387,611,2516,3125,9838,8817,18656,23870,25670,49539,9,4,13,0,0,0,0,0,0,0,4,4,1480,1424,2907,1496,1432,2924,49,75,124,6,5,8,0,0,3,3,0,5,1763,1996,3759,1820,2076,3892,274,460,735,25,26,52,20,33,45,0,5,9,2066,2161,4228,2383,2686,5070,745,984,1727,46,69,112,44,111,162,3,4,4,1572,1278,2846,2414,2444,4860,1037,1104,2143,95,114,212,112,159,270,3,12,14,913,777,1686,2154,2162,4323,1142,1157,2302,82,114,193,206,256,461,5,12,16,704,548,1255,2141,2086,4228,1062,1129,2191,122
30902,1230,33,22,55,161,155,318,67,249,318,55,39,95,961,1047,2011,532,413,949,20,13,35,95,96,199,86,333,423,38,23,59,776,888,1665,393,292,681,16,10,23,57,83,137,117,402,524,24,20,45,599,809,1411,251,143,397,11,3,8,28,31,61,196,570,771,28,19,45,521,761,1279,9037,9106,18144,725,834,1557,2152,2936,5092,633,2090,2719,7547,6630,14180,20093,21594,41688,3,5,6,0,0,0,0,0,4,0,0,0,1489,1419,2908,1496,1426,2919,21,51,75,0,0,5,0,7,7,0,0,0,1435,1359,2796,1454,1420,2875,221,349,569,14,28,42,6,18,24,0,0,3,1266,1197,2467,1514,1590,3098,656,850,1506,31,51,82,40,60,95,0,5,4,919,846,1766,1640,1816,3454,822,945,1763,60,87,147,91,130,221,0,3,3,630,650,1279,1603,1810,3414,948,976,1925,93,108,200,169,216,383,11,19,26,612,527,1142,1835,1839,3678,911,967,1876,102
30903,1754,48,44,89,199,271,474,96,357,453,62,31,92,1347,1512,2859,689,519,1210,24,22,46,105,155,260,104,431,534,36,22,58,959,1143,2106,509,353,864,15,8,28,72,95,161,146,522,668,28,28,58,773,1008,1780,344,170,511,7,4,15,46,41,90,225,779,1000,21,17,37,638,1017,1651,11177,11247,22428,880,1140,2021,2505,3667,6175,766,2780,3545,8572,7710,16278,23904,26544,50445,0,3,3,0,0,0,0,0,0,3,0,8,1677,1658,3333,1677,1664,3341,65,106,171,8,17,22,4,0,4,0,0,0,2012,1999,4016,2084,2125,4205,352,521,870,18,34,56,13,35,48,0,10,7,1581,1396,2974,1970,1993,3960,734,949,1681,49,83,136,46,106,149,4,5,9,984,879,1864,1816,2020,3834,891,1067,1966,75,107,183,109,180,296,0,11,11,777,627,1405,1858,2006,3862,1052,1170,2225,128,169,297,196,335,530,4,22,31,672,596,1263,2051,2288,4340,1057,1173,2231,118
30904,465,11,11,17,37,51,95,18,65,79,17,4,23,361,317,684,149,111,261,4,4,7,18,24,41,20,71,84,10,8,19,200,210,407,99,47,147,4,7,6,13,6,19,17,65,74,5,0,6,133,126,258,48,29,78,0,0,0,0,5,5,21,69,97,6,8,13,84,108,190,3789,3812,7600,194,243,440,652,859,1514,133,431,563,1983,1656,3637,6760,7005,13761,0,0,0,0,0,0,0,0,0,0,0,5,544,525,1072,549,530,1078,9,18,33,5,0,4,0,0,0,0,0,0,359,308,669,375,333,705,57,98,153,3,3,14,0,5,6,0,4,4,242,231,475,303,340,643,189,251,437,12,11,25,12,28,37,0,0,0,183,188,369,390,471,859,266,295,553,12,38,51,24,38,66,3,0,3,184,138,314,484,507,993,403,478,884,27,47,79,45,78,129,0,0,3,180,177,357,664,783,1448,446,481,929,43
30905,646,8,16,31,39,40,79,22,89,113,10,8,23,451,435,886,191,143,336,8,0,17,33,29,64,19,91,106,7,4,12,266,258,528,113,47,155,3,0,3,13,16,25,31,85,114,3,0,6,157,153,309,57,26,79,0,0,0,0,4,8,32,144,176,0,0,6,89,176,270,6423,6527,12947,308,466,778,870,1284,2153,172,643,815,3615,3410,7034,11387,12333,23722,3,0,4,0,0,0,0,0,0,0,0,0,1221,1148,2374,1222,1155,2383,21,45,66,0,3,3,0,0,0,3,0,3,817,753,1567,836,798,1635,150,231,386,8,9,15,5,8,8,0,0,0,501,472,975,656,727,1384,444,584,1031,15,33,44,9,42,52,0,0,0,388,361,756,864,1028,1892,694,848,1541,37,51,89,34,91,130,0,7,4,265,273,535,1030,1267,2297,893,1007,1895,52,72,121,81,135,225,0,9,7,233,243,477,1262,1466,2732,1025,1012,2038,58
