SA3_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
20501,120,57,45,5,222,144,94,31,17,283,311,143,59,20,534,161,84,34,12,289,107,66,19,7,201,39,27,8,3,79,21,37,8,3,68,27,9,6,6,47,74,62,28,11,172,26,10,4,0,43,1276,695,291,100,2358
20502,117,69,25,13,228,155,61,19,15,252,261,100,43,6,419,105,59,27,10,203,56,36,17,6,118,17,18,4,0,39,17,7,8,0,31,16,8,0,5,26,81,60,22,11,158,42,17,7,3,61,1110,536,203,77,1924
20503,148,107,37,12,308,231,80,26,15,362,362,166,55,20,600,181,95,29,13,308,109,48,16,3,175,46,14,5,4,67,32,13,6,6,55,18,14,0,0,41,100,68,43,12,220,41,15,4,0,59,1581,777,279,89,2722
20504,203,131,66,29,432,336,114,68,38,555,522,202,68,43,834,247,140,45,18,446,166,78,25,7,274,64,34,12,8,115,35,39,12,3,85,33,21,4,0,58,117,85,38,18,259,53,24,14,4,98,2303,1122,426,196,4044
20505,92,53,32,9,178,102,66,27,15,212,239,96,34,16,384,112,60,20,7,200,81,35,11,3,134,15,14,0,0,33,14,9,3,0,29,16,17,0,0,35,65,44,17,5,129,32,10,0,0,40,1000,502,179,75,1755
20601,114,36,16,0,164,206,48,4,4,263,370,138,32,3,547,301,110,15,3,431,238,137,21,4,399,109,30,7,5,154,73,65,15,4,157,68,51,10,4,129,83,72,21,4,180,24,13,0,0,34,1829,784,160,39,2815
20602,63,21,9,0,88,128,25,4,3,163,202,78,13,0,295,179,83,12,0,284,117,82,20,5,226,53,18,13,0,80,66,37,7,0,114,60,57,16,0,125,62,62,11,4,134,16,4,0,0,18,1091,520,115,11,1745
20603,94,31,5,0,137,128,38,7,4,181,276,102,32,6,413,182,108,12,4,305,157,92,11,5,265,73,27,16,4,119,81,53,12,0,145,77,61,15,0,153,77,64,20,3,165,23,8,3,3,36,1439,702,166,35,2350
20604,131,39,15,3,188,153,38,7,4,207,390,111,16,4,511,282,81,17,10,386,227,90,12,5,326,90,26,0,0,120,113,34,7,0,150,153,70,9,0,234,82,56,13,4,156,32,7,5,4,48,2200,686,131,48,3071
20605,112,51,8,4,174,167,46,3,0,210,369,102,26,3,504,295,89,15,0,390,269,109,10,7,393,98,17,0,0,115,112,54,7,0,169,194,111,19,0,320,118,88,21,6,230,22,5,0,0,25,2068,771,142,25,3005
20606,53,21,4,0,74,90,20,3,6,114,193,54,14,0,264,133,34,10,4,178,123,51,14,0,187,52,18,0,3,74,67,23,7,0,96,126,72,19,5,223,54,53,13,5,131,19,7,0,0,25,1092,418,99,26,1636
20607,138,39,9,9,193,183,44,8,4,246,267,93,16,3,383,212,86,6,0,307,179,89,10,4,280,66,31,3,0,95,78,43,14,0,136,124,65,9,4,202,84,77,16,5,178,26,8,5,9,44,1700,705,152,63,2618
20701,155,77,10,3,244,196,92,21,0,307,555,210,45,9,823,418,181,32,12,640,368,203,38,8,621,187,77,22,4,285,211,169,33,4,416,282,277,68,11,636,174,193,84,3,453,33,11,0,0,46,3224,1812,433,76,5540
20702,144,64,16,0,232,206,71,15,0,303,504,210,59,8,773,346,154,26,4,535,284,140,33,5,464,127,79,22,0,230,102,93,22,8,223,100,83,24,8,207,94,101,28,8,222,29,11,0,0,43,2404,1242,284,53,3978
20703,145,67,8,5,225,215,57,13,3,289,482,193,31,9,710,353,158,34,4,551,313,150,23,0,491,155,70,16,0,243,108,92,19,0,225,101,79,16,0,191,118,99,28,11,255,36,9,0,0,46,2626,1181,227,47,4088
20801,103,56,4,0,162,151,75,17,0,238,348,150,20,8,531,277,155,21,0,461,252,155,20,0,429,105,47,13,0,161,156,82,14,0,256,186,191,40,5,423,124,133,51,3,309,29,4,5,3,39,2031,1185,235,32,3486
20802,188,69,11,5,279,304,97,29,10,432,652,253,55,16,979,480,231,46,3,757,416,234,40,9,701,155,74,16,3,254,193,128,33,6,359,211,169,43,6,431,166,147,60,8,383,47,16,0,0,70,3347,1619,377,73,5414
20803,188,90,23,5,303,315,110,19,7,451,729,284,60,19,1090,520,245,33,15,812,409,204,42,3,657,167,90,21,3,280,144,108,29,3,284,130,109,29,0,266,151,169,46,6,378,35,26,0,0,63,3220,1598,344,75,5239
20804,31,15,5,0,54,59,12,10,0,80,134,39,12,0,180,98,42,8,5,159,118,47,6,0,178,34,10,3,0,51,55,42,17,0,110,82,84,16,0,184,45,34,20,3,108,12,4,0,0,12,808,378,100,13,1297
20901,190,102,15,5,308,321,92,18,9,448,643,249,58,17,975,462,249,51,12,772,396,210,38,4,651,177,88,20,6,293,132,103,27,13,276,113,95,30,9,246,170,120,49,18,360,40,14,0,0,63,3128,1516,366,106,5120
20902,174,72,22,11,275,312,85,17,9,420,579,215,37,13,842,382,164,31,4,586,238,127,31,3,396,99,73,12,7,191,70,73,4,6,155,50,51,19,9,134,128,92,30,7,257,41,14,0,0,66,2506,1152,258,98,4017
20903,65,33,8,0,105,89,52,18,3,163,219,126,28,10,382,202,89,32,6,323,144,118,31,13,304,88,34,11,0,134,71,59,17,0,154,53,64,13,5,135,76,106,23,11,219,15,7,0,0,22,1167,779,210,57,2218
20904,437,278,109,35,857,698,334,119,47,1197,1443,670,196,77,2392,925,481,164,50,1619,647,363,98,38,1148,285,203,53,15,554,169,204,82,22,478,89,90,41,18,235,262,268,90,38,658,116,49,26,15,197,6108,3550,1183,448,11285
21001,93,46,11,4,151,161,55,10,4,235,351,152,27,4,544,257,134,31,0,427,179,100,32,4,313,119,42,18,0,177,75,75,17,4,173,71,58,13,3,142,66,67,27,10,166,24,13,4,0,35,1568,833,212,37,2652
21002,30,18,14,4,71,46,33,14,4,96,106,50,19,4,179,90,60,15,0,166,55,40,26,4,131,38,9,8,4,51,32,14,9,5,52,14,18,12,3,42,29,43,9,8,99,5,5,0,0,13,535,342,143,32,1056
21003,127,70,16,11,232,232,57,22,6,312,466,193,28,14,697,303,139,32,5,479,226,119,20,7,370,102,62,11,7,185,86,66,17,3,173,36,41,16,0,89,85,76,28,5,194,35,17,0,0,52,2021,980,252,88,3344
21004,80,35,26,10,142,120,57,20,6,205,255,142,42,16,460,176,121,28,5,331,134,80,16,3,231,73,36,17,0,126,56,28,22,3,112,9,26,3,0,42,61,66,20,6,148,20,5,3,0,33,1140,688,220,57,2104
21005,379,240,109,38,766,582,249,81,58,962,1051,532,175,108,1858,601,347,122,54,1122,390,266,83,48,783,192,159,69,46,467,120,133,69,35,357,57,82,31,26,196,159,160,94,36,457,92,38,24,13,163,4454,2744,1087,576,8866
21101,278,121,42,17,458,382,157,55,16,608,952,407,103,29,1493,614,305,74,26,1021,445,246,63,12,767,227,129,32,4,390,157,157,38,7,362,76,121,18,10,222,192,178,63,5,441,38,26,3,3,74,3952,2116,583,137,6796
21102,22,14,5,0,41,33,7,0,0,48,80,39,12,4,132,53,31,17,0,100,43,28,12,4,83,23,16,8,0,52,28,24,4,0,54,26,22,15,0,70,22,24,14,3,64,10,4,0,0,12,393,251,83,16,742
21103,202,100,32,9,337,311,105,26,9,457,663,256,88,23,1024,412,212,55,16,691,326,190,48,10,571,161,94,26,3,279,126,102,15,14,254,82,66,28,5,175,163,143,49,10,361,46,11,3,0,60,2906,1462,416,113,4902
21104,73,36,8,0,120,159,42,11,0,209,325,115,19,3,468,223,103,27,4,361,158,81,19,4,262,77,51,9,0,141,56,56,17,0,131,49,50,9,3,116,53,62,26,10,149,15,9,0,0,18,1406,713,167,41,2331
21105,286,167,72,6,533,420,175,59,18,663,800,384,117,40,1339,504,272,75,17,861,430,222,70,15,735,187,130,35,3,357,127,121,23,11,283,66,57,38,8,163,207,201,72,21,505,56,19,5,0,77,3589,2045,643,162,6442
21201,177,147,68,13,406,271,152,52,36,509,634,311,121,44,1107,359,221,62,33,674,290,161,51,19,521,116,107,31,10,255,81,93,29,11,206,36,35,17,8,94,122,124,53,32,327,37,32,0,8,80,2551,1643,573,241,5001
21202,217,127,38,13,402,312,130,65,29,539,719,345,94,41,1198,455,236,73,20,786,328,185,60,24,593,153,99,27,11,294,111,103,36,22,268,71,60,29,3,160,157,138,45,27,372,54,23,12,4,86,3082,1711,588,231,5613
21203,331,238,96,35,701,508,284,96,56,948,1093,563,196,100,1943,674,401,121,49,1251,485,298,106,39,928,193,158,48,32,426,143,139,60,30,375,46,65,23,11,154,191,182,94,58,523,87,26,19,6,139,4532,2782,1040,487,8841
21204,413,210,72,22,717,687,225,72,27,1013,1265,438,132,52,1883,676,347,89,30,1138,513,296,56,31,895,224,147,50,27,457,133,160,62,16,368,58,72,26,24,182,237,159,81,36,515,88,39,14,7,153,5330,2610,808,340,9090
21205,259,113,28,0,402,405,142,34,14,590,877,312,71,20,1275,583,258,49,10,902,455,256,35,9,741,205,134,32,9,376,155,156,35,7,355,136,125,38,6,304,204,144,47,28,415,49,22,5,0,78,4118,2041,439,96,6693
21301,410,239,79,28,757,665,242,67,37,1011,1275,500,167,60,2012,719,408,123,43,1287,466,299,95,43,902,214,168,66,17,469,176,173,76,26,459,52,108,39,19,221,215,193,86,48,544,127,61,23,13,219,5554,3050,1048,434,10091
21302,157,54,23,9,242,242,63,14,6,334,486,182,40,20,732,343,183,43,12,575,266,149,25,5,445,118,68,19,4,212,101,83,23,3,209,65,69,15,3,159,107,102,37,15,259,28,16,5,0,51,2217,1123,299,85,3721
21303,134,62,16,7,220,232,66,18,3,324,420,164,42,10,641,304,130,27,11,474,226,139,22,6,393,94,44,15,5,156,81,64,17,6,173,75,62,18,3,160,103,75,21,11,209,18,12,5,6,41,2043,955,241,84,3329
21304,337,282,117,50,783,468,264,107,75,913,1025,561,174,115,1868,587,395,110,60,1155,423,305,72,46,845,191,139,44,19,390,148,145,47,24,365,61,66,50,13,188,167,156,88,50,462,75,38,12,10,135,4347,2874,1001,558,8782
21305,455,306,121,81,967,608,302,134,78,1125,1256,687,214,142,2297,839,462,150,73,1526,612,345,98,56,1117,224,156,54,32,469,191,169,41,38,443,89,114,33,33,264,241,214,96,82,638,123,49,16,17,211,5742,3429,1185,789,11145
21401,326,195,82,15,622,484,218,70,36,801,1049,462,149,49,1714,642,331,79,26,1079,474,284,50,18,831,181,110,29,12,331,111,110,19,8,254,65,73,17,3,159,213,195,75,25,520,91,32,11,0,133,4301,2372,689,220,7587
21402,285,172,62,27,552,460,183,66,11,729,949,428,115,39,1530,580,301,62,20,963,379,218,58,11,667,178,85,23,12,303,120,103,24,10,255,101,87,14,13,217,247,231,93,19,588,81,32,8,0,118,3978,2152,621,183,6932
21501,130,54,35,15,230,179,85,30,17,325,306,135,46,17,505,144,78,27,13,267,92,51,12,3,158,41,16,8,0,64,15,13,0,0,35,16,5,5,0,27,71,56,19,4,154,41,12,3,0,51,1322,666,244,93,2324
21502,120,84,50,19,267,171,81,25,14,300,377,150,69,26,624,199,109,29,10,349,104,67,27,5,205,43,18,4,4,75,29,15,6,4,56,26,14,3,3,38,68,54,41,12,183,51,20,8,0,80,1464,782,321,139,2703
21503,52,56,23,9,139,116,53,16,15,205,198,70,28,19,310,84,29,18,5,135,46,15,11,0,76,27,12,0,0,41,14,0,9,0,28,11,3,5,0,18,46,22,13,11,87,29,11,5,0,40,787,359,150,74,1367
21601,86,48,36,8,175,135,35,24,10,209,204,98,33,9,348,103,59,17,8,185,65,31,15,0,116,23,15,10,0,42,17,13,3,3,39,10,12,0,0,23,57,39,28,10,134,28,8,3,3,40,925,475,200,71,1666
21602,67,47,16,8,134,113,36,13,5,167,169,80,36,15,297,76,41,12,7,137,52,31,7,3,93,20,10,6,0,29,14,6,0,0,18,9,4,0,0,12,39,26,18,4,86,23,4,0,0,30,719,360,133,49,1255
21603,140,98,55,20,304,240,92,44,31,404,371,192,58,36,662,213,100,38,19,381,117,79,25,9,225,43,35,9,3,83,31,15,3,0,56,15,6,6,3,37,85,77,39,16,219,50,22,5,0,82,1604,904,370,169,3052
21701,78,46,22,6,151,130,47,16,8,205,182,79,45,9,315,99,35,15,9,162,54,28,4,0,87,27,21,6,0,55,11,13,5,0,28,12,9,0,0,16,55,35,15,5,113,16,3,0,3,31,838,389,157,61,1446
21703,75,37,24,9,144,107,51,17,9,181,176,72,36,9,295,99,43,26,8,177,67,27,13,0,108,30,17,7,4,63,17,12,6,0,31,13,4,3,0,31,63,40,17,7,120,22,8,0,0,30,806,389,173,55,1428
21704,106,78,27,7,216,163,79,22,15,282,332,109,52,21,510,186,88,19,9,306,80,60,17,0,161,48,24,5,6,76,37,17,6,3,58,24,15,5,0,45,69,54,21,10,153,24,8,0,4,37,1282,651,215,90,2234
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,136,84,30,14,267,210,83,28,19,328,450,230,65,23,769,301,162,38,12,511,240,127,33,7,397,124,60,12,8,203,65,72,13,3,151,33,40,18,7,97,118,75,25,14,231,32,17,4,0,55,1980,1063,310,112,3468
30102,152,77,32,12,273,248,104,37,17,400,530,233,85,37,886,299,184,47,21,539,222,154,31,8,414,90,61,11,3,175,78,71,19,3,177,53,45,7,6,110,135,100,38,22,285,32,19,9,6,65,2154,1195,363,147,3860
30103,110,74,19,12,214,223,66,15,5,315,464,197,51,18,731,304,199,42,4,550,249,160,39,7,454,101,43,15,4,162,88,66,10,5,170,52,50,11,3,117,72,90,15,6,193,24,7,0,0,28,1944,1078,258,77,3361
30201,56,36,6,0,102,76,42,11,12,130,248,107,22,15,387,194,107,25,0,326,153,88,14,3,257,64,39,17,3,116,48,47,12,0,109,41,31,7,5,82,43,48,13,5,113,10,6,3,0,16,1019,589,145,45,1800
30202,116,61,20,5,201,195,67,14,11,288,420,158,40,11,625,291,125,29,12,458,204,127,28,8,366,110,55,13,4,180,84,75,13,6,172,65,42,12,0,125,105,73,28,14,215,19,14,0,0,29,1860,907,238,86,3086
30203,77,25,3,0,110,97,42,9,5,145,259,92,16,7,385,162,72,17,3,250,137,66,3,4,213,47,23,6,0,79,58,27,13,5,91,31,31,11,0,71,46,39,14,3,96,6,0,0,0,14,1060,475,89,37,1659
30204,120,68,31,12,229,207,72,32,20,333,437,183,52,23,694,288,128,25,17,455,177,87,17,10,294,77,45,15,0,137,78,50,5,4,136,35,39,10,0,70,94,74,30,10,207,25,9,4,3,38,1761,862,255,102,2984
30301,57,34,11,5,111,97,30,10,5,145,285,88,18,8,400,188,110,26,3,319,165,95,21,7,288,84,39,6,0,128,76,49,14,0,139,46,43,12,0,103,63,56,17,5,141,15,3,3,0,18,1233,607,160,43,2040
30302,88,38,6,0,130,164,53,6,7,226,309,118,18,0,448,239,112,23,0,376,207,126,23,0,359,91,22,8,0,126,64,52,10,0,132,77,49,8,0,140,76,82,24,7,182,19,5,3,0,22,1572,725,153,25,2485
30303,105,57,24,6,196,160,62,28,13,265,389,173,47,8,619,319,126,29,14,488,191,130,30,9,367,93,37,14,0,144,82,63,24,4,168,55,53,12,6,121,70,76,26,13,187,28,13,0,3,46,1832,933,271,90,3129
30304,53,19,12,0,93,86,19,11,10,126,208,68,28,3,303,128,73,17,4,228,116,58,14,3,190,36,22,7,4,66,41,37,6,0,82,21,29,11,6,65,45,35,15,0,93,11,0,0,0,13,901,429,118,33,1486
30305,108,72,22,16,218,168,82,25,19,298,364,158,50,24,603,237,113,49,26,422,181,81,33,17,314,89,46,9,5,145,43,51,18,3,120,28,21,10,0,67,56,67,37,19,179,25,6,6,5,39,1597,881,314,161,2942
30306,73,35,15,8,136,138,50,8,4,203,276,127,37,27,470,142,84,24,16,266,124,48,14,7,195,61,48,10,4,119,32,46,5,11,93,23,16,4,5,47,44,37,21,15,120,11,4,5,3,23,1136,586,175,123,2018
30401,38,17,10,3,64,57,18,9,6,84,151,76,25,8,257,116,70,17,9,209,100,76,12,4,193,45,17,3,3,69,32,29,5,0,66,27,23,7,0,53,39,31,12,4,78,0,5,0,0,5,678,390,103,33,1209
30402,24,22,14,0,61,51,31,16,0,101,127,70,21,3,219,118,84,33,0,234,98,105,18,5,226,56,26,14,0,96,38,50,11,0,97,67,54,18,10,143,39,42,19,4,110,8,4,0,0,14,723,541,173,31,1461
30403,63,23,8,0,101,60,36,6,0,107,186,97,21,0,299,156,80,10,4,243,145,83,13,0,237,46,14,6,0,64,35,38,8,0,79,55,50,18,0,125,50,53,20,3,123,3,3,0,0,7,1003,552,110,20,1691
30404,76,38,14,0,128,104,34,15,8,164,255,138,35,11,441,187,135,40,13,372,180,112,45,7,348,76,30,11,0,121,59,62,13,0,140,50,37,10,4,105,65,66,37,7,173,11,3,4,0,19,1228,728,243,53,2260
30501,81,32,9,0,127,92,33,6,3,127,248,103,14,5,372,219,77,14,0,311,232,89,4,4,328,62,23,0,0,80,85,40,9,0,140,132,66,12,0,216,71,49,12,0,129,6,4,0,0,19,1449,597,97,21,2163
30502,42,25,4,0,77,60,28,4,0,91,199,69,20,0,287,151,60,16,0,222,131,74,20,3,224,53,21,6,4,82,53,34,13,0,99,101,52,24,0,179,49,61,20,0,132,12,3,0,0,15,973,475,129,22,1599
30503,119,30,0,3,152,127,43,8,9,184,383,111,25,3,517,282,104,22,0,410,275,111,23,4,410,104,41,7,0,155,108,66,15,0,191,165,134,29,11,332,72,92,32,5,201,17,5,0,0,23,1899,830,181,34,2940
30504,45,19,6,0,69,57,35,7,0,99,162,65,11,0,238,152,74,10,3,242,156,83,15,9,255,54,23,8,0,84,70,46,4,3,125,103,103,19,0,232,43,59,17,5,128,7,4,0,0,12,978,560,110,24,1674
30601,97,67,18,17,192,123,95,33,12,262,324,175,49,21,574,277,137,35,12,448,170,76,26,6,279,42,20,9,7,65,52,41,3,0,95,33,25,7,0,68,89,100,34,4,230,15,7,4,0,25,1438,848,245,87,2613
30602,255,180,57,42,537,374,163,71,33,633,760,385,108,78,1327,413,219,70,30,735,260,152,49,19,483,98,50,22,3,178,62,37,17,11,129,42,31,12,3,91,180,117,51,43,394,62,31,15,9,110,3076,1675,587,343,5676
30603,85,46,33,27,192,137,42,23,19,217,191,89,31,33,341,71,32,11,9,129,52,30,8,6,98,21,5,0,0,32,14,10,0,4,33,8,6,4,0,13,58,40,17,24,149,23,12,3,6,49,862,417,176,151,1609
30604,28,12,7,4,48,33,16,7,3,62,58,22,7,5,96,24,11,0,4,40,17,6,4,0,27,9,4,0,0,6,5,0,0,0,5,0,3,0,0,3,13,16,3,7,39,9,6,0,0,12,247,101,43,26,417
30605,90,62,20,10,189,155,50,24,20,247,241,99,45,19,407,108,62,19,9,198,77,45,10,4,134,26,14,4,0,49,16,15,0,0,33,11,7,7,3,25,88,50,29,16,178,32,20,3,6,61,1065,533,208,128,1929
30701,77,69,35,26,202,115,47,30,23,207,199,77,34,23,340,80,35,17,9,144,58,35,16,5,117,29,13,4,0,51,14,9,6,0,32,12,6,3,0,25,70,36,26,15,140,26,4,4,6,37,875,444,215,120,1657
30702,101,53,32,21,212,112,59,29,31,230,225,114,49,23,404,116,61,24,10,211,70,22,11,9,114,25,16,8,3,48,15,10,7,0,34,4,10,0,0,16,57,25,20,6,107,29,12,0,4,51,968,464,226,129,1790
30703,106,61,25,9,195,176,62,35,11,286,215,84,37,31,363,115,49,19,13,193,48,23,17,3,96,22,14,3,0,39,19,11,6,0,33,3,9,0,0,17,64,39,16,15,129,33,9,4,0,42,1010,466,191,102,1776
30801,55,25,19,9,107,66,23,14,9,113,89,71,22,16,199,45,35,19,4,100,51,19,13,9,92,20,13,5,0,36,23,13,5,0,35,14,12,0,0,26,36,19,15,11,72,19,4,0,3,28,534,285,143,87,1048
30803,264,154,96,38,552,402,161,91,56,713,721,336,120,61,1239,408,188,84,38,715,280,164,51,18,519,141,75,20,8,236,103,60,18,5,187,47,33,14,10,96,184,117,83,33,420,59,31,12,8,110,3160,1621,702,344,5821
30804,14,13,3,4,33,23,10,10,0,42,44,22,11,3,85,33,8,8,4,51,16,15,5,0,42,15,0,4,0,14,11,0,0,0,13,8,6,0,0,11,14,12,4,3,35,9,3,0,0,17,222,124,51,25,421
30805,150,102,52,28,328,168,89,48,27,336,317,131,69,32,552,170,87,15,14,287,120,71,31,8,229,51,10,9,5,75,32,27,5,0,71,29,20,3,3,55,76,60,29,15,177,29,17,8,3,59,1493,801,329,169,2798
30901,137,63,11,3,213,212,74,20,3,308,430,165,32,3,639,254,81,22,4,363,169,67,20,3,260,85,27,9,0,117,59,30,11,0,94,66,34,4,4,116,93,59,12,3,172,15,3,0,0,21,1781,701,163,29,2677
30902,118,72,15,3,213,183,65,24,3,274,408,184,48,5,649,221,112,26,7,368,148,74,21,4,248,53,38,4,0,92,45,38,12,0,86,27,37,3,0,67,86,48,20,7,165,21,12,0,0,36,1572,774,198,38,2578
30903,184,89,27,5,302,288,88,30,11,416,612,175,42,22,850,312,142,24,3,486,189,91,23,4,312,89,33,9,3,138,54,28,11,0,95,55,28,3,0,78,109,81,24,7,214,35,8,4,0,45,2315,907,229,66,3513
30904,36,12,7,0,53,68,15,9,6,92,109,34,13,0,153,76,30,3,4,118,41,26,8,3,74,13,6,6,0,21,24,5,7,0,36,15,5,3,0,18,19,15,6,0,46,8,5,7,0,15,461,179,67,16,718
30905,61,49,12,0,124,86,37,7,0,133,192,110,30,10,347,97,73,19,9,197,77,59,15,3,151,44,26,5,0,67,24,29,11,5,63,21,11,9,0,39,47,54,13,5,120,14,9,0,0,23,796,523,148,42,1500
30906,152,100,34,5,287,236,116,21,12,388,457,267,62,25,809,282,164,51,8,503,194,116,35,5,346,79,38,9,7,135,49,49,12,5,113,27,29,10,3,69,102,101,38,20,260,40,5,8,0,63,1901,1136,325,110,3469
30907,294,230,104,31,653,404,264,126,53,850,885,541,181,73,1678,564,369,111,46,1091,403,243,78,28,752,165,115,27,14,320,112,100,32,19,258,71,49,25,4,149,152,143,69,38,409,58,39,10,3,113,3731,2470,900,336,7439
30908,109,63,15,3,192,186,72,24,4,288,435,211,37,12,690,274,139,29,10,452,158,111,21,4,290,86,28,4,0,121,51,43,7,0,107,23,28,5,0,56,80,62,27,0,174,18,12,0,0,31,1650,902,214,43,2814
30909,167,77,22,6,273,216,83,30,7,327,506,159,35,21,721,295,131,31,13,476,169,81,26,9,280,82,44,9,7,140,52,34,9,5,102,33,26,9,3,59,100,79,20,4,210,31,10,5,0,45,2029,867,213,86,3193
30910,75,39,4,0,121,115,32,10,0,155,266,70,24,8,361,122,60,8,0,198,86,47,14,0,140,41,7,0,0,50,45,10,0,0,54,35,26,4,0,68,48,34,7,0,89,14,5,0,0,20,1027,398,96,12,1534
31001,176,109,41,34,364,284,114,46,29,473,524,230,79,51,880,302,172,57,37,569,196,133,45,27,390,80,59,28,16,180,59,44,19,8,130,26,33,10,9,79,101,77,47,26,252,52,15,12,9,92,2276,1265,480,293,4318
31002,142,116,46,22,326,246,89,50,29,425,409,149,77,32,661,169,102,31,19,322,118,46,24,8,198,50,28,11,6,92,39,25,8,0,72,21,19,5,5,43,75,66,37,18,191,38,18,0,3,57,1602,819,374,167,2971
31003,335,218,118,54,720,412,208,115,80,813,878,431,152,88,1550,495,274,85,31,885,340,196,57,23,614,121,59,18,16,210,76,56,21,8,161,54,30,21,7,111,144,130,66,33,372,68,29,12,15,121,3586,2030,789,399,6813
31004,234,205,105,49,585,300,191,96,76,670,628,390,138,98,1261,399,268,84,59,810,301,179,44,25,560,113,67,28,15,226,76,60,28,23,188,44,40,18,13,112,111,93,41,45,290,35,24,9,15,79,2737,1838,711,501,5785
31101,35,33,9,3,79,55,33,14,9,113,96,43,24,14,176,41,21,5,7,79,26,17,4,0,49,18,9,3,0,27,4,3,0,3,10,6,0,0,0,6,24,15,8,0,55,9,3,3,0,15,422,229,96,43,793
31102,150,105,44,15,319,237,84,51,22,396,359,152,71,31,616,177,102,44,15,339,130,57,26,7,230,38,28,0,0,74,18,27,13,4,65,14,11,4,6,38,77,57,20,10,165,25,12,7,0,56,1525,817,348,134,2821
31103,217,166,97,44,526,330,164,76,51,620,639,343,154,86,1223,387,191,81,45,699,212,140,48,19,407,76,51,18,17,166,53,35,22,16,127,20,25,9,10,70,113,105,47,36,298,45,31,12,4,96,2584,1566,694,398,5238
31104,107,87,41,21,260,141,74,50,32,297,281,164,61,32,535,165,108,44,19,331,110,69,25,16,217,64,27,16,4,115,41,30,5,4,83,14,19,4,0,38,48,59,30,18,155,28,19,7,4,47,1289,798,348,176,2611
31105,137,101,37,13,294,231,106,49,32,414,449,200,79,43,768,264,145,40,15,461,174,109,34,17,340,64,48,19,9,130,43,37,10,4,96,36,24,9,3,67,82,60,21,20,177,23,3,3,0,36,1837,985,350,187,3369
31106,216,140,72,39,472,322,109,61,34,524,557,275,111,76,1019,333,168,55,36,596,191,107,39,17,358,103,54,11,10,175,57,51,10,3,124,24,23,7,13,67,97,94,42,44,273,57,18,4,17,94,2515,1331,518,365,4731
31201,42,24,13,8,93,51,24,11,16,106,99,62,13,10,182,74,36,12,14,136,61,26,13,10,109,14,7,0,4,28,28,18,7,0,57,20,16,0,0,46,36,27,15,5,81,10,0,0,0,17,553,300,129,69,1052
31202,203,133,52,34,417,297,132,59,31,522,550,282,123,42,998,336,231,51,21,642,262,151,38,6,451,104,34,14,3,161,96,57,19,6,168,62,58,26,6,146,175,132,59,26,393,53,21,7,0,84,2611,1495,563,224,4896
31203,48,26,12,3,89,64,36,10,5,117,115,55,17,4,190,61,34,13,4,110,33,16,5,0,57,3,6,4,0,15,11,4,3,0,23,13,8,0,0,20,26,14,8,3,49,6,0,0,0,16,458,235,85,26,806
31301,95,48,26,0,164,147,43,18,6,219,238,89,27,14,361,117,46,22,3,198,69,24,13,0,110,17,12,0,0,32,12,8,3,6,28,16,11,3,0,27,57,29,8,3,105,19,8,0,5,33,968,390,152,45,1553
