SA3_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
12503,15,448,20,15,0,7,499,11,1006,78,12,4,9,1114,28,805,102,95,23,12,1063,151,546,105,131,18,8,955,204,133,30,149,30,10,559,580,203,34,265,37,7,1121,2119,224,25,527,121,20,3033,3030,78,21,612,125,22,3885,730,7,0,147,25,5,925,140,6,0,22,4,0,172,18,0,0,9,0,0,34,15,12,0,4,0,0,33,4,0,0,0,0,0,5,31,3,0,12,0,3,52,130,247,25,165,26,35,626,7197,3707,432,2169,422,142,14069,20,208,22,10,0,0,264,4,172,34,13,4,0,226,34,1329,54,54,14,7,1491,90,711,144,112,22,11,1092,81,353,41,104,14,8,600,299,280,43,147,25,3,795,975,228,50,304,37,11,1609,4035,210,34,719,152,25,5181,2515,83,6,517,127,21,3270,796,13,3,141,34,10,995,271,5,0,37,10,7,326,54,10,0,20,5,0,85,16,0,4,7
12504,12,268,29,13,3,3,324,10,795,53,8,29,0,898,28,502,134,78,19,3,760,121,330,88,161,30,6,732,165,101,34,142,23,4,467,591,100,43,251,56,7,1053,3421,185,37,594,94,20,4348,5896,43,13,630,69,26,6683,1396,0,3,182,24,9,1620,270,5,0,45,6,0,322,61,0,0,14,5,0,77,22,7,0,4,0,0,44,11,0,0,4,0,0,15,43,3,0,13,0,0,64,207,159,56,133,35,47,627,12243,2503,497,2269,399,132,18039,5,131,13,6,3,0,150,9,132,40,6,4,3,193,33,920,49,46,25,3,1086,69,393,116,75,24,10,681,82,178,34,92,13,9,407,187,158,43,129,14,3,527,954,133,44,291,47,6,1474,7341,173,48,868,121,14,8563,5266,38,8,540,64,17,5940,1494,3,6,209,13,5,1725,285,4,0,59,9,0,360,90,0,0,25,0,0,120,40,5,0,12
12601,0,22,11,4,4,0,47,0,39,6,0,0,4,49,5,18,9,19,3,0,61,11,17,25,33,8,0,96,13,5,8,19,9,0,47,25,5,0,30,13,0,79,162,0,4,72,17,0,255,814,3,3,119,4,6,954,606,3,0,89,3,0,705,304,4,3,49,0,0,360,121,0,0,15,4,0,137,77,0,0,16,0,0,97,22,0,0,0,0,0,21,32,0,0,7,0,0,34,39,8,10,43,12,11,126,2231,132,88,522,69,23,3062,0,7,0,0,0,0,16,0,9,7,6,0,0,14,5,43,0,13,5,0,70,6,15,27,35,6,0,95,11,11,4,32,4,0,60,18,0,3,27,13,0,59,51,9,3,35,18,0,117,332,6,29,71,4,0,444,844,4,0,97,4,5,955,836,5,4,99,9,0,947,345,0,0,62,5,0,413,186,0,0,17,0,0,204,98,0,0,9
12602,17,236,21,14,4,0,294,11,622,38,11,6,3,691,40,353,122,70,8,5,596,58,225,61,107,36,6,482,88,49,19,90,61,3,314,416,64,46,174,32,0,731,1924,56,19,351,23,9,2382,3451,50,11,513,43,9,4076,1765,29,6,329,32,5,2169,857,3,7,162,4,12,1050,335,0,7,94,15,6,449,141,4,8,44,0,0,198,85,0,0,18,0,0,103,136,0,0,41,4,3,178,157,96,44,146,32,34,521,9478,1791,412,2160,304,91,14233,17,90,5,6,0,0,124,8,86,14,6,4,4,115,36,668,62,48,11,4,827,43,294,73,106,13,5,537,52,142,20,73,17,3,303,113,107,31,129,86,3,463,615,84,32,192,23,8,955,3498,53,30,483,40,3,4107,3438,29,13,531,33,5,4057,2102,23,3,324,18,9,2474,1224,7,5,176,10,5,1418,462,4,4,85,7,3,559,242,0,0,49
12701,4,231,11,3,6,0,258,0,453,5,0,7,4,473,9,437,43,28,22,3,543,21,284,16,74,7,0,406,47,99,12,69,16,0,243,145,100,13,106,23,0,386,463,163,21,223,51,6,926,1074,68,5,273,61,11,1489,502,6,0,85,14,3,610,106,3,0,14,4,0,129,17,3,0,4,0,0,28,12,9,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,5,0,5,26,62,129,3,71,17,24,308,2478,1980,134,964,234,54,5842,5,105,3,7,3,0,123,5,82,11,4,0,0,96,8,579,24,14,18,0,652,10,392,12,36,12,0,469,13,160,5,38,8,3,230,58,170,6,77,52,3,374,225,162,12,136,27,3,564,998,163,12,300,67,10,1552,1487,45,11,238,46,9,1839,899,3,0,84,16,0,1002,148,0,0,28,0,0,181,47,0,0,0,0,0,55,12,0,0,5
12702,22,307,14,12,3,6,357,10,770,22,7,0,3,817,83,843,82,122,35,7,1171,229,589,63,234,74,11,1205,396,211,39,237,60,10,953,1306,231,57,381,90,17,2090,2268,293,34,582,134,37,3347,2885,78,3,574,153,26,3725,548,10,4,92,25,6,685,100,4,0,19,13,3,135,29,4,0,5,0,0,35,8,11,0,3,0,0,14,3,0,0,0,0,0,10,32,0,0,18,6,0,57,158,219,22,181,57,27,667,8064,3585,351,2469,643,155,15267,14,142,4,15,6,3,181,3,138,5,5,0,0,155,33,988,30,63,21,13,1146,110,717,94,129,41,13,1102,128,419,42,150,34,6,782,435,362,66,222,55,9,1142,2299,296,69,493,112,26,3296,3767,362,37,806,244,37,5253,2601,101,20,386,129,17,3247,529,13,7,83,19,4,654,121,0,0,20,9,0,156,40,0,0,13,0,0,46,14,0,0,7
12703,7,277,20,4,11,0,327,5,589,18,3,3,7,627,23,465,60,37,30,5,623,102,315,44,66,119,7,646,220,115,15,96,240,3,695,970,106,24,179,144,7,1439,1792,157,18,276,75,13,2324,1963,36,0,300,52,13,2357,740,7,0,78,26,9,860,114,5,0,14,0,0,132,25,0,0,5,0,0,28,10,8,0,0,0,0,14,5,0,0,0,5,0,10,25,0,0,9,0,0,40,81,176,19,56,46,33,405,6079,2253,220,1112,749,98,10513,4,126,13,3,7,0,151,3,98,15,0,3,3,120,14,727,29,29,12,5,822,48,395,56,39,19,9,571,55,180,21,52,18,3,337,243,178,26,79,328,8,860,1746,147,23,184,123,15,2237,2673,152,21,341,69,15,3270,2144,30,7,236,40,3,2469,599,0,0,62,14,0,679,144,7,0,23,3,0,174,33,0,0,4,0,0,38,7,0,0,0
12801,4,121,7,9,0,0,146,0,348,19,9,0,0,378,12,157,80,37,5,0,299,52,98,38,81,61,4,332,100,38,22,87,93,0,348,351,37,17,144,38,4,590,1193,49,4,311,35,5,1600,2385,24,4,403,44,12,2878,1264,9,3,186,7,4,1472,628,4,0,103,3,4,748,274,3,0,46,0,0,326,108,0,0,27,4,0,136,52,0,0,14,0,0,69,89,0,0,29,10,0,131,95,67,14,72,34,16,300,6623,955,206,1559,350,59,9747,6,47,8,8,0,0,68,0,46,12,3,0,0,56,7,401,18,29,6,3,470,22,142,62,27,7,0,264,17,71,14,55,8,0,167,86,45,18,71,113,3,340,473,49,12,160,23,3,719,2000,38,3,335,19,3,2401,2006,15,3,255,13,12,2308,1110,11,6,140,8,0,1280,680,0,0,90,8,3,780,312,0,0,51,4,0,361,159,0,0,25
12802,6,85,13,8,0,0,117,0,241,26,5,3,0,272,7,148,43,38,3,0,238,19,119,24,50,17,0,232,31,47,18,52,18,0,161,97,46,10,82,20,0,265,556,53,5,210,23,8,851,1467,35,12,266,11,0,1787,740,3,0,135,12,0,898,342,6,0,49,0,0,400,130,0,0,16,0,0,154,55,0,0,5,3,0,59,15,0,0,5,0,0,19,17,0,0,5,0,0,29,40,43,22,55,16,3,176,3526,822,172,991,123,20,5650,4,32,8,3,0,0,47,0,40,7,3,0,0,50,4,271,35,8,5,3,326,8,115,22,13,7,5,174,20,72,13,38,0,0,143,42,49,9,44,23,0,172,107,50,13,96,28,0,297,1296,38,12,211,35,6,1599,1010,32,0,157,7,3,1209,699,16,4,106,3,0,823,398,3,0,69,0,5,470,178,0,0,15,0,0,193,55,0,0,3
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,18,133,32,25,16,4,218,30,448,29,45,7,5,563,557,443,85,301,43,9,1437,1198,356,76,429,42,16,2122,942,64,24,349,36,0,1412,1931,30,8,357,34,14,2364,1101,10,8,165,12,9,1303,349,7,3,60,6,5,423,36,7,0,18,3,0,65,14,0,0,6,8,0,31,0,0,0,3,0,0,7,9,3,0,0,0,0,11,0,0,0,0,0,0,0,20,0,0,10,9,0,33,104,111,21,91,33,23,385,6300,1601,283,1871,243,81,10381,11,71,12,18,12,0,120,16,68,19,25,3,4,136,272,670,63,162,15,22,1203,751,277,84,270,29,9,1420,719,137,47,311,16,4,1244,2578,141,34,491,34,14,3298,2483,28,8,293,24,12,2849,886,9,10,110,26,10,1045,126,0,4,37,7,0,179,17,0,0,10,6,5,37,17,0,0,4,3,0,30,8,0,0,6,0,0,6,3,0,0,5
20102,6,16,7,23,12,0,61,5,69,5,22,5,0,103,42,34,11,127,34,0,251,112,15,0,146,25,0,304,99,0,0,100,12,0,206,168,0,0,82,10,5,260,121,0,0,42,9,0,176,18,0,0,9,0,0,25,8,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,11,7,8,4,33,8,4,66,590,145,34,585,115,18,1486,0,3,0,9,5,0,22,0,4,10,14,4,0,35,18,61,13,63,4,3,162,43,16,3,93,10,0,164,58,14,0,102,4,0,184,159,3,0,98,12,0,272,213,5,4,98,13,0,330,104,0,0,33,0,0,134,10,0,0,8,4,0,22,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103,6,27,12,31,17,0,91,4,72,12,35,6,0,132,101,51,8,203,27,4,398,259,34,7,198,29,3,532,85,5,0,47,9,0,143,69,0,0,35,4,0,107,20,0,0,8,0,0,28,4,0,0,5,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,12,20,7,0,44,14,3,90,568,196,43,626,102,15,1555,8,12,16,25,11,0,67,0,10,0,13,11,0,38,37,98,10,110,12,10,261,164,34,8,143,17,6,377,141,18,0,100,10,4,273,241,10,0,96,4,0,344,79,0,0,38,3,0,120,13,0,0,10,0,0,32,6,0,0,5,0,0,6,0,0,0,6,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4
20201,10,140,10,33,6,0,204,13,440,46,43,19,3,565,314,393,40,276,76,3,1108,972,364,93,532,75,9,2055,733,24,41,404,22,5,1234,1594,31,10,423,42,10,2106,1071,9,0,240,33,0,1354,310,0,3,64,14,0,389,42,0,0,22,6,0,67,15,0,0,7,7,0,25,0,3,0,4,0,0,11,0,5,0,6,0,0,9,3,0,0,5,0,0,4,25,0,0,17,0,0,41,86,115,20,70,22,17,334,5186,1537,273,2139,319,52,9505,3,77,5,18,7,0,115,5,62,15,12,0,5,104,133,557,33,168,22,16,942,536,326,61,277,41,9,1250,529,154,74,308,30,8,1107,2086,81,67,506,49,14,2800,2539,22,14,457,37,13,3081,803,4,3,144,14,5,971,77,4,0,29,4,0,119,13,4,0,9,4,0,31,13,0,0,4,0,0,14,4,0,0,0,0,0,9,3,0,0,4
20202,5,33,9,39,20,3,105,0,111,15,20,10,0,152,55,63,4,159,33,0,323,199,47,25,213,29,3,522,167,21,0,139,8,3,329,342,7,6,122,9,4,483,268,0,0,97,9,0,374,107,0,0,27,5,0,139,26,0,0,5,0,0,41,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,17,17,22,3,59,19,7,132,1192,302,67,892,147,21,2619,0,18,4,21,7,0,45,5,13,12,14,4,0,38,22,123,9,81,19,0,257,64,38,20,140,7,4,270,85,21,21,95,9,0,232,238,23,5,154,15,8,436,535,9,0,174,15,5,734,331,0,0,74,9,0,418,59,0,0,17,6,0,83,14,0,0,9,0,0,22,0,0,0,4,0,0,7,3,0,0,0,0,0,4,0,0,0,0
20203,0,23,0,25,16,0,63,0,22,0,23,8,0,61,31,13,3,99,15,0,165,48,0,3,65,6,0,128,10,0,0,13,3,0,27,11,0,0,16,0,0,29,8,0,0,4,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,23,12,4,49,117,55,12,280,68,10,537,0,5,0,10,6,0,17,6,30,3,16,3,0,54,20,9,0,70,15,3,120,46,0,3,91,7,0,149,18,0,0,41,4,0,69,21,0,0,17,4,0,44,12,0,0,25,0,0,30,10,0,0,0,0,0,13,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
20301,0,5,0,11,8,0,26,0,10,0,5,4,0,13,3,3,0,53,12,0,76,20,6,0,57,9,0,94,24,0,0,69,0,0,97,65,0,0,39,3,0,107,62,0,0,24,0,0,91,25,0,0,7,0,0,35,6,0,0,4,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,25,10,0,42,212,29,4,286,47,6,586,0,0,0,10,3,0,16,0,4,0,0,0,0,3,6,7,0,21,6,0,47,3,3,6,37,0,0,61,16,0,0,49,0,0,67,55,7,0,54,3,0,114,109,0,0,57,7,0,174,91,0,0,26,3,4,126,12,0,0,4,0,0,18,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,18,265,44,48,18,4,397,29,760,56,32,28,7,912,482,701,215,426,117,24,1963,1329,441,160,745,143,21,2842,1047,199,55,605,51,11,1969,2526,139,17,759,76,25,3547,2639,27,27,627,79,26,3430,1184,4,8,252,43,11,1513,239,4,3,47,8,0,300,56,4,0,10,8,0,76,19,0,0,9,9,0,36,11,10,0,10,4,0,29,10,3,0,7,0,0,20,38,0,0,19,3,0,64,190,161,37,186,89,31,693,9816,2718,622,3781,683,162,17787,10,135,15,27,12,4,208,19,115,31,29,18,0,213,153,1064,115,233,57,24,1635,760,421,161,474,75,13,1912,759,217,120,389,58,9,1557,2482,241,75,744,77,24,3647,4728,145,42,929,88,16,5938,2949,27,30,468,58,14,3543,540,10,0,117,10,4,678,148,0,5,28,10,0,186,39,4,0,19,4,0,64,17,0,0,20,0,0,43,9,0,0,6
20303,3,8,18,16,7,0,60,5,43,4,13,3,0,78,41,21,5,121,15,0,209,190,19,22,172,22,0,419,231,3,9,172,24,3,441,689,15,0,228,29,3,968,880,0,0,253,18,4,1160,669,0,0,136,9,0,817,214,0,0,39,6,0,254,30,0,0,7,4,0,39,9,0,0,11,3,0,19,4,0,0,0,0,0,9,0,0,0,0,0,0,4,13,0,0,21,6,0,34,58,6,4,61,21,4,151,3029,116,70,1254,162,24,4660,8,0,0,10,7,0,31,6,9,11,11,5,0,33,20,44,8,63,8,0,149,66,14,9,107,11,0,201,100,3,15,101,13,4,233,437,0,13,178,12,8,637,1056,4,0,267,16,4,1346,1451,5,0,259,10,4,1735,438,0,5,97,5,0,549,100,0,0,17,0,0,121,21,0,0,11,0,0,30,6,0,0,0,0,0,8,5,0,0,0
20401,3,72,10,43,32,0,157,6,160,8,29,12,7,218,160,130,11,227,65,6,607,491,111,6,290,93,4,999,258,21,4,147,127,0,551,427,21,4,127,79,5,658,210,6,0,80,31,0,331,66,0,0,25,13,0,104,10,0,0,7,9,0,25,5,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,4,0,0,6,7,0,0,17,7,0,33,44,35,5,85,91,8,271,1689,557,43,1084,566,35,3975,7,22,13,21,18,0,81,6,22,7,18,15,0,67,44,190,11,141,43,8,434,222,104,6,215,35,12,597,252,43,3,158,26,7,503,552,16,0,222,160,3,949,691,4,0,163,84,3,945,199,6,0,47,10,3,266,17,4,0,9,8,0,36,3,0,0,8,7,0,18,0,0,0,4,0,0,8,3,0,0,0,4,0,5,0,0,0,3
20402,9,63,12,31,19,0,135,9,225,25,33,12,0,303,216,183,27,206,46,9,682,661,163,14,280,27,4,1152,357,41,0,149,15,3,568,392,14,0,120,12,3,546,183,9,0,48,3,6,251,31,4,0,14,3,0,46,4,0,0,7,4,0,11,0,3,0,0,4,0,8,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,13,0,4,24,43,46,15,63,16,15,196,1907,756,96,955,154,47,3916,3,37,0,18,17,5,73,6,36,11,13,0,6,67,84,315,23,134,26,0,582,477,131,23,219,25,13,886,319,60,8,173,15,4,569,620,55,5,179,21,3,886,468,10,0,106,3,0,588,155,0,0,33,0,0,193,9,0,0,4,0,0,21,5,0,0,0,0,0,8,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
20403,7,120,4,49,28,5,214,15,319,16,48,19,5,426,257,280,14,305,42,8,911,739,270,23,385,67,12,1495,526,37,3,225,142,8,933,912,24,4,222,80,0,1247,674,13,0,113,38,9,838,203,0,0,34,14,4,260,37,0,5,11,9,0,59,10,0,0,7,8,0,28,3,0,0,10,3,0,16,8,0,0,9,4,0,20,0,0,0,0,4,0,5,82,0,0,94,26,3,204,67,95,16,95,63,21,353,3533,1169,90,1615,537,66,7001,0,49,7,29,20,0,110,7,38,7,27,10,0,88,121,441,14,169,27,8,788,471,195,27,315,36,9,1052,462,147,4,256,31,6,904,942,54,6,300,204,12,1512,1244,17,3,212,87,8,1567,702,7,0,84,15,3,806,54,0,0,21,18,4,101,11,0,0,7,5,0,26,7,0,0,9,8,0,24,5,4,0,10,3,0,16,3,0,0,4
20501,3,38,4,25,12,0,77,5,102,12,22,11,3,158,99,107,19,167,52,4,442,267,53,4,201,44,8,582,249,18,0,145,8,0,421,529,15,3,121,10,0,677,376,0,0,75,3,0,453,58,0,0,9,0,0,68,0,0,0,7,0,0,5,0,4,0,3,0,0,8,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,13,43,33,0,52,10,13,160,1638,368,42,831,153,31,3066,5,18,0,17,0,0,37,0,14,0,13,8,3,35,29,126,15,74,21,9,278,128,53,12,138,43,4,382,169,19,0,152,17,0,362,621,28,0,187,12,4,856,834,5,0,157,3,7,1002,295,4,0,49,4,0,342,22,0,0,10,0,0,36,8,0,0,3,0,0,14,3,0,0,3,0,0,5,0,0,0,3,0,0,6,0,0,0,0
20502,7,47,37,47,30,3,170,9,152,19,60,23,0,271,130,146,28,205,69,4,583,466,121,33,249,78,8,948,293,47,4,160,21,6,529,434,22,3,134,6,0,604,253,9,0,52,10,0,322,71,4,0,13,7,3,100,8,0,0,3,3,0,18,0,0,0,0,6,0,4,0,0,0,0,0,0,7,0,0,0,3,5,0,10,0,0,0,0,0,0,4,4,0,0,12,4,0,26,23,26,11,59,33,13,158,1697,571,140,1002,296,32,3744,7,14,0,30,25,3,80,3,37,13,19,14,3,95,56,189,30,124,53,8,459,234,129,27,191,52,4,632,236,49,22,168,27,0,500,565,44,14,193,21,3,834,607,9,0,112,3,3,738,218,0,3,34,6,5,269,10,3,0,3,0,0,10,0,0,0,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
20503,3,43,12,41,18,0,123,10,157,23,46,9,0,256,99,60,22,238,39,7,465,443,77,16,311,45,5,898,443,19,9,201,33,5,704,680,9,3,201,18,3,923,485,4,0,114,19,6,623,359,0,0,41,8,0,406,133,0,0,14,8,5,166,35,0,0,3,4,0,42,20,0,0,7,5,0,36,5,0,0,4,0,0,13,0,0,0,7,0,0,5,12,0,0,15,6,3,31,79,20,11,117,79,16,323,2802,395,99,1361,302,56,5009,10,18,12,35,15,7,86,4,34,16,24,11,0,93,60,169,28,136,28,5,427,215,79,26,251,43,13,625,393,28,12,251,28,3,721,1068,22,17,299,27,12,1445,854,3,0,154,16,5,1031,276,5,8,48,6,3,346,15,3,0,16,0,0,38,5,0,0,3,3,0,14,6,0,0,0,0,0,3,5,0,0,4,0,0,7,0,0,0,5
