SA3_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
12404,734,248,107,3506,867,706,905,627,444,3544,29,18,18,10,12,89,2625,1709,1697,889,568,7493,0,0,0,0,0,0,21,0,6,0,0,26,168,56,13,6,0,246,330,200,112,37,17,696,21,26,18,19,0,87,12,0,0,0,0,16,558,281,153,60,20,1069,0,0,0,0,0,0,8,0,0,0,0,10,63,18,4,0,0,94,13,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,84,32,11,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,18,25,12,12,9,7,65,3305,2037,1878,960,597,8773,4,0,0,0,0,4,17,9,0,0,0,24,280,67,27,5,5,382,1583,853,645,213,76,3369,1211,868,1053,627,484,4239,27,6,9,4,4,57,3123,1800,1736,853
12405,1484,530,262,6336,1100,975,1316,860,690,4936,82,44,34,26,29,220,3878,2760,2877,1439,991,11946,0,0,0,0,0,5,12,0,0,0,0,14,77,31,9,5,0,124,347,245,183,84,41,905,17,23,27,16,28,112,15,3,4,4,0,27,471,304,225,114,66,1186,0,0,0,0,0,0,8,4,0,0,0,14,167,79,62,20,3,332,25,11,19,5,0,58,0,0,0,0,0,4,6,0,0,0,0,9,206,94,89,19,10,411,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,15,8,0,0,3,21,4575,3174,3192,1571,1072,13573,5,4,0,0,0,6,24,14,3,0,3,45,300,120,47,0,0,477,2439,1568,1396,437,214,6059,1354,1130,1322,855,727,5390,58,34,20,18,5,146,4189,2870,2795,1314
12501,986,547,477,3848,547,666,970,682,953,3817,66,26,32,28,56,205,2046,1828,2212,1367,1540,8997,0,0,0,0,3,4,29,4,0,0,0,34,143,100,89,29,13,373,373,421,474,205,143,1614,82,113,138,87,97,513,16,15,13,6,3,56,647,645,713,326,265,2594,17,9,3,0,0,30,699,150,37,9,3,897,2049,1558,1152,388,142,5288,346,336,396,242,219,1539,16,17,22,16,38,103,73,33,27,16,16,173,3194,2102,1647,673,417,8034,0,0,0,0,0,0,3,0,0,0,0,7,14,9,16,8,4,46,3,12,4,5,6,34,3,4,3,0,12,25,0,0,3,0,0,3,30,30,22,21,20,120,28,17,8,6,0,62,5954,4621,4593,2396,2240,19806,4,3,3,8,3,16,42,12,4,5,0,70,425,236,142,64,35,903,1087,903,877,431,383,3676,772,762,1007,714,1049,4295,48,28,26,25,44,173,2382,1948,2052,1244
12502,1207,381,139,4599,1405,1226,1739,1034,686,6091,56,27,23,14,13,135,3535,2593,3082,1462,848,11528,0,0,5,0,0,4,44,8,0,0,0,55,297,162,86,19,5,568,597,676,695,248,72,2290,163,231,276,151,85,905,18,8,0,0,0,27,1128,1086,1069,417,163,3858,4,0,0,0,0,4,93,13,10,0,0,125,490,303,216,35,7,1053,129,137,164,55,23,495,7,10,7,6,4,29,15,8,4,0,0,30,740,464,396,93,32,1728,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,14,4,0,3,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,15,4,11,0,0,35,12,13,15,6,3,45,5432,4165,4568,1979,1051,17192,9,0,0,0,0,8,23,3,4,0,0,35,337,133,74,19,0,571,1595,1013,1034,294,119,4049,1731,1572,2010,1161,702,7180,31,21,20,13,8,93,3723,2752,3139,1490
12503,2708,1545,1248,11652,1624,1619,2423,1818,2230,9709,153,74,67,71,117,479,6345,4853,5583,3600,3727,24104,8,0,4,0,0,13,82,10,4,4,0,97,493,218,152,44,16,921,621,619,614,339,199,2399,215,241,360,291,280,1381,28,26,19,17,19,104,1451,1113,1155,688,515,4920,11,3,5,3,0,24,209,51,12,0,0,275,1750,1236,787,304,105,4169,175,230,226,135,91,864,16,13,20,13,15,77,60,26,20,10,6,123,2217,1565,1071,468,216,5534,0,0,0,0,0,0,4,0,0,0,0,9,12,16,11,10,0,51,10,11,18,15,4,61,8,8,17,11,6,51,0,0,4,0,3,12,40,40,47,34,21,181,34,28,18,10,18,112,10080,7598,7865,4809,4500,34846,16,5,0,5,3,33,88,29,15,8,12,143,980,431,313,125,89,1935,3395,2415,2402,1382,1082,10675,2105,1996,2803,2052,2643,11601,102,74,84,67,87,419,6679,4944,5626,3638
12504,1896,615,271,7195,1610,1439,2097,1211,821,7180,82,47,36,26,25,217,4916,3452,4212,1916,1148,15648,3,3,0,0,0,5,75,14,4,3,0,100,561,405,277,50,22,1314,689,770,808,251,110,2633,89,164,248,99,84,687,38,14,10,5,11,76,1458,1372,1343,409,230,4815,64,14,10,5,0,92,605,275,55,10,0,949,4133,3829,2324,523,180,10992,535,582,548,225,128,2012,11,12,21,9,10,62,98,75,50,19,15,258,5444,4793,3003,783,337,14361,0,0,0,0,0,0,4,0,0,0,0,3,22,25,20,6,0,79,0,10,11,7,3,33,4,0,0,0,0,3,0,0,0,0,0,4,27,40,36,17,8,125,48,41,28,12,12,136,11890,9691,8626,3135,1737,35081,6,4,0,0,0,8,48,9,12,4,3,69,513,226,143,30,9,924,2600,1569,1697,527,181,6565,1968,1679,2555,1303,847,8356,46,30,32,14,9,134,5182,3515,4434,1883
12601,825,187,62,2949,1468,1162,1908,1037,529,6104,34,22,24,11,10,97,2853,1978,2804,1236,618,9493,0,0,0,0,0,0,11,0,0,0,0,14,111,42,17,6,0,178,203,164,184,41,12,606,49,64,78,31,17,246,0,4,9,0,0,7,380,275,286,75,33,1051,3,0,0,0,0,3,79,18,8,0,0,104,570,454,295,39,7,1365,99,119,148,44,7,423,6,0,0,4,0,11,8,12,4,0,0,18,772,605,448,87,19,1933,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,3,4,7,0,0,13,5,6,5,0,4,25,4016,2865,3555,1405,668,12509,0,0,0,0,0,0,17,7,3,4,0,32,194,48,34,11,6,305,1135,614,706,141,59,2657,1808,1348,2094,980,533,6763,22,8,14,9,3,54,3176,2031,2861,1146
12602,1975,531,172,7144,2195,1999,3325,1918,1071,10499,89,48,39,18,28,224,5685,4057,5535,2509,1279,19071,5,0,0,0,0,3,88,8,0,0,0,96,864,438,228,43,5,1583,957,795,730,184,59,2728,132,175,234,128,67,730,23,13,12,8,9,61,2068,1434,1217,361,136,5213,17,6,0,0,0,22,1425,242,35,6,3,1713,3227,1967,1012,176,41,6421,364,288,249,88,32,1013,9,12,19,14,10,69,48,26,13,3,0,91,5083,2545,1335,284,87,9337,0,0,0,0,0,0,3,0,0,0,0,6,16,4,3,0,0,26,0,9,9,4,0,21,3,6,0,0,0,7,0,0,0,0,0,0,25,17,8,6,4,61,52,27,32,11,8,137,12919,8077,8128,3176,1517,33813,4,0,0,0,0,6,46,8,0,3,9,64,616,219,137,24,8,1006,2667,1616,1723,416,132,6546,2997,2448,3648,1912,1012,12018,46,24,29,12,11,129,6371,4315,5544,2363
12701,1511,713,456,6183,2818,2956,4457,2911,2326,15466,130,94,76,61,64,424,5215,4647,6123,3709,2874,22569,0,0,0,0,0,0,8,0,0,0,0,7,61,12,20,5,0,95,267,282,264,114,41,967,58,72,94,68,56,347,8,8,4,0,0,29,402,379,383,185,101,1451,4,0,0,0,0,7,12,3,0,0,0,19,70,27,9,0,0,102,34,31,22,12,5,99,0,0,7,0,3,5,9,0,0,0,0,8,122,60,37,12,4,240,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,4,0,0,3,3,0,5,0,5,13,0,0,0,0,0,0,10,5,8,0,5,24,32,20,14,11,5,88,5780,5111,6567,3921,2991,24373,6,6,0,4,6,18,90,16,6,5,0,116,377,147,63,24,11,624,2405,1718,1658,698,474,6960,4879,5014,7073,4182,3061,24204,112,80,102,54,52,398,7868,6978,8902,4972
12702,3630,1941,1269,14681,2923,2975,4021,3096,3447,16471,212,134,120,90,135,691,8279,7027,8054,5248,4944,33555,0,0,3,6,8,20,59,7,0,5,0,71,456,257,180,56,19,973,838,950,968,522,338,3614,85,136,212,150,195,775,41,33,28,13,17,127,1485,1388,1398,739,572,5578,10,4,3,0,0,20,191,65,15,6,0,276,1374,1002,737,222,87,3419,135,160,212,118,62,697,8,9,13,10,18,57,56,30,13,11,0,117,1772,1272,997,365,178,4579,0,0,0,0,0,0,11,0,0,0,0,18,24,16,8,4,0,42,30,33,31,23,8,126,11,13,9,19,21,79,0,4,5,3,0,9,76,66,52,48,37,276,61,49,36,12,14,174,11668,9800,10544,6415,5743,44168,8,0,0,3,0,20,110,25,15,8,3,159,968,575,399,141,58,2139,4482,3421,3343,1822,1162,14225,3740,3275,4288,3238,3871,18412,130,93,96,54,88,460,9447,7385,8136,5264
12703,1903,793,452,7509,2177,2440,3672,2150,1652,12089,114,76,57,54,42,352,5139,4448,5712,3039,2180,20521,6,0,0,0,0,10,33,5,3,0,0,35,406,185,136,32,5,769,566,503,486,216,97,1866,57,62,104,76,53,354,16,18,14,4,0,60,1083,769,744,338,163,3092,7,0,5,0,0,17,132,33,16,0,0,180,1407,1034,685,188,57,3377,189,210,238,124,63,827,7,5,6,5,0,30,53,22,15,11,3,103,1795,1315,963,330,128,4532,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,8,7,5,20,6,5,0,9,0,17,0,0,0,0,0,0,10,9,9,8,4,47,22,9,9,3,5,55,8049,6559,7433,3725,2480,28252,8,6,0,0,4,16,46,7,8,0,4,61,303,148,90,34,18,589,2532,1849,1840,750,420,7393,2939,3000,4393,2565,2037,14931,74,46,57,31,32,245,5901,5070,6384,3381
12801,1877,506,120,6915,2603,1852,3367,2090,852,10770,95,34,43,11,6,195,6112,3614,5403,2643,993,18767,0,0,0,0,0,0,39,5,5,0,0,52,480,158,54,12,0,709,1322,714,574,105,26,2739,141,103,114,65,27,450,35,0,5,0,0,43,2017,982,755,186,55,3991,16,0,3,0,0,16,461,32,5,0,0,502,2725,1040,384,63,4,4213,695,325,213,70,14,1317,20,10,8,6,3,57,53,18,7,0,0,76,3966,1424,623,136,29,6172,3,0,0,0,0,3,12,0,0,0,0,14,31,13,8,0,0,54,9,8,3,0,0,21,3,3,3,0,0,12,4,0,0,0,0,4,56,26,15,7,0,101,33,15,6,7,4,64,12180,6060,6800,2972,1079,29095,7,0,0,0,0,7,33,7,0,0,0,46,467,134,80,21,9,700,2878,1378,1663,388,73,6373,3362,2253,3937,2203,884,12642,46,26,19,15,4,104,6786,3792,5700,2626
12802,2362,607,110,8281,3477,2798,4495,2521,979,14271,78,45,35,16,8,180,7261,4903,6998,3165,1108,23434,0,0,0,0,0,0,30,0,0,0,0,37,338,123,46,3,6,516,727,541,465,137,29,1889,118,110,155,84,22,492,18,4,4,0,0,31,1237,780,675,224,56,2968,0,3,0,0,0,3,86,12,0,0,0,100,1402,538,196,23,0,2158,189,155,87,32,11,474,5,4,11,6,3,29,29,0,0,6,0,34,1704,714,294,70,13,2797,5,0,0,0,0,5,6,0,0,0,0,5,13,8,0,4,0,23,3,0,8,5,0,18,4,5,0,3,0,14,0,0,0,0,0,0,34,14,12,7,3,69,22,14,15,5,7,56,10255,6427,7987,3465,1182,29318,3,4,4,0,0,13,40,7,3,0,0,49,314,115,65,20,5,516,3286,1680,2169,480,86,7701,4369,2972,4698,2557,987,15585,48,22,25,23,5,115,8055,4788,6958,3079
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,2299,613,191,12128,2629,1721,2521,1492,622,8984,157,51,42,24,14,281,10330,4766,4973,2149,835,23045,0,0,0,0,0,0,35,0,0,0,0,39,551,113,18,8,3,695,606,277,167,46,5,1106,96,97,145,66,34,435,30,4,0,3,0,33,1315,495,325,124,49,2306,0,0,0,0,0,0,23,11,0,0,0,33,147,30,12,0,0,189,58,23,12,0,4,97,4,0,5,0,0,7,6,0,0,0,0,6,241,66,27,0,4,338,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,21,7,7,0,0,36,3,5,11,0,0,16,4,0,0,0,0,5,43,10,19,0,3,75,41,16,17,7,0,79,11976,5354,5356,2279,882,25845,10,3,0,0,0,18,50,5,0,0,4,62,1216,251,79,20,3,1571,7298,2895,2147,569,169,13076,3988,2477,3512,1950,788,12716,90,51,22,17,11,194,12656,5691,5773,2555
20102,599,179,53,3468,866,436,555,388,195,2444,51,11,12,11,9,87,3554,1301,1249,590,264,6961,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,9,7,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,19,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,21,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,22,6,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,4,21,9,0,4,0,30,78,21,13,3,3,125,32,13,10,9,5,71,6,0,0,0,0,0,137,45,28,14,7,232,39,14,11,11,4,74,3773,1366,1293,621,276,7328,11,0,0,0,0,15,84,6,4,0,0,99,692,149,59,18,6,913,2346,727,627,200,52,3959,1143,571,690,439,223,3073,36,10,5,5,5,66,4315,1472,1387,664
20103,525,161,73,3478,699,341,421,283,173,1919,69,7,15,4,3,103,3454,1149,1013,457,252,6327,0,0,0,0,0,0,5,0,0,0,0,5,52,5,7,0,0,59,10,6,5,0,0,21,5,0,0,0,0,3,0,0,0,0,0,0,67,12,10,0,0,90,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,19,3,0,0,0,0,3,19,0,0,0,0,19,11,0,6,0,0,13,4,3,0,0,0,11,0,0,0,6,0,8,3,0,0,0,0,3,42,3,4,6,0,54,10,7,3,0,0,21,3587,1170,1028,470,256,6507,11,0,4,0,0,12,52,4,3,0,0,65,568,110,52,11,5,746,2170,640,511,150,65,3535,881,422,459,313,207,2278,58,16,17,9,0,97,3734,1193,1046,487
20201,2022,617,230,11825,2578,1739,2259,1378,600,8557,188,41,39,23,15,302,10316,4737,4432,2046,858,22397,0,0,0,0,0,0,40,0,0,0,0,41,421,81,36,4,0,542,230,118,51,7,3,412,19,9,15,5,3,53,15,4,0,0,0,21,731,216,101,19,9,1075,0,0,0,0,0,0,8,0,0,0,0,12,66,22,3,4,0,87,36,21,9,0,0,62,0,0,4,0,0,7,3,0,0,0,0,0,113,39,19,0,3,179,3,0,0,0,0,4,8,0,0,0,0,8,25,0,0,0,0,30,10,5,5,0,0,17,0,0,0,5,0,4,0,0,0,0,0,0,43,3,5,5,0,55,32,9,6,6,7,61,11235,5008,4569,2079,877,23758,5,0,4,0,0,14,51,6,3,3,0,64,1297,254,107,17,5,1681,6744,2832,2015,570,244,12408,3594,2201,2871,1585,756,11014,96,35,29,13,10,182,11791,5341,5033,2196
20202,1042,265,86,5801,1538,845,1141,671,251,4448,101,32,22,12,7,162,5962,2303,2332,968,355,11921,0,0,0,0,0,0,3,3,0,0,0,7,70,13,13,0,0,98,32,6,4,0,0,39,3,0,0,0,0,6,3,0,0,0,0,9,111,25,15,7,0,156,0,0,0,0,0,0,5,0,0,0,0,5,20,6,0,0,0,26,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,25,13,0,0,0,37,3,0,0,0,0,3,6,0,0,0,0,6,14,0,0,0,0,15,11,10,0,3,0,17,0,3,0,5,0,12,0,0,0,0,0,4,29,12,3,7,0,52,56,23,12,6,4,99,6186,2371,2365,986,360,12270,12,3,6,0,0,21,121,14,12,0,0,142,1073,205,100,13,11,1401,3587,1300,1075,234,89,6287,2151,1088,1443,770,326,5780,77,16,25,5,7,132,7022,2626,2649,1027
20203,204,86,24,1432,363,189,199,154,88,996,43,10,5,0,0,56,1528,509,441,255,119,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,3,0,0,7,4,0,0,5,0,11,0,0,0,0,0,0,20,4,3,0,0,29,21,0,0,0,0,23,1582,515,443,253,119,2917,5,5,0,0,0,5,36,3,0,0,0,35,238,49,22,6,3,320,886,273,224,84,37,1508,460,208,251,156,85,1152,28,14,10,6,0,57,1659,548,501,253
20301,484,129,29,2220,681,429,677,449,206,2438,37,5,5,3,5,66,2089,934,1198,591,245,5056,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,3,14,11,0,3,0,0,20,2119,943,1216,594,245,5111,0,0,0,0,0,6,29,0,3,0,0,36,194,59,28,10,0,298,1203,472,500,119,34,2320,966,617,925,571,253,3328,27,14,11,3,3,60,2421,1164,1467,708
20302,4748,1232,397,23720,4089,3044,4444,2589,1065,15223,305,110,67,56,31,565,18664,9447,9479,3931,1504,43025,0,0,0,0,0,9,157,15,6,0,0,175,1305,286,59,13,5,1670,744,325,186,37,18,1307,72,70,77,41,23,278,42,4,3,0,0,51,2315,702,339,91,46,3487,0,0,0,0,0,0,65,13,0,0,0,77,308,94,24,0,4,431,86,49,30,9,0,171,6,7,7,0,0,15,12,3,3,0,0,20,480,166,59,12,3,717,3,0,0,0,0,3,18,0,0,0,0,18,30,10,6,0,0,45,18,11,21,3,0,52,15,14,36,20,14,89,3,0,0,0,0,5,92,28,58,25,14,213,45,24,27,3,0,100,21604,10369,9957,4058,1565,47553,8,7,0,0,0,16,114,19,3,0,4,137,2575,558,204,40,12,3390,12847,5996,4697,1147,417,25105,5962,4321,5906,3128,1294,20613,195,77,56,43,16,382,21703,10988,10867,4354
