SA3_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
12404,4,4,36,8,4,4,3,4,23,28,36,17,15,7,17,165,4,0,0,4,0,14,18,21,9,3,0,0,81,13,8,6,13,9,35,42,43,19,16,15,24,248,21,8,14,20,19,74,96,112,50,46,29,44,528,145,38,43,82,95,348,464,936,684,584,365,245,4031
12405,4,8,72,11,0,3,9,9,33,63,90,49,29,13,24,319,3,0,3,3,9,24,21,32,13,13,3,7,127,13,4,3,16,29,59,61,71,33,35,14,28,378,28,10,13,23,42,132,160,210,106,79,32,64,904,190,82,69,106,205,619,919,1723,1038,725,285,446,6408
12501,9,3,61,11,10,0,3,3,33,19,67,52,38,28,17,274,18,6,0,5,12,8,23,29,26,22,12,23,179,29,12,8,5,17,42,54,102,58,43,22,40,436,67,26,17,11,31,89,102,208,138,118,71,82,942,424,86,74,118,186,535,725,1809,1381,1241,839,617,8037
12502,9,6,62,6,0,3,0,4,17,21,62,44,46,53,17,273,8,0,7,7,6,16,21,43,25,27,27,15,196,32,9,9,3,8,28,29,60,27,23,33,22,280,48,8,8,13,19,63,79,175,109,106,123,59,819,418,61,75,99,164,428,536,1318,1108,1570,1782,548,8112
12503,18,17,176,39,6,9,5,16,50,62,115,91,87,37,47,565,25,12,0,6,19,37,48,84,47,38,15,28,366,64,18,13,23,37,86,110,144,81,84,45,67,774,125,34,24,46,77,199,252,374,235,239,111,163,1874,628,145,142,248,370,1131,1524,2876,2136,2248,1270,1194,13908
12504,6,5,87,14,3,3,5,7,25,60,100,63,51,30,29,400,8,7,5,9,6,32,38,54,32,21,18,16,242,43,19,3,14,16,64,60,81,50,50,26,40,465,71,28,17,25,33,126,174,266,157,127,83,88,1190,556,146,115,161,249,867,1383,2990,2076,2134,1628,904,13214
12601,10,3,33,7,3,0,0,0,4,14,33,19,45,45,17,193,4,0,5,4,9,8,13,24,13,18,28,9,127,23,6,0,9,5,13,13,21,17,11,24,8,141,38,3,7,17,14,28,42,86,60,71,104,39,499,395,56,43,68,92,252,332,713,676,998,1810,408,5835
12602,22,5,89,25,5,4,4,14,34,36,90,48,77,122,26,479,27,4,3,6,10,23,23,47,37,48,43,25,292,49,6,4,13,13,42,45,70,34,51,56,41,425,103,14,11,25,39,107,108,219,129,188,240,100,1285,775,127,116,167,230,695,757,2040,1674,2355,4208,1001,14146
12701,18,18,234,28,8,9,8,10,59,85,174,158,140,43,62,763,14,3,12,10,15,37,49,76,51,45,15,36,351,39,12,10,26,31,82,87,164,100,75,39,63,727,91,28,25,39,66,200,244,478,335,280,122,169,2081,612,171,150,230,343,1107,1553,3948,4174,3673,1632,1236,18838
12702,21,23,304,46,10,11,21,30,106,120,171,109,89,50,88,853,48,11,11,19,28,93,69,116,57,64,24,68,608,76,34,32,42,48,177,167,253,118,129,46,108,1235,193,60,61,88,116,413,403,601,326,314,145,289,2999,967,260,224,381,525,1684,1870,3052,1980,2011,1122,1269,15348
12703,5,8,139,22,5,3,12,20,62,77,145,75,76,39,50,590,19,5,4,8,12,46,49,63,24,38,13,24,299,37,16,18,24,35,77,102,129,71,57,31,40,632,81,26,29,50,75,195,256,372,193,186,90,120,1664,566,156,149,248,353,1159,1540,3162,2426,2566,1251,1005,14587
12801,28,10,131,22,7,4,4,11,36,31,91,56,84,71,28,445,10,0,0,6,9,30,33,40,24,39,35,16,253,24,8,15,13,20,63,56,53,38,45,46,35,426,56,16,21,29,43,137,135,206,138,195,176,93,1251,512,138,113,166,238,705,850,1812,1696,2621,3787,874,13508
12802,17,3,146,16,7,7,4,10,46,48,128,77,84,60,24,505,10,5,0,4,0,36,45,55,40,30,24,19,274,22,10,14,11,27,55,64,76,48,50,27,27,435,48,23,24,27,38,153,175,294,192,180,123,73,1362,523,151,153,196,310,936,1127,2575,2410,3753,2766,769,15669
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,20,174,17,14,16,32,59,210,148,68,25,10,5,35,638,12,13,13,18,31,74,46,29,14,7,4,9,286,25,16,16,50,61,122,64,44,10,8,3,40,461,60,42,48,111,163,464,298,169,51,33,20,103,1558,446,277,229,530,788,2559,2818,2398,789,554,341,594,12315
20102,0,4,38,9,0,7,15,16,40,40,25,8,3,3,8,172,0,4,0,6,14,9,4,6,4,0,6,3,53,10,13,7,14,13,21,13,18,10,3,5,18,159,21,22,19,44,41,78,67,61,19,7,5,36,422,153,101,81,163,235,630,730,776,320,218,164,247,3817
20103,0,0,24,9,5,9,20,23,45,28,11,5,0,5,4,169,0,6,4,12,5,5,5,4,4,0,0,0,52,12,14,12,26,33,31,13,4,3,0,0,7,152,24,27,28,60,63,93,50,22,5,5,5,12,397,145,116,116,244,338,667,458,326,101,52,48,147,2765
20201,0,5,168,16,11,10,43,71,209,155,73,19,16,4,43,660,9,10,3,18,27,68,44,16,7,0,4,8,208,36,33,22,42,59,138,78,37,12,12,4,24,496,65,55,40,106,172,465,314,154,36,27,13,81,1525,424,230,208,500,759,2545,2615,1995,590,437,264,525,11092
20202,0,9,78,7,9,5,10,20,85,67,55,14,12,6,14,308,6,6,3,3,14,26,33,13,3,0,0,4,127,18,20,9,11,15,53,41,24,7,0,9,12,224,35,36,27,39,55,176,159,105,32,17,10,35,739,283,159,129,230,346,1060,1276,1324,601,459,294,351,6500
20203,0,0,6,0,3,0,10,11,12,3,0,0,0,0,3,52,0,0,0,4,0,7,3,0,0,0,0,0,18,5,0,0,6,3,8,5,0,0,0,0,4,37,5,6,6,16,21,33,15,0,0,0,0,5,116,68,56,61,119,138,247,199,115,41,38,34,77,1205
20301,0,0,37,7,0,6,6,10,24,29,24,12,5,8,9,136,0,0,3,3,7,6,10,10,4,0,0,3,44,9,4,3,9,7,16,16,7,5,6,0,8,93,20,7,11,19,22,54,58,53,19,16,9,24,305,128,63,59,100,141,430,631,858,434,264,172,195,3481
20302,6,10,258,22,20,18,55,63,207,260,198,59,48,17,57,1029,24,9,9,32,36,104,113,83,25,17,9,29,501,62,44,39,73,84,221,165,103,26,19,11,69,914,120,83,73,173,205,604,603,429,118,102,44,162,2703,884,403,350,706,1019,3458,4492,5781,2196,1541,960,1204,23005
20303,3,7,127,9,10,0,9,21,57,90,76,39,32,16,22,383,5,7,6,13,15,36,37,29,13,10,12,11,182,13,14,6,13,23,61,64,34,22,12,7,41,301,34,28,18,41,59,179,217,174,87,58,40,78,1003,399,191,126,240,355,1191,1639,2565,1390,1144,771,598,10613
20401,0,15,74,6,12,10,16,26,88,57,42,8,7,3,19,293,6,7,0,3,12,28,32,17,5,8,3,8,124,17,19,11,33,36,70,48,21,10,7,7,24,305,35,39,22,58,83,199,147,81,16,21,13,64,793,257,162,158,269,434,1218,1248,1223,447,340,237,384,6377
20402,0,0,63,4,6,8,23,46,72,65,26,5,3,5,15,283,8,3,3,18,7,28,16,12,0,3,0,9,105,10,16,14,26,35,45,30,19,3,0,0,20,222,25,22,23,69,94,167,123,57,19,13,8,40,669,212,129,133,298,456,1132,1042,765,223,206,158,293,5040
20403,0,4,96,12,6,6,28,56,137,120,52,10,11,6,18,449,6,8,4,12,11,46,31,16,7,0,5,11,151,10,7,5,20,35,65,49,27,5,8,6,22,271,29,22,16,63,120,271,217,104,25,22,14,59,970,327,180,155,357,606,1662,1868,1522,520,401,239,424,8254
20501,5,0,69,10,11,4,19,23,81,79,48,9,18,5,19,333,7,4,4,13,15,26,32,23,3,5,0,6,127,11,4,8,20,20,59,46,29,3,0,0,15,225,26,21,22,57,63,188,169,101,16,29,15,47,762,250,131,123,258,373,1188,1574,1557,560,396,273,409,7092
20502,0,0,44,5,12,7,22,32,83,40,24,8,5,0,7,245,0,3,9,8,9,31,11,14,0,0,4,5,79,14,3,11,14,23,46,18,8,5,3,4,3,159,26,26,25,42,73,175,76,45,13,9,11,17,538,214,140,141,268,391,1054,861,627,184,151,107,233,4368
20503,5,4,72,8,14,8,21,41,121,85,44,19,10,3,26,401,3,7,4,16,13,29,15,13,7,3,5,6,118,17,13,17,28,29,60,40,26,9,4,4,27,272,31,32,28,66,87,233,156,97,38,24,16,59,856,323,190,163,321,487,1399,1428,1301,494,355,247,428,7128
20504,0,4,98,17,15,18,69,78,152,76,29,18,5,9,19,503,8,5,8,34,26,39,27,14,3,0,3,15,190,21,34,21,67,48,102,39,18,8,0,3,24,395,53,60,47,173,169,314,160,73,29,12,15,64,1179,347,246,248,667,877,1974,1474,1087,382,257,167,499,8225
20505,0,0,40,4,8,11,21,34,70,43,22,6,9,5,22,244,4,6,4,6,12,20,8,7,0,0,0,4,82,4,5,9,18,15,38,19,9,0,0,0,13,138,19,24,22,57,67,146,81,43,3,9,3,45,508,209,116,146,307,435,1116,929,636,203,140,130,272,4632
20601,5,5,58,6,5,6,6,18,31,37,71,43,44,28,17,312,10,3,5,3,12,29,30,26,11,17,12,10,173,26,7,3,10,15,19,26,30,16,19,8,30,216,43,18,13,24,43,84,107,147,80,83,55,68,759,362,107,78,131,222,592,802,1596,1149,1469,1183,445,8148
20602,4,4,64,13,3,4,3,6,18,25,34,14,39,33,13,209,3,5,3,4,3,15,15,18,7,15,5,7,108,12,4,3,0,4,12,15,17,10,6,7,10,107,30,14,12,13,23,54,61,89,50,68,50,29,483,285,68,59,81,124,338,404,821,584,914,1136,269,5085
20603,14,5,66,13,0,5,0,7,16,20,53,22,25,29,12,190,3,0,0,4,11,19,23,14,10,17,19,12,136,9,8,0,7,9,12,16,27,12,11,15,8,151,33,13,8,11,26,52,58,103,44,60,79,38,537,309,71,68,95,144,489,520,961,682,1146,1423,416,6320
20604,4,5,40,13,0,6,3,11,27,38,56,47,41,40,16,296,19,0,0,5,9,16,15,45,18,29,24,7,169,15,7,6,6,0,10,29,33,17,19,20,10,174,54,8,9,12,19,59,86,142,82,85,86,38,683,306,55,62,87,135,556,853,1394,751,837,1028,355,6425
20605,17,4,49,15,5,0,3,7,33,36,59,40,48,66,9,327,14,6,0,9,7,12,12,33,27,24,33,16,193,16,4,9,4,17,23,21,28,17,16,10,19,180,48,17,16,11,28,68,70,129,90,91,130,45,748,321,81,61,87,142,471,612,1273,833,1094,2082,469,7531
20606,13,6,34,7,0,5,0,0,11,23,27,19,17,33,5,149,3,0,4,3,3,11,3,7,9,12,32,16,104,8,0,0,0,4,11,10,19,4,16,13,15,87,23,4,3,6,4,29,38,51,35,52,90,36,376,236,29,36,40,56,226,280,512,345,558,1315,286,3917
20607,10,5,46,9,4,0,6,8,22,25,36,24,35,43,9,214,6,5,0,0,7,11,10,21,5,12,13,10,111,16,5,4,6,11,11,15,14,10,12,15,8,130,32,8,3,20,25,51,50,81,48,68,79,30,501,281,62,42,86,126,439,480,974,731,1221,1664,344,6455
20701,113,15,249,26,0,3,4,12,37,34,62,46,83,222,38,572,50,4,6,7,15,23,29,77,39,56,145,43,503,43,9,6,6,8,33,26,39,33,29,64,29,326,130,20,17,22,36,117,106,202,131,199,547,137,1658,1105,175,135,172,233,796,826,1754,1241,2168,6189,1207,15995
20702,18,4,80,24,7,0,4,9,25,31,72,43,69,72,24,374,18,3,6,13,7,21,34,34,25,37,44,14,259,43,9,8,11,15,39,45,66,32,34,43,24,371,92,18,16,33,32,93,117,190,107,154,171,68,1087,629,129,107,167,218,667,775,1534,1109,1850,2064,698,9941
20703,15,6,101,17,5,0,7,19,28,46,66,40,55,78,22,376,31,3,3,7,16,35,30,54,40,46,34,21,316,29,10,7,16,16,42,35,54,27,44,29,25,332,80,24,13,39,50,114,125,184,121,165,155,69,1124,638,155,115,190,273,740,850,1548,1215,1918,2015,646,10305
20801,36,10,126,17,0,5,8,9,24,21,58,35,54,97,30,346,24,5,8,9,12,32,30,46,30,41,78,30,340,33,0,7,12,11,23,20,28,25,26,29,20,240,81,13,21,31,35,80,81,152,98,138,241,83,1049,614,120,123,137,200,577,593,1312,991,1861,3923,787,11248
20802,38,11,152,22,3,5,12,6,61,59,103,70,86,103,32,563,35,10,3,6,11,49,54,71,36,44,53,33,410,46,15,14,19,14,33,44,74,31,32,28,33,380,104,29,26,45,43,152,160,266,166,188,226,112,1507,845,194,164,267,322,1038,1173,2544,1789,2868,3781,1104,16088
20803,9,4,140,15,8,7,12,23,65,103,151,80,58,43,45,601,28,17,13,22,16,60,65,91,30,27,29,31,424,31,17,16,25,26,82,90,85,39,51,33,38,528,71,39,41,65,71,237,281,352,166,146,113,115,1699,607,200,151,318,414,1271,1652,3215,2416,2718,1852,907,15721
20804,18,3,42,8,4,0,0,0,6,10,23,10,20,50,6,136,15,0,0,0,0,4,9,12,7,6,32,11,104,13,3,0,5,4,6,12,7,10,10,11,4,75,36,8,0,4,3,23,32,52,26,42,111,30,365,242,48,29,39,58,174,203,495,320,600,1536,310,4056
20901,13,5,125,21,5,8,16,18,61,78,129,73,57,29,25,531,21,5,4,11,18,57,58,57,33,22,22,17,336,44,28,21,28,35,69,69,64,20,21,27,49,484,94,50,32,58,81,205,220,283,140,114,97,98,1471,672,223,181,281,411,1165,1485,2840,2255,2315,1791,871,14503
20902,4,5,86,11,9,5,4,18,51,54,76,39,22,20,17,324,14,3,7,12,14,35,40,33,14,18,12,11,209,25,13,12,15,13,59,62,45,35,13,9,30,334,57,23,24,39,50,155,182,169,91,59,45,72,956,355,120,107,190,280,844,1071,1841,1279,1203,760,566,8621
20903,4,8,89,13,0,4,13,12,32,58,69,44,41,16,18,320,10,8,0,12,13,37,45,57,22,22,11,22,260,34,12,9,20,15,41,48,52,21,15,8,26,311,55,29,13,40,47,122,162,208,100,85,43,78,976,456,156,124,208,293,848,1108,2001,1547,1667,1102,619,10124
20904,15,21,324,44,26,20,40,56,230,352,331,112,69,48,116,1449,29,22,15,30,36,139,148,155,36,28,12,44,693,82,35,38,82,118,254,288,252,78,52,36,140,1460,171,90,81,158,231,686,860,801,263,159,109,318,3928,1170,442,414,682,1014,3647,6089,10156,4148,2528,1499,2281,34074
21001,7,10,76,3,11,0,3,4,28,32,47,23,31,13,16,216,5,14,3,7,7,25,21,31,12,18,4,9,153,19,5,6,14,12,40,24,39,16,18,11,17,232,29,26,9,29,32,104,92,139,62,71,39,51,668,327,122,89,131,164,555,649,1226,947,1096,827,545,6680
21002,3,0,56,6,5,3,0,12,29,36,45,13,27,8,11,197,4,0,0,0,8,15,21,15,8,6,5,0,85,6,8,8,11,5,24,17,22,8,7,4,6,129,19,12,11,14,31,74,90,89,38,42,19,26,468,160,75,59,107,144,519,710,1225,672,619,431,275,4996
21003,8,6,77,10,4,3,3,14,45,65,85,33,23,12,15,323,11,9,4,11,10,27,30,39,15,14,3,15,180,22,13,10,7,26,66,56,49,22,17,6,30,324,48,26,18,24,56,146,153,189,76,60,29,64,901,326,119,95,183,238,772,1045,2076,1228,1036,535,523,8177
21004,0,4,62,11,4,0,10,19,57,86,72,24,15,15,19,325,8,0,4,7,13,40,36,19,6,5,4,5,131,11,10,13,21,22,52,61,44,17,6,8,19,284,32,18,25,31,53,148,198,153,47,25,24,48,800,231,95,75,159,246,849,1337,1901,724,425,273,402,6719
21005,16,30,344,31,17,10,33,51,175,238,271,87,52,36,85,1088,27,5,15,23,29,118,112,124,37,22,16,42,586,75,56,36,70,86,239,239,239,77,54,28,102,1284,149,73,68,130,177,594,677,704,218,147,96,257,3300,968,363,272,543,769,3019,5047,8178,2885,1747,1119,1944,26860
21101,14,11,195,27,17,13,15,39,92,113,137,75,47,35,41,650,28,17,9,23,37,88,99,115,35,42,26,30,554,58,24,25,44,62,131,151,134,75,44,27,63,834,118,60,52,77,151,342,411,424,199,153,95,147,2230,972,315,281,483,684,2173,2746,4893,3245,2687,1323,1210,21003
21102,6,0,36,9,0,3,0,5,8,4,15,14,7,18,6,84,4,0,0,3,3,0,4,10,14,8,15,6,71,8,0,0,6,3,15,7,14,4,5,9,9,83,17,0,4,11,14,31,28,40,30,19,48,23,272,194,51,40,74,86,252,249,526,385,553,762,267,3440
21103,12,3,146,21,12,8,10,39,80,102,128,64,47,24,21,562,22,12,5,16,31,74,62,68,28,18,10,23,366,45,32,21,24,36,88,88,83,44,22,10,41,533,93,52,42,64,106,260,281,303,153,104,52,94,1606,628,246,218,323,443,1422,1902,3455,2461,2045,1019,754,14901
21104,3,7,68,5,0,3,8,8,22,29,45,17,36,25,15,218,16,3,4,0,11,33,31,30,26,22,15,16,206,29,4,7,13,5,31,21,27,22,29,8,18,218,54,15,15,32,29,84,92,118,75,95,47,54,712,446,90,104,139,166,550,687,1303,1070,1390,930,425,7300
21105,4,6,239,44,22,15,33,47,156,212,212,98,59,32,68,989,23,20,12,41,30,109,106,103,36,17,10,35,537,80,32,41,58,59,212,150,130,51,32,13,87,954,160,76,74,144,152,518,513,501,204,127,61,199,2724,950,375,333,570,793,2629,3492,5972,3589,2419,1240,1410,23772
21201,4,13,184,29,9,13,20,41,119,173,166,61,34,18,53,720,8,12,13,20,32,90,73,73,19,14,10,20,386,27,18,25,21,43,162,118,113,41,24,20,49,658,63,47,50,60,119,414,415,388,138,71,52,133,1949,474,195,211,298,535,1992,3401,5433,2101,1304,787,1045,17774
21202,6,5,155,19,11,12,23,26,103,119,153,63,33,20,51,628,27,0,4,20,18,65,74,66,24,23,14,22,375,42,17,20,46,43,115,124,127,43,42,30,73,721,106,36,46,100,96,312,344,375,136,107,65,160,1877,814,276,274,481,578,1911,2825,4553,2268,1667,1023,1270,17920
21203,7,23,362,54,16,24,27,55,216,311,376,126,82,35,110,1434,22,17,9,20,20,111,127,141,46,23,19,33,590,72,31,34,45,69,226,273,228,82,52,35,104,1249,156,69,67,112,159,614,777,849,285,175,102,269,3640,991,378,345,568,850,3499,6245,12146,5125,2634,1412,2209,36416
21204,12,18,228,28,11,17,21,41,122,163,171,73,70,33,61,811,33,9,12,24,36,100,89,110,37,29,15,47,542,101,33,40,60,49,180,174,182,74,54,32,103,1066,180,55,73,110,140,440,467,516,204,163,87,229,2651,1046,289,273,479,658,2090,2597,4107,2257,1879,1033,1339,18052
21205,37,12,166,29,10,6,5,13,36,54,104,69,79,100,38,552,31,6,14,15,20,54,50,74,49,59,73,48,488,48,19,4,31,22,83,61,91,41,53,41,53,548,117,37,33,56,56,191,181,299,174,208,247,149,1750,1113,239,197,329,397,1141,1385,2757,2171,3222,3131,1247,17329
21301,4,19,339,62,21,26,47,59,201,220,254,84,41,36,85,1130,59,26,13,34,35,143,87,99,30,28,7,61,636,108,47,32,69,98,218,212,202,58,44,23,118,1236,248,98,75,166,212,632,592,636,202,126,68,288,3336,1077,366,359,586,732,2656,3123,4271,1627,1148,687,1373,18002
21302,9,0,110,10,10,5,5,18,43,63,80,40,32,31,21,355,11,4,5,3,19,37,18,27,21,15,20,16,201,42,13,10,21,29,57,51,33,32,15,9,25,335,64,28,29,32,61,159,147,163,106,80,68,66,998,424,130,101,205,277,834,1044,1870,1382,1493,1310,578,9657
21303,12,6,84,14,4,5,11,7,52,58,73,47,57,24,20,372,11,0,3,7,14,24,26,37,17,11,14,13,171,24,7,9,7,13,41,38,45,28,22,13,29,283,60,13,14,22,36,125,134,169,97,99,62,67,903,421,93,78,142,198,720,949,1780,1259,1477,1049,438,8600
21304,11,37,413,53,9,26,38,64,249,312,288,99,53,46,104,1333,26,18,12,26,33,92,128,111,31,24,14,51,569,58,32,34,69,79,211,191,161,67,44,14,99,1061,144,65,74,150,198,619,732,651,225,148,91,292,3382,990,373,339,583,931,3524,5741,8322,3091,2121,1176,2017,29216
21305,15,24,379,51,12,18,30,69,225,334,387,131,84,41,107,1494,21,6,9,27,39,116,123,129,40,39,19,40,618,67,36,27,64,59,209,215,224,78,45,27,83,1135,152,61,57,134,191,613,777,822,273,185,100,261,3631,1239,367,344,672,981,3926,7415,13243,4971,2881,1657,2637,40345
21401,13,8,217,27,19,10,36,38,153,193,191,70,49,27,59,871,19,9,13,25,38,75,78,66,28,18,7,30,404,55,29,33,53,90,173,152,136,48,31,24,63,896,112,60,56,127,168,456,466,446,161,102,69,163,2394,627,266,238,465,691,2207,3008,4757,2373,1603,812,1097,18156
21402,18,19,230,34,6,17,18,44,127,171,184,93,58,53,41,844,12,8,14,16,33,88,84,67,29,33,22,27,439,68,40,32,35,75,136,112,99,39,32,26,49,741,117,55,63,74,158,383,411,395,184,141,115,148,2256,859,338,273,458,687,1976,2688,4337,2507,2269,1895,1136,19422
21501,0,0,81,15,21,25,47,53,71,29,10,3,3,3,3,284,9,5,9,24,16,29,14,4,0,0,3,5,102,17,23,25,29,35,52,17,9,6,3,0,13,231,43,52,59,103,120,166,69,33,10,4,7,28,701,351,261,313,590,705,1294,719,475,173,128,89,261,5358
21502,0,3,88,4,9,16,24,42,106,44,30,4,5,0,20,301,4,3,5,14,10,42,14,7,0,0,3,8,113,12,10,14,30,39,67,28,21,3,4,0,17,248,29,23,38,74,106,243,94,62,10,9,5,50,748,218,146,162,392,578,1571,1070,742,223,159,109,339,5715
21503,0,0,44,9,13,8,26,27,46,19,13,0,3,0,11,172,5,5,6,10,4,9,0,0,0,0,0,0,43,16,12,9,23,17,28,14,4,0,0,0,6,133,33,30,19,64,50,98,39,24,4,4,0,20,390,210,131,159,358,387,746,433,315,84,68,64,199,3155
21601,0,6,49,7,8,8,23,22,71,47,9,0,5,3,11,217,4,0,0,3,16,15,8,8,3,0,0,0,60,7,4,9,22,23,33,30,12,3,0,0,18,155,18,13,19,51,66,129,90,35,13,7,5,37,481,189,106,108,259,376,913,793,603,152,125,110,252,3982
21602,0,0,33,5,8,10,17,27,59,33,14,3,3,3,11,188,3,0,0,12,8,14,11,0,0,0,0,0,50,12,7,8,9,15,31,11,8,3,0,3,7,124,23,19,25,46,51,114,58,28,8,3,7,23,399,166,86,97,181,284,717,542,402,117,85,99,168,2953
21603,0,0,106,9,11,10,44,53,125,57,43,9,12,6,25,404,6,5,0,12,18,41,19,11,4,3,0,11,131,18,21,7,27,28,81,28,16,4,9,0,16,266,33,38,23,101,115,278,131,79,20,22,11,53,908,279,156,167,362,610,1789,1397,1060,305,216,184,394,6919
21701,0,4,52,3,9,12,36,33,56,17,4,8,0,0,17,189,4,0,9,7,11,16,5,8,3,0,0,4,68,6,15,16,26,15,36,11,3,0,3,0,11,145,22,30,35,82,64,117,39,16,8,8,6,33,461,215,125,180,365,448,896,481,338,135,91,67,210,3551
21703,0,0,45,3,7,7,17,14,49,27,5,3,0,0,12,153,0,0,3,11,9,15,10,4,0,0,0,3,63,7,7,13,15,27,38,25,10,6,7,3,17,174,21,19,19,52,60,115,68,25,9,12,9,38,430,197,100,120,233,348,852,654,482,176,134,150,222,3669
21704,0,6,63,8,6,8,16,36,88,69,31,5,7,0,11,285,5,3,3,9,8,26,20,13,4,0,3,6,92,10,6,3,12,20,53,17,25,4,0,4,18,180,25,15,21,44,67,186,118,70,13,14,8,41,620,243,107,110,230,379,1172,1202,964,304,220,180,307,5423
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,0,7,112,11,6,3,13,15,67,107,119,37,22,14,27,440,9,5,3,4,11,29,50,58,9,6,9,7,219,22,7,11,18,26,76,77,75,22,23,9,27,394,46,25,21,38,58,190,244,284,80,63,37,74,1167,366,139,122,195,309,1029,1756,2983,1262,901,618,541,10235
30102,5,6,111,12,14,6,7,14,69,90,137,41,40,13,27,466,7,0,3,8,10,34,36,46,16,16,6,16,198,26,14,12,19,27,60,82,79,30,25,5,17,390,46,25,20,32,59,176,228,286,97,89,31,66,1167,405,202,158,243,351,1079,1567,3462,1766,1268,736,627,11870
30103,6,10,106,9,8,5,16,18,64,96,102,50,37,16,28,459,3,3,3,6,5,25,36,42,23,11,3,10,162,25,10,12,19,17,52,49,48,25,13,7,14,289,38,21,18,38,50,156,211,222,103,64,32,55,1011,339,128,94,163,242,813,1319,2638,1674,1292,625,485,9814
30201,7,3,47,11,3,3,8,16,32,52,51,19,21,8,11,226,6,0,0,0,5,16,24,18,20,6,3,6,105,6,11,6,7,8,21,35,26,15,7,3,6,161,25,12,10,24,33,84,118,105,51,38,14,30,544,218,78,54,121,169,509,822,1515,913,737,384,253,5766
