SA3_CODE_2021,C21_OTT_DS_F_a,C21_OTT_DS_OD,C21_OTT_DS_NS,C21_OTT_Tot,C21_TT_NS_DS_Sep_house,C21_TT_NS_DS_SemiDRTHT,C21_TT_NS_DS_F_a,C21_TT_NS_DS_OD,C21_TT_NS_DS_NS,C21_TT_NS_Tot,C21_Tot_DS_Sep_house,C21_Tot_DS_SemiDRTHT,C21_Tot_DS_F_a,C21_Tot_DS_OD,C21_Tot_DS_NS,C21_Tot_Tot
31608,4,0,3,151,472,5,20,10,3,503,8756,77,246,83,43,9201
31701,48,13,17,1056,1890,634,202,170,26,2918,50660,9051,2705,446,128,62994
31801,3,25,31,560,1294,213,43,224,32,1804,14966,1305,261,1007,337,17872
31802,88,23,17,1133,3065,889,590,137,61,4743,59607,8503,5589,1180,376,75255
31901,58,34,11,919,1584,276,232,235,108,2423,32245,2819,2522,1539,300,39434
31902,8,22,12,573,1778,52,85,129,9,2064,19356,425,695,620,149,21247
31903,18,14,35,401,1198,96,60,167,9,1528,19789,1029,451,714,205,22185
31904,71,19,14,657,976,299,91,90,28,1483,21950,3179,834,966,336,27265
31905,16,10,18,383,1055,118,66,90,16,1345,18214,820,534,557,189,20313
39797,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8,5
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,171,8,6,260,35,167,472,87,43,803,1020,3833,6921,161,151,12093
40102,28,5,8,696,1039,66,17,19,3,1137,28417,1100,265,135,63,29974
40103,182,0,10,615,161,94,86,4,0,342,12002,3993,1992,18,41,18049
40104,187,0,4,607,409,140,110,0,5,665,16079,3758,2076,3,38,21952
40105,259,0,7,768,194,183,189,9,8,577,8408,4863,3154,71,48,16546
40106,26,0,0,261,158,72,117,6,0,350,7932,2396,1776,42,28,12168
40107,250,0,4,560,136,96,153,0,0,390,9307,2814,3739,18,38,15917
40201,12,3,17,315,432,131,17,12,3,598,12708,1779,139,79,63,14771
40202,0,3,0,428,1501,657,58,20,8,2253,30978,5851,438,98,78,37447
40203,14,0,0,494,739,316,128,6,24,1210,21829,5618,1906,64,116,29532
40204,42,0,0,978,1620,432,208,86,16,2356,44650,6448,2228,254,112,53694
40205,161,0,3,1119,718,152,71,0,3,946,33335,3265,1071,17,46,37728
40301,229,13,10,652,145,179,127,13,0,468,8254,4737,2724,119,34,15862
40302,163,0,0,751,624,417,137,11,16,1201,27985,9011,2744,26,99,39860
40303,113,0,3,757,332,122,81,18,7,553,19695,2893,2422,86,65,25155
40304,131,12,4,1793,2002,499,116,101,10,2728,62897,6133,1336,508,111,70986
40401,220,5,6,993,830,580,306,93,8,1818,32176,11850,4989,181,115,49318
40402,45,9,0,413,541,378,166,14,15,1118,17298,5659,2252,120,76,25403
40403,153,4,6,746,396,246,201,21,18,885,17237,5645,4281,91,125,27369
40501,12,5,0,463,606,42,16,32,4,698,14098,615,115,175,50,15052
40502,0,0,0,385,549,30,3,58,4,652,9240,485,27,142,41,9935
40503,5,13,9,311,595,134,13,117,8,868,10653,1065,137,331,78,12262
40504,0,13,0,370,675,48,3,101,5,842,11292,577,54,388,55,12362
40601,28,34,29,672,985,520,98,226,31,1860,18296,4858,969,783,283,25188
40602,28,32,61,590,739,116,102,239,43,1238,8549,810,588,793,385,11129
40701,14,11,6,970,966,122,26,36,15,1166,22588,1441,354,286,131,24801
40702,26,12,7,942,1290,263,85,82,77,1800,23853,2279,1163,246,196,27743
40703,9,26,9,1134,1841,244,35,172,30,2321,27196,2421,309,750,194,30870
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,19,35,12,659,1058,152,11,189,26,1431,19992,1814,130,672,104,22716
50102,25,22,14,861,1613,363,89,255,20,2342,36694,3921,821,770,101,42309
50103,5,6,15,345,665,28,10,44,23,771,9413,339,69,152,87,10060
50201,25,14,0,1478,1464,356,87,138,10,2050,36786,5097,1105,548,59,43597
