SA3_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
11004,0,0,8,9,0,0,11,0,0,25,95,68,9,110,99,18,396,5199,952,189,1864,462,95,8766,11,16,8,15,28,0,80,15,19,9,21,12,0,83,65,81,44,125,26,6,352,355,198,118,181,53,14,919,380,96,45,246,39,13,803,978,171,65,299,35,21,1561,1927,128,46,489,35,8,2631,1745,26,16,289,54,6,2139,375,3,0,59,13,0,461,85,0,0,18,5,0,107,25,0,0,13,5,0,37,4,0,0,7,0,0,17,0,0,0,3,3,0,6,6,0,0,11,3,0,25,108,58,23,116,123,31,461,6087,800,380,1884,432,91,9676
11101,0,0,7,7,0,0,6,0,0,21,78,122,19,88,21,11,337,5793,2288,181,1905,168,50,10390,0,46,7,11,5,0,73,3,83,5,7,0,0,103,17,770,42,41,16,3,888,70,449,129,92,29,6,774,107,150,34,108,9,8,417,315,196,43,177,12,3,746,814,225,40,350,29,7,1463,2716,116,26,664,52,8,3585,1615,18,6,286,18,0,1953,634,4,0,93,8,0,734,251,0,0,36,3,0,295,72,0,0,13,3,0,92,27,0,0,4,0,0,31,26,0,0,10,9,0,47,133,124,27,96,39,32,445,6803,2186,365,1999,235,67,11646
11102,0,0,0,7,0,0,4,0,0,14,50,42,22,47,14,13,179,3381,896,233,1210,247,48,6023,3,13,3,11,4,0,41,0,27,3,3,0,0,43,7,275,33,47,32,5,392,37,188,86,72,37,9,421,68,67,19,82,49,4,293,178,76,30,121,47,5,453,564,101,31,284,39,4,1018,1720,63,14,378,26,3,2202,1221,5,8,170,12,4,1419,406,5,0,38,7,0,455,68,0,0,7,0,0,80,15,0,0,7,0,0,21,9,0,0,0,0,0,8,4,0,0,0,0,0,11,108,55,13,75,30,7,289,4409,875,239,1288,293,39,7142
11103,3,0,56,53,0,0,33,3,0,94,166,215,58,153,37,14,638,12925,3678,427,4166,490,113,21803,12,106,16,20,5,0,166,6,196,28,12,3,0,253,58,1408,91,145,24,11,1736,244,443,185,223,42,9,1144,263,176,78,236,28,4,781,628,240,110,341,82,6,1411,1904,197,96,677,94,6,2963,5492,159,72,1217,105,16,7064,4532,29,25,700,56,8,5350,1917,11,9,263,17,0,2208,689,0,0,89,10,0,788,292,0,0,54,5,0,358,125,5,0,26,9,0,165,173,0,0,54,10,3,247,215,182,38,225,76,56,794,16548,3155,752,4284,562,115,25420
11201,4,0,63,57,0,0,32,7,0,105,76,39,23,118,22,13,293,4544,754,210,2679,390,67,8646,10,13,4,17,16,0,51,6,13,3,9,8,0,37,13,261,35,50,39,9,404,31,119,115,90,62,5,422,38,44,30,134,52,0,298,135,54,39,215,80,6,533,441,42,30,397,95,7,1011,1026,34,25,605,71,6,1770,1048,12,17,473,34,6,1581,892,3,5,348,14,12,1271,604,0,3,203,11,0,827,279,0,3,146,15,0,444,174,0,0,65,4,0,241,250,0,0,139,31,0,420,98,51,17,162,53,21,387,5035,643,324,3045,577,76,9708
11202,0,0,3,5,0,0,6,0,0,9,43,44,24,87,32,12,244,3562,732,286,2118,296,64,7053,7,16,14,24,19,3,75,0,20,0,19,8,0,39,23,255,45,110,28,7,473,161,129,103,184,50,6,643,200,46,49,213,72,10,587,514,55,46,340,56,11,1022,1021,45,25,514,45,8,1664,1112,14,19,445,27,5,1624,330,4,3,124,9,4,474,110,0,0,43,0,0,154,31,5,0,12,0,0,49,10,0,0,9,0,0,20,7,0,0,0,0,0,5,5,0,0,7,0,0,10,62,46,17,84,51,18,279,3579,650,320,2139,365,71,7124
11203,0,0,23,17,0,0,11,9,0,33,79,58,15,123,40,27,341,5180,908,161,2513,516,93,9376,4,23,3,13,5,0,48,4,34,4,10,4,0,48,10,356,28,61,28,4,491,22,117,54,113,85,0,398,37,58,21,149,35,5,299,137,82,29,215,90,3,559,535,46,41,380,76,6,1084,1483,40,33,624,161,8,2340,1223,13,12,424,87,3,1761,788,7,0,177,25,7,999,403,0,3,84,12,3,508,182,0,0,36,4,0,226,97,0,0,13,9,0,115,112,0,0,39,12,0,171,98,48,24,130,71,23,387,5129,824,251,2470,698,67,9433
11301,0,0,0,5,0,0,4,0,0,15,46,27,3,66,69,9,226,2462,493,95,1251,437,61,4804,0,19,11,21,33,0,83,8,16,4,21,16,0,68,80,124,16,127,57,13,417,221,135,46,216,67,11,690,284,68,17,181,48,0,606,520,60,16,256,65,4,915,755,14,10,246,59,3,1090,653,9,0,158,36,0,865,100,0,0,36,13,0,153,18,0,0,9,10,0,39,4,0,0,0,9,0,12,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,24,9,96,111,22,319,2713,475,130,1368,533,61,5275
11302,0,0,4,0,0,0,6,0,0,8,8,6,4,23,11,7,57,592,165,32,377,99,18,1280,5,3,0,13,10,0,28,4,3,0,4,0,0,16,24,54,17,39,20,0,151,84,42,13,81,19,0,238,76,16,0,72,14,0,174,192,39,0,55,3,0,291,167,3,0,59,16,0,243,121,0,0,23,11,0,147,11,0,0,3,0,0,18,0,0,0,0,5,0,3,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,22,13,3,35,48,11,124,709,181,32,390,139,15,1464
11303,0,0,0,7,0,0,13,0,0,19,75,64,14,86,65,13,323,5561,1324,180,2026,561,89,9744,15,34,5,34,25,0,114,9,92,25,24,9,0,160,101,391,48,158,46,13,759,541,275,76,265,51,5,1214,521,110,38,272,34,5,979,1024,135,20,350,199,8,1739,2011,50,19,442,95,0,2620,1627,12,9,280,44,3,1983,514,5,4,64,11,0,593,77,0,0,20,9,0,112,15,0,3,3,0,0,23,4,0,0,0,0,0,9,5,0,0,3,0,0,7,10,0,0,14,8,0,28,104,68,11,138,127,26,474,6589,1187,251,2069,660,71,10819
11401,0,0,3,7,0,0,15,9,0,30,83,72,18,97,43,14,331,5114,1276,288,1994,606,89,9369,7,4,10,24,17,0,57,4,20,11,5,7,0,45,22,68,85,76,50,5,300,70,213,231,113,68,6,694,136,87,69,183,38,0,519,354,146,134,239,221,9,1099,1277,124,135,455,106,6,2104,2520,55,57,564,77,10,3277,1220,10,18,235,21,0,1504,253,0,0,43,13,0,306,67,0,0,26,4,0,96,28,0,0,11,0,0,32,9,0,0,4,4,0,17,21,0,0,25,8,0,53,92,67,36,164,84,25,471,6058,798,784,2153,720,74,10591
11402,0,0,9,26,0,0,5,0,0,40,37,35,5,44,23,5,144,2026,369,112,719,106,17,3360,0,4,0,5,0,0,15,3,5,8,0,3,0,14,10,9,12,30,14,0,72,24,63,92,35,15,0,234,25,18,34,41,14,3,136,61,37,37,67,13,0,217,210,28,28,116,10,4,404,631,38,36,160,15,0,872,659,5,12,120,11,0,813,448,0,0,62,8,0,520,195,0,0,30,8,0,229,75,0,0,17,6,0,98,36,0,0,14,3,0,53,69,0,0,18,0,0,88,54,16,17,71,33,5,194,2500,226,268,784,154,21,3961
11501,0,0,288,208,0,0,33,0,0,242,80,7,68,62,9,10,238,5807,124,272,1006,149,30,7389,4,0,3,3,0,0,20,0,5,4,3,0,0,16,7,39,27,18,9,3,102,12,25,27,26,13,5,97,17,12,16,30,3,4,90,30,16,46,51,25,7,182,74,5,20,76,19,0,190,630,15,24,179,29,0,879,1812,9,7,213,17,5,2061,2281,4,3,182,13,0,2482,1425,0,0,139,7,0,1571,773,0,5,68,6,0,840,416,0,0,46,4,0,463,332,6,0,43,5,0,384,117,13,15,99,19,17,273,7929,140,191,1180,158,46,9648
11502,0,0,35,43,0,0,11,4,0,55,13,0,10,33,12,0,69,540,9,36,320,66,13,970,0,0,0,0,4,0,4,0,0,0,4,5,0,5,0,0,5,10,9,0,20,0,0,0,9,9,0,19,4,0,3,14,9,0,29,8,0,3,25,10,0,46,26,0,0,43,4,0,79,81,0,0,70,12,0,164,108,0,0,53,10,0,168,129,0,0,48,0,0,180,115,0,0,24,0,0,136,56,0,0,10,0,0,66,38,0,0,7,0,0,45,56,0,0,15,0,0,69,14,3,0,37,14,6,71,646,7,19,354,81,8,1111
11503,0,0,3,6,0,0,0,0,0,11,0,0,0,16,8,0,34,485,4,3,255,75,4,827,0,0,0,0,3,0,4,0,0,4,0,0,0,6,0,0,0,11,3,0,13,0,0,0,17,0,0,20,7,0,0,19,11,0,38,23,0,0,38,6,0,69,43,0,0,38,9,0,90,163,0,0,58,5,0,227,142,0,0,37,8,0,188,81,0,0,23,0,0,107,49,0,0,5,0,0,55,30,0,0,3,0,0,38,15,0,0,0,0,0,14,11,0,0,10,0,0,19,15,0,0,30,21,0,67,590,0,7,283,60,3,954
11504,0,0,41,28,0,0,0,0,0,27,26,3,0,17,7,5,56,1204,12,12,263,106,12,1598,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,3,4,0,10,0,0,3,7,6,0,17,4,0,5,8,4,0,22,22,4,5,18,33,0,85,62,9,9,30,29,0,139,263,5,6,68,14,0,352,539,0,0,68,9,0,614,1024,0,0,75,6,0,1101,748,0,0,50,5,0,802,222,0,0,17,0,0,235,89,0,0,4,3,0,97,57,0,0,9,5,0,64,56,0,0,41,19,9,118,3085,23,26,401,128,11,3678
11601,0,0,9,17,0,0,4,0,0,22,146,202,23,111,20,18,520,8312,3305,214,1908,228,85,14051,17,108,7,19,0,4,148,3,196,8,9,3,0,224,23,1081,44,46,14,8,1214,51,463,63,103,10,6,708,77,225,29,80,6,7,424,201,235,53,107,11,0,600,1001,224,47,273,25,3,1571,5502,307,58,835,140,28,6864,2950,89,16,372,70,9,3505,868,9,11,100,18,3,1003,201,3,0,28,3,0,229,37,0,0,7,0,0,44,14,0,0,0,0,0,15,16,0,0,6,4,0,23,209,165,22,132,31,43,606,11172,3101,361,2100,331,117,17186
11602,0,0,16,11,0,0,10,0,0,20,73,7,9,44,14,7,158,4690,285,69,798,198,41,6078,9,9,0,7,6,0,22,0,8,6,0,0,0,17,10,40,8,13,5,0,77,18,45,8,18,24,0,113,24,16,8,26,4,0,88,46,34,11,39,70,5,206,166,25,14,101,39,0,343,1652,42,17,182,29,5,1918,2752,9,7,259,27,9,3058,3457,3,0,187,12,3,3667,1248,4,0,83,6,0,1345,186,0,0,19,0,0,214,42,0,0,4,0,0,52,43,0,0,10,0,0,51,151,25,9,70,15,14,284,9812,249,84,1014,246,32,11442
11603,0,0,5,5,0,0,6,0,0,13,95,244,30,70,21,16,466,6480,4105,183,1357,184,86,12401,11,72,5,11,0,0,97,3,172,10,0,0,0,191,8,940,34,32,3,6,1034,28,775,100,38,8,6,949,59,331,32,58,7,4,490,258,377,46,89,21,3,792,1739,480,44,240,43,13,2559,3490,406,54,575,95,16,4642,1668,33,9,219,44,3,1982,364,7,0,57,8,0,436,48,0,0,11,0,0,63,15,5,0,3,3,0,22,0,0,0,5,0,0,7,15,0,0,0,4,0,21,153,221,23,85,35,34,556,7865,3817,355,1430,282,84,13838
11701,5,0,157,121,0,0,27,3,0,153,98,98,4,61,5,15,276,4721,1372,80,766,140,38,7114,10,35,0,0,0,0,55,0,68,6,0,0,0,84,6,568,18,11,5,5,620,10,173,43,23,6,0,259,17,94,12,29,4,4,162,35,73,19,60,45,0,231,305,42,17,69,24,6,467,1194,40,6,126,42,10,1415,1747,26,10,155,49,5,1990,2007,16,7,149,39,5,2223,1566,13,9,105,34,6,1722,738,4,3,50,28,0,832,297,0,0,27,11,0,339,258,3,0,38,12,0,311,157,70,5,81,31,19,361,8353,1240,160,926,334,48,11071
11702,0,0,322,277,0,0,67,8,0,351,83,30,20,56,17,15,219,6711,637,176,1388,99,37,9051,6,13,8,3,0,0,23,0,29,10,5,0,0,45,20,190,44,13,0,0,274,39,85,74,37,6,3,244,60,25,23,39,6,0,161,210,44,34,70,24,0,379,585,26,28,140,14,0,798,1712,41,41,234,18,4,2042,1570,11,6,224,12,0,1821,1104,11,0,159,7,0,1280,976,0,9,119,12,0,1108,626,0,0,77,9,0,709,346,0,0,59,3,0,409,491,0,0,79,10,0,585,98,43,18,91,21,16,285,7836,518,297,1346,130,31,10169
11703,32,12,2771,3661,5,6,908,78,14,4670,689,321,67,468,119,79,1743,38010,6621,1282,8010,995,276,55197,38,224,26,15,4,0,310,8,599,46,8,4,4,668,60,2705,171,83,21,14,3054,143,744,319,151,35,3,1397,152,298,117,188,36,5,794,582,298,137,329,94,7,1446,2128,199,163,580,113,4,3184,5765,203,245,867,124,14,7224,9943,91,100,1115,136,11,11392,10520,31,47,950,118,10,11678,8262,36,10,798,98,10,9213,4654,16,8,509,48,4,5244,2430,7,5,311,29,0,2779,4188,3,0,664,35,0,4903,738,343,57,452,121,121,1832,49616,5806,1445,7017,1026,218,65136
11801,10,9,1348,2765,0,3,723,25,7,3519,317,23,25,190,41,27,619,15834,468,145,3933,220,94,20696,12,12,4,13,5,0,53,3,26,3,5,0,0,39,16,222,16,27,7,0,293,39,52,31,34,7,0,162,29,20,24,49,7,0,129,107,13,11,93,7,0,233,530,5,19,181,25,3,759,1509,9,22,265,34,10,1846,2344,7,22,416,38,4,2832,3121,0,4,488,31,7,3644,2961,6,9,423,20,4,3418,2076,0,0,382,12,5,2476,1423,0,0,243,6,0,1680,3888,0,0,766,31,0,4685,311,27,7,222,46,52,672,18368,408,172,3603,277,88,22921
11802,19,0,893,1222,5,0,315,22,0,1561,273,188,24,176,33,24,723,16166,3095,359,3362,454,99,23541,12,98,4,11,6,0,128,9,184,21,9,4,0,226,21,1314,82,38,7,0,1474,48,377,134,79,10,0,652,58,187,53,68,9,0,372,146,159,47,107,29,8,488,456,115,52,164,68,0,863,1894,95,34,271,109,7,2403,3929,39,19,481,29,4,4496,4116,32,5,427,31,9,4605,2560,7,0,299,13,4,2890,1442,3,0,206,7,0,1668,850,0,0,129,4,0,984,1820,3,0,269,11,0,2107,285,187,24,186,30,42,758,17650,2803,464,2745,363,81,24107
11901,0,0,40,33,0,0,6,0,0,45,163,281,36,174,40,31,725,8418,4828,453,2407,480,118,16707,14,113,12,13,4,0,158,0,292,25,6,0,7,327,24,1543,112,38,12,11,1746,49,748,156,81,15,3,1058,69,372,64,103,22,0,634,161,400,104,116,30,0,819,493,252,110,229,61,8,1154,3190,204,122,624,135,15,4293,3267,157,35,643,165,10,4275,1837,40,21,270,81,3,2251,1164,5,7,145,27,0,1355,480,0,0,72,7,0,562,110,0,0,14,0,0,131,51,0,3,31,7,0,88,228,257,32,261,73,72,922,11147,4385,819,2649,639,138,19771
11902,0,0,80,53,0,0,11,0,0,71,189,106,27,157,44,27,549,11968,1660,247,2095,404,112,16474,15,36,4,9,3,0,73,4,92,10,11,0,6,125,51,522,59,59,20,3,716,75,258,124,90,24,5,578,107,125,44,95,16,4,390,530,156,67,113,27,0,895,2697,90,48,271,73,3,3183,4507,82,52,566,130,16,5355,2767,29,28,416,87,11,3336,1478,24,8,216,54,3,1775,744,0,6,119,20,4,893,252,6,4,48,13,0,325,135,0,0,17,4,0,156,96,0,0,15,0,0,117,265,108,31,196,75,52,731,13734,1531,488,2247,541,95,18642
11903,0,0,71,90,3,0,22,0,0,113,147,141,19,168,25,23,522,8845,2339,255,1872,245,59,13616,14,55,9,9,5,0,92,3,126,13,3,4,0,150,30,909,88,40,10,0,1092,49,378,141,108,17,5,695,47,158,54,85,16,0,366,124,151,81,96,56,0,510,704,125,54,188,46,6,1124,3149,95,57,420,57,14,3788,3322,45,24,381,56,12,3841,1831,21,6,200,24,0,2078,691,5,3,70,0,4,773,310,0,0,55,0,0,366,125,0,0,20,3,0,146,181,0,0,30,3,0,217,219,118,15,166,44,33,608,10793,2188,553,1877,339,82,15833
11904,0,0,118,128,0,0,39,5,0,174,216,59,34,187,38,26,556,13397,913,218,2335,284,81,17227,9,19,13,5,3,0,53,0,34,11,12,6,0,58,27,337,47,49,16,3,485,62,110,73,81,15,0,347,67,38,34,80,7,0,233,207,64,30,119,24,0,447,870,32,29,234,29,3,1200,4148,26,35,482,69,7,4773,5303,22,21,536,79,3,5966,3272,9,11,351,42,4,3683,1365,6,3,177,19,0,1572,484,4,0,70,7,0,565,212,0,0,31,0,0,241,227,0,0,31,3,0,265,282,37,24,190,44,53,624,16544,736,326,2453,378,79,20506
12001,0,0,365,414,0,0,55,3,0,477,154,39,16,89,26,18,346,8618,746,149,1417,235,55,11221,5,19,5,3,3,0,36,0,37,0,5,8,0,44,15,293,29,18,44,3,400,18,98,65,25,6,0,209,18,47,13,32,6,0,121,44,37,20,49,42,0,192,166,32,12,80,29,0,315,940,20,35,170,17,0,1177,2516,9,11,247,33,3,2824,2485,6,3,214,24,4,2729,1675,3,0,151,20,0,1851,891,0,0,98,6,0,1002,447,0,0,43,0,0,493,658,0,0,69,4,3,739,186,38,12,121,38,19,414,10054,628,213,1325,279,32,12539
12002,0,0,547,696,0,0,122,7,0,828,99,55,3,68,5,9,241,6176,918,98,1205,89,44,8526,0,28,0,3,0,0,40,0,50,6,0,0,0,53,9,392,41,13,6,4,458,20,82,49,18,5,0,174,53,53,16,32,3,0,157,140,47,14,43,11,0,257,343,29,14,73,17,0,474,786,27,26,149,27,0,1013,904,15,7,144,15,0,1082,1028,11,0,136,6,0,1176,1209,4,0,143,0,0,1355,829,3,0,108,6,3,952,558,0,0,57,0,5,622,928,0,0,141,0,4,1077,78,39,10,52,16,14,200,6892,790,175,1117,102,26,9092
12003,0,0,350,237,0,0,68,6,0,313,254,67,64,221,47,35,689,16745,1091,385,3209,394,117,21949,10,36,3,9,6,0,61,13,51,13,4,3,0,84,77,455,84,86,72,3,765,118,141,154,166,40,4,626,148,73,53,131,39,0,442,397,79,59,181,40,4,759,1417,39,52,255,44,5,1814,5935,44,51,564,84,21,6694,6918,27,29,664,86,18,7740,3685,11,14,370,60,3,4142,1563,5,10,188,18,0,1788,726,3,0,101,13,0,840,382,0,0,40,4,0,432,401,0,0,89,12,0,490,363,65,19,255,89,72,855,22148,1019,533,3099,610,130,27535
12101,10,0,720,1151,0,0,209,26,4,1393,228,25,21,130,37,15,452,11776,539,184,2067,245,52,14864,21,16,6,12,0,0,62,3,5,17,3,0,0,36,15,95,63,27,4,0,200,18,105,108,54,6,3,288,24,31,43,48,7,0,144,110,35,32,89,21,0,287,296,17,22,125,11,0,476,1850,21,43,217,26,3,2166,3553,26,23,336,40,5,3980,2965,3,7,291,36,4,3302,1683,0,0,199,18,4,1905,1215,0,0,145,24,0,1395,709,0,0,88,5,0,802,1594,0,0,203,15,6,1820,226,24,15,160,44,33,503,14275,387,388,2006,252,63,17357
12102,0,0,89,44,0,0,3,0,0,51,75,37,15,73,10,16,223,5002,538,193,1145,112,31,7030,9,6,5,3,0,0,24,0,17,5,5,0,0,27,9,74,30,21,0,0,137,16,109,72,31,4,0,229,20,35,25,40,4,5,135,53,37,41,58,9,0,196,207,33,33,113,15,0,407,1758,51,43,245,28,8,2128,2342,17,18,257,31,3,2674,1069,8,4,140,13,0,1241,611,3,0,92,6,0,703,274,0,0,20,0,0,296,122,0,0,11,0,0,130,95,0,0,24,3,0,118,108,40,26,74,27,17,294,6689,432,306,1132,145,39,8752
12103,0,0,472,1121,0,0,206,8,3,1331,79,6,23,89,9,13,222,5072,28,155,1112,141,25,6534,5,0,6,6,0,0,12,0,0,6,3,0,0,7,8,0,16,19,3,0,48,3,0,14,14,5,3,41,4,4,6,31,4,0,42,24,0,12,38,17,7,99,81,3,11,59,19,0,176,621,0,5,87,27,4,749,1218,4,3,159,14,0,1402,1442,0,3,151,13,0,1605,755,0,0,111,15,3,884,596,0,0,65,8,0,670,536,0,3,61,0,0,596,1559,0,0,213,7,3,1781,117,3,8,101,22,12,261,6975,23,96,1108,150,34,8382
12104,0,6,924,1604,0,0,354,17,0,1977,226,24,43,119,25,15,452,14764,488,121,2871,122,62,18429,15,12,0,5,0,0,37,0,11,5,11,0,0,28,17,79,45,17,5,0,168,24,126,118,30,0,6,300,20,43,16,50,6,0,144,78,36,20,58,22,0,212,417,23,10,131,9,0,593,2420,10,8,304,3,6,2760,3462,3,6,439,21,8,3932,3227,0,0,417,9,8,3658,2235,7,0,282,5,3,2527,1514,0,0,185,8,0,1702,933,3,0,129,4,0,1072,2016,0,0,330,10,0,2353,251,31,12,141,35,21,489,16634,382,248,2528,133,52,19981
12201,0,0,408,841,0,0,197,3,0,1044,75,16,4,40,4,6,145,4084,229,55,1059,50,22,5499,3,10,3,4,0,0,19,0,9,3,0,0,0,12,5,45,10,8,0,5,70,3,59,24,6,4,0,100,0,16,11,17,0,0,58,18,19,7,21,3,0,67,59,7,13,35,3,0,118,174,10,8,57,17,3,268,452,6,3,127,7,3,598,750,0,0,140,3,0,895,741,0,0,130,4,4,883,558,0,0,107,5,4,671,405,0,0,75,7,0,488,1326,0,0,245,7,0,1583,70,16,3,52,4,11,164,4577,202,85,1020,68,32,5982
12202,5,0,247,414,0,0,73,5,0,494,44,0,10,47,6,8,119,2310,13,60,933,77,13,3407,0,0,0,0,0,0,3,0,0,18,4,0,0,18,0,0,18,5,0,0,30,3,0,8,21,8,0,35,5,0,0,21,3,0,35,5,0,16,22,8,0,52,34,4,5,43,10,3,94,162,3,0,123,12,7,307,298,0,4,151,9,4,467,369,0,0,169,14,3,546,380,0,5,137,7,0,523,332,0,0,92,0,0,426,231,0,0,72,4,0,307,730,0,0,126,5,0,862,33,0,4,79,19,5,157,2584,16,69,1062,97,22,3850
12203,3,0,665,905,0,0,167,4,6,1081,145,56,28,111,29,16,386,9553,826,352,2486,239,82,13536,10,23,11,21,0,0,62,4,18,30,3,0,6,57,4,107,102,33,25,9,275,14,238,120,25,17,9,420,12,88,70,49,19,6,243,43,68,53,93,18,3,282,156,38,43,159,34,5,430,833,42,26,302,41,3,1245,2473,20,9,468,37,3,3005,2667,8,8,494,31,5,3218,1776,0,0,253,17,3,2055,995,8,10,217,8,0,1230,758,0,0,128,5,0,892,1553,0,0,285,17,14,1870,206,50,35,138,32,31,490,11498,706,513,2678,295,101,15778
12301,0,0,0,11,0,0,0,0,0,8,42,20,8,32,8,4,114,2748,332,42,548,80,19,3762,4,9,0,3,0,0,24,0,4,6,3,0,0,15,0,123,14,9,5,3,155,8,52,37,16,3,0,117,6,29,9,19,0,0,64,39,36,24,30,25,3,157,169,35,12,64,4,0,286,822,29,6,183,17,0,1056,1857,21,6,204,23,0,2108,719,3,0,59,3,0,786,104,0,0,13,0,0,112,42,0,0,3,0,0,48,7,0,0,0,0,0,10,13,0,0,0,0,0,15,74,18,8,56,15,9,186,3874,364,124,663,94,23,5139
12302,0,0,21,14,0,0,0,0,0,15,125,260,13,98,22,25,545,9039,4907,261,1803,225,111,16350,13,88,5,19,10,0,127,0,207,7,0,9,0,223,15,1330,58,36,15,13,1467,51,843,96,67,11,4,1069,58,399,38,86,9,0,594,247,459,64,145,33,0,955,1592,384,87,325,29,4,2425,5906,516,73,684,90,12,7281,2787,58,8,298,43,4,3204,1072,8,0,86,8,0,1173,180,8,0,33,7,0,223,39,4,0,8,6,0,50,14,6,0,4,0,0,21,23,0,0,11,4,0,40,241,264,44,137,40,44,770,12233,4575,487,1933,302,89,19622
12303,0,0,4,3,0,0,0,0,0,11,24,5,0,33,15,7,88,1262,142,49,407,112,12,1981,5,0,0,3,5,0,15,0,0,0,4,0,0,7,0,3,13,21,9,0,45,8,37,43,27,16,0,136,21,13,6,26,15,0,81,52,11,17,26,10,0,118,218,7,5,74,9,0,307,591,10,8,116,18,0,752,507,0,0,74,4,0,585,223,0,3,26,10,0,257,75,0,0,9,0,0,92,35,0,0,7,0,0,43,9,0,0,6,0,0,10,18,0,0,7,0,0,24,33,8,0,47,21,9,125,1799,90,100,464,125,12,2588
