SA3_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
29797,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,83,45,76,5,206,262,18,22,516,66,4,5,4,86,194,12,58,338,3,0,0,0,0,0,0,6,9,3,7,7,0,19,9,0,0,32,76,16,8,4,105,200,12,59,382,4,3,10,0,18,22,0,3,48,6883,9304,3064,263,19512,4681,660,742,25597,6738,8917,2655,230,18541,3362,479,429,22807,280,53,121,12,472,758,23,61,1315,325,229,454,26,1027,728,83,99,1942,604,286,574,37,1497,1485,111,162,3255,96,36,100,6,237,306,11,34,592,6,5,5,0,16,25,0,10,49,26,8,20,0,57,29,14,7,105,0,0,0,0,0,0,0,0,0,19,7,3,0,32,12,5,12,58,149,56,126,7,344,373,28,61,808,31,0,3,0,33,77,0,34,146,0,0,0,0,0,0,0,17,18,0,0,0,0
30102,25,3,101,110,13,13,239,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,501,79,191,5,775,1058,35,89,1963,17,0,7,0,27,32,0,45,108,0,0,0,0,6,4,0,49,58,3,0,0,0,10,6,0,3,15,22,4,10,0,37,45,5,100,183,39,29,21,0,86,93,10,27,216,9327,9873,3194,237,22622,6485,784,1360,31251,9436,10647,3030,239,23356,5083,699,955,30090,587,144,174,8,908,1269,30,76,2286,383,179,352,11,922,548,54,61,1585,961,324,526,20,1834,1811,92,139,3871,154,64,127,5,357,581,28,67,1030,112,13,34,0,164,130,4,28,329,217,34,26,0,280,225,13,23,538,0,0,0,0,0,0,0,0,0,16,7,0,0,25,13,0,3,42,501,121,195,7,820,952,46,121,1940,8,7,5,0,20,24,0,51,88,0,0,0,0,0,3,0,43,45,0,0,0,0
30103,4,0,11,23,4,4,40,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,179,58,82,9,335,695,45,76,1153,42,10,0,0,53,58,6,80,194,0,0,0,0,0,0,0,0,5,0,3,4,0,7,3,4,0,11,43,9,0,0,55,63,4,85,205,17,11,5,0,37,22,0,4,70,6155,8873,3033,307,18371,5266,844,1001,25480,5633,8791,2358,256,17031,3331,584,440,21391,205,81,104,7,398,607,21,44,1064,698,626,649,43,2010,903,138,163,3216,903,700,750,52,2411,1505,163,205,4281,87,29,57,3,179,600,17,56,848,143,35,51,6,233,267,33,28,557,112,25,23,0,158,168,14,13,352,5,0,4,0,7,4,0,0,15,7,3,0,0,16,14,0,5,33,356,88,139,11,594,1051,63,100,1811,35,4,4,0,46,70,0,24,143,0,0,0,0,0,0,0,12,12,0,0,0,0
30201,4,0,27,53,5,0,83,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,157,49,58,13,272,284,74,52,680,0,3,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,4,4,0,0,8,0,0,0,7,10,13,0,0,29,11,0,3,42,4096,5442,1433,189,11161,2765,528,409,14858,3772,5721,1218,146,10857,1766,288,193,13115,100,29,60,3,194,317,11,16,538,602,470,379,42,1486,762,170,62,2477,701,498,437,44,1684,1076,183,78,3018,80,55,44,9,183,162,20,8,377,49,25,46,5,121,174,39,20,347,0,0,0,0,3,15,3,3,24,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,3,3,20,132,76,87,15,312,361,64,35,770,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
30202,46,18,530,542,85,133,1291,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,1107,411,315,96,1928,2224,383,378,4906,14,4,16,0,30,127,7,85,256,0,0,0,0,0,0,0,3,3,3,3,0,0,3,4,3,0,14,19,9,17,0,36,129,10,95,269,14,11,11,0,39,59,7,4,108,6969,7787,2757,490,18002,7480,1437,1128,28049,5223,7658,2193,325,15401,3664,796,407,20265,201,33,53,7,297,717,10,54,1081,551,341,276,52,1214,949,165,91,2422,752,373,333,62,1522,1660,173,141,3500,336,142,149,39,670,953,114,102,1839,489,161,196,45,884,1083,157,115,2235,350,99,52,18,527,466,126,63,1191,361,78,70,25,532,516,89,37,1178,0,0,3,0,12,3,0,4,18,1536,488,469,131,2626,3026,490,318,6458,16,5,12,0,35,129,6,47,218,0,0,0,0,0,0,0,0,0,0,0,0,0
30203,65,17,600,484,122,117,1323,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,1110,413,258,86,1857,1864,368,315,4413,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,4,0,0,12,6,0,3,18,4,4,0,0,12,5,0,0,21,10,14,6,0,24,29,6,5,58,3961,4057,1468,250,9736,4215,1022,714,15689,2736,3777,977,152,7640,1852,396,243,10133,49,27,26,0,107,166,8,14,302,505,331,240,47,1124,614,137,84,1968,562,361,266,51,1237,788,149,97,2270,256,98,109,22,488,864,101,80,1527,393,129,125,48,697,782,137,69,1686,558,135,91,28,812,745,119,107,1781,179,39,42,9,269,330,50,21,664,7,0,0,0,8,8,0,0,14,1390,404,373,102,2270,2725,410,273,5675,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,0
30204,7,5,54,97,6,15,176,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,401,206,194,39,847,1055,121,155,2173,11,3,3,0,17,115,5,8,142,0,0,0,0,0,0,0,14,14,3,6,3,0,14,27,0,4,39,12,11,8,0,29,138,5,27,194,21,17,19,0,54,39,12,4,105,5429,6890,2600,331,15257,5591,855,888,22585,4587,6574,2218,236,13613,3391,532,365,17899,301,86,128,10,522,702,31,45,1298,473,425,328,38,1267,766,124,105,2267,771,510,452,50,1788,1467,157,149,3559,257,167,187,31,640,828,89,109,1666,98,44,36,8,188,219,28,32,468,24,13,11,4,52,114,5,11,184,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,0,8,29,384,221,235,45,890,1169,127,158,2340,8,0,0,0,7,101,5,16,131,0,0,0,0,0,3,0,14,14,4,0,7,0
30301,15,6,167,100,35,71,376,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,330,80,84,25,519,500,98,127,1250,15,8,4,0,29,80,4,16,132,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,20,9,3,0,38,87,0,16,139,11,13,4,0,27,21,8,3,53,4673,6441,1766,263,13139,3894,886,763,18681,3790,6369,1306,170,11629,2256,467,265,14622,122,72,66,9,264,328,14,26,636,899,670,480,75,2121,1060,265,100,3541,1019,739,549,77,2386,1390,284,121,4179,91,33,31,3,161,162,26,8,366,148,34,53,15,260,220,53,19,545,220,29,39,16,307,269,66,20,666,29,10,3,5,43,40,6,7,89,6,0,0,0,3,5,0,3,15,495,112,128,37,776,700,155,58,1687,21,0,7,0,34,87,0,14,133,0,0,0,0,0,0,0,0,0,0,0,3,0
30302,82,33,874,639,188,224,1932,..,..,..,..,..,..,..,..,..,0,0,0,0,3,3,5,3,21,2772,911,568,252,4499,4631,1250,984,11368,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,24,43,13,0,81,33,19,23,153,27,44,13,0,82,30,19,29,170,36,18,7,7,65,65,14,20,165,7012,6875,2142,615,16637,7994,2888,1811,29323,3900,6185,1375,257,11716,2574,1216,367,15878,18,10,3,0,38,65,10,0,110,831,470,283,74,1661,992,419,100,3174,850,481,290,80,1701,1052,428,105,3283,838,331,277,98,1542,2413,414,256,4620,1226,448,292,133,2100,2332,515,178,5125,786,179,112,37,1122,1078,299,136,2632,712,118,75,44,947,680,328,90,2050,6,0,4,0,9,7,0,13,28,3572,1073,762,315,5725,6510,1554,661,14456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,3,0,0
30303,29,18,230,152,98,41,524,..,..,..,..,..,..,..,..,..,0,4,0,0,5,0,0,0,8,466,219,168,47,904,836,293,126,2158,60,22,21,4,110,264,9,226,614,0,0,0,0,0,0,0,8,4,0,4,4,0,9,0,0,4,13,62,26,28,4,122,269,9,236,636,29,15,10,0,48,42,6,10,108,6099,8648,2590,412,17744,4615,1506,1113,24978,4967,8949,2212,279,16411,2870,843,421,20542,126,92,41,9,274,250,17,17,555,645,963,476,69,2157,731,258,121,3267,777,1056,519,80,2430,977,277,133,3821,124,119,83,7,333,436,51,73,883,210,76,68,28,382,347,127,51,906,341,94,81,38,555,407,95,90,1148,103,22,17,8,144,93,55,14,309,3,7,7,0,14,11,0,9,37,787,317,250,84,1437,1289,328,240,3292,55,18,26,0,104,220,6,76,407,0,0,0,0,0,0,0,0,0,0,0,5,0
30304,0,0,14,11,4,3,34,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,297,165,103,33,596,625,135,108,1462,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,6,0,6,0,0,9,0,0,0,7,16,5,3,3,28,36,4,15,91,3365,4449,1345,239,9396,3043,1016,678,14128,2847,4380,1169,202,8600,2036,633,229,11498,63,60,25,6,155,167,20,16,366,327,198,123,37,687,402,153,62,1310,394,261,149,47,850,566,174,78,1670,197,100,70,26,396,546,107,71,1122,85,38,41,9,173,249,41,32,494,33,9,4,0,52,23,8,0,88,0,0,0,0,0,0,0,0,0,3,3,6,0,9,6,7,3,25,317,152,120,41,632,827,160,106,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
30305,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,43,20,22,6,84,79,17,20,196,7,0,3,0,7,43,0,16,64,0,0,0,0,0,0,0,3,8,3,4,0,0,9,6,0,0,12,11,9,6,0,20,41,0,20,87,6,10,5,0,19,10,0,0,33,4470,8251,2231,276,15230,2545,809,757,19343,4192,8490,2135,186,15006,2239,518,497,18258,102,77,60,6,235,157,10,12,417,728,998,565,80,2363,703,183,176,3426,824,1074,625,80,2602,854,196,194,3844,33,17,23,7,71,99,4,27,204,7,0,0,0,10,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,9,20,45,19,20,4,87,114,7,40,252,3,0,0,0,3,31,0,16,47,0,0,0,0,0,0,0,4,4,0,3,0,0
30306,0,0,3,0,0,0,3,..,..,..,..,..,..,..,..,..,0,0,0,0,4,0,0,0,4,28,13,10,4,50,42,8,23,129,10,0,5,0,18,58,6,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,0,17,55,10,0,85,14,10,0,0,25,101,5,3,127,3806,6053,1751,317,11936,2465,1078,623,16100,3297,5268,1540,216,10322,1889,678,409,13293,79,87,25,0,196,188,15,24,421,543,896,352,62,1850,498,237,128,2710,619,990,379,60,2046,683,252,154,3135,12,0,4,0,19,35,3,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,15,3,12,40,16,6,6,0,31,52,6,17,98,5,4,0,0,8,66,7,36,107,0,0,0,0,0,0,0,0,0,0,0,0,0
30401,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,0,0,11,51,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,0,9,3036,4819,1067,116,9034,1680,273,220,11206,3091,4601,1038,88,8815,1435,206,139,10606,32,13,21,0,66,62,4,4,135,194,142,120,3,452,216,16,6,696,221,156,135,8,517,278,25,8,831,3,0,0,0,6,42,0,0,52,17,0,0,0,17,38,0,0,56,32,0,0,0,32,21,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,49,3,4,0,54,104,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30402,0,0,5,0,0,0,4,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,16,16,16,0,46,25,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,5,0,0,9,0,0,0,8,8,11,0,0,15,10,0,0,30,4058,6859,1346,114,12378,1982,346,368,15076,4110,7336,1339,110,12899,1780,269,218,15165,78,16,14,0,109,167,3,12,290,86,66,52,6,210,96,4,4,319,165,81,68,7,318,266,7,21,610,20,21,8,0,46,48,4,5,105,6,0,0,0,17,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,21,14,0,5,40,40,30,10,0,80,68,3,13,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30403,108,75,971,591,384,259,2214,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,1682,914,396,246,3242,2400,1500,580,7720,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,3,0,6,0,9,0,0,7,6,3,0,15,26,27,0,0,61,53,23,24,154,4342,5082,1279,422,11123,4321,2577,940,18964,2497,4381,771,115,7766,1442,615,178,9992,21,21,12,3,61,86,7,10,161,343,346,188,40,917,469,163,55,1605,368,366,202,43,979,560,168,60,1768,370,275,169,56,864,803,262,81,2013,822,447,267,102,1643,1260,548,147,3598,618,391,197,76,1281,744,343,125,2496,239,119,57,18,445,257,63,30,798,0,0,0,0,4,9,0,3,16,2055,1241,696,251,4236,3068,1224,385,8912,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
30404,6,3,44,87,4,15,158,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,398,170,203,31,800,941,120,141,1999,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,3,0,4,0,0,0,8,10,9,8,0,25,15,0,6,43,4485,6590,1964,204,13241,3648,590,563,18045,4207,6890,1774,140,13012,2396,379,242,16024,71,10,20,3,104,249,4,44,401,254,218,159,20,641,297,49,40,1022,328,224,181,15,752,536,57,83,1428,208,111,171,20,509,651,57,55,1283,154,27,54,12,248,359,49,25,683,111,18,33,5,173,122,20,14,331,0,0,0,0,0,0,0,0,0,6,3,0,0,7,4,0,7,18,481,162,257,43,944,1137,130,98,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30501,591,290,7036,5310,2110,1946,16402,..,..,..,..,..,..,..,..,..,4,0,0,0,9,11,4,0,18,6473,1924,920,407,9724,8588,3099,2946,24360,8,0,0,0,16,9,3,19,44,3,0,3,0,4,42,0,149,203,14,3,0,0,23,7,0,7,36,20,9,12,0,44,59,9,178,286,40,17,6,3,69,99,39,131,333,7854,3607,1440,512,13408,9875,4133,3731,31151,1187,1636,469,93,3382,884,736,180,5184,17,11,4,0,36,37,10,7,102,270,241,88,19,618,290,167,54,1135,287,253,98,20,660,333,178,64,1232,519,144,120,48,835,1599,306,284,3020,1271,444,257,63,2031,2156,481,307,4967,2606,973,392,130,4100,3363,946,601,9011,5069,1478,776,246,7560,7001,1871,1466,17899,127,26,19,8,182,210,85,25,504,9595,3057,1562,493,14704,14327,3688,2677,35407,10,3,0,0,18,14,0,4,35,0,0,0,0,3,0,0,113,116,3,6,0,0
30502,24,12,329,213,83,58,680,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,3,0,9,1244,327,257,86,1910,1864,527,432,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,8,4,5,0,0,3,0,0,4,10,18,16,0,0,30,15,6,9,64,3997,4511,1234,263,10003,3761,1393,960,16119,2221,4203,795,111,7336,1252,493,239,9314,34,29,23,0,86,85,3,18,194,827,507,364,60,1757,730,293,133,2911,863,534,388,60,1846,818,298,149,3105,437,148,163,24,767,1030,166,124,2090,717,186,179,42,1128,986,218,119,2451,191,65,36,13,310,228,61,37,636,105,13,5,6,131,113,31,21,290,4,0,4,0,9,9,0,3,19,1459,422,386,80,2346,2363,485,303,5496,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,5,5,0,0,0,0
30503,257,129,3260,2525,933,1040,7766,..,..,..,..,..,..,..,..,..,0,0,0,0,4,4,4,0,11,4720,1413,798,348,7282,6936,2094,1801,18116,0,7,0,0,12,7,0,32,46,0,0,0,0,0,0,0,0,0,10,7,4,0,20,12,4,0,40,15,12,5,0,27,23,4,29,88,45,28,8,0,83,126,27,35,269,9042,8054,2265,651,20015,10380,3597,2616,36615,3907,6824,1312,213,12252,2442,870,338,15907,43,23,13,8,81,94,16,11,202,776,477,298,63,1618,924,325,126,2999,814,504,314,70,1699,1018,341,143,3202,866,345,259,74,1542,2124,390,214,4273,1650,518,402,145,2708,3153,618,284,6765,2351,583,377,124,3429,3069,958,519,7978,1906,391,232,89,2617,2794,578,463,6449,10,4,7,0,16,12,5,7,40,6771,1840,1268,430,10312,11150,2544,1483,25496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,4,4,0
30504,101,62,1012,843,413,280,2553,..,..,..,..,..,..,..,..,..,3,0,0,0,0,0,0,0,5,1859,499,342,197,2899,2762,1176,703,7545,4,3,0,0,11,3,0,105,116,0,0,0,0,0,0,0,4,4,13,4,0,0,18,11,16,0,46,18,6,0,3,22,15,16,112,169,17,9,4,0,33,45,14,22,113,5129,5985,1386,432,12932,5065,2424,1379,21799,3200,5913,1047,182,10348,1848,935,256,13387,4,0,9,3,12,35,5,4,51,315,193,98,13,621,397,120,40,1178,323,193,100,15,633,431,128,49,1231,397,164,109,36,694,1043,207,96,2047,787,250,192,77,1310,1297,444,93,3148,467,124,95,46,731,727,244,110,1813,664,168,104,51,984,867,281,131,2258,5,4,0,0,3,3,0,3,18,2312,706,495,209,3732,3940,1179,428,9280,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,3,3,5,0,0,5
30601,12,0,82,77,10,62,224,..,..,..,..,..,..,..,..,..,0,0,0,0,3,5,0,0,7,536,198,311,32,1072,919,160,344,2492,44,6,3,0,58,78,6,487,630,3,0,0,0,3,4,0,11,20,0,0,0,0,3,3,0,0,0,48,11,9,0,63,87,6,497,652,49,20,10,0,76,74,0,26,182,5557,6027,2262,156,14000,4050,837,2012,20903,5309,6170,1964,131,13580,2739,631,753,17708,164,86,137,5,388,427,59,80,952,224,58,129,9,424,458,42,90,1009,382,145,264,16,812,886,95,172,1962,183,98,174,12,475,479,31,81,1073,242,68,100,3,413,345,50,146,948,106,25,32,3,167,144,7,81,402,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,534,192,308,18,1058,967,92,314,2430,32,10,11,0,44,72,4,287,409,0,0,0,0,0,3,0,0,4,4,0,0,0
