SA3_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
30203,181,24,1423,0,0,0,10,17,55,47,21,6,6,4,0,165,0,0,5,5,7,49,225,127,104,53,40,3,618,0,0,0,0,0,5,23,24,18,15,6,3,93,0,0,0,8,21,116,118,65,22,27,24,3,419,0,5,15,42,30,64,37,14,6,4,10,0,223,0,0,0,8,4,14,13,0,3,3,3,0,46,0,0,0,0,0,3,4,8,7,9,6,0,32,38,18,22,95,221,223,113,34,8,0,15,46,843,0,0,0,3,3,6,3,0,0,0,0,231,249,42,23,42,166,308,548,800,637,483,457,286,319,4118,0,0,0,0,0,14,113,171,174,254,234,58,1020,0,0,0,0,5,16,33,26,19,15,8,6,131,0,0,0,0,3,40,261,227,212,193,181,57,1175,0,0,0,3,0,9,29,36,41,60,49,11,237,0,0,0,6,20,124,261,137,44,79,68,36,778,0,0
30204,138,27,1451,0,0,0,8,20,55,66,22,9,8,6,0,187,0,0,0,5,16,78,303,167,115,64,33,12,797,0,0,0,0,0,14,31,30,22,9,9,4,124,0,0,0,18,33,157,186,86,37,29,29,13,592,0,8,13,62,42,123,59,20,10,4,3,14,348,0,0,0,9,5,19,20,10,3,0,0,5,63,0,0,0,0,3,5,8,6,7,6,4,3,39,66,24,24,208,545,469,221,37,10,9,11,85,1708,0,0,0,4,9,5,7,3,0,0,0,325,359,68,36,40,318,667,941,1166,785,502,429,227,489,5667,0,0,0,0,0,14,216,309,291,421,270,110,1641,0,0,0,6,3,44,78,56,17,19,19,20,257,0,0,0,3,7,68,488,389,390,316,211,95,1966,0,0,0,0,4,13,60,67,67,60,39,16,331,0,0,6,13,37,243,472,245,80,128,75,67,1360,3,0
30301,298,26,1481,0,0,0,11,12,48,49,15,13,11,9,5,181,0,0,0,3,4,49,194,131,94,89,77,11,647,0,0,0,0,0,3,21,23,18,25,11,0,95,4,0,0,6,12,89,155,68,27,48,50,4,469,0,10,16,21,27,79,87,16,16,12,16,10,307,0,0,0,0,3,5,9,3,0,5,0,0,39,0,0,0,0,0,3,4,3,0,8,4,3,23,62,24,25,143,341,357,218,54,16,22,24,54,1336,0,0,0,0,10,6,7,0,0,0,0,247,267,66,28,46,189,404,655,908,627,470,592,493,364,4844,8,0,0,3,5,14,92,147,217,441,592,105,1625,0,0,0,0,3,20,49,42,21,36,28,11,209,0,0,0,5,3,38,276,298,352,434,615,107,2138,0,0,0,0,0,7,34,34,50,78,82,17,305,0,3,0,3,20,98,245,208,76,181,211,54,1099,0,0
30302,465,44,2486,0,0,0,15,45,122,111,32,20,12,14,9,381,0,0,4,5,12,117,435,251,166,116,108,12,1228,0,0,0,0,4,14,39,31,26,25,30,4,175,0,3,0,12,26,156,237,115,47,52,54,10,711,0,9,19,61,51,116,71,32,13,16,20,7,418,0,0,3,4,0,8,15,5,9,4,3,0,51,0,0,0,0,0,0,5,9,13,12,8,9,54,57,27,29,141,281,299,188,65,25,27,49,45,1229,4,0,0,0,10,6,6,0,0,0,0,435,457,62,37,61,232,429,862,1406,1062,820,899,742,570,7190,0,0,0,0,0,16,97,139,196,391,645,125,1614,0,0,3,3,11,36,60,58,31,35,38,16,289,0,0,0,3,4,57,305,305,395,490,659,92,2314,0,0,0,0,0,13,41,39,71,99,93,21,377,0,0,0,22,30,134,285,197,87,212,207,43,1220,0,0
30303,214,17,1473,0,3,3,20,33,75,81,22,18,23,10,8,289,0,0,0,7,11,92,270,159,120,86,71,7,825,0,0,0,0,0,14,31,21,18,23,12,4,130,8,0,4,11,50,212,211,98,21,48,29,8,692,7,3,27,78,50,139,105,32,17,12,16,13,500,0,0,0,9,3,21,10,8,4,0,0,4,63,0,0,0,0,0,0,7,0,8,5,5,0,33,191,66,58,254,593,520,294,68,25,31,35,65,2193,0,0,0,7,8,6,0,0,0,0,0,344,370,209,79,93,390,754,1109,1256,733,524,563,388,458,6558,0,0,0,3,6,33,180,297,319,550,506,139,2039,0,0,0,9,16,55,76,52,34,32,32,11,334,4,4,0,6,3,91,499,449,454,480,377,127,2490,0,0,0,4,0,16,52,57,69,77,61,23,361,5,0,3,31,43,271,490,289,114,176,144,78,1643,0,5
30304,153,10,981,0,5,0,8,25,55,52,19,8,12,7,0,185,0,0,3,5,7,44,160,90,68,44,34,11,466,0,0,0,0,0,13,15,10,13,9,4,0,72,0,0,0,17,28,95,105,47,20,23,18,6,361,0,5,18,39,33,70,29,14,6,11,7,8,248,0,0,0,4,5,5,3,4,3,0,3,0,30,0,0,0,0,0,0,4,4,4,0,0,0,18,74,24,20,136,225,245,139,39,20,22,13,39,1001,0,0,0,0,9,3,0,0,0,0,0,163,175,78,29,37,209,327,548,654,457,316,395,235,246,3532,0,0,0,0,6,14,92,120,160,269,300,61,1023,0,0,0,7,8,30,35,30,25,16,13,4,174,0,0,0,0,9,40,256,221,277,283,276,57,1426,0,0,0,0,0,0,43,39,46,50,47,16,242,0,0,3,14,27,108,218,114,61,97,67,31,743,0,3
30305,99,14,1217,0,0,3,10,23,62,58,17,18,0,12,0,199,0,0,0,4,9,65,265,134,105,48,21,7,665,0,0,0,4,4,11,30,31,15,11,4,8,111,3,0,6,19,45,200,219,75,22,24,14,9,638,4,9,29,56,53,91,36,11,0,0,5,8,305,0,0,4,10,5,19,15,0,0,3,0,3,61,0,0,0,0,0,0,10,6,3,3,5,6,35,182,44,44,205,368,310,144,37,15,18,3,45,1407,0,0,0,0,5,5,0,0,0,0,0,251,270,197,58,84,319,509,783,1024,679,428,317,171,359,4916,0,0,0,4,6,33,269,385,416,518,269,119,2019,0,0,0,6,15,71,121,41,33,22,12,16,338,5,3,3,8,12,128,559,455,349,327,193,90,2130,0,0,0,0,4,10,69,69,64,50,24,24,318,0,0,5,36,53,371,524,267,98,147,89,80,1675,6,4
30306,71,14,702,0,0,0,6,25,68,63,24,3,4,8,4,206,0,0,0,3,9,81,206,90,55,48,25,6,525,0,0,0,8,0,7,21,16,6,3,8,3,78,0,0,0,20,47,149,171,72,15,26,14,12,520,4,3,46,71,43,104,76,13,5,10,3,6,379,0,0,0,7,0,11,5,3,0,3,0,3,35,0,0,0,0,0,0,3,6,0,0,3,8,31,190,55,68,207,330,344,187,39,21,14,15,50,1513,0,0,0,0,4,7,9,0,0,0,0,226,245,200,65,119,320,464,782,894,448,233,238,140,331,4235,0,0,0,0,4,35,179,222,216,223,220,68,1160,0,0,0,11,15,75,79,43,20,22,16,19,305,0,0,4,9,17,117,371,255,215,182,154,69,1395,0,0,0,0,0,16,37,37,32,16,18,12,177,0,0,9,40,67,304,464,227,61,99,64,61,1392,0,6
30401,111,3,725,0,0,0,9,11,21,38,19,7,16,12,0,127,0,0,0,0,6,20,108,96,89,58,67,9,453,0,0,0,0,3,0,10,4,10,10,9,3,54,0,0,0,13,14,56,115,62,26,36,38,0,365,0,5,10,20,21,72,60,23,9,9,10,0,237,0,0,0,3,4,8,10,0,3,0,0,0,25,0,0,0,0,0,0,0,7,3,8,4,0,17,50,21,29,104,181,294,200,56,15,12,19,27,1008,0,0,0,0,5,0,4,0,0,0,0,157,157,52,21,40,151,238,483,620,441,301,364,266,199,3176,0,0,0,0,0,17,77,154,170,356,407,106,1291,0,0,0,3,3,24,40,22,24,13,8,13,152,0,0,0,0,0,50,230,244,289,308,308,81,1510,0,0,0,0,0,3,21,29,36,56,43,18,218,0,4,0,12,12,78,240,158,66,118,89,46,820,0,3
30402,218,12,819,0,0,0,6,7,37,43,23,13,17,18,0,171,0,0,0,3,0,33,103,78,91,72,116,9,507,0,0,0,0,0,3,10,9,10,15,14,3,65,0,0,0,4,6,47,115,82,37,75,81,11,449,0,3,9,26,23,86,104,39,21,17,40,0,364,0,0,0,0,0,6,12,10,0,3,0,0,35,0,0,0,0,0,0,4,4,4,3,3,3,25,56,26,31,136,224,394,349,105,51,58,80,42,1548,0,0,0,0,4,7,3,0,0,0,0,265,279,55,29,44,179,265,616,795,510,367,478,579,342,4261,3,0,0,0,0,14,70,126,188,442,736,135,1721,0,0,0,5,7,28,41,33,28,37,26,19,223,0,0,0,0,0,34,217,264,357,381,759,138,2154,0,0,0,0,0,4,30,30,41,73,73,20,267,3,0,3,10,7,67,229,218,90,274,299,93,1301,0,0
30403,244,23,1087,0,0,4,11,23,57,61,18,16,11,25,5,224,0,0,0,6,7,48,174,88,83,64,128,11,602,0,0,0,0,0,4,12,10,10,23,9,0,76,0,0,0,11,27,79,139,94,39,62,84,5,532,0,4,22,28,35,80,73,38,25,22,40,5,366,0,0,4,0,0,5,5,4,0,0,6,0,36,0,0,0,0,0,3,3,8,0,9,4,3,37,70,10,24,101,144,262,250,75,61,59,84,32,1164,0,0,0,0,0,0,0,0,0,0,3,291,305,73,19,51,158,235,562,827,552,433,498,623,374,4424,0,0,0,0,0,3,52,80,101,267,491,63,1059,0,0,0,4,3,29,42,23,19,22,36,8,186,0,0,0,0,7,20,154,143,207,265,601,76,1470,0,0,0,0,0,5,11,25,22,49,71,14,202,0,0,0,7,23,74,256,175,58,218,243,58,1120,0,0
30404,187,17,1199,0,0,0,4,5,38,49,22,13,13,12,3,153,0,0,0,0,0,54,173,135,91,80,62,6,610,0,0,0,0,4,4,25,13,19,24,10,4,99,0,0,0,7,14,75,140,86,31,48,48,5,458,0,3,11,25,20,65,60,24,18,8,12,0,240,4,0,0,0,3,6,16,5,4,4,7,0,49,0,0,0,0,4,5,0,0,10,7,3,4,32,23,24,23,138,282,495,297,67,32,16,33,42,1477,0,0,0,5,5,4,0,0,0,0,0,288,306,26,26,35,187,345,757,891,611,476,533,364,371,4616,0,0,0,0,4,13,74,143,215,485,515,109,1558,0,0,0,4,3,15,56,29,40,29,24,22,220,0,0,0,3,5,44,298,361,425,472,501,99,2204,0,0,0,0,0,12,42,50,71,86,68,9,340,0,0,0,4,11,111,323,243,94,185,151,55,1176,0,3
30501,674,37,2782,0,6,7,27,76,183,126,34,30,33,52,7,579,0,0,0,5,9,95,397,221,156,131,181,10,1203,0,0,0,3,7,10,16,38,25,25,30,7,162,0,0,6,26,34,134,263,169,61,149,133,15,985,3,12,33,65,57,97,79,33,17,24,37,14,477,0,0,6,5,7,18,12,12,4,7,10,3,74,0,0,0,0,5,7,6,10,10,14,9,7,68,118,24,34,128,131,197,190,81,47,39,72,21,1080,0,0,0,0,0,0,3,7,3,0,5,548,561,122,42,79,256,330,760,1402,1136,843,1119,1204,663,7960,3,0,0,3,4,12,44,79,78,210,370,57,860,0,0,3,5,9,19,33,14,10,20,25,6,142,0,0,0,0,3,23,114,98,114,153,316,50,869,0,0,0,0,0,4,12,17,14,30,55,9,130,3,0,0,10,16,64,188,160,49,155,131,47,821,0,0
30502,392,22,1630,0,0,0,3,15,44,49,19,13,12,12,0,169,3,0,0,0,4,29,173,116,92,71,98,11,602,0,0,0,0,0,7,13,21,15,26,27,0,106,0,5,3,9,14,73,104,71,30,69,56,3,427,0,0,4,27,16,55,40,22,8,14,15,3,202,0,0,0,0,5,3,5,3,0,8,5,0,28,0,0,0,0,0,0,3,0,3,5,5,3,20,15,7,13,51,110,136,116,38,17,18,27,21,564,0,0,0,0,0,0,0,0,0,0,4,305,314,22,15,16,89,163,350,643,601,481,662,632,372,4053,4,0,0,5,0,13,45,78,119,236,578,74,1153,0,0,0,0,0,9,20,14,12,17,42,12,128,0,0,0,0,0,28,115,141,203,281,627,55,1452,4,0,0,0,0,0,10,19,35,66,96,12,241,0,0,0,8,8,63,138,131,41,215,219,32,864,0,0
30503,799,33,3379,0,0,3,19,56,144,118,37,18,12,37,0,440,0,0,0,5,12,139,473,254,190,164,233,12,1491,0,0,0,4,4,15,39,29,31,32,36,6,194,0,0,5,26,26,172,266,130,57,140,121,18,966,6,0,23,81,52,105,99,35,30,27,36,12,496,0,0,0,0,3,9,14,8,4,5,4,10,67,0,0,0,0,3,0,12,10,6,16,15,14,75,97,32,23,132,211,295,267,87,52,61,95,41,1401,0,0,0,0,5,5,4,0,0,3,0,683,706,106,35,56,270,379,935,1695,1265,1031,1239,1373,840,9210,0,0,0,0,0,17,86,140,168,407,980,143,1938,0,0,0,3,13,39,61,28,25,32,78,16,293,0,0,0,5,7,40,234,223,300,421,1114,123,2473,0,0,0,0,0,6,30,32,45,103,147,19,382,4,0,0,8,23,140,256,202,85,337,405,70,1544,0,0
30504,462,19,1723,0,3,0,11,17,63,75,15,20,22,32,5,268,0,0,0,3,5,56,234,146,105,92,153,16,805,0,0,0,5,0,9,14,15,14,28,30,8,115,0,0,5,12,17,83,156,90,39,97,68,11,577,0,6,12,37,32,84,88,37,18,20,30,10,375,0,0,4,0,0,9,11,0,6,7,0,6,41,0,0,0,0,3,0,4,6,4,8,10,0,36,55,13,24,84,139,203,199,78,24,37,46,19,910,0,0,0,0,0,4,0,0,0,0,0,357,363,62,24,41,150,210,516,950,695,525,759,836,442,5219,0,0,0,0,4,18,50,72,107,314,793,104,1458,0,0,0,0,8,10,36,29,14,26,63,17,201,0,0,0,4,4,24,126,152,241,349,1016,100,2023,0,0,0,0,0,0,17,33,37,76,125,11,305,0,0,0,9,6,53,187,157,66,237,325,48,1091,0,0
30601,158,21,1456,0,0,0,11,20,67,84,30,15,11,10,4,260,0,3,0,4,3,83,310,183,118,77,78,16,885,0,0,0,0,3,11,42,32,29,26,15,4,163,3,0,0,15,34,149,180,108,31,45,28,17,619,0,3,19,50,44,129,92,34,10,11,3,7,394,0,0,0,4,4,9,19,12,5,4,10,3,69,0,0,0,0,0,3,8,5,5,6,0,7,37,63,23,39,174,329,325,196,63,23,14,25,40,1311,0,0,0,0,3,0,0,0,0,0,0,481,492,71,33,63,267,457,808,1249,859,515,439,317,606,5680,4,0,0,7,8,11,207,309,283,413,248,123,1611,0,0,0,5,5,33,83,36,19,26,16,16,236,0,4,3,3,9,86,504,372,288,213,171,99,1751,0,0,0,4,0,8,66,58,62,48,27,16,289,0,0,3,9,22,147,351,173,50,101,57,41,956,0,0
30602,188,46,2299,0,0,0,15,40,129,120,40,15,16,15,5,399,0,0,0,12,27,176,621,262,159,75,67,23,1413,0,0,0,4,9,33,65,45,35,23,21,4,249,5,0,0,36,58,273,297,98,42,43,24,39,920,6,6,33,105,96,206,107,28,9,12,8,15,635,0,0,0,0,9,23,20,7,0,3,0,14,90,0,0,0,0,3,7,12,8,5,7,0,15,64,86,36,64,342,635,549,252,60,26,12,26,104,2192,0,3,0,7,10,14,12,3,4,0,0,683,745,99,50,101,541,908,1493,2084,1191,692,553,354,942,9009,4,0,3,6,8,51,361,477,402,439,256,156,2160,0,0,0,9,14,82,154,52,33,19,8,36,412,5,0,3,8,21,183,818,494,371,272,182,128,2489,0,0,0,0,7,33,111,84,78,48,33,26,422,0,3,16,25,66,378,579,203,64,77,50,108,1562,4,3
30603,35,15,754,0,0,0,9,27,47,57,15,0,8,3,9,183,0,6,0,4,19,97,243,89,40,23,28,15,557,0,0,0,3,0,11,31,15,7,11,3,13,105,0,5,6,13,29,113,112,34,10,8,4,19,350,5,0,15,45,61,104,46,12,4,0,4,13,311,0,0,0,5,4,15,13,5,0,0,0,7,49,0,0,0,0,5,6,7,3,0,0,0,0,29,46,33,21,221,443,323,136,31,6,8,19,70,1346,5,0,0,0,13,9,3,0,0,0,0,212,246,62,46,48,316,612,783,905,387,175,137,101,361,3938,4,0,0,6,4,33,145,122,91,103,65,77,652,0,0,0,3,5,30,40,13,7,7,6,16,122,0,0,0,4,8,67,348,164,88,60,43,75,863,0,0,0,4,0,15,34,27,17,8,7,16,128,0,0,3,9,25,156,182,58,24,20,10,37,520,0,5
30604,18,5,352,0,0,0,5,7,39,31,10,5,0,0,7,101,0,0,0,6,7,34,104,29,21,9,9,5,216,0,0,0,0,0,0,10,10,4,6,0,5,35,0,0,3,7,12,18,25,7,4,4,6,3,91,0,0,3,12,17,40,17,5,5,0,0,0,99,0,0,0,0,6,4,3,0,0,5,0,4,20,0,0,0,4,0,0,5,9,4,3,0,0,19,14,9,9,59,86,80,53,22,0,4,9,15,356,0,0,0,0,0,6,4,0,0,0,0,87,98,14,15,18,100,140,237,372,185,79,54,50,126,1387,0,0,0,0,0,9,52,51,23,34,16,27,217,0,0,0,5,4,5,13,5,0,5,3,8,53,0,0,0,0,0,31,104,65,29,23,17,23,289,0,0,0,0,0,3,10,7,0,0,0,4,28,0,0,0,8,6,23,46,6,3,4,3,9,108,0,0
30605,48,20,802,0,0,0,24,20,76,54,26,11,3,8,8,232,0,0,5,8,12,107,186,93,66,29,26,16,555,0,0,0,5,3,12,36,27,10,11,4,4,110,5,4,3,17,28,153,137,41,13,19,3,14,425,0,3,11,57,50,126,60,13,5,5,9,15,362,0,0,0,8,3,18,15,14,0,5,3,3,75,0,0,0,0,0,10,6,3,6,5,0,11,52,37,43,48,283,707,468,188,29,10,13,19,99,1942,3,0,0,8,6,10,8,5,0,0,0,363,409,58,60,67,421,862,1065,919,410,231,191,123,552,4963,4,0,0,6,6,22,165,137,130,133,75,79,754,0,0,0,3,8,47,61,20,19,6,5,17,192,0,0,3,9,18,80,328,198,133,80,64,82,987,0,0,0,0,0,14,31,37,20,23,9,20,158,0,0,0,4,24,139,182,58,33,15,12,31,502,3,0
30701,119,29,1337,3,5,0,16,27,57,50,17,12,16,10,9,216,13,0,3,20,22,95,297,132,72,41,31,21,748,0,0,0,0,10,22,34,24,21,16,13,7,139,11,8,8,37,27,147,93,46,14,21,15,26,447,0,0,5,37,41,68,48,16,3,7,7,11,235,4,0,0,11,3,12,13,0,0,0,0,4,54,0,0,0,3,0,9,11,4,3,8,6,4,46,44,12,21,199,393,227,104,23,8,9,21,86,1147,9,0,0,4,10,8,5,0,0,5,0,289,328,126,38,50,352,566,747,980,559,310,277,215,487,4707,6,6,4,13,11,62,199,199,160,158,130,193,1154,0,0,0,5,4,11,43,19,13,10,3,15,128,0,0,5,19,25,128,407,243,182,119,85,124,1343,0,0,0,3,5,16,46,51,30,33,21,10,213,5,0,4,9,30,174,274,109,39,46,27,50,770,5,3
30702,57,31,1050,0,0,3,22,25,52,66,15,5,5,4,3,202,6,8,5,14,23,90,280,112,72,41,22,13,681,0,0,0,3,5,10,33,15,10,9,8,3,97,4,0,0,19,45,168,149,41,17,21,11,17,500,0,3,8,50,37,84,35,8,0,0,4,13,261,0,0,0,3,3,22,15,4,4,3,0,4,52,0,0,0,3,3,3,17,9,7,0,5,9,47,33,28,24,248,598,328,126,22,5,8,15,79,1511,0,0,0,5,9,15,8,5,0,0,0,296,348,54,58,46,395,780,853,1028,460,266,214,131,461,4756,8,0,4,9,7,33,163,216,155,161,113,120,993,0,0,4,3,12,20,42,16,8,13,4,18,148,5,9,3,8,13,130,431,224,184,130,83,112,1319,0,0,0,3,0,16,68,40,28,27,16,9,204,3,0,0,14,24,199,322,135,35,35,16,56,846,0,0
30703,44,23,826,0,7,4,8,26,66,58,23,8,0,8,0,210,4,6,3,15,25,125,278,102,56,25,15,13,662,0,0,0,0,4,14,31,14,10,3,0,8,94,0,0,7,10,34,152,104,33,11,8,10,19,384,7,0,14,60,62,129,60,10,0,5,8,4,353,5,0,4,7,8,19,18,6,6,0,0,0,72,0,0,0,5,3,5,14,10,7,7,0,8,58,38,41,36,305,804,439,205,54,14,0,9,102,2047,0,0,0,11,17,9,5,0,3,0,0,267,316,73,57,70,448,1013,1046,1042,422,198,121,90,439,5018,3,4,0,7,7,34,206,160,102,123,54,83,785,0,0,3,4,6,45,60,19,8,10,4,19,179,0,0,3,8,16,130,425,203,131,66,44,94,1136,0,0,0,6,0,16,60,29,14,14,4,16,158,0,0,0,15,25,207,268,77,31,19,16,36,700,0,0
30801,129,29,783,3,0,0,5,10,16,24,11,14,4,11,0,97,4,0,0,8,11,39,137,94,63,49,51,12,463,0,0,0,0,0,4,22,10,15,11,4,5,71,0,0,0,4,21,60,99,63,17,39,15,13,328,0,0,5,14,9,22,20,9,0,3,0,10,90,0,0,0,3,0,6,8,3,0,4,0,5,32,0,0,0,0,0,0,8,5,5,3,6,6,26,13,9,5,48,105,69,26,10,3,0,3,29,332,0,0,0,3,4,0,4,0,0,0,0,184,198,25,12,17,94,163,261,505,350,236,247,225,287,2431,3,0,4,5,10,14,89,95,82,154,169,99,729,0,0,0,0,0,11,21,5,13,8,9,9,75,0,0,0,5,4,40,216,167,199,114,185,67,991,0,0,0,0,0,4,43,33,28,36,35,9,191,0,0,0,8,7,81,224,216,34,124,57,44,796,0,0
