STE_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
1,823,43,643,979,1340,8774,35580,36086,17737,31162,19037,2170,154376,184,15,699,2221,2583,8031,5982,2298,994,1490,791,488,25783,329,34,430,1393,2216,15458,26546,13107,6311,9664,2770,1337,79601,91,12,150,427,508,2327,3978,2667,1286,2026,952,717,15150,372,110,757,3280,7352,18260,18391,3493,9299,3102,1265,2326,68012,239,363,2800,8582,6482,10162,6060,1688,1373,1056,547,1098,40453,111,56,330,984,815,1871,1586,352,611,257,126,585,7685,89,0,97,226,217,750,1259,823,477,766,478,600,5777,7854,914,14179,87684,33540,47260,18292,4212,2217,2182,1826,8473,228631,249,22,396,2080,695,993,437,104,87,53,51,38375,43558,10338,1572,20491,107846,55752,113896,118119,64840,40392,51760,27845,56169,669016,612,176,464,656,944,6463,29046,31030,21856,36289,29371,16335,173245,92,45,326,1098,1307,5954,7561,3595,1926,2538,1391,2667,28504,421,255,627,1388,2455,21062,59755,39889,27543,41790,15296,16755,227228,120,44,136,358,543,3227,8563,6785,4667,6918,3821,3278,38467,549,365,1254,4316,8796
2,593,20,442,751,1115,7114,31319,32637,14800,21751,11064,2108,123712,164,16,619,2077,2144,6578,4972,1766,707,1029,557,425,21048,277,18,376,1080,2013,13500,23823,11317,4840,7047,1794,1309,67405,66,8,121,340,407,1944,3514,2332,1070,1383,590,567,12349,349,91,627,2451,6115,14816,14040,2619,6277,2015,808,1991,52198,200,373,2383,6849,5053,8373,4626,1186,1015,757,423,955,32181,93,50,263,788,739,1542,1178,276,455,177,72,545,6177,52,0,81,177,185,709,1198,857,376,584,295,524,5044,5874,705,10608,64493,24932,33774,11870,2732,1442,1400,1246,6662,165743,239,21,364,1704,609,843,338,86,83,37,38,28313,32671,7912,1299,15896,80707,43308,89191,96882,55809,31063,36169,16888,43410,518531,447,123,398,583,799,5044,22647,23161,15609,22944,17154,12521,121423,88,33,289,975,1147,4984,6338,2822,1553,1804,865,2184,23080,368,194,561,1296,2340,19490,56600,34955,22473,31478,10497,15028,195275,86,42,115,302,484,2890,7585,5486,3463,4698,2147,2891,30202,469,334,992,3324,7239
3,717,40,485,827,1076,6741,30405,28960,12606,18796,7774,1892,110316,150,13,462,1526,1807,5715,4072,1524,604,761,417,365,17412,222,24,316,860,1560,11973,21891,10368,4527,5925,1405,1146,60220,72,6,93,309,367,1667,3397,2211,1064,1468,484,563,11706,301,85,510,2032,4826,12934,13075,2343,5949,1516,524,1782,45876,165,224,1677,5962,4406,6522,3540,779,695,476,229,706,25378,88,29,195,633,648,1345,1199,264,513,133,59,422,5525,72,3,64,134,150,577,1029,702,355,505,207,497,4303,3739,542,8020,53315,22142,29516,10498,2217,1242,1080,954,4994,138256,152,11,195,1210,443,626,285,55,63,33,32,31009,34113,5686,980,12016,66806,37425,77611,89395,49422,27613,30686,12080,43379,453104,391,132,334,541,681,4099,20063,22038,14451,21139,12504,9305,105693,59,18,187,620,701,3672,4896,2333,1193,1288,599,1319,16883,246,150,425,854,1424,13193,41305,26007,16584,21880,6274,8786,137126,59,30,74,171,281,2039,5879,4701,2977,4005,1424,1891,23539,271,192,550,1607,4413
4,194,7,155,273,387,2178,10389,9950,4172,5098,1817,476,35096,52,4,188,694,732,2490,1826,515,224,303,170,118,7313,79,8,112,333,687,5061,9064,4097,1460,1894,497,341,23632,25,0,35,98,137,746,1308,811,339,411,129,176,4218,74,22,183,754,1952,5223,4604,798,1654,512,152,510,16429,60,102,666,2679,2043,3092,1574,399,264,196,101,252,11427,22,14,72,249,239,499,443,68,128,47,25,119,1937,27,0,26,62,75,232,444,306,133,187,69,129,1681,1214,166,3088,24992,10387,13743,4160,856,406,387,370,2004,61775,51,7,113,574,217,277,122,16,13,7,16,9739,11148,1802,337,4642,30714,16868,33530,33929,17813,8798,9050,3329,13860,174667,117,38,108,195,240,1350,6729,6904,4622,6173,3479,3204,33149,17,14,83,304,366,1700,2295,869,415,460,184,618,7334,96,59,163,374,656,6325,18458,11045,5979,7570,2220,3831,56774,20,11,28,89,141,1009,2581,1784,1027,1232,414,738,9085,92,79,185,725,1881
5,324,19,148,276,337,1964,10619,14125,7340,13031,6701,779,55668,91,13,239,652,864,2679,2317,953,438,646,322,149,9359,129,13,124,309,564,4384,10348,6008,3174,4797,1079,442,31368,36,3,50,120,147,692,1607,1210,714,1141,449,253,6421,132,27,153,713,1650,5504,6999,1220,4645,1083,442,809,23383,90,105,791,2597,2106,3511,2084,472,541,382,179,403,13266,34,8,110,274,263,647,671,149,396,108,33,210,2901,31,3,29,81,59,285,573,472,277,466,219,214,2701,1866,207,3763,22677,9752,13311,4921,1100,660,559,567,2196,61584,75,5,114,545,182,306,125,49,54,20,23,18715,20219,2814,396,5519,28246,15926,33281,40261,25758,18243,22236,10015,24178,226875,204,44,135,167,199,1157,6081,7839,6097,11127,8473,4863,46375,48,15,81,257,338,1550,2425,1242,791,955,535,814,9041,167,76,185,332,539,4848,18720,13840,11052,15851,5487,5509,76602,34,18,30,92,101,734,2455,2088,1841,2528,1209,1142,12274,217,135,259,723,1713
6,48,0,54,111,140,858,3281,2620,1064,1199,377,131,9885,14,0,69,250,263,799,620,219,54,81,37,40,2439,16,4,49,145,263,1887,2886,1198,507,585,116,109,7765,3,3,19,47,75,302,469,248,98,101,35,48,1451,28,5,61,291,648,1554,1382,252,423,149,26,153,4991,19,40,251,1161,763,1054,620,131,91,39,23,107,4291,9,7,41,132,98,199,143,30,38,6,0,39,727,4,0,10,35,16,93,129,63,26,40,21,33,476,311,57,1086,8711,3239,4404,1352,253,103,130,84,654,20384,18,5,45,237,61,125,44,16,23,6,7,3434,4027,471,114,1684,11117,5563,11280,10925,5021,2432,2344,730,4743,56427,22,5,25,48,62,423,2010,1987,1167,1551,672,1062,9027,5,0,20,102,126,661,875,362,138,143,51,202,2675,17,32,44,101,230,2188,5846,3240,1593,1694,466,1292,16743,5,0,3,33,55,406,871,504,273,283,90,237,2762,13,12,52,202,575
7,27,0,11,32,35,239,1301,1735,965,1307,553,100,6306,7,0,19,46,43,119,139,71,28,42,18,15,535,12,0,6,25,31,259,649,425,207,277,73,29,2011,0,0,9,7,17,54,146,180,83,136,38,29,713,8,0,17,56,128,378,516,136,234,99,26,60,1650,4,8,56,118,74,134,92,31,29,13,0,16,573,5,4,11,25,14,45,41,23,27,7,6,17,222,9,0,4,7,7,14,55,69,28,59,16,21,293,102,22,292,776,299,423,211,46,31,18,10,93,2325,0,3,6,25,20,13,15,6,4,3,0,1576,1676,170,35,432,1121,665,1696,3160,2730,1642,1958,745,1957,16315,17,5,9,29,27,190,849,1282,946,1494,897,540,6286,0,0,26,70,41,148,173,104,61,63,40,69,790,7,3,8,25,41,286,1081,764,511,759,241,253,3967,9,6,4,12,18,69,236,252,209,258,130,99,1280,14,7,33,134,166
8,27,0,4,10,20,192,1395,2806,1708,3363,2104,69,11698,4,0,12,46,49,237,254,195,84,169,64,7,1131,7,0,4,21,45,395,1125,827,483,852,320,23,4099,0,0,0,6,3,67,208,238,126,271,162,19,1118,15,0,22,63,154,590,1038,355,740,448,106,58,3588,6,10,65,188,162,433,499,234,153,123,46,39,1957,9,3,9,23,14,79,108,63,55,54,11,12,439,0,0,0,4,5,23,34,74,44,106,73,6,366,173,23,277,1633,941,2346,1760,531,212,226,126,197,8439,0,0,12,50,23,42,19,7,11,3,4,2159,2320,236,41,408,2043,1427,4395,6442,5319,3610,5623,3014,2594,35151,19,4,7,8,27,115,870,1648,1530,3610,3901,1019,12756,3,0,7,24,44,128,264,264,186,282,149,101,1449,12,9,18,19,41,411,1980,2132,1776,3492,1466,642,12002,0,3,3,5,14,107,381,536,454,893,543,169,3111,5,16,18,67,167
9,0,0,0,0,0,4,13,14,7,10,7,0,59,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,5,4,4,0,0,3,23,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,5,6,8,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,9,9,8,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,4,21,11,31,34,33,25,18,7,29,205,0,0,0,0,0,0,12,13,13,17,9,3,83,0,0,0,0,0,9,3,0,0,0,0,4,17,0,0,0,0,0,3,17,7,8,13,0,3,51,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,3
