STE_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
1,8204,8682,13146,7464,8364,7532,3304,67706,4039,1729,1505,2568,3511,9162,8998,12130,6250,6538,5053,3664,65153,17327,6105,5573,10047,15591,49499,63578,103505,62030,66465,57179,20037,476923,337,144,153,326,494,1441,1374,1497,658,542,431,315,7706,1328,607,593,1245,1783,5185,5472,6475,2851,2628,1886,1494,31553,912,404,403,752,1098,2712,2641,2934,1229,1102,952,736,15856,1948,1014,871,1513,1996,4862,4307,4696,1981,1800,1181,1648,27813,4528,2168,2018,3833,5384,14192,13791,15591,6722,6071,4447,4199,82931,34082,12863,11493,20423,29632,86392,102038,155126,89881,94293,78506,32345,747072,13175,4321,3705,6317,8314,22222,24920,40714,27669,27377,25711,13219,217666,2204,584,534,1006,1622,5556,7228,12705,8796,10063,11577,4046,65920,7140,1640,1760,3496,5818,21688,32047,63622,49185,53475,56314,16972,313169,3611,1011,903,1531,2210,7012,8046,13361,8712,10537,12258,4824,74038,4589,1504,1325,2220,3202,8557,8885,12789,7361,8064,7534,5555,71576,17544,4743,4521,8260,12853,42809,56202,102482,74054,82142,87689,31400,524703,287,99,145,257,424,1253,1439,1624,878,816
2,9005,8874,11331,5033,5149,4162,3166,58701,3480,1639,1518,2618,3391,8484,7561,8553,3560,3196,2268,3152,49429,16021,6506,6306,11590,17425,56307,69891,93602,42095,37820,28970,17981,404519,371,208,221,376,574,1627,1440,1113,402,349,272,319,7284,1184,646,682,1371,2092,5733,5339,4763,1683,1310,1063,1259,27142,929,523,533,947,1349,3265,2730,2260,817,699,660,771,15477,1789,1116,985,1711,2157,4848,3798,3189,1043,843,549,1496,23508,4274,2495,2415,4405,6168,15476,13306,11322,3951,3207,2542,3840,73406,30237,13429,12453,22201,32042,94989,109395,139121,62290,54384,40517,29089,640136,10993,4145,3533,6098,7921,22978,27771,42218,21207,18001,14249,11880,191003,2089,656,619,1248,1892,6412,8368,12463,6282,6211,6340,3592,56167,6870,1890,2033,4108,7102,27314,43533,74315,38621,34695,30464,15453,286386,3605,1288,1060,1861,2693,7868,8631,12650,6571,6732,7193,4373,64533,3948,1541,1419,2295,3070,8084,7953,9633,4450,4323,3809,4768,55296,16514,5379,5130,9515,14763,49677,68487,109057,55926,51967,47799,28175,462382,331,142,171,357,485,1459,1473,1475,596,523
3,5193,5799,8051,4269,3604,2278,1601,36854,2170,1027,903,1701,2306,5946,6193,7760,3568,2856,1585,2027,38042,8637,3758,3548,6899,10550,35421,49345,74237,37742,28399,15977,10755,285274,161,100,82,196,307,919,1010,998,369,263,146,162,4708,787,439,458,918,1326,4139,4891,4628,1687,1133,595,941,21933,395,266,202,446,651,1728,1827,1564,629,472,273,352,8810,1098,619,524,998,1322,3179,2960,2626,924,647,323,868,16088,2451,1425,1268,2557,3609,9964,10687,9807,3606,2516,1337,2333,51540,20136,9086,8057,15123,21538,66087,84362,117069,56749,42260,23734,19120,483329,9334,3734,3261,6011,8258,24973,29789,36630,16028,12229,8175,10007,168424,1091,426,400,822,1404,4984,7042,10039,5149,4173,3197,2230,40969,3787,1352,1384,3107,5545,23192,37384,54530,26549,19885,13073,9275,199073,1776,664,615,1146,1644,5235,6785,9529,4882,4460,3497,2460,42701,2242,961,847,1500,2125,6024,6847,8633,3904,3319,2243,3015,41663,8904,3406,3255,6585,10722,39436,58057,82735,40477,31836,22009,16976,324402,172,92,87,241,342,1171,1291,1196,430,299
4,3068,2794,2930,1182,1046,717,596,16360,930,623,586,1049,1294,2907,2334,2199,847,626,399,649,14440,3917,2295,2202,4546,6533,19740,21977,23504,9395,7151,4452,3408,109127,70,48,78,168,255,590,459,273,74,64,46,73,2211,303,225,248,690,943,2186,1819,1280,350,223,137,317,8725,235,197,215,402,566,1146,866,577,173,161,93,144,4781,540,452,438,751,849,1673,1140,751,179,145,108,341,7368,1143,930,978,2010,2615,5597,4288,2879,782,598,385,874,23082,8921,5378,5070,9766,13009,35011,36035,36093,13864,10391,6356,6128,186021,3788,2027,1767,3090,4134,10893,11055,10118,3847,2813,1978,2864,58369,414,183,249,466,823,2616,3048,3156,1301,1145,868,642,14911,1511,571,751,1773,3318,12488,15977,16565,6601,5182,3478,2670,70887,797,349,352,714,979,2761,2930,3201,1360,1329,1086,851,16716,1006,549,514,981,1312,3085,2776,2543,938,852,647,984,16174,3731,1645,1868,3932,6432,20956,24732,25464,10200,8512,6073,5144,118681,76,38,47,130,243,640,538,360,97,89
5,2763,3024,5033,3044,2968,2272,897,23512,1300,559,523,924,1090,3096,3025,4404,2438,2280,1507,1086,22236,5479,2102,2019,3630,5087,17345,23878,45133,27021,22454,14806,6144,175106,117,65,65,124,182,516,511,665,296,190,133,101,2964,513,244,241,502,681,1927,2555,2962,1272,892,509,434,12738,287,157,168,280,417,1065,1088,1180,453,377,231,233,5939,709,400,354,591,738,1696,1649,1767,694,508,323,493,9925,1622,862,830,1503,2014,5202,5805,6578,2718,1969,1191,1262,31564,12094,4807,4448,7824,10313,31704,40959,71882,41762,33495,21628,10490,291410,5025,1811,1542,2682,3713,12115,16558,21175,9306,7687,5839,5087,92541,661,205,254,368,654,2489,3742,6024,3175,2572,2380,1208,23718,2414,726,709,1589,2573,12130,22269,34645,16555,12962,9470,5489,121535,1076,355,319,596,830,2733,3574,5981,3105,3106,2740,1569,25976,1371,505,489,723,1004,3093,3610,5284,2701,2369,1852,1818,24815,5515,1794,1773,3272,5061,20436,33192,51934,25535,21015,16436,10091,196049,129,50,43,97,170,579,654,754,288,216
6,911,765,552,209,187,91,137,3963,232,205,174,310,408,850,669,484,165,121,64,175,3855,1008,723,789,1647,2559,7019,6643,5248,1689,1271,680,925,30208,24,26,27,72,90,220,119,63,16,4,6,20,701,109,97,106,281,412,893,548,270,73,46,14,85,2939,72,58,81,146,210,376,246,100,44,13,6,39,1385,177,134,122,234,278,480,301,136,41,23,11,94,2045,377,323,346,736,984,1980,1213,567,173,89,41,247,7072,2592,1870,1800,3602,5087,12722,10928,8132,2620,1897,1048,1778,54073,1239,712,675,1186,1544,3999,3445,2849,923,726,515,883,18697,128,74,105,173,311,864,828,727,289,198,148,178,4010,430,283,291,739,1358,4502,4640,4001,1427,965,593,652,19886,201,116,100,223,327,828,726,700,219,196,141,185,3957,251,205,175,356,444,1011,808,620,223,165,114,253,4616,1007,678,669,1491,2440,7197,6997,6052,2156,1516,995,1266,32468,18,25,30,66,104,219,166,105,30,21
7,95,123,204,156,154,118,39,1011,39,15,18,31,45,152,143,228,157,151,108,72,1155,185,81,69,131,210,731,1032,1987,1665,1741,958,360,9156,3,0,0,0,7,25,30,41,19,16,11,8,163,33,17,17,20,31,121,158,202,122,101,45,34,914,10,0,6,5,8,50,54,68,33,29,11,9,292,22,17,14,29,17,88,105,102,43,45,27,26,543,68,39,43,55,69,281,350,411,224,194,95,80,1904,408,201,182,314,451,1533,2029,3452,2718,2772,1491,656,16195,203,74,64,142,183,627,897,1329,693,560,384,278,5435,26,5,15,17,31,89,136,310,254,194,123,54,1236,90,38,39,74,133,554,935,1895,1167,857,489,279,6554,46,7,10,14,30,82,116,260,165,165,107,50,1051,59,22,7,35,43,171,167,272,159,189,123,82,1331,219,72,70,140,230,898,1356,2735,1750,1403,846,468,10175,3,0,0,4,3,32,47,54,23,20
8,387,447,825,547,579,447,111,3981,176,65,46,111,137,325,329,618,345,336,198,110,2809,937,317,295,493,705,2184,3262,7244,4970,4591,2620,826,28448,14,12,8,7,25,56,82,137,56,44,31,11,476,50,34,22,43,78,221,363,539,233,150,77,56,1873,29,20,20,50,56,153,174,254,101,90,35,33,1011,69,39,42,65,92,235,256,336,128,91,35,51,1441,162,107,93,168,248,666,867,1274,523,368,179,146,4798,1811,672,572,964,1387,3988,5776,11637,7319,6423,3657,1321,45523,802,237,187,343,406,1519,2289,3810,2143,1735,1210,526,15213,124,34,34,42,93,256,369,876,719,725,563,159,3987,460,78,108,181,283,1293,2605,5864,4232,3793,2445,839,22174,214,68,47,102,102,374,489,877,570,691,627,168,4333,226,70,52,95,125,370,401,684,397,401,308,184,3311,1027,246,242,418,598,2291,3869,8299,5920,5612,3938,1349,33810,15,4,9,16,21,56,129,164,83,63
9,0,0,5,0,5,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,10,6,6,5,4,6,30,23,25,10,6,5,8,122,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,0,12,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,8,4,0,3,3,0,28,15,9,5,11,16,51,55,36,17,14,7,10,249,5,6,3,5,9,13,10,10,3,4,5,5,78,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,5,4,6,27,11,13,0,0,3,3,78,3,0,0,0,0,5,5,3,0,0,0,0,15,0,0,0,0,0,0,5,6,0,0,0,0,13,3,0,5,8,5,33,17,24,4,0,3,5,113,0,0,0,0,0,0,0,0,0,0
