SA3_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
31601,166,36,374,268,145,142,53,118,15,1321,0,0,4,0,0,8,0,8,4,30,33,63,38,39,35,22,17,26,9,285,40,41,77,54,53,38,27,42,93,465,2713,6301,3001,2857,2298,1349,598,1062,296,20471
31602,260,68,649,383,243,259,69,194,17,2137,0,3,4,5,3,12,0,12,0,48,60,89,57,61,48,31,27,43,9,422,92,88,122,97,76,69,62,84,132,819,3911,8925,5070,4425,3575,1919,1057,1896,436,31212
31603,187,54,503,269,165,159,48,142,26,1558,0,4,0,11,7,8,0,3,0,33,41,55,37,52,37,24,23,37,19,324,51,50,108,83,55,60,19,62,101,586,2912,6131,3576,3141,2432,1414,673,1403,365,22044
31605,202,44,439,192,110,111,30,117,17,1261,0,0,4,3,0,0,0,3,0,15,38,37,31,29,26,27,15,17,9,228,51,46,55,45,28,37,9,30,73,374,2509,4237,2185,1885,1453,1080,340,851,257,14799
31606,175,34,368,199,144,116,59,134,14,1242,0,0,0,0,3,9,7,5,0,24,34,42,56,37,26,18,34,24,7,277,86,41,128,67,50,46,52,75,90,630,2596,4883,3580,2477,2118,1082,820,1364,335,19264
31607,144,30,347,182,125,112,51,132,11,1137,0,0,0,4,0,6,0,0,0,15,26,42,31,17,36,16,22,19,12,219,35,27,83,62,48,36,25,64,80,463,1972,3950,3054,2328,1765,941,680,1270,254,16229
31608,67,18,177,81,57,50,12,70,8,543,0,4,0,3,0,0,0,0,0,19,16,23,13,13,13,12,12,13,3,117,22,10,41,26,22,23,23,28,45,236,1132,1877,1377,979,797,417,288,524,156,7545
31701,336,73,960,595,413,371,124,420,24,3310,4,3,8,12,0,15,3,26,3,87,98,100,83,116,75,50,92,98,30,744,100,93,192,180,119,87,99,208,207,1280,5843,14442,8306,7580,6004,2759,2152,3900,725,51705
31801,74,17,179,105,48,59,54,71,11,612,0,0,0,6,0,3,0,0,0,18,19,14,21,14,7,4,19,22,5,132,69,30,64,58,34,31,74,109,43,511,1397,1943,1994,1322,868,423,824,928,182,9892
31802,453,102,1097,824,433,390,202,412,45,3959,8,8,12,11,15,20,4,24,0,105,137,132,144,177,104,42,87,78,34,924,123,139,284,253,155,116,152,216,292,1727,6927,17260,10629,9993,6915,2900,3031,3294,951,61891
31901,181,33,448,272,139,182,70,233,12,1574,0,0,4,3,4,6,0,6,0,28,34,30,42,41,26,18,40,47,22,304,75,50,121,105,69,60,84,234,141,938,2576,5459,3824,3902,2351,1311,1172,2260,376,23242
31902,100,18,171,118,58,65,47,168,4,755,3,0,0,3,0,4,0,8,0,15,10,14,25,24,23,13,20,24,4,157,93,21,79,51,32,44,47,121,71,568,1747,1977,1687,1651,995,509,680,1293,210,10736
31903,114,23,297,183,101,123,49,186,4,1084,0,0,0,3,0,0,0,0,0,4,31,25,31,26,17,5,32,34,6,214,59,20,96,50,41,54,65,109,81,575,1570,2358,2392,1974,1423,842,815,1310,239,12925
31904,123,20,342,252,98,130,45,131,14,1149,0,0,5,0,0,4,0,0,0,7,22,32,38,43,12,14,23,35,3,218,31,25,72,87,34,51,34,66,83,490,1462,3896,2347,3012,1517,881,567,1053,248,14973
31905,77,15,206,140,81,78,39,106,12,746,0,0,0,0,5,0,0,3,0,13,11,14,21,28,8,10,25,19,9,146,23,22,52,55,34,36,55,81,60,421,977,1862,1750,1875,1184,605,606,886,186,9923
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,11,0,24
39999,11,4,29,26,9,16,14,43,0,146,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,10,4,3,34,5,4,15,7,4,3,9,29,22,99,210,448,278,310,181,120,161,430,60,2209
40101,54,11,205,75,40,28,7,33,5,459,0,0,0,6,4,0,0,0,0,17,29,37,7,26,18,6,4,12,3,147,30,19,22,17,13,10,0,10,22,141,1437,4455,825,1056,1100,512,152,413,148,10091
40102,209,46,507,186,164,110,41,138,19,1415,5,4,0,0,3,0,0,4,0,19,65,89,47,66,56,28,26,24,13,405,108,62,104,62,75,61,40,66,76,653,4982,9609,4418,3351,3181,1376,790,1411,389,29495
40103,79,13,177,58,50,31,8,35,4,463,0,0,0,3,0,0,0,5,0,6,54,78,16,31,48,12,6,6,4,257,30,40,25,17,20,18,5,18,41,213,3174,8468,1111,1276,1925,796,226,494,239,17700
40104,126,20,402,135,101,80,38,89,3,1005,6,0,0,3,8,0,0,6,0,21,30,50,29,42,48,18,25,34,8,272,37,39,54,44,46,46,23,37,49,369,2543,7078,2533,2371,2541,1058,596,1007,256,19989
40105,73,26,227,74,64,38,15,41,8,567,0,0,4,0,0,0,0,4,0,11,44,48,15,32,26,12,14,20,5,218,34,37,30,19,35,6,10,14,36,212,2301,6619,1335,1399,1667,685,316,575,184,15082
40106,67,24,164,53,43,39,20,27,3,435,0,3,0,0,0,0,0,0,0,9,25,50,17,19,22,20,8,12,10,180,30,29,25,12,18,5,10,15,37,179,1961,5277,1132,1105,1362,608,304,470,164,12365
40107,64,12,215,59,51,45,5,43,8,507,0,0,0,0,0,0,0,0,0,7,37,68,10,22,29,21,7,3,10,213,43,39,20,14,25,10,4,3,35,189,2744,7350,1183,1269,1567,718,197,483,199,15710
40201,54,24,206,94,93,83,46,73,9,687,0,0,5,0,0,0,0,0,0,12,16,14,25,19,15,10,21,20,4,141,34,16,55,27,19,25,36,37,44,289,1341,2464,2242,1738,1410,616,573,718,175,11277
40202,139,38,516,218,198,172,106,231,29,1645,0,3,0,9,8,9,0,5,0,40,26,26,54,45,45,24,53,61,21,359,51,25,113,124,71,56,129,157,136,875,2061,3701,4037,4554,2805,1394,1613,2102,475,22744
40203,138,34,505,219,127,101,88,148,10,1367,3,0,0,3,6,0,4,8,0,26,46,57,52,90,54,24,75,94,14,508,38,42,96,63,44,37,57,78,100,558,2931,8260,3511,3981,3148,1344,1419,2120,428,27145
40204,208,51,762,373,262,228,166,335,27,2408,5,0,3,14,9,8,11,18,0,73,62,64,95,143,84,45,114,126,24,736,62,61,185,166,101,81,155,170,194,1166,3492,8076,6431,7066,4809,2138,2515,3313,727,38565
40205,197,63,567,283,243,161,85,145,24,1766,3,4,0,0,4,4,0,6,0,27,62,74,55,85,59,22,45,32,13,445,69,52,92,67,85,49,45,76,122,651,4124,9179,5468,4777,4438,1632,1216,1644,515,32993
40301,55,23,202,87,83,59,27,40,7,583,0,4,0,0,0,0,0,0,0,11,30,45,22,26,35,7,5,9,3,183,32,26,31,35,24,14,7,13,34,224,2259,4771,1440,1555,1500,633,246,428,189,13018
40302,195,59,589,303,227,145,57,165,22,1758,0,10,0,0,9,3,6,3,5,31,62,100,60,77,72,36,29,41,21,493,78,73,99,92,80,42,27,86,139,707,4127,11452,4961,5452,4289,1737,1014,1743,566,35343
40303,149,25,278,112,104,82,20,56,11,831,0,6,0,0,0,0,0,0,0,9,67,92,36,40,48,16,11,23,10,337,60,55,46,48,33,23,20,34,54,377,4253,11034,2516,2567,2715,1082,424,845,294,25727
40304,362,103,1198,561,430,377,125,386,39,3580,7,5,0,11,16,10,3,9,0,70,113,127,112,136,110,43,85,77,42,845,114,92,218,148,126,93,108,164,191,1255,6442,13517,10058,9330,6942,3054,2067,3351,859,55616
40401,263,82,841,362,264,178,122,214,23,2346,4,4,0,7,14,7,5,5,0,46,82,112,73,100,97,45,58,59,15,633,83,87,118,104,87,59,80,101,150,872,5801,13348,5748,5168,5163,2125,1527,2090,624,41602
40402,132,30,415,176,116,109,59,131,9,1174,0,3,3,4,4,0,3,3,3,26,26,47,35,45,33,8,45,38,17,302,43,47,85,67,63,32,48,90,98,572,2190,5116,3082,2894,2302,953,909,1306,368,19120
40403,139,48,521,225,149,96,62,145,15,1393,0,0,0,5,3,0,5,8,0,14,38,61,42,52,50,26,33,34,14,341,55,55,51,64,57,27,34,34,72,449,3182,8529,3144,3594,3077,1314,860,1446,368,25517
40501,96,26,232,98,70,78,32,115,4,750,0,0,0,0,0,0,0,5,0,10,44,18,15,20,21,11,20,45,0,183,47,19,55,36,33,21,31,58,42,339,1974,2514,2048,1483,1284,597,534,1080,158,11671
40502,49,5,140,56,28,25,26,68,7,401,0,0,0,0,0,0,0,0,0,0,15,4,9,14,8,3,6,12,0,77,43,12,17,25,13,5,20,51,22,209,1250,1137,878,744,542,249,311,619,92,5837
40503,58,8,104,59,27,41,42,45,5,378,0,0,0,0,0,0,0,0,0,3,12,11,9,20,8,0,8,7,0,66,27,5,30,28,15,20,33,54,26,236,1037,1437,1044,1087,577,278,418,452,111,6433
40504,42,4,137,59,36,24,19,52,4,382,0,0,0,0,0,0,0,0,0,3,8,3,6,12,9,7,5,6,3,66,39,13,35,32,22,13,17,38,35,244,892,1077,945,941,510,311,287,478,100,5539
40601,120,22,283,169,84,106,68,125,13,994,0,0,0,0,0,0,0,10,0,12,21,19,29,33,13,6,22,25,0,168,96,38,88,87,42,46,63,95,77,636,2188,3305,2707,2276,1375,749,999,1166,245,15022
40602,43,7,126,66,41,24,35,37,0,381,0,0,0,6,0,0,0,6,0,12,14,5,19,18,7,0,13,17,7,109,19,20,55,47,23,18,60,60,40,346,747,1345,1348,1021,618,219,532,509,145,6488
40701,138,16,328,145,74,87,37,112,14,954,0,0,3,0,0,0,0,4,0,8,28,33,22,35,23,8,16,21,4,186,45,17,82,57,40,28,37,63,51,427,2166,2986,2335,2239,1457,818,578,1120,235,13939
40702,167,25,385,220,117,121,56,167,13,1271,5,3,0,5,0,4,4,10,0,25,34,28,25,34,16,9,31,29,4,219,114,30,101,74,45,67,66,170,86,746,3102,3572,3143,2631,1744,1065,944,1777,258,18245
40703,160,27,397,188,103,128,68,216,25,1313,5,0,3,3,4,0,0,3,0,13,36,21,30,32,27,16,32,44,5,234,116,26,107,93,36,45,63,186,80,764,2759,2916,2775,2799,1692,930,865,2079,328,17139
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49999,0,3,12,6,0,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,3,0,4,5,0,0,5,8,11,29,47,114,76,58,42,28,33,71,15,489
50101,204,30,579,215,117,117,77,163,21,1520,3,0,5,6,0,8,0,0,0,25,35,56,36,33,15,25,14,28,10,261,69,45,107,62,46,59,55,82,52,574,2653,4368,3767,2303,1662,1136,890,1605,260,18646
50102,163,47,557,309,204,200,201,242,21,1940,3,6,0,15,0,7,7,17,0,55,38,77,92,58,48,15,106,57,16,501,89,65,211,91,61,71,135,152,154,1031,3180,6923,7517,4251,3278,1591,2467,2638,509,32368
50103,43,9,113,51,40,35,28,63,3,377,0,0,4,0,0,0,0,3,0,12,25,11,12,12,3,0,17,7,3,89,47,18,40,21,25,14,40,37,30,265,1256,1257,1223,774,577,305,443,641,110,6589
50201,222,52,617,346,182,243,165,218,16,2053,3,0,7,8,5,10,0,11,0,45,33,63,79,58,32,9,61,29,16,381,78,51,157,104,67,63,132,118,128,897,2963,5502,6252,4224,2666,1574,2160,1931,447,27731
50301,96,20,145,76,60,42,9,30,4,492,0,7,6,0,0,5,0,3,0,16,71,123,14,43,39,22,12,7,12,332,59,94,33,35,35,22,8,20,65,372,5855,14391,1306,1802,2495,1175,283,556,420,28290
50302,253,60,812,372,161,116,56,157,20,2016,3,3,3,15,3,7,9,18,0,57,118,216,71,86,98,36,31,54,26,732,101,144,102,80,75,37,47,77,140,812,8229,24328,4473,4620,5074,2184,1075,2289,618,52887
50401,199,54,608,303,208,137,109,154,16,1778,0,4,3,4,0,5,0,11,0,28,67,114,83,62,67,38,27,42,9,518,61,75,136,96,73,38,77,69,129,764,4214,11039,4683,3707,3748,1569,1254,1560,444,32217
50402,71,27,212,126,103,73,50,69,0,744,0,0,3,0,4,5,3,0,0,16,31,42,39,39,23,5,23,12,7,236,43,31,73,46,27,23,44,39,68,378,1822,3836,2801,1704,1566,614,675,641,228,13890
50403,324,86,996,597,439,330,327,291,36,3434,0,4,9,10,12,11,7,15,0,68,75,96,131,140,88,53,115,67,21,784,130,88,246,169,145,94,157,155,280,1465,5352,10196,9619,7236,6011,2774,3460,3022,806,48479
50501,352,119,820,481,438,285,117,182,19,2813,4,0,4,10,8,5,5,13,0,54,111,182,113,106,106,49,36,34,20,754,133,147,251,148,147,85,74,121,216,1320,9169,19877,10147,6704,7340,2843,1806,2371,797,61046
50502,404,135,1348,690,455,324,232,345,44,3975,10,9,8,15,12,14,7,18,0,94,146,231,102,156,146,87,84,105,36,1092,167,214,296,212,180,119,119,171,324,1803,11277,28736,10526,8907,8892,4128,2869,4115,1184,80641
50503,455,152,1410,856,666,474,292,434,53,4792,12,10,11,11,3,20,9,18,0,98,107,118,157,165,131,68,113,97,32,990,182,118,382,228,225,126,199,262,414,2130,7610,15657,13706,10099,8381,3832,3755,4485,1107,68636
50601,153,60,581,301,236,152,201,195,17,1893,4,0,0,3,9,3,7,17,3,44,28,60,80,75,47,32,69,46,14,453,73,58,144,77,96,63,111,86,162,865,3074,7398,5808,4354,3595,1544,2192,1894,488,30346
50602,191,78,694,332,167,132,122,156,15,1886,4,5,8,4,0,4,4,12,0,49,42,106,67,59,50,21,44,37,13,434,70,78,127,76,93,42,80,78,145,796,3778,10114,4522,3548,3404,1522,1505,1723,479,30604
50603,180,27,738,303,186,110,188,247,23,1999,4,0,12,12,6,7,7,7,6,47,44,80,71,78,66,33,72,64,25,523,49,81,134,87,65,51,79,120,172,835,3859,12081,5106,4583,4011,1877,2024,2568,587,36690
50604,211,58,825,403,271,232,246,308,25,2577,0,4,9,10,7,7,12,11,0,56,69,78,101,84,71,44,117,63,17,641,72,80,221,126,92,62,140,160,232,1192,3524,9107,7232,5439,4593,2127,2855,2914,638,38424
50605,98,38,302,179,191,98,71,95,10,1085,0,0,0,3,0,4,4,4,0,21,39,45,42,48,25,13,31,15,13,268,69,43,104,44,64,37,77,44,93,568,2522,5017,3869,2275,2452,866,1130,935,303,19375
50606,59,28,206,116,91,58,73,66,11,707,0,5,0,3,0,4,3,3,0,11,10,16,29,22,16,6,36,9,4,147,34,18,63,37,39,15,39,34,72,348,1148,1855,2530,1417,1301,479,824,623,210,10395
50607,66,13,199,90,83,41,18,43,4,562,0,0,0,3,0,0,0,0,0,11,40,77,19,28,37,11,5,13,10,241,33,52,37,39,28,13,5,25,63,296,2906,8196,1564,1529,1934,835,400,583,256,18207
50701,279,80,834,423,278,223,137,203,22,2483,3,12,4,7,0,3,9,3,0,54,68,102,121,90,65,27,58,49,24,603,98,93,249,123,99,62,92,118,194,1126,5317,12958,8207,5138,5093,2028,1970,2280,661,43650
50702,85,20,212,101,51,42,14,37,7,563,0,0,4,4,4,0,3,0,0,16,58,105,27,27,27,12,10,19,5,293,30,45,39,40,16,18,13,29,43,274,2761,7391,1737,1513,1348,605,292,536,196,16372
50703,74,29,321,173,114,92,119,103,7,1030,0,0,0,0,0,0,8,9,0,20,20,23,61,37,26,15,44,24,7,258,26,26,77,54,35,29,82,75,65,471,1196,2936,3034,2259,1654,778,1155,1098,210,14317
50704,179,46,409,231,199,123,45,76,11,1322,5,4,0,4,0,0,3,9,0,30,87,122,53,63,77,35,30,36,19,520,81,100,116,58,85,57,28,55,146,727,6746,16787,4366,3435,4798,1963,883,1268,544,40781
50705,291,88,876,564,293,265,219,249,36,2879,5,3,10,13,6,14,0,13,3,58,72,79,153,105,61,33,88,53,21,663,97,76,262,185,107,86,151,150,186,1302,4366,8197,9647,6746,4401,2102,2702,2720,670,41553
50901,134,29,311,165,109,97,62,125,12,1045,0,5,3,4,6,3,0,9,0,29,33,28,38,45,17,6,18,26,5,225,81,37,102,74,33,43,45,112,54,582,2862,4064,3033,2460,1671,935,883,1621,228,17763
50902,101,10,203,113,99,69,79,97,10,777,0,0,4,9,0,0,0,5,0,23,35,18,31,34,13,9,29,19,0,198,136,28,91,50,48,42,92,106,83,679,2707,2447,2622,1572,1438,586,1101,1221,235,13929
50903,39,8,63,38,27,20,24,32,6,255,0,0,0,0,0,0,0,3,0,5,11,3,10,10,6,0,9,3,0,50,49,8,25,31,12,13,27,43,22,221,1220,878,769,534,472,179,357,482,71,4964
51001,77,20,135,102,79,42,23,59,6,536,0,5,0,0,0,0,0,3,0,16,24,24,21,25,26,3,4,23,8,161,39,67,52,83,47,37,28,68,85,510,1423,2783,1288,1452,1044,378,362,678,201,9608
51002,40,15,113,41,55,25,75,63,3,435,0,0,0,0,0,0,5,4,0,11,13,19,34,13,17,9,31,11,5,150,24,25,101,27,17,17,69,54,64,389,770,1403,2772,614,713,222,1054,611,193,8352
51003,67,17,155,65,68,32,81,53,12,553,4,0,0,0,0,0,0,0,0,5,22,23,57,20,16,5,57,12,8,220,18,24,92,23,33,20,60,46,51,367,1154,1889,3186,860,1018,307,1072,663,211,10366
51101,33,5,83,51,26,24,24,41,7,297,0,0,0,0,0,0,0,0,0,0,4,6,4,9,4,0,6,7,0,34,26,6,33,19,16,18,33,41,21,208,810,847,861,411,488,192,404,373,101,4483
51102,31,3,67,31,28,17,3,29,8,219,0,0,0,0,0,0,0,0,0,4,3,5,11,9,4,0,0,11,0,44,14,17,17,14,11,11,15,21,21,146,421,542,531,387,307,160,134,320,69,2877
51103,77,25,195,89,92,51,127,60,5,716,0,0,0,3,0,5,3,0,0,19,15,12,43,23,5,3,43,12,7,170,29,22,99,47,32,16,92,53,68,460,1165,2355,3048,1070,1029,374,1381,635,178,11240
51104,98,21,261,163,104,82,76,113,7,912,0,3,4,0,0,3,0,5,0,19,34,24,28,33,13,10,9,20,11,181,62,40,93,47,35,29,55,85,67,516,2029,3435,3000,2041,1534,744,990,1187,236,15202
59797,0,0,7,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,0,0,4,0,0,0,0,5,0,7,4,33,67,9,3,0,18,60,6,199
59999,5,5,22,8,11,3,8,12,0,81,0,0,0,0,0,0,0,3,0,6,0,3,8,4,0,0,3,0,0,23,3,0,9,5,0,0,8,5,11,38,80,233,220,161,97,42,89,176,23,1126
60101,39,14,137,77,62,33,24,42,10,437,3,0,0,0,0,0,0,4,0,8,4,12,12,6,7,5,8,8,3,57,18,10,43,29,16,17,15,34,25,207,555,849,1068,926,673,272,267,361,108,5082
60102,131,36,369,219,154,76,44,91,19,1147,5,0,0,5,0,8,0,0,0,18,58,67,32,52,48,15,18,16,7,305,29,39,56,70,45,32,20,43,52,384,2856,6199,3042,2797,2453,919,499,990,278,20034
60103,106,35,463,183,149,90,51,139,17,1230,0,0,12,4,7,5,4,8,0,31,28,40,39,51,35,13,40,36,16,292,46,38,105,100,58,50,50,93,93,632,1721,3660,3186,3404,2130,1137,898,1553,357,18045
60104,82,32,219,115,79,63,19,46,5,659,0,0,3,0,5,4,0,0,0,12,35,38,22,25,26,16,5,9,7,191,26,30,48,33,25,20,15,26,42,263,2091,4817,1841,1635,1516,630,272,610,208,13619
60105,143,26,340,150,84,62,15,91,6,917,3,7,0,9,0,7,0,4,0,21,74,139,34,51,60,21,12,15,12,411,50,62,34,41,44,19,19,32,53,348,3445,10117,2064,2638,2243,1088,403,1071,316,23375
60106,57,13,117,75,61,40,15,43,3,417,0,0,0,6,0,0,0,0,0,7,18,19,8,15,12,10,7,8,7,108,25,20,41,20,24,13,16,33,23,220,827,1292,1150,853,784,302,220,359,107,5884
60201,195,49,589,322,172,184,104,205,17,1841,0,0,0,5,0,8,0,15,0,34,52,63,57,60,38,28,34,36,13,377,51,57,109,81,82,48,69,105,105,706,3352,8152,4052,4280,2913,1508,1199,1860,383,27705
60202,50,6,127,58,49,34,22,57,5,408,0,0,0,0,0,4,0,0,0,3,22,16,18,11,14,7,11,7,6,104,37,17,32,27,23,26,28,48,31,263,1117,1435,1188,849,687,308,379,513,116,6585
60203,88,12,220,112,75,74,46,119,11,755,0,0,0,0,0,3,0,0,0,10,28,18,16,13,14,9,19,15,3,124,72,24,62,35,22,26,47,81,54,421,1739,1993,1854,1363,987,505,626,920,190,10170
60301,28,5,52,31,16,16,16,17,0,188,0,0,0,0,0,0,0,0,0,0,6,5,8,7,6,3,10,5,3,50,11,11,34,22,15,11,21,27,17,171,532,477,604,502,329,132,212,289,67,3142
60302,55,10,128,53,42,29,10,48,9,380,3,0,0,3,0,0,0,3,0,10,20,28,8,11,8,0,8,12,6,105,35,9,42,29,14,15,17,45,31,240,1008,1684,1102,783,644,269,255,552,124,6427
60303,31,0,57,32,14,12,3,22,0,175,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,8,0,24,20,9,10,6,6,4,6,13,16,77,348,347,301,263,175,73,57,251,37,1857
60401,107,29,291,171,72,91,48,114,8,939,0,0,0,3,0,3,0,3,0,13,22,21,28,32,12,16,19,30,3,178,59,19,80,65,37,40,56,84,67,511,1614,3166,2466,2204,1391,708,819,983,233,13576
60402,113,23,344,188,76,92,52,132,6,1032,0,0,0,0,0,0,0,0,0,5,24,21,17,26,20,6,18,22,8,170,57,25,76,68,37,42,50,89,63,516,1713,2866,2553,2224,1323,700,713,1227,200,13518
60403,40,9,92,59,28,33,18,69,4,356,0,0,0,0,0,0,0,0,0,7,7,5,6,5,0,3,13,8,0,48,37,15,34,17,14,19,32,52,20,244,849,766,792,584,393,189,341,632,82,4627
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
69999,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0,9,12,45,34,22,20,10,7,28,5,181
70101,103,27,305,130,70,39,26,48,6,739,3,0,3,3,0,3,0,0,0,19,46,43,29,36,16,3,17,9,3,205,29,38,38,50,48,20,12,24,57,322,2272,4216,1600,1746,1533,607,326,600,223,13137
70102,90,39,300,175,128,69,33,90,4,940,6,3,0,7,5,5,0,0,0,20,58,64,44,70,40,13,18,30,14,349,51,53,92,88,68,28,26,55,106,559,2562,6885,2703,2962,2429,917,659,1015,321,20460
70103,44,19,79,51,59,28,27,31,0,338,0,0,0,0,0,0,0,0,0,10,23,19,23,18,21,6,8,10,3,131,36,20,74,36,38,19,30,25,28,309,1099,1274,1642,844,976,239,399,369,149,6993
70104,87,30,209,148,136,69,41,80,10,821,0,4,0,3,3,0,0,5,0,17,36,24,37,57,40,8,17,22,9,239,33,19,63,66,49,25,39,39,66,403,1562,2712,2497,2295,1923,655,593,595,242,13067
70201,96,35,195,155,107,56,25,75,7,761,0,3,0,7,6,0,0,0,3,16,20,46,24,54,17,8,3,16,7,191,43,57,59,112,35,23,24,67,83,502,1582,3528,1488,2114,1246,426,289,607,254,11528
70202,7,5,18,10,5,0,0,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,6,3,24,0,3,3,9,14,76,182,276,148,208,107,22,36,148,19,1145
70203,10,7,50,25,20,10,3,14,0,134,0,0,0,0,0,0,0,3,0,3,7,4,0,0,4,5,0,4,0,25,19,45,18,43,18,3,16,27,38,218,368,616,283,373,192,71,96,188,44,2229
70204,12,5,28,16,12,8,5,4,0,100,0,0,0,0,0,0,0,0,0,4,5,9,4,10,8,0,6,3,0,38,11,25,23,22,12,6,14,5,27,147,285,696,358,317,220,68,139,88,51,2214
70205,26,10,72,31,32,4,8,28,0,214,0,0,0,3,0,0,0,3,0,12,13,4,10,14,0,0,6,9,0,54,21,25,30,44,19,15,10,48,40,251,628,1055,686,791,478,149,135,347,91,4354
79797,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,15,0,40
79999,0,0,6,0,0,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,5,0,0,0,12,8,26,44,104,33,42,35,18,16,73,13,378
80101,188,68,561,250,273,138,64,122,20,1693,0,5,4,0,7,3,3,6,0,32,153,171,47,91,128,30,27,38,27,706,73,105,79,85,95,44,40,59,153,741,7542,15262,4637,4621,5796,1804,842,1592,835,42935
80103,5,0,5,0,3,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,10,94,81,61,47,45,15,11,33,9,403
80104,212,78,630,234,282,96,72,108,26,1744,4,5,5,4,7,10,3,5,0,29,141,133,48,93,101,38,27,28,24,623,84,109,96,93,90,41,24,52,192,795,6965,13243,3765,4289,5568,1629,814,1246,815,38327
80105,98,33,205,105,83,39,11,30,3,616,3,7,0,4,3,5,0,0,3,29,197,235,24,44,91,17,4,22,28,656,56,81,30,49,46,17,12,27,86,388,6591,12801,1532,1957,3146,780,235,743,595,28387
80106,46,16,89,47,39,18,7,16,4,286,0,0,0,0,0,0,0,0,0,4,90,128,6,25,47,10,0,4,12,331,39,42,13,17,21,12,8,5,25,177,3892,7106,611,866,1610,400,103,193,344,15123
80107,194,71,453,240,322,108,58,111,27,1579,0,0,4,5,8,5,0,6,0,25,97,118,49,55,102,21,33,18,22,508,69,73,112,66,105,41,44,58,125,686,5905,10353,4324,3500,5476,1107,813,998,717,33192
80108,40,13,67,44,45,22,5,17,4,260,0,0,0,0,0,0,0,0,0,4,46,52,9,15,31,4,6,9,6,174,19,28,16,21,16,5,4,11,18,138,2159,3730,790,729,1187,238,123,202,172,9334
80109,53,22,183,81,67,23,18,41,9,487,6,4,0,0,0,0,0,0,0,13,97,89,15,18,38,3,13,15,15,298,33,54,17,17,28,15,6,20,48,237,3552,6968,1209,1431,1974,556,235,655,314,16891
80110,17,11,69,25,24,12,8,11,4,182,0,0,0,0,0,0,0,0,0,4,18,21,4,8,16,4,0,9,4,84,15,5,7,11,17,0,0,5,15,79,1046,2589,417,523,734,198,81,139,113,5840
