SA3_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
12501,561,44,16,55,613,473,8,1095,3,0,0,3,11,0,0,0,11,3,16,33,934,339,192,29,1495,75,23,97,1598,603,29,2223,195,31,20,3,250,5,6,6,255,33,0,283,107,52,23,0,182,5,0,5,186,46,0,232,22,6,21,0,52,0,0,0,57,4,0,63,0,0,0,4,8,0,0,0,10,0,0,13,320,93,66,13,487,10,6,13,501,87,0,590,6,0,0,0,6,7,0,7,13,5,0,17,9,3,4,0,15,8,6,12,22,3,0,27,12,9,4,0,23,8,6,15,35,7,0,47,339,95,71,12,513,20,10,24,542,92,0,635,154,82,48,3,293,18,5,24,321,265,0,584,0,0,0,4,7,0,0,0,6,0,11,23,492,182,112,21,809,42,15,55,866,366,17,1243,246,33,17,0,300,17,4,18,317,58,0,377,153,64,25,0,239,6,0,11,255,45,0,304
12502,457,19,5,22,486,186,0,668,0,0,0,3,3,0,0,0,3,0,9,9,1402,312,217,38,1965,57,11,69,2035,298,14,2346,367,53,30,0,452,7,0,7,466,45,0,511,274,85,31,4,389,7,0,8,400,45,4,441,34,13,25,0,69,0,0,0,70,7,0,77,3,0,0,3,11,0,0,0,11,0,0,7,677,150,86,10,919,16,0,18,941,99,3,1048,11,0,0,0,19,0,0,0,21,0,0,20,13,0,0,0,16,7,0,7,24,6,0,27,24,3,0,0,28,12,0,12,39,5,0,46,698,156,86,12,951,25,0,28,982,111,3,1094,165,48,28,0,249,14,4,14,262,92,0,360,0,0,0,3,3,0,0,0,3,0,0,6,865,204,115,19,1205,37,8,40,1250,198,12,1463,447,72,24,3,549,0,0,0,552,48,0,602,306,114,33,3,457,8,3,12,469,68,0,528
12503,1154,88,21,115,1263,1393,15,2672,0,0,0,18,24,0,0,0,23,13,42,84,1842,582,477,116,3017,153,41,189,3203,1702,65,4970,421,59,63,0,534,9,4,16,549,96,0,650,309,109,54,4,476,13,4,24,493,101,0,595,50,15,60,0,122,4,0,6,131,21,0,151,3,0,0,3,10,0,0,0,12,4,5,20,778,179,178,7,1144,24,11,42,1183,225,9,1419,16,6,4,0,19,0,0,0,21,7,0,29,10,0,4,0,18,0,8,9,29,12,0,42,24,7,8,3,40,5,8,14,52,17,0,66,799,185,182,12,1183,35,25,53,1239,243,9,1487,359,167,123,34,685,53,15,64,751,871,9,1632,3,0,5,13,16,0,0,0,20,15,34,63,1163,353,310,56,1886,92,36,124,2011,1126,44,3178,587,81,69,8,741,17,4,20,761,143,0,906,325,117,69,6,515,12,3,14,531,124,0,656
12504,772,21,8,31,802,268,9,1077,10,0,0,9,24,0,0,0,24,4,15,42,2959,473,243,61,3737,102,14,121,3851,449,34,4334,697,79,63,3,840,20,0,26,865,55,0,919,352,81,46,3,479,7,0,7,492,42,0,529,53,20,27,0,105,0,0,0,105,4,0,112,3,0,0,10,11,0,0,0,11,0,0,14,1108,180,137,17,1440,28,4,37,1474,100,3,1575,30,6,0,0,34,10,0,10,39,3,0,45,22,3,0,0,24,5,0,5,28,0,0,26,46,9,3,0,57,11,0,11,71,0,0,74,1156,193,135,17,1499,42,4,50,1543,104,3,1649,232,59,25,11,335,11,9,21,353,155,6,512,0,0,0,0,4,0,0,0,4,0,6,15,1388,252,165,32,1838,56,10,65,1903,255,15,2173,822,107,56,6,993,31,3,36,1033,84,0,1112,440,119,47,4,620,13,0,15,635,53,0,688
12601,340,10,3,8,353,67,0,417,3,0,0,3,8,0,0,0,8,0,5,9,1510,233,80,18,1843,43,16,63,1902,142,10,2052,442,48,18,0,511,4,5,13,522,24,0,543,269,58,9,0,335,14,0,15,347,16,0,363,28,3,12,0,43,0,0,0,42,0,0,42,0,0,0,0,3,0,0,0,3,0,0,4,741,107,36,0,890,23,0,26,918,41,0,958,15,0,0,0,23,5,0,5,28,0,0,28,17,3,0,0,19,0,0,0,18,0,0,18,30,5,0,0,40,5,0,5,47,0,0,47,778,116,35,0,929,30,0,30,964,41,0,1002,157,34,9,4,203,8,0,11,211,40,0,254,0,0,0,0,5,0,0,0,5,0,8,11,934,148,46,8,1132,36,4,41,1173,82,5,1263,551,70,12,0,635,12,0,15,656,40,0,696,375,56,14,0,443,0,0,0,447,20,0,469
12602,576,7,0,8,587,118,6,705,8,0,0,4,10,0,0,0,10,0,14,23,2655,460,149,38,3296,68,10,72,3373,267,21,3657,753,80,33,0,866,21,0,26,891,64,3,951,501,140,26,5,672,6,0,4,677,34,0,714,53,13,28,0,97,3,0,3,99,3,0,100,6,0,0,4,12,0,0,0,12,0,0,12,1317,237,85,15,1648,29,7,33,1678,102,3,1788,24,5,0,0,30,4,0,4,39,5,0,40,23,8,0,0,33,0,0,0,32,0,0,36,54,8,0,0,66,12,0,12,73,5,0,74,1364,246,84,15,1710,35,7,40,1747,104,3,1859,259,60,21,6,344,7,0,3,346,88,0,434,0,0,0,3,4,0,0,0,4,0,4,9,1625,308,104,22,2057,41,5,46,2103,197,10,2308,993,124,38,4,1165,27,3,35,1195,94,0,1294,669,160,28,4,867,16,5,16,882,54,0,935
12701,975,59,24,84,1060,772,5,1839,5,0,4,13,17,0,0,0,20,5,26,52,2474,677,418,79,3648,132,43,175,3822,1036,47,4906,620,103,69,0,793,17,3,18,811,74,0,892,429,138,80,0,650,7,0,11,660,78,0,738,79,18,47,0,152,3,0,3,157,14,0,171,8,0,0,8,20,0,0,0,21,4,3,26,1137,254,204,19,1613,28,4,36,1644,174,4,1828,28,7,3,0,37,13,3,14,47,3,0,55,28,3,4,0,38,3,3,6,43,7,0,53,53,12,10,0,76,17,8,20,94,14,0,111,1189,264,214,19,1689,38,12,52,1746,192,4,1935,348,181,88,17,635,38,8,47,680,535,3,1220,0,0,0,7,12,0,0,0,12,0,15,24,1538,446,309,45,2337,79,23,98,2433,721,25,3181,832,132,101,4,1071,21,5,18,1093,118,3,1214,492,177,78,6,753,11,4,16,766,123,0,883
12702,1182,63,43,107,1287,1673,10,2972,3,0,0,16,25,0,0,0,25,12,35,73,1715,617,471,89,2901,130,78,209,3108,2049,61,5219,414,37,41,4,495,19,0,18,514,103,7,624,314,124,63,4,502,5,3,10,514,128,0,641,69,15,59,0,142,0,0,7,146,34,0,183,3,0,0,11,10,0,0,0,10,4,10,25,797,178,162,15,1154,34,0,37,1190,266,13,1466,19,4,0,0,21,6,0,8,30,8,0,42,13,8,4,3,30,10,12,21,51,17,0,60,33,12,7,3,55,17,13,25,84,18,0,98,826,194,166,18,1200,51,17,66,1270,292,13,1564,402,216,137,22,778,42,37,84,857,1190,12,2054,0,0,0,8,9,0,0,0,9,10,23,39,1231,411,299,47,1988,90,58,147,2134,1485,41,3657,581,77,80,7,741,25,3,26,770,147,0,918,408,171,77,3,662,17,4,21,682,160,5,845
12703,840,51,21,71,913,702,5,1615,3,0,0,7,11,0,0,0,11,5,30,43,2075,520,369,76,3041,117,27,144,3182,1002,53,4237,558,87,54,7,709,15,0,15,719,92,0,814,360,95,59,0,516,13,3,14,534,85,0,615,86,17,53,0,152,0,0,0,155,18,6,174,9,3,3,14,22,0,0,0,22,6,4,33,1009,201,164,26,1395,27,3,27,1424,202,9,1632,26,5,0,0,31,10,0,10,34,6,0,45,25,5,0,0,28,3,0,4,35,9,0,44,46,15,0,0,62,16,0,16,75,14,0,89,1051,213,167,26,1458,42,4,43,1503,213,9,1720,298,115,96,24,527,26,17,47,576,441,0,1013,7,0,3,0,10,0,0,0,10,3,10,21,1353,329,262,53,1993,70,24,88,2084,657,21,2760,748,101,99,6,952,26,0,30,980,122,3,1108,429,129,80,3,640,19,4,19,662,114,0,775
12801,427,6,0,6,432,51,3,487,3,0,0,4,7,0,0,0,7,0,4,19,2405,452,142,31,3032,33,5,37,3073,174,14,3263,654,94,39,3,784,16,0,11,797,35,5,839,657,154,40,3,858,14,0,16,869,29,0,895,91,24,14,0,132,0,0,0,136,12,0,147,3,5,0,7,17,0,0,0,17,0,0,20,1405,274,94,17,1792,27,4,25,1818,82,4,1903,5,0,0,0,3,0,0,0,7,0,0,7,11,0,0,0,10,0,0,0,12,0,0,14,9,4,0,0,16,7,0,4,16,4,0,22,1419,280,94,17,1811,27,3,30,1838,84,4,1924,209,42,14,9,270,8,3,10,277,48,0,331,0,0,0,0,3,0,0,0,3,0,5,7,1625,323,112,25,2080,35,3,40,2122,136,8,2261,906,143,49,0,1102,15,0,15,1114,59,0,1177,799,203,45,10,1046,15,11,28,1077,46,0,1118
12802,382,12,0,12,388,66,0,458,6,0,0,0,5,0,0,0,5,4,5,14,2926,494,155,29,3609,36,0,43,3650,190,15,3852,788,97,42,0,929,16,0,18,946,39,0,983,806,135,40,3,986,4,0,6,991,28,0,1018,114,27,23,0,167,0,0,0,167,8,0,167,4,3,0,7,13,0,0,0,13,0,0,14,1711,264,100,16,2091,19,0,20,2114,72,0,2183,9,0,0,0,13,0,0,0,13,0,0,13,13,3,0,0,14,0,0,0,14,0,0,14,19,3,0,0,27,0,0,0,27,0,0,29,1733,264,98,16,2117,19,0,20,2140,74,0,2210,199,25,15,7,246,3,0,3,248,45,0,294,0,0,0,0,4,0,0,0,4,0,9,11,1933,292,119,19,2362,21,0,27,2386,114,11,2518,1086,138,48,3,1277,18,8,25,1304,60,3,1362,957,152,54,5,1166,7,0,6,1170,42,0,1211
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,402,13,3,19,422,69,0,491,0,0,0,0,4,0,0,0,4,0,13,12,2449,322,55,21,2842,34,6,44,2886,176,14,3073,595,75,14,0,679,0,6,3,684,30,0,720,700,97,7,3,814,5,4,10,827,38,0,864,51,3,6,0,55,0,0,0,55,4,0,58,3,0,0,5,8,0,0,0,8,0,7,15,1354,176,22,8,1560,7,10,16,1572,79,9,1657,6,0,0,0,6,8,0,8,10,0,0,12,21,4,0,0,23,0,0,0,26,0,0,25,26,4,0,0,32,5,0,5,37,3,0,38,1382,178,22,9,1590,13,10,24,1612,82,9,1695,175,37,5,8,224,11,0,11,231,59,0,293,0,0,0,0,4,0,0,0,4,0,7,4,1560,215,29,14,1818,22,10,29,1846,134,11,1997,789,90,14,3,897,3,0,7,897,44,0,947,807,129,19,6,954,15,8,13,974,36,0,1007
20102,128,0,0,0,128,20,0,144,0,0,0,0,0,0,0,0,0,0,0,0,589,120,17,15,748,6,0,6,752,49,0,807,152,30,4,0,189,5,0,5,190,7,0,199,208,28,0,0,239,0,0,0,239,12,0,252,16,3,0,0,18,0,0,0,18,0,0,17,6,0,0,3,5,0,0,0,5,0,0,5,378,66,3,11,452,5,0,5,458,17,0,475,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,383,66,3,11,455,5,0,5,461,17,0,482,57,9,6,5,71,0,0,0,69,12,0,81,0,0,0,0,0,0,0,0,0,0,0,0,440,68,3,13,530,9,0,9,535,35,0,565,184,39,4,3,227,3,0,3,228,10,0,241,206,41,0,6,258,3,0,8,267,11,0,278
20103,94,0,3,7,100,34,0,132,0,0,0,0,0,0,0,0,0,0,6,6,404,70,16,15,513,3,5,12,520,56,3,579,102,18,0,0,127,0,0,0,128,3,0,133,130,27,7,0,158,0,0,0,165,11,0,178,3,0,0,0,4,0,0,0,4,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,240,42,4,9,295,0,6,6,299,22,0,321,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,7,241,45,4,9,305,0,6,6,307,22,0,325,45,12,4,3,59,0,0,0,59,23,0,84,0,0,0,0,0,0,0,0,0,0,8,6,287,58,7,7,361,0,6,3,367,40,8,418,117,17,6,0,142,0,0,0,142,12,0,153,136,31,6,0,175,0,0,4,178,12,0,194
20201,333,10,0,10,343,80,0,423,3,0,0,0,7,0,0,0,7,0,7,15,1940,246,53,29,2269,30,5,39,2305,163,14,2488,494,54,11,0,560,7,0,10,570,27,0,595,590,98,12,5,697,6,0,6,708,24,0,736,30,3,4,0,36,5,0,5,35,4,0,44,8,0,0,6,13,0,0,0,13,5,3,22,1119,151,26,12,1315,17,3,20,1332,62,5,1392,4,5,0,0,9,0,0,0,10,0,0,10,22,4,0,0,25,0,0,0,26,3,0,32,26,3,0,0,33,0,0,0,39,3,0,41,1146,156,26,12,1340,17,3,24,1367,65,5,1437,153,28,5,0,188,4,0,8,198,68,0,268,0,0,0,0,0,0,0,0,0,0,5,13,1303,187,32,17,1532,23,7,32,1566,131,12,1707,684,82,19,0,777,4,5,7,790,36,0,826,673,110,13,0,803,4,0,3,802,32,0,838
20202,131,0,0,0,133,24,0,155,5,0,0,0,3,0,0,0,3,0,0,8,1059,181,36,26,1304,9,7,17,1317,78,4,1395,247,38,9,0,290,0,0,5,291,19,0,315,297,48,16,4,364,5,0,5,370,19,0,386,24,0,0,0,32,4,0,4,36,0,0,37,0,0,0,8,10,0,0,0,10,0,0,11,569,92,25,15,699,3,0,10,707,38,0,745,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,7,0,0,0,7,0,0,7,581,90,25,15,709,3,0,10,719,38,0,754,58,16,7,0,82,0,0,0,81,17,0,103,3,0,3,0,6,0,0,0,6,0,5,7,639,110,36,15,796,3,4,10,806,54,5,864,337,47,21,6,407,0,0,0,412,26,0,436,356,99,15,3,473,5,4,5,481,30,0,511
20203,38,0,0,0,38,12,0,54,4,0,0,0,4,0,0,0,4,0,3,3,266,29,9,10,319,0,0,5,323,29,3,352,61,4,0,0,69,0,0,0,69,7,0,74,68,3,0,0,76,0,0,0,76,0,0,77,3,0,0,0,7,0,0,0,7,0,0,7,5,0,0,3,14,0,0,0,14,4,0,14,143,10,7,11,164,0,0,0,164,10,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,143,10,7,11,164,0,0,0,166,14,0,174,18,5,0,0,25,0,0,0,28,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,162,11,7,9,185,4,0,4,192,16,0,213,67,0,0,3,70,0,0,0,74,5,0,83,105,10,0,0,116,0,0,0,116,7,0,119
20301,108,0,0,0,108,14,0,119,0,0,0,0,0,0,0,0,0,0,0,0,626,68,15,19,728,0,0,5,729,34,4,770,154,11,6,0,175,0,0,0,175,9,0,186,195,32,8,0,233,0,0,0,234,5,0,239,11,0,0,0,15,0,0,0,15,0,0,21,0,4,0,4,3,0,0,0,3,0,0,8,360,45,15,7,429,0,0,0,433,19,0,449,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,368,45,15,7,436,0,0,0,438,19,0,456,56,3,0,5,64,0,0,0,64,8,0,65,0,0,0,0,0,0,0,0,0,0,0,5,425,56,16,7,501,0,0,0,502,22,4,523,212,20,0,0,237,0,0,0,236,10,0,253,236,27,12,3,283,3,3,5,284,9,0,292
20302,678,11,9,19,699,156,0,852,0,3,0,3,6,0,0,0,6,0,14,18,3817,636,93,41,4590,54,16,68,4657,322,24,4999,880,115,14,8,1018,18,6,21,1037,48,3,1089,1242,140,17,7,1408,19,4,21,1431,45,0,1473,57,7,9,0,69,0,0,3,71,10,0,80,3,3,0,8,16,0,0,0,16,0,0,16,2186,261,43,19,2511,34,7,40,2548,98,3,2654,8,7,10,0,18,3,0,3,23,3,0,27,33,0,0,0,37,3,0,3,42,0,0,39,45,8,10,0,57,7,0,7,59,11,0,69,2228,270,48,19,2565,43,7,46,2612,108,3,2724,348,77,11,5,442,10,0,11,451,111,0,560,5,0,0,4,11,0,0,0,11,0,8,19,2585,347,59,28,3017,53,7,62,3074,215,12,3301,1216,151,26,7,1398,26,5,28,1430,71,3,1505,1484,180,27,3,1689,19,0,22,1712,63,3,1780
20303,306,4,0,4,311,45,0,362,0,0,0,0,0,0,0,0,0,0,5,3,2201,317,69,39,2629,16,11,24,2653,109,11,2775,494,73,16,3,582,10,0,14,596,32,0,630,642,109,15,8,772,8,0,12,780,19,0,795,29,9,12,0,46,0,0,5,51,3,0,48,3,0,0,15,21,0,0,0,21,0,0,22,1162,186,40,28,1423,23,3,24,1446,55,0,1498,9,4,0,0,11,0,0,0,13,0,0,13,9,0,0,0,13,0,0,0,13,0,0,13,16,4,0,0,25,0,0,0,24,0,0,24,1185,192,40,28,1444,23,3,24,1471,55,0,1522,133,21,3,6,165,0,0,0,171,27,4,200,5,0,0,0,5,0,0,0,5,0,0,6,1318,216,44,32,1613,23,3,23,1643,82,8,1731,613,96,11,3,725,7,5,11,732,35,0,772,714,126,16,9,861,4,0,6,871,28,0,903
20401,189,6,0,6,197,45,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1093,149,30,28,1300,19,6,23,1324,81,3,1407,267,32,5,3,306,0,0,3,308,15,0,325,304,47,12,0,359,6,0,5,368,20,0,386,7,9,5,0,15,0,0,0,15,0,0,14,3,0,0,9,8,0,0,0,8,0,0,8,581,80,19,14,693,3,3,9,702,33,0,740,8,0,3,0,5,0,0,0,5,0,0,5,6,0,0,0,10,0,0,0,10,0,0,17,9,0,0,0,16,0,0,0,16,0,0,23,588,84,25,15,713,3,3,9,723,36,0,762,82,21,6,5,114,3,0,3,115,34,0,146,0,0,0,0,0,0,0,0,0,0,0,7,671,101,29,24,830,7,3,11,840,72,6,914,364,39,9,8,412,9,5,9,419,22,4,442,329,62,15,9,425,0,0,0,425,21,0,441
20402,141,4,0,4,143,31,0,170,4,0,0,0,4,0,0,0,4,0,4,11,884,139,33,20,1079,12,0,13,1093,68,6,1166,241,26,7,0,278,4,0,4,282,15,0,296,258,44,4,9,312,0,0,4,315,14,0,330,21,5,0,0,21,0,0,0,21,0,0,22,4,0,0,6,5,0,0,0,5,0,0,5,518,76,13,13,616,3,0,7,626,30,0,650,6,0,0,0,6,0,0,0,3,0,0,3,3,0,4,0,4,0,0,0,4,0,0,4,9,0,4,0,5,0,0,0,7,0,0,7,528,76,10,13,626,3,0,8,631,30,0,662,60,7,0,0,70,0,0,0,72,22,0,91,0,0,0,0,0,0,0,0,0,0,5,5,577,83,15,18,698,3,0,6,706,50,5,761,338,31,6,0,379,5,0,5,381,22,0,403,346,54,5,4,413,0,0,0,419,9,0,426
20403,204,3,8,12,207,54,0,264,0,0,0,4,3,0,0,0,3,0,9,11,1570,209,62,29,1869,21,8,35,1905,134,10,2045,496,51,9,0,558,5,0,7,563,29,0,593,461,65,10,3,538,6,0,6,546,30,0,576,26,0,3,0,29,0,0,0,29,0,0,30,3,4,0,6,17,0,0,0,14,0,0,21,986,121,23,12,1147,4,0,7,1149,67,5,1218,4,4,0,0,4,0,6,3,8,0,0,8,7,0,0,0,12,0,0,0,7,3,0,15,9,4,0,0,14,5,0,6,16,3,0,22,997,127,23,12,1159,9,5,13,1173,69,5,1240,93,20,9,0,121,0,0,0,124,45,0,167,0,0,0,0,0,0,0,0,0,0,0,3,1088,147,31,13,1280,12,9,18,1295,112,8,1416,591,60,12,3,665,3,4,5,671,33,0,712,537,83,16,4,634,10,4,7,646,24,0,674
