SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
21601,102,102,78,52,13,0,488,3,87,106,116,112,76,31,0,531,124,649,639,535,400,320,111,19,2791,93,327,433,529,547,396,177,38,2550,570,1240,1140,1293,1341,836,321,83,6831,74,67,71,49,70,27,14,5,375,24,44,61,84,109,77,29,13,438,677,1359,1271,1427,1515,942,361,94,7644,3,15,19,17,19,26,29,4,131,329,317,329,412,527,579,538,355,3385,1249,2878,2896,3130,3197,2386,1263,520,17524
21602,64,60,47,37,15,3,320,5,61,74,78,88,66,16,0,386,64,477,397,345,272,248,93,21,1923,85,297,313,383,395,347,159,31,2008,411,903,912,955,959,697,317,65,5223,38,53,65,45,52,43,16,0,324,16,41,44,64,93,67,37,0,377,469,1000,1023,1076,1106,813,370,71,5920,6,11,19,12,23,22,22,3,113,279,286,279,344,395,522,442,218,2768,919,2215,2168,2293,2316,2051,1114,353,13438
21603,386,259,181,111,31,7,1490,20,236,274,271,216,145,30,5,1198,297,1590,1274,875,678,520,159,37,5440,246,894,980,916,838,564,233,56,4734,971,2071,1778,1851,1662,1012,414,92,9843,168,137,110,110,66,57,14,0,662,66,100,123,162,135,98,53,14,752,1202,2309,2004,2133,1862,1171,475,112,11259,20,46,47,24,36,32,13,9,234,725,867,757,748,795,747,758,477,5874,2558,6416,5725,5225,4606,3288,1709,695,30231
21701,122,118,93,99,21,6,607,13,69,116,121,148,111,28,7,610,107,563,574,536,447,420,150,22,2820,70,331,430,482,526,486,168,46,2557,553,1104,1028,1244,1352,827,270,76,6448,103,74,81,63,70,39,9,0,440,20,47,62,97,97,93,33,9,470,673,1226,1170,1401,1522,956,315,84,7349,10,0,15,13,28,37,20,11,136,285,247,313,368,485,593,468,270,3033,1167,2564,2745,3043,3254,2713,1182,443,17108
21703,142,143,150,121,28,3,721,15,77,110,110,130,128,32,3,602,115,669,620,571,483,514,166,34,3173,75,357,404,514,599,495,190,46,2674,536,1244,1196,1220,1258,706,254,52,6470,70,69,77,55,55,45,10,3,377,24,55,53,77,95,85,34,5,437,632,1375,1325,1355,1405,838,293,65,7290,0,25,17,17,19,31,15,8,132,336,332,347,413,508,558,455,263,3202,1179,2969,2956,3123,3295,2683,1175,416,17796
21704,310,264,265,189,54,10,1415,21,161,240,258,234,182,40,6,1141,203,1299,1280,1019,827,689,224,61,5598,129,619,717,793,795,659,277,60,4051,786,1740,1688,1632,1449,816,318,77,8510,115,101,79,77,86,55,15,5,536,38,57,73,129,128,111,56,18,610,941,1896,1840,1835,1666,984,387,102,9654,5,27,21,17,27,26,26,9,162,430,439,461,459,526,614,545,334,3810,1746,4745,4869,4646,4339,3341,1560,588,25833
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3,15,4,0,0,40
29999,77,37,26,13,0,0,239,4,20,25,17,21,9,0,0,98,44,280,153,107,71,37,8,0,701,25,95,66,56,79,42,7,0,372,100,227,210,170,141,83,20,0,949,29,26,20,17,13,7,0,0,112,3,13,17,25,11,11,0,0,90,131,270,243,211,161,104,20,0,1148,9,8,8,8,8,0,0,0,37,397,694,879,659,422,207,45,15,3316,608,1458,1448,1099,779,411,85,18,5907
30101,590,566,419,234,73,17,2193,22,204,291,318,273,161,41,7,1324,519,1724,2039,1731,1225,798,249,54,8343,372,917,1385,1455,1277,788,254,51,6493,1328,2302,2461,2364,2249,1536,601,127,12972,298,155,95,96,103,66,14,8,833,107,119,172,252,264,212,83,23,1230,1732,2581,2725,2711,2616,1814,701,159,15035,28,31,48,75,65,63,41,8,353,316,424,426,421,432,446,403,408,3287,3009,6155,7505,7275,6318,4297,1767,704,37028
30102,539,648,598,420,159,31,2687,31,207,270,386,346,282,70,11,1611,585,1656,2070,2027,1506,1302,534,118,9802,507,997,1653,2027,1789,1251,581,148,8954,1612,2597,2921,3057,3114,2234,1081,255,16878,325,137,154,143,141,123,44,3,1072,103,136,213,279,342,308,196,42,1623,2038,2876,3287,3489,3600,2663,1321,302,19579,27,30,53,84,85,127,90,25,514,451,415,548,666,756,852,765,500,4946,3656,6452,8416,9326,8681,6895,3520,1143,48095
30103,998,882,512,233,77,16,3216,30,261,446,447,314,154,40,16,1711,584,2364,3107,2357,1282,727,271,69,10768,360,935,1485,1576,1063,586,236,60,6300,1080,1904,2126,2091,1735,1097,467,139,10653,238,105,128,91,74,70,19,6,739,75,103,201,224,224,159,74,21,1076,1397,2116,2453,2410,2040,1325,565,165,12463,13,37,64,63,54,57,32,11,325,316,427,519,520,398,403,396,307,3284,2713,6612,9079,8259,5664,3495,1600,640,38063
30201,988,595,368,220,73,16,2785,19,225,279,286,193,122,41,7,1176,611,1986,2275,1546,926,561,244,68,8213,249,648,818,848,688,430,186,59,3923,726,1192,1077,983,826,529,273,88,5698,121,77,39,56,39,31,19,4,384,52,70,111,133,120,123,50,27,680,901,1336,1226,1168,986,683,335,118,6764,9,27,36,54,31,36,32,10,231,179,294,232,215,176,170,197,157,1619,1997,5015,5854,4712,3367,2216,1117,431,24715
30202,1353,851,508,298,107,18,4189,38,405,512,472,317,174,58,12,1981,937,4132,3755,2495,1348,797,367,124,13963,490,1174,1330,1371,938,547,300,111,6259,1127,2104,1651,1514,1285,751,405,193,9025,235,136,85,89,71,55,14,4,699,92,126,146,214,196,141,74,26,1021,1455,2371,1886,1808,1552,949,491,224,10741,24,48,74,62,50,42,34,32,364,385,659,544,426,379,353,471,572,3784,3353,9807,9451,7493,5088,3161,1837,1094,41283
30203,802,408,242,146,44,12,2332,15,317,312,212,149,99,34,7,1149,572,2769,2239,1191,670,384,173,59,8062,334,934,892,749,568,287,134,51,3961,645,1368,1136,977,814,493,195,71,5707,122,105,65,67,37,31,7,0,427,47,79,99,105,127,72,35,6,568,820,1552,1299,1150,972,601,239,77,6712,14,44,35,42,30,30,14,6,220,271,495,398,259,223,200,169,131,2144,2059,6743,5982,4027,2849,1750,802,355,24565
30204,895,573,299,192,57,8,2639,21,273,313,335,232,143,41,9,1369,483,2097,2415,1703,957,558,229,65,8506,344,1040,1210,1161,892,519,217,59,5433,915,1751,1781,1661,1376,868,399,128,8867,206,90,99,85,66,38,15,6,607,76,121,151,195,166,128,68,15,930,1204,1958,2027,1938,1600,1033,487,142,10401,27,41,59,52,44,36,31,15,311,317,496,426,406,373,380,392,295,3091,2421,6484,7348,6170,4400,2865,1453,598,31756
30301,1292,908,627,278,76,4,3919,20,325,431,411,262,166,39,6,1657,841,2956,3053,2296,1278,728,243,59,11448,342,755,910,973,757,506,169,40,4459,679,1215,1022,1011,883,529,277,94,5715,127,71,59,50,49,44,13,0,414,62,79,125,154,141,112,58,21,753,869,1365,1205,1215,1077,680,356,120,6886,18,36,47,45,31,37,27,12,256,216,331,310,267,235,213,214,181,1969,2343,6459,7259,6108,4277,2604,1119,421,30587
30302,2210,1412,868,420,155,37,7766,63,721,718,628,450,221,57,15,2880,2379,7079,4527,2984,1724,960,396,128,20176,754,1381,1165,1178,856,491,263,92,6188,1158,1856,1287,1135,968,538,246,98,7276,236,136,89,75,54,43,11,3,650,80,117,137,159,155,131,60,23,862,1471,2104,1510,1364,1173,711,325,125,8789,41,101,85,44,51,50,25,5,403,527,896,595,467,442,377,333,264,3892,5406,14776,10809,8078,5563,3231,1559,673,50088
30303,2305,1248,643,343,128,24,6672,51,373,449,437,285,172,62,5,1842,1338,4357,4377,2857,1527,928,368,89,15854,598,1139,1340,1275,975,605,272,67,6277,1013,1407,1314,1381,1085,659,392,123,7367,244,95,78,79,74,35,26,3,636,83,90,161,196,168,161,84,19,967,1339,1603,1556,1657,1320,860,500,144,8973,34,79,98,77,77,59,43,13,480,551,740,580,432,418,339,351,287,3695,4039,10146,10702,7988,5246,3302,1733,637,43786
30304,1097,706,372,196,72,7,3482,23,267,343,306,187,102,36,7,1268,666,2500,2260,1414,787,461,158,63,8309,292,566,626,610,442,256,149,46,2985,477,817,778,703,615,330,217,70,4014,134,64,30,26,24,15,10,0,302,40,56,81,84,94,58,31,18,458,649,935,891,815,734,401,253,86,4775,16,33,35,42,34,24,19,11,220,274,397,281,220,193,166,140,90,1765,1986,5669,5538,4121,2744,1602,829,313,22807
30305,1871,673,379,208,44,8,4530,34,278,336,222,154,85,19,6,1123,759,3336,3478,1667,957,615,174,36,11016,488,1116,1422,1019,739,450,133,29,5387,876,1408,1453,1303,1066,586,208,61,6970,221,128,96,83,60,30,17,0,626,91,115,167,173,169,119,44,13,885,1189,1642,1718,1558,1295,736,271,78,8479,30,69,98,55,64,52,38,11,417,415,680,627,418,318,297,230,184,3173,2959,8421,9548,5608,3908,2438,902,342,34130
30306,1401,574,398,213,65,7,3898,27,186,198,173,131,93,31,3,854,740,2726,2270,1234,956,694,248,60,8929,381,957,859,695,583,413,185,39,4098,642,912,803,776,670,461,252,62,4576,138,67,58,40,43,32,9,0,385,51,72,102,87,119,102,44,18,593,827,1053,964,906,829,592,308,78,5552,37,81,66,53,34,44,30,4,347,367,627,459,334,284,249,197,98,2617,2456,6793,6224,3964,3216,2284,1065,296,26300
30401,780,591,505,358,96,9,2682,16,125,240,230,213,152,30,7,1005,370,1261,1712,1338,917,696,257,67,6616,207,335,540,627,557,408,197,41,2909,325,571,603,660,619,388,165,53,3370,107,32,33,25,26,31,9,0,267,37,35,53,104,109,94,58,18,505,465,628,689,788,757,506,240,71,4148,13,7,30,36,28,28,26,5,174,80,110,166,130,127,164,169,130,1076,1160,2796,4152,3735,3102,2313,1019,334,18610
30402,1513,1570,1074,721,330,81,5715,11,166,345,480,334,221,86,21,1662,544,1307,2573,2732,1670,1188,598,120,10729,244,257,621,914,750,553,311,106,3755,424,465,582,712,569,373,197,76,3389,168,22,27,39,27,20,14,6,323,47,25,73,102,114,119,76,36,589,636,509,680,849,720,508,288,111,4302,21,15,37,44,36,38,29,14,233,137,126,195,205,194,179,263,240,1537,1614,2777,5967,6796,4778,3411,1901,691,27933
30403,2159,1492,997,708,346,62,7592,41,332,373,429,296,244,82,18,1812,1741,3345,2883,2420,1427,1029,553,156,13546,538,474,554,598,512,450,260,55,3439,746,676,503,446,387,263,132,58,3209,227,59,39,33,17,35,6,4,422,59,35,56,97,81,98,61,22,508,1030,768,602,576,483,387,201,83,4136,42,43,54,42,35,42,42,15,321,406,385,305,234,191,216,202,158,2101,3940,7031,6925,5796,3939,3072,1685,560,32949
30404,1242,997,541,345,147,26,3854,21,306,457,488,280,172,49,9,1781,598,2219,2911,2300,1132,774,374,109,10418,298,661,927,1109,782,497,257,84,4611,870,1195,1118,1073,829,533,287,91,5994,191,80,55,65,37,26,21,3,473,55,82,117,153,120,119,67,21,732,1118,1350,1292,1294,984,670,372,112,7203,15,24,36,42,38,33,27,12,231,316,327,286,251,228,180,173,147,1914,2392,5418,7146,6489,3979,2671,1402,510,30012
30501,2790,1697,1201,676,212,33,10552,78,885,616,533,400,207,58,8,2791,2981,9947,4642,2919,1847,1223,387,84,24023,1159,2081,1370,1088,937,501,214,50,7400,1277,2136,1183,934,787,409,172,47,6946,298,174,77,63,52,29,12,0,705,118,218,165,149,127,122,46,14,960,1688,2525,1423,1143,966,559,237,67,8609,81,210,101,66,54,56,30,13,621,1264,2248,1272,820,683,523,358,217,7390,7533,21577,12207,8260,6092,3748,1496,478,61382
30502,1150,909,554,225,59,9,3772,28,336,383,400,240,124,32,3,1548,946,3100,2842,2066,1173,506,144,36,10811,309,676,809,829,557,305,104,13,3605,517,1031,876,684,605,297,127,42,4170,89,68,48,33,25,20,10,0,293,36,63,80,111,113,66,26,12,508,640,1165,1007,828,744,379,162,55,4978,15,46,58,51,32,23,18,3,241,270,499,381,314,251,177,121,66,2079,2246,6646,6625,5393,3557,1743,634,176,27036
30503,2626,1920,1195,584,178,27,9407,92,947,832,784,552,278,91,22,3597,2622,9139,5765,4370,2503,1361,607,108,26478,1009,1916,1501,1556,1176,676,320,98,8249,1424,2437,1530,1268,1122,577,265,76,8703,263,197,118,78,71,45,14,5,787,103,156,204,211,181,158,86,24,1130,1788,2790,1851,1559,1370,785,360,103,10614,58,136,109,76,66,53,44,21,564,790,1479,953,704,535,444,358,243,5507,6503,19138,13631,10972,7403,4178,1962,621,64417
30504,1923,1667,1062,639,209,32,7169,61,469,545,603,440,263,65,4,2452,2030,4758,3548,3212,1822,1121,380,87,16952,524,775,707,838,648,396,206,47,4141,777,988,619,616,519,282,119,44,3974,143,76,47,36,42,19,7,0,365,60,72,78,115,102,81,46,20,584,980,1141,744,765,659,386,178,64,4923,34,41,55,63,48,34,23,9,313,326,542,330,319,227,221,186,98,2254,4079,9245,7861,7469,4900,3051,1236,345,38198
30601,602,561,477,259,69,3,2292,13,197,285,323,240,141,32,4,1242,256,1592,1968,1619,1158,654,222,28,7496,132,632,1120,1395,1110,658,196,33,5287,789,1560,1903,2064,1774,1065,350,82,9576,206,80,97,80,79,43,15,6,603,72,84,153,174,197,130,62,11,888,1071,1724,2147,2315,2053,1232,427,97,11068,13,26,50,67,67,69,32,3,328,432,515,590,669,561,436,296,111,3617,1933,4976,6770,6949,5675,3458,1272,285,31327
30602,601,527,408,230,72,15,2489,27,367,326,399,283,171,42,3,1627,531,2842,2482,2025,1273,849,296,73,10369,310,1378,1731,1798,1405,800,318,63,7803,1813,3748,3400,3276,2710,1626,672,151,17384,506,281,234,185,151,82,24,4,1466,127,189,209,277,244,210,79,27,1359,2439,4214,3843,3736,3106,1919,765,180,20207,34,52,59,76,55,81,45,11,417,1680,2301,1781,1602,1340,1186,776,404,11065,5049,11766,10823,10163,7873,5233,2316,749,53978
30603,82,70,87,70,11,0,405,9,33,60,76,81,65,14,0,339,98,418,424,352,375,258,101,12,2046,72,287,276,394,485,292,129,22,1962,462,952,989,1111,1325,862,272,66,6037,153,86,63,65,67,35,9,4,488,30,48,71,83,91,95,18,11,441,641,1090,1128,1255,1476,992,304,82,6966,15,14,19,23,29,35,24,3,160,488,560,504,541,642,568,355,153,3811,1317,2482,2489,2720,3176,2286,941,275,15689
30604,53,50,63,45,20,3,276,0,21,31,29,39,33,6,0,169,44,322,211,213,190,166,61,10,1221,17,164,170,173,224,144,52,12,944,129,343,399,495,447,255,103,26,2187,41,22,38,21,20,14,0,0,155,9,22,40,35,48,57,8,0,222,175,386,476,553,515,323,117,26,2564,0,7,5,9,19,7,3,0,62,168,281,196,241,252,258,134,39,1557,412,1233,1141,1268,1298,965,385,89,6788
30605,133,182,177,153,67,9,816,9,69,107,132,134,98,33,3,585,96,606,676,698,578,580,202,41,3477,50,314,446,643,695,505,232,40,2925,527,1100,1203,1342,1479,1060,446,87,7235,157,74,76,67,67,43,10,6,500,26,60,68,98,104,124,60,13,555,705,1227,1350,1505,1653,1224,518,102,8287,11,24,23,21,29,41,29,12,193,603,631,542,685,750,741,523,258,4736,1476,2953,3277,3869,4028,3350,1608,458,21025
30701,121,83,72,15,10,0,440,13,100,100,79,75,43,10,0,413,249,950,792,557,355,209,64,14,3190,84,360,547,546,461,265,99,15,2378,821,1625,1268,1210,1075,583,169,30,6776,164,116,97,67,68,39,7,0,565,51,66,94,130,109,82,23,8,567,1035,1803,1450,1409,1250,704,206,37,7905,9,32,33,23,28,21,18,8,165,690,819,663,701,709,581,452,213,4822,2085,4191,3702,3395,2956,1840,855,292,19314
30702,76,81,100,51,12,3,384,12,56,72,91,94,58,20,7,413,167,599,673,553,390,264,102,28,2782,101,282,417,605,555,343,123,28,2452,835,1444,1373,1358,1165,725,266,47,7217,250,97,86,85,57,43,17,0,627,59,59,83,133,115,71,33,5,560,1141,1595,1529,1579,1341,846,322,53,8404,9,25,14,18,25,33,30,8,152,528,508,466,569,601,496,461,293,3925,1969,3118,3250,3499,3106,2084,1068,412,18507
30703,103,142,138,116,51,8,623,9,51,66,127,119,86,31,6,479,126,495,574,553,524,494,193,40,3009,55,265,421,531,607,473,194,32,2574,712,1248,1154,1217,1253,996,353,71,7010,171,123,82,72,69,64,16,5,597,48,59,74,136,112,116,48,15,604,931,1429,1310,1428,1437,1178,414,89,8210,6,15,12,29,30,42,44,6,192,411,382,360,518,617,687,553,231,3751,1543,2701,2843,3328,3475,3075,1467,407,18843
30801,97,70,47,12,0,3,318,12,73,69,58,57,17,0,0,292,152,589,507,302,189,76,19,4,1841,46,267,332,334,257,96,34,4,1367,484,1279,1271,971,646,285,73,9,5014,162,111,65,45,36,16,3,0,434,37,44,68,93,62,34,12,0,341,686,1434,1399,1103,739,328,81,8,5784,5,16,19,6,11,6,5,0,73,472,616,595,473,472,278,151,60,3116,1379,3077,3020,2349,1775,814,298,77,12793
30803,543,517,422,232,77,13,2239,35,272,317,389,334,194,43,8,1592,613,2178,2384,1847,1401,903,336,75,9736,261,1005,1366,1433,1438,882,307,76,6762,2030,4542,4247,3615,3572,2166,775,192,21126,652,346,257,185,142,83,28,3,1701,177,186,252,268,297,206,104,27,1510,2856,5075,4748,4068,4006,2450,907,219,24333,27,59,58,64,93,52,47,15,405,1324,1482,1589,1549,1471,1154,970,583,10122,5143,10481,11007,9859,9167,5868,2678,991,55192
30804,41,32,17,6,0,0,134,3,24,29,24,16,7,0,0,108,77,247,231,158,99,63,20,9,904,31,96,125,137,135,57,17,7,593,273,560,536,408,345,170,53,17,2361,75,31,26,21,17,12,0,0,186,12,29,32,33,30,21,7,3,161,361,619,596,465,400,203,60,17,2715,0,10,3,5,3,6,0,0,35,268,266,276,275,266,230,174,72,1826,741,1290,1300,1094,932,564,282,101,6314
30805,246,225,133,64,10,0,860,22,123,136,194,137,56,21,0,700,230,1039,1177,916,588,346,121,19,4429,86,468,709,906,772,375,102,23,3440,1062,2726,2827,2737,2294,1127,377,76,13223,418,206,160,92,105,59,11,0,1053,63,117,138,169,146,103,41,6,790,1542,3051,3126,2995,2545,1293,431,83,15064,14,25,38,65,54,44,20,9,272,538,677,746,831,799,578,328,148,4649,2448,5550,6179,6137,5025,2755,1030,287,29410
30901,821,580,398,247,98,21,2971,29,272,280,249,208,170,41,9,1268,718,3259,2533,1787,1195,803,318,66,10671,522,1175,1246,1306,1065,721,253,69,6360,919,1903,1645,1753,1553,1177,534,154,9627,134,98,63,79,76,75,14,0,544,91,125,166,225,219,212,103,27,1163,1145,2131,1874,2058,1843,1460,648,186,11337,16,68,73,52,62,63,47,23,403,491,1066,772,667,725,662,575,355,5307,2963,8749,7594,6704,5489,4117,1987,716,38323
30902,534,376,267,225,59,4,1974,29,198,231,208,203,150,40,7,1074,451,2224,2023,1281,912,729,249,53,7924,378,853,1097,1151,898,613,246,74,5298,924,1654,1697,1827,1735,1186,486,134,9646,139,86,63,78,77,63,17,0,520,85,85,159,182,223,185,79,30,1019,1139,1818,1925,2083,2033,1440,586,160,11183,19,28,47,39,59,66,39,9,311,360,628,550,518,500,514,520,421,4013,2399,6242,6394,5654,4874,3738,1738,735,31778
30903,658,471,446,269,111,14,2642,40,163,215,247,179,165,54,11,1077,583,1794,1611,1397,1068,883,388,81,7808,560,935,1073,1333,1210,894,448,89,6547,975,1623,1642,2037,2001,1654,936,213,11079,166,99,87,93,115,100,43,3,710,90,121,160,215,284,311,136,30,1353,1241,1841,1893,2339,2402,2066,1115,248,13145,22,37,50,65,87,102,69,32,470,551,658,634,742,722,931,931,527,5697,3032,6059,6134,6600,6123,5315,3115,998,37380
30904,146,167,186,143,55,10,774,5,36,75,103,80,84,10,0,396,94,332,492,551,436,358,149,27,2441,218,181,302,450,430,306,109,33,2028,305,443,668,753,775,452,188,27,3601,75,31,38,34,29,21,10,0,227,40,19,40,68,98,70,29,4,375,411,492,749,851,903,538,225,30,4203,0,9,5,20,24,23,19,3,112,158,151,218,232,215,206,169,51,1396,890,1267,1991,2371,2273,1663,737,153,11351
30905,402,389,231,129,34,4,1356,11,89,163,236,110,74,14,0,700,261,768,1314,1130,530,356,120,22,4502,287,404,746,822,570,345,111,23,3309,576,843,1162,1246,1020,587,252,51,5731,96,43,51,43,49,31,7,0,326,47,56,98,118,128,75,34,6,570,718,943,1311,1408,1187,692,297,59,6626,6,15,36,52,32,36,19,5,208,217,225,331,305,258,214,164,101,1816,1518,2599,4297,4347,2919,1850,762,225,18511
30906,588,465,295,181,52,9,2033,31,184,278,282,172,119,27,3,1092,479,1771,1845,1375,840,589,216,52,7165,512,1062,1369,1366,1025,633,232,58,6254,1191,2102,2494,2471,2034,1183,600,134,12210,272,97,124,92,81,53,16,4,730,116,132,235,288,208,183,115,25,1296,1572,2342,2850,2850,2317,1417,732,162,14239,19,32,61,64,45,64,43,19,343,448,537,608,587,470,495,443,296,3897,3073,6351,7601,6981,5170,3508,1750,587,35022
30907,1345,898,575,339,94,13,4440,62,506,543,488,279,175,49,0,2101,1112,4015,4280,2927,1623,1045,362,58,15418,1378,2864,3336,3252,2071,1089,397,55,14440,3105,5778,5747,5036,3499,2133,863,138,26294,660,351,274,198,155,119,40,0,1786,262,370,522,521,410,344,145,27,2607,4028,6490,6539,5753,4067,2596,1044,171,30693,62,96,143,122,124,104,71,20,741,1298,1823,1634,1396,948,799,600,308,8808,7992,16921,17817,14831,9686,6144,2624,632,76650
30908,734,487,329,181,83,17,2551,34,222,239,209,138,92,35,0,966,724,2041,1932,1356,800,561,271,67,7749,494,819,1113,1109,820,520,225,62,5162,824,1303,1446,1349,1143,765,439,105,7371,150,84,53,65,61,51,16,3,487,71,100,142,190,169,165,90,19,947,1042,1489,1642,1602,1373,987,552,125,8810,31,41,54,51,33,59,50,16,342,384,506,411,397,309,404,499,493,3399,2748,5802,6125,5211,3801,2793,1709,786,28978
30909,782,514,339,204,76,18,3151,39,244,218,228,182,110,38,4,1065,1099,2848,1863,1401,904,615,303,89,9120,843,1173,1079,1088,895,586,283,74,6025,1160,1625,1465,1598,1410,926,481,157,8817,218,105,73,92,69,46,17,0,629,97,103,169,151,185,163,107,23,999,1469,1841,1708,1841,1663,1142,601,178,10449,52,69,60,58,70,60,52,21,439,833,955,713,689,652,638,655,567,5697,4428,8266,6417,5821,4710,3348,2013,952,35955
30910,558,382,352,262,105,10,2387,29,169,154,158,158,113,44,14,836,511,2088,1500,1159,920,805,323,51,7355,427,889,737,848,809,606,287,48,4645,558,941,794,947,1017,774,427,83,5538,87,53,26,37,51,48,16,5,329,54,88,88,135,160,150,90,20,789,697,1081,909,1124,1226,974,531,102,6659,21,71,48,33,64,70,40,10,364,579,1176,759,657,708,691,465,180,5228,2309,6144,4670,4366,4242,3526,1802,416,27466
31001,1045,588,329,173,84,17,3018,44,232,285,258,164,104,31,6,1138,712,2906,2391,1481,797,475,230,71,9054,566,1252,1069,1013,704,380,185,50,5215,1279,2022,1754,1532,1207,683,305,85,8874,308,167,119,91,82,34,14,0,824,107,169,201,186,191,108,57,19,1030,1697,2354,2076,1814,1482,821,381,110,10726,35,72,84,66,62,39,28,14,393,697,912,748,570,524,415,340,178,4368,3773,8477,7682,5787,4059,2401,1281,442,33907
31002,154,193,191,133,42,0,814,12,104,150,155,145,108,33,3,707,215,790,914,777,618,503,187,24,4035,212,570,819,1073,1005,603,192,29,4502,1255,2201,2374,2469,2325,1445,502,77,12658,368,181,149,105,107,72,19,5,996,80,108,165,200,201,176,78,9,1020,1704,2485,2685,2781,2634,1694,598,88,14670,13,23,19,26,45,76,29,10,243,801,640,601,769,769,798,607,277,5269,2962,4699,5351,5775,5413,3920,1689,430,30234
31003,652,533,453,200,55,11,2370,46,354,434,383,314,169,50,3,1762,569,2551,2388,1810,1167,704,277,68,9532,501,1692,1917,1810,1496,789,288,68,8548,2408,4899,4141,3664,3010,1770,728,201,20820,736,428,281,200,131,80,18,3,1880,207,217,292,336,300,210,86,24,1670,3355,5546,4708,4206,3443,2055,834,219,24373,26,62,69,60,68,90,46,14,439,944,1163,1083,935,809,679,673,399,6684,5469,11802,11259,9736,7740,4690,2223,782,53709
31004,1317,615,238,113,29,3,3032,44,360,416,316,152,95,11,0,1395,648,2869,3167,1621,745,371,103,13,9544,612,1924,2229,1602,959,461,114,17,7912,2218,4334,3655,2591,1784,877,330,40,15823,603,313,222,143,87,53,7,0,1432,198,260,341,303,220,110,56,6,1499,3019,4907,4216,3031,2097,1042,391,48,18750,49,61,106,67,48,45,20,6,390,1019,1301,1099,776,549,404,212,64,5431,5410,12115,12545,8035,4780,2536,890,154,46459
