SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
21302,19,39,5,3830,86,16,12,82,15,46,7,31,15,45,262,614,3,0,4,10,0,3,0,0,0,11,30,71,2886,473,108,3305,569,1756,140,571,158,913,308,11191
21303,12,33,6,2894,52,14,7,40,11,33,12,8,8,43,192,423,3,0,0,0,0,0,0,0,0,10,33,56,2265,497,98,2504,494,1369,117,503,124,817,247,9039
21304,29,72,3,4121,226,44,41,191,42,147,20,68,45,111,708,1640,36,0,15,29,12,13,4,9,16,20,163,320,6637,1214,295,7443,1315,5691,404,1837,511,2323,966,28629
21305,31,100,17,6824,230,37,67,200,52,196,24,84,82,154,1255,2383,32,5,32,22,9,15,4,7,11,31,220,378,11422,1876,417,10245,1829,9914,518,2899,784,3175,1640,44713
21401,17,31,0,2754,191,19,16,175,21,94,19,44,18,78,395,1067,22,5,12,21,10,8,5,0,7,11,43,149,3562,763,189,5610,965,2493,289,685,181,1034,473,16241
21402,37,70,9,4346,234,47,27,282,38,135,32,59,23,94,475,1439,17,5,17,25,9,0,0,9,9,16,51,155,3786,969,240,6577,985,2447,352,813,250,1185,567,18170
21501,3,8,3,573,108,14,7,123,9,44,3,18,0,36,175,541,5,0,0,11,0,5,6,0,0,3,22,54,1231,268,56,2025,272,701,87,264,73,397,219,5591
21502,3,10,3,613,87,18,11,83,5,32,6,15,8,37,238,534,9,0,4,8,0,0,0,4,7,13,23,73,1373,244,83,1724,229,749,101,259,85,533,288,5667
21503,0,0,0,361,71,9,4,73,8,19,0,10,3,24,106,323,4,0,3,11,0,4,0,0,0,3,17,52,844,149,46,1242,154,521,48,150,47,254,143,3583
21601,4,8,0,414,71,10,10,58,6,21,7,11,5,21,144,373,9,0,6,4,0,0,3,0,0,5,14,43,872,176,60,1349,167,462,68,163,65,249,170,3800
21602,0,3,0,272,46,9,3,46,7,21,0,18,0,18,97,264,3,0,4,0,0,0,0,3,0,9,19,42,637,102,45,973,154,325,34,123,33,244,122,2783
21603,0,17,0,884,100,16,13,101,16,32,5,20,7,53,188,548,10,0,7,11,0,3,0,0,0,15,34,87,1654,332,82,2313,299,943,111,375,93,764,254,7224
21701,4,3,0,373,59,12,5,71,5,20,6,4,11,25,128,347,5,0,4,0,4,0,0,5,0,9,10,36,720,185,47,1245,158,445,75,146,59,262,143,3491
21703,3,0,0,394,75,9,10,66,10,21,8,15,4,17,133,362,8,0,5,10,5,4,0,0,0,4,11,51,841,214,64,1353,160,421,67,158,57,219,155,3716
21704,5,9,0,800,81,20,8,92,13,36,6,15,7,20,169,470,6,0,10,8,0,0,0,0,0,4,16,52,1178,307,74,2215,315,667,98,206,58,279,203,5600
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,12,18,6,2153,102,14,13,90,12,40,11,15,14,40,314,668,6,0,13,8,0,7,0,0,0,0,17,49,2639,386,108,2821,623,1214,175,341,113,580,351,9359
30102,17,29,0,2611,151,25,15,117,22,53,11,26,23,44,438,925,18,0,9,8,9,10,0,0,3,7,34,99,3126,453,150,3258,678,1471,219,448,178,734,486,11209
30103,11,20,0,2969,99,17,5,77,8,38,14,6,4,29,312,613,12,0,5,8,3,0,0,0,0,5,17,46,2922,329,124,2960,620,1336,159,309,125,448,338,9662
30201,14,25,3,1931,66,9,7,46,17,27,8,3,7,22,190,404,6,0,4,8,0,0,0,0,0,0,6,39,1810,275,80,1861,407,947,114,216,76,367,207,6353
30202,20,17,5,2852,73,12,8,55,19,33,4,18,6,31,266,522,0,0,7,0,0,0,0,0,0,3,18,34,2364,343,95,2524,630,1230,169,335,114,483,294,8573
30203,8,12,0,1301,43,3,4,25,13,17,0,11,0,16,139,270,0,0,4,0,0,0,0,0,0,0,12,25,1263,187,41,1272,341,709,90,193,65,258,157,4575
30204,12,18,4,1413,62,13,6,48,18,33,7,19,3,23,263,493,3,0,4,9,0,0,0,0,0,3,15,40,1873,351,90,2088,468,1090,148,403,113,477,295,7395
30301,14,25,9,2962,75,8,0,54,14,29,8,10,11,24,203,435,4,0,4,6,8,0,0,0,0,0,11,35,2164,299,71,2177,492,995,129,239,83,389,230,7258
30302,11,24,0,3290,75,4,9,61,9,39,8,14,0,24,205,439,5,0,3,0,0,0,0,0,0,0,16,25,2189,343,96,2373,545,1111,137,300,83,381,222,7776
30303,16,45,0,2379,71,8,6,48,18,38,0,16,8,47,347,616,0,0,3,0,0,3,4,0,0,9,35,63,2701,542,123,2767,501,1667,138,596,147,863,405,10458
30304,3,22,3,1534,49,11,3,33,3,14,3,8,8,11,130,277,0,0,0,0,0,0,0,0,0,0,8,20,1313,257,53,1439,316,623,91,204,54,322,156,4832
30305,12,32,0,1341,66,12,13,51,16,50,8,22,12,55,288,594,3,0,4,6,0,0,0,0,0,11,40,62,2352,534,118,2422,442,1739,175,635,167,829,362,9758
30306,12,37,0,905,42,10,11,42,12,26,5,12,6,40,225,438,0,0,4,4,0,0,0,0,0,4,19,41,1296,379,70,1415,237,1204,113,486,145,751,271,6379
30401,7,30,3,1539,61,8,0,43,9,20,0,13,7,20,135,322,0,0,0,0,0,0,0,0,0,0,10,15,1377,199,45,1394,310,709,70,194,61,282,157,4793
30402,21,43,3,3436,88,16,5,71,16,40,11,16,5,33,232,537,4,0,0,5,0,8,0,6,0,0,11,42,2222,304,70,2205,442,1133,117,263,88,379,255,7477
30403,18,33,8,2686,66,4,3,45,15,31,0,6,4,19,187,378,7,0,0,0,0,6,0,0,0,4,9,23,1577,233,80,1571,383,1080,118,284,92,382,208,6010
30404,9,22,0,2579,76,5,0,59,14,24,8,10,3,17,231,447,0,0,4,5,0,5,0,0,0,5,11,25,2080,255,71,2288,546,997,134,275,67,343,247,7315
30501,13,39,4,1949,53,9,0,23,9,22,5,7,6,16,185,332,6,0,0,4,0,0,0,0,0,3,8,28,1370,228,60,1111,294,977,80,246,78,338,199,4987
30502,19,19,6,2803,50,4,5,36,10,29,3,3,12,7,146,306,5,0,0,6,0,4,0,0,0,0,8,17,1652,199,43,1508,362,792,68,137,66,179,160,5164
30503,21,56,8,4760,92,19,6,90,18,56,0,13,7,15,259,565,3,0,5,8,5,0,0,0,0,0,21,43,2658,375,98,2754,603,1472,132,354,104,375,289,9214
30504,20,42,3,4028,79,8,4,58,9,30,4,11,4,12,215,430,3,0,0,7,0,0,0,0,0,0,12,26,2039,270,75,2113,451,990,107,229,73,256,236,6842
30601,8,12,0,1136,79,7,7,81,19,29,22,15,10,25,427,724,4,0,6,3,0,0,0,0,0,3,14,43,1772,390,79,1970,317,753,138,319,94,289,449,6575
30602,9,15,0,1170,141,22,6,105,16,57,13,38,11,63,584,1070,15,0,9,8,0,0,0,0,3,13,34,89,2355,557,96,2568,389,1310,167,604,151,744,640,9577
30603,0,4,0,241,50,9,3,43,5,23,4,14,8,38,182,380,3,0,3,0,0,3,3,0,0,6,23,40,704,153,34,851,80,429,44,176,67,377,218,3133
30604,0,0,0,95,21,5,0,16,0,4,0,0,0,3,62,120,3,0,3,0,0,0,0,0,0,3,11,17,219,68,16,280,37,103,31,50,10,65,68,966
30605,3,4,3,380,66,13,0,49,11,36,5,13,9,42,268,514,11,0,4,3,0,0,0,0,4,4,29,53,858,180,47,1010,125,466,70,174,76,356,317,3676
30701,5,4,0,494,194,14,11,106,15,33,6,8,4,21,353,769,15,0,0,7,0,5,0,0,0,8,20,63,1284,125,58,1268,185,594,72,135,51,255,384,4415
30702,0,4,0,389,119,4,4,72,11,20,4,9,14,25,298,588,5,0,6,7,0,4,0,0,3,6,14,42,1067,112,48,1307,162,634,66,167,56,333,332,4288
30703,0,6,0,284,59,6,5,64,6,22,6,15,9,17,251,454,6,0,5,8,4,0,0,3,6,5,14,46,808,184,49,1141,126,486,67,193,54,367,286,3762
30801,0,3,3,683,90,3,4,57,12,25,0,6,4,11,294,522,13,0,7,0,0,0,0,0,0,4,11,41,878,80,52,951,136,542,41,82,31,103,323,3218
30803,21,25,0,1928,207,22,13,139,34,65,15,22,18,67,1399,1999,11,0,15,6,0,4,0,0,3,16,48,106,3208,388,155,3410,601,1538,183,468,190,796,1474,12421
30804,0,4,0,229,58,0,9,41,7,15,3,0,0,4,108,237,8,0,3,4,0,7,0,0,5,4,15,36,439,39,27,461,76,243,29,29,27,60,128,1557
30805,14,17,4,1241,98,9,4,92,16,55,4,16,4,26,555,882,8,0,6,15,5,0,0,0,3,9,36,75,1667,187,71,1973,290,1258,111,303,118,438,603,7021
30901,5,29,6,1756,54,23,11,68,11,29,7,18,10,33,213,477,6,0,5,4,7,6,0,0,0,5,19,53,1426,401,92,1915,379,816,158,362,88,455,248,6342
30902,13,17,4,1239,63,23,12,68,14,20,6,20,4,24,265,525,0,0,0,6,0,5,0,3,0,0,23,47,1236,393,73,2028,390,714,139,308,94,355,308,6044
30903,8,26,4,1058,67,12,5,44,7,30,3,9,7,42,210,440,4,0,4,7,5,3,0,0,4,8,33,62,1297,350,85,1555,309,896,119,395,127,606,269,6001
30904,6,7,0,367,40,8,3,33,7,19,4,7,9,13,114,253,3,0,0,4,0,0,0,0,0,0,17,23,502,142,37,653,137,339,65,128,57,183,130,2374
30905,9,15,0,1210,60,13,9,68,17,25,3,11,7,13,178,407,3,0,5,9,0,5,4,0,5,0,20,48,1248,307,65,1671,302,637,109,263,73,285,208,5161
30906,8,12,0,1337,81,16,12,93,27,46,7,26,15,43,323,693,11,0,5,14,3,9,0,0,5,5,25,73,2101,495,122,2586,548,1176,224,440,158,597,376,8819
30907,21,59,4,3380,224,37,38,178,64,109,19,39,28,75,954,1767,30,6,25,15,9,6,5,5,9,12,83,197,5456,1015,272,5645,1300,3236,411,1014,383,1192,1094,21015
30908,3,20,0,959,48,13,11,60,14,30,7,20,7,32,250,499,7,5,4,6,0,0,0,0,0,3,22,56,1329,389,89,1787,345,839,148,338,99,456,287,6112
30909,5,12,0,856,46,9,6,52,15,33,3,16,12,17,212,426,0,0,3,5,3,4,0,0,4,0,28,56,1102,339,87,1467,343,814,136,386,142,533,255,5600
30910,8,38,0,936,44,11,10,28,3,16,3,7,5,23,154,304,8,0,0,0,0,6,0,0,0,0,14,28,683,231,45,865,144,506,79,250,64,329,171,3367
31001,4,31,0,1039,79,21,9,45,10,43,3,32,17,80,277,610,4,0,3,0,0,0,0,0,0,8,42,66,1910,435,133,1857,465,1649,144,678,198,1155,364,8995
31002,3,6,0,696,87,17,5,86,29,63,7,24,12,55,400,791,7,0,12,11,5,3,0,3,6,14,33,89,1608,232,115,1714,423,1099,154,339,165,703,455,7000
31003,10,21,0,1716,132,13,14,97,20,68,16,34,22,66,545,1036,14,0,11,6,3,0,0,0,3,15,38,94,3358,451,162,3201,846,2037,246,618,272,1049,611,12856
31004,13,23,0,1729,111,14,24,85,21,75,6,25,12,65,556,992,7,3,3,4,3,7,0,0,4,8,60,99,3438,513,164,3310,802,2642,235,747,272,917,662,13700
31101,0,3,0,126,27,0,3,12,4,12,7,5,5,13,77,159,6,0,3,0,0,0,0,0,0,7,4,16,301,46,27,320,63,234,34,73,24,150,78,1352
31102,4,13,0,389,44,5,4,42,10,28,5,17,10,19,199,381,4,0,0,5,0,0,0,0,0,0,28,43,1029,206,62,1105,273,803,104,284,91,427,244,4620
31103,8,25,4,910,101,21,14,68,20,82,12,35,24,67,450,897,15,0,8,3,0,3,0,0,0,12,51,94,2440,530,122,2424,518,2217,170,784,225,1137,523,11087
31104,12,8,0,1254,109,11,13,71,15,41,15,14,9,44,408,744,14,0,11,12,4,4,6,0,0,9,53,101,2477,284,123,2297,483,1355,172,345,141,527,479,8679
31105,6,19,0,1133,81,11,13,58,23,42,7,19,5,34,253,538,10,0,3,0,3,0,0,0,5,6,30,57,1905,334,101,1860,422,1230,133,459,130,669,305,7550
31106,6,22,4,1031,61,6,16,56,8,64,11,27,16,88,292,652,6,0,3,0,0,6,0,0,3,8,56,83,1712,367,108,1968,411,1595,142,686,190,1175,373,8723
31201,12,7,0,863,96,6,5,45,9,17,4,3,0,14,270,477,15,0,5,4,0,4,0,0,3,0,13,47,971,83,53,952,168,579,70,87,76,127,289,3465
31202,23,29,3,2589,224,16,17,207,28,88,14,28,11,59,1723,2418,14,0,13,13,3,8,4,0,3,11,51,122,3314,327,150,4208,554,1866,192,384,176,626,1806,13618
31203,5,3,0,264,40,4,4,23,3,10,0,10,0,14,253,360,4,0,0,3,0,0,0,0,0,0,10,15,558,73,24,620,90,222,27,76,22,100,265,2076
31301,6,5,0,316,30,4,4,36,12,24,8,14,8,33,165,328,0,0,4,4,4,0,0,0,0,0,8,30,521,121,44,622,156,348,70,132,62,365,184,2628
31302,5,6,5,750,78,16,15,66,19,40,10,32,24,60,409,745,10,0,4,12,0,5,0,0,3,18,50,90,1734,362,106,2044,493,1433,171,493,228,837,477,8380
31303,0,0,0,140,28,6,3,23,3,12,5,8,0,13,102,189,0,0,6,0,0,5,0,0,0,0,7,16,323,75,28,388,89,185,34,72,21,120,109,1442
31304,16,18,0,1174,110,16,14,81,26,50,3,22,8,49,398,763,8,0,8,8,6,0,0,0,0,3,37,62,2075,338,114,2265,492,1370,150,383,166,604,442,8383
31305,10,12,3,1015,78,10,9,65,17,37,9,23,14,64,246,555,0,0,0,7,4,0,0,0,0,3,10,29,1392,255,71,1491,371,880,117,285,105,563,270,5803
31401,17,38,3,4058,162,14,10,135,31,56,13,20,13,22,454,936,8,0,7,9,4,9,0,0,3,0,25,70,3831,545,155,4221,905,1742,255,469,169,614,498,13400
31402,10,8,0,1758,99,20,4,73,21,36,7,11,9,33,485,794,3,0,9,4,10,0,0,0,5,0,40,79,3003,550,144,3112,750,2023,215,533,194,576,549,11643
31403,6,6,0,476,40,3,10,42,14,21,10,17,4,24,176,352,0,0,8,3,0,0,0,0,0,4,14,24,1017,187,72,1234,312,816,102,242,84,389,201,4650
31501,7,0,4,320,80,15,9,47,3,44,0,15,10,50,161,442,5,0,0,0,0,0,0,0,9,17,52,95,681,135,55,447,110,413,42,181,57,556,235,2915
31502,0,4,3,578,74,5,11,23,9,19,4,9,6,32,215,411,8,0,7,0,0,0,0,0,0,3,22,40,956,58,60,631,132,438,25,90,40,276,242,2950
31503,4,0,0,167,112,7,3,26,3,18,6,3,0,10,147,323,3,0,4,0,0,4,0,0,0,0,12,26,577,31,29,361,51,150,22,38,21,89,164,1531
31601,14,20,0,1537,80,17,9,84,18,33,9,15,7,27,381,681,8,0,0,7,5,3,0,3,0,9,23,49,1535,438,84,2188,405,871,178,316,96,365,415,6895
31602,25,28,3,1856,103,32,10,115,23,41,12,23,13,50,589,1024,3,0,10,13,0,0,0,0,0,4,27,72,2176,641,135,3111,601,1305,289,477,181,624,650,10180
31603,9,22,0,1005,69,15,6,56,18,23,4,15,13,17,291,530,3,0,3,0,4,3,0,0,3,0,29,43,1105,365,76,1617,352,713,136,297,84,366,328,5445
31605,8,25,0,1012,42,20,12,50,15,15,11,19,5,22,255,464,4,4,7,4,0,4,0,0,0,5,19,50,923,405,90,1403,244,604,124,261,95,310,291,4750
31606,10,20,4,945,88,8,6,93,17,33,7,15,15,30,428,749,5,0,0,3,6,5,0,5,4,9,30,64,1286,434,107,1955,399,869,176,347,126,519,483,6697
31607,0,6,6,717,47,19,7,71,18,27,7,22,10,31,345,599,3,0,6,10,5,3,0,0,7,0,25,55,1096,340,71,1810,360,795,157,325,104,392,377,5835
31608,0,17,0,396,26,15,15,38,6,25,3,16,3,21,199,362,0,0,5,5,0,3,6,0,0,0,13,26,450,235,49,742,142,319,93,155,67,251,211,2703
31701,13,24,3,2502,198,22,18,160,32,95,18,36,12,73,1045,1708,13,0,6,16,0,0,4,0,0,10,44,97,4182,711,152,5121,717,2455,274,791,196,1219,1127,16946
31801,0,6,0,396,84,5,8,62,5,28,0,6,4,13,273,504,10,3,9,11,0,0,0,0,3,9,22,57,963,88,36,1131,131,446,48,119,49,319,304,3635
31802,22,34,4,3392,271,26,18,186,35,83,13,43,14,91,1700,2483,18,7,13,10,4,0,0,0,6,16,63,128,5820,629,210,5328,878,2589,287,787,240,1221,1795,19771
31901,9,21,0,851,92,24,21,62,14,53,6,24,7,68,524,892,10,0,4,5,0,4,0,5,3,10,32,69,1976,397,101,2166,315,1171,107,454,128,926,586,8308
31902,0,9,0,318,74,13,5,47,8,24,9,19,5,48,265,516,17,0,6,5,0,0,0,0,4,10,18,56,933,150,60,969,119,546,63,232,86,596,291,4044
31903,0,14,0,317,71,15,8,51,6,41,11,20,13,60,294,580,4,0,6,6,0,4,0,4,6,0,28,57,841,272,58,1301,152,687,108,312,105,666,327,4820
31904,3,7,4,526,57,20,10,57,11,22,7,25,11,53,329,598,3,0,8,7,0,0,0,0,0,11,23,50,1083,326,59,1328,169,708,92,334,72,698,370,5234
31905,4,5,0,261,36,6,5,30,5,25,4,15,7,48,241,426,4,0,5,6,5,0,0,0,0,10,17,44,736,165,43,884,109,534,71,261,71,632,275,3777
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,3,4,0,300,5,5,0,6,0,6,0,0,0,0,37,59,0,0,0,0,0,0,0,0,0,0,0,6,232,51,7,253,35,206,12,65,9,72,41,975
40102,11,20,3,2375,154,29,8,185,16,60,13,31,10,47,508,1056,5,0,6,12,4,4,0,0,4,3,14,48,2452,574,89,3740,463,1276,180,439,89,498,540,10349
40103,10,39,4,2572,70,12,0,86,7,39,3,21,3,27,231,501,0,3,0,7,0,4,0,0,0,5,10,23,1593,338,33,2074,154,933,53,302,47,351,244,6114
40104,8,25,4,1382,60,13,5,47,9,28,4,14,4,28,181,396,0,0,4,7,4,0,0,0,0,0,11,31,1667,445,41,2328,270,955,83,381,51,555,211,6993
40105,5,17,0,1403,42,6,0,30,3,16,3,6,6,11,119,243,3,0,0,3,0,0,0,0,0,4,4,15,975,216,29,1369,143,577,57,202,19,238,128,3959
40106,3,17,0,1355,37,4,0,39,8,14,0,3,6,9,84,209,0,0,0,0,0,0,0,0,0,0,5,11,1043,194,26,1263,134,523,38,156,30,193,99,3699
40107,10,24,0,1975,56,5,0,53,3,26,3,5,3,8,139,315,0,0,0,0,0,0,0,0,6,0,9,11,1159,238,32,1618,175,605,53,199,32,217,148,4472
40201,0,4,0,575,64,6,0,66,8,38,6,11,3,14,241,465,5,0,5,7,0,0,0,0,4,4,10,29,1082,165,42,1379,187,645,67,183,56,284,261,4358
40202,3,16,3,654,102,20,8,104,10,64,14,36,15,100,454,926,9,0,3,7,4,8,0,7,4,17,44,97,1885,415,115,2601,388,1905,151,822,207,1453,531,10480
40203,3,13,4,998,56,12,7,57,3,38,3,31,10,38,282,528,3,0,8,0,0,0,0,0,0,3,26,47,1908,574,81,2685,366,1458,119,583,101,835,345,9059
40204,14,43,6,1307,115,31,22,150,14,97,16,56,23,136,549,1200,12,3,8,13,5,6,0,0,3,18,52,111,3288,897,130,4304,484,3052,241,1348,216,2351,658,16972
40205,15,19,0,1918,125,29,8,118,18,53,8,28,16,52,375,842,8,3,3,7,0,7,5,0,0,4,20,61,2949,624,93,4232,557,1686,188,550,134,776,415,12201
40301,11,16,0,1267,55,7,3,46,8,21,0,7,0,19,122,290,0,0,0,4,0,0,0,0,0,0,3,18,965,161,19,1235,148,433,50,169,31,205,131,3551
40302,5,27,3,1721,120,15,14,122,10,50,19,28,8,39,393,814,0,0,3,10,0,0,0,0,0,5,20,44,2433,646,105,3877,487,1402,161,544,91,802,440,10995
40303,8,33,3,2962,126,13,4,109,13,45,7,14,6,26,263,632,3,0,9,5,0,0,6,0,3,0,14,33,2221,512,68,3302,350,1020,125,372,76,450,289,8801
40304,6,17,0,2263,238,47,12,273,44,119,25,54,23,97,834,1765,4,4,8,12,9,6,0,3,3,17,46,114,4122,1137,183,6865,879,2810,349,1053,218,1600,913,20134
40401,15,42,0,2580,123,23,13,123,20,54,11,26,12,73,412,894,10,0,6,9,3,4,0,0,4,11,38,83,2938,723,99,4367,585,1725,194,732,141,1171,485,13157
40402,8,20,0,768,55,24,4,52,0,22,8,15,10,35,241,464,0,0,0,4,6,0,0,0,4,4,18,42,1343,366,43,1728,295,931,84,439,100,729,279,6353
40403,3,16,3,1433,46,8,4,66,7,25,3,13,5,35,246,455,7,0,0,6,0,5,0,0,4,3,10,29,1652,459,53,2335,306,921,106,358,54,529,278,7051
40501,0,6,0,560,82,13,3,87,14,27,7,18,0,13,215,472,5,0,0,0,0,9,0,0,0,0,4,22,1049,198,43,1565,178,541,74,195,66,230,231,4375
40502,0,0,5,184,35,10,7,75,4,14,5,15,3,9,124,302,6,0,4,4,0,0,0,0,0,4,3,22,399,99,29,791,81,254,31,122,34,165,140,2146
40503,0,0,0,188,56,10,0,44,8,13,0,11,5,18,180,348,5,0,0,5,0,0,0,0,0,9,14,31,459,99,19,766,85,282,35,130,45,253,209,2373
40504,0,5,0,154,40,8,3,46,3,17,0,7,0,18,148,293,0,0,0,3,0,3,0,0,0,6,5,18,314,120,36,625,80,233,31,116,30,240,152,1971
40601,0,9,0,580,112,18,11,111,12,23,5,20,9,31,398,745,4,0,4,5,0,0,5,4,3,8,16,51,1146,248,72,1803,235,674,115,231,69,382,430,5400
40602,7,5,0,323,39,3,3,30,7,17,0,7,0,38,202,341,3,0,4,0,0,3,0,0,4,9,19,41,483,69,32,498,95,298,47,97,38,293,234,2197
40701,4,14,0,500,66,21,4,102,4,30,9,31,5,41,266,581,3,0,0,0,0,5,0,0,0,0,8,29,811,378,40,1476,179,604,93,293,61,438,289,4657
40702,7,15,0,651,137,16,7,169,21,27,4,15,5,23,282,708,7,3,8,3,0,0,0,0,0,3,17,51,1467,311,89,2439,248,848,128,316,74,349,320,6593
40703,3,9,0,485,126,14,10,115,9,47,3,24,11,32,308,693,5,6,8,9,5,0,4,0,0,6,35,72,1377,314,82,2015,235,875,103,334,91,567,371,6366
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,12,11,0,835,83,37,9,111,12,35,8,23,8,38,760,1117,3,0,4,10,0,9,4,0,0,0,19,51,1046,411,77,2086,199,737,166,278,88,253,787,6135
50102,28,16,3,1775,188,28,11,200,30,94,17,29,20,80,1226,1909,5,0,4,18,7,4,0,3,0,5,40,88,2212,397,120,3812,421,1896,224,457,193,680,1293,11703
50103,3,3,0,215,55,9,9,47,7,17,7,4,0,10,211,375,0,0,0,0,0,0,0,0,0,0,7,13,414,109,39,690,77,328,57,95,43,117,219,2199
50201,35,29,6,1790,120,24,21,148,20,90,15,28,21,83,1559,2126,3,0,6,3,4,0,0,0,4,3,51,81,1819,408,117,2815,378,1717,206,515,250,817,1626,10656
50301,33,118,3,5764,102,23,10,161,9,77,8,34,0,35,442,903,4,0,3,4,0,4,0,3,0,0,18,40,2057,418,51,3105,280,1725,90,435,68,460,475,9167
50302,21,38,4,4765,84,17,0,85,7,38,0,22,0,27,494,784,3,0,0,6,3,3,0,0,0,0,14,43,2369,526,61,3403,452,1809,122,371,69,412,534,10123
50401,17,29,4,2167,85,20,13,63,11,50,5,25,6,56,547,895,9,0,5,6,0,0,0,0,4,4,30,55,1982,460,75,3039,408,1500,130,489,97,690,603,9460
50402,15,13,0,1166,61,19,8,78,10,44,8,16,8,40,566,861,8,0,6,9,0,3,0,0,0,0,11,32,994,188,59,1598,198,816,100,215,80,293,585,5118
50403,43,33,7,2883,217,30,22,192,30,115,18,39,32,103,1755,2565,20,0,11,8,6,12,3,0,4,9,86,157,4302,734,162,5690,746,3526,274,898,297,1127,1896,19656
50501,54,67,9,7013,275,58,21,331,42,151,22,53,27,91,1658,2724,21,4,11,25,3,6,0,0,10,8,60,152,5006,912,182,8099,909,3136,313,816,237,1083,1746,22425
50502,39,98,6,7213,196,50,14,238,30,101,16,59,27,111,1328,2163,13,0,17,22,6,12,0,4,6,15,73,158,4893,1146,191,8017,952,3950,262,1171,249,1682,1450,23971
50503,39,41,15,4701,361,59,52,325,68,136,32,83,42,133,2651,3933,17,0,33,16,6,6,3,0,9,11,121,229,6112,1179,331,8884,1108,4619,460,1318,428,1630,2837,28906
50601,13,24,5,1782,110,13,15,95,17,72,8,29,17,45,1053,1473,6,4,5,3,5,3,0,0,0,3,29,70,2525,471,108,3643,460,2567,187,548,186,695,1113,12495
50602,14,25,7,1644,58,14,5,45,13,33,6,16,5,33,467,687,0,0,4,0,0,0,4,3,3,4,19,43,1451,344,63,2132,321,1344,108,376,87,494,507,7229
50603,15,47,0,2622,98,32,10,131,16,64,8,29,15,76,793,1278,5,0,3,0,0,0,0,0,4,0,22,41,2738,643,86,3547,365,2493,140,784,140,939,849,12738
50604,27,50,5,2296,120,22,22,141,29,123,17,61,30,105,1176,1837,8,0,11,9,6,6,0,3,6,3,69,117,3384,659,135,4218,478,3647,211,1072,255,1398,1299,16749
50605,12,27,0,1558,88,12,3,85,10,46,17,13,7,34,613,927,4,0,4,4,0,0,0,0,3,3,26,52,1645,282,57,2337,307,1219,120,267,92,426,646,7406
50606,8,3,0,708,51,5,3,62,3,30,7,11,7,12,528,728,3,0,6,6,0,0,6,0,3,0,18,34,960,132,58,1369,178,836,78,148,88,168,547,4567
50607,14,36,0,2035,34,3,3,41,10,26,0,7,0,13,278,415,4,0,0,4,0,0,0,0,0,4,13,27,1021,197,37,1475,179,763,47,197,37,247,295,4491
50701,23,39,0,3277,148,26,16,148,26,88,17,31,9,57,1114,1694,9,0,10,15,0,5,0,0,8,5,39,81,3226,591,145,5022,709,2540,230,570,171,732,1179,15118
50702,14,17,0,1611,42,9,4,52,3,21,8,8,0,22,269,442,0,0,0,6,0,3,3,0,0,0,9,18,820,239,34,1431,193,568,66,168,34,223,285,4068
50703,12,3,0,626,51,4,8,61,10,51,10,11,16,20,591,816,0,0,0,0,0,0,0,0,4,4,21,28,1141,183,54,1603,219,1140,94,277,111,327,627,5783
