SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
31004,210,253,187,233,237,62,97,68,20,1374,573,571,443,1315,802,317,255,252,83,4610,913,589,3613,1972,1463,696,1264,1215,205,11929,58,43,78,104,136,134,107,212,9,898,102,73,89,191,200,104,137,98,13,1011,17,68,18,35,25,18,32,40,7,256,71,91,73,91,91,57,113,107,160,847,3378,7692,5022,5198,4245,1808,2331,2362,631,32656
31101,37,30,25,32,27,5,9,15,4,182,64,40,22,96,74,26,19,24,8,376,166,63,521,234,179,93,186,209,28,1686,6,3,17,15,24,23,12,22,0,110,17,3,13,31,28,6,12,12,0,119,3,0,4,5,3,0,3,4,0,28,18,5,14,22,14,15,18,23,29,171,439,564,653,505,388,190,263,341,74,3413
31102,69,95,63,95,84,27,28,34,7,503,220,204,162,501,343,118,91,135,23,1793,440,264,1834,846,666,374,524,661,106,5711,26,13,38,65,63,43,50,62,6,364,30,32,32,69,72,45,48,65,8,403,3,17,18,14,14,5,7,11,7,94,23,22,36,37,35,23,26,60,64,333,1217,2220,2358,2003,1622,781,860,1159,246,12470
31103,152,158,107,170,178,45,70,80,14,964,389,316,318,1018,655,236,253,231,52,3468,807,378,3421,1777,1242,613,1355,1184,189,10980,40,29,77,79,144,125,126,155,11,777,62,60,73,149,126,83,128,127,17,825,21,32,28,24,35,21,29,14,6,211,40,58,82,96,91,66,101,116,141,786,2171,4011,4443,4118,3187,1481,2410,2214,527,24554
31104,147,158,115,141,167,40,27,20,9,832,394,336,261,652,545,179,106,106,38,2623,988,396,3418,1084,1117,495,894,828,183,9413,46,23,66,57,115,85,68,84,4,541,76,24,68,93,125,49,63,68,10,584,21,21,13,13,15,11,10,6,9,126,43,27,55,76,84,35,43,44,85,497,2353,3481,4167,2556,2628,1028,1287,1242,386,19131
31105,137,189,106,133,148,54,41,46,9,869,354,321,293,641,487,230,112,133,38,2611,698,346,2653,1077,962,458,653,805,132,7788,32,20,50,56,95,78,49,90,4,485,65,44,61,92,126,73,62,70,13,612,14,29,16,23,16,5,16,19,8,137,53,42,41,74,60,36,37,55,85,478,2166,4382,3473,2672,2570,1174,1131,1362,365,19303
31106,134,207,134,164,140,61,74,60,14,977,343,361,297,671,485,167,155,188,43,2700,553,366,2364,1087,877,452,691,864,138,7392,31,31,61,67,69,81,75,120,8,543,51,40,60,121,137,76,62,87,9,641,11,39,33,29,32,17,26,25,9,226,31,47,48,74,74,44,80,89,113,601,2202,5382,3371,2885,2698,1216,1408,1693,412,21261
31201,77,56,30,48,38,12,32,22,3,316,136,88,103,165,169,29,92,76,16,876,451,186,1831,396,413,159,1108,434,116,5097,24,12,24,34,50,33,63,68,0,312,37,14,37,35,42,21,60,48,5,298,9,4,12,5,10,4,6,16,0,70,49,18,37,25,26,18,85,75,52,380,1161,1542,2208,853,885,302,1519,920,210,9615
31202,243,362,177,218,228,61,76,54,23,1434,546,521,443,811,619,172,186,153,43,3497,1700,733,7841,1900,1858,847,2441,1285,422,19034,78,45,146,118,174,197,121,167,10,1068,100,79,112,191,162,114,148,93,10,1013,40,45,37,38,23,20,33,21,10,268,103,100,129,145,91,78,157,123,134,1050,3962,8236,9328,4213,3869,1699,3339,2088,720,37448
31203,105,80,62,78,42,35,23,36,9,461,170,124,120,220,122,45,45,66,5,917,419,175,1349,384,266,183,368,351,51,3562,35,26,26,40,27,57,22,46,7,288,35,24,18,41,38,21,23,28,4,235,9,14,10,14,6,9,5,9,4,80,28,27,29,41,22,24,17,49,31,264,1107,1360,1745,1151,711,460,550,768,125,7976
31301,85,116,53,73,65,30,13,32,4,463,151,131,88,286,186,63,26,51,22,1007,357,149,1150,562,387,258,287,402,44,3608,15,14,22,34,41,34,16,38,4,219,31,16,24,61,49,34,25,33,0,279,4,17,6,11,6,12,3,8,3,68,15,16,28,38,23,36,15,42,33,246,926,1600,1432,1260,919,536,414,646,132,7869
31302,128,153,78,148,130,44,37,53,15,787,402,313,234,917,544,213,99,214,38,2979,814,392,3277,1859,1118,667,924,1263,178,10487,56,17,82,97,106,141,55,147,9,720,68,40,62,156,123,91,76,133,10,763,18,24,19,18,32,12,13,24,3,171,44,62,50,87,61,65,55,135,117,673,2009,3461,3981,3803,2571,1394,1356,2364,418,21351
31303,29,35,8,30,31,5,15,12,4,165,59,38,33,139,89,21,13,41,3,444,200,48,533,242,163,78,162,232,41,1701,13,5,9,7,18,20,9,28,0,110,18,3,22,16,17,13,19,34,0,139,0,0,13,4,0,0,6,15,0,44,16,14,25,19,6,11,18,39,23,168,470,579,713,547,398,166,248,507,91,3716
31304,180,214,116,177,146,48,25,36,12,970,419,409,252,784,570,185,89,154,37,2894,914,427,3338,1517,1172,616,841,930,153,9901,52,23,69,80,110,100,60,109,3,606,72,48,63,135,125,65,57,92,8,670,15,18,21,23,28,14,3,22,6,156,46,33,50,69,63,49,43,64,70,490,2364,4095,4131,3292,2746,1263,1189,1553,349,20976
31305,204,266,90,167,155,69,34,38,16,1033,347,379,230,610,444,154,85,105,27,2375,735,361,2301,1155,875,399,472,728,125,7160,24,26,48,68,72,67,30,81,10,418,61,49,48,123,114,63,50,56,4,582,28,32,9,27,21,13,19,19,0,161,60,64,40,81,74,47,31,54,56,518,2429,4602,2973,2717,2320,956,789,1213,301,18301
31401,460,541,234,281,339,89,43,54,20,2064,836,721,462,871,870,268,90,131,48,4293,1298,616,3832,1330,1369,632,551,669,145,10440,63,42,60,76,111,114,45,75,6,590,115,111,85,147,219,81,44,70,12,883,44,73,29,26,38,13,6,10,0,234,60,78,49,57,92,33,24,40,88,526,5814,11610,5237,3851,4627,1686,911,1238,465,35445
31402,268,290,162,271,230,73,83,65,22,1460,646,567,422,1152,819,309,206,201,55,4380,1018,558,3291,1808,1478,785,856,1023,167,10988,56,36,69,140,139,131,66,104,12,739,90,94,86,177,201,107,62,104,9,937,31,58,28,37,43,14,24,19,0,258,53,93,67,89,74,58,53,41,111,639,3556,7610,4609,4841,4124,1920,1637,1843,508,30651
31403,81,124,60,114,106,19,20,32,8,567,235,217,197,452,364,139,67,75,18,1771,407,266,1769,787,697,309,427,506,82,5257,21,17,44,51,54,58,28,73,4,340,31,18,34,82,80,40,42,39,3,371,8,14,10,19,22,13,4,5,0,89,19,24,37,50,35,22,17,36,55,298,1240,2758,2363,1946,1816,751,677,881,214,12637
31501,73,71,21,66,34,5,11,20,3,301,158,122,62,189,115,32,26,44,8,754,413,276,954,437,402,119,366,303,78,3352,36,27,31,64,44,27,22,66,12,328,30,29,14,26,29,13,21,40,5,214,5,8,4,0,3,3,0,4,0,30,49,51,37,67,50,26,57,75,75,476,1084,1626,1154,1036,786,243,539,623,198,7293
31502,51,77,31,46,48,12,20,21,0,298,123,117,78,189,164,33,42,46,14,807,390,170,1746,330,385,104,615,339,77,4150,30,6,24,26,47,35,28,42,3,254,26,12,18,38,29,8,27,29,0,200,10,9,8,3,9,0,9,7,0,61,33,25,27,50,34,16,54,50,66,353,998,1997,2043,937,865,266,845,626,191,8767
31503,94,31,12,43,26,6,3,14,4,250,137,60,36,121,112,15,3,38,13,533,390,70,574,229,223,83,150,342,55,2124,39,8,11,14,24,23,12,32,0,166,56,10,15,21,21,12,11,27,5,166,11,6,0,4,0,3,0,8,0,29,41,20,20,23,19,17,19,47,15,224,1080,943,700,602,541,181,210,556,103,4902
31601,213,292,103,209,196,74,20,50,14,1166,354,343,252,587,413,202,55,110,24,2332,707,308,2188,1027,743,495,360,586,97,6507,44,20,39,63,62,114,20,62,4,431,64,63,43,97,126,69,25,59,4,544,21,39,15,30,16,10,9,10,4,150,45,55,40,56,47,45,18,27,67,406,2713,6301,3001,2857,2298,1349,598,1062,296,20471
31602,308,437,152,313,236,138,41,69,13,1721,548,604,390,978,691,295,94,174,44,3812,1239,526,3908,1746,1307,798,674,1076,159,11436,52,27,62,96,108,128,38,104,9,623,101,87,72,165,170,135,42,111,7,897,29,68,24,34,26,21,9,28,0,240,62,97,83,104,90,62,37,71,97,692,3911,8925,5070,4425,3575,1919,1057,1896,436,31212
31603,205,297,123,191,174,89,30,63,17,1192,397,373,323,665,457,201,71,145,26,2665,794,325,2573,1124,775,543,382,681,112,7299,38,18,36,67,75,67,21,50,8,378,79,44,55,110,125,86,40,61,12,605,21,50,22,25,20,11,9,24,3,178,53,79,65,80,48,62,16,66,79,555,2912,6131,3576,3141,2432,1414,673,1403,365,22044
31605,223,242,86,156,149,95,20,63,15,1044,312,279,213,412,268,135,28,78,27,1745,600,209,1563,621,427,382,206,398,66,4466,23,19,22,40,45,38,7,47,4,245,63,51,35,73,81,87,20,37,7,444,30,39,16,14,25,22,3,14,7,173,48,55,39,45,29,42,10,40,53,353,2509,4237,2185,1885,1453,1080,340,851,257,14799
31606,203,280,136,172,179,59,31,56,23,1144,356,325,258,539,415,169,60,128,29,2283,868,330,2725,972,707,477,565,780,134,7560,36,15,56,57,75,70,31,76,3,419,75,31,44,93,108,62,50,71,8,542,26,32,25,14,15,12,3,9,0,141,73,67,59,75,52,36,34,57,56,502,2596,4883,3580,2477,2118,1082,820,1364,335,19264
31607,137,219,80,144,131,55,34,57,14,864,290,270,234,546,326,148,61,131,25,2030,689,286,2388,915,666,394,452,689,108,6586,31,17,34,63,71,61,26,98,0,401,54,38,50,93,70,44,26,75,6,452,21,28,5,13,18,12,4,16,7,119,32,37,42,62,44,41,22,50,47,377,1972,3950,3054,2328,1765,941,680,1270,254,16229
31608,108,112,42,81,76,38,9,26,11,501,140,147,91,218,140,65,16,57,11,872,362,126,1078,378,247,145,193,309,56,2893,13,14,19,21,35,34,13,24,0,179,37,21,21,38,39,25,18,25,0,220,8,13,7,8,11,5,6,6,0,60,29,14,25,31,25,14,13,25,37,212,1132,1877,1377,979,797,417,288,524,156,7545
31701,377,517,225,395,331,100,70,111,24,2153,826,787,653,1523,1079,336,199,325,61,5786,1866,779,6325,3224,2352,1277,1358,1865,254,19307,80,53,128,216,254,274,100,306,13,1425,144,79,108,275,261,152,98,164,20,1300,40,84,39,62,37,22,25,64,8,373,99,105,82,178,111,80,65,175,153,1046,5843,14442,8306,7580,6004,2759,2152,3900,725,51705
31801,74,90,30,77,40,6,5,17,0,347,136,121,61,253,134,32,34,62,18,854,694,166,1748,675,444,214,628,528,90,5193,19,14,43,41,43,53,23,68,6,314,44,10,30,49,36,34,25,39,4,276,15,9,8,11,6,4,10,16,0,87,49,27,24,51,31,32,54,100,33,386,1397,1943,1994,1322,868,423,824,928,182,9892
31802,402,562,294,542,361,93,90,118,23,2492,1043,903,649,2156,1240,356,221,291,108,6963,2224,1133,8369,4277,2862,1366,2066,1842,389,24539,112,66,161,319,267,280,131,254,14,1606,156,76,137,371,277,176,126,168,26,1515,44,90,45,57,48,27,20,29,6,372,114,165,140,241,135,111,116,171,214,1396,6927,17260,10629,9993,6915,2900,3031,3294,951,61891
31901,163,251,66,189,108,51,23,44,15,919,317,324,172,748,412,137,78,145,27,2357,1064,355,3171,1988,1091,702,842,1182,177,10561,65,23,96,118,113,142,58,223,5,858,68,33,57,152,114,82,58,132,10,706,16,41,20,25,23,11,6,29,7,174,78,62,48,115,66,63,58,200,98,784,2576,5459,3824,3902,2351,1311,1172,2260,376,23242
31902,140,114,45,112,51,22,7,32,6,538,218,125,86,345,166,57,38,89,14,1135,679,170,1387,792,476,254,480,691,86,5014,58,18,41,62,64,66,35,96,3,444,66,11,24,70,32,28,42,69,9,348,20,9,11,10,9,3,13,22,5,93,89,23,32,50,31,32,36,114,60,470,1747,1977,1687,1651,995,509,680,1293,210,10736
31903,131,113,43,122,95,37,16,33,7,598,223,167,122,384,237,85,41,98,19,1378,608,206,1981,1004,639,446,593,800,105,6385,43,24,45,61,74,83,38,106,6,491,54,18,37,80,72,64,30,66,12,446,18,15,11,17,15,5,3,19,0,100,61,33,46,49,47,49,43,90,57,480,1570,2358,2392,1974,1423,842,815,1310,239,12925
31904,135,182,66,152,94,41,18,33,12,730,223,212,130,620,299,104,38,76,24,1727,551,219,1888,1557,649,458,380,628,102,6433,22,15,46,62,62,78,32,91,4,427,41,27,40,124,76,48,28,60,5,446,11,19,8,22,9,6,5,16,0,97,27,44,35,73,34,52,24,62,59,424,1462,3896,2347,3012,1517,881,567,1053,248,14973
31905,81,118,34,86,86,18,8,19,7,470,145,147,90,328,206,72,32,59,14,1103,418,175,1469,1062,554,300,437,550,86,5046,17,10,30,63,64,90,37,77,10,396,32,14,31,67,59,37,28,51,4,328,4,4,6,16,9,6,3,3,6,62,36,25,36,56,28,35,45,68,46,366,977,1862,1750,1875,1184,605,606,886,186,9923
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,12,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,11,0,24
39999,16,16,3,12,11,5,6,10,3,96,20,37,16,44,33,26,11,41,4,242,53,34,208,112,56,46,102,146,19,777,9,4,4,11,13,17,3,21,0,65,0,3,7,8,0,0,8,15,0,51,0,0,0,0,0,0,3,4,0,19,3,7,8,8,3,9,3,23,14,90,210,448,278,310,181,120,161,430,60,2209
40101,85,120,49,68,53,27,4,19,3,418,107,108,114,150,72,55,17,47,13,692,149,80,288,180,146,85,34,75,20,1050,8,12,7,14,18,11,4,12,0,78,16,16,13,15,22,19,0,8,11,115,15,32,8,13,17,6,7,7,0,97,14,25,7,25,23,9,3,13,11,136,1437,4455,825,1056,1100,512,152,413,148,10091
40102,394,488,170,292,279,95,21,86,19,1849,557,543,303,599,452,171,54,121,27,2820,1225,496,3220,1174,1000,561,506,717,116,9013,65,39,70,72,117,66,40,74,6,558,116,84,69,136,156,65,34,56,10,726,38,56,24,25,24,16,9,18,0,213,88,78,61,63,68,49,32,57,52,548,4982,9609,4418,3351,3181,1376,790,1411,389,29495
40103,199,281,72,103,157,71,13,31,10,942,220,211,104,154,150,84,22,36,18,1008,308,136,487,286,235,160,69,137,24,1838,12,11,15,16,34,18,4,13,0,118,50,45,22,44,83,43,4,11,7,301,25,58,18,7,14,13,0,5,0,149,33,71,10,27,35,17,4,16,33,243,3174,8468,1111,1276,1925,796,226,494,239,17700
40104,178,264,102,162,170,67,29,58,15,1055,255,325,226,353,321,137,75,92,21,1814,435,219,1524,617,534,266,199,324,42,4161,23,23,26,40,41,24,9,26,6,213,58,48,53,79,103,57,27,42,6,462,17,52,17,27,22,15,8,24,8,180,35,65,31,48,54,42,13,26,35,350,2543,7078,2533,2371,2541,1058,596,1007,256,19989
40105,135,212,80,91,104,46,22,26,6,724,189,198,129,173,178,68,33,73,9,1045,308,151,661,297,278,166,97,141,29,2132,15,17,17,33,26,22,0,18,0,150,38,29,23,46,75,32,4,8,0,268,12,36,12,17,14,11,0,7,3,118,35,38,11,26,29,7,6,14,23,195,2301,6619,1335,1399,1667,685,316,575,184,15082
40106,107,205,69,78,115,41,19,18,5,649,175,196,120,161,165,61,34,53,18,987,279,146,616,267,241,162,88,108,24,1924,15,9,11,14,39,18,0,17,0,120,30,20,19,25,42,24,7,14,5,184,17,48,12,14,11,7,0,8,3,109,24,40,14,25,16,10,6,18,26,178,1961,5277,1132,1105,1362,608,304,470,164,12365
40107,150,231,54,101,102,45,7,21,4,725,222,231,117,190,159,74,14,48,14,1071,253,143,589,249,230,160,62,133,29,1842,13,23,13,29,28,24,6,16,3,149,48,42,21,33,45,43,5,18,0,250,22,37,9,17,9,15,0,3,0,110,34,57,9,18,25,12,4,9,34,199,2744,7350,1183,1269,1567,718,197,483,199,15710
40201,97,153,58,160,101,21,9,20,8,631,218,201,132,377,219,83,35,52,18,1329,514,253,1793,793,677,335,409,425,92,5290,29,17,52,55,65,41,30,66,8,358,39,22,33,64,57,29,33,29,4,319,10,13,10,11,16,4,0,13,0,72,25,19,33,35,21,34,29,36,38,266,1341,2464,2242,1738,1410,616,573,718,175,11277
40202,151,199,97,242,149,44,35,54,12,978,389,304,232,878,425,143,122,147,46,2691,811,536,3220,2188,1439,726,1036,1198,232,11385,64,30,103,136,156,158,125,214,15,998,83,34,72,185,118,84,64,116,18,772,13,19,16,33,19,9,16,25,8,151,46,41,62,100,60,48,105,118,103,685,2061,3701,4037,4554,2805,1394,1613,2102,475,22744
40203,186,268,185,233,147,61,69,86,15,1242,309,403,381,647,381,151,198,217,39,2721,508,308,1810,1029,779,362,387,500,89,5776,33,34,66,69,59,55,28,78,6,432,57,46,65,112,100,51,29,36,15,506,23,47,32,46,26,13,33,35,7,259,33,75,61,66,46,32,54,68,76,517,2931,8260,3511,3981,3148,1344,1419,2120,428,27145
40204,264,358,213,400,283,90,99,126,24,1856,502,538,446,1300,664,234,253,285,66,4284,1090,700,4500,2794,1865,873,1269,1443,295,14831,83,51,136,187,191,156,117,214,11,1155,103,52,106,257,205,97,106,138,17,1083,39,53,55,52,57,21,25,57,10,376,60,70,118,168,111,83,122,154,123,1015,3492,8076,6431,7066,4809,2138,2515,3313,727,38565
40205,272,493,210,426,339,102,64,65,23,1996,653,630,411,931,656,182,134,153,54,3811,1185,645,4018,1656,1624,682,652,821,183,11469,56,39,79,93,164,99,41,82,8,661,93,88,93,180,240,91,38,73,16,911,31,46,33,38,31,10,15,19,0,237,61,83,52,83,81,64,36,57,86,606,4124,9179,5468,4777,4438,1632,1216,1644,515,32993
40301,191,221,76,161,125,50,10,31,9,868,208,260,128,240,230,88,30,34,13,1231,398,170,926,431,364,193,112,162,45,2791,10,13,25,28,29,26,10,21,0,166,45,30,32,57,72,34,9,13,0,291,12,26,11,15,15,7,0,10,0,93,30,36,20,40,27,9,6,22,33,223,2259,4771,1440,1555,1500,633,246,428,189,13018
40302,285,493,181,416,316,88,58,80,29,1943,513,563,422,908,545,185,131,156,56,3470,980,564,3318,1581,1326,562,463,694,136,9625,64,35,68,88,125,91,29,74,8,584,86,70,87,161,169,96,40,67,14,789,32,89,28,51,38,21,16,24,6,302,57,88,54,110,82,44,27,73,119,651,4127,11452,4961,5452,4289,1737,1014,1743,566,35343
40303,267,442,116,214,238,70,22,46,10,1427,403,381,227,387,329,129,34,78,27,1995,640,311,1536,646,565,318,179,280,61,4525,31,28,43,45,75,41,8,39,4,307,103,77,50,81,101,52,13,21,6,509,32,60,21,17,28,9,3,16,0,188,64,90,38,53,35,33,13,30,36,395,4253,11034,2516,2567,2715,1082,424,845,294,25727
40304,501,788,304,743,552,162,62,133,24,3267,899,915,590,1684,1048,329,133,237,79,5923,2191,1214,7923,4024,2788,1421,1350,1939,402,23261,146,78,206,249,289,258,107,264,15,1604,179,121,151,371,317,160,78,171,33,1584,40,106,46,72,68,23,20,38,8,423,116,131,122,186,145,107,81,135,126,1150,6442,13517,10058,9330,6942,3054,2067,3351,859,55616
40401,435,581,236,405,366,118,74,99,25,2345,712,679,517,888,646,239,202,215,50,4153,1261,674,3798,1572,1424,762,636,827,186,11138,61,61,79,110,149,82,50,99,12,698,123,86,98,166,250,92,50,78,16,953,43,83,28,61,47,35,22,23,10,354,74,131,75,108,110,65,62,90,104,832,5801,13348,5748,5168,5163,2125,1527,2090,624,41602
40402,174,246,118,209,172,57,40,53,12,1081,274,315,248,486,321,119,99,121,37,2015,581,317,2108,1025,805,374,482,536,108,6327,30,31,45,61,74,51,31,80,8,416,61,34,56,111,91,37,40,69,8,510,17,31,24,16,15,13,10,19,0,153,47,55,60,78,54,33,29,70,83,504,2190,5116,3082,2894,2302,953,909,1306,368,19120
40403,202,333,171,264,222,67,46,70,16,1379,323,394,334,573,357,134,110,157,29,2411,604,348,1803,860,722,349,286,406,88,5457,35,24,35,60,74,44,21,42,5,346,76,37,55,117,127,69,22,42,12,554,24,51,18,43,26,11,12,28,4,212,58,71,37,79,59,28,25,41,68,448,3182,8529,3144,3594,3077,1314,860,1446,368,25517
40501,156,159,58,154,94,29,10,26,4,689,252,178,97,285,195,69,41,67,16,1206,691,222,1660,633,563,287,373,679,84,5181,55,16,34,42,60,37,20,78,3,347,82,32,36,61,78,36,19,63,7,411,15,15,8,3,10,5,5,15,0,76,43,24,26,39,35,26,29,48,21,295,1974,2514,2048,1483,1284,597,534,1080,158,11671
40502,84,80,33,70,58,18,10,16,3,366,129,54,36,136,87,31,11,32,9,524,508,71,713,356,219,118,208,335,39,2573,48,4,20,14,32,20,20,57,0,206,72,8,17,26,25,13,15,27,4,200,12,10,6,3,3,3,4,4,0,48,51,12,17,25,31,13,19,53,21,233,1250,1137,878,744,542,249,311,619,92,5837
40503,93,72,12,76,35,11,7,12,5,325,123,99,36,212,67,35,13,16,10,608,492,146,907,549,275,134,303,279,48,3147,32,11,15,41,47,38,28,44,7,263,30,9,14,48,25,8,17,21,0,172,0,0,3,6,9,0,5,5,0,30,29,11,22,31,21,20,27,45,22,235,1037,1437,1044,1087,577,278,418,452,111,6433
40504,59,87,13,70,33,15,6,18,0,310,87,75,51,183,75,35,16,23,4,552,410,106,801,461,242,176,198,302,46,2742,45,5,21,33,29,17,13,35,3,209,38,6,15,42,34,13,8,25,0,191,8,3,5,0,3,0,4,5,5,37,41,21,21,27,32,17,22,38,28,246,892,1077,945,941,510,311,287,478,100,5539
40601,151,191,42,174,82,21,26,29,13,727,256,211,120,409,195,76,57,68,15,1397,923,300,2250,1077,673,407,719,676,117,7146,77,20,39,93,91,70,71,104,9,574,89,27,37,113,68,45,28,60,7,478,18,21,14,17,12,11,10,27,5,129,92,57,51,71,40,44,43,98,63,556,2188,3305,2707,2276,1375,749,999,1166,245,15022
40602,73,70,31,80,30,11,3,15,3,313,93,75,68,165,92,25,27,37,16,592,272,149,1086,450,280,92,370,269,72,3036,31,17,23,44,39,19,22,36,3,227,21,6,29,42,31,15,34,27,0,209,5,15,4,7,11,6,4,10,4,60,18,25,33,46,16,15,43,46,31,279,747,1345,1348,1021,618,219,532,509,145,6488
40701,201,220,75,181,132,54,19,54,8,941,239,192,122,397,208,105,34,70,13,1375,786,232,1813,1013,589,388,405,623,104,5968,60,6,42,64,57,57,26,99,5,414,97,36,52,107,81,45,31,56,11,516,20,26,11,17,9,12,3,16,0,109,58,40,42,51,40,36,30,61,44,406,2166,2986,2335,2239,1457,818,578,1120,235,13939
40702,286,203,43,125,112,60,21,63,5,921,312,237,110,438,244,99,53,122,19,1631,1274,333,2697,1334,817,571,665,971,112,8779,106,18,52,98,91,84,35,116,3,610,134,32,39,118,95,69,43,108,5,643,28,27,6,19,18,8,10,23,3,148,128,40,55,86,48,81,62,144,71,719,3102,3572,3143,2631,1744,1065,944,1777,258,18245
40703,211,187,56,181,117,26,25,74,11,882,347,213,128,499,235,79,49,129,24,1705,1200,315,2282,1402,850,513,591,1133,151,8438,79,25,71,93,92,100,50,155,11,683,113,24,45,124,87,47,45,101,9,599,24,16,10,17,14,4,7,20,7,128,125,43,58,100,42,56,55,169,71,713,2759,2916,2775,2799,1692,930,865,2079,328,17139
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49999,6,3,7,5,3,4,0,0,0,21,0,12,5,8,4,8,0,5,0,47,13,10,55,22,17,13,19,25,9,176,0,0,0,0,4,9,0,3,0,11,0,0,0,0,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,5,7,5,24,47,114,76,58,42,28,33,71,15,489
50101,261,324,121,169,149,106,48,104,21,1305,314,217,264,364,237,129,55,162,16,1753,741,251,2855,914,589,397,587,741,115,7188,42,23,70,88,79,112,36,118,3,575,85,36,41,131,81,67,44,80,3,574,31,40,19,16,24,17,11,25,0,191,65,47,63,85,45,69,43,68,45,531,2653,4368,3767,2303,1662,1136,890,1605,260,18646
50102,266,379,224,276,195,75,87,84,17,1592,400,440,472,673,438,156,152,190,45,2965,1072,643,6015,2140,1489,779,1682,1394,244,15464,91,36,173,186,215,196,134,257,16,1291,82,54,95,202,200,101,102,121,16,981,26,55,37,30,32,16,31,62,3,297,96,88,95,102,77,73,113,146,120,919,3180,6923,7517,4251,3278,1591,2467,2638,509,32368
50103,114,93,65,64,42,28,16,35,0,452,131,83,59,118,79,39,27,44,3,583,429,102,952,368,240,115,287,295,57,2851,25,5,29,34,45,36,21,61,0,271,44,13,24,31,41,22,18,35,3,235,19,13,4,3,4,0,8,10,0,58,54,10,20,28,19,22,36,46,22,256,1256,1257,1223,774,577,305,443,641,110,6589
50201,282,342,229,302,246,83,84,64,25,1644,440,436,417,751,411,223,163,164,36,3035,1005,551,4903,1994,1063,689,1428,1065,217,12915,59,27,134,177,138,153,105,206,10,1011,68,60,89,174,150,89,98,95,9,836,43,55,49,41,40,26,22,24,5,302,74,76,108,130,100,77,94,112,95,871,2963,5502,6252,4224,2666,1574,2160,1931,447,27731
