SA3_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
12802,47044,48969,96008,1114,1183,2295,4047,4216,8267,35,34,71,43,43,90,8,10,17,18,9,23,5,14,17,0,4,5,13,15,26,0,0,0,4174,4340,8514,218,230,451,63,66,127,5570,5816,11384,1447,1601,3049,54056,56387,110440
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
20101,43747,47315,91060,1556,1649,3207,113,134,248,6353,6862,13214,126,119,248,47,46,96,41,62,109,32,33,66,26,22,45,11,18,28,0,0,0,6752,7302,14054,202,229,432,164,130,285,8671,9307,17982,2904,2956,5861,55329,59580,114907
20102,12745,12716,25465,295,338,630,34,31,61,967,988,1949,28,25,56,6,6,11,8,9,15,7,5,14,0,8,4,3,4,10,0,0,0,1057,1074,2130,32,40,74,24,20,46,1404,1468,2876,1164,1174,2334,15317,15355,30675
20103,10816,10707,21523,282,314,586,23,23,41,772,821,1596,23,23,44,4,7,8,7,3,11,5,3,15,4,11,19,0,7,3,0,0,0,843,895,1737,14,19,34,16,11,29,1155,1238,2394,1510,1121,2633,13481,13065,26544
20201,39421,42483,81903,1326,1457,2786,161,177,346,4762,5401,10162,74,79,149,49,56,102,31,44,77,22,29,55,26,27,46,17,18,29,0,0,0,5144,5834,10976,138,171,310,107,103,210,6718,7562,14282,2726,2915,5639,48866,52962,101828
20202,20907,21330,42239,676,731,1401,48,62,117,1846,1898,3741,26,35,60,6,12,15,17,20,32,15,8,17,8,5,16,15,7,21,0,0,0,1977,2048,4026,66,77,145,27,30,54,2743,2883,5629,2314,1893,4210,25961,26109,52070
20203,4917,4822,9741,99,117,212,18,11,27,327,369,691,20,11,30,9,4,12,8,0,10,5,3,5,6,5,5,0,0,0,0,0,0,382,406,785,12,14,22,13,11,23,506,545,1044,692,647,1338,6116,6008,12126
20301,9398,9168,18568,220,249,470,16,10,27,838,829,1674,14,18,26,6,4,8,7,5,14,8,7,7,0,4,9,0,0,0,0,0,0,889,878,1768,24,32,53,13,19,37,1150,1173,2322,636,627,1268,11188,10973,22162
20302,80846,85689,166532,2890,3087,5976,235,289,527,10827,11770,22596,181,202,386,78,71,157,65,47,114,99,100,198,30,37,69,33,38,72,0,0,0,11550,12566,24110,413,479,892,273,216,489,15114,16351,31472,6218,5248,11469,102181,107285,209472
20303,35471,37577,73048,2156,2339,4493,113,105,217,4295,4766,9060,81,91,183,30,34,68,32,30,59,20,22,44,25,31,60,17,8,26,0,0,0,4619,5093,9714,168,181,350,70,73,150,7017,7690,14706,2267,2395,4663,44756,47661,92415
20401,23663,23607,47278,1109,1184,2299,146,132,281,1855,1960,3813,151,136,286,46,29,71,85,28,111,19,15,36,22,14,32,25,13,37,0,0,0,2345,2322,4668,90,91,178,56,49,103,3598,3646,7246,2514,2424,4932,29775,29680,59456
20402,19082,20178,39262,1001,1116,2110,145,169,311,1206,1323,2530,69,79,147,17,19,39,10,15,22,14,8,20,15,25,44,0,3,8,0,0,0,1473,1647,3118,42,44,82,52,62,113,2559,2864,5427,1628,1702,3331,23264,24743,48007
20403,29491,30828,60319,1251,1326,2581,770,818,1585,2403,2510,4914,317,249,562,61,40,98,59,50,108,36,15,52,49,42,91,60,54,107,0,0,0,3740,3782,7522,132,123,255,83,88,174,5209,5320,10527,2522,2311,4828,37215,38457,75671
20501,22408,23459,45864,1055,1247,2298,52,54,108,2346,2533,4881,58,76,137,9,17,26,23,16,37,5,13,20,8,6,13,4,0,7,0,0,0,2511,2713,5222,48,88,135,42,41,84,3654,4088,7746,1684,1748,3437,27752,29296,57045
20502,18920,19506,38419,1009,1095,2099,116,130,245,1482,1612,3097,66,86,154,4,7,13,22,22,48,15,16,33,21,16,38,11,8,22,0,0,0,1742,1898,3635,52,48,101,57,43,99,2862,3075,5935,2019,2055,4075,23802,24631,48435
20503,27631,28587,56212,1675,1848,3522,48,66,113,2520,2707,5228,50,59,114,10,14,26,26,24,51,18,19,30,15,14,21,12,6,20,0,0,0,2693,2903,5602,104,101,204,64,49,112,4531,4907,9437,2569,2707,5277,34733,36199,70927
20504,30071,31309,61374,1345,1547,2891,66,72,138,2433,2631,5064,72,71,144,15,16,28,14,19,35,11,14,22,16,14,29,5,11,16,0,0,0,2633,2846,5482,111,105,218,102,96,201,4190,4598,8789,3069,3115,6184,37330,39019,76349
20505,17279,17767,35046,1044,1111,2160,115,98,212,1388,1397,2782,84,68,159,28,16,42,32,23,57,11,16,29,3,7,12,55,33,88,0,0,0,1725,1663,3388,58,66,122,62,54,113,2887,2895,5782,2523,1699,4217,22688,22362,45050
20601,32758,35096,67860,1038,1110,2151,259,308,565,6299,7261,13562,154,198,349,55,65,123,55,65,120,41,50,99,29,35,64,63,67,130,0,0,0,6957,8049,15003,384,465,846,109,99,210,8481,9725,18208,1447,1445,2894,42683,46270,88957
20602,19928,21875,41805,533,648,1181,84,121,212,3285,3798,7086,49,55,103,19,26,44,19,22,44,17,20,35,4,8,11,7,23,29,0,0,0,3490,4063,7553,188,229,414,61,67,128,4271,5005,9277,812,855,1669,25014,27742,52752
20603,25994,27691,53687,815,912,1733,103,108,211,4022,4306,8329,85,85,173,38,42,74,28,37,68,9,15,28,8,11,26,20,22,39,0,0,0,4309,4638,8946,295,289,585,77,62,137,5499,5904,11400,1435,1502,2937,32923,35101,68019
20604,39229,39487,78713,4691,4891,9583,1069,1185,2251,19092,19315,38405,680,800,1485,309,339,645,373,387,761,191,220,409,80,99,182,193,224,418,0,0,4,21987,22572,44562,2009,2062,4069,303,269,578,28993,29791,58786,5670,5357,11028,73891,74637,148524
20605,34614,36336,70956,2049,2309,4363,301,345,644,7624,8223,15849,232,233,470,50,56,105,70,101,168,34,41,70,19,28,49,39,36,79,0,0,0,8375,9067,17440,696,729,1426,159,126,284,11281,12234,23512,3306,3219,6532,49211,51792,101001
20606,20262,22249,42512,1110,1240,2353,261,340,601,5105,5746,10851,171,205,376,49,65,114,82,108,190,28,46,71,14,20,30,36,39,81,0,0,0,5752,6566,12317,473,533,1002,70,66,140,7404,8405,15804,1744,1943,3690,29408,32598,62010
20607,30428,32027,62453,1611,1672,3288,348,434,783,7716,8219,15932,207,263,467,102,116,219,114,121,233,50,47,96,29,42,69,71,83,152,0,0,0,8640,9318,17952,726,739,1469,138,116,257,11113,11851,22969,2474,2286,4763,44013,46172,90184
20701,65468,71454,136925,1655,1809,3464,239,277,510,8798,9237,18033,127,164,291,67,61,124,77,75,155,50,39,92,22,21,41,43,43,88,0,0,0,9423,9916,19339,843,881,1727,105,108,213,12031,12713,24742,2401,2618,5014,79895,86784,166681
20702,39751,42733,82482,828,900,1731,84,87,172,4312,4568,8879,51,55,108,40,51,93,11,14,24,15,15,33,9,4,11,21,13,27,0,0,0,4534,4813,9342,494,540,1037,47,38,92,5903,6292,12196,1385,1541,2923,47039,50564,97597
20703,40777,44244,85026,1389,1347,2741,152,147,300,6152,6287,12442,87,93,173,56,42,94,37,34,71,70,49,121,18,20,36,28,33,59,0,0,0,6591,6698,13286,580,561,1148,136,107,242,8696,8717,17415,1949,1967,3916,51419,54933,106348
20801,39831,43579,83408,1171,1252,2427,116,131,250,4541,4854,9395,80,87,174,24,18,43,34,34,68,15,6,17,9,12,17,18,24,37,0,0,0,4832,5168,10004,434,457,894,50,64,117,6489,6944,13439,1669,1953,3621,47986,52478,100462
20802,60216,64042,124267,1957,2012,3972,197,242,444,9104,9536,18642,114,137,253,32,42,74,50,53,105,27,35,63,13,17,35,37,36,70,0,0,0,9587,10100,19683,772,814,1595,142,109,252,12464,13037,25496,2384,2712,5097,75067,79791,154862
20803,49219,53426,102642,1229,1321,2551,90,103,193,5121,5629,10752,75,78,158,15,29,45,20,21,40,13,18,28,3,0,6,7,19,26,0,0,0,5350,5892,11240,316,366,677,126,102,227,7013,7681,14696,1944,2069,4009,58173,63172,121350
20804,15892,17371,33261,554,582,1138,59,84,143,2546,2718,5267,35,55,87,17,11,31,13,10,29,19,12,33,0,3,5,5,14,22,0,0,0,2711,2907,5610,170,153,321,34,39,70,3469,3677,7147,678,704,1382,20036,21756,41793
20901,51625,54616,106240,1086,1145,2237,160,148,309,5110,5594,10707,161,102,264,40,23,63,42,31,77,12,20,34,18,17,37,35,20,58,0,0,0,5581,5963,11544,342,345,689,57,70,127,7070,7526,14600,2029,1995,4027,60722,64141,124863
20902,36891,38344,75236,999,1012,2012,119,139,260,5284,5394,10671,80,76,164,28,44,73,29,34,65,24,25,47,15,17,26,21,19,37,0,0,0,5600,5748,11344,323,368,693,133,79,217,7064,7213,14269,2379,2307,4687,46332,47862,94196
20903,29397,29892,59280,361,357,716,37,37,72,1930,1983,3918,22,26,47,10,12,18,11,11,24,3,8,7,6,3,11,9,8,17,0,0,0,2026,2088,4119,82,82,166,30,28,58,2503,2553,5055,1083,1046,2132,32978,33494,66470
20904,102299,104062,206368,2425,2448,4872,214,206,419,12069,11887,23958,162,148,310,48,54,103,44,55,95,32,29,64,25,44,71,23,30,58,0,0,5,12632,12450,25083,611,659,1268,208,160,370,15874,15721,31589,5261,5288,10552,123436,125073,248512
21001,25770,27151,52926,524,519,1047,32,35,71,2218,2348,4559,29,27,52,9,6,17,3,0,11,6,4,12,0,9,8,0,5,5,0,0,0,2303,2430,4732,153,123,274,55,54,108,3043,3125,6171,977,1006,1988,29794,31282,61082
21002,13742,13892,27634,415,443,854,28,40,70,1082,1127,2205,23,33,58,8,7,22,9,11,10,0,6,6,6,0,3,5,3,10,0,0,0,1156,1228,2387,44,56,97,19,14,33,1629,1734,3368,806,802,1610,16179,16430,32610
21003,31135,32248,63384,1031,947,1979,117,106,225,4330,4067,8396,51,67,118,17,26,43,13,19,37,24,26,52,17,17,37,6,14,17,0,0,0,4576,4338,8910,264,321,578,84,82,169,5953,5688,11641,2180,2152,4337,39268,40088,79357
21004,18377,19095,37469,445,495,945,30,39,72,1843,1996,3832,22,27,53,10,5,13,4,6,14,4,9,13,3,9,13,4,5,5,0,0,0,1920,2093,4021,75,65,143,32,34,64,2476,2687,5169,924,923,1847,21773,22700,44476
21005,81761,81548,163310,2303,2234,4539,265,245,508,9964,9900,19865,128,117,246,40,36,76,27,33,55,45,39,88,21,27,46,22,10,31,0,0,0,10520,10409,20930,672,674,1342,182,133,317,13672,13451,27126,5476,5007,10483,100908,100010,200916
21101,66964,69826,136792,834,918,1749,94,99,190,6083,6363,12449,81,72,150,24,30,52,25,24,46,28,25,50,3,9,10,15,8,26,0,0,0,6352,6614,12965,339,388,723,127,100,228,7646,8024,15671,2509,2593,5104,77126,80438,157561
21102,11366,11842,23202,129,120,249,20,20,36,870,904,1771,14,9,29,5,4,9,3,4,6,0,3,6,0,0,0,0,5,5,0,0,0,912,951,1855,68,73,135,14,5,18,1118,1147,2261,368,388,753,12847,13375,26217
21103,47037,50102,97141,720,725,1449,70,83,156,4820,5153,9972,37,52,88,16,18,36,8,18,29,11,9,17,12,11,26,12,7,18,0,0,0,4993,5350,10339,225,276,504,82,72,156,6026,6427,12450,1769,1925,3691,54831,58448,113279
21104,25809,27644,53453,386,390,782,34,37,72,2642,2677,5322,22,19,40,11,11,24,13,20,31,12,24,35,6,10,12,5,3,5,0,0,0,2752,2792,5543,219,221,442,33,37,69,3390,3444,6836,925,1130,2052,30129,32211,62339
21105,65997,67655,133649,1174,1272,2445,76,73,146,5042,5398,10439,57,61,120,22,23,43,26,22,51,13,17,33,16,19,35,4,8,12,0,0,0,5267,5608,10878,221,183,399,118,84,199,6781,7141,13925,2993,2798,5794,75767,77600,153369
21201,46627,47926,94558,1152,1290,2443,75,74,146,6181,6384,12564,71,64,137,22,31,53,22,18,39,28,23,45,28,24,49,0,7,7,0,0,0,6417,6614,13029,225,264,491,117,84,198,7916,8243,16159,2906,2981,5882,57450,59150,116598
21202,56960,57795,114757,959,937,1896,91,91,182,5640,5627,11271,79,80,154,34,34,70,23,23,51,17,18,37,9,10,14,17,9,30,0,0,0,5905,5897,11804,388,405,790,101,65,165,7358,7301,14658,3191,3167,6359,67512,68268,135778
21203,91720,92302,184023,1577,1602,3181,191,205,396,12206,12171,24380,104,130,231,60,61,125,46,56,99,40,45,79,12,12,23,13,11,31,0,0,0,12677,12692,25367,703,849,1555,233,168,396,15191,15303,30497,4853,4686,9537,111764,112288,224056
21204,79724,78953,158685,2451,2316,4769,159,139,292,8155,7260,15418,91,92,177,79,51,128,38,43,76,25,18,44,17,16,37,18,16,32,0,0,0,8574,7638,16211,834,960,1789,245,145,389,12105,11057,23158,5093,4480,9568,96920,94492,191412
21205,70916,72806,143719,2448,2242,4692,269,276,544,11328,10323,21651,174,188,359,100,86,185,63,71,137,77,88,164,40,44,88,39,56,94,0,0,0,12085,11139,23228,1093,1113,2211,217,166,382,15847,14665,30513,3719,3415,7133,90485,90880,181366
21301,77116,77871,154986,1666,1624,3288,123,111,229,6530,5990,12522,116,95,212,29,41,70,15,13,33,44,39,84,11,12,24,9,6,19,0,0,0,6879,6309,13189,579,605,1188,197,167,365,9328,8705,18029,5791,5266,11055,92229,91842,184073
21302,34349,36255,70604,1330,1394,2728,84,88,170,3540,3747,7283,61,61,120,21,29,49,28,30,54,14,20,35,16,10,18,19,10,34,0,0,3,3783,3989,7766,210,262,472,82,70,148,5403,5713,11118,1893,1954,3838,41642,43918,85561
21303,32101,32184,64282,1423,1393,2816,181,147,326,5519,5559,11081,84,94,181,33,44,77,29,42,71,22,33,58,16,22,34,14,18,33,0,0,0,5895,5958,11849,330,380,711,135,95,231,7778,7827,15611,2265,1978,4249,42149,41995,84144
21304,77492,79295,156783,2017,2220,4235,190,192,388,9977,10396,20375,123,143,270,67,66,129,34,32,67,37,46,86,20,20,44,11,0,11,0,0,0,10461,10911,21376,503,549,1050,159,124,288,13143,13799,26947,6649,5134,11780,97283,98226,195512
21305,113726,113097,226825,3623,3613,7234,641,579,1217,18040,17285,35323,273,302,573,223,217,435,110,108,223,103,93,200,71,72,144,51,64,117,0,0,0,19510,18725,38230,1488,1559,3052,349,279,631,24970,24180,49153,8790,7161,15950,147492,144433,291925
21401,55720,58270,113987,1372,1534,2905,84,86,171,5803,6340,12144,84,94,181,6,10,22,26,33,57,16,17,32,9,8,22,10,11,21,0,0,0,6040,6616,12649,269,257,527,150,146,294,7835,8540,16377,3621,3590,7206,67174,70397,137577
21402,66608,71361,137967,2280,2494,4772,258,220,478,6165,6672,12837,244,185,424,29,26,57,112,68,179,37,19,61,43,37,76,26,22,43,0,0,3,6911,7246,14158,266,300,566,135,103,239,9589,10143,19730,4720,5055,9772,80916,86554,167471
21501,24030,24231,48263,1414,1549,2958,61,68,126,1265,1353,2617,44,42,90,66,65,129,25,15,42,16,21,38,16,19,36,4,7,7,0,0,0,1488,1600,3091,99,83,177,51,46,96,3051,3270,6323,3000,2168,5164,30081,29660,59740
21502,21846,22799,44643,979,1012,1990,245,292,538,1804,1829,3634,63,74,136,124,102,224,23,25,51,8,9,14,14,20,31,6,8,15,0,0,0,2278,2353,4631,103,97,203,85,67,155,3449,3528,6972,2446,2294,4737,27734,28625,56359
21503,15309,15081,30397,803,919,1720,117,124,240,764,844,1610,43,35,76,33,29,60,7,3,10,3,6,8,9,11,19,5,4,10,0,0,0,979,1060,2042,137,48,186,37,41,80,1951,2068,4023,1781,1657,3436,19046,18810,37857
21601,15394,15820,31217,760,827,1588,195,207,396,1038,1063,2097,40,37,80,9,12,26,14,11,27,8,16,18,16,16,30,0,4,3,0,0,0,1316,1361,2675,46,47,87,40,30,74,2160,2264,4424,1435,1422,2859,18997,19506,38500
21602,12013,12112,24124,722,747,1464,187,200,386,789,779,1563,27,32,64,6,5,13,5,3,16,7,10,17,0,3,10,0,0,3,0,0,0,1025,1040,2069,27,30,61,47,32,84,1824,1848,3671,1248,1209,2460,15089,15164,30255
21603,26761,26990,53753,1057,1200,2256,139,171,312,2336,2575,4906,68,72,139,18,27,44,23,25,40,27,24,46,20,19,35,9,8,18,0,0,0,2627,2911,5545,151,178,323,77,68,138,3911,4354,8262,2841,2571,5417,33510,33917,67427
21701,14713,14930,29642,934,1033,1964,38,27,69,818,910,1731,39,48,87,71,81,148,17,18,39,11,4,10,23,16,43,4,0,0,0,0,0,1016,1115,2133,38,35,74,39,21,64,2032,2211,4237,1281,1275,2558,18026,18410,36436
21703,15620,15631,31254,819,817,1634,50,50,106,964,978,1942,38,28,67,14,18,36,6,6,8,7,5,18,5,6,16,0,0,5,0,0,0,1095,1097,2192,72,41,114,43,39,80,2022,1996,4019,1508,1395,2898,19151,19024,38173
21704,20826,22052,42876,961,1076,2034,54,61,119,1598,1785,3381,79,75,153,24,27,53,14,17,30,12,13,25,9,7,19,3,0,4,0,0,0,1795,1986,3778,74,78,158,48,39,91,2876,3184,6058,1619,1656,3281,25329,26890,52219
29797,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,36,6,38
29999,847,576,1426,345,229,576,90,83,174,1209,1233,2442,81,96,179,32,23,50,27,26,52,19,13,29,15,11,22,7,9,20,0,0,0,1475,1495,2970,159,136,290,24,22,48,2008,1884,3889,2274,1409,3682,5124,3875,9002
30101,30258,31210,61467,578,632,1208,140,144,287,91,98,193,3173,3297,6471,9,8,14,21,16,32,8,9,15,5,9,12,14,16,33,0,0,0,3463,3596,7061,130,142,271,84,54,139,4257,4424,8681,1228,1274,2502,35742,36909,72654
30102,36193,38245,74438,1405,1564,2972,356,389,746,185,195,385,4445,4772,9217,27,34,55,32,38,66,25,30,54,19,17,37,33,20,52,0,0,0,5123,5497,10617,233,239,474,113,99,212,6877,7408,14279,1939,1889,3827,45005,47538,92545
30103,28826,30411,59245,666,735,1399,216,226,440,164,173,331,3540,3729,7271,25,29,59,33,31,59,12,10,24,20,23,42,21,15,31,0,0,0,4024,4231,8258,212,234,450,80,75,155,4982,5279,10262,1305,1325,2627,35109,37020,72126
30201,18031,19373,37403,248,263,510,112,119,230,95,96,186,2570,2798,5371,25,20,47,19,23,39,9,4,20,20,28,44,19,19,35,0,0,0,2865,3110,5973,170,160,329,49,42,95,3331,3575,6907,630,588,1219,21991,23532,45526
30202,27932,30008,57939,551,632,1182,231,224,454,187,186,365,4528,4901,9426,28,30,55,39,42,82,24,23,46,41,35,78,27,28,57,0,0,0,5101,5463,10561,255,248,497,95,81,178,6004,6421,12421,1538,1529,3065,35469,37952,73422
30203,16235,16400,32635,532,571,1099,137,147,287,110,105,214,2770,2950,5713,19,19,45,18,16,32,13,11,25,19,11,29,17,21,40,0,0,3,3099,3284,6385,173,173,340,69,72,139,3879,4091,7966,998,788,1786,21107,21276,42387
30204,24003,25506,49508,680,763,1445,123,118,239,81,88,166,2900,3175,6075,20,23,41,19,19,39,13,15,27,20,28,50,20,26,46,0,0,0,3191,3493,6688,164,179,348,90,55,146,4128,4489,8619,1129,1172,2300,29263,31163,60426
30301,20717,22283,42995,439,470,908,182,189,372,108,120,232,3214,3613,6827,29,29,61,29,30,49,7,11,18,13,17,25,29,30,61,0,0,0,3613,4037,7647,205,212,422,63,56,116,4319,4773,9090,747,761,1507,25781,27814,53599
30302,28468,29293,57765,905,961,1865,284,288,572,220,226,452,6365,6804,13169,48,55,102,37,40,79,21,27,46,36,36,71,42,46,89,0,6,6,7057,7526,14579,381,444,821,180,144,324,8519,9073,17591,1631,1546,3175,38615,39913,78533
30303,30289,31959,62256,693,748,1444,195,180,373,157,150,306,4962,4969,9932,57,70,129,43,40,86,20,24,40,33,29,62,37,28,60,0,0,0,5500,5495,10999,414,452,865,132,96,225,6741,6794,13536,1441,1349,2784,38471,40103,78568
30304,15777,15952,31735,365,375,740,119,104,223,67,70,134,2330,2231,4561,22,17,39,14,4,13,9,12,22,13,12,25,18,8,19,0,0,0,2591,2449,5040,197,193,392,60,58,119,3206,3084,6287,741,663,1404,19723,19698,39422
30305,26725,27741,54463,607,632,1245,159,171,332,95,121,217,3509,3637,7136,41,30,69,25,21,41,12,7,19,29,32,65,28,30,57,0,0,0,3895,4041,7940,287,323,611,81,99,183,4873,5095,9972,1275,1249,2518,32877,34083,66956
30306,19712,20022,39735,574,579,1160,154,126,274,94,85,178,2799,2584,5383,50,40,86,19,22,39,9,17,28,14,7,24,8,3,16,0,0,0,3146,2888,6031,283,267,554,87,60,145,4090,3798,7889,1015,1014,2031,24819,24832,49648
30401,13813,14401,28212,235,278,508,54,56,116,38,38,75,1379,1464,2842,8,13,27,13,10,18,0,0,3,5,8,8,11,4,12,0,0,0,1501,1602,3102,84,78,157,30,22,53,1848,1978,3827,368,305,669,16026,16682,32710
30402,19959,20627,40586,407,463,864,151,121,274,95,101,189,1829,1906,3733,14,17,30,24,27,51,14,8,19,8,6,16,17,22,43,0,0,0,2151,2206,4363,203,228,431,35,30,69,2799,2923,5722,494,521,1014,23255,24071,47329
30403,18804,19901,38710,992,1054,2049,290,309,603,212,233,442,4169,4462,8631,70,52,123,47,43,86,33,32,69,33,36,69,40,33,72,0,0,0,4886,5208,10094,535,576,1111,74,50,127,6485,6892,13383,886,902,1782,26170,27699,53873
30404,21429,22547,43976,603,594,1199,227,165,394,155,166,320,2504,2744,5251,29,26,55,31,27,60,12,10,23,58,47,105,82,54,140,0,0,0,3107,3246,6356,185,175,356,48,30,80,3943,4046,7991,878,685,1557,26253,27276,53527
30501,25921,25072,50997,2265,2435,4697,795,745,1542,573,568,1145,9133,9485,18616,117,96,215,95,131,226,48,63,112,69,68,137,67,78,142,0,0,3,10910,11234,22138,1078,1083,2158,224,185,408,14470,14939,29408,3416,3039,6447,43805,43044,86852
30502,15775,16302,32073,481,533,1020,235,245,476,201,237,443,3374,3699,7077,36,39,82,20,29,46,11,20,28,13,14,27,31,41,74,0,0,0,3927,4316,8245,270,282,553,79,67,144,4758,5203,9960,922,904,1822,21455,22406,43859
30503,34118,35305,69428,1481,1619,3102,526,521,1048,380,432,814,8544,9268,17811,60,84,153,80,74,157,40,37,76,40,40,79,54,59,111,0,0,0,9723,10525,20249,691,730,1430,137,141,279,12039,13021,25060,2431,2207,4635,48591,50525,99120
30504,21861,22488,44347,806,925,1727,283,302,583,219,222,434,4596,4895,9493,58,54,109,52,53,102,14,13,29,23,20,51,49,29,75,4,3,3,5295,5579,10872,447,426,866,91,86,174,6637,7012,13648,950,853,1805,29440,30352,59794
30601,21321,22326,43651,1034,1145,2178,263,267,531,316,383,703,2627,2971,5598,66,83,147,70,98,166,34,36,66,90,93,184,29,33,65,0,0,0,3493,3967,7462,203,181,386,91,86,175,4820,5374,10200,1798,1569,3370,27941,29275,57216
30602,37316,38314,75631,1260,1408,2667,339,335,669,314,319,634,5701,6252,11951,76,97,170,97,105,203,39,27,64,143,135,270,35,42,81,0,0,0,6742,7310,14051,318,318,639,202,172,379,8522,9209,17733,5782,5193,10983,51626,52716,104345
30603,13814,13276,27095,834,789,1617,80,73,150,71,79,147,989,1035,2022,19,17,40,8,24,36,15,8,26,37,34,76,5,7,6,0,0,0,1223,1284,2502,129,67,194,32,26,57,2212,2159,4377,1910,1623,3530,17939,17060,34995
30604,4249,4073,8315,383,395,776,105,118,224,118,102,221,383,418,800,20,26,48,34,31,68,14,9,23,11,19,34,5,4,12,0,0,0,696,741,1436,50,39,86,23,23,44,1150,1191,2349,771,702,1470,6170,5971,12139
30605,15956,16330,32283,981,1103,2084,87,114,212,82,83,164,1386,1481,2865,19,26,41,33,34,72,10,9,11,38,47,80,7,0,9,0,0,0,1665,1791,3455,78,59,138,65,59,124,2794,3005,5801,2312,2168,4487,21068,21504,42570
30701,16199,15870,32063,1314,1453,2765,230,235,466,66,58,126,1416,1425,2846,9,11,18,39,37,74,0,11,8,17,23,37,0,0,3,0,0,0,1785,1799,3578,69,71,143,80,64,147,3246,3383,6630,2578,2390,4963,22020,21637,43657
30702,16609,16475,33087,1100,1191,2291,136,97,235,40,24,66,1287,1419,2707,6,8,13,13,13,26,6,13,13,21,17,36,3,4,6,0,0,0,1510,1590,3102,51,61,118,53,45,103,2718,2892,5613,1959,1737,3692,21292,21105,42394
30703,15862,16328,32190,925,1036,1960,200,188,390,43,39,78,1404,1487,2889,13,17,29,3,8,11,8,7,13,13,14,29,3,3,11,0,0,0,1682,1767,3445,52,40,92,48,36,83,2709,2883,5583,1727,1631,3363,20299,20843,41143
30801,10411,9897,20304,1159,1151,2306,89,94,185,26,36,56,983,1053,2034,13,6,17,17,27,43,9,5,11,13,14,26,4,0,3,0,0,0,1145,1238,2386,125,60,176,37,32,67,2468,2467,4937,1933,1298,3227,14808,13659,28469
30803,44940,46104,91037,2019,2271,4293,268,250,518,151,142,288,5921,6545,12465,49,49,104,51,60,117,23,19,43,48,63,109,26,35,57,0,0,0,6541,7156,13695,213,197,416,214,168,382,8985,9796,18787,6122,4054,10177,60051,59957,120001
