SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
21304,3,29,0,842,17,5,7,17,8,21,3,14,11,30,352,478,16,0,14,7,0,0,5,0,8,85,122,269,3531,512,116,1819,303,1551,114,857,176,4323,555,13865
21305,3,22,7,1571,26,3,9,11,7,24,4,8,10,36,566,709,21,0,13,12,11,8,3,8,8,92,152,334,5392,906,155,2883,469,2526,213,1270,269,5268,798,20151
21401,5,39,0,894,16,5,0,10,13,13,9,6,10,31,284,386,13,10,6,0,5,7,0,9,4,82,88,226,3217,598,81,1923,309,1233,140,885,180,4186,437,13185
21402,20,329,9,2063,5,8,11,22,8,26,5,26,9,81,511,705,9,5,9,17,3,5,0,17,9,207,162,447,2660,1093,168,2466,295,1503,227,1838,331,9649,808,21049
21501,5,43,0,408,7,3,4,5,6,15,3,10,3,20,237,307,6,4,7,12,4,3,0,3,3,60,70,182,1390,408,72,1155,140,531,92,553,121,2769,355,7582
21502,6,28,0,262,9,0,0,7,4,5,3,6,4,20,212,264,12,3,4,4,0,0,0,4,0,65,83,191,1209,299,67,839,106,499,65,410,79,2196,351,6124
21503,0,18,0,162,0,0,4,5,0,7,0,7,3,18,139,197,12,3,7,7,0,9,0,3,5,48,54,146,813,236,63,736,73,389,53,340,76,1628,242,4648
21601,0,21,0,198,9,5,0,0,4,8,0,9,0,23,147,202,3,4,8,0,0,0,0,4,5,58,47,125,793,251,58,701,85,395,46,360,79,1882,237,4902
21602,0,21,0,136,5,0,0,7,0,8,0,3,3,23,126,167,7,0,4,7,0,5,0,0,0,57,48,126,590,196,33,529,59,281,47,249,91,1754,222,4049
21603,7,28,0,375,7,0,3,5,0,11,0,4,0,22,210,265,9,8,5,0,3,4,5,0,6,61,67,167,1291,296,49,1030,103,630,78,486,105,2549,327,6939
21701,4,9,0,250,6,0,0,3,0,8,0,9,0,17,169,213,6,5,3,7,3,0,0,0,0,42,39,113,798,268,55,722,84,433,67,366,77,1740,245,4859
21703,0,22,3,230,5,0,0,9,0,8,0,5,0,15,151,187,6,7,7,8,0,0,0,5,4,40,50,123,839,279,63,717,80,346,72,382,86,1664,234,4765
21704,3,40,3,386,4,0,0,7,0,5,0,6,0,25,159,212,7,6,7,4,0,6,0,0,3,51,41,134,1094,340,72,968,132,429,64,479,97,2215,244,6132
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,9,40,0,610,3,4,9,3,5,6,5,0,3,21,215,270,5,0,7,0,3,0,0,6,0,49,30,102,1652,320,67,1051,215,709,103,533,155,2923,270,7987
30102,8,103,0,867,7,3,0,7,13,3,0,6,5,31,340,407,9,0,5,3,0,3,3,5,0,73,53,155,1888,412,103,1231,284,935,133,745,184,5104,450,11469
30103,3,43,3,858,3,0,0,5,3,0,0,0,4,17,253,288,3,0,0,4,3,0,0,0,9,27,25,69,1918,241,61,997,233,692,101,362,133,2198,309,7241
30201,3,28,0,548,5,0,4,0,3,0,0,6,5,11,161,192,0,0,0,0,4,0,0,0,6,19,19,52,1150,179,42,621,163,416,73,279,97,1616,186,4823
30202,7,23,5,1051,0,0,4,0,8,3,3,4,0,15,231,273,4,0,4,0,4,3,0,0,0,21,25,66,2199,363,77,1148,290,641,159,376,116,2095,286,7753
30203,0,9,0,654,6,0,4,6,6,4,4,0,5,0,157,194,0,0,0,0,6,0,0,0,6,12,20,40,1665,217,48,734,221,457,76,224,75,942,186,4835
30204,4,13,0,484,3,0,3,5,3,3,0,4,0,17,181,220,11,0,0,4,0,3,0,0,0,28,29,70,1410,246,60,803,185,612,81,349,86,1990,232,6046
30301,3,25,3,925,3,0,0,3,4,0,0,6,0,9,161,192,4,0,0,0,0,4,0,0,0,15,20,53,1589,201,43,752,165,512,82,344,87,1556,199,5537
30302,0,50,0,1462,3,0,0,3,0,6,4,3,0,16,274,307,0,0,5,0,0,0,0,0,4,7,23,39,2747,497,109,1483,318,793,150,469,108,1507,316,8508
30303,11,42,3,686,0,0,5,3,6,5,3,4,5,16,200,247,11,3,3,3,3,0,0,0,0,19,42,80,1587,359,68,961,184,684,113,494,122,2375,257,7209
30304,0,23,0,504,3,0,0,0,3,0,0,0,0,6,118,138,0,0,0,3,0,0,0,0,0,10,10,28,996,187,38,557,124,330,66,199,71,1028,141,3735
30305,9,25,0,357,5,0,3,3,0,3,0,7,0,14,173,210,4,0,3,4,5,0,0,3,0,26,24,70,1329,259,45,772,172,593,82,345,87,1719,228,5637
30306,0,15,4,231,3,0,6,3,0,4,0,5,5,10,114,142,0,0,3,0,0,0,0,0,0,15,24,50,739,254,40,543,86,458,51,365,92,1645,164,4433
30401,7,23,3,504,0,0,0,0,0,0,3,4,0,12,95,109,0,0,0,0,0,0,0,3,0,3,13,25,769,132,33,424,89,342,43,261,57,1297,120,3557
30402,9,89,0,943,9,0,0,0,0,3,0,5,0,15,121,147,0,0,0,4,0,3,0,5,0,23,12,44,795,192,29,520,89,489,44,401,76,1800,144,4590
30403,9,133,0,985,0,4,3,3,6,0,0,0,0,5,157,180,0,0,3,4,0,0,0,0,0,6,19,38,1164,284,53,716,144,536,91,393,58,1445,182,5059
30404,5,35,0,786,4,0,0,8,0,3,0,0,0,6,190,216,3,0,3,0,0,0,0,4,3,20,18,41,1340,212,45,632,167,435,75,294,92,1669,213,5173
30501,15,152,0,2419,14,3,0,5,9,7,7,0,4,15,437,497,3,4,6,4,0,4,0,0,0,9,24,56,3520,818,171,1815,436,1245,238,700,164,1652,483,11238
30502,6,26,0,1190,8,0,0,0,6,0,3,0,4,5,169,191,3,0,0,0,0,0,0,0,0,5,10,23,1747,208,51,734,178,445,77,226,63,727,185,4650
30503,11,156,0,2721,8,0,0,8,5,6,0,3,0,9,401,446,0,0,0,3,3,4,0,0,0,23,35,74,4129,741,117,1877,429,1081,223,659,142,1853,454,11710
30504,3,67,0,1428,3,0,0,9,7,0,0,0,0,12,218,253,0,0,0,0,0,0,0,0,0,12,16,30,1847,353,66,949,191,579,124,416,78,1128,247,5980
30601,10,27,0,585,6,0,3,8,0,0,4,0,0,11,317,356,3,0,9,0,0,0,0,0,0,24,16,52,1495,327,70,1057,127,624,82,543,81,1764,365,6535
30602,9,38,0,715,10,0,0,10,9,9,3,6,0,19,484,553,4,5,6,8,0,0,0,0,6,51,61,147,2384,535,100,1618,205,887,102,695,138,2578,596,9836
30603,3,12,0,147,6,3,3,9,0,10,5,6,0,14,201,251,11,4,3,7,0,3,3,0,8,35,42,113,692,202,47,554,65,368,50,357,57,1506,282,4186
30604,0,13,0,85,0,0,0,4,0,0,0,0,0,0,73,82,0,0,0,0,0,0,0,3,3,11,8,31,281,165,14,242,31,106,25,152,32,457,92,1592
30605,3,30,4,216,10,0,0,3,3,11,0,0,7,31,311,376,8,11,3,3,0,3,0,0,5,68,51,160,828,285,65,658,89,422,45,415,125,2113,412,5456
30701,3,18,0,296,10,0,0,3,4,9,0,3,0,14,298,348,23,4,12,4,0,4,0,0,5,42,49,143,1316,200,61,699,80,414,34,251,69,1163,385,4672
30702,3,4,4,198,9,0,0,10,0,9,0,3,0,16,243,287,15,0,9,3,3,5,0,0,0,54,39,139,1053,190,47,732,85,414,62,309,73,1728,329,5012
30703,0,26,0,175,5,0,0,8,0,8,4,10,5,15,225,280,6,0,9,3,0,3,0,5,3,52,49,140,865,291,59,678,78,437,59,413,69,2294,322,5572
30801,8,5,0,404,4,0,4,5,0,3,0,0,0,3,215,239,12,0,10,0,0,5,0,3,0,10,20,59,859,94,55,447,61,283,27,100,52,400,243,2629
30803,16,57,5,940,9,4,3,10,3,18,3,6,11,38,919,1023,14,3,13,6,5,8,4,0,4,91,97,241,2501,446,123,1646,226,1226,138,782,194,4526,1101,12912
30804,0,3,0,153,0,4,0,0,0,0,0,0,0,3,85,102,7,0,3,0,0,0,0,0,0,6,12,43,471,50,28,256,33,153,16,64,29,328,113,1537
30805,11,28,0,598,10,0,0,9,3,8,7,4,9,30,432,509,12,0,5,3,4,0,0,0,0,44,29,110,1404,219,65,936,133,798,78,444,116,2158,483,6829
30901,18,83,4,964,4,5,3,10,6,3,3,11,3,16,284,346,4,0,0,3,3,5,0,0,0,36,57,111,1587,537,93,1081,209,558,162,567,130,2682,372,7973
30902,3,43,0,573,5,3,4,5,7,3,3,3,5,20,255,302,0,0,7,3,6,0,0,0,3,40,34,98,1126,383,62,906,159,486,129,478,106,2291,316,6449
30903,7,95,0,676,7,3,8,8,4,6,0,4,4,26,302,378,7,4,3,4,0,4,0,0,0,43,66,139,1322,484,86,1089,226,731,132,649,174,3792,427,9114
30904,5,24,0,210,4,0,0,0,0,0,0,0,0,11,105,119,0,7,0,9,0,4,4,0,3,22,16,59,355,149,42,336,70,240,45,211,61,940,131,2575
30905,0,12,0,271,5,0,0,0,0,3,0,3,3,10,113,132,3,0,4,0,0,0,4,0,8,13,16,46,594,178,28,463,79,285,46,244,56,1160,147,3282
30906,4,30,3,422,4,0,3,4,3,8,0,8,0,15,208,261,8,0,0,6,0,0,9,0,6,56,65,150,1287,345,71,1030,222,627,121,513,134,2298,318,6953
30907,11,116,3,1253,8,0,0,16,11,11,5,5,14,26,507,600,8,9,13,12,5,10,4,7,10,60,69,201,3328,688,184,2260,441,1439,223,911,262,4506,631,14877
30908,0,30,0,402,3,0,4,5,4,3,0,0,5,21,162,206,0,0,0,0,0,0,0,6,0,21,17,57,1102,317,61,789,174,481,105,411,100,1923,216,5674
30909,10,27,3,424,6,3,3,9,3,7,5,0,5,15,208,265,7,0,3,5,0,0,0,0,0,31,32,87,1142,466,107,956,220,601,181,564,146,2059,265,6697
30910,11,135,0,718,4,5,0,5,4,9,0,6,4,22,225,276,6,0,3,0,0,0,0,5,3,40,33,94,876,519,99,749,149,497,176,501,99,2048,286,5998
31001,0,12,0,339,3,4,3,0,3,8,0,0,4,15,206,245,0,0,4,4,0,0,0,0,0,27,37,80,1384,252,62,782,194,636,79,346,105,1685,288,5817
31002,0,17,7,313,3,0,5,3,6,13,8,6,11,30,282,356,15,6,13,4,0,5,0,0,0,59,52,156,1349,311,100,880,199,833,94,552,187,3136,391,8033
31003,5,23,0,617,7,0,0,3,4,13,0,4,3,36,424,498,9,4,8,6,4,0,0,0,0,50,56,136,2336,378,137,1483,396,1169,138,613,197,3580,519,10945
31004,0,8,0,412,4,0,7,7,9,4,0,4,4,12,324,380,5,0,8,0,0,0,0,3,4,18,44,87,2107,242,78,1201,283,913,106,367,126,1773,395,7598
31101,3,7,0,48,0,0,0,0,3,3,0,0,0,6,59,75,0,0,0,0,0,0,0,6,3,18,12,45,297,70,23,196,46,152,23,103,44,704,90,1738
31102,0,3,0,146,3,0,0,0,7,5,0,4,0,10,116,152,3,0,5,0,0,0,0,0,0,25,37,72,942,170,51,609,147,440,60,264,91,1540,181,4492
31103,7,11,3,249,9,4,8,0,4,18,5,0,5,29,264,339,6,3,3,5,0,6,0,0,0,39,49,102,1608,305,67,1082,211,910,115,465,138,2190,342,7433
31104,0,13,0,315,0,0,5,7,3,5,0,0,0,10,200,237,6,0,6,0,5,4,0,4,3,28,39,97,1354,199,65,828,201,576,71,301,96,1523,262,5462
31105,4,12,0,320,11,0,0,4,0,9,0,3,6,12,166,213,6,0,3,0,0,3,0,0,0,27,40,89,1256,235,46,799,186,621,86,383,94,2036,230,5974
31106,0,15,0,299,10,0,4,0,3,9,0,3,5,15,204,248,8,0,3,0,4,5,0,0,0,27,49,94,1217,278,41,756,164,678,92,409,100,2224,281,6238
31201,0,4,0,467,5,0,0,0,0,6,0,0,0,5,231,259,10,3,4,7,0,0,0,3,0,21,35,85,982,96,55,441,74,347,29,151,44,740,287,3246
31202,14,55,4,1268,9,0,7,15,8,15,0,5,7,48,1091,1206,17,0,20,16,0,4,6,5,10,91,107,271,3165,385,145,1837,239,1360,122,775,194,3665,1276,13166
31203,4,8,0,155,0,5,5,0,0,5,0,0,0,14,191,215,0,0,5,4,0,4,0,3,0,11,20,50,525,157,19,398,40,201,30,200,31,690,225,2518
31301,0,38,3,236,0,0,0,5,0,7,0,4,0,32,205,250,0,6,0,3,0,5,3,4,0,57,41,114,488,192,52,426,101,444,63,414,135,4356,311,6978
31302,3,19,0,245,3,0,0,4,5,13,3,3,0,22,314,376,3,0,0,4,3,0,0,0,7,44,44,115,1283,317,77,965,228,739,92,474,116,2804,410,7511
31303,6,3,0,90,0,0,0,0,0,0,0,0,0,7,69,88,5,0,3,0,0,0,0,3,0,17,12,39,280,95,25,208,41,150,27,99,46,658,98,1726
31304,0,15,0,305,9,0,4,6,4,9,0,4,3,16,249,309,5,0,9,0,0,0,0,0,7,32,41,92,1342,253,70,904,175,688,86,421,113,2551,311,6926
31305,5,43,0,531,3,0,0,3,5,0,0,6,0,27,285,326,5,5,0,0,0,0,0,5,4,53,39,112,1146,314,59,822,205,716,112,517,122,3438,360,7803
31401,9,43,3,1181,7,0,0,6,5,6,0,3,4,16,296,355,3,6,3,0,4,4,0,0,3,36,26,79,2149,378,101,1247,316,976,104,581,176,3176,345,9546
31402,3,10,0,437,10,0,0,4,3,8,4,4,5,9,278,327,6,0,6,0,4,0,0,0,3,34,37,91,1892,312,84,1217,317,781,150,395,125,2122,338,7739
31403,0,10,0,166,3,0,0,3,0,5,0,0,3,4,143,166,3,0,4,0,0,0,0,0,0,12,20,40,837,140,32,492,127,450,61,234,72,1273,173,3890
31501,0,10,0,196,6,0,0,3,0,4,0,6,5,13,132,173,11,4,4,0,3,3,0,0,0,20,38,86,612,104,55,237,50,198,19,132,36,558,187,2193
31502,9,5,0,358,0,3,5,0,4,4,0,0,3,11,172,198,15,0,9,5,0,0,0,3,0,11,21,66,977,69,52,284,68,272,18,73,29,395,202,2442
31503,0,0,0,115,4,0,0,0,0,7,0,3,0,7,157,183,15,0,3,6,0,5,0,5,0,23,34,85,645,83,26,263,35,170,14,97,26,425,200,1975
31601,4,54,0,504,7,5,5,4,4,5,0,9,0,14,238,281,3,5,9,0,0,0,0,0,0,41,31,91,920,362,73,817,185,452,102,480,132,2916,300,6732
31602,21,111,7,905,10,4,3,4,6,8,4,6,3,38,452,546,4,0,7,3,4,3,0,0,9,71,59,163,1690,582,123,1314,288,781,195,841,210,5705,556,12283
31603,16,105,0,759,7,3,8,10,3,10,9,0,0,16,360,422,0,0,5,3,7,4,0,0,0,49,44,110,1312,534,101,1187,184,575,167,614,151,3470,434,8741
31605,15,159,0,669,5,0,7,4,0,4,3,0,0,24,233,267,7,5,5,0,0,0,0,0,0,35,21,81,665,408,73,643,127,380,112,575,119,3121,278,6509
31606,10,45,0,471,4,8,5,8,3,5,0,4,4,17,273,330,3,8,4,0,0,4,0,0,0,48,43,117,1107,408,97,971,179,570,162,593,172,3079,348,7689
31607,4,28,0,310,9,0,0,0,0,3,5,4,4,16,214,258,0,0,4,0,0,0,0,0,6,21,18,55,882,309,74,795,162,428,93,439,107,2176,268,5734
31608,3,36,0,212,3,0,0,0,0,0,0,0,0,12,133,150,0,5,3,0,0,0,0,4,0,17,18,45,332,206,50,344,60,219,49,302,81,1530,160,3345
31701,9,74,0,1119,15,3,8,7,7,6,7,10,5,37,814,921,12,4,12,8,0,11,3,3,3,117,102,276,3726,727,121,2523,309,1596,162,1133,220,6324,1009,17861
31801,4,13,0,235,3,3,0,5,0,7,0,7,3,26,274,336,9,0,0,4,4,7,0,4,9,48,64,146,972,163,44,659,104,466,33,314,78,1833,384,5056
31802,11,76,0,1449,20,4,5,11,9,20,4,7,14,44,1320,1458,9,0,12,18,5,5,0,3,0,110,90,251,4976,704,179,2939,377,1886,176,1257,271,5575,1493,19843
31901,5,48,5,443,6,0,5,3,0,12,0,8,6,55,476,584,12,3,13,13,3,4,0,5,5,139,103,304,1692,443,84,1323,150,964,82,819,159,6164,684,12554
31902,3,7,0,171,12,0,0,0,0,7,0,4,3,29,301,370,19,0,13,19,4,0,0,3,10,64,61,194,977,280,63,703,92,501,62,430,109,2771,417,6386
31903,5,17,0,213,5,5,0,10,0,5,0,4,0,16,312,357,7,4,5,5,4,7,0,0,0,71,63,160,849,313,64,751,80,552,73,547,116,3421,424,7197
31904,4,37,0,294,5,8,0,0,5,4,0,11,5,43,340,414,4,0,4,0,0,0,3,7,0,98,76,201,885,287,46,754,97,597,78,660,112,5423,495,9430
31905,0,21,0,165,4,0,3,5,0,7,0,3,0,20,256,308,4,4,0,0,0,0,0,9,0,80,64,173,611,242,51,576,65,497,55,499,97,3724,377,6801
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,0,81,0,566,4,0,3,0,3,0,0,3,0,4,110,127,0,0,0,0,0,0,0,0,0,6,3,20,757,220,14,492,47,357,21,296,28,769,112,3114
40102,13,75,4,855,4,0,0,9,6,11,0,12,4,20,374,428,6,5,0,0,3,7,0,4,0,45,24,93,1723,501,66,1424,162,829,94,754,113,3216,439,9321
40103,9,166,4,972,0,0,0,0,0,3,0,0,0,16,142,167,0,0,0,3,0,0,0,0,0,23,14,44,696,275,18,566,40,457,46,532,45,2155,170,5001
40104,0,21,0,356,5,0,0,0,0,9,0,0,0,29,166,209,0,0,0,0,0,0,0,0,0,24,32,62,1046,278,23,747,59,467,36,437,48,2327,231,5700
40105,8,48,0,566,6,0,0,4,0,0,0,0,0,5,135,147,0,3,0,0,8,0,0,3,0,10,17,37,854,283,20,658,52,367,28,348,29,1359,167,4165
40106,4,52,0,475,3,0,0,5,0,4,0,0,0,11,109,131,3,0,0,0,0,0,0,0,0,10,4,19,675,216,23,528,48,300,23,254,33,961,118,3179
40107,3,99,0,802,5,0,0,3,5,4,0,0,0,4,124,144,3,0,0,0,0,0,0,3,0,12,16,39,829,257,20,620,54,376,42,376,40,1532,147,4288
40201,3,14,0,141,0,0,3,3,0,3,0,3,0,7,166,186,4,0,0,0,6,0,0,3,0,18,26,53,758,170,34,579,68,365,41,299,64,1528,211,4125
40202,0,23,0,191,10,0,0,4,7,10,0,6,4,28,313,378,3,0,3,6,0,4,0,0,0,63,60,145,1529,335,62,1116,140,843,67,529,110,2853,431,8019
40203,0,12,0,375,0,0,5,3,0,3,0,9,0,16,217,255,0,0,5,3,0,0,0,0,0,26,30,63,1645,364,29,1064,97,632,67,438,48,2119,284,6791
40204,6,17,6,332,8,5,5,11,0,15,3,18,5,33,359,453,9,6,5,3,0,8,0,0,5,85,87,209,2236,562,70,1695,184,1264,94,902,149,4949,521,12621
40205,3,34,3,478,4,0,0,6,3,9,5,0,0,39,290,352,4,0,3,0,0,5,0,3,0,64,42,123,1918,419,48,1493,142,936,95,742,99,4737,383,11016
40301,15,62,0,583,3,0,0,4,5,4,0,0,0,21,160,187,4,0,0,0,0,0,0,0,0,25,15,54,736,269,24,589,53,342,51,414,60,1959,202,4696
40302,10,22,0,594,3,0,4,9,3,7,4,0,0,26,337,394,3,0,5,5,5,0,0,0,0,38,42,99,2209,560,51,1577,162,773,99,745,111,3778,435,10492
40303,6,77,4,810,4,4,3,0,0,4,0,0,0,25,224,264,3,0,4,0,0,0,0,0,0,27,29,59,1156,349,40,915,71,582,52,608,56,2957,280,7055
40304,9,56,6,690,11,3,0,8,12,13,0,5,0,66,591,713,13,6,4,8,5,13,0,4,0,97,77,231,3274,884,116,2777,319,1683,190,1455,227,8121,766,19817
40401,9,76,0,1077,10,0,0,11,0,7,0,3,0,29,406,478,5,0,3,5,0,0,3,3,3,69,59,153,2872,638,61,1800,175,975,100,882,117,4632,535,12776
40402,4,13,0,372,8,0,0,4,4,3,0,5,4,18,209,248,0,0,0,0,0,0,0,0,0,14,32,53,1333,302,21,904,112,557,47,413,69,2000,263,6019
40403,5,30,0,528,0,0,0,4,0,0,0,0,7,24,210,249,3,3,0,6,0,0,0,0,0,27,27,63,1578,473,35,1131,92,560,68,494,68,2150,263,6904
40501,0,18,0,237,0,0,0,0,3,4,0,5,0,11,171,203,3,0,5,0,3,0,0,0,0,30,19,58,801,272,32,685,88,407,46,370,63,1827,212,4805
40502,5,14,0,127,3,0,0,3,0,0,0,4,3,11,135,161,0,0,3,3,0,4,0,3,0,22,22,54,432,170,36,488,42,263,27,243,45,1191,195,3139
40503,0,11,0,117,0,0,0,3,0,3,4,7,0,8,161,194,0,5,0,6,0,3,0,0,0,33,20,66,532,126,19,457,49,261,40,268,33,1406,207,3401
40504,3,29,0,154,0,0,0,0,0,4,0,3,5,23,192,227,0,0,0,4,0,3,0,0,0,54,42,116,381,196,25,486,41,267,44,338,59,2265,273,4372
40601,0,33,0,332,0,4,0,7,3,6,4,11,0,32,389,452,5,3,6,9,0,6,6,3,4,58,49,144,1102,325,62,994,105,569,86,473,107,2480,503,6805
40602,0,7,0,201,4,0,0,0,0,5,0,6,0,16,174,210,6,0,5,0,0,0,0,0,4,26,20,65,553,78,22,301,48,203,31,168,47,723,214,2391
40701,9,49,0,317,3,5,0,0,0,0,3,6,0,33,356,413,5,3,8,3,0,3,0,4,0,61,55,151,691,560,72,878,70,493,78,781,128,4913,471,9135
40702,4,45,0,417,6,0,3,11,4,12,3,13,5,24,297,373,13,8,9,11,3,4,0,11,0,73,69,195,1534,428,82,1398,118,654,107,604,108,2806,435,8275
40703,3,29,3,299,4,4,0,3,0,15,0,4,3,37,369,437,6,0,8,10,0,0,4,6,6,80,70,200,1433,470,72,1258,136,636,95,657,132,3796,524,9200
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,9,63,0,477,3,9,0,6,0,4,0,6,3,21,510,558,3,0,0,4,0,4,0,4,0,37,41,100,945,498,83,1029,103,417,86,538,87,2624,601,7016
50102,17,33,4,898,7,7,0,6,4,12,4,3,8,34,806,880,11,0,3,4,0,10,0,3,0,62,72,170,2050,473,106,1761,210,1160,130,882,200,4380,948,12296
50103,0,5,0,169,5,0,0,3,0,0,0,6,0,10,232,254,8,0,0,0,0,0,0,0,0,21,30,63,531,214,43,489,62,272,40,244,51,1170,284,3401
50201,26,90,8,896,8,0,7,11,8,10,0,8,6,64,1025,1148,8,7,9,12,0,0,0,0,0,130,100,260,1514,441,97,1410,181,1148,109,901,211,6651,1204,13868
50301,16,369,0,2237,4,4,5,3,3,8,6,3,0,30,361,420,0,0,0,0,0,0,0,5,0,33,20,61,1047,422,32,860,87,711,46,820,68,2670,394,7149
50302,20,136,5,3220,14,0,9,9,10,11,3,3,4,24,806,892,3,0,8,7,5,4,0,0,0,23,34,84,4174,898,87,2262,245,1302,97,871,121,2382,880,13311
50401,9,22,0,1104,6,5,6,7,4,4,5,4,7,24,572,635,4,0,0,4,0,6,5,0,0,27,41,92,2454,415,55,1429,172,838,62,582,91,2595,655,9348
50402,3,36,0,479,0,0,0,3,0,7,0,5,3,21,323,375,0,0,3,0,0,4,0,0,0,27,28,75,881,198,50,673,89,499,41,406,69,1744,363,5006
50403,9,36,0,979,16,3,3,10,10,13,0,9,4,28,946,1043,14,0,11,10,4,4,0,4,5,54,78,183,3178,552,109,2016,260,1406,128,826,133,3336,1066,13001
50501,25,113,0,2086,8,4,6,6,11,10,0,7,0,44,976,1078,11,7,10,5,4,7,4,14,6,78,61,200,3258,874,124,2377,302,1657,157,1458,231,6380,1097,17908
50502,17,137,4,2961,7,5,12,15,15,19,8,7,10,56,1249,1403,16,3,11,8,3,8,0,3,6,94,112,266,5365,1147,152,3305,360,1722,190,1498,186,6397,1468,21784
50503,11,46,3,1272,12,4,6,18,10,13,7,15,8,41,1288,1417,7,4,11,11,4,3,0,6,5,91,110,257,4040,755,115,2719,355,1749,188,1101,226,5306,1472,18039
50601,9,20,0,566,11,4,0,3,3,6,3,0,0,34,518,584,7,0,5,4,0,0,0,5,6,45,47,119,1922,325,76,1231,170,900,75,556,87,2394,589,8311
50602,4,20,0,1133,8,0,0,3,3,9,0,4,4,8,619,663,3,0,8,0,3,0,0,3,0,11,40,77,2512,480,65,1422,146,848,74,495,98,1536,686,8367
50603,9,30,0,705,6,5,0,6,8,8,3,4,0,22,450,510,4,0,0,6,0,4,0,6,0,34,46,99,1602,543,63,1292,126,887,71,740,87,2984,517,8909
50604,8,11,0,472,3,5,5,5,0,6,5,10,4,23,585,654,3,4,5,10,0,0,0,0,4,54,69,150,1939,444,83,1442,155,1212,81,737,126,3390,732,10339
50605,11,36,0,607,7,0,0,5,3,3,3,6,3,28,384,436,6,3,3,4,0,5,0,0,3,34,29,98,1228,271,41,849,105,617,49,485,86,2337,446,6515
50606,0,10,0,272,5,7,0,0,0,4,0,0,0,10,226,246,7,0,3,4,0,0,0,0,0,15,16,46,735,103,40,503,61,292,29,187,33,751,250,2993
50607,4,80,0,1070,0,0,0,0,3,3,3,0,0,7,265,286,4,0,4,0,0,0,0,0,0,10,18,39,1185,259,24,763,62,529,34,427,35,1408,301,5030
50701,6,32,0,1170,8,0,4,6,4,11,0,8,3,21,734,805,10,0,0,4,0,0,0,4,0,31,60,112,2983,471,61,1841,240,1170,110,715,105,3055,826,11573
50702,5,60,0,932,3,0,0,0,3,5,0,6,0,3,293,326,3,0,0,5,4,0,0,0,0,13,9,35,964,243,33,732,84,401,55,390,44,1237,312,4496
50703,4,3,0,205,0,0,0,0,7,7,0,0,0,4,305,327,3,0,0,0,0,0,0,0,0,16,17,36,877,170,26,553,82,413,36,211,47,882,342,3640
50704,10,141,3,1800,3,0,3,12,4,10,4,9,3,24,497,571,9,0,0,9,0,0,0,3,0,67,45,132,1977,523,65,1430,140,922,80,1002,124,4542,576,11379
50705,22,29,0,951,9,0,0,9,9,20,3,4,4,41,1127,1235,15,0,5,6,0,7,0,4,4,76,63,180,2412,407,109,1784,256,1446,160,809,196,4322,1258,13164
50901,3,41,6,451,9,0,3,10,6,10,4,6,0,21,449,512,11,4,6,5,0,0,3,0,0,60,45,139,1243,483,96,1108,131,577,98,623,109,2667,564,7696
50902,15,37,0,489,3,3,0,3,0,9,0,14,0,14,553,609,11,6,12,5,0,5,0,0,3,54,56,157,1242,380,83,962,121,727,81,515,120,2339,662,7236
