SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
12703,52446,53965,106411,17506,12881,30387,5856,8578,14431,5007,3639,8656,2108,1726,3835,30480,26825,57306,18139,23359,41497,6.9,6.4,6.7,58.1,49.7,53.9,54.1,46.5,50.2,2957,3060,6013,469,871,1342,7357,9426,16784,4625,5856,10485,9028,4857,13885,401,758,1158,786,1226,2013,10207,6843,17055,54111,54996,109108,8197,8238,16434,33761,34588,68342,24336,24743,49078
12801,46768,50448,97216,20210,13610,33816,6938,11999,18940,2992,3832,6821,1132,833,1967,31279,30275,61548,13597,18198,31795,3.6,2.8,3.2,66.9,60,63.3,64.5,58.4,61.3,2937,3010,5944,797,1485,2280,8223,10830,19056,4730,6846,11574,11972,4594,16570,330,687,1019,1045,1779,2825,13343,7058,20403,46690,49043,95734,7888,8312,16197,31071,33015,64087,20725,21801,42523
12802,43558,46424,89982,20483,13122,33608,5950,11761,17715,2665,3533,6198,973,793,1768,30074,29209,59283,12190,15638,27827,3.2,2.7,3,69,62.9,65.9,66.8,61.2,63.9,2712,2991,5703,776,1577,2353,7472,9823,17291,4538,6112,10651,11752,4802,16560,318,694,1011,953,1713,2671,13025,7216,20237,47044,48969,96008,5570,5816,11384,34578,35801,70378,15322,16195,31524
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,5734,4381,10112,762,470,1229,410,506,910,216,155,370,392,252,647,1775,1382,3161,1917,1722,3630,22.1,18.4,0,31,31.6,0,24.1,25.8,0,146,181,327,33,76,109,425,540,969,274,339,614,858,463,1326,55,72,127,74,104,176,985,636,1621,1117,690,1808,2858,2673,5527,761,424,1186,3046,2835,5882
20101,44734,49562,94299,19372,11096,30467,6365,13809,20169,1551,2221,3766,1462,1228,2685,28742,28349,57092,13603,18649,32257,5.1,4.3,4.7,64.3,57.2,60.5,61,54.7,57.7,2118,2548,4666,1017,2044,3066,5747,8279,14025,3534,5125,8659,10975,6563,17543,457,737,1193,512,770,1273,11938,8073,20014,43747,47315,91060,8671,9307,17982,27163,29279,56441,22387,24468,46853
20102,12896,13035,25926,5101,2688,7790,1845,3447,5288,523,655,1175,306,228,533,7777,7017,14796,4157,5039,9190,3.9,3.3,3.6,60.3,53.8,57,57.9,52.1,55,567,723,1285,268,600,870,1336,2157,3491,1094,1554,2646,3409,1590,4995,115,154,269,178,222,403,3696,1968,5666,12745,12716,25465,1404,1468,2876,8926,8858,17781,4653,4753,9408
20103,11485,11142,22630,3611,1898,5504,1220,2557,3779,438,456,894,294,213,509,5571,5117,10691,4971,5169,10135,5.4,4.1,4.8,48.5,45.9,47.2,45.9,44,45,160,213,369,126,282,411,596,1124,1715,608,1137,1743,3155,1549,4700,107,229,336,141,193,329,3401,1961,5364,10816,10707,21523,1155,1238,2394,7934,7666,15602,3598,3827,7423
20201,39492,44151,83646,16901,9879,26783,5547,12148,17692,1335,1948,3282,1183,960,2144,24967,24941,49903,12401,16948,29351,4.8,3.8,4.3,63.2,56.5,59.7,60.2,54.3,57.1,1379,1748,3131,775,1771,2546,4388,6927,11312,3088,4531,7623,10285,6103,16387,404,718,1121,484,756,1233,11172,7579,18746,39421,42483,81903,6718,7562,14282,24862,26415,51280,18634,20990,39629
20202,21639,22157,43799,7974,4411,12381,3221,6254,9478,855,1050,1900,467,388,855,12512,12101,24615,7647,8520,16172,3.7,3.2,3.5,57.8,54.6,56.2,55.7,52.9,54.2,1159,1582,2738,598,1248,1849,2927,4108,7036,1851,2544,4390,5046,2266,7309,162,277,438,291,355,650,5505,2891,8395,20907,21330,42239,2743,2883,5629,14276,14587,28865,8268,8690,16960
20203,5186,5074,10254,1957,925,2879,541,1209,1755,202,269,473,122,114,240,2822,2524,5344,1783,1997,3783,4.4,4.6,4.5,54.5,49.7,52.1,52.1,47.5,49.8,45,99,144,51,132,183,260,572,833,280,479,763,1439,647,2085,40,101,136,65,93,159,1549,832,2382,4917,4822,9741,506,545,1044,3741,3544,7287,1452,1593,3045
20301,8790,8785,17578,4407,1995,6400,1133,2845,3977,402,527,924,162,140,299,6103,5500,11604,2199,2801,5002,2.7,2.5,2.6,69.4,62.6,66,67.6,61.1,64.3,237,291,532,128,353,484,792,1448,2236,777,1140,1916,2892,1306,4197,64,148,216,112,140,253,3070,1598,4666,9398,9168,18568,1150,1173,2322,6382,6061,12440,3580,3705,7280
20302,84444,90450,174895,36840,20941,57781,12287,25585,37869,2888,4143,7033,2787,2250,5031,54799,52912,107710,25338,33164,58504,5.1,4.2,4.7,64.9,58.5,61.6,61.6,56,58.7,4586,4589,9176,1506,3376,4877,11637,16131,27770,7240,10058,17293,19815,11609,31426,714,1128,1846,946,1492,2433,21472,14230,35700,80846,85689,166532,15114,16351,31472,50639,54051,104690,39937,42922,82856
20303,36359,39860,76217,14831,8299,23124,5446,11450,16891,1498,2062,3559,785,687,1472,22552,22501,45054,11950,15358,27304,3.5,3.1,3.3,62,56.5,59.1,59.9,54.7,57.2,2066,2461,4526,977,2067,3047,6315,8562,14877,3767,5236,8999,8987,4217,13199,239,425,666,528,739,1264,9753,5378,15132,35471,37577,73048,7017,7690,14706,20698,21816,42511,19584,21313,40890
20401,25103,25285,50389,9916,5319,15234,3144,6226,9368,1032,1264,2292,582,455,1039,14669,13261,27932,8381,10007,18393,3.9,3.4,3.7,58.4,52.4,55.4,56.1,50.6,53.4,538,758,1291,311,782,1093,1891,3209,5096,1822,2994,4816,7205,3261,10463,203,424,626,350,475,822,7756,4159,11916,23663,23607,47278,3598,3646,7246,15589,15401,30988,10504,10761,21262
20402,19449,21055,40503,7932,4593,12528,2535,5430,7962,735,994,1735,391,307,700,11597,11321,22921,6547,8331,14881,3.4,2.7,3,59.6,53.8,56.6,57.6,52.3,54.9,420,638,1058,328,750,1083,1574,2789,4361,1450,2442,3895,5481,2901,8382,175,352,528,280,347,630,5941,3597,9540,19082,20178,39262,2559,2864,5427,13335,13944,27281,7279,8022,15299
20403,30494,31891,62386,13412,7645,21051,3995,8800,12792,1222,1565,2792,732,574,1303,19362,18577,37943,9260,11491,20744,3.8,3.1,3.4,63.5,58.3,60.8,61.1,56.5,58.7,809,1129,1939,564,1296,1860,2802,4681,7484,2555,3757,6310,8815,4897,13718,304,529,838,425,633,1061,9553,6061,15612,29491,30828,60319,5209,5320,10527,19095,19856,38953,13844,14531,28372
20501,22491,24301,46790,9915,5152,15067,2850,6716,9565,870,1173,2043,560,496,1059,14201,13535,27734,6952,9396,16350,3.9,3.7,3.8,63.1,55.7,59.3,60.7,53.7,57,569,812,1381,362,816,1180,1956,3340,5299,1691,2844,4533,6888,3634,10518,180,420,600,332,470,800,7397,4519,11917,22408,23459,45864,3654,4088,7746,13841,14365,28205,10765,11750,22517
20502,20296,21233,41521,6341,3512,9856,2554,5169,7715,784,875,1659,528,358,880,10199,9915,20113,8446,9633,18078,5.1,3.6,4.4,50.3,46.7,48.4,47.7,45,46.3,384,534,926,287,636,917,1395,2439,3837,1542,2378,3921,5732,2850,8581,182,361,539,331,374,701,6240,3581,9828,18920,19506,38419,2862,3075,5935,12754,13026,25781,8050,8618,16671
20503,29166,31044,60212,9947,5228,15170,4168,8036,12204,1282,1530,2806,640,464,1110,16037,15252,31287,11086,13605,24692,4,3,3.5,55,49.1,52,52.8,47.6,50.1,777,1030,1812,494,1117,1613,2647,4323,6972,2223,3591,5816,8388,3890,12271,255,528,786,423,597,1018,9064,5010,14071,27631,28587,56212,4531,4907,9437,17623,18031,35657,13119,14101,27215
20504,30688,32821,63505,11685,6264,17951,3380,8215,11589,1081,1432,2514,1353,915,2267,17506,16823,34328,10802,13553,24353,7.7,5.5,6.6,57,51.3,54,52.6,48.5,50.5,564,805,1375,301,796,1096,2055,3435,5487,1913,3154,5066,9648,5005,14651,294,546,844,332,510,836,10270,6053,16325,30071,31309,61374,4190,4598,8789,20735,21143,41874,11693,12946,24640
20505,18941,18850,37785,7215,3781,10995,1945,4787,6728,717,825,1547,546,404,947,10419,9795,20216,7144,7685,14830,5.2,4.1,4.7,55,52,53.5,52.1,49.8,51,335,492,827,228,545,768,1299,2324,3624,1182,1976,3163,5517,2716,8225,192,306,495,222,321,541,5926,3337,9262,17279,17767,35046,2887,2895,5782,11714,11913,23622,7411,7753,15163
20601,37258,40992,78253,17903,14669,32571,6812,11047,17864,1447,1967,3416,1489,1116,2603,27647,28802,56452,8203,10765,18964,5.4,3.9,4.6,74.2,70.3,72.1,70.2,67.5,68.8,4882,6575,11450,1300,2566,3866,10411,12373,22783,3081,3421,6499,4310,2194,6508,190,259,446,409,469,882,4910,2924,7831,32758,35096,67860,8481,9725,18208,20131,22008,42134,19375,21164,40545
20602,21222,24027,45248,10308,8402,18706,3737,6741,10483,764,1124,1890,749,630,1376,15561,16896,32459,4865,6235,11102,4.8,3.7,4.2,73.3,70.3,71.7,69.8,67.7,68.7,2780,3967,6753,942,1781,2722,6217,7451,13675,1567,1987,3559,2251,1118,3369,111,127,237,214,256,467,2576,1493,4073,19928,21875,41805,4271,5005,9277,12988,14362,27355,10100,11386,21483
20603,27931,30411,58337,13688,10125,23817,4411,7735,12147,1013,1373,2384,1019,819,1835,20135,20055,40191,6524,9017,15537,5.1,4.1,4.6,72.1,65.9,68.9,68.5,63.2,65.7,3126,3555,6681,962,1708,2666,7313,8392,15710,2487,2948,5436,3575,1786,5363,162,234,397,331,517,852,4069,2545,6615,25994,27691,53687,5499,5904,11400,16766,18045,34811,13341,14215,27548
20604,69249,70258,139506,29790,23234,53028,13568,17567,31131,2872,3308,6178,3715,3758,7472,49945,47871,97811,13995,17264,31262,7.4,7.9,7.6,72.1,68.1,70.1,66.8,62.8,64.8,12486,13417,25904,1664,2507,4170,22289,23200,45483,5684,5909,11596,4171,2778,6947,344,340,684,508,677,1193,5028,3798,8822,39229,39487,78713,28993,29791,58786,15890,16529,32415,50414,51003,101418
20605,43821,46509,90328,22019,18412,40437,6669,10326,16998,1518,2074,3589,1538,1303,2840,31743,32121,63864,8875,11318,20196,4.8,4.1,4.5,72.4,69.1,70.7,68.9,66.3,67.6,5862,6778,12646,1325,2469,3791,12879,14870,27751,4085,4901,8981,4547,2563,7105,225,300,528,525,746,1267,5295,3604,8896,34614,36336,70956,11281,12234,23512,19189,20465,39655,24961,26370,51329
20606,26907,30098,57008,14318,11950,26268,4020,6152,10175,899,1228,2133,793,746,1542,20032,20077,40110,5278,8222,13495,4,3.7,3.8,74.4,66.7,70.4,71.5,64.2,67.7,4048,4345,8395,796,1432,2229,9700,10630,20330,2162,2916,5078,1943,1208,3149,113,164,277,251,426,676,2309,1797,4105,20262,22249,42512,7404,8405,15804,10851,12357,23211,15990,17461,33455
20607,39611,41763,81376,21323,17730,39053,6081,9373,15453,1321,1869,3188,1224,1053,2280,29947,30020,59965,7417,9722,17139,4.1,3.5,3.8,75.6,71.9,73.7,72.5,69.4,70.9,6096,7097,13189,1543,2420,3966,13694,14762,28463,2919,3296,6218,3293,1844,5135,209,261,470,331,444,773,3831,2548,6377,30428,32027,62453,11113,11851,22969,16904,18230,35136,23136,24227,47361
20701,66732,74237,140967,30537,21151,51690,11169,19301,30470,2071,2763,4832,2121,1832,3953,45894,45042,90942,18718,26788,45507,4.6,4.1,4.3,68.8,60.7,64.5,65.6,58.2,61.7,10879,10427,21309,2418,4217,6638,21550,24174,45721,5223,7160,12383,4790,2654,7447,273,402,679,663,1112,1779,5727,4173,9903,65468,71454,136925,12031,12713,24742,43629,48053,91684,31016,33293,64305
20702,39357,43313,82669,16082,10080,26160,6001,10301,16298,1269,1507,2773,1399,1237,2633,24746,23123,47866,13307,18719,32024,5.7,5.3,5.5,62.9,53.4,57.9,59.3,50.5,54.7,4619,4294,8915,913,1492,2401,9805,10991,20797,3716,4596,8308,4573,2303,6876,196,313,509,488,898,1386,5259,3518,8774,39751,42733,82482,5903,6292,12196,26710,28985,55697,16990,18100,35090
20703,43629,47385,91012,17930,11955,29880,7651,12336,19991,1355,1813,3167,1731,1470,3197,28668,27575,56242,13042,17863,30903,6,5.3,5.7,65.7,58.2,61.8,61.7,55.1,58.3,5878,5776,11655,1281,2186,3468,11184,12705,23889,4089,4965,9054,4516,2341,6860,234,323,559,465,738,1203,5217,3401,8618,40777,44244,85026,8696,8717,17415,26320,29292,55607,21084,21652,42740
20801,39406,44233,83632,18237,11420,29660,6171,11643,17810,1187,1845,3038,1108,955,2064,26702,25864,52571,11334,16697,28032,4.1,3.7,3.9,67.8,58.5,62.9,65,56.3,60.4,4645,4462,9110,1290,2283,3572,11378,12720,24102,3715,5111,8823,4218,2066,6287,153,303,457,535,942,1474,4905,3308,8210,39831,43579,83408,6489,6944,13439,27047,29800,56851,17394,18803,36197
20802,61892,67323,129212,30161,20543,50705,10037,18220,28254,2026,2824,4854,2022,1683,3704,44247,43273,87520,15418,21497,36915,4.6,3.9,4.2,71.5,64.3,67.7,68.2,61.8,64.9,8052,8411,16461,1872,3381,5257,17676,20318,37990,5457,7002,12458,6872,3623,10494,279,461,742,735,1168,1903,7879,5257,13143,60216,64042,124267,12464,13037,25496,38127,41520,79647,31072,32236,63308
20803,47749,53209,100957,24016,15293,39305,6453,14607,21058,1616,2285,3907,1427,1241,2666,33505,33431,66939,12491,17883,30369,4.3,3.7,4,70.2,62.8,66.3,67.2,60.5,63.7,3192,3977,7170,1106,2316,3423,9343,12139,21485,4938,6486,11426,9740,4603,14342,316,566,883,708,1131,1835,10762,6296,17059,49219,53426,102642,7013,7681,14696,33361,36370,69739,20002,21975,41975
20804,16881,18805,35686,8189,5704,13896,2744,4851,7600,523,784,1304,581,523,1104,12035,11861,23898,4213,6341,10559,4.8,4.4,4.6,71.3,63.1,67,67.9,60.3,63.9,2532,2440,4972,554,1066,1613,5523,6131,11655,1420,1859,3282,1238,706,1936,71,106,183,206,323,530,1516,1131,2651,15892,17371,33261,3469,3677,7147,10435,11539,21974,8113,8786,16899
20901,49949,53856,103806,23531,14435,37965,7185,14703,21882,1636,2430,4070,1593,1286,2877,33948,32852,66800,14225,19269,33495,4.7,3.9,4.3,68,61,64.3,64.8,58.6,61.6,5028,5368,10389,1485,2967,4451,10948,13470,24414,4713,5580,10290,8775,3942,12716,302,456,760,641,1051,1689,9722,5452,15173,51625,54616,106240,7070,7526,14600,35828,38306,74130,19836,21008,40843
20902,39461,41500,80966,16575,11380,27953,6434,10222,16664,1542,1846,3386,1695,1357,3056,26251,24810,51060,10941,14499,25436,6.5,5.5,6,66.5,59.8,63.1,62.2,56.5,59.3,3455,3850,7312,831,1765,2594,7806,9174,16985,3521,4025,7542,5704,3066,8775,277,374,647,453,639,1090,6437,4076,10514,36891,38344,75236,7064,7213,14269,23929,25589,49517,17751,17861,35612
20903,26953,27720,54668,13539,7036,20577,3908,8913,12821,1056,1397,2451,662,629,1290,19162,17973,37133,6887,8854,15742,3.5,3.5,3.5,71.1,64.8,67.9,68.6,62.6,65.6,1823,2036,3855,740,1503,2240,4618,6288,10903,2724,3418,6145,6776,2541,9310,176,293,468,398,583,982,7352,3416,10768,29397,29892,59280,2503,2553,5055,22253,22506,44764,8155,8428,16578
20904,97198,100524,197728,45725,25259,70988,13717,25533,39250,3440,4476,7914,3856,3414,7272,66738,58685,125422,25669,37141,62807,5.8,5.8,5.8,68.7,58.4,63.4,64.7,55,59.8,5861,5913,11770,1205,2764,3969,12527,16719,29245,9066,11495,20560,19962,10838,30806,765,1160,1929,1253,1972,3224,21980,13974,35953,102299,104062,206368,15874,15721,31589,64380,66133,130519,45759,46300,92057
21001,24603,26469,51071,11365,6801,18166,3156,6510,9665,870,1206,2076,807,602,1408,16190,15126,31317,7532,10416,17956,5,4,4.5,65.8,57.2,61.3,62.5,54.9,58.6,1361,1421,2782,466,962,1424,4293,5488,9784,2208,2639,4841,5049,1996,7046,157,247,403,327,573,901,5537,2814,8351,25770,27151,52926,3043,3125,6171,18413,19710,38118,8984,9301,18282
21002,12854,13235,26094,6327,3353,9683,1670,3948,5617,554,691,1245,278,243,522,8829,8237,17067,3389,4335,7716,3.2,3,3.1,68.7,62.2,65.4,66.5,60.4,63.4,553,714,1267,305,676,981,1637,2543,4185,1269,1648,2913,3714,1434,5141,88,161,246,181,277,460,3981,1867,5851,13742,13892,27634,1629,1734,3368,9476,9553,19032,5092,5258,10357
21003,32326,33472,65794,14316,8851,23163,5192,7667,12852,1152,1520,2676,1271,1038,2306,21922,19080,40999,8428,12493,20922,5.8,5.4,5.6,67.8,57,62.3,63.9,53.9,58.8,2997,2892,5888,625,1289,1911,6082,7081,13160,2887,3311,6198,5095,2372,7467,164,296,463,383,559,939,5640,3230,8870,31135,32248,63384,5953,5688,11641,19351,20789,40138,15447,14965,30414
21004,17644,18747,36390,9115,5259,14372,2194,5051,7246,658,1003,1657,556,539,1092,12518,11851,24367,4328,6142,10468,4.4,4.5,4.5,70.9,63.2,67,67.8,60.3,64,554,726,1282,281,675,952,1831,2949,4778,1701,2324,4030,5199,2610,7808,147,286,434,262,395,654,5609,3290,8896,18377,19095,37469,2476,2687,5169,11806,12242,24049,7871,8381,16254
21005,78148,78725,156874,31566,16751,48313,11526,16599,28124,2986,3094,6082,3943,3464,7408,50019,39911,89928,23377,34377,57762,7.9,8.7,8.2,64,50.7,57.3,59,46.3,52.6,4132,4155,8290,722,1805,2532,9539,11869,21408,7121,8236,15356,12772,7534,20308,711,893,1604,1002,1408,2412,14483,9833,24322,81761,81548,163310,13672,13451,27126,48350,48909,97256,40030,39627,79657
21101,63897,68131,132024,30978,18211,49195,9076,18417,27495,2031,2822,4853,2005,1779,3781,44086,41238,85321,17661,24600,42260,4.5,4.3,4.4,69,60.5,64.6,65.9,57.9,61.8,4362,4428,8787,1130,2267,3393,11117,13616,24735,6189,8217,14408,14059,6865,20923,503,746,1246,831,1332,2161,15391,8943,24332,66964,69826,136792,7646,8024,15671,47481,49681,97160,23611,24659,48271
21102,10700,11266,21966,4871,2624,7495,1736,3357,5099,323,459,785,329,261,590,7262,6701,13966,3123,4218,7344,4.5,3.9,4.2,67.9,59.5,63.6,64.8,57.2,60.9,886,834,1725,304,521,828,2459,2763,5216,1014,1309,2323,1945,759,2707,47,97,144,127,236,358,2117,1096,3216,11366,11842,23202,1118,1147,2261,8633,9004,17640,3409,3507,6918
21103,44710,48953,93662,22179,12988,35165,6207,13783,19990,1411,2195,3604,1299,1164,2466,31093,30128,61220,12008,17009,29019,4.2,3.9,4,69.6,61.5,65.4,66.6,59.2,62.7,3107,3453,6561,1115,2178,3293,7872,10389,18262,4497,5934,10430,9719,4796,14514,322,508,829,667,1019,1684,10701,6322,17022,47037,50102,97141,6026,6427,12450,32090,34164,66256,18079,19605,37681
21104,24865,27136,52005,11259,6870,18135,3819,6980,10801,758,985,1740,801,736,1536,16645,15567,32210,7316,10490,17802,4.8,4.7,4.8,66.9,57.4,61.9,63.7,54.7,59,2893,2872,5764,726,1184,1909,5992,6942,12927,2462,2943,5402,3328,1615,4939,130,199,330,320,471,791,3783,2282,6067,25809,27644,53453,3390,3444,6836,17979,19653,37627,9765,10094,19856
21105,61731,64620,126350,30141,15434,45571,8457,19565,28018,2424,3466,5890,1506,1411,2920,42525,39882,82410,16671,22375,39049,3.5,3.5,3.5,68.9,61.7,65.2,66.5,59.5,62.9,2276,2944,5217,1102,2592,3699,7249,10926,18176,5508,8572,14079,18527,8569,27100,497,922,1421,856,1372,2231,19886,10863,30744,65997,67655,133649,6781,7141,13925,47103,47871,94970,21693,23275,44974
21201,44623,46920,91543,23485,12250,35734,5740,13247,18981,1663,2410,4071,1273,1361,2634,32152,29265,61416,10106,15191,25298,4,4.7,4.3,72.1,62.4,67.1,69.2,59.5,64.2,1767,2092,3857,513,1444,1956,4579,7108,11689,4104,6025,10126,12554,6800,19357,372,710,1081,565,929,1496,13487,8438,21929,46627,47926,94558,7916,8243,16159,26494,27026,53516,24263,25482,49747
21202,54509,55951,110454,25349,13794,39144,7639,13878,21516,1888,2115,4004,2166,1859,4015,37046,31645,68685,14643,21482,36126,5.8,5.9,5.8,68,56.6,62.2,64,53.2,58.5,2967,3021,5989,665,1474,2135,7323,9362,16682,5240,6471,11707,11362,5819,17181,441,692,1134,741,1103,1836,12546,7612,20150,56960,57795,114757,7358,7301,14658,38418,39417,77835,22335,22374,44710
21203,84852,86890,171741,43605,23441,67044,12274,22526,34803,3103,3936,7039,3220,3189,6409,62206,53093,115297,18544,29804,48349,5.2,6,5.6,73.3,61.1,67.1,69.5,57.4,63.4,4439,4784,9221,900,2056,2953,10735,14241,24983,9042,10827,19866,17951,10620,28572,788,1139,1932,1094,1648,2741,19835,13409,33245,91720,92302,184023,15191,15303,30497,49711,49924,99633,49010,50022,99032
21204,81205,79555,160760,32025,18040,50063,12476,16836,29312,2631,2705,5340,3522,2796,6321,50659,40374,91036,25629,34846,60474,7,6.9,6.9,62.4,50.8,56.6,58,47.2,52.7,4857,4650,9506,853,1528,2383,11623,12747,24369,6851,7372,14227,11289,5913,17202,612,776,1386,1018,1325,2341,12917,8017,20929,79724,78953,158685,12105,11057,23158,52064,53221,105286,34745,31992,66738
21205,76463,77977,154433,31466,19942,51411,12714,18479,31192,2392,2898,5285,2971,2518,5487,49535,43837,93372,23256,30716,53977,6,5.7,5.9,64.8,56.2,60.5,60.9,53,56.9,10974,9418,20393,1691,2739,4428,18712,19904,38615,6926,7734,14665,8179,4063,12248,342,554,894,829,1353,2184,9355,5976,15326,70916,72806,143719,15847,14665,30513,45784,48824,94604,37256,35248,72506
21301,76569,77154,153723,29030,16589,45616,11191,16184,27374,2866,3077,5940,3700,3229,6927,46777,39070,85848,24370,33182,57553,7.9,8.3,8.1,61.1,50.6,55.8,56.3,46.5,51.3,3348,3082,6431,706,1514,2222,9957,11685,21641,5744,6796,12540,11813,6443,18261,625,896,1519,1020,1334,2353,13459,8676,22133,77116,77871,154986,9328,8705,18029,55047,56854,111906,26867,25478,52350
21302,33906,36501,70407,16305,10711,27015,4359,8582,12940,1175,1661,2835,1232,1038,2270,23071,21995,45065,9214,12871,22080,5.3,4.7,5,68,60.3,64,64.4,57.4,60.8,2500,2914,5412,795,1722,2524,6474,8237,14706,3006,3711,6715,6418,2759,9174,211,327,543,434,614,1053,7069,3707,10770,34349,36255,70604,5403,5713,11118,23524,24958,48480,13862,14874,28740
21303,35770,36173,71946,16907,12341,29250,5943,8721,14662,1374,1775,3146,1550,1301,2854,25779,24131,49911,7835,10133,17968,6,5.4,5.7,72.1,66.7,69.4,67.7,63.1,65.4,3958,4179,8144,943,1793,2734,8806,9661,18468,3097,3288,6389,4194,2396,6588,271,278,548,419,509,925,4884,3178,8064,32101,32184,64282,7778,7827,15611,19314,20111,39423,18459,17962,36420
21304,74520,76287,150806,35644,20002,55645,9856,18612,28471,2872,3656,6523,3005,3019,6027,51381,45288,96663,19252,27076,46329,5.8,6.7,6.2,68.9,59.4,64.1,64.9,55.4,60.1,3325,3793,7118,810,2089,2902,9130,12643,21774,6667,8410,15076,16003,9133,25135,649,991,1641,1053,1519,2571,17706,11640,29349,77492,79295,156783,13143,13799,26947,46777,47680,94455,37260,39126,76395
21305,111404,110460,221868,54734,31039,85773,16824,26115,42935,4447,4894,9340,4866,5224,10090,80870,67270,148140,23858,36947,60808,6,7.8,6.8,72.6,60.9,66.8,68.2,56.2,62.2,12598,11405,23999,1732,3110,4840,19694,23101,42801,10997,12065,23069,17544,10494,28038,809,1064,1877,1319,1767,3082,19673,13326,32998,113726,113097,226825,24970,24180,49153,59909,60351,120260,67577,66380,133958
21401,54823,58620,113444,26070,14750,40819,7012,15871,22886,1899,2942,4839,1805,1512,3319,36787,35082,71872,14870,20322,35188,4.9,4.3,4.6,67.1,59.8,63.4,63.8,57.3,60.4,1581,2223,3805,782,1936,2718,5713,8954,14672,5028,7658,12691,15153,8058,23207,470,859,1335,778,1236,2018,16399,10161,26558,55720,58270,113987,7835,8540,16377,36856,38306,75161,23098,24957,48055
21402,67516,73922,141435,26633,13873,40506,9471,19448,28913,2649,3698,6346,1400,1208,2605,40155,38225,78380,23410,31254,54668,3.5,3.2,3.3,59.5,51.7,55.4,57.4,50.1,53.6,2543,2985,5529,1270,2678,3950,8658,12227,20885,6476,9441,15917,17829,8257,26087,491,955,1454,992,1639,2633,19314,10854,30166,66608,71361,137967,9589,10143,19730,44246,47488,91738,28387,30616,59007
21501,25265,25200,50466,10253,5320,15571,2902,6443,9346,881,1097,1970,525,393,912,14557,13251,27808,8880,10147,19032,3.6,3,3.3,57.6,52.6,55.1,55.5,51,53.3,429,553,977,235,705,934,1515,3006,4525,1587,2742,4324,6344,3476,9815,253,408,665,295,402,698,6890,4284,11176,24030,24231,48263,3051,3270,6323,17145,16982,34129,8580,9090,17673
