SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
50401,34620,36095,70713,16558,10561,27122,5199,9605,14805,1025,1282,2306,1249,1124,2366,24024,22576,46597,8705,11968,20675,5.2,5,5.1,69.4,62.5,65.9,65.8,59.4,62.6,2029,2385,4414,719,1350,2066,6347,7784,14134,3283,3677,6960,7129,3715,10839,401,571,979,413,802,1218,7945,5088,13035,33688,34749,68440,5472,5673,11141,21848,22706,44554,15160,15740,30895
50402,18784,17590,36378,7800,4312,12112,2101,4910,7013,733,678,1405,522,454,979,11157,10355,21517,6573,6399,12969,4.7,4.4,4.5,59.4,58.9,59.1,56.6,56.3,56.5,573,642,1210,284,571,853,1821,2842,4662,1449,1988,3439,5057,2422,7479,234,359,595,255,458,713,5546,3239,8783,17246,17680,34930,2161,2289,4445,12529,12817,25356,5904,6291,12196
50403,56904,59069,115971,29246,16763,46013,7611,16392,24003,2197,2254,4449,2134,2066,4202,41186,37472,78663,12433,18987,31417,5.2,5.5,5.3,72.4,63.4,67.8,68.6,59.9,64.2,1666,1982,3651,619,1290,1908,5730,8558,14285,4784,6282,11062,15341,8809,24148,947,1211,2159,765,1457,2221,17048,11475,28523,59901,60877,120778,8990,9526,18519,39107,39266,78374,24972,26737,51710
50501,64062,66606,130669,31823,17053,48875,9264,21378,30641,2076,2498,4575,2155,1721,3871,45320,42648,87970,16197,22088,38281,4.7,4,4.4,70.7,64,67.3,67.4,61.4,64.4,3505,3124,6627,1323,2613,3937,10573,14145,24720,6668,7991,14662,16709,7496,24204,676,990,1670,889,1853,2745,18276,10344,28620,66983,68939,135927,8862,9283,18140,48042,49305,97345,24088,25334,49424
50502,82764,89795,172558,39613,25119,64728,12665,24542,37208,2539,3149,5684,2691,2504,5192,57509,55303,112810,20609,30323,50937,4.7,4.5,4.6,69.5,61.6,65.4,66.2,58.8,62.4,6138,6174,12311,1908,3439,5347,17414,21376,38789,8081,9520,17605,14869,7903,22775,788,1210,1998,1011,1960,2967,16670,11071,27742,80644,86292,166940,13899,14826,28727,50387,54480,104869,38727,41623,80353
50503,78914,83602,162511,39939,22326,62270,10780,24796,35574,3192,3214,6406,3182,3155,6333,57094,53489,110581,17480,26684,44164,5.6,5.9,5.7,72.4,64,68,68.3,60.2,64.1,2299,2424,4729,820,1942,2766,7948,12591,20539,6750,9794,16541,21877,12045,33928,1207,1840,3043,1129,2087,3213,24211,15967,40178,84019,87565,171583,12199,13254,25449,55570,56861,112430,34412,37806,72217
50601,35273,36821,72096,17936,9587,27526,4421,9850,14275,1236,1421,2657,1483,1535,3013,25077,22395,47471,8064,12647,20715,5.9,6.9,6.4,71.1,60.8,65.8,66.9,56.6,61.7,1440,1587,3024,434,844,1274,3989,5961,9949,3086,3899,6994,9124,5615,14742,593,828,1416,450,778,1227,10163,7216,17385,37842,38914,76758,5499,5822,11317,23762,24007,47769,16342,17690,34031
50602,32341,31450,63786,15867,9977,25850,4881,8080,12958,1075,1152,2227,1211,1059,2274,23038,20274,43306,6826,9262,16092,5.3,5.2,5.2,71.2,64.5,67.9,67.5,61.1,64.3,2416,2427,4846,620,1041,1657,6184,7328,13514,3036,3283,6324,5986,3150,9139,446,512,954,388,564,955,6826,4224,11050,28317,27949,56268,6692,6560,13244,16102,15992,32094,17130,16740,33876
50603,40263,41222,81486,17804,10135,27938,7188,11503,18692,1222,1271,2492,1614,1467,3087,27830,24371,52205,10308,14935,25243,5.8,6,5.9,69.1,59.1,64.1,65.1,55.6,60.3,3808,3578,7380,727,1297,2017,8609,9795,18407,3853,4145,7995,6583,3424,10006,498,569,1065,441,745,1187,7522,4737,12257,39147,40099,79246,7502,7094,14591,23961,25231,49195,20240,19689,39934
50604,50056,50054,100107,23194,12170,35364,7050,12717,19770,1687,1573,3259,2182,2067,4249,34109,28530,62643,13124,19108,32233,6.4,7.2,6.8,68.1,57,62.6,63.8,52.9,58.3,2362,2413,4775,513,976,1488,6007,8175,14184,4215,4722,8938,11071,6116,17187,707,986,1691,614,1058,1669,12388,8156,20546,51400,51969,103374,7120,7168,14282,34658,34768,69430,20222,20836,41063
50605,23227,24174,47399,11316,6213,17530,3040,6657,9703,842,904,1744,743,652,1396,15948,14420,30369,6083,8751,14837,4.7,4.5,4.6,68.7,59.7,64.1,65.5,57,61.1,842,860,1700,340,676,1017,2657,3939,6602,2031,2705,4737,6582,3260,9836,326,494,821,324,596,920,7234,4347,11579,24331,24901,49232,3042,3312,6354,17717,18168,35884,8201,8715,16919
50606,11974,12239,24215,6489,3452,9945,1322,3683,5008,582,559,1141,301,358,656,8690,8053,16747,2597,3679,6273,3.4,4.5,3.9,72.6,65.8,69.2,70.1,62.9,66.5,220,263,483,102,282,386,837,1490,2323,866,1478,2344,3987,2223,6209,172,277,446,169,310,483,4321,2812,7134,12875,13271,26148,1821,2018,3843,8556,8492,17047,4979,5643,10620
50607,17954,19254,37202,8350,5515,13864,2936,5187,8124,497,606,1097,585,503,1091,12363,11808,24176,4627,6441,11067,4.7,4.3,4.5,68.9,61.3,65,65.6,58.7,62,2164,1935,4096,544,904,1446,4942,5488,10431,1585,1899,3484,2245,1283,3526,148,210,352,187,339,530,2579,1831,4411,16521,17270,33793,3567,3721,7290,9797,10558,20355,9359,9513,18872
50701,45466,47774,93241,24069,13829,37896,5941,14300,20235,1634,1839,3475,1587,1500,3087,33232,31467,64696,9844,14405,24254,4.8,4.8,4.8,73.1,65.9,69.4,69.6,62.7,66.1,2195,2381,4573,699,1523,2218,6409,9473,15886,3969,5185,9150,11924,6092,18016,631,876,1514,649,1048,1696,13206,8017,21218,45801,47391,93194,7726,8410,16132,29401,30293,59700,20788,22447,43237
50702,16298,17638,33939,7080,4620,11697,2610,5198,7804,547,666,1211,570,434,1008,10802,10912,21719,4375,5778,10150,5.3,4,4.6,66.3,61.9,64,62.8,59.4,61,1685,1801,3489,482,977,1462,3675,4912,8582,1512,1693,3201,2564,1236,3802,163,200,366,225,336,565,2959,1780,4737,14963,16000,30960,2889,3308,6195,9418,10068,19481,7503,8418,15925
50703,18092,17364,35457,8568,4675,13242,2082,4678,6760,681,698,1374,813,776,1593,12148,10821,22972,4884,5719,10599,6.7,7.2,6.9,67.1,62.3,64.8,62.6,57.9,60.3,511,627,1136,144,398,543,1737,2627,4364,1279,1755,3028,4665,2787,7451,352,474,825,216,411,622,5230,3671,8899,17734,18008,35737,2901,3029,5930,10978,10646,21624,8055,8859,16913
50704,41551,46216,87766,19234,11404,30635,6530,13430,19957,1180,1403,2583,1298,1196,2490,28237,27433,55666,11620,17226,28852,4.6,4.4,4.5,68,59.4,63.4,64.8,56.8,60.6,4085,3611,7702,1218,2115,3329,10261,12292,22551,3954,4939,8895,6815,3356,10172,409,598,1011,547,1071,1620,7769,5028,12798,42059,45645,87710,6576,7318,13891,28235,30790,59024,18126,19995,38124
50705,51935,54306,106248,25064,13320,38381,5544,14655,20206,2345,2098,4446,2227,2102,4327,35182,32178,67357,12823,19356,32177,6.3,6.5,6.4,67.7,59.2,63.4,63.4,55.4,59.3,917,1072,1989,476,1165,1640,3350,6293,9644,4324,5957,10281,16559,9656,26213,903,1361,2265,755,1312,2072,18216,12330,30547,52835,54948,107785,8961,9696,18656,34498,35381,69880,23169,25571,48737
50901,25111,25658,50772,10054,5415,15472,3423,6983,10403,1064,1002,2062,625,484,1107,15157,13887,29041,8071,10026,18101,4.1,3.5,3.8,60.4,54.1,57.2,57.9,52.2,55,528,643,1167,281,679,966,2021,3622,5637,1707,2762,4466,6380,3589,9970,456,662,1110,366,591,951,7198,4834,12037,23791,24385,48180,3976,4203,8179,16180,16226,32412,10146,11038,21185
50902,24135,22507,46644,9958,5121,15073,2331,5343,7674,1023,872,1893,669,491,1158,13979,11823,25800,7304,8436,15742,4.8,4.1,4.5,57.9,52.5,55.3,55.1,50.3,52.8,268,369,638,142,439,586,1179,2357,3536,1213,2040,3246,6058,2763,8819,293,540,830,324,477,795,6675,3773,10444,21549,20740,42282,3332,3322,6650,15711,14782,30493,8003,8155,16160
50903,8132,7726,15859,3775,1847,5623,793,1923,2709,364,338,707,206,146,354,5137,4257,9393,2115,2660,4776,4,3.5,3.8,63.2,55.1,59.2,60.6,53.2,57,70,95,168,42,145,193,457,993,1448,381,688,1069,1849,948,2796,104,179,282,95,161,251,2047,1286,3328,7564,7177,14744,1154,1188,2333,5606,5198,10800,2670,2718,5380
51001,13093,13786,26876,5056,4399,9454,1132,2168,3301,551,561,1118,521,384,905,7258,7516,14777,3725,4184,7918,7.1,5.1,6.1,55.5,54.5,55,51.5,51.7,51.6,262,489,755,155,391,540,972,1982,2954,684,1026,1715,2773,1320,4096,179,330,505,176,225,402,3129,1878,5004,11499,11783,23280,2688,3193,5887,7136,7185,14323,5909,6705,12618
51002,11720,8268,19985,6249,3182,9435,697,1352,2050,671,489,1157,254,220,473,7870,5238,13116,1073,1689,2757,3.2,4.2,3.6,67.2,63.4,65.6,65,60.7,63.2,192,182,378,82,147,227,631,1065,1693,639,701,1339,3534,1107,4643,174,246,417,116,140,254,3824,1489,5316,8444,6651,15099,2828,2501,5330,3834,2710,6539,6539,5682,12218
51003,12489,9732,22223,7070,3646,10714,845,2096,2939,755,547,1304,198,209,410,8871,6493,15363,1180,1743,2925,2.3,3.2,2.7,71,66.7,69.1,69.4,64.6,67.3,237,283,513,113,262,371,804,1467,2275,726,919,1645,4131,1495,5623,181,267,445,114,169,279,4421,1924,6347,9805,8183,17983,3149,2916,6063,4520,3441,7954,7373,6714,14084
51101,6518,6340,12856,3104,1506,4612,614,1633,2248,339,302,645,120,88,209,4186,3529,7712,1592,2217,3806,2.9,2.5,2.7,64.2,55.7,60,62.3,54.3,58.4,74,91,167,42,133,175,394,784,1180,353,555,907,1742,854,2600,89,166,257,55,127,188,1893,1149,3043,5917,5858,11772,1156,1141,2297,4008,3871,7885,2660,2732,5387
51102,4030,3763,7794,1695,1219,2904,404,825,1230,230,180,408,111,61,173,2439,2281,4719,972,970,1936,4.6,2.7,3.7,60.4,60.6,60.5,57.6,59,58.3,56,105,166,27,73,101,276,534,807,243,273,516,1086,443,1534,63,95,157,59,59,118,1211,598,1803,3269,3038,6309,813,844,1658,2099,1869,3966,1754,1781,3531
51103,16500,13779,30285,8552,4782,13337,1179,2788,3960,730,549,1277,450,323,775,10910,8442,19352,2903,3684,6587,4.1,3.8,4,66.1,61.2,63.9,63.4,58.9,61.3,360,343,698,111,256,363,1027,1503,2533,701,1003,1701,4549,1799,6350,248,346,588,167,252,419,4959,2396,7352,13589,12265,25858,3475,3088,6566,8542,7459,16003,7366,6817,14181
51104,22639,22030,44672,9345,5270,14614,2429,5494,7921,957,815,1772,722,533,1259,13454,12111,25570,6181,7596,13780,5.4,4.4,4.9,59.4,55,57.2,56.2,52.5,54.4,319,391,713,159,502,664,1203,2466,3670,1266,1988,3255,6170,3078,9247,383,625,1013,279,431,705,6831,4132,10969,20266,20177,40444,3542,3670,7210,13976,13601,27581,8542,8984,17534
59797,455,61,516,221,27,243,14,4,18,17,4,14,3,0,3,252,29,277,12,9,18,1.2,0,1.1,54.6,50.8,54.2,53.9,50.8,53.6,5,0,3,3,0,3,36,9,39,24,7,35,100,3,100,3,3,4,8,0,7,110,7,117,200,24,229,55,10,71,123,16,139,137,24,163
59999,4247,3030,7285,572,341,915,210,274,484,116,96,212,227,160,392,1125,875,2000,990,967,1955,20.3,18.4,0,26.5,28.8,0,21.1,23.5,0,64,90,148,29,49,77,227,340,563,143,190,335,662,286,946,39,49,85,26,42,66,726,376,1105,650,443,1089,1743,1662,3403,365,234,595,1901,1766,3664
60101,7269,7923,15191,3152,1805,4960,933,2085,3017,265,311,578,317,284,605,4666,4489,9156,2219,3028,5243,6.7,6.4,6.6,64.2,56.6,60.3,59.9,53,56.3,130,170,296,48,110,154,363,618,975,360,613,970,2040,1369,3410,110,230,338,90,162,247,2240,1759,3996,7807,8207,16022,983,1115,2092,5187,5332,10520,2969,3422,6395
60102,23543,25409,48955,9759,6017,15778,3482,6949,10438,663,972,1635,816,725,1545,14727,14666,29390,7878,9773,17653,5.6,4.9,5.2,62.5,57.7,60,59.1,54.9,56.9,1443,1732,3173,525,979,1509,3447,4571,8018,1987,2432,4416,5665,3051,8716,247,430,672,333,530,859,6237,4002,10248,23071,24863,47933,3721,3874,7600,15662,16934,32596,9735,10480,20214
60103,23596,24709,48304,9230,5576,14805,3992,6370,10360,704,898,1607,1153,934,2088,15078,13783,28859,7369,9717,17080,7.6,6.8,7.2,63.9,55.8,59.7,59,52,55.4,1617,1617,3234,242,495,740,2627,3047,5676,1412,1929,3342,5547,3478,9025,315,514,824,250,451,707,6111,4446,10554,22577,23600,46186,4122,3924,8047,14759,15704,30462,10566,10571,21128
60104,14203,15731,29928,6062,3626,9693,2425,4903,7329,413,599,1006,518,469,989,9420,9598,19020,4343,5642,9986,5.5,4.9,5.2,66.3,61,63.5,62.7,58,60.2,1317,1602,2914,367,765,1136,2700,3514,6213,1215,1640,2855,3026,1683,4710,126,211,340,205,329,535,3362,2226,5587,14657,15799,30457,2302,2449,4752,9906,10724,20632,6192,6726,12921
60105,23062,24746,47808,8734,6375,15105,4837,7359,12194,644,886,1525,1194,984,2180,15401,15607,31011,6614,8095,14713,7.7,6.3,7,66.8,63.1,64.9,61.6,59.1,60.3,3712,4274,7988,786,1347,2137,6095,7203,13298,1770,2079,3851,2615,1428,4044,204,235,438,256,354,603,3079,2011,5086,20229,21434,41662,5223,5513,10732,12806,13684,26486,11701,12310,24008
60106,7507,7815,15312,3101,1710,4817,1037,2181,3224,290,368,659,204,218,420,4635,4477,9109,2438,2898,5329,4.4,4.8,4.6,61.8,57.3,59.5,59.1,54.6,56.8,219,275,492,78,196,270,661,1034,1696,513,818,1329,2317,1311,3630,80,178,257,98,175,280,2493,1676,4169,7330,7495,14831,1058,1187,2247,4864,4867,9722,3117,3421,6542
60201,34741,37738,72482,14284,8523,22806,5442,10457,15901,975,1307,2286,1499,1140,2641,22206,21431,43635,10801,14634,25434,6.7,5.3,6.1,63.9,56.8,60.2,59.6,53.8,56.6,2035,1998,4033,532,940,1472,4284,6232,10513,2371,3262,5639,8040,5010,13047,454,804,1259,419,808,1224,8911,6622,15533,33661,35964,69628,6047,6491,12537,21790,23101,44890,15944,17341,33288
60202,10059,10303,20367,3737,1955,5689,1375,2758,4134,339,372,710,307,274,587,5761,5365,11126,3725,4372,8093,5.4,5.2,5.3,57.3,52.1,54.6,54.2,49.4,51.7,254,301,550,88,251,335,790,1305,2096,699,987,1688,2781,1482,4262,102,282,377,149,216,361,3028,1978,5008,9964,10010,19971,1286,1311,2596,7060,7060,14118,3687,3827,7513
60203,16654,16679,33327,6090,3012,9095,1975,4280,6256,561,630,1190,533,448,983,9161,8373,17530,6383,7270,13652,5.8,5.4,5.6,55,50.2,52.6,51.8,47.5,49.6,347,424,772,154,319,476,1090,1988,3075,1001,1461,2461,4630,2332,6955,225,389,615,216,369,585,5065,3093,8161,16112,16010,32123,2151,2184,4337,11420,11048,22471,5969,6331,12298
60301,5455,4913,10374,2108,1029,3140,611,1236,1846,246,234,480,170,144,319,3145,2645,5789,1858,1895,3753,5.5,5.5,5.5,57.6,53.8,55.8,54.4,50.8,52.7,92,118,211,31,78,104,269,439,707,269,422,698,1407,784,2191,66,143,204,49,107,151,1518,1027,2548,5317,4782,10094,576,589,1164,3870,3432,7299,1752,1695,3453
60302,9060,9035,18097,2969,1610,4576,1389,2436,3828,350,338,687,315,197,509,5021,4580,9597,3434,3865,7299,6.2,4.3,5.3,55.4,50.7,53,51.9,48.5,50.2,445,493,934,141,301,445,998,1534,2528,679,932,1612,2341,1178,3519,111,186,293,125,183,309,2579,1544,4123,8828,8738,17564,1203,1246,2453,5976,5805,11780,3567,3725,7296
60303,3529,3295,6825,912,474,1384,526,761,1290,129,136,269,100,63,164,1672,1432,3100,1562,1609,3173,6,4.3,5.3,47.4,43.5,45.5,44.5,41.6,43.1,137,145,286,36,76,110,328,414,750,249,355,609,869,392,1264,44,71,115,68,80,146,984,549,1525,3052,2853,5905,491,499,997,2154,1948,4103,1298,1319,2612
60401,19760,21862,41625,7603,4227,11831,2427,5591,8021,713,795,1506,694,545,1239,11435,11155,22593,7219,9581,16803,6,4.9,5.5,57.9,51,54.3,54.4,48.5,51.3,411,547,956,207,443,646,1378,2332,3714,1139,1907,3048,5727,3392,9117,251,550,805,259,518,771,6239,4452,10696,19533,20933,40462,2854,3329,6184,13496,14248,27742,7770,8922,16694
60402,19550,20857,40404,7474,4125,11596,2500,5463,7968,773,709,1484,685,521,1206,11428,10817,22246,6973,8966,15938,6,4.8,5.4,58.5,51.9,55.1,55,49.4,52.1,493,531,1017,202,388,591,1392,2418,3807,1223,1895,3118,5568,3369,8936,278,537,813,287,484,773,6136,4385,10518,18935,19847,38777,3021,3327,6345,12725,13167,25892,8188,9011,17196
60403,7557,7105,14662,3024,1401,4420,847,1822,2666,335,290,621,238,215,456,4440,3730,8165,2439,2779,5215,5.4,5.8,5.6,58.7,52.5,55.7,55.6,49.4,52.6,179,152,323,60,102,159,443,732,1177,413,584,993,2055,1117,3172,91,172,264,92,124,218,2243,1411,3657,7007,6623,13626,1211,1154,2365,4840,4453,9293,2947,2901,5850
69797,13,0,19,10,0,12,0,0,0,0,0,0,0,0,0,10,0,12,0,0,4,0,0,0,73.3,50,70.6,73.3,50,70.6,0,0,0,0,0,0,0,0,3,6,0,6,5,0,5,0,0,0,0,0,0,5,0,5,8,0,9,3,0,3,3,0,8,6,0,5
69999,689,561,1248,101,53,149,53,69,126,22,12,33,81,60,139,249,194,445,242,244,485,31.2,31.3,0,36.3,35,0,25,24.1,0,12,19,31,3,10,20,24,61,84,27,28,52,109,69,180,9,26,34,10,4,7,135,94,221,178,106,280,362,374,736,102,76,176,416,383,801
70101,11909,11433,23342,6643,5246,11881,1551,2367,3917,455,529,984,303,270,574,8948,8413,17362,1712,2039,3751,3.4,3.2,3.3,75.1,73.6,74.4,72.6,71.2,71.9,1219,1367,2589,287,525,807,2410,3095,5506,1162,1105,2267,2118,1012,3123,105,128,229,155,157,309,2374,1289,3666,8701,8450,17156,3562,3580,7139,3824,3560,7382,7851,7917,15769
70102,21214,22096,43305,10338,8115,18457,2990,4777,7770,828,999,1827,707,628,1337,14863,14524,29389,4600,5933,10530,4.8,4.3,4.5,70.1,65.7,67.9,66.7,62.9,64.8,1786,2027,3812,439,940,1377,3208,4784,7990,1700,1894,3592,4349,2162,6505,261,341,604,275,338,619,4882,2844,7727,19869,20348,40215,4664,4860,9524,11858,12044,23903,11074,11705,22779
70103,9571,7608,17179,4358,2899,7260,832,1593,2423,455,401,854,220,162,380,5868,5056,10921,2751,1806,4562,3.7,3.2,3.5,61.3,66.4,63.6,59,64.3,61.3,114,221,336,65,239,302,453,953,1403,564,845,1408,3053,1201,4256,148,182,328,130,144,275,3329,1529,4860,7888,7154,15038,1331,1201,2532,5612,5085,10694,3113,2864,5976
70104,13612,14166,27783,7621,5879,13496,1473,2951,4423,614,723,1336,421,410,836,10135,9955,20096,2093,2992,5079,4.2,4.1,4.2,74.4,70.3,72.3,71.3,67.4,69.3,429,580,1011,150,454,601,1151,2125,3282,1141,1491,2628,4029,2375,6404,231,347,582,191,235,426,4453,2963,7413,12923,13250,26171,3427,3657,7083,6632,6515,13151,8349,9073,17421
70201,14022,14650,28672,6213,5225,11444,1370,2327,3699,490,636,1123,463,418,876,8532,8610,17139,4287,4869,9155,5.4,4.8,5.1,60.8,58.8,59.8,57.6,55.9,56.7,660,925,1588,185,491,676,1458,2421,3881,905,1053,1952,2650,1451,4098,145,258,404,179,250,425,2971,1954,4932,12767,13241,26008,3187,3560,6753,8029,8403,16429,6689,7262,13956
70202,2049,1982,4031,714,595,1311,143,197,341,59,61,125,130,101,234,1051,952,2006,788,868,1654,12.5,10.6,11.6,51.2,48.2,49.7,44.8,43.1,44,52,62,113,20,40,55,111,168,281,97,122,220,355,177,530,31,54,83,27,39,65,413,266,680,1942,1913,3853,432,461,899,1312,1317,2637,847,816,1666
70203,6220,6045,12263,1338,1041,2377,431,598,1023,238,214,445,466,376,841,2471,2222,4692,3081,3220,6306,18.8,17,17.9,39.7,36.8,38.3,32.2,30.5,31.4,77,105,182,26,91,115,213,330,542,188,219,408,843,411,1251,139,142,279,66,66,127,1040,609,1656,6465,6232,12696,816,822,1634,5295,5126,10416,1411,1400,2814
70204,4790,4845,9636,1286,1039,2325,276,518,792,159,165,322,297,275,569,2021,1989,4012,2187,2361,4546,14.8,13.7,14.2,42.1,41.1,41.6,35.9,35.5,35.7,68,133,204,30,96,126,205,371,572,135,185,321,646,303,948,69,89,159,82,101,184,801,488,1291,4982,5020,10009,665,728,1394,3735,3769,7503,1433,1551,2988
70205,7251,7089,14343,2569,2110,4673,538,806,1339,248,260,507,315,259,575,3670,3435,7094,2419,2781,5204,8.6,7.6,8.1,50.5,48.4,49.5,46.2,44.7,45.5,155,195,355,41,134,178,390,746,1141,356,453,810,1391,722,2108,171,191,361,117,135,256,1682,1041,2724,6598,6419,13017,1484,1587,3069,4426,4412,8838,2929,3008,5936
79797,83,11,94,40,6,46,0,0,6,12,0,12,4,0,4,58,3,63,6,4,8,3.6,0,3.3,65.9,45.5,63.5,63.5,45.5,61.5,0,0,0,0,0,0,6,0,7,6,0,6,16,6,23,6,0,3,6,0,6,25,4,32,42,10,53,15,0,18,21,3,29,35,5,37
79999,1567,1486,3052,132,121,252,60,73,132,50,63,115,70,58,127,312,320,633,645,605,1251,22.5,18.6,0,19.8,21.5,0,15.4,17.5,0,32,50,84,20,34,60,91,166,259,63,85,157,231,92,324,16,14,30,19,23,39,261,125,389,541,431,972,721,747,1469,289,235,525,779,786,1563
80101,42499,44298,86802,20572,15219,35797,6584,10786,17373,1397,1843,3244,1370,1124,2488,29929,28975,58905,10946,13820,24766,4.6,3.9,4.2,70.4,65.4,67.9,67.2,62.9,65,5685,5381,11065,1480,2381,3861,9053,11076,20129,3524,4602,8129,6704,3835,10537,427,531,963,494,926,1427,7627,5299,12923,41440,42662,84101,8600,8535,17134,26587,27612,54197,20780,21099,41877
80103,1209,562,1772,319,133,453,69,100,165,12,9,25,29,21,52,430,262,692,535,170,708,7.2,7.6,7.3,35.8,46.6,39.3,33.3,43.1,36.4,23,32,56,12,22,33,102,74,179,46,47,91,164,52,212,8,9,15,10,11,22,181,72,250,488,376,865,175,101,280,349,245,591,302,210,521
80104,33304,34143,67456,19534,13953,33487,4949,8575,13527,1069,1480,2551,1030,920,1947,26590,24923,51515,5555,8138,13691,3.9,3.7,3.8,79.8,73,76.4,76.7,70.3,73.5,5697,4645,10340,999,1530,2532,7079,8996,16069,3331,3770,7104,4407,2958,7362,274,370,641,360,607,968,5041,3935,8975,33757,34400,68159,7995,7712,15706,17929,18377,36306,20890,20996,41892
80105,26387,27478,53862,12874,10532,23408,4468,6782,11248,790,1127,1915,903,762,1666,19023,19198,38224,5597,6779,12377,4.7,4,4.4,72.1,69.9,71,68.7,67.1,67.9,5269,5447,10718,1139,1730,2869,7237,8034,15275,1442,1685,3134,1921,1104,3025,169,180,352,178,313,497,2272,1596,3869,19888,20549,40439,8189,8689,16881,9874,10534,20407,17191,17750,34943
80106,13086,14176,27253,6901,5730,12631,1692,2628,4318,365,529,899,282,247,529,9236,9134,18368,3026,4186,7214,3,2.7,2.9,70.6,64.4,67.4,68.5,62.7,65.5,2987,2776,5765,627,1007,1632,3884,4434,8324,842,1168,2001,970,525,1494,40,87,137,90,191,276,1100,804,1904,10837,11631,22476,3419,3665,7088,5756,6315,12075,7992,8445,16433
80107,35206,37066,72279,17924,13175,31098,4797,8559,13360,1187,1650,2836,1013,758,1775,24925,24135,49061,9127,11773,20903,4.1,3.1,3.6,70.8,65.1,67.9,67.9,63.1,65.4,2667,2317,4982,967,1661,2626,5619,7525,13139,3516,4646,8157,7494,4212,11700,362,556,919,552,949,1499,8412,5713,14121,36955,38198,75156,5171,5284,10454,26034,27174,53213,13767,14173,27941
80108,9483,10341,19823,4348,3291,7637,1349,2278,3628,281,443,726,246,197,445,6224,6210,12435,2876,3736,6611,4,3.2,3.6,65.6,60.1,62.7,63,58.2,60.5,1274,1265,2539,405,684,1088,2183,2633,4819,889,1052,1945,1341,687,2028,56,110,161,117,235,357,1515,1035,2548,9877,10633,20507,1501,1482,2985,6808,7426,14236,3998,4095,8088
80109,15604,16911,32513,7567,6120,13686,2352,3643,5995,439,630,1070,429,335,766,10786,10733,21513,4174,5600,9770,4,3.2,3.6,69.1,63.5,66.2,66.4,61.5,63.8,2921,2606,5529,684,1081,1768,4161,4932,9092,1257,1686,2943,1645,926,2572,96,156,255,164,331,495,1899,1418,3318,14683,15751,30432,3499,3541,7044,8788,9588,18372,8549,8896,17445
80110,4245,4524,8770,2804,2253,5056,605,992,1595,114,222,333,91,139,229,3611,3609,7223,477,755,1235,2.5,3.8,3.2,85.1,79.7,82.4,83,76.7,79.7,914,808,1722,139,236,377,1203,1564,2766,380,419,801,460,273,730,20,30,57,41,42,86,522,346,870,3684,3849,7529,1650,1720,3369,1177,1244,2430,3732,3933,7664
