SA3_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
11004,3,16,0,0,0,15,40,53,105,1141,909,151,2201,98,113,213,2416,1606,76,4093
11101,13,21,0,0,0,21,31,25,77,1949,1493,246,3688,100,109,209,3897,2367,51,6313
11102,11,18,0,0,0,20,21,27,66,1096,985,205,2289,63,83,141,2434,1655,47,4137
11103,7,22,0,0,0,19,32,42,95,2536,1858,301,4698,136,136,265,4965,2861,83,7906
11201,7,21,0,0,0,19,15,23,60,992,1196,156,2345,48,70,123,2464,1460,52,3969
11202,6,12,0,0,0,12,20,34,68,969,929,139,2043,56,88,146,2187,1617,62,3875
11203,13,24,0,0,0,25,31,46,101,1115,1235,221,2565,66,82,147,2714,1866,74,4655
11301,0,5,0,0,0,3,21,23,54,606,452,66,1123,41,45,84,1207,760,38,2008
11302,0,0,0,0,0,0,0,5,17,177,127,25,332,16,18,33,362,249,17,626
11303,5,13,0,0,0,9,40,40,90,1247,991,130,2368,86,79,169,2537,1607,66,4212
11401,11,20,0,0,0,22,31,31,82,1144,1222,200,2562,88,91,173,2737,2077,57,4872
11402,3,12,0,0,0,12,11,6,24,599,509,90,1198,16,24,42,1237,710,19,1963
11501,7,14,0,0,0,14,13,12,42,1634,859,216,2706,81,49,133,2842,1512,20,4367
11502,0,0,0,0,0,0,0,3,7,263,182,37,488,19,12,29,515,265,7,790
11503,0,4,0,0,0,4,0,10,14,232,187,54,471,8,10,15,490,262,22,772
11504,6,5,0,0,0,5,8,9,21,668,317,117,1096,28,23,51,1148,466,16,1631
11601,4,18,0,0,0,15,39,46,102,1603,908,424,2931,98,89,185,3113,3167,91,6373
11602,9,10,0,0,0,10,17,32,61,1640,749,326,2717,65,63,130,2846,1401,49,4304
11603,10,24,0,0,0,19,53,79,154,1402,889,435,2722,161,100,264,2989,3572,126,6684
11701,6,7,0,0,0,7,14,13,32,715,399,121,1233,32,24,59,1287,894,30,2217
11702,0,0,0,0,0,0,11,8,21,643,334,79,1053,40,28,70,1122,811,16,1955
11703,3,14,0,0,0,14,24,22,55,1548,774,217,2546,87,79,168,2713,1986,53,4744
11801,3,9,0,0,0,9,17,23,53,1419,803,172,2391,61,38,101,2492,1176,36,3707
11802,7,12,0,0,0,12,19,16,46,1592,889,240,2728,76,62,137,2865,1825,34,4730
11901,15,25,0,0,0,25,65,87,182,1601,1187,602,3395,164,154,311,3709,5105,154,8969
11902,7,15,0,0,0,18,38,48,96,1021,867,464,2356,92,114,202,2558,3576,86,6214
11903,11,17,0,0,0,17,26,29,72,1301,921,395,2629,83,86,168,2798,2559,69,5421
11904,10,19,4,0,4,16,23,33,75,1537,954,345,2829,116,87,204,3034,2698,63,5797
12001,3,9,0,0,0,9,13,14,36,1113,517,136,1769,56,33,89,1858,1221,25,3100
12002,0,3,0,0,0,4,7,4,16,809,340,92,1244,37,26,61,1307,594,17,1905
12003,5,14,0,0,0,20,20,36,71,1603,976,329,2910,103,98,201,3107,2519,64,5689
12101,5,15,0,0,0,15,10,7,32,1419,666,172,2255,76,69,142,2394,1434,23,3859
12102,0,8,0,0,0,8,5,7,19,1091,660,170,1927,44,40,83,2011,1091,12,3117
12103,3,10,0,0,0,10,11,11,31,1382,749,162,2298,73,61,130,2429,1466,24,3917
12104,0,8,0,0,0,8,7,12,31,1321,520,119,1957,59,42,100,2058,788,19,2870
12201,0,0,0,0,0,0,4,8,14,494,248,46,780,21,10,34,819,363,9,1183
12202,0,4,0,0,0,4,8,8,22,730,546,125,1396,25,18,45,1442,616,14,2069
12203,4,16,0,0,0,20,19,26,64,2028,1197,305,3532,66,64,128,3660,1634,44,5331
12301,13,17,0,0,0,17,20,16,50,1135,690,227,2051,56,26,80,2133,973,27,3138
12302,11,36,4,0,4,37,73,73,187,2303,1493,666,4460,219,148,371,4829,4585,131,9545
12303,4,7,0,0,0,10,5,9,26,536,371,105,1010,29,16,47,1061,607,16,1687
12401,0,4,0,0,0,4,11,16,30,980,832,209,2025,33,51,80,2106,1154,25,3284
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,18,28,0,6,3,27,27,54,114,2524,1436,571,4526,141,112,250,4772,3058,92,7924
12404,0,7,0,0,0,7,11,5,28,604,372,134,1111,33,32,68,1177,791,18,1986
12405,7,14,0,0,0,16,23,28,63,880,552,213,1644,63,56,116,1762,1475,43,3281
12501,3,9,0,0,0,11,18,32,52,663,483,240,1381,77,60,134,1515,1855,65,3441
12502,0,3,0,0,0,3,20,19,46,840,488,160,1493,51,43,94,1588,1327,46,2957
12503,6,17,0,0,0,14,43,81,135,1332,884,405,2623,129,119,248,2874,4344,140,7355
12504,9,14,0,0,5,10,23,31,68,1470,737,297,2504,99,78,172,2681,2241,57,4978
12601,0,3,0,0,0,3,5,6,15,588,332,93,1007,34,25,61,1064,654,18,1738
12602,6,15,0,0,0,15,15,15,47,1539,826,253,2623,76,82,154,2775,1989,45,4809
12701,8,12,0,0,0,16,29,55,99,1508,920,425,2848,121,108,227,3076,3148,98,6319
12702,12,21,0,0,0,24,69,108,204,1641,1269,706,3620,187,224,414,4031,7270,198,11492
12703,6,15,0,0,0,17,46,58,121,1470,853,392,2714,127,107,238,2949,3231,95,6276
12801,7,13,0,0,0,14,13,18,47,1510,957,297,2767,48,58,108,2874,1471,33,4379
12802,8,8,0,0,0,11,14,10,37,1483,920,247,2649,42,50,93,2739,1240,26,4005
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,4,18,6,0,6,25,39,43,103,1540,1569,222,3333,129,119,247,3581,2129,77,5785
20102,0,0,0,0,0,0,7,5,18,277,295,46,612,18,15,34,645,443,15,1100
20103,0,8,0,0,0,11,9,20,31,226,247,49,524,28,20,48,574,581,28,1183
20201,9,12,0,0,0,16,34,33,76,1469,1401,203,3080,78,91,173,3253,1965,53,5278
20202,8,11,0,0,0,11,20,12,41,539,531,73,1144,16,25,49,1190,695,22,1905
20203,3,3,0,0,0,3,5,0,11,83,74,14,173,4,7,13,185,204,5,396
20301,0,0,0,0,0,0,0,6,14,196,207,31,435,6,4,12,446,223,10,685
20302,11,34,0,0,3,37,53,51,147,2763,2454,393,5611,151,186,337,5949,3509,105,9561
20303,7,11,0,0,0,11,15,19,40,1000,963,129,2090,51,44,90,2182,904,35,3121
20401,5,22,0,0,0,18,24,21,69,639,616,121,1379,40,43,83,1464,978,34,2476
20402,5,4,0,0,0,4,20,8,31,579,527,80,1189,23,42,65,1259,798,19,2075
20403,10,22,0,0,0,22,18,18,58,950,842,142,1930,53,50,102,2033,1157,38,3220
20501,3,11,0,0,0,11,13,16,43,637,666,110,1417,43,42,88,1510,820,32,2358
20502,0,7,0,0,0,7,27,35,61,433,491,94,1020,35,43,79,1098,776,49,1924
20503,7,16,0,0,4,19,18,21,59,654,763,127,1537,46,48,93,1627,1058,38,2722
20504,4,18,0,0,0,18,40,39,98,945,973,148,2066,118,104,216,2287,1686,73,4044
20505,7,11,0,0,0,11,20,13,40,427,460,76,956,36,44,80,1037,686,25,1755
20601,3,4,0,0,0,4,22,15,34,911,561,69,1545,45,38,81,1627,1159,24,2815
20602,0,4,0,0,0,5,9,7,18,560,408,56,1028,19,25,46,1073,662,14,1745
20603,3,11,0,0,0,12,8,18,36,764,465,63,1296,53,38,91,1386,935,29,2350
20604,3,10,0,0,0,10,14,22,48,966,581,105,1646,63,79,147,1790,1239,36,3071
20605,0,5,0,0,0,3,7,12,25,1139,647,109,1890,56,53,109,2000,974,30,3005
20606,6,10,0,0,0,12,3,11,25,519,330,60,909,28,23,50,955,665,15,1636
20607,0,6,0,0,0,3,12,24,44,738,499,64,1301,57,59,111,1417,1168,39,2618
20701,0,13,0,0,0,13,16,18,46,1914,1227,139,3286,87,93,181,3471,2031,42,5540
20702,5,11,0,0,4,12,12,15,43,1104,897,120,2131,58,74,135,2262,1676,35,3978
20703,0,14,0,0,0,14,23,9,46,1226,915,116,2261,54,83,142,2406,1656,28,4088
20801,7,6,0,0,0,13,17,13,39,1272,808,118,2207,59,39,98,2308,1156,27,3486
20802,10,24,0,0,0,27,25,20,70,2021,1225,158,3402,77,76,149,3556,1813,43,5414
20803,11,18,0,0,0,18,20,22,63,1902,1298,186,3389,69,67,138,3527,1671,31,5239
