SA3_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
12703,33761,34588,68342,2858,3035,5895,15839,16027,31871,274,232,505,576,471,1051,114,107,222,143,110,247,22,20,44,87,59,146,85,63,154,7,4,11,17156,17104,34253,3882,4175,8052,442,431,880,24336,24743,49078,4421,4299,8722,62513,63632,126142
12801,31071,33015,64087,3543,3588,7124,14530,15450,29979,172,157,331,347,329,675,46,41,88,93,90,181,16,19,31,25,24,52,73,58,129,3,0,3,15306,16165,31477,1532,1743,3272,352,306,658,20725,21801,42523,2288,2361,4643,54079,57169,111252
12802,34578,35801,70378,2703,2845,5543,10929,11542,22467,124,122,248,188,181,371,33,38,68,72,80,157,22,21,43,27,23,46,46,38,82,0,0,0,11438,12048,23483,952,1096,2042,237,213,450,15322,16195,31524,1466,1704,3172,51371,53699,105075
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,761,424,1186,221,160,382,1929,1707,3632,110,138,249,225,214,438,30,35,62,37,47,83,14,16,31,19,16,38,33,33,65,0,0,0,2400,2195,4597,373,438,814,56,35,95,3046,2835,5882,2307,1536,3835,6115,4793,10906
20101,27163,29279,56441,3492,3771,7262,455,577,1030,15667,17318,32989,388,410,796,195,233,426,157,173,334,96,120,214,99,87,194,56,59,115,0,0,0,17116,18975,36093,1324,1329,2656,447,395,840,22387,24468,46853,3033,3130,6161,52574,56883,109451
20102,8926,8858,17781,893,929,1824,110,105,214,3204,3255,6458,77,79,159,33,39,69,41,43,85,26,22,48,20,38,61,15,17,35,0,0,0,3528,3594,7120,171,175,343,63,56,119,4653,4753,9408,1168,1145,2313,14745,14760,29506
20103,7934,7666,15602,802,938,1740,73,83,149,2424,2508,4929,69,67,139,39,41,86,23,26,48,14,10,30,13,15,30,5,7,14,0,0,0,2668,2766,5432,59,86,151,59,41,100,3598,3827,7423,1511,1118,2625,13038,12610,25650
20201,24862,26415,51280,3316,3633,6949,492,617,1109,12550,14135,26687,360,392,746,171,203,377,151,162,311,73,82,158,97,103,196,68,85,158,0,0,0,13963,15778,29744,1012,1177,2194,342,405,744,18634,20990,39629,2846,3091,5941,46354,50502,96851
20202,14276,14587,28865,1756,1873,3630,259,253,512,5446,5732,11177,125,156,282,50,56,105,81,69,151,37,27,61,33,46,76,22,18,40,0,0,0,6049,6357,12408,350,390,741,110,71,183,8268,8690,16960,2345,1935,4281,24890,25208,50098
20203,3741,3544,7287,327,346,671,43,41,84,926,1022,1944,46,50,94,13,15,26,17,15,29,4,8,14,7,3,15,5,3,11,0,0,0,1054,1163,2216,39,57,101,26,17,50,1452,1593,3045,689,654,1337,5877,5784,11668
20301,6382,6061,12440,589,594,1180,42,46,93,2707,2788,5491,49,55,106,12,18,31,21,18,38,10,9,21,14,28,45,12,11,20,0,0,0,2870,2969,5838,76,87,160,38,54,96,3580,3705,7280,645,638,1286,10603,10400,21010
20302,50639,54051,104690,6948,7437,14386,865,956,1822,25712,28419,54127,564,705,1276,262,295,555,291,291,582,208,233,444,132,151,286,103,117,216,0,0,0,28135,31164,59300,4120,3675,7799,732,640,1376,39937,42922,82856,6505,5587,12093,97081,102558,199643
20303,20698,21816,42511,4796,5073,9871,368,421,794,12590,13815,26411,269,298,562,96,87,179,132,140,265,78,84,162,76,99,174,47,56,101,0,0,0,13652,15009,28654,894,978,1870,245,253,493,19584,21313,40890,2371,2524,4889,42647,45648,88293
20401,15589,15401,30988,2974,3234,6207,385,357,740,5652,5842,11498,417,365,782,118,95,215,93,89,184,46,47,97,124,87,213,47,38,86,0,0,4,6896,6916,13816,486,488,970,148,118,268,10504,10761,21262,2525,2430,4952,28618,28589,57205
20402,13335,13944,27281,2627,2833,5465,467,500,970,3323,3687,7008,199,249,443,56,68,126,72,77,151,29,38,68,47,58,102,18,17,39,0,0,0,4223,4688,8911,313,365,674,117,132,250,7279,8022,15299,1702,1787,3490,22315,23753,46065
20403,19095,19856,38953,3049,3232,6286,2068,2230,4296,6272,6718,12996,732,669,1401,154,150,302,181,162,345,81,77,161,141,147,284,125,132,262,0,0,0,9765,10271,20039,738,764,1507,282,259,542,13844,14531,28372,2586,2384,4970,35527,36770,72294
20501,13841,14365,28205,2797,3076,5876,160,163,320,6912,7554,14469,154,190,345,33,49,85,67,50,107,29,38,63,32,30,60,12,15,32,0,0,0,7394,8087,15483,380,422,802,187,165,349,10765,11750,22517,1737,1803,3542,26341,27921,54259
20502,12754,13026,25781,2518,2737,5252,450,445,893,4142,4460,8600,193,239,432,47,45,88,108,90,201,54,55,113,49,34,85,41,47,89,0,0,0,5080,5421,10510,300,338,639,152,119,274,8050,8618,16671,2072,2131,4202,22879,23776,46654
20503,17623,18031,35657,4132,4454,8582,205,236,438,7779,8328,16109,194,198,395,33,48,82,103,100,205,36,57,97,40,49,84,23,15,41,0,0,0,8415,9029,17446,391,471,862,184,142,325,13119,14101,27215,2620,2762,5382,33363,34893,68254
20504,20735,21143,41874,3534,4006,7541,226,242,468,6698,7309,14010,216,239,455,63,64,125,90,96,188,40,60,100,49,54,101,14,12,26,0,3,3,7400,8068,15465,479,563,1050,277,305,585,11693,12946,24640,3149,3222,6369,35573,37316,72881
20505,11714,11913,23622,2471,2638,5108,310,307,620,3574,3729,7302,276,289,565,98,83,177,70,69,141,45,45,97,51,46,98,45,40,86,0,0,0,4477,4603,9084,318,377,695,139,136,275,7411,7753,15163,2577,1774,4347,21703,21428,43137
20601,20131,22008,42134,1464,1527,2994,986,1133,2114,11988,12899,24887,547,677,1221,238,268,506,325,338,660,131,141,274,71,97,161,213,246,455,0,0,3,14486,15802,30289,3037,3480,6516,386,360,748,19375,21164,40545,1529,1544,3071,41032,44720,85749
20602,12988,14362,27355,976,1033,2006,368,444,808,6772,7554,14325,226,268,492,84,100,187,113,132,249,43,64,105,30,32,63,64,87,159,0,0,0,7700,8681,16384,1187,1445,2635,233,229,464,10100,11386,21483,878,972,1850,23966,26719,50682
20603,16766,18045,34811,1340,1507,2851,413,442,865,8392,8991,17381,298,328,628,126,155,278,177,168,345,42,63,109,48,51,94,83,75,153,0,0,0,9584,10277,19863,2199,2211,4412,211,212,426,13341,14215,27548,1455,1535,2996,31565,33793,65351
20604,15890,16529,32415,3223,3193,6414,2212,2226,4433,21049,19965,41015,1506,1578,3089,620,707,1327,972,929,1899,365,370,736,145,143,289,466,430,896,0,0,0,27331,26356,53688,19150,20891,40038,711,559,1275,50414,51003,101418,5879,5539,11419,72171,73073,145250
20605,19189,20465,39655,3010,3189,6201,1047,1167,2206,13748,14512,28257,598,691,1283,216,237,451,376,416,792,125,129,249,42,67,111,132,144,271,0,0,0,16277,17350,33622,5211,5429,10638,465,403,867,24961,26370,51329,3451,3339,6792,47606,50172,97779
20606,10851,12357,23211,1420,1526,2946,782,914,1688,9060,9612,18671,470,579,1049,224,239,463,309,387,699,96,107,203,29,32,63,97,99,195,0,0,6,11073,11972,23041,3260,3747,7003,241,225,468,15990,17461,33455,1788,2001,3793,28638,31815,60453
20607,16904,18230,35136,2157,2251,4408,1163,1310,2473,13523,13897,27421,728,833,1556,308,338,646,470,495,962,139,150,290,65,83,154,216,246,457,0,0,0,16603,17354,33949,3912,4277,8187,460,349,812,23136,24227,47361,2569,2308,4879,42611,44769,87376
20701,43629,48053,91684,3420,3667,7095,845,906,1749,19437,20604,40038,525,606,1131,296,317,613,409,419,829,118,124,242,88,79,170,117,125,240,6,6,8,21834,23184,45019,5420,6114,11539,338,324,660,31016,33293,64305,2458,2800,5258,77102,84143,161249
20702,26710,28985,55697,1702,1839,3548,297,312,609,10540,11290,21824,215,224,440,144,163,308,178,155,338,43,55,102,12,22,44,41,35,80,0,0,0,11477,12266,23739,3617,3829,7442,193,169,361,16990,18100,35090,1450,1603,3059,45156,48689,93843
20703,26320,29292,55607,1882,1948,3833,438,466,897,11677,12296,23973,266,304,573,163,159,316,190,162,355,100,91,192,55,43,95,75,67,143,0,0,0,12955,13590,26541,5912,5828,11745,335,288,621,21084,21652,42740,2105,2182,4290,49507,53130,102638
20801,27047,29800,56851,2844,3114,5959,395,451,842,10881,11741,22623,245,248,498,89,92,177,133,139,274,33,36,69,7,13,22,54,59,112,0,0,0,11840,12774,24623,2492,2664,5161,209,244,451,17394,18803,36197,1726,2082,3815,46171,50683,96859
20802,38127,41520,79647,3638,3734,7371,738,765,1500,18866,19707,38571,412,485,905,191,223,415,314,312,618,66,76,140,53,53,107,105,106,215,0,0,0,20741,21733,42477,6218,6366,12588,471,400,878,31072,32236,63308,2513,2875,5387,71717,76624,148346
20803,33361,36370,69739,2795,2989,5784,414,433,852,13960,15300,29259,247,288,529,93,100,191,138,147,287,38,38,79,33,42,81,37,47,85,0,0,0,14960,16401,31358,1920,2229,4148,331,351,677,20002,21975,41975,2031,2125,4161,55397,60473,115869
20804,10435,11539,21974,979,1051,2028,205,228,431,5007,5485,10493,138,152,287,63,74,140,80,93,165,37,30,67,13,7,25,30,34,68,0,0,0,5566,6100,11670,1474,1534,3011,97,91,191,8113,8786,16899,699,729,1428,19250,21049,40299
20901,35828,38306,74130,2570,2626,5195,458,522,984,13297,14370,27670,404,349,757,155,152,309,180,163,343,59,63,122,65,70,137,82,75,157,0,0,0,14712,15765,30478,2282,2364,4644,278,251,529,19836,21008,40843,2112,2095,4206,57777,61410,119185
20902,23929,25589,49517,1486,1552,3039,471,521,985,11064,11376,22443,288,319,613,117,179,299,154,152,300,64,82,149,61,59,121,69,88,154,0,0,0,12299,12769,25061,3609,3211,6814,359,332,693,17751,17861,35612,2462,2401,4862,44136,45852,89995
20903,22253,22506,44764,1191,1235,2433,134,146,279,5996,6117,12115,101,131,237,41,42,79,60,49,109,20,22,41,23,32,53,22,24,45,0,0,0,6393,6556,12952,446,532,975,127,98,227,8155,8428,16578,1159,1144,2305,31567,32081,63649
20904,64380,66133,130519,5004,5155,10161,865,906,1769,30746,31355,62101,582,558,1134,311,358,668,311,302,617,104,114,221,175,157,336,77,93,168,4,0,0,33176,33843,67020,6848,6714,13561,732,580,1309,45759,46300,92057,5461,5407,10867,115594,117841,233437
21001,18413,19710,38118,1236,1282,2521,137,128,267,6365,6633,12997,113,130,241,84,80,164,62,62,125,19,32,48,16,10,28,17,25,38,0,0,0,6811,7097,13912,780,720,1499,157,203,359,8984,9301,18282,1027,1060,2082,28427,30065,58485
21002,9476,9553,19032,1111,1168,2278,103,117,216,3479,3533,7008,62,83,142,22,31,49,32,30,63,12,13,26,20,14,39,9,5,15,0,0,0,3735,3834,7570,170,200,365,84,60,141,5092,5258,10357,809,806,1617,15382,15621,31003
21003,19351,20789,40138,1684,1622,3305,319,337,662,8974,9110,18080,223,216,433,108,129,239,130,129,256,54,47,100,43,38,82,59,60,118,0,0,0,9902,10072,19973,3621,3026,6655,242,246,484,15447,14965,30414,2232,2189,4419,37029,37939,74967
21004,11806,12242,24049,1089,1166,2255,138,153,293,5828,6169,11997,126,126,247,25,36,65,52,67,120,14,28,45,17,22,35,16,15,29,0,0,0,6226,6606,12830,424,493,925,131,119,247,7871,8381,16254,953,927,1876,20630,21550,42180
21005,48350,48909,97256,4109,4124,8230,933,901,1836,24760,24859,49620,404,421,826,247,244,490,212,179,389,105,95,203,90,79,167,90,95,184,3,3,9,26852,26878,53728,8543,8212,16756,532,411,940,40030,39627,79657,5601,5087,10685,93975,93626,187600
21101,47481,49681,97160,2279,2413,4687,338,341,678,17178,17783,34959,259,284,544,157,198,353,132,141,273,67,58,125,48,40,88,36,38,74,0,0,0,18221,18879,37097,2687,2985,5669,433,384,816,23611,24659,48271,2579,2702,5277,73673,77043,150714
21102,8633,9004,17640,328,320,649,39,42,81,2526,2612,5140,44,42,86,23,19,38,21,19,37,4,6,11,5,4,9,12,11,21,0,0,0,2667,2752,5427,392,406,804,24,22,43,3409,3507,6918,388,441,830,12435,12948,25386
21103,32090,34164,66256,1683,1822,3501,259,296,554,13279,14346,27625,211,219,424,92,106,197,92,100,193,42,46,84,48,48,99,43,39,84,0,0,3,14065,15203,29271,2036,2332,4370,287,250,542,18079,19605,37681,1811,2008,3815,51980,55772,107759
21104,17979,19653,37627,883,906,1785,157,148,303,6434,6573,13003,111,121,235,78,95,174,82,87,169,22,36,55,12,17,29,32,31,67,0,0,0,6921,7110,14032,1847,1977,3822,114,104,214,9765,10094,19856,986,1170,2158,28730,30916,59639
21105,47103,47871,94970,3463,3749,7222,278,308,589,15932,17001,32934,246,309,556,63,66,132,122,137,257,47,60,109,54,44,99,26,23,47,0,0,0,16771,17946,34723,1099,1263,2355,360,318,676,21693,23275,44974,3124,2918,6039,71923,74066,145986
21201,26494,27026,53516,2855,3091,5944,295,334,625,18264,19085,37353,287,297,587,109,131,236,121,120,243,55,59,116,67,56,121,25,22,48,0,0,0,19221,20106,39323,1797,2003,3797,393,282,674,24263,25482,49747,2958,3017,5977,53716,55530,109239
21202,38418,39417,77835,2478,2512,4987,386,332,720,15207,14938,30146,278,280,554,201,154,360,161,140,299,55,57,112,50,39,87,25,30,57,0,0,0,16358,15977,32333,3142,3570,6707,365,317,678,22335,22374,44710,3313,3213,6516,64062,65000,129058
21203,49711,49924,99633,3393,3446,6843,866,837,1701,35781,36073,71852,537,550,1082,373,318,685,304,276,578,105,121,225,103,93,190,51,44,100,0,0,0,38113,38300,76419,6746,7708,14454,754,568,1320,49010,50022,99032,4951,4727,9680,103674,104669,208343
21204,52064,53221,105286,4641,4391,9029,514,437,956,18372,16443,34815,312,272,583,242,202,441,254,206,457,60,61,113,56,45,104,38,49,86,0,0,0,19847,17704,37553,9643,9460,19108,608,440,1046,34745,31992,66738,5398,4807,10203,92209,90026,182231
21205,45784,48824,94604,3624,3653,7274,712,672,1385,19767,19198,38965,482,504,983,357,340,695,298,335,635,176,167,341,97,81,180,104,113,216,0,0,0,21988,21407,43404,11170,9809,20988,470,377,844,37256,35248,72506,3962,3664,7630,87004,87734,174737
21301,55047,56854,111906,3344,3167,6510,399,371,767,15429,14744,30167,269,283,549,178,163,337,151,141,295,51,61,114,64,44,111,54,42,90,0,0,0,16588,15848,32433,6395,5999,12391,548,462,1012,26867,25478,52350,5902,5352,11253,87823,87683,175507
21302,23524,24958,48480,2750,2823,5573,372,390,768,8114,8870,16988,258,322,579,108,92,200,184,176,363,55,65,116,46,56,97,70,63,129,0,0,0,9211,10027,19233,1664,1810,3470,237,224,455,13862,14874,28740,1920,1978,3901,39304,41814,81121
21303,19314,20111,39423,2075,2082,4164,581,592,1173,10746,10752,21499,394,381,775,165,176,346,208,217,420,75,81,160,75,66,140,88,111,202,0,0,0,12340,12373,24709,3648,3183,6831,394,321,720,18459,17962,36420,2389,2036,4420,40166,40103,80266
21304,46777,47680,94455,4294,4717,9007,1006,995,2004,26062,27135,53196,460,463,920,270,257,531,255,228,484,120,127,250,109,110,218,75,81,153,0,0,0,28358,29394,57747,4107,4567,8674,499,452,958,37260,39126,76395,6750,5232,11983,90788,92040,182827
21305,59909,60351,120260,5894,5966,11859,2373,2284,4652,39240,38426,77665,1170,1190,2363,720,712,1426,809,761,1565,252,258,513,281,247,526,186,206,393,0,3,5,45035,44072,89109,15672,15556,31229,974,780,1756,67577,66380,133958,8847,7268,16123,136333,134003,270338
21401,36856,38306,75161,3699,4089,7788,346,368,715,16478,17621,34089,310,341,654,75,74,149,140,151,293,73,76,150,46,52,92,47,42,93,0,0,0,17504,18729,36227,1367,1626,2986,529,522,1050,23098,24957,48055,3742,3719,7461,63699,66981,130676
21402,44246,47488,91738,6279,6737,13016,701,695,1396,18480,20368,38846,647,523,1162,115,90,214,316,239,557,95,83,177,97,86,182,61,62,120,0,3,3,20509,22137,42648,1215,1387,2605,374,357,736,28387,30616,59007,4923,5366,10287,77550,83475,161030
21501,17145,16982,34129,3591,3796,7384,218,241,455,3527,3682,7215,163,196,360,241,290,533,88,86,176,33,32,66,53,62,114,5,13,23,0,0,0,4340,4598,8943,498,557,1056,157,133,288,8580,9090,17673,3093,2315,5406,28819,28382,57208
21502,14395,14746,29135,2321,2555,4877,685,769,1454,4423,4758,9181,207,255,466,371,395,771,71,97,171,21,23,45,72,78,145,21,17,36,0,0,0,5873,6398,12270,1082,1038,2121,195,163,354,9464,10150,19621,2535,2421,4956,26399,27313,53707
21503,10898,10696,21589,1959,2031,3988,317,334,646,2013,2149,4158,107,106,220,72,72,143,48,42,89,18,28,45,41,37,77,10,3,14,0,0,0,2623,2765,5390,821,718,1539,103,84,187,5505,5605,11108,1819,1669,3489,18215,17967,36187
21601,10931,11051,21981,1973,2128,4098,445,505,951,2719,2946,5669,135,131,264,27,30,59,52,46,99,22,22,44,42,41,84,5,4,13,0,0,0,3445,3738,7181,245,284,528,92,81,174,5755,6233,11989,1512,1461,2973,18202,18745,36945
21602,8222,8197,16422,1834,1936,3770,454,524,982,2160,2174,4332,109,134,240,20,12,37,35,39,74,17,19,40,21,23,35,10,10,23,0,0,0,2826,2936,5760,252,250,504,74,61,136,4990,5184,10172,1267,1178,2443,14479,14562,29040
21603,17592,17584,35175,2904,3014,5925,348,401,742,6068,6596,12666,240,223,465,56,69,123,68,76,140,49,45,94,51,62,116,20,16,37,0,0,0,6897,7486,14384,1248,1437,2683,227,247,479,11281,12190,23473,2893,2598,5484,31766,32369,64135
21701,10435,10343,20772,2294,2473,4771,141,159,304,2246,2461,4706,163,189,356,225,275,501,82,84,165,26,33,59,42,45,90,7,8,15,0,0,0,2939,3258,6189,208,240,451,114,87,203,5549,6064,11614,1309,1311,2616,17293,17710,35009
21703,11004,10949,21962,2155,2125,4276,96,130,225,2786,2962,5749,99,105,201,52,47,102,39,38,84,31,30,60,22,22,49,3,9,7,0,0,0,3136,3345,6481,387,377,756,112,75,187,5785,5917,11704,1551,1416,2965,18341,18289,36631
21704,14158,14790,28955,2545,2865,5414,157,188,347,4482,5049,9531,154,184,335,111,135,250,101,101,197,38,45,80,40,39,76,17,11,26,0,0,0,5102,5747,10852,572,556,1134,163,132,294,8380,9307,17688,1652,1696,3352,24191,25796,49991
29797,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
29999,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
30101,20512,20882,41393,1534,1685,3223,525,578,1110,228,269,496,8651,9165,17816,70,54,124,76,78,153,20,31,47,46,34,85,30,31,66,0,0,0,9650,10245,19895,724,871,1601,289,243,531,12199,13044,25245,1325,1408,2734,34039,35336,69374
30102,21999,23000,44993,3101,3395,6493,1295,1408,2700,491,542,1028,12258,13343,25593,106,114,223,159,167,322,66,63,131,73,88,162,65,65,132,0,0,0,14508,15792,30300,1022,1145,2169,370,321,693,19002,20656,39657,2112,2080,4186,43103,45734,88839
30103,18006,19029,37035,1702,1772,3476,669,768,1440,378,387,769,9292,9974,19266,64,72,134,123,113,236,47,51,97,71,79,150,76,71,148,0,0,0,10720,11523,22245,1179,1256,2428,283,267,554,13888,14815,28707,1367,1410,2772,33261,35254,68522
30201,11187,12109,23293,617,644,1261,399,431,828,248,271,516,6300,6872,13166,71,68,145,86,84,174,32,35,65,65,54,113,74,63,138,0,0,0,7266,7886,15151,940,1010,1951,197,146,345,9030,9687,18711,637,624,1261,20856,22411,43262
30202,16972,18442,35413,1207,1326,2535,672,727,1402,388,384,770,10412,11158,21568,79,97,176,170,182,347,42,46,81,103,86,197,75,99,178,0,0,0,11946,12770,24717,1558,1828,3378,327,270,601,15045,16187,31232,1649,1668,3318,33662,36298,69961
30203,9235,9406,18638,971,987,1958,471,480,951,215,244,458,6541,6587,13124,55,71,126,78,74,150,34,26,59,53,52,103,51,64,106,0,0,0,7497,7581,15073,1133,1353,2486,211,201,415,9811,10126,19933,1063,809,1873,20106,20341,40443
30204,14848,15796,30642,1539,1600,3140,422,468,895,227,249,478,7602,8326,15928,75,80,155,94,70,164,34,40,74,66,78,145,56,55,110,0,0,0,8579,9369,17949,1237,1428,2671,284,212,501,11642,12611,24256,1236,1282,2520,27725,29694,57416
30301,12827,13891,26717,952,1038,1990,507,566,1074,262,258,527,7556,8269,15827,74,92,163,95,104,199,24,18,48,38,40,79,48,63,104,0,0,0,8612,9408,18019,1052,1173,2221,209,184,391,10819,11799,22622,799,846,1641,24449,26533,50982
30302,15650,16176,31829,1418,1485,2904,890,955,1849,523,494,1022,12698,13280,25979,114,144,259,151,159,307,54,62,111,66,85,152,102,107,207,0,0,0,14600,15287,29887,3065,3414,6476,462,413,877,19547,20598,40142,1768,1667,3432,36968,38438,75405
30303,18126,19476,37600,1376,1384,2759,564,588,1157,344,318,666,10327,10723,21053,178,180,357,153,151,300,50,48,98,98,108,201,60,62,126,0,0,0,11774,12188,23964,3359,3529,6886,396,291,687,16907,17390,34299,1554,1492,3042,36587,38360,74944
30304,9733,10104,19841,773,796,1577,322,315,634,168,165,337,5092,5028,10122,62,70,131,51,48,101,30,24,53,32,37,68,41,39,75,0,0,0,5801,5725,11524,1465,1296,2763,194,170,362,8234,7991,16220,767,674,1445,18736,18773,37503
30305,15635,16195,31833,1386,1495,2878,469,517,986,279,259,544,8895,9153,18046,125,115,239,114,108,219,28,32,65,56,70,129,66,60,129,0,0,0,10036,10320,20353,2139,2425,4570,284,279,560,13843,14526,28366,1364,1383,2747,30840,32101,62949
30306,11979,12527,24501,1104,1085,2186,346,326,666,162,169,336,5592,5491,11084,120,92,216,86,90,178,21,29,48,42,39,79,32,25,60,0,0,0,6396,6266,12665,2725,2628,5353,240,179,419,10466,10156,20626,1077,1037,2118,23527,23714,47244
30401,9522,10037,19564,596,596,1195,170,191,358,106,118,224,3642,3892,7536,48,59,105,50,39,88,22,29,49,23,31,55,29,24,54,0,0,0,4088,4385,8473,536,581,1112,98,84,178,5313,5636,10955,410,345,755,15250,16027,31277
30402,13290,13916,27204,1104,1173,2275,493,445,946,270,300,573,4949,4982,9936,96,108,206,103,100,205,36,29,62,52,51,106,82,90,171,0,0,0,6088,6114,12201,1140,1246,2383,98,104,200,8425,8636,17060,545,607,1153,22258,23164,45421
30403,9591,10175,19764,1139,1201,2337,751,803,1554,384,433,809,8342,8845,17185,143,141,285,161,149,317,58,68,120,79,86,171,92,90,184,3,0,3,10010,10617,20628,3374,3640,7008,168,141,309,14687,15601,30283,941,995,1929,25217,26765,51979
30404,13195,14216,27406,1404,1442,2841,769,710,1476,417,401,812,6454,6820,13274,120,113,232,134,130,266,41,35,79,151,131,276,165,148,315,0,0,0,8255,8481,16736,901,975,1870,194,190,382,10748,11079,21834,932,753,1685,24874,26047,50921
30501,10113,9685,19797,2030,2010,4038,1650,1519,3173,896,918,1812,15252,14811,30062,231,213,437,298,308,606,115,116,226,152,143,296,184,202,383,0,0,0,18774,18232,37002,7663,8512,16174,652,501,1151,29114,29255,58370,3680,3220,6902,42910,42158,85067
30502,8433,8863,17296,933,928,1868,749,816,1566,395,466,862,6839,7347,14188,78,81,157,123,135,258,27,35,65,50,48,103,73,76,153,0,0,0,8348,9006,17359,1452,1531,2986,274,199,476,11009,11671,22684,981,922,1897,20423,21452,41874
30503,17163,17675,34840,1862,1856,3715,1559,1693,3256,766,889,1652,17060,18093,35151,196,226,429,269,252,515,75,64,134,142,146,293,158,151,309,0,5,8,20231,21521,41754,4406,4909,9308,613,527,1137,27108,28815,55921,2582,2319,4901,46852,48813,95663
30504,12471,12844,25318,1346,1379,2723,884,951,1837,451,485,933,8993,9408,18402,108,110,217,159,167,332,46,46,93,78,76,153,139,105,235,5,3,5,10863,11347,22214,2323,2451,4776,261,235,500,14787,15422,30209,1038,907,1950,28303,29175,57476
30601,12618,12870,25486,2116,2310,4428,853,895,1751,876,957,1832,6242,6909,13148,235,274,506,261,313,577,78,85,163,245,272,518,57,70,125,3,0,0,8850,9780,18623,958,1197,2155,307,289,593,12232,13575,25801,1831,1615,3450,26679,28056,54732
30602,23033,23373,46412,2679,2846,5531,791,852,1643,661,639,1300,12458,13490,25951,253,273,527,336,299,632,84,75,161,356,360,716,87,87,175,0,5,5,15024,16083,31106,1910,2203,4116,617,554,1172,20236,21693,41929,5898,5245,11145,49165,50313,99479
30603,9816,9432,19241,1714,1699,3416,176,166,347,179,183,356,2364,2445,4806,45,47,93,80,86,161,19,14,35,84,89,170,10,6,14,0,0,0,2963,3039,5999,491,366,857,115,105,222,5280,5206,10484,2011,1664,3669,17106,16296,33402
30604,2791,2599,5394,719,713,1433,183,185,366,254,248,505,717,777,1494,55,65,118,74,70,138,15,15,26,38,36,66,6,10,16,0,0,0,1335,1396,2734,273,315,587,53,34,88,2380,2454,4839,786,705,1490,5962,5759,11723
30605,10773,10927,21704,2166,2375,4546,223,260,488,160,189,349,3500,3726,7234,60,73,128,104,108,208,17,22,43,115,133,257,10,12,21,0,0,0,4201,4525,8727,473,487,955,167,141,312,7012,7529,14546,2432,2290,4716,20213,20749,40969
