SA3_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
10102,3,0,0,0,0,0,0,6,0,84,0,98,0,0,0,0,0,5,0,6,0,32,0,36,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,5,0,3,0,3,0,8,0,23,3,3,0,0,0,0,0,11,0,81,0,100,0,3,0,6,0,7,0,16,0,41,0,69,6,6,0,0,0,19,0,29,0,276,6,348,5,11,0,10,0,31,0,38,11,193,0,308,13,24,0,19,0,48,4,52,9,194,3,359,24,47,0,57,0,68,0,54,7,216,3,483,33,13,4,66,3,56,4,36,7,105,3,333,67,36,6,71,5,49,4,36,6,120,0,393,288,40,5,173,23,111,16,52,13,164,3,885,315,16,11,146,21,69,12,35,8,81,0,719,323,10,7,105,21,47,4,26,5,38,0,594,294,12,9,54,16,20,8,7,0,17,0,438,728,32,13,183,60,126,10,26
10103,0,0,0,0,0,0,0,5,0,33,0,39,0,0,0,0,0,0,0,3,0,10,0,17,0,0,0,0,0,0,0,4,0,8,0,11,0,0,0,0,0,0,0,0,0,6,0,11,0,3,0,6,0,0,0,5,3,35,3,51,3,6,0,0,0,0,0,11,0,21,0,42,6,3,0,0,0,8,4,30,6,214,4,263,9,14,0,14,0,9,0,21,6,77,0,146,7,15,0,16,0,31,0,22,3,85,0,183,18,30,0,39,0,27,10,28,5,77,0,237,15,9,3,27,0,22,0,6,0,25,0,110,39,16,0,42,5,15,0,6,3,23,0,151,114,24,0,82,8,39,3,17,6,34,0,320,94,5,0,70,3,16,4,6,4,9,0,216,84,10,5,31,9,14,0,7,0,21,0,174,54,0,3,13,3,3,0,0,0,4,0,84,91,10,5,38,7,24,0,7
10104,3,4,0,4,0,0,0,5,0,184,7,206,4,7,0,0,0,0,0,5,4,105,0,123,0,3,0,0,0,0,0,11,0,49,0,65,3,0,0,0,0,4,0,11,0,50,0,72,10,12,0,9,0,4,0,38,3,305,6,376,3,11,0,10,3,8,0,59,7,175,6,283,17,18,3,6,0,24,5,158,15,1496,25,1772,15,61,9,32,5,59,13,181,18,763,10,1160,36,83,7,64,5,94,9,146,17,770,8,1245,70,131,8,151,16,95,22,144,23,733,8,1405,47,53,8,148,6,65,11,66,20,259,0,683,110,58,9,135,12,79,10,61,10,242,4,723,251,105,21,257,21,104,23,85,15,291,5,1175,191,33,8,183,17,50,14,40,6,135,3,682,152,27,10,89,18,27,9,20,3,82,0,439,84,14,3,30,11,14,5,5,0,29,0,198,160,32,5,94,18,56,7,27
10105,6,0,0,4,0,0,0,0,0,72,0,89,5,0,0,0,0,0,0,4,4,31,0,44,0,0,0,0,0,0,0,3,0,22,0,21,0,0,0,0,0,0,0,4,0,10,0,15,0,5,0,8,0,5,0,7,6,86,0,112,0,3,0,3,0,3,0,16,0,50,0,82,3,13,5,3,5,18,0,36,5,437,6,527,8,12,5,11,4,15,0,43,10,219,9,329,10,32,0,22,0,48,5,40,9,155,5,330,20,40,6,75,4,63,10,38,3,187,7,451,32,18,4,55,6,43,0,26,6,59,0,253,64,27,3,71,7,39,0,16,9,56,4,296,210,20,8,150,21,74,9,34,5,51,6,584,175,21,3,113,17,21,3,23,4,23,0,400,123,15,3,54,12,24,0,0,4,19,0,252,70,3,5,31,8,10,7,4,0,6,0,135,146,21,8,58,13,35,3,8
10106,9,0,0,0,0,0,0,0,0,63,0,77,0,3,0,0,0,0,0,4,0,25,0,36,0,0,0,0,0,0,0,5,0,15,0,23,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,4,0,4,0,20,0,99,0,130,6,6,0,4,0,4,0,21,0,36,0,76,11,9,0,13,0,16,0,33,3,390,9,471,20,16,0,10,0,16,4,41,4,191,7,307,24,29,0,28,5,48,3,41,4,175,3,357,26,34,3,66,6,49,0,48,9,175,0,420,22,15,8,50,5,33,5,24,3,70,0,230,57,17,0,47,3,32,0,19,0,62,0,244,150,39,0,100,16,58,4,30,6,77,0,483,149,15,5,74,9,25,6,21,0,27,0,331,129,20,8,62,10,30,9,18,0,23,0,304,88,8,0,28,5,5,4,8,5,11,0,171,236,15,3,93,25,58,10,18
10201,0,0,3,3,0,4,0,3,0,353,8,381,0,3,0,0,0,5,0,11,0,151,3,169,0,3,0,0,0,0,0,20,3,90,0,119,0,0,0,0,0,0,0,10,3,74,0,89,3,13,0,0,0,0,0,33,3,384,9,451,0,15,0,0,0,11,0,50,8,249,4,338,4,22,3,5,3,17,5,134,33,1934,25,2187,6,42,11,17,4,76,13,168,45,1171,13,1567,22,69,22,38,10,116,21,197,55,1187,11,1752,38,156,24,114,29,177,53,222,53,1097,4,1980,44,79,17,152,41,165,35,118,27,373,0,1061,107,106,17,182,50,177,30,107,38,391,0,1210,465,180,24,482,127,338,70,144,43,432,6,2316,463,87,25,402,129,142,39,79,16,199,6,1579,413,56,20,262,65,116,21,51,15,124,7,1159,326,28,3,136,46,41,13,20,5,57,3,681,852,85,18,318,96,266,16,89
10202,0,4,0,0,0,0,0,4,3,299,7,317,0,0,0,0,0,0,0,9,0,113,0,130,0,4,0,0,0,0,0,5,6,58,0,76,0,0,0,0,0,0,0,12,5,69,0,91,0,3,3,0,0,8,0,31,11,444,5,503,0,7,0,0,5,16,5,55,15,219,0,329,0,20,4,7,0,41,6,116,52,2334,34,2618,3,30,13,17,3,79,10,176,59,1135,21,1547,13,59,12,46,9,164,23,182,36,962,9,1532,47,115,23,142,32,189,45,182,42,925,16,1752,68,71,19,178,41,172,38,97,40,271,3,1004,151,65,21,198,55,171,36,72,31,257,7,1062,609,156,48,519,139,273,76,107,46,257,8,2226,475,82,24,292,127,105,37,55,16,86,5,1306,384,35,13,207,55,82,21,20,9,64,8,897,257,19,0,86,34,21,10,11,0,27,0,470,396,33,11,157,32,106,14,25
10301,3,0,0,0,0,0,0,3,3,64,0,75,0,0,0,0,0,0,0,5,0,30,0,38,0,0,0,0,0,0,0,6,0,15,3,24,0,0,0,0,0,0,0,6,0,22,0,32,3,6,0,4,0,6,0,14,3,100,0,130,0,0,0,0,0,0,0,18,0,38,0,62,7,17,0,0,0,12,0,50,3,424,11,529,7,10,3,11,0,38,3,49,7,227,3,353,16,34,0,31,5,46,3,64,10,248,3,455,23,43,4,73,3,60,6,63,7,237,0,525,31,31,6,73,3,46,0,44,9,70,0,304,75,21,5,76,7,51,0,30,3,60,5,337,269,40,9,154,20,95,7,30,6,76,0,706,217,22,3,122,21,31,9,26,0,42,0,498,139,10,7,75,8,31,0,4,5,18,0,297,127,3,4,32,0,8,0,6,0,14,0,195,166,15,6,71,10,49,0,12
10302,14,6,8,11,0,5,0,0,0,89,0,141,11,0,0,3,0,5,0,4,3,52,0,77,0,0,0,3,0,9,0,5,0,18,0,37,0,0,0,0,0,3,0,3,0,15,0,26,6,3,0,7,0,7,0,12,0,175,6,229,8,3,0,3,0,6,0,27,5,74,0,133,23,20,0,16,0,27,0,73,4,830,14,1009,36,26,0,28,3,42,4,75,12,288,0,511,48,43,3,42,4,88,8,53,17,224,0,531,67,54,3,113,7,92,6,61,15,230,6,642,48,19,5,111,8,41,8,23,9,47,0,312,107,17,3,101,9,52,5,26,3,60,3,381,261,29,12,173,7,83,0,27,11,57,3,671,237,10,3,136,9,28,6,11,0,28,0,480,141,20,4,67,11,27,0,4,4,21,0,299,79,3,3,30,4,9,0,5,0,4,0,128,154,9,5,74,7,24,11,12
10303,9,0,4,7,0,0,0,0,0,81,0,101,3,0,0,0,0,5,0,3,0,46,0,61,0,3,0,0,0,0,0,3,0,13,0,20,0,0,0,0,0,0,0,9,0,15,0,22,4,3,0,3,0,5,0,17,4,143,7,189,0,0,0,3,0,9,0,26,6,59,0,109,9,7,3,3,0,13,0,61,6,646,12,767,7,16,3,9,4,35,4,64,3,281,3,436,20,26,5,23,4,58,9,56,12,246,8,456,42,44,9,69,9,63,8,57,12,225,6,522,33,17,0,73,8,74,8,21,0,53,3,283,39,23,6,93,4,49,6,18,7,50,0,304,158,36,5,191,23,76,12,39,11,64,4,623,140,21,9,138,16,28,13,13,4,29,0,416,134,10,5,62,15,22,8,9,4,24,0,287,83,7,4,39,8,6,0,7,0,8,0,149,213,19,8,75,15,56,3,12
